a01	stime_h_vx4	stime_m_vx4	res_id_vx4	consent_vx4	v1_01	pid_v1	mid_v1	v1_02	v1_03	v1_04	v1_05	v1_06	v1_07	v1_08	v1_09	v1_10	v1_11	v1_15	v1_16	v1_12	v1_13	v1_14	hhid2	del	hh_type	round
3083.0	15	21	3	1	2																		"3083"		3	3.0
3084.0	12	0	2	1	2																		"3084"		3	3.0
3085.0	15	35	1	1	1	81	4	3	1	1	12	1	4	81	1	55		1		2	1	1	"3085"		3	3.0
3085.0			1	1	1	82	5	3	1	1	10	2	3	81	1	1		1		2	1	2	"3085"		3	3.0
3086.0	14	38	1	1	2																		"3086"		3	3.0
3087.0	15	40	1	1	2																		"3087"		3	3.0
3088.0	10	23	1	1	2																		"3088"		3	3.0
3089.0	13	20	4	1	2																		"3089"		3	3.0
3090.0	15	12	5	1	2																		"3090"		3	3.0
3091.0	15	55	3	1	2																		"3091"		3	3.0
3092.0	12	27	1	1	1	81	3	7	1	2	20	1	7	13	2		29	1		1	3	1	"3092"		3	3.0
3093.0	14	25	3	1	2																		"3093"		3	3.0
3094.0	15	1	1	1	2																		"3094"		3	3.0
3096.0	17	28	1	1	2																		"3096"		3	3.0
3097.0	17	38	1	1	2																		"3097"		3	3.0
3098.0	15	30	1	1	2																		"3098"		3	3.0
3099.0	13	36	1	1	2																		"3099"		3	3.0
3100.0	16	18	2	1	2																		"3100"		3	3.0
3101.0	14	57	1	1	2																		"3101"		3	3.0
3102.0	11	55	1	1	2																		"3102"		3	3.0
3103.0	16	15	1	1	2																		"3103"		3	3.0
3104.0	14	2	2	1	2																		"3104"		3	3.0
3105.1	9	52	3	1	2																		"3105.1"		3	3.0
3105.2	15	33	4	1	2																		"3105.2"		3	3.0
3107.0	17	0	2	1	2																		"3107"		3	3.0
3108.0	16	34	5	1	2																		"3108"		3	3.0
3109.0	16	1	2	1	2																		"3109"		3	3.0
3110.0	14	52	7	1	1	81	10	7	2	7	30	1	5	13	2		21	1		1	4	1	"3110"		3	3.0
3111.0	11	44	1	1	2																		"3111"		3	3.0
3114.0	14	39	1	1	2																		"3114"		3	3.0
3115.0	12	50	6	1	2																		"3115"		3	3.0
3116.0	12	24	1	1	2																		"3116"		3	3.0
3117.0	14	27	5	1	2																		"3117"		3	3.0
3118.11	16	10	1	1	2																		"3118.1.1"		3	3.0
3118.12	12	52	8	1	2																		"3118.1.2"		3	3.0
3118.2	15	16	4	1	1	81	3	2	1	8	39	1	5	11	2		21	1		1	4	1	"3118.2"		3	3.0
3118.3	0		7	1	1	81	6	2	1	2	36	1	5	1	2		21	1		1	1	1	"3118.3"		3	3.0
3119.0	10	39	1	1	2																		"3119"		3	3.0
3120.0	12	21	1	1	2																		"3120"		3	3.0
3121.0	14	40	1	1	2																		"3121"		3	3.0
3122.0	13	23	1	1	2																		"3122"		3	3.0
3123.0	13	54	4	1	2																		"3123"		3	3.0
3124.0	18	3	1	1	2																		"3124"		3	3.0
3125.1	16	41	1	1	2																		"3125.1"		3	3.0
3125.2	11	0	4	1	2																		"3125.2"		3	3.0
3126.0	12	40	1	1	2																		"3126"		3	3.0
3127.0	11	35	2	1	2																		"3127"		3	3.0
3128.0	12	17	1	1	2																		"3128"		3	3.0
3129.0	12	3	1	1	2																		"3129"		3	3.0
3130.1	13	11	1	1	2																		"3130.1"		3	3.0
3130.2	11	31	3	1	2																		"3130.2"		3	3.0
3132.0	13	45	1	1	2																		"3132"		3	3.0
3133.0	10	39	1	1	2																		"3133"		3	3.0
3134.0	12	35	1	1	2																		"3134"		3	3.0
3135.0	15	4	2	1	2																		"3135"		3	3.0
3136.0	12	7	1	1	2																		"3136"		3	3.0
3137.0	16	26	1	1	2																		"3137"		3	3.0
3138.0	11	26	2	1	2																		"3138"		3	3.0
3139.0	11	55	1	1	1	81	7	3	0	7	38	2	4	82	2		20	1		1	3	2	"3139"		3	3.0
3140.0	13	6	1	1	2																		"3140"		3	3.0
3141.0	11	49	5	1	2																		"3141"		3	3.0
3142.0	16	40	1	1	2																		"3142"		3	3.0
3143.0	11	39	1	1	2																		"3143"		3	3.0
3144.0	12	11	1	1	2																		"3144"		3	3.0
3145.0	17	24	1	1	2																		"3145"		3	3.0
3146.0	11	35	1	1	1	81	3	3	2	4	24	1	12	1	2		29	1		1	1	1	"3146"		3	3.0
3147.0	12	32	1	1	1	81	3	3	2	5	20	1	1	13	1	1		1		1	1	1	"3147"		3	3.0
3148.0	12	3	1	1	2																		"3148"		3	3.0
3149.0	15	15	2	1	1	81	1	1	2	8	45	1	99	51	1	1		1		1	1	1	"3149"		3	3.0
3150.0	12	31	1	1	1	81	6	3	0	8	20	1	8	81	1	1		1		1	1	2	"3150"		3	3.0
3151.0	13	24	1	1	2																		"3151"		3	3.0
3152.0	13	24	1	1	2																		"3152"		3	3.0
3153.0	12	28	4	1	2																		"3153"		3	3.0
3154.0	12	8	1	1	2																		"3154"		3	3.0
3155.0	11	4	5	1	2																		"3155"		3	3.0
3156.0	11	32	1	1	2																		"3156"		3	3.0
3157.0	11	26	1	1	2																		"3157"		3	3.0
3158.0	12	7	1	1	2																		"3158"		3	3.0
3159.0	16	37	1	1	2																		"3159"		3	3.0
3160.0	12	53	1	1	2																		"3160"		3	3.0
3161.0	11	46	1	1	1	81	2	3	1	2	26	1	7	23	2		29	1		1	4	1	"3161"		3	3.0
3162.0	12	21	1	1	1	81	2	3	3	2	16	1	76	81	1	1		1		2	1	2	"3162"		3	3.0
3163.0	12	6	1	1	1	81	3	3	1	6	18	1	6	81	2		29	1		1	4	1	"3163"		3	3.0
3164.0	11	51	3	1	2																		"3164"		3	3.0
3165.0	11	50	1	1	1	81	2	3	1	2	22	1	8	1	2		29	1		1	1	1	"3165"		3	3.0
3167.1	11	30	2	1	2																		"3167.1"		3	3.0
3167.2	11	44	3	1	2																		"3167.2"		3	3.0
3167.3	15	54	5	1	2																		"3167.3"		3	3.0
3168.0	11	27	1	1	1	81	2	3	1	8	27	1	7	13	2		29	1		1	4	1	"3168"		3	3.0
3169.0	15	31	1	1	2																		"3169"		3	3.0
3170.0	12	34	2	1	1	81	1	2	2	4	51	1	99	50	1	18		1		8	1	1	"3170"		3	3.0
3171.1	12	6	1	1	1	81	3	3	6	5	28	1	5	35	2		29	1		1	4	1	"3171.1"		3	3.0
3171.2	16	6	8	1	2																		"3171.2"		3	3.0
3172.0	15	41	2	1	2																		"3172"		3	3.0
3173.1	11	42	2	1	1	81	1	1	2	8	75	1	99	11	1	1		1		1	1	1	"3173.1"		3	3.0
3173.2	11	41	3	1	2																		"3173.2"		3	3.0
3174.0	12	30	4	1	2																		"3174"		3	3.0
3175.0	12	10	3	1	2																		"3175"		3	3.0
3176.0	12	18	3	1	1	81	4	3	2	4	21	1	10	13	2		28	1		1	1	1	"3176"		3	3.0
3177.0	12	52	6	1	1	81	4	3	2	4	0	1	12	13	1	1		1		1	1	2	"3177"		3	3.0
3178.0	14	44	1	1	2																		"3178"		3	3.0
3179.3	11	51	4	1	2																		"3179.3"		3	3.0
3180.0	12	37	1	1	2																		"3180"		3	3.0
3181.0	11	40	2	1	2																		"3181"		3	3.0
3182.0	11	51	1	1	1	81	4	3	1	6	17	1	5	81	1	1		1		1	1	2	"3182"		3	3.0
3183.0	11	42	3	1	2																		"3183"		3	3.0
3185.0	17	30	1	1	2																		"3185"		3	3.0
3186.0	15	54	1	1	1	81	3	3	2	6	18	1	7	1	1	1		1		1	1	1	"3186"		3	3.0
3187.0	12	3	1	1	2																		"3187"		3	3.0
3188.0	13	34	2	1	2																		"3188"		3	3.0
3189.0	12	11	2	1	2																		"3189"		3	3.0
3190.0	12	10	1	1	2																		"3190"		3	3.0
3193.0	12	43	3	1	2																		"3193"		3	3.0
3194.0	13	47	1	1	1	81	3	3	1	6	19	1	15	81	1	1		1		2	1	1	"3194"		3	3.0
3195.0	12	9	1	1	2																		"3195"		3	3.0
3196.0	11	47	1	1	2																		"3196"		3	3.0
3197.0	12	3	1	1	2																		"3197"		3	3.0
3198.0	12	26	1	1	2																		"3198"		3	3.0
3199.0	12	3	2	1	2																		"3199"		3	3.0
3200.0	12	47	1	1	2																		"3200"		3	3.0
3201.0	14	47	1	1	1	81	3	3	2	6	25	1	8	13	2		29	2	1	1	7	1	"3201"		3	3.0
3202.0	15	4	1	1	2																		"3202"		3	3.0
3203.0	15	22	2	1	2																		"3203"		3	3.0
3204.0	15	19	3	1	2																		"3204"		3	3.0
3205.0	12	36	1	1	2																		"3205"		3	3.0
3206.0	15	5	1	1	2																		"3206"		3	3.0
3207.0	18	28	1	1	2																		"3207"		3	3.0
3208.0	13	16	1	1	2																		"3208"		3	3.0
3209.0	14	20	1	1	2																		"3209"		3	3.0
3210.0	12	10	1	1	2																		"3210"		3	3.0
3211.1	15	35	1	1	2																		"3211.1"		3	3.0
3211.2	17	18	4	1	2																		"3211.2"		3	3.0
3212.0	17	6	2	1	1	81	3	3	0	7	16	1	7	7	1	1		1		1	1	1	"3212"		3	3.0
3213.0	14	32	1	1	2																		"3213"		3	3.0
3214.0	14	52	1	1	2																		"3214"		3	3.0
3215.0	14	21	1	1	2																		"3215"		3	3.0
3216.1	11	20	2	1	2																		"3216.1"		3	3.0
3216.2	15	56	1	1	2																		"3216.2"		3	3.0
3217.0	12	21	1	1	2																		"3217"		3	3.0
3218.0	14	32	1	1	2																		"3218"		3	3.0
3219.0	15	3	1	1	2																		"3219"		3	3.0
3220.0	14	30	1	1	2																		"3220"		3	3.0
3221.0	13	54	1	1	2																		"3221"		3	3.0
3222.0	17	10	1	1	2																		"3222"		3	3.0
3223.0	14	14	1	1	1	81	3	7	2	8	22	1	5	36	1	1		1		1	1	1	"3223"		3	3.0
3223.0			1	1	1	82	4	7	0	6	15	2	7	13	1	1		1		1	1	1	"3223"		3	3.0
3224.0	14	25	1	1	2																		"3224"		3	3.0
3226.0	14	20	1	1	2																		"3226"		3	3.0
3227.0	14	40	4	1	2																		"3227"		3	3.0
3228.0	13	0	1	1	2																		"3228"		3	3.0
3229.0	15	53	1	1	2																		"3229"		3	3.0
3230.0	15	9	2	1	2																		"3230"		3	3.0
3231.0	12	23	2	1	2																		"3231"		3	3.0
3232.0	12	58	1	1	2																		"3232"		3	3.0
3233.0	15	41	1	1	2																		"3233"		3	3.0
3234.0	13	47	1	1	2																		"3234"		3	3.0
3235.1	13	21	1	1	2																		"3235.1"		3	3.0
3235.2	15	10	3	1	2																		"3235.2"		3	3.0
3236.0	14	18	2	1	2																		"3236"		3	3.0
3237.0	14	46	1	1	2																		"3237"		3	3.0
3238.0	13	15	6	1	2																		"3238"		3	3.0
3239.0	14	40	1	1	2																		"3239"		3	3.0
3240.0	14	8	3	1	2																		"3240"		3	3.0
3241.0	13	17	1	1	1	81	3	7	1	1	23	1	14	13	1	12		1		1	1	1	"3241"		3	3.0
3242.0	16	10	2	1	2																		"3242"		3	3.0
3243.0	11	5	1	1	2																		"3243"		3	3.0
3244.1	14	25	1	1	2																		"3244.1"		3	3.0
3244.2	12	56	6	1	2																		"3244.2"		3	3.0
3245.0	12	50	1	1	2																		"3245"		3	3.0
3246.0	11	15	1	1	2																		"3246"		3	3.0
3248.0	14	45	6	1	1	81	3	3	1	2	22	1	12	81	1	1		1		1	1	2	"3248"		3	3.0
3249.0	12	52	1	1	2																		"3249"		3	3.0
3250.0	11	32	1	1	2																		"3250"		3	3.0
3251.0	14	10	1	1	1	81	2	3	1	11	18	2	10	81	1	12		1		2	1	2	"3251"		3	3.0
3252.0	13	52	1	1	1	81	2	2	1	6	27	1	16	13	1	55		1		1	1	1	"3252"		3	3.0
3254.0	13	25	1	1	2																		"3254"		3	3.0
3255.0	14	24	1	1	2																		"3255"		3	3.0
3257.0	12	20	2	1	2																		"3257"		3	3.0
3258.0	15	29	2	1	1	81	1	2	0	4	36	1	5	32	1	12		1		1	1	1	"3258"		3	3.0
3259.0	17	5	2	1	2																		"3259"		3	3.0
3260.0	14	55	2	1	1	81	1	2	5	2	35	1	5	22	1	5		1		8	1	1	"3260"		3	3.0
3261.0	11	6	1	1	2																		"3261"		3	3.0
3262.0	9	49	1	1	2																		"3262"		3	3.0
3263.0	14	5	1	1	2																		"3263"		3	3.0
3264.0	13	39	1	1	2																		"3264"		3	3.0
3265.0	15	15	4	1	1	81	5	7	2	1	23	1	4	7	2		29	2	1	1	7	1	"3265"		3	3.0
3266.0	11	41	1	1	2																		"3266"		3	3.0
3267.0	14	8	2	1	2																		"3267"		3	3.0
3268.0	13	39	1	1	2																		"3268"		3	3.0
3269.0	13	40	1	1	2																		"3269"		3	3.0
3270.0	13	10	2	1	2																		"3270"		3	3.0
3271.0	14	20	2	1	2																		"3271"		3	3.0
3272.0	11	5	2	1	2																		"3272"		3	3.0
3273.0	13	14	3	1	2																		"3273"		3	3.0
3275.0	14	42	1	1	2																		"3275"		3	3.0
3276.0	12	52	2	1	2																		"3276"		3	3.0
3277.0	13	56	1	1	1	81	3	3	0	4	21	1	4	13	2		20	1		1	1	1	"3277"		3	3.0
3279.0	12	20	1	1	2																		"3279"		3	3.0
3280.0	11	23	1	1	2																		"3280"		3	3.0
3281.0	16	31	1	1	2																		"3281"		3	3.0
3283.0	18	47	1	1	2																		"3283"		3	3.0
3284.0	15	57	1	1	2																		"3284"		3	3.0
3285.0	15	38	1	1	1	81	4	3	0	1	18	1	10	13	1	1		1		1	1	2	"3285"		3	3.0
3286.1	14	30	1	1	2																		"3286.1"		3	3.0
3286.2	12	55	3	1	2																		"3286.2"		3	3.0
3287.0	13	55	3	1	2																		"3287"		3	3.0
3288.0	11	48	4	1	2																		"3288"		3	3.0
3289.0	15	6	1	1	2																		"3289"		3	3.0
3290.0	15	57	1	1	1	81	3	3	2	3	23	1	12	12	1	18		1		1	1	1	"3290"		3	3.0
3290.0			1	1	1	82	4	3	2	5	20	1	10	12	1	1		1		1	1	1	"3290"		3	3.0
3290.0			1	1	1	83	5	3	0	6	18	1	9	12	1	1		1		1	1	2	"3290"		3	3.0
3291.0	15	40	1	1	2																		"3291"		3	3.0
3292.0	16	50	1	1	1	81	3	3	2	6	20	1	10	13	1	1		1		1	2	1	"3292"		3	3.0
3292.0			1	1	1	82	4	3	2	2	18	2	10	82	1	4		1		3	2	2	"3292"		3	3.0
3293.0	17	45	1	1	2																		"3293"		3	3.0
3294.0	15	0	1	1	1	81	6	4	1	6	23	2	10	82	1	12		1		9	3	2	"3294"		3	3.0
3296.0	16	1	6	1	1	81	2	6	0	9	62	2	99	82	1	1		1		5	3	2	"3296"		3	3.0
3297.0	15	20	1	1	2																		"3297"		3	3.0
3298.0	12	46	1	1	2																		"3298"		3	3.0
3299.0	15	55	1	1	2																		"3299"		3	3.0
3300.0	18	13	2	1	2																		"3300"		3	3.0
3301.0	13	3	4	1	1	81	1	2	0	2	37	2	5	12	1	1		1		1	1	2	"3301"		3	3.0
3301.0			4	1	1	82	2	3	3	2	19	2	5	82	1	1		1		1	1	2	"3301"		3	3.0
3302.0	14	45	4	1	2																		"3302"		3	3.0
3303.0	14	13	1	1	1	81	4	3	0	2	20	2	8	12	1	1		1		3	1	2	"3303"		3	3.0
3303.0			1	1	1	82	5	3	2	0	16	1	8	81	1	15		1		2	1	2	"3303"		3	3.0
3304.0	13	29	1	1	2																		"3304"		3	3.0
3306.0	14	10	1	1	2																		"3306"		3	3.0
3307.0	11	59	1	1	2																		"3307"		3	3.0
3308.1	15	29	3	1	2																		"3308.1"		3	3.0
3308.2	14	50	1	1	2																		"3308.2"		3	3.0
3309.0	15	50	1	1	2																		"3309"		3	3.0
3310.0	15	52	1	1	2																		"3310"		3	3.0
3311.0	14	31	1	1	1	81	3	3	0	3	22	1	10	13	1	1		1		1	3	2	"3311"		3	3.0
3313.0	14	6	1	1	2																		"3313"		3	3.0
3314.0	16	1	1	1	1	81	3	3	3	2	18	1	3	13	1	1		1		1	3	1	"3314"		3	3.0
3316.0	14	45	4	1	2																		"3316"		3	3.0
3317.0	14	38	1	1	2																		"3317"		3	3.0
3318.0	13	25	2	1	2																		"3318"		3	3.0
3319.0	15	45	1	1	1	81	3	3	0	5	31	1	99	1	1	1		1		9	1	2	"3319"		3	3.0
3319.0			1	1	1	82	4	4	0	5	26	2	7	82	1	1		1		9	1	2	"3319"		3	3.0
3319.0			1	1	1	83	6	5	2	3	17	2	4	82	1	1		1		1	1	2	"3319"		3	3.0
3319.0			1	1	1	84	7	5	0	5	6	1	99	84	1	1		1		9	1	2	"3319"		3	3.0
3321.0	14	31	5	1	2																		"3321"		3	3.0
3322.1	17	47	1	1	2																		"3322.1"		3	3.0
3322.2	14	5	4	1	2																		"3322.2"		3	3.0
3324.0	14	48	1	1	2																		"3324"		3	3.0
3325.0	14	5	1	1	2																		"3325"		3	3.0
3326.0	15	32	3	1	2																		"3326"		3	3.0
3327.0	15	3	1	1	2																		"3327"		3	3.0
3328.0	14	56	1	1	1	81	6	10	0	2	63	2	99	15	1	1		1		1	1	1	"3328"		3	3.0
3329.0	15	5	1	1	2																		"3329"		3	3.0
3330.0	16	2	2	1	2																		"3330"		3	3.0
3331.0	15	51	1	1	2																		"3331"		3	3.0
3332.0	13	22	1	1	2																		"3332"		3	3.0
3333.0	17	0	3	1	2																		"3333"		3	3.0
3334.0	15	15	1	1	1	81	4	8	3	2	12	2	3	81	1	1		1		9	1	2	"3334"		3	3.0
3335.0	17	25	5	1	2																		"3335"		3	3.0
3337.0	14	10	1	1	2																		"3337"		3	3.0
3338.0	14	56	1	1	2																		"3338"		3	3.0
3339.0	12	20	1	1	2																		"3339"		3	3.0
3340.0	12	25	1	1	2																		"3340"		3	3.0
3341.0	12	30	1	1	2																		"3341"		3	3.0
3342.1	12	28	10	1	1	81	12	7	1	3	25	1	7	7	1	1		1		1	1	2	"3342.1"		3	3.0
3342.2	11	12	3	1	1	81	12	3	1	3	25	1	7	7	1	1		1		1	1	1	"3342.2"		3	3.0
3343.0	12	7	1	1	2																		"3343"		3	3.0
3344.0	17	45	1	1	2																		"3344"		3	3.0
3345.0	11	53	1	1	2																		"3345"		3	3.0
3346.0	12	11	6	1	1	81	1	3	0	6	31	1	7	1	1	1		1		1	1	1	"3346"		3	3.0
3347.0	14	34	1	1	2																		"3347"		3	3.0
3348.0	15	31	1	1	2																		"3348"		3	3.0
3349.1	13	2	8	1	2																		"3349.1"		3	3.0
3349.2	16	34	3	1	2																		"3349.2"		3	3.0
3350.0	13	44	1	1	1	81	3	3	2	8	26	1	12	12	1	1		1		1	1	1	"3350"		3	3.0
3351.0	15	4	5	1	2																		"3351"		3	3.0
3352.0	11	56	1	1	1	81	5	3	2	6	20	2	5	1	1	15		1		1	1	1	"3352"		3	3.0
3353.0	12	31	1	1	2																		"3353"		3	3.0
3354.0	13	14	1	1	2																		"3354"		3	3.0
3355.0	13	35	1	1	2																		"3355"		3	3.0
3356.0	15	48	1	1	2																		"3356"		3	3.0
3357.0	14	16	1	1	2																		"3357"		3	3.0
3358.0	12	10	1	1	2																		"3358"		3	3.0
3359.0	13	59	1	1	2																		"3359"		3	3.0
3360.0	11	55	1	1	2																		"3360"		3	3.0
3361.0	14	10	1	1	2																		"3361"		3	3.0
3362.0	14	0	1	1	2																		"3362"		3	3.0
3363.0	12	37	3	1	2																		"3363"		3	3.0
3365.0	14	31	1	1	2																		"3365"		3	3.0
3366.0	13	45	1	1	2																		"3366"		3	3.0
3367.0	14	45	1	1	2																		"3367"		3	3.0
3368.0	12	35	1	1	2																		"3368"		3	3.0
3369.0	15	58	1	1	2																		"3369"		3	3.0
3370.0	14	10	1	1	1	81	3	3	1	2	25	1	9	13	1	1		1		1	1	2	"3370"		3	3.0
3371.0	12	43	6	1	1	81	3	3	1	10	14	2	5	13	1	1		1		1	1	1	"3371"		3	3.0
3372.0	15	12	5	1	1	81	2	7	2	3	36	2	10	82	1	2		1		9	1	2	"3372"		3	3.0
3373.0	16	32	1	1	1	81	3	3	0	6	23	1	10	13	1	1		1		1	1	2	"3373"		3	3.0
3374.0	13	29	1	1	1	81	3	3	1	8	13	1	2	81	1	12		1		2	2	2	"3374"		3	3.0
3375.0	12	46	1	1	2																		"3375"		3	3.0
3376.0	13	55	1	1	2																		"3376"		3	3.0
3377.0	15	6	1	1	1	81	5	3	2	2	13	1	1	81	1	17		1		2	1	2	"3377"		3	3.0
3378.0	12	38	1	1	2																		"3378"		3	3.0
3379.0	16	15	1	1	2																		"3379"		3	3.0
3380.0	12	10	1	1	2																		"3380"		3	3.0
3381.0	16	20	1	1	2																		"3381"		3	3.0
3383.0	12	42	1	1	2																		"3383"		3	3.0
3384.0	13	48	1	1	2																		"3384"		3	3.0
3385.0	14	35	3	1	1	81	1	2	2	6	38	1	12	3	1	1		1		1	1	1	"3385"		3	3.0
3386.0	13	8	1	1	2																		"3386"		3	3.0
3388.0	14	34	1	1	2																		"3388"		3	3.0
3391.0	17	17	1	1	2																		"3391"		3	3.0
3393.0	14	41	1	1	2																		"3393"		3	3.0
3394.0	13	16	1	1	1	81	3	3	4	2	25	1	5	50	1	1		1		8	1	1	"3394"		3	3.0
3394.0			1	1	1	82	4	3	3	3	20	1	4	50	1	23		1		2	1	2	"3394"		3	3.0
3394.0			1	1	1	83	5	3	2	1	10	1	2	50	1	23		1		2	1	2	"3394"		3	3.0
3398.1	15	28	1	1	2																		"3398.1"		3	3.0
3398.2	13	56	3	1	2																		"3398.2"		3	3.0
3399.0	16	52	1	1	2																		"3399"		3	3.0
3400.0	15	17	1	1	2																		"3400"		3	3.0
3401.0	16	59	1	1	1	81	3	3	1	0	20	1	12	81	1	12		1		1	1	2	"3401"		3	3.0
3402.1	13	0	1	1	2																		"3402.1"		3	3.0
3402.2	11	35	3	1	2																		"3402.2"		3	3.0
3403.0	15	16	1	1	2																		"3403"		3	3.0
3404.0	13	13	1	1	1	81	3	3	3	2	26	2	12	82	1	14		1		3	8	2	"3404"		3	3.0
3405.0	11	25	1	1	2																		"3405"		3	3.0
3406.0	11	30	2	1	2																		"3406"		3	3.0
3407.0	13	18	2	1	2																		"3407"		3	3.0
3408.0	15	38	1	1	2																		"3408"		3	3.0
3409.0	13	34	2	1	2																		"3409"		3	3.0
3411.0	13	10	2	1	1	81	3	3	4	10	30	1	8	24	1	1		1		8	1	1	"3411"		3	3.0
3412.0	14	1	1	1	1	81	4	7	2	6	19	1	6	13	1	1		1		1	3	2	"3412"		3	3.0
3413.0	16	27	1	1	2																		"3413"		3	3.0
3414.0	14	48	1	1	2																		"3414"		3	3.0
3415.0	15	0	1	1	2																		"3415"		3	3.0
3416.0	13	35	1	1	2																		"3416"		3	3.0
3417.0	13	9	1	1	2																		"3417"		3	3.0
3418.0	14	15	1	1	2																		"3418"		3	3.0
3419.0	17	15	2	1	2																		"3419"		3	3.0
3420.0	14	0	1	1	2																		"3420"		3	3.0
3421.0	14	4	1	1	2																		"3421"		3	3.0
3422.0	12	28	2	1	2																		"3422"		3	3.0
3423.0	15	11	1	1	2																		"3423"		3	3.0
3424.0	16	7	1	1	2																		"3424"		3	3.0
3426.0	13	30	2	1	2																		"3426"		3	3.0
3427.0	13	43	1	1	2																		"3427"		3	3.0
3429.0	14	45	1	1	2																		"3429"		3	3.0
3430.0	14	38	1	1	2																		"3430"		3	3.0
3431.0	16	34	1	1	2																		"3431"		3	3.0
3432.0	14	45	1	1	2																		"3432"		3	3.0
3433.0	12	25	1	1	2																		"3433"		3	3.0
3434.0	14	50	1	1	2																		"3434"		3	3.0
3435.0	10	40	1	1	2																		"3435"		3	3.0
3436.0	11	3	1	1	2																		"3436"		3	3.0
3437.0	14	10	1	1	1	81	1	3	1	0	14	1	4	40	1	1		1		1	3	2	"3437"		3	3.0
3438.0	12	37	1	1	2																		"3438"		3	3.0
3439.0	11	13	2	1	2																		"3439"		3	3.0
3440.0	11	19	2	1	2																		"3440"		3	3.0
3441.0	14	13	3	1	1	81	4	5	1	6	14	1	6	13	1	1		1		1	1	1	"3441"		3	3.0
3442.0	15	23	2	1	2																		"3442"		3	3.0
3443.0	12	14	1	1	2																		"3443"		3	3.0
3444.0	11	29	1	1	2																		"3444"		3	3.0
3445.0	11	10	3	1	1	81	1	2	0	6	56	1	8	11	1	15		1		1	1	1	"3445"		3	3.0
3446.0	13	56	1	1	1	81	6	3	0	9	21	1	10	13	1	15		1		1	1	1	"3446"		3	3.0
3447.0	13	42	1	1	2																		"3447"		3	3.0
3448.0	16	0	1	1	1	81	3	3	0	7	31	1	5	11	1	15		1		1	1	1	"3448"		3	3.0
3448.0			1	1	1	82	5	3	0	8	23	1	5	11	1	15		1		1	1	1	"3448"		3	3.0
3449.0	9	58	1	1	2																		"3449"		3	3.0
3450.0	13	31	1	1	2																		"3450"		3	3.0
3451.0	12	38	1	1	2																		"3451"		3	3.0
3452.0	15	33	1	1	2																		"3452"		3	3.0
3453.0	14	27	1	1	2																		"3453"		3	3.0
3454.0	13	42	1	1	2																		"3454"		3	3.0
3456.0	16	17	1	1	2																		"3456"		3	3.0
3457.0	13	40	1	1	2																		"3457"		3	3.0
3458.0	17	3	1	1	2																		"3458"		3	3.0
3459.0	13	11	2	1	1	81	4	3	0	6	18	1	10	2	1	15		1		2	1	2	"3459"		3	3.0
3461.0	16	22	1	1	2																		"3461"		3	3.0
3462.0	12	46	1	1	2																		"3462"		3	3.0
3463.0	14	21	1	1	1	81	3	3	0	9	23	1	10	7	2		20	2	3	1	7	1	"3463"		3	3.0
3464.0	15	48	1	1	1	81	3	3	4	1	22	1	10	7	2		29	1		2	1	1	"3464"		3	3.0
3465.0	12	48	1	1	2																		"3465"		3	3.0
3466.0	17	38	2	1	2																		"3466"		3	3.0
3468.0	13	58	1	1	2																		"3468"		3	3.0
3469.0	17	14	2	1	1	81	3	1	2	6	18	2	4	7	2		20	1		1	1	1	"3469"		3	3.0
3470.0	13	28	3	1	2																		"3470"		3	3.0
3471.0	10	33	1	1	2																		"3471"		3	3.0
3472.0	13	26	1	1	2																		"3472"		3	3.0
3473.0	11	48	1	1	2																		"3473"		3	3.0
3474.1	13	37	1	1	1	81	9	3	0	6	25	1	99	7	1	7		1		1	1	1	"3474.1"		3	3.0
3474.2	16	50	4	1	1	81	3	2	0	1	38	1	5	7	1	7		1		1	1	2	"3474.2"		3	3.0
3475.0	11	25	1	1	1	81	4	3	1	6	25	1	5	7	2		20	3	1	5	1	1	"3475"		3	3.0
3476.0	15	50	2	1	2																		"3476"		3	3.0
3477.0	13	8	1	1	2																		"3477"		3	3.0
3478.0	13	53	1	1	2																		"3478"		3	3.0
3479.0	14	51	2	1	1	81	1	2	1	3	41	1	6	12	2		20	1		1	1	1	"3479"		3	3.0
3480.0	11	26	1	1	1	81	3	3	0	4	15	1	5	37	2		20	2	1	1	5	1	"3480"		3	3.0
3481.0	13	8	1	1	2																		"3481"		3	3.0
3482.1	15	3	1	1	2																		"3482.1"		3	3.0
3482.2	14	45	4	1	2																		"3482.2"		3	3.0
3483.0	14	42	1	1	2																		"3483"		3	3.0
3485.0	13	54	1	1	2																		"3485"		3	3.0
3486.0	13	29	2	1	2																		"3486"		3	3.0
3487.0	14	58	1	1	2																		"3487"		3	3.0
3488.0	12	54	1	1	2																		"3488"		3	3.0
3489.0	15	40	4	1	2																		"3489"		3	3.0
3490.0	13	19	1	1	1	81	3	3	1	1	25	1	14	7	2		29	2	3	1	4	1	"3490"		3	3.0
3490.0			1	1	1	82	4	3	1	6	20	1	10	13	1	1		1		1	1	1	"3490"		3	3.0
3491.0	13	29	1	1	2																		"3491"		3	3.0
3492.0	13	12	3	1	2																		"3492"		3	3.0
3493.0	11	8	1	1	2																		"3493"		3	3.0
3494.0	10	10	1	1	2																		"3494"		3	3.0
3495.0	15	37	1	1	2																		"3495"		3	3.0
3496.0	12	18	1	1	2																		"3496"		3	3.0
