a01	stime_h_c	stime_m_c	res_id_c	consent_c	mid_c	c01	c02	c02oth	c03	c04	c05	c05oth	c06	c07	c08	c09	c10	c11	c12	c13	c14	hhid2	hh_type	round
3556.0			1	1	2	2		" "			70	" "	4	7	1.0	4						"3556"	3	3.0
3556.0			1	1	3	2		" "			70	" "	5	3	1.0	4						"3556"	3	3.0
3556.0			1	1	4	5		" "				" "										"3556"	3	3.0
3557.0	8	26	1	1	1	1		" "			52	" "	1	7	12.0	3					30000.0	"3557"	3	3.0
3557.0			1	1	1	1		" "			64	" "	2	3	2.0	3					4500.0	"3557"	3	3.0
3557.0			1	1	1	2		" "			70	" "	3	3	1.0	4						"3557"	3	3.0
3557.0			1	1	2	1		" "			69	" "	4	7	1.0	3					200.0	"3557"	3	3.0
3557.0			1	1	2	1		" "			70	" "	5	7	1.0	3					1500.0	"3557"	3	3.0
3557.0			1	1	4	5		" "				" "										"3557"	3	3.0
3558.0	7	35	1	1	1	1		" "			23	" "	1	4	10.0	3					10000.0	"3558"	3	3.0
3558.0			1	1	1	2		" "			70	" "	2	2	1.0	4						"3558"	3	3.0
3558.0			1	1	2	1		" "			70	" "	3	7	1.0	3					1125.0	"3558"	3	3.0
3558.0			1	1	2	1		" "			11	"4"	4	3	1.0	2					750.0	"3558"	3	3.0
3558.0			1	1	3	5		" "				" "										"3558"	3	3.0
3558.0			1	1	4	5		" "				" "										"3558"	3	3.0
3559.0	9	20	1	1	1	1		" "			22	" "	1	6	7.0	3					16000.0	"3559"	3	3.0
3559.0			1	1	1	1		" "			69	" "	2	7	1.0	3					150.0	"3559"	3	3.0
3559.0			1	1	2	2		" "			69	" "	3	7	1.0	4						"3559"	3	3.0
3559.0			1	1	4	2		" "			69	" "	4	5	1.0	4						"3559"	3	3.0
3559.0			1	1	5	5		" "				" "										"3559"	3	3.0
3560.1	15	4	1	1	1	1		" "			64	" "	1	7	3.0	3					12360.0	"3560.1"	3	3.0
3560.1			1	1	1	1		" "			72	" "	2	4	4.0	3					250.0	"3560.1"	3	3.0
3560.1			1	1	2	1		" "			69	" "	3	7	2.0	3					400.0	"3560.1"	3	3.0
3560.2	8	14	3	1	3	1		" "			65	" "	1	7	3.0	3					0.0	"3560.2"	3	3.0
3560.2			3	1	3	2		" "			70	" "	2	7	5.0	4						"3560.2"	3	3.0
3560.2			3	1	4	1		" "			69	" "	3	7	2.0	3					700.0	"3560.2"	3	3.0
3560.2			3	1	4	1		" "			70	" "	4	7	2.0	3					15250.0	"3560.2"	3	3.0
3560.2			3	1	5	5		" "				" "										"3560.2"	3	3.0
3561.0	9	15	1	1	1	1		" "			64	" "	1	5	4.0	3					3300.0	"3561"	2	3.0
3561.0			1	1	1	1		" "			68	" "	2	5	4.0	3					1500.0	"3561"	2	3.0
3561.0			1	1	1	1		" "			3	" "	4	7	9.0	1	400	80	2		7000.0	"3561"	2	3.0
3561.0			1	1	5	1		" "			69	" "	3	7	1.0	3					250.0	"3561"	2	3.0
3564.0	9	48	1	1	1	1		" "			69	" "	1	7	1.0	3					1000.0	"3564"	2	3.0
3564.0			1	1	1	1		" "			70	" "	2	7	1.0	3					4000.0	"3564"	2	3.0
3564.0			1	1	2	5		" "				" "										"3564"	2	3.0
3565.0	9	43	1	1	1	7		" "				" "										"3565"	2	3.0
3565.0			1	1	2	8		" "				" "										"3565"	2	3.0
3566.0	12	0	1	1	1	1		" "			50	" "	1	7	12.0	3					14000.0	"3566"	2	3.0
3566.0			1	1	2	1		" "			69	" "	2	7	2.0	3					100.0	"3566"	2	3.0
3567.0	9	44	1	1	1	1		" "			64	" "	1	4	2.0	3					2500.0	"3567"	2	3.0
3567.0			1	1	1	1		" "			70	" "	2	7	1.0	3					500.0	"3567"	2	3.0
3567.0			1	1	1	1		" "			1	" "	3	3	6.0	1	300	0	2		3900.0	"3567"	2	3.0
3567.0			1	1	2	1		" "			69	" "	4	7	1.0	3					200.0	"3567"	2	3.0
3567.0			1	1	2	2		" "			70	" "	5	7	1.0	4						"3567"	2	3.0
3567.0			1	1	3	5		" "				" "										"3567"	2	3.0
3568.0	10	30	1	1	1	1		" "			64	" "	1	5	2.0	3					500.0	"3568"	2	3.0
3568.0			1	1	2	1		" "			69	" "	2	5	1.0	3					300.0	"3568"	2	3.0
3568.0			1	1	4	2		" "			69	" "	3	7	1.0	4						"3568"	2	3.0
3568.0			1	1	5	5		" "				" "										"3568"	2	3.0
3568.0			1	1	7	5		" "				" "										"3568"	2	3.0
3569.0	9	46	1	1	1	1		" "			64	" "	1	4	4.0	3					3200.0	"3569"	2	3.0
3569.0			1	1	2	1		" "			69	" "	2	7	1.0	3					100.0	"3569"	2	3.0
3569.0			1	1	3	1		" "			1	" "	3	5	5.0	1	300	50	2		1750.0	"3569"	2	3.0
3569.0			1	1	3	2		" "			64	" "	4	2	4.0	4						"3569"	2	3.0
3569.0			1	1	6	1		" "			70	" "	5	7	1.0	3					0.0	"3569"	2	3.0
3569.0			1	1	7	5		" "				" "										"3569"	2	3.0
3570.0	9	17	1	1	1	1		" "			13	" "	1	6	5.0	2					3000.0	"3570"	2	3.0
3570.0			1	1	1	1		" "			67	" "	2	5	6.0	3					4000.0	"3570"	2	3.0
3570.0			1	1	1	1		" "			65	" "	3	2	3.0	3					3100.0	"3570"	2	3.0
3570.0			1	1	2	1		" "			70	" "	4	7	1.0	3					700.0	"3570"	2	3.0
3570.0			1	1	2	1		" "			69	" "	5	7	2.0	3					150.0	"3570"	2	3.0
3570.0			1	1	5	5		" "				" "										"3570"	2	3.0
3570.0			1	1	6	5		" "				" "										"3570"	2	3.0
3570.0			1	1	7	5		" "				" "										"3570"	2	3.0
3571.0	9	21	1	1	1	1		" "			65	" "	1	7	3.0	3					0.0	"3571"	2	3.0
3571.0			1	1	1	1		" "			11	"SO MILE KAJ KOREN"	2	7	5.0	3					6000.0	"3571"	2	3.0
3571.0			1	1	2	1		" "			69	" "	3	7	1.0	3					125.0	"3571"	2	3.0
3571.0			1	1	3	5		" "				" "										"3571"	2	3.0
3571.0			1	1	4	5		" "				" "										"3571"	2	3.0
3572.0	10	2	1	1	1	1		" "			64	" "	1	2	1.0	3					600.0	"3572"	2	3.0
3572.0			1	1	1	1		" "			72	"GAS KATA"	2	3	10.0	3					3500.0	"3572"	2	3.0
3572.0			1	1	1	1		" "			50	"DHAN MARAI"	3	2	6.0	3					3000.0	"3572"	2	3.0
3572.0			1	1	2	8		" "				" "										"3572"	2	3.0
3572.0			1	1	3	5		" "				" "										"3572"	2	3.0
3572.0			1	1	4	5		" "				" "										"3572"	2	3.0
3572.0			1	1	5	5		" "				" "										"3572"	2	3.0
3572.0			1	1	6	5		" "				" "										"3572"	2	3.0
3572.0			1	1	7	5		" "				" "										"3572"	2	3.0
3572.0			1	1	8	6		" "				" "										"3572"	2	3.0
3573.0	9	15	1	1	1	1		" "			64	" "	1	7	5.0	3					4800.0	"3573"	2	3.0
3573.0			1	1	1	1		" "			70	" "	2	7	3.0	3					1200.0	"3573"	2	3.0
3573.0			1	1	2	1		" "			69	" "	3	7	2.0	3					50.0	"3573"	2	3.0
3573.0			1	1	2	2		" "			70	" "	4	7	1.0	4						"3573"	2	3.0
3573.0			1	1	2	2		" "			64	" "	5	2	2.0	4						"3573"	2	3.0
3574.0	11	9	10	1	2	8		" "				" "										"3574"	2	3.0
3574.0			10	1	3	1		" "			24	" "	1	6	4.0	3					1000.0	"3574"	2	3.0
3574.0			10	1	5	5		" "				" "										"3574"	2	3.0
3574.0			10	1	8	5		" "				" "										"3574"	2	3.0
3574.0			10	1	10	1		" "			23	" "	2	7	6.0	3					10000.0	"3574"	2	3.0
3576.0	9	11	1	1	1	1		" "			1	" "	1	3	7.0	1	350	0	2		4200.0	"3576"	2	3.0
3576.0			1	1	1	1		" "			65	" "	2	4	5.0	3					3400.0	"3576"	2	3.0
3576.0			1	1	1	1		" "			70	" "	3	7	2.0	3					7000.0	"3576"	2	3.0
3576.0			1	1	2	1		" "			69	" "	4	7	3.0	3					50.0	"3576"	2	3.0
3576.0			1	1	2	2		" "			70	" "	5	7	1.0	4						"3576"	2	3.0
3576.0			1	1	4	5		" "				" "										"3576"	2	3.0
3576.0			1	1	5	5		" "				" "										"3576"	2	3.0
3578.0	9	17	1	1	1	1		" "			70	" "	1	7	2.0	3					0.0	"3578"	2	3.0
3578.0			1	1	1	1		" "			69	" "	2	7	1.0	3					0.0	"3578"	2	3.0
3578.0			1	1	2	5		" "				" "										"3578"	2	3.0
3578.0			1	1	3	5		" "				" "										"3578"	2	3.0
3578.0			1	1	5	7		" "				" "										"3578"	2	3.0
3579.0	10	48	1	1	1	1		" "			51	" "	1	7	10.0	3					10000.0	"3579"	2	3.0
3579.0			1	1	1	1		" "			70	" "	2	7	2.0	3					3000.0	"3579"	2	3.0
3579.0			1	1	2	1		" "			69	" "	3	7	2.0	3					100.0	"3579"	2	3.0
3579.0			1	1	2	2		" "			70	" "	4	7	4.0	4						"3579"	2	3.0
3579.0			1	1	3	5		" "				" "										"3579"	2	3.0
3579.0			1	1	5	5		" "				" "										"3579"	2	3.0
3579.0			1	1	6	5		" "				" "										"3579"	2	3.0
3580.0	10	36	5	1	1	1		" "			69	" "	1	7	1.0	3					100.0	"3580"	2	3.0
3580.0			5	1	3	5		" "				" "										"3580"	2	3.0
3580.0			5	1	4	9		" "				" "										"3580"	2	3.0
3580.0			5	1	5	7		" "				" "										"3580"	2	3.0
3581.0	15	35	1	1	1	1		" "			12	" "	1	6	7.5	2					25000.0	"3581"	2	3.0
3581.0			1	1	1	2		" "			69	" "	2	1	1.0	4						"3581"	2	3.0
3581.0			1	1	2	1		" "			69	" "	3	7	1.0	3					300.0	"3581"	2	3.0
3581.0			1	1	3	5		" "				" "										"3581"	2	3.0
3582.0	14	6	1	1	1	1		" "			65	" "	1	2	3.0	3					2000.0	"3582"	2	3.0
3582.0			1	1	1	1		" "			1	" "	2	4	5.0	1	200	0	2		3000.0	"3582"	2	3.0
3582.0			1	1	1	1		" "			70	" "	3	7	2.0	3					0.0	"3582"	2	3.0
3582.0			1	1	2	2		" "			70	" "	4	7	1.0	4						"3582"	2	3.0
3582.0			1	1	4	5		" "				" "										"3582"	2	3.0
3582.0			1	1	5	5		" "				" "										"3582"	2	3.0
3583.0	10	27	1	1	1	1		" "			64	" "	1	7	6.0	3					5000.0	"3583"	2	3.0
3583.0			1	1	1	1		" "			70	" "	2	7	2.0	3					500.0	"3583"	2	3.0
3583.0			1	1	2	2		" "			70	" "	3	7	1.0	4						"3583"	2	3.0
3583.0			1	1	3	5		" "				" "										"3583"	2	3.0
3584.0	8	58	1	1	1	1		" "			39	" "	1	5	4.0	3					5000.0	"3584"	2	3.0
3584.0			1	1	1	1		" "			70	" "	2	7	0.5	3					3000.0	"3584"	2	3.0
3584.0			1	1	2	1		" "			13	" "	3	6	4.0	3					3000.0	"3584"	2	3.0
3584.0			1	1	2	1		" "			69	" "	4	7	0.25	3					50.0	"3584"	2	3.0
3584.0			1	1	2	2		" "			70	" "	5	7	1.0	4						"3584"	2	3.0
3584.0			1	1	3	5		" "				" "										"3584"	2	3.0
3584.0			1	1	4	5		" "				" "										"3584"	2	3.0
3585.0	13	34	1	1	1	1		" "			65	" "	1	3	5.0	3					3000.0	"3585"	2	3.0
3585.0			1	1	1	1		" "			1	" "	2	2	6.0	1	200	0	2		3000.0	"3585"	2	3.0
3585.0			1	1	2	1		" "			70	" "	3	7	1.0	3					0.0	"3585"	2	3.0
3585.0			1	1	2	1		" "			69	" "	4	7	0.25	3					100.0	"3585"	2	3.0
3585.0			1	1	3	2		" "			65	" "	5	4	5.0	4						"3585"	2	3.0
3586.0	10	48	1	1	1	1		" "			33	" "	1	7	7.0	3					9000.0	"3586"	2	3.0
3586.0			1	1	1	1		" "			65	" "	2	2	2.0	3					2000.0	"3586"	2	3.0
3586.0			1	1	1	1		" "			70	" "	3	3	1.0	3					5000.0	"3586"	2	3.0
3586.0			1	1	2	1		" "			69	" "	4	7	0.5	3					200.0	"3586"	2	3.0
3586.0			1	1	3	1		" "			13	" "	5	7	10.0	2					10400.0	"3586"	2	3.0
3586.0			1	1	4	2		" "			69	" "	6	7	0.25	4						"3586"	2	3.0
3586.0			1	1	4	2		" "			70	" "	7	7	1.0	4						"3586"	2	3.0
3586.0			1	1	5	5		" "				" "										"3586"	2	3.0
3586.0			1	1	6	5		" "				" "										"3586"	2	3.0
3587.0	9	17	1	1	1	1		" "			1	" "	1	4	5.0	1	250	0	2		2500.0	"3587"	2	3.0
3587.0			1	1	1	1		" "			64	" "	2	2	5.0	3					3000.0	"3587"	2	3.0
3587.0			1	1	1	1		" "			70	" "	3	7	1.0	3					2000.0	"3587"	2	3.0
3587.0			1	1	2	2		" "			70	" "	4	7	2.0	4						"3587"	2	3.0
3587.0			1	1	2	1		" "			69	" "	5	7	1.0	3					100.0	"3587"	2	3.0
3587.0			1	1	4	5		" "				" "										"3587"	2	3.0
3588.1	9	30	1	1	1	1		" "			64	" "	1	7	4.0	3					6500.0	"3588.1"	2	3.0
3588.1			1	1	1	1		" "			70	" "	2	7	1.0	3					500.0	"3588.1"	2	3.0
3588.1			1	1	2	1		" "			69	" "	3	7	0.5	3					120.0	"3588.1"	2	3.0
3588.1			1	1	2	2		" "			70	" "	4	7	1.0	4						"3588.1"	2	3.0
3588.1			1	1	3	5		" "				" "										"3588.1"	2	3.0
3588.1			1	1	4	5		" "				" "										"3588.1"	2	3.0
3588.2	9	27	6	1	5	8		" "				" "										"3588.2"	2	3.0
3588.2			6	1	6	3	6	" "	2		64	" "	1	0	0.0	3					4000.0	"3588.2"	2	3.0
3590.0	12	31	1	1	1	1		" "			65	" "	1	3	3.0	3					6000.0	"3590"	2	3.0
3590.0			1	1	2	1		" "			69	" "	2	3	0.5	3					200.0	"3590"	2	3.0
3590.0			1	1	3	5		" "				" "										"3590"	2	3.0
3590.0			1	1	4	1		" "			72	"GHORAR GARI"	3	7	6.0	3					12000.0	"3590"	2	3.0
3590.0			1	1	4	2		" "			70	" "	4	2	1.0	4						"3590"	2	3.0
3590.0			1	1	6	5		" "				" "										"3590"	2	3.0
3590.0			1	1	7	1		" "			70	" "	5	7	1.0	3					5333.0	"3590"	2	3.0
3591.0	15	12	2	1	2	1		" "			22	" "	1	7	10.0	3					10000.0	"3591"	2	3.0
3591.0			2	1	4	1		" "			69	" "	2	7	0.5	3					100.0	"3591"	2	3.0
3591.0			2	1	4	1		" "			66	" "	3	1	0.25	3					200.0	"3591"	2	3.0
3592.0	13	54	1	1	1	1		" "			22	" "	1	7	8.0	3					12000.0	"3592"	2	3.0
3592.0			1	1	2	1		" "			66	" "	2	3	0.5	3					100.0	"3592"	2	3.0
3592.0			1	1	3	3	4	" "	9		68	" "	3	1	0.5	3					500.0	"3592"	2	3.0
3592.0			1	1	4	5		" "				" "										"3592"	2	3.0
3593.0	14	5	4	1	1	2		" "			70	" "	3	7	1.0	4						"3593"	2	3.0
3593.0			4	1	1	1		" "			69	" "	4	7	1.0	3					300.0	"3593"	2	3.0
3593.0			4	1	2	1		" "			1	" "	5	4	6.0	1	250	0	2		3000.0	"3593"	2	3.0
3593.0			4	1	2	2		" "			70	" "	6	7	1.0	4						"3593"	2	3.0
3593.0			4	1	3	1		" "			37	" "	7	5	6.0	1	250	0	2		5000.0	"3593"	2	3.0
3593.0			4	1	3	2		" "			70	" "	8	1	1.0	4						"3593"	2	3.0
3593.0			4	1	4	1		" "			1	" "	1	5	6.0	1	250	0	2		3000.0	"3593"	2	3.0
3593.0			4	1	4	1		" "			70	" "	2	7	2.0	3					2000.0	"3593"	2	3.0
3593.0			4	1	5	2		" "			69	" "	9	7	0.5	4						"3593"	2	3.0
3594.0	12	48	1	1	1	1		" "			64	" "	1	7	5.0	3					5000.0	"3594"	2	3.0
3594.0			1	1	1	1		" "			70	" "	2	7	1.0	3					0.0	"3594"	2	3.0
3594.0			1	1	2	2		" "			70	" "	3	7	0.5	4						"3594"	2	3.0
3594.0			1	1	2	1		" "			69	" "	4	7	0.25	3					70.0	"3594"	2	3.0
3594.0			1	1	4	5		" "				" "										"3594"	2	3.0
3594.0			1	1	5	5		" "				" "										"3594"	2	3.0
3595.0	10	5	1	1	1	1		" "			64	" "	1	5	4.0	3					5000.0	"3595"	2	3.0
3595.0			1	1	1	1		" "			70	" "	2	7	1.0	3					300.0	"3595"	2	3.0
3595.0			1	1	1	1		" "			1	" "	3	2	5.0	1	300	0	2		2400.0	"3595"	2	3.0
3595.0			1	1	2	1		" "			69	" "	4	7	0.25	3					40.0	"3595"	2	3.0
3595.0			1	1	2	2		" "			70	" "	5	7	0.5	4						"3595"	2	3.0
3595.0			1	1	3	5		" "				" "										"3595"	2	3.0
3595.0			1	1	4	5		" "				" "										"3595"	2	3.0
3596.0	10	21	2	1	1	1		" "			65	" "	1	1	2.0	3					3000.0	"3596"	2	3.0
3596.0			2	1	1	1		" "			1	" "	2	7	6.0	1	200	0	2		4000.0	"3596"	2	3.0
3596.0			2	1	1	2		" "			70	" "	3	7	0.5	4						"3596"	2	3.0
3596.0			2	1	2	1		" "			70	" "	4	7	1.5	3					200.0	"3596"	2	3.0
3596.0			2	1	2	1		" "			69	" "	5	7	0.25	3					100.0	"3596"	2	3.0
3596.0			2	1	4	5		" "				" "										"3596"	2	3.0
3596.0			2	1	5	5		" "				" "										"3596"	2	3.0
3596.0			2	1	6	5		" "				" "										"3596"	2	3.0
3597.0	9	52	1	1	1	1		" "			70	" "	1	7	1.0	3					0.0	"3597"	2	3.0
3597.0			1	1	2	1		" "			69	" "	2	7	0.25	3					40.0	"3597"	2	3.0
3597.0			1	1	2	2		" "			70	" "	3	7	0.5	4						"3597"	2	3.0
3597.0			1	1	4	5		" "				" "										"3597"	2	3.0
3598.0	10	5	1	1	1	1		" "			64	" "	1	7	4.0	3					5000.0	"3598"	2	3.0
3598.0			1	1	2	1		" "			69	" "	2	7	1.0	3					200.0	"3598"	2	3.0
3599.0	12	12	1	1	1	1		" "			70	" "	1	7	2.0	3					400.0	"3599"	2	3.0
3599.0			1	1	1	1		" "			69	" "	2	7	0.25	3					0.0	"3599"	2	3.0
3600.0	15	4	1	1	1	1		" "			43	" "	1	3	8.0	3					30000.0	"3600"	2	3.0
3600.0			1	1	1	1		" "			68	" "	2	4	3.0	3					5000.0	"3600"	2	3.0
3600.0			1	1	1	1		" "			70	" "	3	7	2.0	3					70000.0	"3600"	2	3.0
3600.0			1	1	2	2		" "			70	" "	4	7	2.0	4						"3600"	2	3.0
3600.0			1	1	2	1		" "			69	" "	5	7	1.0	3					100.0	"3600"	2	3.0
3600.0			1	1	3	5		" "				" "										"3600"	2	3.0
3600.0			1	1	4	5		" "				" "										"3600"	2	3.0
3601.0	15	20	1	1	1	1		" "			1	" "	1	6	6.0	1	200	0	2		3000.0	"3601"	3	3.0
3601.0			1	1	1	2		" "			69	" "	2	7	1.0	4						"3601"	3	3.0
3601.0			1	1	2	1		" "			69	" "	3	7	1.0	3					400.0	"3601"	3	3.0
3601.0			1	1	2	1		" "			13	" "	4	7	8.0	2					3300.0	"3601"	3	3.0
3601.0			1	1	3	1		" "			51	" "	5	7	12.0	3					17000.0	"3601"	3	3.0
3601.0			1	1	4	1		" "			24	" "	6	7	8.0	3					7000.0	"3601"	3	3.0
3601.0			1	1	4	2		" "			69	" "	7	7	1.0	4						"3601"	3	3.0
3601.0			1	1	5	2		" "			69	" "	8	7	1.0	4						"3601"	3	3.0
3601.0			1	1	6	5		" "				" "										"3601"	3	3.0
3602.0	9	22	1	1	1	1		" "			13	" "	1	6	12.0	2					10500.0	"3602"	3	3.0
3602.0			1	1	2	8		" "				" "										"3602"	3	3.0
3602.0			1	1	3	8		" "				" "										"3602"	3	3.0
3603.0	12	20	1	1	1	1		" "			13	" "	1	7	8.0	2					2700.0	"3603"	3	3.0
3603.0			1	1	1	1		" "			69	" "	2	7	1.0	3					300.0	"3603"	3	3.0
3603.0			1	1	2	1		" "			13	" "	3	7	8.0	2					7500.0	"3603"	3	3.0
3603.0			1	1	2	2		" "			50	" "	4	2	2.0	4						"3603"	3	3.0
3603.0			1	1	3	1		" "			50	" "	5	7	12.0	3					8000.0	"3603"	3	3.0
3603.0			1	1	3	2		" "			69	" "	6	7	1.0	4						"3603"	3	3.0
3604.0	9	55	1	1	1	7		" "				" "										"3604"	3	3.0
3604.0			1	1	2	8		" "				" "										"3604"	3	3.0
3604.0			1	1	4	5		" "				" "										"3604"	3	3.0
3604.0			1	1	5	5		" "				" "										"3604"	3	3.0
3604.0			1	1	6	5		" "				" "										"3604"	3	3.0
3606.0	10	16	1	1	1	8		" "				" "										"3606"	3	3.0
3606.0			1	1	2	1		" "			69	" "	1	7	1.0	3					300.0	"3606"	3	3.0
3606.0			1	1	5	4		" "		5		" "										"3606"	3	3.0
3606.0			1	1	8	5		" "				" "										"3606"	3	3.0
3606.0			1	1	9	2		" "			69	" "	2	7	1.0	4						"3606"	3	3.0
3608.0	9	16	1	1	1	1		" "			64	" "	1	4	2.0	3					1200.0	"3608"	3	3.0
3608.0			1	1	2	1		" "			69	" "	2	7	1.0	3					400.0	"3608"	3	3.0
3608.0			1	1	3	1		" "			52	" "	3	0	1.0	3					40000.0	"3608"	3	3.0
3608.0			1	1	3	1		" "			70	" "	4	7	1.0	3					0.0	"3608"	3	3.0
3608.0			1	1	4	2		" "			69	" "	5	7	1.0	4						"3608"	3	3.0
3608.0			1	1	4	2		" "			70	" "	6	7	1.0	4						"3608"	3	3.0
3609.1	9	14	1	1	1	1		" "			51	" "	1	6	8.0	3					2000.0	"3609.1"	3	3.0
3609.1			1	1	2	1		" "			24	" "	2	4	3.0	3					1000.0	"3609.1"	3	3.0
3609.1			1	1	3	5		" "				" "										"3609.1"	3	3.0
3609.2	9	1	6	1	4	1		" "			69	" "	1	7	1.0	3					600.0	"3609.2"	3	3.0
3609.2			6	1	6	2		" "			69	" "	2	2	1.0	4						"3609.2"	3	3.0
3609.2			6	1	8	2		" "			69	" "	3	2	1.0	4						"3609.2"	3	3.0
3610.0	9	38	1	1	1	1		" "			50	" "	1	7	10.0	3					8000.0	"3610"	3	3.0
3610.0			1	1	2	1		" "			69	" "	2	7	1.0	3					0.0	"3610"	3	3.0
3610.0			1	1	3	2		" "			50	" "	3	2	2.0	4						"3610"	3	3.0
3610.0			1	1	3	2		" "			69	" "	4	2	1.0	4						"3610"	3	3.0
3611.0	15	0	1	1	1	1		" "			11	"TAT SROMIK"	1	6	8.0	1	300	0	2		8000.0	"3611"	3	3.0
3611.0			1	1	2	1		" "			15	" "	2	7	3.0	2					1500.0	"3611"	3	3.0
3611.0			1	1	2	1		" "			69	" "	3	6	1.0	3					0.0	"3611"	3	3.0
3611.0			1	1	3	2		" "			69	" "	4	2	1.0	4						"3611"	3	3.0
3611.0			1	1	4	2		" "			69	" "	5	3	1.0	4						"3611"	3	3.0
3612.0	9	55	1	1	1	1		" "			8	" "	1	6	8.0	2					8000.0	"3612"	3	3.0
3612.0			1	1	2	1		" "			15	" "	2	7	2.0	3					1000.0	"3612"	3	3.0
3612.0			1	1	3	5		" "				" "										"3612"	3	3.0
3613.1	9	3	1	1	1	1		" "			22	" "	1	7	10.0	3					10000.0	"3613.1"	3	3.0
3613.1			1	1	2	8		" "				" "										"3613.1"	3	3.0
3613.1			1	1	3	5		" "				" "										"3613.1"	3	3.0
3613.1			1	1	5	1		" "			8	" "	2	6	10.0	2					8000.0	"3613.1"	3	3.0
3613.1			1	1	6	5		" "				" "										"3613.1"	3	3.0
3613.2	11	26	6	1	5	8		" "				" "										"3613.2"	3	3.0
3613.2			6	1	6	1		" "			8	" "	1	6	8.0	2					9000.0	"3613.2"	3	3.0
3613.2			6	1	8	8		" "				" "										"3613.2"	3	3.0
3614.0	11	19	1	1	1	1		" "			65	" "	1	7	4.0	3					2000.0	"3614"	3	3.0
3614.0			1	1	2	1		" "			8	" "	2	7	8.0	2					3000.0	"3614"	3	3.0
3614.0			1	1	2	1		" "			69	" "	3	7	1.0	3					150.0	"3614"	3	3.0
3614.0			1	1	3	1		" "			24	" "	4	7	6.0	3					2000.0	"3614"	3	3.0
3614.0			1	1	3	2		" "			69	" "	5	7	1.0	4						"3614"	3	3.0
3614.0			1	1	4	1		" "			8	" "	6	6	8.0	2					5000.0	"3614"	3	3.0
3615.0	9	34	1	1	1	7		" "				" "										"3615"	3	3.0
3615.0			1	1	2	8		" "				" "										"3615"	3	3.0
3615.0			1	1	3	1		" "			13	" "	1	7	8.0	2					10000.0	"3615"	3	3.0
3615.0			1	1	4	1		" "			13	" "	2	6	8.0	2					16000.0	"3615"	3	3.0
3615.0			1	1	5	5		" "				" "										"3615"	3	3.0
3615.0			1	1	6	5		" "				" "										"3615"	3	3.0
3616.0	9	36	3	1	1	1		" "			69	" "	1	7	1.0	3					150.0	"3616"	3	3.0
3616.0			3	1	1	1		" "			15	" "	2	7	4.0	2					2000.0	"3616"	3	3.0
3616.0			3	1	3	1		" "			50	" "	3	7	7.0	3					10000.0	"3616"	3	3.0
3616.0			3	1	4	1		" "			21	"MURGI FARM"	4	6	6.0	2					8000.0	"3616"	3	3.0
3616.0			3	1	5	5		" "				" "										"3616"	3	3.0
3616.0			3	1	6	2		" "			69	" "	5	7	1.0	4						"3616"	3	3.0
3617.0	9	29	1	1	1	1		" "			47	" "	1	7	7.0	3					5000.0	"3617"	3	3.0
3618.0	9	13	2	1	1	1		" "			69	" "	1	7	1.0	3					0.0	"3618"	3	3.0
3618.0			2	1	1	2		" "			11	"SUTAR KAJ"	2	2	1.0	4						"3618"	3	3.0
3618.0			2	1	2	1		" "			22	" "	3	7	7.0	3					7000.0	"3618"	3	3.0
3618.0			2	1	4	1		" "			8	" "	4	6	9.0	2					6000.0	"3618"	3	3.0
3618.0			2	1	5	1		" "			11	"SUTAR KAJ"	5	5	6.0	3					2500.0	"3618"	3	3.0
3618.0			2	1	5	2		" "			69	" "	6	4	1.0	4						"3618"	3	3.0
3619.0	9	23	1	1	1	1		" "			51	" "	1	7	7.0	3					18000.0	"3619"	3	3.0
3619.0			1	1	2	8		" "				" "										"3619"	3	3.0
3619.0			1	1	3	5		" "				" "										"3619"	3	3.0
3619.0			1	1	4	5		" "				" "										"3619"	3	3.0
3619.0			1	1	5	5		" "				" "										"3619"	3	3.0
3620.1	14	15	1	1	1	1		" "			8	" "	1	4	10.0	2					8000.0	"3620.1"	3	3.0
3620.1			1	1	2	1		" "			11	"SUTA BONA"	2	6	5.0	1	100	0	2		2000.0	"3620.1"	3	3.0
3620.1			1	1	6	6		" "				" "										"3620.1"	3	3.0
3620.2	9	17	3	1	3	1		" "			11	"SUTA BONA"	1	6	5.0	3					2000.0	"3620.2"	3	3.0
3621.0	8	58	1	1	1	7		" "				" "										"3621"	3	3.0
3621.0			1	1	2	2		" "			70	" "	1	5	1.0	4						"3621"	3	3.0
3621.0			1	1	3	1		" "			22	" "	2	7	9.0	3					9000.0	"3621"	3	3.0
3621.0			1	1	4	1		" "			70	" "	3	7	1.0	3					0.0	"3621"	3	3.0
3621.0			1	1	4	1		" "			24	" "	4	7	6.0	3					3000.0	"3621"	3	3.0
3622.0	14	26	1	1	1	1		" "			23	" "	1	7	12.0	3					20000.0	"3622"	3	3.0
3622.0			1	1	2	1		" "			24	" "	2	7	3.0	3					2000.0	"3622"	3	3.0
3622.0			1	1	3	2		" "			24	" "	3	2	1.0	4						"3622"	3	3.0
3622.0			1	1	4	2		" "			24	" "	4	2	1.0	4						"3622"	3	3.0
3622.0			1	1	5	5		" "				" "										"3622"	3	3.0
3623.1	10	57	1	1	1	1		" "			24	" "	1	7	8.0	3					3000.0	"3623.1"	3	3.0
3623.1			1	1	2	8		" "				" "										"3623.1"	3	3.0
