a01	stime_h_n	stime_m_n	res_id_n	consent_n	n01	bid	n02	n03a	n03b	n03c	n04a	n04b	n04c	n05	n06a	n06b	n07	n08a	n08b	n08c	n09a	n09b	n09c	n10a	n10b	n10c	n11a	n11b	n11c	n12a	n12b	n12c	n13	n14	n15	n16	n17a	n17b	n18	n19	n20a	n20b	n21	n22a	n22b	etime_h_n	etime_m_n	bid_2	n02_2	hhid2	hh_type	round
5299.0	10	49	4	1	1	1	30	4			4			48000	5	6	1							4			4			4			2	12	100.0	100.0	1		3	2	2		0	1		11	0	1	30	"5299"	3	3.0
5300.1	11	12	2	1	2																																									11	13			"5300.1"	3	3.0
5300.2	11	15	6	1	2																																									11	16			"5300.2"	3	3.0
5300.3	15	42	8	1	2																																									15	43			"5300.3"	3	3.0
5301.0	14	10	1	1	1	1	5	1			1			30000	10	6	1							1			1			1			3	5	100.0	100.0	1		2	3	2		1	1		14	15	1	5	"5301"	3	3.0
5303.0	12	21	1	1	2																																									12	22			"5303"	3	3.0
5304.0	15	50	2	1	2																																									15	50			"5304"	3	3.0
5305.0	10	38	1	1	2																																									10	38			"5305"	3	3.0
5306.0	14	45	1	1	2																																									14	45			"5306"	3	3.0
5307.0	13	20	2	1	2																																									0				"5307"	3	3.0
5308.0	14	45	2	1	2																																									14	46			"5308"	3	3.0
5309.0	14	55	1	1	1	1	5	1			1			10000	15	2	1							1			1			1			3	5	100.0	100.0	1		2	3	2	3	0	1		15	2	1	5	"5309"	3	3.0
5310.0	14	25	1	1	2																																									14	25			"5310"	3	3.0
5311.0	14	28	1	1	2																																									14	28			"5311"	3	3.0
5312.1	11	30	2	1	2																																									11	31			"5312.1"	3	3.0
5312.2	14	19	4	1	2																																									0				"5312.2"	3	3.0
5313.0	13	11	2	1	2																																									0				"5313"	3	3.0
5314.0	12	20	1	1	2																																									12	20			"5314"	3	3.0
5315.0	16	47	3	1	2																																									16	47			"5315"	3	3.0
5316.0	13	1	1	1	1	1	29	1			1			100000	18	3	1							1			1			1			2	10	100.0	100.0	1		3	2	2		0	1		13	2	1	29	"5316"	3	3.0
5317.0	14	20	1	1	1	1	5	1			1			96000	12	5	1							1			1			1			3	8	100.0	100.0	1	3	2	1	2	3	0	1		14	30	1	5	"5317"	3	3.0
5318.0	12	25	1	1	1	1	30	1			1			100000	15	3	1							1			1			1			3	12	100.0	100.0	1		4	2	8	3	0	1		12	29	1	30	"5318"	3	3.0
5319.0	14	52	1	1	2																																									14	53			"5319"	3	3.0
5320.0	12	59	1	1	2																																									13	2			"5320"	3	3.0
5321.0	15	30	1	1	1	1	29	1			1			42000	10	5	1							1			1			1			2	12	100.0	100.0	1	3	3	2	2	3	0	1		15	40	1	29	"5321"	3	3.0
5323.0	14	40	1	1	2																																									0				"5323"	3	3.0
5324.0	12	53	1	1	1	1	5	1			1			20000	3	0	1							1			1			1			2	4	100.0	100.0	1		2	2	2		0	1		13	0	1	5	"5324"	3	3.0
5325.0	15	20	2	1	2																																									0				"5325"	3	3.0
5326.0	15	20	1	1	2																																									0				"5326"	3	3.0
5327.0	14	2	1	1	2																																									0				"5327"	3	3.0
5328.0	15	55	1	1	1	1	5	1			1			60000	16	6	1							1			1			1			2	12	100.0	100.0	1		1	2	2		0	1		16	0	1	5	"5328"	3	3.0
5329.0	13	51	1	1	2																																									0				"5329"	3	3.0
5330.0	14	30	1	1	2																																									0				"5330"	3	3.0
5331.0	17	8	1	1	2																																									0				"5331"	3	3.0
5333.0	15	47	1	1	1	1	4	1	2		1			35000	0	5	1							1			1	2		1			2	2	100.0	100.0	1	2	1	2	11	2	0	1		15	54	1	4	"5333"	3	3.0
5334.0	14	49	1	1	2																																									0				"5334"	3	3.0
5335.0	12	55	1	1	2																																									0				"5335"	3	3.0
5336.0	13	43	1	1	1	1	5	1			1			30000	20	6	1							1			1			1			2	8	100.0	100.0	1		2	2	2	3	0	1		13	48	1	5	"5336"	3	3.0
5337.0	14	50	1	1	2																																									0				"5337"	3	3.0
5338.0	12	20	2	1	2																																									0				"5338"	3	3.0
5339.0	12	5	2	1	2																																									0				"5339"	3	3.0
5341.0	11	40	1	1	2																																									11	41			"5341"	3	3.0
5342.0	9	42	1	1	1	1	29	1			1			60000	30	2	1							1			1			1			2	12	100.0	100.0	1		3	2	8	3	0	1		10	15	1	29	"5342"	3	3.0
5343.0	13	54	1	1	2																																									13	55			"5343"	3	3.0
5344.0	13	55	1	1	2																																									13	55			"5344"	3	3.0
5345.0	15	43	3	1	1	1	29	1			1			72000	10	8	1							1			1			1			2	12	100.0	100.0	1	3	2	2	2		0	1		15	50	1	29	"5345"	3	3.0
5346.0	14	9	1	1	2																																									14	10			"5346"	3	3.0
5347.0	16	4	2	1	2																																									16	5			"5347"	3	3.0
5348.0	13	23	1	1	2																																									13	23			"5348"	3	3.0
5349.0	14	20	1	1	2																																									14	20			"5349"	3	3.0
5350.0	15	35	2	1	2																																									15	36			"5350"	3	3.0
5351.0	13	7	1	1	2																																									13	7			"5351"	3	3.0
5352.0	11	42	1	1	1	1	8	1			1			96000	8	3	1							1			1			1			2	12	100.0	100.0	1		2	2	2		0	1		11	50	1	8	"5352"	3	3.0
5353.0	15	52	1	1	2																																									15	52			"5353"	3	3.0
5354.0	11	50	2	1	2																																									11	51			"5354"	3	3.0
5355.0	13	18	1	1	2																																									13	19			"5355"	3	3.0
5356.0	13	29	1	1	2																																									13	30			"5356"	3	3.0
5357.0	15	20	1	1	1	1	5	1			1			150000	20	6	1							1			1			1			3	5	100.0	100.0	1		2	2	2	3	1	1		15	30	1	5	"5357"	3	3.0
5358.0	11	18	4	1	2																																									11	20			"5358"	3	3.0
5359.0	13	55	1	1	2																																									13	56			"5359"	3	3.0
5360.1	13	31	2	1	2																																									13	32			"5360.1"	3	3.0
5360.2	14	0	6	1	2																																									14	0			"5360.2"	3	3.0
5361.0	12	46	3	1	2																																									0				"5361"	3	3.0
5362.0	15	18	1	1	2																																									0				"5362"	3	3.0
5364.0	15	40	1	1	2																																									0				"5364"	3	3.0
5366.0	14	5	1	1	1	1	28	1			1			120000	10	5	1							1			1			1			3	12	100.0	100.0	1	3	4	2	8	3	0	1		14	10	1	28	"5366"	3	3.0
5367.0	11	50	1	1	2																																									0				"5367"	3	3.0
5368.0	11	33	1	1	2																																									0				"5368"	3	3.0
5369.1	12	42	1	1	2																																									0				"5369.1"	3	3.0
5369.2	10	46	3	1	2																																									0				"5369.2"	3	3.0
5370.0	14	21	1	1	1	1	28	1			1			20000	5	3	1							1			1			1			2	12	100.0	100.0	1		3	2	2		0	1		14	30	1	28	"5370"	3	3.0
5371.0	14	10	1	1	1	1	28	1			1			300000	9	2	1							1			1			1			2	12	100.0	100.0	1		3	2	6		0	1		14	15	1	28	"5371"	3	3.0
5372.0	14	0	1	1	1	1	30	1			1			108000	30	2	1							1			1			1			2	12	100.0	100.0	1		3	2	2		0	1		14	5	1	30	"5372"	3	3.0
5373.1	15	0	1	1	2																																									0				"5373.1"	3	3.0
5374.0	13	26	1	1	2																																									0				"5374"	3	3.0
5375.0	10	18	4	1	2																																									0				"5375"	3	3.0
5376.0	12	50	1	1	1	1	29	5			5			6000	1	2	1							5			5	1		5			1	12	100.0	100.0	1	3	1	2	2	8	0	1		13	0	1	29	"5376"	3	3.0
5377.0	14	40	1	1	2																																									0				"5377"	3	3.0
5378.0	11	30	1	1	1	1	29	1			1			96000	2	6	1							1			1			1			2	12	100.0	100.0	1		2	1	1	3	0	1		11	35	1	29	"5378"	3	3.0
5379.0	14	45	1	1	1	1	29	1			1			180000	20	3	1							1			1			1			2	12	100.0	100.0	1	2	3	1	5	2	3	1		14	52	1	29	"5379"	3	3.0
5379.0			1	1	1	2	31	1			1			120000	6	5	1							1			1			1			3	12	100.0	100.0	1	2	3	1	5	2	4	1				2	31	"5379"	3	3.0
5379.0			1	1	1	3	29	1			1			120000	5	2	1							1			1			1			2	12	100.0	100.0	1	2	3	1	5	2	0	1				3	29	"5379"	3	3.0
5380.0	12	56	2	1	2																																									0				"5380"	3	3.0
5381.0	15	45	1	1	2																																									15	45			"5381"	3	3.0
5382.0	15	20	1	1	1	1	29	1			1			36000	10	5	1							1			1			1			2	12	100.0	100.0	1	3	2	2	2	3	0	1		15	25	29	1	"5382"	3	3.0
5383.0	15	20	1	1	1	1	30	1			1			180000	10	3	1							1			1			1			3	12	100.0	100.0	1	3	3	2	2	3	0	1		15	30	1	30	"5383"	3	3.0
5384.0	14	35	1	1	2																																									14	35			"5384"	3	3.0
5385.0	16	21	1	1	1	1	5	1			1			4000	14	0	1							1			1	3		1			2	4	100.0	100.0	2		2	2	2		0	1		16	26	1	5	"5385"	3	3.0
5386.0	14	46	1	1	2																																									0				"5386"	3	3.0
5387.0	11	48	1	1	2																																									11	48			"5387"	3	3.0
5388.0	10	58	4	1	2																																									0				"5388"	3	3.0
5389.0	15	0	1	1	2																																									0				"5389"	3	3.0
5390.0	15	12	1	1	1	1	28	1			1			72000	17	1	1							1			1			1			3	12	100.0	100.0	1	2	4	2	2		0	5		15	18	1	28	"5390"	3	3.0
5391.0	14	20	1	1	1	1	5	1			1			36000	10	5	1							1			1			1			3	5	100.0	100.0	1		2	2	2		0	1		14	25	1	5	"5391"	3	3.0
5392.0	16	35	1	1	1	1	29	1			1			144000	25	6	1							1			1			1			1	12	100.0	100.0	1		3	2	2	3	0	1		16	40	1	29	"5392"	3	3.0
5393.0	10	43	1	1	1	1	29	1			1			24000	10	6	1							1			1			1			2	12	100.0	100.0	1		2	2	2	8	0	1		10	50	1	29	"5393"	3	3.0
5394.1	16	20	1	1	1	1	28	1			1			180000	30	2	1							1			1			1			2	12	100.0	100.0	1	3	2	2	2		0	1		16	30	1	28	"5394.1"	3	3.0
5394.2	10	1	4	1	1	1	29	4			4			180000	3	2	1							4			4			4			2	12	100.0	100.0	1	3	2	2	2	8	4	1		10	10	1	29	"5394.2"	3	3.0
5395.0	12	10	1	1	1	1	29	1			1			48000	2	6	1							1			1			1			1	12	100.0	100.0	1		1	2	2		0	1		12	15	1	29	"5395"	3	3.0
5396.0	16	50	1	1	2																																									16	50			"5396"	3	3.0
5398.0	14	20	1	1	2																																									14	21			"5398"	3	3.0
5399.0	18	1	1	1	1	1	5	1			1			20000	18	6	1							1			3			1			2	4	100.0	100.0	1	2	2	2	2		0	1		18	6	1	5	"5399"	3	3.0
5400.0	11	55	1	1	2																																									11	55			"5400"	3	3.0
5401.0	13	50	1	1	2																																									13	50			"5401"	3	3.0
5402.0	13	55	1	1	2																																									13	56			"5402"	3	3.0
5403.0	13	17	1	1	2																																									13	18			"5403"	3	3.0
5405.0	13	20	1	1	2																																									13	21			"5405"	3	3.0
5406.0	14	40	1	1	2																																									14	41			"5406"	3	3.0
5407.0	12	35	4	1	2																																									12	36			"5407"	3	3.0
5408.0	12	43	2	1	2																																									12	45			"5408"	3	3.0
5409.0	13	30	1	1	2																																									13	30			"5409"	3	3.0
5410.0	14	5	1	1	1	1	29	1			1			96000	20	5	1							1			1			1			2	12	100.0	100.0	1		4	1	1		0	1		14	15	1	29	"5410"	3	3.0
5411.0	11	40	2	1	2																																									11	41			"5411"	3	3.0
5412.0	11	10	1	1	2																																									11	12			"5412"	3	3.0
5413.0	12	35	1	1	1	1	29	1			1			24000	10	5	1							1			1			1			2	12	100.0	100.0	1		3	2	2	3	0	1		12	45	1	29	"5413"	3	3.0
5414.0	10	55	1	1	2																																									10	56			"5414"	3	3.0
5415.0	13	10	1	1	1	1	29	3			3			120000	1	2	1							3			3			3			2	12	100.0	100.0	1		4	2	2	3	0	1		13	20	1	29	"5415"	3	3.0
5416.0	12	45	1	1	2																																									12	46			"5416"	3	3.0
5417.0	16	59	2	1	2																																									16	59			"5417"	3	3.0
5419.0	15	25	1	1	2																																									15	25			"5419"	3	3.0
5420.0	14	6	2	1	2																																									14	7			"5420"	3	3.0
5421.0	14	53	1	1	1	1	8	1			1			24000	2	3	1							1			1			1			1	12	100.0	100.0	1		1	2	1	8	0	1		12	59	1	8	"5421"	3	3.0
5422.0	15	20	1	1	1	1	30	1			1			32000	8	2	1							1			1			1			2	6	100.0	100.0	1		2	3	2		0	1		15	35	1	30	"5422"	3	3.0
5423.0	11	59	1	1	2																																									12	0			"5423"	3	3.0
5424.0	13	57	1	1	2																																									13	58			"5424"	3	3.0
5425.0	11	25	1	1	2																																									11	26			"5425"	3	3.0
5426.0	16	35	1	1	2																																									16	36			"5426"	3	3.0
5427.0	13	50	1	1	1	1	30	1			1			21000	10	2	1							1			1			1			2	4	100.0	100.0	1		1	2	2		0	1		14	2	1	30	"5427"	3	3.0
5427.0			1	1	1	2	29	1			1			60000	3	2	1							1			1			1			2	12	100.0	100.0	1		2	2	2	6	0	1				2	29	"5427"	3	3.0
5428.0	15	54	1	1	2																																									15	54			"5428"	3	3.0
5429.0	12	55	1	1	1	1	5	1			1			60000	10	2	1							1			1			1			2	4	100.0	100.0	1		1	2	2		0	1		13	0	1	5	"5429"	3	3.0
5430.0	14	40	1	1	1	1	8	4			4			120000	1	2	1							4			1	4		4			2	12	100.0	100.0	1		2	2	1		0	1		14	50	1	8	"5430"	3	3.0
5431.11	12	35	1	1	2																																									12	37			"5431.1.1"	3	3.0
5431.12	10	45	9	1	2																																									10	47			"5431.1.2"	3	3.0
5431.2	16	22	3	1	2																																									16	23			"5431.2"	3	3.0
5431.3	12	4	7	1	2																																									12	5			"5431.3"	3	3.0
5432.0	11	32	1	1	2																																									11	33			"5432"	3	3.0
5433.0	13	20	1	1	2																																									13	21			"5433"	3	3.0
5434.1	12	2	1	1	2																																									12	2			"5434.1"	3	3.0
5434.2	10	40	6	1	1	1	29	6			6			18000	8	5	1							6			6			6			3	12	100.0	100.0	1		3	2	2		0	1		10	50	1	29	"5434.2"	3	3.0
5435.0	14	0	1	1	2																																									14	0			"5435"	3	3.0
5436.1	12	45	1	1	1	1	30	7			7			360000	2	3	1							7			7			7			3	8	100.0	100.0	1	3	2	2	4		2	1		12	50	1	30	"5436.1"	3	3.0
5436.2	13	26	3	1	1	1	5	3			3			240000	10	5	1							3			3			3			3	12	100.0	100.0	1	3	3	1	1	3	0	1		13	36	1	5	"5436.2"	3	3.0
5437.0	13	45	1	1	2																																									13	45			"5437"	3	3.0
5438.0	15	10	1	1	1	1	30	1			1			60000	5	6	1							1			1			1			3	4	100.0	100.0	1		2	2	2	3	0	1		15	15	1	30	"5438"	3	3.0
5439.0	15	18	1	1	2																																									15	18			"5439"	3	3.0
5440.0	12	30	1	1	1	1	30	1			1			24480	10	5	1							1			1			1			3	4	100.0	100.0	1	3	2	2	1		0	1		12	35	1	30	"5440"	3	3.0
5441.0	13	30	1	1	2																																									13	31			"5441"	3	3.0
5442.0	15	45	5	1	1	1	4	5			5			600000	7	5	1							7			7			5			1	12	100.0	100.0	1	3	4	2	2	3	1	1		15	55	1	4	"5442"	3	3.0
5443.0	13	40	1	1	2																																									13	40			"5443"	3	3.0
5444.0	17	35	2	1	1	1	29	2			2			96000	12	3	1							3			3			2			2	12	100.0	100.0	1	3	3	2	2		0	1		17	40	1	29	"5444"	3	3.0
5445.0	18	0	1	1	1	1	29	1			1			100000	12	3	1							1			1			1			2	12	100.0	100.0	1		2	1	1		0	1		18	15	1	29	"5445"	3	3.0
5446.0	10	53	1	1	2																																									10	53			"5446"	3	3.0
5447.0	13	5	6	1	2																																									13	5			"5447"	3	3.0
5448.0	13	35	1	1	1	1	4	1			1			70000	10	5	2	1			1			1			1			4	1		1	6	100.0	100.0	1	3	1	2	1	3	0	1		13	45	1	4	"5448"	3	3.0
5449.1	15	20	1	1	2																																									15	20			"5449.1"	3	3.0
5449.2	12	52	3	1	2																																									12	52			"5449.2"	3	3.0
5450.1	10	0	2	1	2																																									10	1			"5450.1"	3	3.0
5450.2	13	27	3	1	2																																									13	28			"5450.2"	3	3.0
5450.3	13	10	5	1	2																																									13	12			"5450.3"	3	3.0
5451.0	14	30	2	1	2																																									14	31			"5451"	3	3.0
5452.1	15	55	1	1	2																																									15	55			"5452.1"	3	3.0
5452.2	11	31	4	1	2																																									11	32			"5452.2"	3	3.0
5453.0	13	50	1	1	2																																									13	50			"5453"	3	3.0
5454.0	14	8	1	1	2																																									14	8			"5454"	3	3.0
5455.0	10	40	1	1	2																																									10	41			"5455"	3	3.0
5456.0	13	53	1	1	2																																									13	54			"5456"	3	3.0
5457.0	12	58	2	1	2																																									12	59			"5457"	3	3.0
5458.0	12	58	1	1	1	1	7	3			3			60000	2	6	1							1			1			1			2	12	100.0	100.0	1		2	2	2		0	1		13	10	1	7	"5458"	3	3.0
5459.0	12	45	1	1	2																																									12	46			"5459"	3	3.0
5460.0	14	0	1	1	2																																									14	1			"5460"	3	3.0
5461.0	13	32	1	1	2																																									13	32			"5461"	3	3.0
5462.0	16	45	1	1	2																																									16	46			"5462"	3	3.0
5463.1	10	36	1	1	1	1	29	2	1		1			100000	15	2	1							1	2		1	2		1			3	12	100.0	100.0	1		2	2	3		0	1		10	46	1	29	"5463.1"	3	3.0
5463.2	8	26	4	1	2																																									8	28			"5463.2"	3	3.0
5463.3	17	24	5	1	2																																									17	27			"5463.3"	3	3.0
5464.0	13	50	1	1	1	1	29	1			1			15000	6	4	1							1	2		1			1			1	12	100.0	100.0	4		1	2	2		0	1		14	0	1	29	"5464"	3	3.0
5465.1	12	15	1	1	1	1	29	1			1			60000	2	1	1							1			1			1			2	12	100.0	100.0	1		1	3	2		0	1		12	25	1	29	"5465.1"	3	3.0
5465.2	12	30	4	1	2																																									12	35			"5465.2"	3	3.0
5466.0	10	9	1	1	1	1	29	1			1			96000	1	1	1							1			1			1			3	12	100.0	100.0	1		2	2	1		0	1		10	18	1	29	"5466"	3	3.0
5467.0	10	36	2	1	2																																									10	38			"5467"	3	3.0
5468.0	11	37	1	1	2																																									11	37			"5468"	3	3.0
5469.0	11	15	1	1	2																																									11	15			"5469"	3	3.0
5470.1	12	27	4	1	2																																									12	29			"5470.1"	3	3.0
5470.2	11	20	1	1	2																																									11	22			"5470.2"	3	3.0
5471.0	11	13	1	1	1	1	2	1			2			18000	6	2	1							2			2	3		2			1	12	100.0	100.0	1		1	2	1		0	1		11	19	2	2	"5471"	3	3.0
5472.0	12	59	1	1	2																																									13	0			"5472"	3	3.0
5473.0	12	6	1	1	2																																									12	6			"5473"	3	3.0
5474.0	13	6	2	1	2																																									13	8			"5474"	3	3.0
5475.0	13	51	3	1	2																																									13	54			"5475"	3	3.0
5476.1	10	12	2	1	2																																									10	12			"5476.1"	3	3.0
5476.2	9	13	1	1	2																																									9	13			"5476.2"	3	3.0
5477.0	11	59	1	1	1	1	30	2			2			18000	1	4	1							2			2			2			1	6	100.0	100.0	4		1	2	2		0	1		12	5	1	30	"5477"	3	3.0
5478.0	12	31	1	1	2																																									12	33			"5478"	3	3.0
5479.0	13	14	1	1	2																																									13	15			"5479"	3	3.0
5480.0	12	58	1	1	2																																									12	58			"5480"	3	3.0
5481.0	13	15	1	1	1	1	29	5			5			72000	6	0	1							5			5			5			2	12	100.0	100.0	1		2	3	2		0	1		13	25	1	29	"5481"	3	3.0
5482.0	13	10	4	1	2																																									13	10			"5482"	3	3.0
5483.0	11	7	1	1	2																																									11	9			"5483"	3	3.0
5484.0	10	45	1	1	2																																									10	50			"5484"	3	3.0
5485.0	12	40	1	1	1	1	30	1			1			150000	5	1	1							1			1			1			2	12	100.0	100.0	1		2	3	2		0	1		12	50	1	30	"5485"	3	3.0
5486.0	12	48	1	1	2																																									12	50			"5486"	3	3.0
5487.1	16	39	2	1	2																																									16	41			"5487.1"	3	3.0
5487.2	11	3	6	1	2																																									11	34			"5487.2"	3	3.0
