a01	stime_h_n	stime_m_n	res_id_n	consent_n	n01	bid	n02	n03a	n03b	n03c	n04a	n04b	n04c	n05	n06a	n06b	n07	n08a	n08b	n08c	n09a	n09b	n09c	n10a	n10b	n10c	n11a	n11b	n11c	n12a	n12b	n12c	n13	n14	n15	n16	n17a	n17b	n18	n19	n20a	n20b	n21	n22a	n22b	etime_h_n	etime_m_n	bid_2	n02_2	hhid2	hh_type	round
829.0	13	28	1	1	2																																									13	30			"829"	3	3.0
830.0	11	15	2	1	2																																									11	20			"830"	3	3.0
831.0	16	10	1	1	2																																									16	12			"831"	3	3.0
832.0	16	35	4	1	2																																									16	40			"832"	3	3.0
833.0	13	36	1	1	2																																									14	37			"833"	3	3.0
836.0	13	44	1	1	2																																									13	48			"836"	3	3.0
837.0	17	26	1	1	2																																									17	29			"837"	3	3.0
838.0	11	59	1	1	2																																									12	3			"838"	3	3.0
839.1	11	57	1	1	2																																									12	0			"839.1"	3	3.0
839.2	12	20	4	1	2																																									12	22			"839.2"	3	3.0
840.0	12	46	5	1	2																																									12	48			"840"	3	3.0
841.0	9	29	1	1	2																																									9	29			"841"	3	3.0
842.0	14	27	1	1	2																																									14	30			"842"	3	3.0
843.0	12	52	1	1	2																																									12	54			"843"	3	3.0
844.0	11	14	1	1	1	1	30	1			1			120000	13	6	1							1			1			1			3	12	100.0	100.0	1	3	2	3	2	3	0	1		11	20	1	30	"844"	3	3.0
845.1	18	10	1	1	1	1	28	1			1			180000	3	6	1							1			1	72		1			2	12	100.0	100.0	3		3	1	1	2	1	2	5	18	20	1	28	"845.1"	3	3.0
845.2	16	33	4	1	1	1	23	4			4			120000	10	2	1							4			4	72		4			2	12	100.0	100.0	1		1	2	2		2	2		16	50	1	23	"845.2"	3	3.0
846.0	10	36	2	1	2																																									10	38			"846"	3	3.0
847.0	16	21	1	1	2																																									16	22			"847"	3	3.0
848.0	12	0	7	1	2																																									12	2			"848"	3	3.0
849.0	13	31	3	1	2																																									13	33			"849"	3	3.0
850.0	13	57	1	1	2																																									14	2			"850"	3	3.0
851.0	16	31	1	1	2																																									16	34			"851"	3	3.0
852.0	14	11	1	1	2																																									14	12			"852"	3	3.0
853.0	8	0	1	1	1	1	30	1			1			120000	25	2	1							1			1			1			3	12	100.0	100.0	1		3	3	2		0	2		8	15	1	30	"853"	3	3.0
854.0	12	45	1	1	2																																									12	46			"854"	3	3.0
855.0	15	47	1	1	2																																									15	49			"855"	3	3.0
856.0	14	16	4	1	2																																									14	20			"856"	3	3.0
857.0	12	37	1	1	2																																									12	45			"857"	3	3.0
858.0	12	45	1	1	2																																									12	46			"858"	3	3.0
859.0	13	30	3	1	2																																									13	32			"859"	3	3.0
860.1	8	14	3	1	1	1	30	3			3			120000	0	7	1							3			3			3			2	7	100.0	100.0	1		2	2	2	8	0	1		8	20	1	30	"860.1"	3	3.0
860.2	14	7	9	1	1	1	29	5			5			120000	0	5	1							5			5			5			2	5	100.0	100.0	1		2	2	8	3	0	2		14	16	1	29	"860.2"	3	3.0
861.0	16	18	1	1	2																																									0				"861"	2	3.0
862.0	9	36	1	1	2																																									0				"862"	2	3.0
863.0	14	59	1	1	2																																									0				"863"	2	3.0
864.0	11	0	1	1	1	1	29	1			1			60000	5	2	1							1	2		1	2		1			1	12	100.0	100.0	1		1	2	2	3	0	15		11	5	1	29	"864"	2	3.0
865.0	12	5	1	1	2																																									0				"865"	2	3.0
867.0	9	59	1	1	2																																									0				"867"	2	3.0
868.0	11	6	1	1	2																																									0				"868"	2	3.0
869.0	13	36	1	1	2																																									0				"869"	2	3.0
870.0	15	26	3	1	2																																									0				"870"	2	3.0
871.0	11	45	1	1	2																																									0				"871"	2	3.0
872.0	14	55	1	1	2																																									0				"872"	2	3.0
873.0	12	20	1	1	2																																									0				"873"	2	3.0
874.0	13	43	1	1	2																																									0				"874"	2	3.0
875.0	14	11	1	1	2																																									0				"875"	2	3.0
876.0	16	55	1	1	2																																									0				"876"	2	3.0
877.0	12	48	1	1	2																																									0				"877"	2	3.0
878.0	14	21	1	1	2																																									0				"878"	2	3.0
879.0	13	39	1	1	2																																									0				"879"	2	3.0
880.0	15	5	1	1	2																																									15	5			"880"	2	3.0
881.0	12	10	1	1	2																																									0				"881"	2	3.0
882.1	11	50	2	1	2																																									0				"882.1"	2	3.0
882.2	12	30	4	1	2																																									0				"882.2"	2	3.0
882.3	13	50	7	1	2																																									0				"882.3"	2	3.0
883.0	16	30	1	1	2																																									0				"883"	2	3.0
884.0	12	40	1	1	1	1	28	1			1			60000	10	2	1							1			1	2		1			1	12	100.0	100.0	1		1	1	2		0	1		12	45	28	1	"884"	2	3.0
886.0	13	45	1	1	2																																									0				"886"	2	3.0
887.0	15	58	1	1	2																																									0				"887"	2	3.0
888.0	15	30	1	1	2																																									0				"888"	2	3.0
889.0	10	28	1	1	2																																									10	29			"889"	2	3.0
890.0	17	15	1	1	1	1	25	1	6		6			240000	8	4	1							6			6			6			2	12	100.0	100.0	1	3	2	1	2	3	1	1		17	25	25	1	"890"	2	3.0
891.0	12	1	1	1	1	1	29	1			1			144000	53	2	1							1	3		1	3		1			2	12	100.0	100.0	1	2	2	2	2		0	1		0		1	29	"891"	2	3.0
891.0	12	1	1	1	1	2	29	4			4			144000	5	5	1							4			1	4		4			2	12	100.0	100.0	1	2	2	2	2		0	1		0		2	29	"891"	2	3.0
891.0	12	1	1	1	1	3	29	9			9			60000	1	0	1							9			1	9		9			2	12	100.0	100.0	1	2	2	2	2		0	1		0		3	29	"891"	2	3.0
892.0	10	44	1	1	2																																									0				"892"	2	3.0
893.0	13	46	1	1	2																																									0				"893"	2	3.0
894.0	13	45	1	1	2																																									0				"894"	2	3.0
895.0	13	34	1	1	2																																									0				"895"	2	3.0
896.11	15	1	1	1	2																																									0				"896.1.1"	2	3.0
896.12	18	2	4	1	2																																									0				"896.1.2"	2	3.0
896.2	12	33	3	1	2																																									0				"896.2"	2	3.0
897.0	10	10	1	1	2																																									0				"897"	2	3.0
898.0	11	6	1	1	2																																									0				"898"	2	3.0
899.0	13	9	1	1	2																																									13	10			"899"	2	3.0
900.0	10	43	1	1	1	1	15	1			1			180000	15	2	1							1			1			1			2	12	100.0	100.0	1	2	2	3	2		0	1		10	50	1	15	"900"	2	3.0
901.0	10	58	1	1	2																																									10	58			"901"	3	3.0
902.0	10	44	1	1	2																																									10	44			"902"	3	3.0
903.0	10	54	2	1	2																																									10	54			"903"	3	3.0
904.0	16	7	1	1	2																																									16	7			"904"	3	3.0
906.0	11	28	1	1	2																																									11	29			"906"	3	3.0
907.0	12	53	1	1	2																																									12	53			"907"	3	3.0
909.0	16	50	1	1	2																																									16	52			"909"	3	3.0
910.0	12	25	2	1	2																																									12	26			"910"	3	3.0
911.0	12	22	1	1	2																																									12	24			"911"	3	3.0
912.0	12	28	5	1	2																																									12	29			"912"	3	3.0
913.0	12	17	1	1	2																																									12	18			"913"	3	3.0
914.0	10	40	1	1	1	1	14	1			1			60000	11	7	1							1			1			1			3	8	100.0	100.0	1		2	2	2	8	0	10		10	43	1	14	"914"	3	3.0
915.1	12	23	1	1	2																																									12	23			"915.1"	3	3.0
915.2	10	13	3	1	2																																									10	14			"915.2"	3	3.0
916.0	10	9	1	1	2																																									10	9			"916"	3	3.0
917.0	11	30	1	1	2																																									11	31			"917"	3	3.0
918.0	10	38	3	1	2																																									10	39			"918"	3	3.0
919.0	11	19	1	1	2																																									11	19			"919"	3	3.0
920.0	11	18	1	1	1	1	28	1			1			180000	15	6	1							1			1	72		1			2	12	100.0	100.0	3		3	1	3	2	3	1		11	23	1	28	"920"	3	3.0
921.0	12	48	4	1	2																																									12	49			"921"	3	3.0
922.0	10	17	2	1	2																																									10	17			"922"	3	3.0
923.0	15	34	2	1	2																																									0				"923"	3	3.0
924.0	10	40	1	1	2																																									10	42			"924"	3	3.0
925.0	12	6	1	1	1	1	29	5			5			115000	2	7	1							5			5			5			2	12	100.0	100.0	1		3	2	3	7	0	1		12	10	1	29	"925"	3	3.0
926.0	15	41	2	1	2																																									15	41			"926"	3	3.0
927.0	11	35	1	1	1	1	28	1			1			100000	2	4	1							1			1			1			2	12	100.0	100.0	1		3	2	2		0	1		11	35	1	28	"927"	3	3.0
928.0	16	6	2	1	2																																									16	6			"928"	3	3.0
929.0	18	51	2	1	2																																									18	52			"929"	3	3.0
930.0	10	51	1	1	2																																									10	51			"930"	3	3.0
931.0	12	14	1	1	1	1	39	1			1			360000	1	3	1							1			1	72		1			3	12	100.0	100.0	1	3	4	2	1	8	3	1		12	20	1	39	"931"	3	3.0
932.0	9	53	1	1	2																																									9	53			"932"	3	3.0
933.0	9	40	3	1	2																																									9	40			"933"	3	3.0
934.0	11	6	1	1	1	1	29	1			1			100000	2	3	1							1			1			1			1	10	100.0	100.0	1		1	2	3		0	2		11	10	1	29	"934"	3	3.0
935.0	10	43	1	1	1	1	30	1			1			180000	9	5	1							1			1	72		1			2	12	100.0	100.0	1		3	3	2		1	1		10	49	1	30	"935"	3	3.0
936.0	10	32	1	1	2																																									10	32			"936"	3	3.0
937.0	11	35	1	1	2																																									11	35			"937"	3	3.0
938.0	10	7	1	1	2																																									10	7			"938"	3	3.0
940.0	15	57	1	1	2																																									15	57			"940"	3	3.0
942.0	10	50	1	1	1	1	29	1			1			170000	1	7	1							1			1			1			2	12	100.0	100.0	1		2	2	2	7	0	1		10	57	1	29	"942"	3	3.0
943.0	11	40	1	1	2																																									11	41			"943"	3	3.0
944.0	10	50	1	1	2																																									10	51			"944"	3	3.0
945.0	14	29	1	1	2																																									14	30			"945"	3	3.0
946.0	16	18	1	1	2																																									16	19			"946"	3	3.0
947.0	9	40	2	1	2																																									9	42			"947"	3	3.0
948.0	16	18	1	1	2																																									16	18			"948"	3	3.0
949.1	10	30	5	1	2																																									10	30			"949.1"	3	3.0
949.2	15	35	3	1	2																																									15	36			"949.2"	3	3.0
950.0	11	46	1	1	2																																									11	46			"950"	3	3.0
951.0	12	7	2	1	2																																									12	7			"951"	3	3.0
952.0	11	43	1	1	2																																									11	44			"952"	3	3.0
953.0	12	21	1	1	2																																									12	22			"953"	3	3.0
954.0	10	49	9	1	2																																									10	49			"954"	3	3.0
955.0	13	5	1	1	2																																									13	6			"955"	3	3.0
956.0	16	20	1	1	2																																									16	20			"956"	3	3.0
957.0	11	54	3	1	2																																									11	54			"957"	3	3.0
958.0	10	20	1	1	2																																									10	22			"958"	3	3.0
959.0	10	32	1	1	2																																									10	32			"959"	3	3.0
960.0	11	55	1	1	2																																									11	57			"960"	3	3.0
961.0	15	46	2	1	2																																									15	46			"961"	3	3.0
962.0	15	55	1	1	2																																									15	56			"962"	3	3.0
963.0	12	37	5	1	2																																									12	37			"963"	3	3.0
964.0	10	51	1	1	2																																									10	51			"964"	3	3.0
965.0	10	37	1	1	2																																									10	38			"965"	3	3.0
966.0	13	10	1	1	2																																									13	20			"966"	3	3.0
967.0	15	30	1	1	1	1	29	1			1			120000	2	4	1							1			1			1			2	12	100.0	100.0	1		3	2	2		0	1		15	37	1	29	"967"	3	3.0
968.0	15	1	1	1	2																																									15	1			"968"	3	3.0
969.0	11	48	1	1	2																																									11	48			"969"	3	3.0
970.0	11	18	1	1	2																																									11	18			"970"	3	3.0
971.0	14	40	1	1	2																																									14	40			"971"	3	3.0
973.0	10	44	1	1	1	1	29	1			1			30000	2	2	1							1			1			1			1	12	100.0	100.0	1		1	1	2		0	1		10	45	1	29	"973"	3	3.0
974.0	11	34	1	1	2																																									11	34			"974"	3	3.0
975.0	11	2	1	1	2																																									11	4			"975"	3	3.0
976.0	17	9	2	1	2																																									17	10			"976"	3	3.0
977.0	11	15	1	1	1	1	28	1			1			30000	17	3	2	1			1			1			1			1			3	6	100.0	100.0	1		3	2	3		0	2		11	18	1	28	"977"	3	3.0
978.0	12	42	1	1	2																																									12	42			"978"	3	3.0
979.0	15	6	1	1	2																																									15	6			"979"	3	3.0
980.0	13	2	2	1	2																																									13	2			"980"	3	3.0
981.0	10	17	5	1	2																																									10	18			"981"	3	3.0
983.0	12	27	4	1	2																																									12	28			"983"	3	3.0
984.0	13	31	1	1	2																																									13	32			"984"	3	3.0
985.0	15	48	1	1	1	1	29	1			1			180000	31	4	1							1			1			1			2	12	100.0	100.0	1		2	1	2		0	1		15	54	1	29	"985"	3	3.0
986.0	10	54	1	1	2																																									10	54			"986"	3	3.0
987.0	12	6	1	1	2																																									12	6			"987"	3	3.0
988.0	13	4	1	1	2																																									13	6			"988"	3	3.0
989.0	17	0	1	1	2																																									17	1			"989"	3	3.0
990.0	16	32	1	1	2																																									16	32			"990"	3	3.0
991.0	11	4	1	1	2																																									11	5			"991"	3	3.0
992.0	13	17	1	1	1	1	21	1			1			90000	22	4	1							1	2	4	1			1			1	12	100.0	100.0	3		2	2	2	3	0	1		13	21	1	21	"992"	3	3.0
993.1	10	20	1	1	1	1	29	1			1			36000	40	2	1							1			1			1			2	12	100.0	100.0	1		3	2	3	2	0	1		10	23	1	29	"993.1"	3	3.0
993.2	10	35	3	1	2																																									10	35			"993.2"	3	3.0
995.0	13	39	1	1	2																																									13	39			"995"	3	3.0
996.0	13	9	1	1	2																																									13	10			"996"	3	3.0
997.0	12	31	5	1	2																																									12	32			"997"	3	3.0
998.0	16	56	2	1	2																																									16	57			"998"	3	3.0
999.0	14	25	1	1	2																																									14	26			"999"	3	3.0
1000.0	11	19	1	1	2																																									11	19			"1000"	3	3.0
1001.0	12	50	1	1	2																																									12	50			"1001"	3	3.0
1002.0	11	42	1	1	2																																									11	44			"1002"	3	3.0
1003.0	13	30	3	1	2																																									13	31			"1003"	3	3.0
1005.0	14	50	1	1	2																																									14	50			"1005"	3	3.0
1006.0	10	33	1	1	2																																									10	34			"1006"	3	3.0
1007.1	14	10	9	1	2																																									14	10			"1007.1"	3	3.0
1007.2	14	4	10	1	2																																									14	4			"1007.2"	3	3.0
1008.0	11	33	1	1	2																																									11	33			"1008"	3	3.0
1009.0	13	5	5	1	2																																									13	5			"1009"	3	3.0
1010.0	11	23	1	1	2																																									11	23			"1010"	3	3.0
1011.0	17	19	1	1	2																																									17	20			"1011"	3	3.0
1012.0	10	27	4	1	2																																									10	27			"1012"	3	3.0
1013.0	12	45	1	1	2																																									12	46			"1013"	3	3.0
1014.0	14	28	1	1	2																																									14	28			"1014"	3	3.0
1015.0	10	42	4	1	2																																									10	43			"1015"	3	3.0
1016.0	17	7	1	1	2																																									17	8			"1016"	3	3.0
1017.0	11	36	1	1	2																																									11	36			"1017"	3	3.0
1019.0	14	22	1	1	2																																									14	22			"1019"	3	3.0
1020.0	11	44	4	1	2																																									11	44			"1020"	3	3.0
1021.0	9	47	1	1	2																																									9	47			"1021"	3	3.0
1022.0	11	32	3	1	2																																									11	32			"1022"	3	3.0
1023.0	11	31	1	1	2																																									11	31			"1023"	3	3.0
1024.0	10	32	1	1	2																																									10	32			"1024"	3	3.0
1025.0	12	55	2	1	2																																									12	50			"1025"	3	3.0
1027.0	15	5	2	1	2																																									15	6			"1027"	3	3.0
1028.0	10	42	1	1	2																																									10	43			"1028"	3	3.0
1029.0	13	9	5	1	2																																									14	0			"1029"	3	3.0
1030.0	13	15	5	1	1	1	29	5			5			80000	2	1	1							5			5			5			2	12	100.0	100.0	1		2	1	2		2	1		13	15	1	29	"1030"	3	3.0
1031.0	14	57	2	1	2																																									14	57			"1031"	3	3.0
1032.0	12	20	1	1	2																																									12	20			"1032"	3	3.0
1033.0	9	10	1	1	2																																									9	10			"1033"	3	3.0
1034.0	9	59	1	1	2																																									9	59			"1034"	3	3.0
1035.1	13	52	3	1	2																																									13	52			"1035.1"	3	3.0
1035.2	10	48	2	1	2																																									10	49			"1035.2"	3	3.0
1035.3	10	12	4	1	2																																									10	12			"1035.3"	3	3.0
1036.0	13	20	4	1	2																																									13	20			"1036"	3	3.0
1037.0	10	49	1	1	1	1	29	1			1			108000	3	1	1							1			1			1			2	12	100.0	100.0	1		1	2	6		0	2		10	52	1	29	"1037"	3	3.0
1038.0	14	47	2	1	2																																									14	47			"1038"	3	3.0
1039.0	13	35	1	1	2																																									13	36			"1039"	3	3.0
1040.1	10	18	9	1	2																																									10	19			"1040.1"	3	3.0
1040.2	15	20	2	1	2																																									15	20			"1040.2"	3	3.0
1041.0	11	6	1	1	2																																									11	6			"1041"	3	3.0
1042.0	13	3	1	1	2																																									13	4			"1042"	3	3.0
1043.0	10	7	1	1	2																																									10	7			"1043"	3	3.0
1044.0	17	45	1	1	1	1	28	1			1			100000	1	10	2	1			1			1			1			1			2	10	100.0	100.0	3		3	1	1		8	2		17	49	1	28	"1044"	3	3.0
1044.0			1	1	1	2	39	1			1			10000	0	2	1							1			1			1			3	2	100.0	100.0	1		2	1	3		0	1				2	39	"1044"	3	3.0
1045.0	14	40	3	1	1	1	39	3			3			400000	15	4	1							3			3			3			3	12	100.0	100.0	1	3	3	2	2	9	4	1		14	43	1	39	"1045"	3	3.0
1045.0			3	1	1	2	14	1	72		1	72		120000	14	5	1							72			3			72			2	12	100.0	100.0	1		4	1	2		100	1				2	14	"1045"	3	3.0
1046.0	10	13	1	1	2																																									10	13			"1046"	3	3.0
1047.0	9	39	2	1	2																																									9	39			"1047"	3	3.0
1048.0	9	57	2	1	1	1	30	2			2			115000	13	2	1							2			2			2			2	12	100.0	100.0	1		3	2	2		0	1		9	59	1	30	"1048"	3	3.0
1049.0	12	26	1	1	2																																									12	27			"1049"	3	3.0
1050.0	14	41	1	1	2																																									14	42			"1050"	3	3.0
1051.0	14	16	1	1	2																																									14	16			"1051"	3	3.0
1052.0	13	26	1	1	2																																									13	26			"1052"	3	3.0
1053.0	13	39	1	1	2																																									13	40			"1053"	3	3.0
1054.0	14	1	1	1	2																																									14	2			"1054"	3	3.0
1055.0	16	35	1	1	2																																									16	35			"1055"	3	3.0
1056.0	11	42	1	1	2																																									11	43			"1056"	3	3.0
1057.0	10	2	3	1	2																																									10	3			"1057"	3	3.0
1058.0	9	58	1	1	2																																									9	58			"1058"	3	3.0
1059.0	8	30	1	1	1	1	29	1			1			360000	2	1	1							1			1			1			2	12	100.0	100.0	1	2	4	1	1		0	1		8	34	1	29	"1059"	3	3.0
1061.0	15	3	2	1	2																																									15	4			"1061"	3	3.0
1062.0	14	58	1	1	2																																									14	59			"1062"	3	3.0
1063.0	12	1	1	1	2																																									12	3			"1063"	3	3.0
1064.0	11	40	2	1	2																																									11	40			"1064"	3	3.0
1065.0	15	56	1	1	2																																									15	57			"1065"	3	3.0
1066.0	16	41	1	1	2																																									16	22			"1066"	3	3.0
1067.0	12	42	1	1	1	1	39	4			4			0	0	2	1							4			4	72		4			2	2	100.0	100.0	1	3	1	2	3		4	2		12	48	1	39	"1067"	3	3.0
1067.0			1	1	1	2	29	1			1			120000	38	3	1							1			1			1			1	12	100.0	100.0	1		1	2	2	3	0	2				2	29	"1067"	3	3.0
1068.0	11	19	2	1	2																																									11	19			"1068"	3	3.0
1069.0	12	41	1	1	2																																									12	41			"1069"	3	3.0
1070.0	15	42	1	1	2																																									15	43			"1070"	3	3.0
1071.0	11	32	1	1	2																																									11	34			"1071"	3	3.0
1072.0	11	22	1	1	2																																									11	22			"1072"	3	3.0
1074.0	15	12	1	1	2																																									15	12			"1074"	3	3.0
1075.0	12	48	1	1	2																																									12	48			"1075"	3	3.0
1076.0	14	57	1	1	2																																									14	57			"1076"	3	3.0
1079.1	11	33	2	1	2																																									11	34			"1079.1"	3	3.0
1079.2	13	12	4	1	2																																									13	12			"1079.2"	3	3.0
1079.3	12	57	5	1	2																																									12	57			"1079.3"	3	3.0
1080.0	11	45	4	1	1	1	28	4			4			150000	4	2	1							4			4	72		4			2	12	100.0	100.0	1		3	2	2	9	2	1		11	54	1	28	"1080"	3	3.0
1081.0	10	30	1	1	1	1	39	1			1			300000	6	4	1							1			1	72		1			2	12	100.0	100.0	1	3	3	1	9		4	2		10	35	1	39	"1081"	3	3.0
1082.0	14	2	1	1	2																																									14	2			"1082"	3	3.0
1083.0	16	24	7	1	2																																									16	24			"1083"	3	3.0
1085.0	16	0	4	1	2																																									16	1			"1085"	3	3.0
1086.0	10	49	1	1	1	1	28	1			1			50000	12	4	1							1			1			1			2	12	100.0	100.0	1		3	3	2		0	1		10	51	1	28	"1086"	3	3.0
1087.0	13	20	1	1	1	1	4	1			1			250000	4	2	1							3			3	2	6	1			1	12	100.0	100.0	1		1	3	2		0	1		13	28	1	4	"1087"	3	3.0
1088.0	15	2	1	1	1	1	15	1			1			20000	2	6	1							1			1			1			1	12	100.0	100.0	1		2	2	2		0	1		15	10	1	15	"1088"	3	3.0
1089.0	12	48	1	1	1	1	29	1			1			95000	5	7	1							1			1	2		1			2	12	100.0	100.0	1		2	2	2	7	0	1		12	57	1	29	"1089"	3	3.0
1090.0	16	27	1	1	2																																									16	28			"1090"	3	3.0
1091.0	14	50	1	1	2																																									14	50			"1091"	3	3.0
1092.0	13	37	1	1	2																																									13	37			"1092"	3	3.0
1093.1	11	40	1	1	2																																									11	40			"1093.1"	3	3.0
1093.2	13	10	5	1	1	1	30	5			5			108000	4	3	1							5			5			5			3	9	100.0	100.0	1		3	3	6		0	1		13	16	1	30	"1093.2"	3	3.0
1094.0	14	17	1	1	1	1	29	1			1			108000	15	2	1							1	5		1			1			2	11	100.0	100.0	1	4	2	2	2		0	1		14	21	1	29	"1094"	3	3.0
1096.0	12	4	5	1	2																																									12	5			"1096"	3	3.0
1097.0	15	27	1	1	2																																									15	28			"1097"	3	3.0
1098.0	14	24	1	1	2																																									12	25			"1098"	3	3.0
1099.0	12	26	1	1	2																																									12	26			"1099"	3	3.0
1100.0	12	20	1	1	2																																									12	20			"1100"	3	3.0
1101.0	12	27	1	1	1	1	29	1			1			300000	6	2	1							1			1			1			2	12	100.0	100.0	1		2	2	2		0	1		12	42	1	29	"1101"	3	3.0
1102.0	10	37	2	1	2																																									10	38			"1102"	3	3.0
1103.0	9	30	1	1	2																																									9	31			"1103"	3	3.0
1105.0	13	47	1	1	2																																									13	48			"1105"	3	3.0
1106.0	10	48	1	1	2																																									10	50			"1106"	3	3.0
1107.0	10	28	1	1	2																																									10	29			"1107"	3	3.0
1108.0	10	48	1	1	2																																									10	50			"1108"	3	3.0
1109.0	10	27	1	1	2																																									10	30			"1109"	3	3.0
1111.0	10	46	1	1	1	1	30	1			1			48000	20	10	1							1			1			1			2	12	100.0	100.0	1		2	2	7		0	1		10	54	1	30	"1111"	3	3.0
1112.0	12	30	1	1	1	1	30	1			1			45000	25	2	1							1			1			1			2	12	100.0	100.0	1		2	2	2	8	0	1		12	45	1	30	"1112"	3	3.0
1113.0	9	48	2	1	2																																									9	50			"1113"	3	3.0
1114.0	10	49	1	1	2																																									10	53			"1114"	3	3.0
1115.0	12	38	4	1	1	1	30	2	4		4			4000	0	2	1							4			4			4			2	2	100.0	100.0	1		3	2	2	7	0	1		12	45	1	30	"1115"	3	3.0
1117.0	11	47	5	1	2																																									11	48			"1117"	3	3.0
1118.0	10	5	1	1	2																																									10	7			"1118"	3	3.0
1119.0	16	43	1	1	2																																									16	44			"1119"	3	3.0
1120.0	14	28	3	1	1	1	29	3			3			5000	2	3	2	3			3			3			3			3			2	5	100.0	100.0	1		3	2	8		0	11	2	14	37	1	29	"1120"	3	3.0
1121.0	12	24	1	1	2																																									12	25			"1121"	3	3.0
1123.0	11	9	2	1	2																																									11	11			"1123"	3	3.0
1124.0	13	2	1	1	2																																									13	3			"1124"	3	3.0
1125.0	16	59	1	1	2																																									17	1			"1125"	3	3.0
1126.0	11	53	6	1	2																																									11	54			"1126"	3	3.0
1127.0	15	6	2	1	2																																									15	7			"1127"	3	3.0
1128.0	11	16	6	1	2																																									11	17			"1128"	3	3.0
1129.0	15	54	2	1	2																																									15	56			"1129"	3	3.0
1130.0	14	30	3	1	1	1	29	3			3			144000	4	10	1							3	72		3	72		3			2	12	100.0	100.0	1		3	2	3		1	1		0		1	29	"1130"	3	3.0
1131.0	15	29	1	1	2																																									15	31			"1131"	3	3.0
1132.0	9	40	1	1	2																																									9	41			"1132"	3	3.0
1133.0	12	14	1	1	1	1	29	1	2		1			60000	14	5	1							1			1	6		1			2	12	100.0	100.0	1		1	2	6		0	1		12	18	1	29	"1133"	3	3.0
1134.0	14	39	1	1	2																																									14	40			"1134"	3	3.0
1135.0	11	41	7	1	2																																									11	42			"1135"	3	3.0
1136.0	15	30	1	1	2																																									15	31			"1136"	3	3.0
1137.0	14	4	1	1	1	1	29	1			1			30000	30	2	1							1			1	7		1			2	12	100.0	100.0	1		2	2	2		0	1		14	21	1	29	"1137"	3	3.0
1138.0	14	19	1	1	2																																									14	20			"1138"	3	3.0
1139.0	15	17	1	1	2																																									15	17			"1139"	3	3.0
1140.0	13	14	1	1	2																																									13	16			"1140"	3	3.0
1141.0	11	7	1	1	2																																									11	9			"1141"	3	3.0
1142.0	12	25	1	1	2																																									12	27			"1142"	3	3.0
1143.1	13	10	1	1	2																																									13	12			"1143.1"	3	3.0
1143.2	12	18	5	1	2																																									12	19			"1143.2"	3	3.0
1144.0	9	38	1	1	2																																									9	40			"1144"	3	3.0
1145.0	12	45	1	1	1	1	29	1			1			60000	2	3	1							1			1			1			2	12	100.0	100.0	1		2	2	2		0	2		12	52	1	29	"1145"	3	3.0
1146.0	15	36	2	1	2																																									15	38			"1146"	3	3.0
1147.1	12	22	1	1	2																																									12	24			"1147.1"	3	3.0
1147.2	12	48	4	1	1	1	29	4			4			180000	7	2	1							4			4	5		4			3	12	100.0	100.0	4		3	2	8	2	0	1		12	59	1	29	"1147.2"	3	3.0
1148.0	11	54	1	1	2																																									11	54			"1148"	3	3.0
1149.0	11	35	1	1	1	1	29	1			1			40000	7	6	2	1			1			1			1	2		1			3	4	100.0	100.0	4		3	2	8		0	1		11	40	1	29	"1149"	3	3.0
1150.0	11	30	1	1	2																																									11	31			"1150"	3	3.0
1151.0	11	24	1	1	2																																									11	27			"1151"	3	3.0
1152.0	16	0	2	1	2																																									16	2			"1152"	3	3.0
1153.0	12	32	2	1	2																																									12	34			"1153"	3	3.0
1154.0	14	38	1	1	2																																									14	40			"1154"	3	3.0
1155.1	12	14	5	1	2																																									12	15			"1155.1"	3	3.0
1155.2	10	59	2	1	2																																									11	0			"1155.2"	3	3.0
1155.3	11	8	1	1	2																																									11	9			"1155.3"	3	3.0
1156.0	16	9	1	1	2																																									16	11			"1156"	3	3.0
1157.0	14	15	4	1	2																																									14	17			"1157"	3	3.0
1158.0	12	57	1	1	2																																									12	58			"1158"	3	3.0
1159.0	11	0	1	1	2																																									11	4			"1159"	3	3.0
1160.0	17	4	5	1	2																																									17	5			"1160"	3	3.0
1161.0	11	35	5	1	2																																									11	35			"1161"	3	3.0
1162.0	16	24	1	1	1	1	30	1			1			24000	2	4	1							1	3		1	3		1			1	12	100.0	100.0	1		1	2	3		0	11		16	33	1	30	"1162"	3	3.0
1163.0	12	30	1	1	2																																									12	30			"1163"	3	3.0
1165.0	11	39	1	1	2																																									11	41			"1165"	3	3.0
1166.0	12	48	1	1	2																																									12	50			"1166"	3	3.0
1167.0	10	53	1	1	2																																									10	54			"1167"	3	3.0
1168.0	11	28	1	1	2																																									11	30			"1168"	3	3.0
1169.0	15	7	1	1	2																																									15	8			"1169"	3	3.0
1170.0	11	42	1	1	1	1	29	1	2		1			8000	0	4	1							1	7		1	2	7	1			2	4	100.0	100.0	1		2	2	10		0	1		11	52	1	29	"1170"	3	3.0
1171.0	14	32	1	1	2																																									14	34			"1171"	3	3.0
1172.0	10	35	1	1	2																																									10	36			"1172"	3	3.0
1173.0	12	58	1	1	2																																									13	1			"1173"	3	3.0
1174.0	10	35	1	1	2																																									10	37			"1174"	3	3.0
1175.0	15	28	1	1	2																																									15	29			"1175"	3	3.0
