a01	stime_h_q	stime_m_q	res_id_q	consent_q	q_01	q_02	q_03	q_04	q_05	q_06	q_07	q_08	q_09	q_10	q_11	q_11b	q_11c	q_12	q_13	q_14	q_15	q_16	q_17	q_18	q_19	q_19a	q_19b	q_19c	q_20	q_20a	q_20a_2	q_20a_3	q_20b	q_20b_2	q_20b_3	q_20c	q_20c_2	q_20c_3	q_20d_1	q_20d_2	q_20d_3	q_21	etime_h_q	etime_m_q	flag_q_20b_3	flag_q_20c_3	hhid2	hh_type	round
1617.0	12	16	2	1	1	1000		40.0	0	3	2	2	1	2	3	2	1	540.0	1	2	370.0	5	200.0	1		3			3	1	2	" "	1	3	" "	1	5	" "	1			200	12	20			"1617"	3	3.0
1618.0	15	46	5	1	1	2000		30.0	0	3	2	2	1	2	3	2	1	432.0	1	2	300.0	5	220.0	1		3			1	1	2	" "	2		" "	2		" "	1			500	15	50			"1618"	3	3.0
1619.0	12	36	1	1	1	400		20.0	0	3	2	2	1	2	2	2	1	522.0	1	2	200.0	6	500.0	1		3			1	1	1	" "	2		" "	2		" "	6			50	12	40			"1619"	3	3.0
1620.0	11	41	1	1	1	500		10.0	2	2	1	2	1	1	2	2	1	216.0	1	2	110.0	5	250.0	1		3			2	1	1	" "	1	2	" "	2		" "	1			250	11	45			"1620"	3	3.0
1621.0	11	6	1	1	1	200		10.0	0	3	4	2	4	1	1	2	1	135.0	1	2	200.0	5	0.0	1		3			1	1	1	" "	2		" "	2		" "	1			70	11	10			"1621"	3	3.0
1622.0	12	26	1	1	1	1000		30.0	0	3	1	2	4	2	3	2	1	621.0	1	2	700.0	5	0.0	1		3			3	1	1	" "	1	3	" "	2		" "	1			300	12	30			"1622"	3	3.0
1623.0	14	15	1	1	1	500		8.0	0	3	4	2	4	1	3	2	1	540.0	1	2	650.0	5	0.0	1		3			2	2		" "	1	2	" "	1	4	" "	7			40	14	20			"1623"	3	3.0
1624.0	10	56	1	1	1	2000		5.0	1	2	1	1	1	1	3	2	1	504.0	1	2	250.0	5	0.0	1		3			1	1	1	" "	2		" "	2		" "	1			400	11	2			"1624"	3	3.0
1625.1	11	30	1	1	1	1500		15.0	2	3	4	2	4	1	2	2	1	189.0	1	3	400.0	5	500.0	1		3			2	1	1	" "	1	6	" "	2		" "	1			100	11	35			"1625.1"	3	3.0
1625.2	10	51	3	1	2	2000		15.0	0	4	4	2	4	1	1	2	1	135.0	1	3	200.0	5	150.0	1		3			1	1	3	" "	2		" "	2		" "	6			100	10	58			"1625.2"	3	3.0
1625.3	14	21	5	1	2	1000		10.0	0	3	4	2	4	1	1	2	1	81.0	1	4	400.0	5	500.0	1		3			1	1	5	" "	2		" "	2		" "	6			150	14	25			"1625.3"	3	3.0
1626.0	13	30	1	1	1	1000		30.0	2	3	4	2	4	1	2	2	1	351.0	1	2	400.0	5	0.0	1		3			2	1	1	" "	1	2	" "	2		" "	6			200	13	40			"1626"	3	3.0
1627.0	13	27	1	1	1	500		60.0	0	3	4	2	4	1	2	2	1	216.0	1	2	200.0	6	200.0	1		3			2	1	1	" "	1	2	" "	2		" "	1			100	13	32			"1627"	3	3.0
1628.0	12	55	1	1	1	3000		6.0	0	4	4	2	4	1	2	2	1	432.0	1	4	140.0	5	120.0	1		3			1	1	1	" "	2		" "	2		" "	6			200	13	5			"1628"	3	3.0
1629.0	11	6	2	1	1	2000		15.0	2	3	1	2	1	1	1	3	2	162.0	1	4	400.0	5	0.0	1		3			1	2		" "	1	1	" "	2		" "	6			100	11	10			"1629"	3	3.0
1630.0	12	31	2	1	1	1000		7.0	0	3	4	2	4	2	3	2	1	936.0	1	2	1120.0	5	0.0	1		3			6	1	2	" "	1	1	" "	1	6	" "	1			500	12	36			"1630"	3	3.0
1631.0	12	40	1	1	3		6000	5.0	2	2	1	1	1	2	1	1		135.0	1	1	400.0	3	800.0	1		3			1	1	1	" "	2		" "	2		" "	6			300	12	45			"1631"	3	3.0
1632.0	10	26	1	1	1	500		30.0	1	3	4	2	4	1	2	2	1	378.0	1	2	700.0	5	0.0	1		3			2	1	1	" "	1	2	" "	2		" "	1			200	10	30			"1632"	3	3.0
1633.0	8	51	6	1	1	1000		20.0	0	3	4	2	4	1	3	2	1	567.0	1	2	300.0	6	0.0	1		3			2	1	6	" "	1	1	" "	2		" "	1			120	8	56			"1633"	3	3.0
1634.0	12	26	2	1	1	2000		20.0	0	3	4	2	4	2	3	2	1	65.0	1	2	250.0	5	0.0	1		3			2	1	1	" "	1	4	" "	2		" "	1			250	12	35	1		"1634"	3	3.0
1635.0	12	6	1	1	1	200		50.0	0	3	4	2	4	1	2	2	1	216.0	1	2	0.0	6	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			50	12	10			"1635"	3	3.0
1636.0	13	16	1	1	1	4000		8.0	0	3	4	2	4	2	1	2	1	720.0	1	4	108.0	5	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			200	13	20			"1636"	3	3.0
1637.0	14	1	1	1	1	1000		20.0	0	4	4	2	4	1	1	2	1	135.0	1	4	290.0	5	100.0	1		3			2	1	1	" "	1	2	" "	2		" "	6			100	14	6			"1637"	3	3.0
1638.1	12	0	7	1	1	500		3.0	0	3	4	2	1	1	2	2	1	405.0	1	2	270.0	6	0.0	1		3			2	1	7	" "	1	5	" "	2		" "	1			70	12	4			"1638.1"	3	3.0
1638.2	12	11	7	1	1	1000		30.0	1	3	4	2	4	1	2	2	1	405.0	1	2	108.0	5	0.0	1		3			0	2		" "	2		" "	2		" "	6				12	15			"1638.2"	3	3.0
1639.0	14	20	1	1	1	200		50.0	0	3	4	2	4	1	1	2	1	216.0	1	2	200.0	5	0.0	1		3			2	1	1	" "	1	2	" "	2		" "	1			150	14	24			"1639"	3	3.0
1640.1	13	1	1	1	1	500		50.0	1	3	4	2	4	2	2	2	1	459.0	1	2	0.0	5	0.0	1		3			0	2		" "	2		" "	2		" "	6				13	5			"1640.1"	3	3.0
1640.2	12	1	3	1	1	500		4.0	1	3	4	2	4	1	1	2	1	324.0	1	2	550.0	5	0.0	1		3			1	1	3	" "	2		" "	2		" "	1			200	12	5			"1640.2"	3	3.0
1641.0	14	36	1	1	1	1000		30.0	0	3	1	2	1	1	2	2	1	324.0	1	2	350.0	6	0.0	1		3			1	1	1	" "	2		" "	2		" "	1			100	14	40			"1641"	3	3.0
1642.0	12	56	1	1	1	500		25.0	0	3	4	2	4	1	2	2	1	270.0	1	2	350.0	6	0.0	1		3			1	1	1	" "	2		" "	2		" "	1			70	13	0			"1642"	3	3.0
1643.0	10	5	1	1	1	4000		5.0	0	3	1	2	1	1	2	2	1	396.0	1	2	414.0	5	100.0	1		3			3	1	1	" "	1	2	" "	1	3	" "	6			300	10	12			"1643"	3	3.0
1644.1	12	21	1	1	1	1000		12.0	0	4	2	2	4	1	2	3	2	135.0	1	2	170.0	5	0.0	1		3			2	1	1	" "	1	4	" "	2		" "	6			150	12	26			"1644.1"	3	3.0
1644.2	14	5	3	1	2	1000		15.0	1	3	4	2	4	1	1	2	1	162.0	1	2	520.0	5	200.0	1		3			2	1	3	" "	2		" "	2		" "	6			100	14	15			"1644.2"	3	3.0
1645.0	10	11	1	1	1	1500		3.0	0	3	1	2	1	1	2	2	1	378.0	1	2	203.0	5	200.0	1		3			1	1	2	" "	2		" "	2		" "	6			100	10	15			"1645"	3	3.0
1646.0	11	22	1	1	1	2000		35.0	3	3	4	2	4	1	1	2	1	288.0	1	2	375.0	5	0.0	1		3			3	1	1	" "	1	2	" "	2		" "	6			150	11	27			"1646"	3	3.0
1648.0	12	22	2	1	1	3000		15.0	0	3	1	2	1	1	2	3	2	326.0	1	2	938.0	5	400.0	1		3			3	1	2	" "	1	4	" "	2		" "	6			200	12	26			"1648"	3	3.0
1649.0	14	41	1	1	1	15000		2.0	0	3	1	2	1	1	5	2	1	607.0	1	2	450.0	5	400.0	1		3			4	1	1	" "	1	2	" "	1	6	" "	6			600	14	45			"1649"	3	3.0
1650.0	12	31	1	1	1	2000		16.0	0	3	4	2	4	3	3	2	2	621.0	1	3	337.0	5	0.0	1		3			2	1	1	" "	2		" "	2		" "	6			250	12	36			"1650"	3	3.0
1651.0	12	16	1	1	1	2000		30.0	0	3	2	2	4	2	3	2	1	540.0	1	2	495.0	5	700.0	1		3			4	1	1	" "	1	6	" "	1	7	" "	1			300	12	20			"1651"	3	3.0
1652.0	13	21	1	1	1	2000		15.0	0	3	1	2	1	1	6	2	1	486.0	1	2	380.0	5	0.0	1		3			4	2		" "	1	2	" "	1	8	" "	6			200	13	24			"1652"	3	3.0
1653.0	11	16	1	1	1	500		10.0	0	3	2	2	1	1	1	2	1	324.0	1	2	500.0	5	500.0	1		3			2	1	1	" "	1	2	" "	2		" "	6			200	11	20			"1653"	3	3.0
1654.0	11	31	2	1	1	500		15.0	0	3	4	2	4	1	2	2	1	324.0	1	2	250.0	6	0.0	1		3			2	1	2	" "	1	4	" "	2		" "	1	4		70	11	36			"1654"	3	3.0
1655.0	12	11	3	1	1	300		30.0	1	3	4	2	4	1	1	2	1	162.0	1	2	250.0	6	0.0	1		3			3	1	3	" "	1	4	" "	1	5	" "	1			100	12	15			"1655"	3	3.0
1656.0	15	46	1	1	1	500		50.0	1	3	4	2	4	1	2	2	1	216.0	1	2	0.0	5	0.0	1		3			2	2		" "	2		" "	2		" "	6			0	15	50			"1656"	3	3.0
1657.1	11	11	1	1	1	500		9.0	0	3	1	1	1	1	1	2	1	162.0	1	2	200.0	5	100.0	1		3			1	1	1	" "	2		" "	2		" "	1			50	11	14			"1657.1"	3	3.0
1657.2	15	41	6	1	1	1000		10.0	0	3	1	1	4	1	1	2	1	135.0	1	2	350.0	6	0.0	1		3			0	1	6	" "	2		" "	2		" "	6			50	15	45			"1657.2"	3	3.0
1658.0	11	56	1	1	1	2000		1.0	2	2	1	2	1	4	2	1		405.0	1	2	199.0	5	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			50	12	0			"1658"	3	3.0
1659.0	11	21	1	1	1	2000		5.0	1	3	4	1	1	1	2	2	1	540.0	1	2	800.0	5	100.0	1		3			4	1	1	" "	1	4	" "	1	2	" "	6			200	11	25			"1659"	3	3.0
1660.0	11	16	1	1	1	1000		25.0	0	3	4	2	4	1	3	2	1	135.0	1	2	150.0	6	100.0	1		3			2	1	1	" "	1	3	" "	2		" "	1			100	11	20			"1660"	3	3.0
1661.0	10	56	1	1	1	1000		40.0	0	4	4	2	4	1	1	3	2	180.0	1	2	800.0	5	0.0	1		3			2	1	1	" "	1	2	" "	2		" "	1			100	11	5			"1661"	3	3.0
1662.0	10	51	3	1	1	1000		30.0	0	4	4	2	4	1	2	2	1	135.0	1	2	115.0	5	0.0	1		3			1	1	3	" "	2		" "	2		" "	6			20	11	2			"1662"	3	3.0
1663.0	13	26	1	1	1	10000		15.0	0	3	1	1	1	1	5	2	1	576.0	1	2	1288.0	5	100.0	1		3			7	1	1	" "	1	5	" "	1	6	" "	1			1000	13	30			"1663"	3	3.0
1664.0	16	41	1	1	1	1000		30.0	0	3	2	2	1	1	2	2	1	351.0	1	2	1200.0	5	200.0	1		3			1	1	2	" "	2		" "	2		" "	6			100	16	45			"1664"	3	3.0
1665.0	10	21	2	1	1	1000		20.0	0	3	4	2	4	1	2	2	1	216.0	1	2	150.0	3	1100.0	1		3			2	1	2	" "	1	3	" "	2		" "	1			100	10	25			"1665"	3	3.0
1666.0	12	51	1	1	1	4000		20.0	0	3	1	2	1	1	2	2	1	720.0	1	2	460.0	3	400.0	1		3			3	1	1	" "	1	2	" "	2		" "	1			400	12	58			"1666"	3	3.0
1668.1	12	26	3	1	1	1000		0.0	0	3	4	2	4	1	2	2	1	405.0	1	2	650.0	5	200.0	1		3			3	1	3	" "	1	8	" "	2		" "	1			150	12	30			"1668.1"	3	3.0
1668.2	11	1	4	1	1	1000		20.0	0	3	1	2	4	1	3	2	1	405.0	1	2	500.0	5	300.0	1		3			1	1	4	" "	2		" "	2		" "	1			100	11	5			"1668.2"	3	3.0
1669.0	11	1	1	1	1	1000		15.0	0	3	2	2	4	1	3	2	1	360.0	1	2	200.0	5	0.0	1		3			2	1	1	" "	1	3	" "	2		" "	1			100	11	6			"1669"	3	3.0
1670.0	11	43	1	1	1	2000		20.0	0	4	4	2	4	1	1	2	1	216.0	1	2	460.0	5	0.0	1		3			2	1	1	" "	1	2	" "	2		" "	1			200	11	48			"1670"	3	3.0
1671.0	16	31	1	1	1	500		15.0	0	3	2	2	4	1	2	2	1	216.0	1	2	200.0	5	0.0	1		3			1	1	1	" "	2		" "	2		" "	1			50	16	35			"1671"	3	3.0
1672.0	12	51	1	1	1	3000		40.0	0	4	4	2	4	1	3	3	2	504.0	1	2	311.0	5	0.0	1		3			2	1	1	" "	1	2	" "	2		" "	1			220	12	58			"1672"	3	3.0
1673.0	12	31	1	1	1	3000		40.0	0	2	1	2	1	1	4	2	1	576.0	1	2	380.0	5	200.0	1		3			6	1	1	" "	1	3	" "	1	5	" "	4			500	12	38			"1673"	3	3.0
1674.0	11	31	1	1	1	1000		20.0	0	3	1	2	1	1	2	2	1	216.0	1	2	250.0	5	0.0	1		3			2	1	1	" "	1	2	" "	2		" "	1			50	11	35			"1674"	3	3.0
1675.0	12	50	1	1	1	2000		20.0	0	3	2	1	1	2	3	1		575.0	1	1	240.0	5	160.0	1		3			1	2		" "	1	5	" "	2		" "	1	4		100	12	54			"1675"	3	3.0
1676.0	11	33	2	1	1	1000		19.0	1	3	4	2	4	1	2	2	1	297.0	1	2	0.0	5	0.0	1		3			1	1	2	" "	2		" "	2		" "	6			30	11	38			"1676"	3	3.0
1677.0	11	1	1	1	1	3000		15.0	0	2	1	2	1	1	3	2	1	540.0	1	2	608.0	5	200.0	1		3			2	1	1	" "	1	2	" "	2		" "	4			200	11	5			"1677"	3	3.0
1678.0	20	11	3	1	1	1000		2.0	1	3	2	2	4	1	2	2	1	396.0	1	2	170.0	5	0.0	1		3			1	1	3	" "	2		" "	2		" "	1			150	20	15			"1678"	3	3.0
1679.2	10	51	4	1	1	2000		14.0	2	3	4	2	4	1	2	2	1	297.0	1	2	203.0	5	0.0	1		3			2	1	4	" "	1	6	" "	2		" "	4			7	10	55			"1679.2"	3	3.0
1680.0	12	16	1	1	1	500		40.0	0	3	4	2	4	1	1	2	1	216.0	1	2	215.0	5	0.0	1		3			1	1	1	" "	2		" "	2		" "	4			80	12	20			"1680"	3	3.0
1681.0	15	52	1	1	1	200		2.0	1	3	2	2	4	1	1	2	1	162.0	1	2	78.0	5	30.0	1		3			1	1	1	" "	2		" "	2		" "	6			80	16	1			"1681"	2	3.0
1682.0	10	58	1	1	2	1000		18.0	3	3	1	2	1	1	1	2	1	212.0	1	2	118.0	5	200.0	1		3			1	1	1	" "	2		" "	2		" "	1			150	11	10			"1682"	2	3.0
1683.0	12	35	1	1	3		2000	12.0	2	3	1	1	1	1	2	2	1	216.0	1	2	204.0	5	350.0	1		3			2	1	1	" "	1	2	" "	2		" "	1			200	12	42			"1683"	2	3.0
1684.0	13	8	1	1	1	1500		18.0	0	3	2	2	4	2	2	2	1	706.0	1	2	178.0	5	230.0	1		3			4	1	1	" "	1	3	" "	1	2	" "	1			250	13	13			"1684"	2	3.0
1685.0	15	36	1	1	1	200		5.0	0	3	2	2	4	1	1	2	1	202.0	1	3	239.0	5	0.0	1		3			2	1	1	" "	1	2	" "	2		" "	1			29	15	42			"1685"	2	3.0
1686.0	12	30	1	1	1	3000		30.0	3	3	1	2	1	1	2	2	1	364.0	1	2	600.0	5	530.0	1		3			1	1	1	" "	2		" "	2		" "	6			100	12	35			"1686"	2	3.0
1687.0	14	0	1	1	1	500		50.0	3	3	2	2	4	1	1	3	1	321.0	1	3	135.0	6	200.0	1		3			1	1	1	" "	2		" "	2		" "	1			500	14	10			"1687"	2	3.0
1688.0	12	48	1	1	1	400		30.0	2	3	2	2	4	1	1	2	1	283.0	1	2	340.0	5	300.0	1		3			1	1	1	" "	2		" "	2		" "	1			180	12	59			"1688"	2	3.0
1689.0	12	0	1	1	1	1000		30.0	2	3	2	2	4	2	3	2	1	495.0	1	2	260.0	5	300.0	1		3			2	1	1	" "	1	2	" "	2		" "	6			200	12	10			"1689"	2	3.0
1691.0	15	8	1	1	1	300		22.0	2	3	2	2	4	1	1	2	1	162.0	1	2	239.0	5	0.0	1		3			1	1	1	" "	1	3	" "	1	2	" "	1			320	15	22			"1691"	2	3.0
1693.0	11	46	1	1	1	300		2.0	0	3	2	2	4	1	2	2	1	198.0	1	2	140.0	6	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			100	11	51			"1693"	2	3.0
1694.0	16	57	1	1	1	300		20.0	0	3	2	2	4	1	3	2	1	360.0	1	2	187.0	5	100.0	1		3			2	1	1	" "	1	2	" "	2		" "	1			100	17	6			"1694"	2	3.0
1695.0	13	25	4	1	1	200		14.0	1	3	2	2	4	2	1	2	1	364.0	1	3	159.0	5	0.0	1		3			1	1	1	" "	2		" "	2		" "	1			100	13	38			"1695"	2	3.0
1696.0	15	0	1	1	1	5000		30.0	4	2	2	2	4	1	2	2	1	678.0	1	2	140.0	6	0.0	1		3			3	1	1	" "	1	2	" "	1	4	" "	1	4		1000	15	10			"1696"	2	3.0
1697.0	14	50	1	1	1	300		12.0	0	3	2	2	4	2	3	2	1	648.0	1	2	99.0	5	0.0	1		3			1	1	2	" "	2		" "	2		" "	1			100	14	55			"1697"	2	3.0
1698.0	15	3	2	1	1	300		16.0	1	3	2	2	4	1	2	2	1	504.0	1	2	150.0	5	160.0	1		3			1	1	2	" "	2		" "	2		" "	1			90	15	19			"1698"	2	3.0
1699.0	9	5	2	1	1	200		14.0	0	3	2	2	4	1	1	2	1	189.0	1	2	188.0	5	350.0	1		3			1	1	2	" "	2		" "	2		" "	1			320	9	10			"1699"	2	3.0
1700.0	14	32	1	1	1	1500		30.0	0	3	2	2	4	1	3	2	1	598.0	1	2	200.0	6	300.0	1		3			4	1	1	" "	1	4	" "	1	9	" "	1			600	14	42			"1700"	2	3.0
1701.0	15	20	1	1	1	1500		30.0	2	1	1	2	1	2	3	2	1	414.0	1	2	185.0	5	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			60	15	32			"1701"	2	3.0
1702.0	14	0	3	1	1	300		50.0	3	3	2	2	4	1	3	2	1	506.0	1	2	250.0	6	300.0	1		3			1	1	3	" "	2		" "	2		" "	6			100	14	10			"1702"	2	3.0
1703.0	10	55	4	1	1	200		10.0	0	4	9	2	4	1	1	2	1	162.0	1	2	238.0	5	0.0	1		3			1	1	2	" "	2		" "	2		" "	6			60	11	5			"1703"	2	3.0
1704.0	12	51	1	1	1	1000		30.0	1	2	2	2	1	2	3	2	1	540.0	1	2	600.0	5	740.0	1		3			4	1	1	" "	1	2	" "	1	3	" "	6			150	13	0			"1704"	2	3.0
1705.0	13	55	1	1	1	400		20.0	4	3	2	2	4	1	3	2	1	607.0	1	2	160.0	5	400.0	1		3			3	1	1	" "	1	2	" "	1	5	" "	6			200	14	5			"1705"	2	3.0
1706.0	15	15	1	1	1	200		9.0	2	4	2	2	4	1	1	2	1	270.0	1	2	420.0	5	520.0	1		3			1	1	1	" "	2		" "	2		" "	6			100	15	25			"1706"	2	3.0
1707.0	15	5	4	1	1	400		9.0	2	3	2	2	4	1	3	2	1	396.0	1	2	218.0	5	500.0	1		3			2	1	1	" "	1	2	" "	2		" "	1			300	15	15			"1707"	2	3.0
1708.1	17	25	1	1	1	100		50.0	3	4	2	2	4	1	1	2	1	148.0	1	2	80.0	5	600.0	1		3			1	1	1	" "	2		" "	2		" "	1			160	17	30			"1708.1"	2	3.0
1708.2	11	35	3	1	1	200		10.0	4	3	2	2	4	1	1	2	1	216.0	1	2	260.0	5	400.0	1		3			1	1	3	" "	2		" "	2		" "	6			150	11	35			"1708.2"	2	3.0
1709.0	14	0	4	1	1	300		30.0	2	3	2	2	4	1	1	2	1	405.0	1	2	105.0	5	500.0	1		3			2	1	4	" "	1	1	" "	2		" "	1			150	14	10			"1709"	2	3.0
1710.0	12	20	1	1	1	200		60.0	3	4	2	2	4	1	2	2	1	370.0	1	2	160.0	5	0.0	1		3			2	1	5	" "	1	3	" "	2		" "	1			200	12	30			"1710"	2	3.0
1711.0	11	5	1	1	1	1000		16.0	0	2	2	2	4	3	3	2	1	405.0	1	2	217.0	5	700.0	1		3			3	1	1	" "	1	3	" "	1	7	" "	1	4		700	11	15			"1711"	2	3.0
1712.0	10	35	1	1	1	300		20.0	3	4	2	2	4	1	1	2	1	202.0	1	2	120.0	5	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			40	10	42			"1712"	2	3.0
1713.0	17	0	1	1	1	500		8.0	9	3	2	2	4	1	1	2	1	216.0	1	2	248.0	5	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			100	17	10			"1713"	2	3.0
1714.0	14	12	1	1	1	1500		7.0	0	2	1	2	1	1	3	2	1	1026.0	1	2	245.0	5	700.0	1		3			2	1	1	" "	1	2	" "	2		" "	1			300	14	25			"1714"	2	3.0
1715.0	11	40	1	1	1	500		20.0	3	2	2	1	1	1	2	2	1	321.0	1	2	218.0	5	300.0	1		3			2	1	1	" "	1	3	" "	2		" "	6			200	11	41			"1715"	2	3.0
1716.0	13	30	1	1	1	100		13.0	3	5	6	2	4	1	3	2	1	247.0	2			6	0.0	4	600	3			1	1	1	" "	2		" "	2		" "	6			100	13	45			"1716"	2	3.0
1717.0	13	18	6	1	1	500		25.0	2	2	2	2	4	1	3	2	1	148.0	1	2	280.0	5	300.0	1		3			4	1	3	" "	1	4	" "	1	6	" "	6			100	13	25			"1717"	2	3.0
1718.0	11	50	2	1	1	3000		30.0	4	2	2	2	1	3	3	2	1	641.0	1	2	723.0	5	723.0	1		3			2	1	1	" "	1	2	" "	2		" "	1			100	12	1			"1718"	2	3.0
1719.0	12	35	3	1	1	500		20.0	1	3	2	2	4	2	2	1		324.0	1	2	218.0	5	100.0	1		3			2	1	3	" "	1	4	" "	2		" "	6			60	12	45			"1719"	2	3.0
1720.0	13	31	1	1	1	300		18.0	0	3	2	2	1	1	2	2	1	173.0	1	2	200.0	5	350.0	1		3			1	1	1	" "	2		" "	2		" "	1			150	13	40			"1720"	2	3.0
1721.0	15	1	2	1	1	500		30.0	5	3	2	2	4	1	2	2	1	405.0	1	2	115.0	6	0.0	1		3			1	1	2	" "	2		" "	2		" "	1			50	15	10			"1721"	2	3.0
1722.0	11	20	1	1	1	3000		16.0	0	2	1	2	1	2	3	2	1	726.0	1	2	358.0	5	400.0	1		3			2	1	1	" "	1	2	" "	2		" "	6			1000	14	30			"1722"	2	3.0
1723.0	17	0	3	1	1	300		10.0	0	4	6	2	4	1	3	2	1	607.0	1	2	607.0	6	0.0	1		3			2	1	3	" "	1	1	" "	2		" "	1			180	17	5			"1723"	2	3.0
1724.1	10	25	1	1	1	200		8.0	3	2	2	2	4	1	1	2	1	90.0	1	2	58.0	5	0.0	1		3			1	1	1	" "	2		" "	2		" "	1			80	10	35			"1724.1"	2	3.0
1724.2	16	5	3	1	1	200		3.0	2	2	6	2	4	1	1	2	1	209.0	1	2	58.0	5	0.0	1		3			1	1	3	" "	2		" "	2		" "	6			50	16	12			"1724.2"	2	3.0
1724.3	12	15	4	1	1	200		12.0	2	3	2	2	4	1	1	2	1	216.0	1	2	150.0	5	0.0	1		3			1	1	4	" "	1	8	" "	2		" "	1			250	12	22			"1724.3"	2	3.0
1725.0	13	20	1	1	1	300		11.0	1	2	2	2	4	1	1	2	1	202.0	1	2	78.0	5	0.0	1		3			2	1	1	" "	1	2	" "	2		" "	6			90	13	30			"1725"	2	3.0
1726.0	14	45	4	1	1	300		9.0	4	3	2	2	4	1	1	2	1	450.0	1	2	148.0	5	400.0	1		3			2	1	1	" "	1	4	" "	2		" "	6			120	15	0			"1726"	2	3.0
1727.0	14	43	1	1	1	1000		1.0	1	2	2	2	4	1	3	2	1	220.0	1	2	500.0	5	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			100	14	52			"1727"	2	3.0
1728.0	12	13	3	1	1	500		18.0	2	2	1	2	1	1	3	2	1	405.0	1	2	78.0	5	0.0	1		3			1	1	3	" "	2		" "	2		" "	6			200	12	22			"1728"	2	3.0
1729.1	18	8	1	1	1	200		2.0	0	2	2	2	4	1	1	2	1	220.5	1	2	37.0	5	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			100	18	17			"1729.1"	2	3.0
1729.2	11	13	4	1	1	600		2.0	0	3	2	2	4	1	3	2	1	382.5	1	2	320.0	5	0.0	1		3			1	1	4	" "	2		" "	2		" "	1			140	11	20			"1729.2"	2	3.0
1730.0	12	40	1	1	1	300		20.0	1	3	2	2	4	2	3	2	1	472.0	1	2	104.0	6	0.0	1		3			2	1	1	" "	1	4	" "	2		" "	1			150	12	50			"1730"	2	3.0
1731.0	15	50	3	1	1	500		15.0	2	3	1	2	1	1	1	2	1	396.0	1	2	466.0	5	0.0	1		3			3	1	1	" "	1	3	" "	1	4	" "	1			150	15	58			"1731"	2	3.0
1732.0	15	10	3	1	1	400		5.0	1	2	2	2	1	2	4	2	1	441.0	1	2	200.0	5	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			100	15	22			"1732"	2	3.0
1733.0	9	16	2	1	1	1000		16.0	0	2	1	2	1	1	3	2	1	567.0	1	2	100.0	6	600.0	1		3			2	1	1	" "	1	2	" "	2		" "	1			1000	9	25			"1733"	2	3.0
1735.0	13	27	1	1	1	200		8.0	3	3	2	2	4	1	3	2	1	283.0	1	2	86.0	5	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			80	13	36			"1735"	2	3.0
1736.0	15	31	1	1	1	300		23.0	2	3	2	2	4	2	3	2	1	388.0	1	2	108.0	5	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			50	15	42			"1736"	2	3.0
1737.0	11	10	1	1	1	300		20.0	3	2	2	2	4	1	1	2	1	283.0	1	2	218.0	5	0.0	1		3			1	1	1	" "	2		" "	2		" "	1			120	11	15			"1737"	2	3.0
1738.0	14	44	1	1	1	300		10.0	0	3	2	2	4	2	2	2	1	441.0	1	2	180.0	5	0.0	1		3			2	1	3	" "	1	7	" "	2		" "	6			120	14	53			"1738"	2	3.0
1739.1	15	42	1	1	1	300		25.0	4	3	2	2	4	1	2	2	1	382.0	1	2	180.0	5	0.0	1		3			2	1	1	" "	1	2	" "	2		" "	6			150	15	53			"1739.1"	2	3.0
1739.2	14	28	5	1	1	200		10.0	2	2	2	2	4	1	1	2	1	135.0	1	2	58.0	5	0.0	1		3			0	2		" "	2		" "	2		" "	7			0	13	40			"1739.2"	2	3.0
1740.0	16	40	1	1	1	300		15.0	1	3	2	2	4	1	2	2	1	220.5	1	2	37.0	5	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			20	16	11			"1740"	2	3.0
1741.0	15	10	1	1	1	2000		10.0	1	3	2	2	4	1	3	2	1	378.0	1	2	140.0	6	0.0	1		3			1	1	2	" "	2		" "	2		" "	6			100	15	20			"1741"	3	3.0
1742.0	14	40	1	1	1	200		12.0	0	3	2	2	4	1	1	3	2	162.0	1	2	420.0	6	0.0	1		3			1	1	3	" "	2		" "	2		" "	6			150	14	50			"1742"	3	3.0
1743.1	15	25	1	1	1	1500		10.0	1	2	2	2	4	2	3	2	1	432.0	1	2	200.0	6	600.0	1		3			3	1	1	" "	1	4	" "	1	6	" "	6			300	15	32			"1743.1"	3	3.0
1743.2	12	35	3	1	1	1000		7.0	1	1	2	2	4	1	1	2	1	162.0	1	2	2900.0	6	400.0	1		3			1	1	3	" "	2		" "	2		" "	4			150	13	45			"1743.2"	3	3.0
