a01	stime_h_q	stime_m_q	res_id_q	consent_q	q_01	q_02	q_03	q_04	q_05	q_06	q_07	q_08	q_09	q_10	q_11	q_11b	q_11c	q_12	q_13	q_14	q_15	q_16	q_17	q_18	q_19	q_19a	q_19b	q_19c	q_20	q_20a	q_20a_2	q_20a_3	q_20b	q_20b_2	q_20b_3	q_20c	q_20c_2	q_20c_3	q_20d_1	q_20d_2	q_20d_3	q_21	etime_h_q	etime_m_q	flag_q_20b_3	flag_q_20c_3	hhid2	hh_type	round
4299.0	12	30	1	1	1	500		30.0	0	3	2	2	4	1	2	1		708.0	2			8	0.0	3	0	3			1	1	1	" "	2		" "	2		" "	6			60	12	40			"4299"	2	3.0
4300.0	15	0	1	1	1	500		40.0	0	2	1	2	1	1	1	2	1	180.0	2			5	0.0	3	0	3			1	1	1	" "	2		" "	2		" "	6			50	15	10			"4300"	2	3.0
4301.0	11	45	1	1	1	500		15.0	4	3	2	2	4	1	2	2	1	360.0	1	2	158.0	5	250.0	1		3			2	1	1	" "	1	2	" "	2		" "	1			300	11	50			"4301"	2	3.0
4302.0	15	32	2	1	1	1500		2.0	1	3	1	2	1	1	2	2	1	405.0	1	3	400.0	5	150.0	1		3			2	1	2	" "	1	4	" "	2		" "	1			100	16	15	1		"4302"	2	3.0
4303.0	10	35	1	1	3		1500	4.0	0	3	2	2	4	1	1	2	1	135.0	1	2	300.0	5	460.0	1		3			1	1	1	" "	2		" "	2		" "	6			120	10	39			"4303"	2	3.0
4304.0	16	39	1	1	1	600		11.0	2	3	2	2	4	1	2	2	1	445.0	2			5	0.0	3	20	3			2	1	1	" "	1	2	" "	2		" "	1			300	16	45			"4304"	2	3.0
4305.0	15	41	3	1	1	2000		4.0	0	1	1	1	1	1	3	2	1	2016.0	1	3	447.0	5	100.0	1		3			2	1	3	" "	1	1	" "	2		" "	1			250	15	56			"4305"	2	3.0
4306.0	17	11	2	1	1	600		3.0	0	3	2	2	4	1	3	2	1	495.0	2			5	200.0	3	0	3			2	1	2	" "	1	3	" "	2		" "	1			300	17	16			"4306"	2	3.0
4307.0	10	48	1	1	1	2000		30.0	7	2	3	2	1	1	2	1		567.0	1	2	249.0	5	0.0	1		3			2	1	3	" "	2		" "	2		" "	1			300	10	59			"4307"	2	3.0
4308.0	16	10	1	1	1	4000		35.0	0	2	1	2	4	1	3	2	1	526.0	1	2	723.0	5	0.0	1		3			3	1	4	" "	2		" "	2		" "	1	4		400	16	20			"4308"	2	3.0
4309.0	10	36	2	1	1	1000		10.0	4	2	2	2	4	1	3	2	1	688.0	1	2	215.0	5	200.0	1		3			2	1	1	" "	1	4	" "	2		" "	6			120	10	48			"4309"	2	3.0
4310.0	14	3	1	1	1	1000		10.0	4	3	2	2	4	1	2	2	1	346.0	1	2	100.0	5	0.0	1		3			1	1	3	" "	2		" "	2		" "	1			100	14	10			"4310"	2	3.0
4311.0	10	46	1	1	1	2500		30.0	0	2	2	2	4	1	4	2	1	898.0	1	2	900.0	5	660.0	1		3			8	1	1	" "	1	6	" "	1	3	" "	1			600	10	52			"4311"	2	3.0
4312.0	17	14	1	1	1	3000		5.0	0	2	2	2	1	1	3	2	1	1089.0	1	2	679.0	5	0.0	1		3			4	1	1	" "	1	2	" "	1	4	" "	1			300	17	15			"4312"	2	3.0
4313.0	15	25	1	1	1	500		1.0	0	3	2	2	4	1	2	2	1	216.0	1	3	300.0	9	0.0	1		3			2	1	3	" "	1	4	" "	2		" "	6			100	15	40			"4313"	2	3.0
4314.0	12	26	1	1	1	2000		20.0	0	3	2	2	4	1	2	1		148.0	1	2	98.0	5	0.0	1		3			1	2		" "	1	2	" "	2		" "	6			50	12	30			"4314"	2	3.0
4315.0	15	0	2	1	1	2000		38.0	4	2	2	2	4	1	1	3	2	108.0	1	2	123.0	5	0.0	1		3			1	1	2	" "	2		" "	2		" "	6			300	15	15			"4315"	2	3.0
4316.0	14	31	1	1	1	500		26.0	2	2	2	2	4	1	1	3	1	468.0	1	3	150.0	5	0.0	1		3			2	1	1	" "	1	2	" "	2		" "	1			50	14	42			"4316"	2	3.0
4318.0	14	10	1	1	1	500		5.0	3	4	2	2	4	1	1	1		297.0	1	2	250.0	6	0.0	1		3			0	2		" "	2		" "	2		" "	7			0	14	20			"4318"	2	3.0
4319.1	13	31	2	1	1	1000		14.0	2	3	2	2	4	1	2	2	1	526.0	1	2	325.0	5	100.0	1		3			1	1	2	" "	2		" "	2		" "	6			200	13	40			"4319.1"	2	3.0
4319.2	13	0	10	1	1	1000		14.0	2	3	2	2	4	1	1	2	1	364.5	1	2	325.0	5	100.0	1		3			2	1	10	" "	1	8	" "	2		" "	6			500	13	10	1		"4319.2"	2	3.0
4320.0	12	15	1	1	1	2500		4.0	0	1	1	1	1	1	2	2	1	480.0	1	2	440.0	5	350.0	1		3			2	1	1	" "	1	2	" "	2		" "	1			250	12	35			"4320"	2	3.0
4321.0	12	51	5	1	1	3000		20.0	5	1	2	2	4	1	3	2	1	770.0	1	2	225.0	5	224.0	1		3			1	1	5	" "	2		" "	2		" "	1			180	12	57			"4321"	2	3.0
4322.0	12	10	3	1	1	1500		10.0	1	2	2	2	4	1	2	2	1	742.5	1	2	1100.0	3	700.0	1		3			2	1	3	" "	1	6	" "	2		" "	1			50	12	16			"4322"	2	3.0
4323.0	12	31	2	1	2	1200		18.0	0	3	2	2	4	1	2	2	1	315.0	1	2	118.0	5	190.0	1		3			1	1	1	" "	2		" "	2		" "	6			50	12	40			"4323"	2	3.0
4324.0	14	7	3	1	1	3000		5.0	0	2	2	2	4	1	6	2	1	765.0	1	2	200.0	5	0.0	1		3			3	1	1	" "	1	3	" "	1	4	" "	1			700	14	14			"4324"	2	3.0
4325.0	12	16	2	1	1	600		23.0	7	3	2	2	4	1	2	2	1	297.0	1	2	159.0	5	0.0	1		3			2	1	2	" "	1	4	" "	2		" "	1			70	12	21			"4325"	2	3.0
4326.0	12	15	2	1	1	1000		23.0	7	2	1	2	1	1	3	2	1	850.0	1	3	368.0	5	400.0	1		3			3	1	1	" "	1	2	" "	1	6	" "	1			100	12	20			"4326"	2	3.0
4327.0	9	46	3	1	1	800		10.0	0	2	2	2	4	1	4	2	1	630.0	1	3	300.0	9	0.0	1		3			1	1	4	" "	2		" "	2		" "	6			100	9	50			"4327"	2	3.0
4328.0	12	41	1	1	1	2000		40.0	2	2	2	2	4	1	4	2	1	432.0	1	2	164.0	9	150.0	1		3			1	2		" "	1	2	" "	1	4	" "	1			150	12	50			"4328"	2	3.0
4329.0	13	2	1	1	1	3000		13.0	1	2	1	2	4	1	4	2	1	648.0	1	2	565.0	3	800.0	1		3			2	1	1	" "	1	2	" "	2		" "	1			250	13	13			"4329"	2	3.0
4330.0	15	3	1	1	1	1500		12.0	2	2	1	2	1	1	2	2	1	675.0	1	3	800.0	5	0.0	1		3			1	1	1	" "	2		" "	2		" "	1			100	15	10			"4330"	2	3.0
4331.0	11	33	1	1	1	2000		10.0	2	3	2	2	4	1	2	2	1	378.0	1	3	546.0	5	50.0	1		3			2	1	1	" "	1	2	" "	2		" "	1			50	11	40			"4331"	2	3.0
4332.0	12	15	1	1	1	7200		3.0	0	2	1	2	1	1	4	2	1	900.0	1	2	767.0	3	450.0	1		3			2	1	1	" "	1	3	" "	2		" "	1			200	12	21			"4332"	2	3.0
4333.0	12	6	1	1	1	500		17.0	2	3	2	2	4	2	2	3	2	891.0	1	3	505.0	9	0.0	1		3			2	1	1	" "	1	2	" "	2		" "	6			30	12	11	1		"4333"	2	3.0
4334.0	13	1	1	1	1	1500		17.0	2	2	2	2	4	1	3	2	1	472.0	1	3	600.0	6	0.0	1		3			3	2		" "	1	2	" "	1	3	" "	6			100	13	7			"4334"	2	3.0
4335.0	12	26	1	1	1	1000		1.0	0	2	2	2	1	1	1	2	1	216.0	1	2	100.0	5	300.0	1		3			1	1	2	" "	2		" "	2		" "	6			100	12	29			"4335"	2	3.0
4336.0	11	39	1	1	1	1000		30.0	4	3	2	2	4	1	2	3	2	486.0	1	2	105.0	5	0.0	1		3			0	2		" "	2		" "	2		" "	7			0	11	45			"4336"	2	3.0
4337.0	12	32	1	1	1	3000		6.0	0	1	1	1	1	1	4	2	1	704.0	1	2	700.0	5	300.0	1		3			6	1	1	" "	1	2	" "	1	4	" "	1			1000	12	37			"4337"	2	3.0
4338.0	13	42	1	1	1	2000		10.0	0	3	2	2	4	1	2	2	1	468.0	1	2	230.0	5	800.0	1		3			1	1	1	" "	2		" "	2		" "	1			150	13	46			"4338"	2	3.0
4339.0	16	50	1	1	2	1000		25.0	2	2	2	2	4	1	3	2	1	720.0	1	2	78.0	5	0.0	1		3			2	1	1	" "	2		" "	2		" "	6			180	16	57			"4339"	2	3.0
4340.0	12	21	1	1	1	1000		5.0	2	3	2	2	4	1	2	2	1	459.0	1	2	98.0	5	0.0	1		3			1	1	3	" "	2		" "	2		" "	6			100	12	27			"4340"	2	3.0
4341.0	14	41	1	1	1	600		11.0	3	3	2	2	4	1	3	2	1	540.0	1	3	149.0	5	0.0	1		3			2	1	1	" "	1	4	" "	2		" "	1			200	14	48			"4341"	2	3.0
4342.0	14	25	1	1	1	2000		12.0	0	1	2	2	4	1	5	2	1	792.0	1	2	381.0	5	0.0	1		3			6	1	1	" "	2		" "	2		" "	1	4		1000	14	30			"4342"	2	3.0
4343.0	11	56	1	1	1	400		10.0	1	4	2	2	4	1	2	2	1	297.0	1	3	98.0	6	0.0	1		3			1	1	1	" "	2		" "	2		" "	1			60	12	5			"4343"	2	3.0
4344.0	14	5	1	1	1	1000		15.0	0	3	2	2	4	1	2	2	1	297.0	1	1	318.0	5	0.0	1		3			1	1	1	" "	2		" "	2		" "	1			80	14	12			"4344"	2	3.0
4345.0	11	36	1	1	1	1500		43.0	0	2	2	2	4	1	2	2	1	765.0	1	2	180.0	5	100.0	1		3			1	1	1	" "	2		" "	2		" "	6			20	11	40			"4345"	2	3.0
4346.0	13	6	2	1	1	800		10.0	1	3	2	2	4	1	3	2	1	600.0	1	3	450.0	5	500.0	1		3			3	1	1	" "	1	2	" "	1	3	" "	1			500	13	10			"4346"	2	3.0
4347.0	14	2	3	1	1	1000		11.0	4	2	2	2	4	1	2	2	1	573.75	1	2	57.0	5	0.0	1		3			1	1	3	" "	2		" "	2		" "	6			100	14	10			"4347"	2	3.0
4349.0	16	5	1	1	1	1500		35.0	3	3	1	2	1	1	3	2	1	504.0	1	2	250.0	5	312.0	1		3			1	1	1	" "	2		" "	2		" "	6			50	16	8			"4349"	2	3.0
4350.0	14	51	1	1	1	600		2.0	1	3	2	2	4	1	2	2	1	486.0	1	2	170.0	5	0.0	1		3			3	1	1	" "	1	2	" "	2		" "	7			100	15	1			"4350"	2	3.0
4351.0	12	36	3	1	1	2500		4.0	0	2	1	2	4	1	3	2	1	684.0	1	2	181.0	5	200.0	1		3			2	1	3	" "	1	4	" "	2		" "	7			250	12	40			"4351"	2	3.0
4352.0	11	42	1	1	1	300		10.0	1	3	2	2	4	1	3	2	1	324.0	2			6	0.0	4	70	3			2	1	3	" "	1	4	" "	2		" "	1			300	11	48			"4352"	2	3.0
4353.0	14	52	3	1	1	500		11.0	0	3	2	2	1	1	5	2	1	567.0	1	2	118.0	5	0.0	1		3			4	1	3	" "	1	7	" "	1	5	" "	1	4		400	15	4			"4353"	2	3.0
4354.0	12	21	1	1	1	1200		3.0	4	2	2	2	4	1	3	2	1	272.0	1	2	138.0	5	0.0	1		3			2	1	1	" "	1	2	" "	2		" "	1			500	12	27			"4354"	2	3.0
4355.0	16	50	1	1	1	500		1.0	0	3	2	2	3	1	2	1		270.0	1	3	120.0	6	0.0	1		3			1	1	1	" "	2		" "	2		" "	1			60	16	54			"4355"	2	3.0
4356.0	14	1	1	1	1	500		12.0	0	3	2	2	4	1	3	2	1	405.0	1	3	100.0	6	0.0	1		3			2	1	2	" "	1	3	" "	2		" "	4			200	14	10			"4356"	2	3.0
4357.0	13	45	1	1	1	1500		15.0	2	2	2	2	4	1	3	2	1	247.5	1	2	466.0	6	200.0	1		3			2	1	1	" "	1	2	" "	2		" "	4			200	14	0			"4357"	2	3.0
4358.0	13	50	2	1	1	800		18.0	0	3	2	2	4	1	3	3	2	720.0	1	3	278.0	9	50.0	1		3			2	1	1	" "	1	2	" "	2		" "	1			100	14	0			"4358"	2	3.0
4359.0	14	22	1	1	1	500		7.0	0	2	2	2	4	1	1	1		378.0	1	2	120.0	5	0.0	1		3			1	2		" "	1	2	" "	2		" "	4			50	14	32			"4359"	2	3.0
4360.0	12	31	1	1	1	1000		48.0	4	3	2	2	4	1	3	2	1	576.0	1	2	300.0	5	120.0	1		3			1	1	4	" "	2		" "	2		" "	1			350	12	40			"4360"	2	3.0
4361.0	15	48	1	1	1	2000		100.0	10	2	2	2	4	1	3	2	1	436.0	1	3	118.0	9	0.0	1		3			3	2		" "	1	4	" "	1	3	" "	1	4		1000	16	0			"4361"	2	3.0
4362.0	16	52	1	1	1	500		5.0	0	1	2	2	4	1	2	2	1	383.0	1	3	118.0	9	0.0	1		3			1	1	1	" "	2		" "	2		" "	4			110	17	5			"4362"	2	3.0
4363.0	14	16	1	1	1	2000		5.0	0	2	1	2	4	1	3	2	1	504.0	1	2	12000.0	5	200.0	1		3			3	1	4	" "	1	1	" "	1	5	" "	1			750	14	23		1	"4363"	2	3.0
4364.0	13	42	1	1	1	1200		30.0	0	1	2	2	1	2	3	2	1	711.0	1	2	3175.0	9	200.0	1		3			2	2		" "	1	2	" "	1	4	" "	1			350	13	54			"4364"	2	3.0
4366.0	14	36	1	1	1	1000		5.0	5	3	3	2	4	1	3	2	1	486.0	1	2	98.0	9	150.0	1		3			2	1	1	" "	1	2	" "	2		" "	6			80	14	43			"4366"	2	3.0
4368.0	15	10	1	1	1	1500		5.0	8	1	1	2	1	1	4	2	1	805.0	1	2	870.0	9	0.0	1		3			3	1	1	" "	1	2	" "	1	6	" "	1			250	15	16		1	"4368"	2	3.0
4369.0	13	31	4	1	1	2000		20.0	5	3	3	2	4	1	3	2	1	441.0	1	2	58.0	9	0.0	1		3			2	1	4	" "	1	2	" "	2		" "	6			150	13	36			"4369"	2	3.0
4370.0	16	29	4	1	3		300	10.0	2	4	3	2	4	1	1	2	1	108.0	1	2	58.0	5	470.0	1		3			1	1	4	" "	2		" "	2		" "	1			30	16	36			"4370"	2	3.0
4371.0	16	25	1	1	1	500		8.0	2	3	2	2	4	1	3	2	1	459.0	1	3	57.0	9	0.0	1		3			2	1	1	" "	1	2	" "	2		" "	1			40	16	32			"4371"	2	3.0
4372.0	14	51	1	1	1	500		25.0	2	3	3	2	4	1	3	2	1	378.0	1	2	78.0	9	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			60	15	0			"4372"	2	3.0
4373.0	12	38	2	1	1	500		18.0	0	3	2	2	4	1	2	1		574.0	1	2	57.0	9	0.0	1		3			1	1	2	" "	2		" "	2		" "	1			40	12	55			"4373"	2	3.0
4374.0	12	20	1	1	1	100		18.0	0	3	4	2	4	1	1	1		180.0	1	3	140.0	9	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			30	12	32			"4374"	2	3.0
4375.0	15	6	1	1	1	800		25.0	0	3	3	2	4	1	3	2	1	439.0	1	3	57.0	9	80.0	1		3			1	1	1	" "	2		" "	2		" "	1			50	15	12			"4375"	2	3.0
4376.0	16	21	2	1	1	2000		40.0	2	1	1	2	1	1	5	2	1	898.0	1	3	160.0	3	200.0	1		3			1	1	2	" "	2		" "	2		" "	1			50	16	27			"4376"	2	3.0
4377.1	14	56	1	1	1	1000		30.0	2	2	3	2	4	1	1	2	1	576.0	1	2	57.0	9	0.0	1		3			0	2		" "	2		" "	2		" "	7			0	15	0			"4377.1"	2	3.0
4377.2	15	46	3	1	2	1000		30.0	3	2	3	2	4	1	1	2	1	576.0	1	2	50.0	5	0.0	1		3			1	1	3	" "	2		" "	2		" "	1			309	15	51			"4377.2"	2	3.0
4378.0	14	32	1	1	1	1000		18.0	0	2	2	2	4	1	2	2	1	284.0	1	2	108.0	9	0.0	1		3			2	1	2	" "	1	3	" "	2		" "	4			150	14	55			"4378"	2	3.0
4379.0	17	1	1	1	1	500		2.0	3	1	2	2	4	1	2	2	1	324.0	1	2	268.0	5	0.0	1		3			1	1	1	" "	2		" "	2		" "	1			50	17	8			"4379"	2	3.0
4380.0	13	11	1	1	1	500		40.0	1	3	3	2	4	1	2	3	2	270.0	1	2	105.0	9	0.0	1		3			1	2		" "	1	2	" "	2		" "	6			20	13	16			"4380"	2	3.0
4381.0	12	32	1	1	1	500		8.0	3	3	6	2	4	1	1	2	1	337.0	1	2	100.0	9	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			400	12	41			"4381"	3	3.0
4382.0	12	0	2	1	1	500		20.0	0	3	4	2	4	2	2	2	1	337.5	1	2	135.0	9	0.0	1		3			1	1	4	" "	2		" "	2		" "	1			80	12	10			"4382"	3	3.0
4383.0	14	10	1	1	1	700		3.0	0	2	1	2	4	1	2	2	1	324.0	1	2	120.0	5	0.0	1		3			2	1	1	" "	2		" "	2		" "	1			120	14	20			"4383"	3	3.0
4384.0	10	43	4	1	1	1000		8.0	0	2	1	2	4	1	3	2	1	540.0	1	2	105.0	9	0.0	1		3			2	1	3	" "	1	4	" "	2		" "	6			50	10	51			"4384"	3	3.0
4385.0	9	36	1	1	1	1000		3.0	0	2	1	2	4	1	2	2	1	450.0	1	2	100.0	9	0.0	1		3			1	1	4	" "	2		" "	2		" "	2			40	9	46			"4385"	3	3.0
4386.0	14	20	1	1	1	1000		1.0	0	2	1	2	4	1	2	2	1	425.25	1	2	60.0	6	0.0	1		3			2	1	1	" "	1	2	" "	2		" "	1			120	14	30			"4386"	3	3.0
4387.0	13	0	1	1	1	1500		25.0	0	2	4	2	4	2	2	2	1	675.0	1	2	300.0	5	0.0	1		3			2	1	1	" "	1	3	" "	2		" "	6			100	13	5			"4387"	3	3.0
4388.0	11	50	1	1	1	400		6.0	0	4	2	2	4	2	1	3	2	265.5	1	2	175.0	5	0.0	1		3			2	1	1	" "	2		" "	2		" "	6			50	12	0			"4388"	3	3.0
4389.0	16	21	2	1	1	1000		9.0	1	2	1	2	4	1	2	2	1	360.0	1	2	59.0	1		1		3			2	1	1	" "	1	2	" "	2		" "	1			300	16	27			"4389"	3	3.0
4390.0	12	50	1	1	1	600		3.0	0	3	4	2	4	2	3	2	1	504.0	2			9	0.0	4	50	3			3	1	1	" "	2		" "	2		" "	6			200	13	0			"4390"	3	3.0
4391.0	14	1	3	1	1	300		20.0	0	3	4	2	4	2	3	2	1	342.0	1	2	175.0	6	0.0	1		3			2	1	3	" "	1	5	" "	2		" "	2			120	14	12			"4391"	3	3.0
4392.0	13	45	1	1	1	300		23.0	3	2	1	2	4	2	2	2	1	315.0	1	2	332.0	9	0.0	1		3			3	1	1	" "	1	2	" "	1	3	" "	1			500	13	52			"4392"	3	3.0
4393.0	13	20	1	1	1	1000		0.0	2	3	1	1	4	1	1	2	1	360.0	1	2	289.0	3	1000.0	1		3			1	1	1	" "	1	2	" "	2		" "	1			200	13	30			"4393"	3	3.0
4394.1	13	10	1	1	1	1000		4.0	1	2	1	2	4	1	2	2	1	222.0	1	2	250.0	5	200.0	1		3			2	1	1	" "	2		" "	2		" "	6			100	13	20			"4394.1"	3	3.0
4394.2	12	20	4	1	1	600		7.0	1	2	1	2	4	1	1	2	1	180.0	1	2	96.0	9	0.0	1		3			2	1	4	" "	2		" "	2		" "	4			150	12	30			"4394.2"	3	3.0
4395.0	13	22	1	1	1	500		8.0	0	2	1	2	4	1	3	2	1	576.0	1	2	140.0	9	0.0	1		3			1	1	2	" "	2		" "	2		" "	6			60	13	28			"4395"	3	3.0
4396.0	15	50	1	1	1	1000		1.0	0	2	1	2	4	1	2	2	1	360.0	1	2	186.0	9	0.0	1		3			2	1	1	" "	1	3	" "	2		" "	1			200	16	0			"4396"	3	3.0
4397.0	13	10	1	1	1	800		1.0	1	2	1	2	4	1	2	2	1	450.0	1	2	96.0	5	0.0	1		3			2	1	1	" "	1	2	" "	2		" "	1			50	13	20			"4397"	3	3.0
4398.0	11	59	1	1	1	1000		5.0	1	1	1	2	1	1	4	2	1	630.0	1	2	850.0	9	0.0	1		3			2	1	1	" "	1	3	" "	2		" "	4			200	12	10			"4398"	3	3.0
4399.0	14	35	1	1	1	1500		15.0	1	2	1	2	4	1	1	2	1	360.0	1	2	155.0	5	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			150	14	42			"4399"	3	3.0
4400.0	13	40	1	1	1	1000		10.0	0	2	1	2	1	1	2	2	1	540.0	1	2	174.0	5	0.0	1		3			3	1	1	" "	1	2	" "	1	3	" "	4			250	13	50			"4400"	3	3.0
4401.0	15	30	1	1	1	1000		3.0	0	2	4	2	4	1	1	2	1	162.0	1	2	127.0	6	0.0	1		3			1	1	2	" "	2		" "	2		" "	6			100	15	38			"4401"	3	3.0
4402.0	15	1	1	1	1	600		19.0	0	3	4	2	1	1	2	2	1	243.0	2			6	0.0	4	140	3			2	1	1	" "	1	2	" "	2		" "	3			110	15	10			"4402"	3	3.0
4403.0	12	40	1	1	1	500		12.0	2	3	4	2	4	1	1	2	1	297.0	1	2	200.0	6	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			100	12	50			"4403"	3	3.0
4404.0	13	55	1	1	1	1000		6.0	3	2	1	2	4	1	1	2	1	360.0	1	2	200.0	6	0.0	1		3			2	1	1	" "	1	2	" "	2		" "	3			220	14	2			"4404"	3	3.0
4405.0	15	58	3	1	1	1000		13.0	0	3	2	2	4	2	2	2	1	274.5	1	2	130.0	6	0.0	1		3			2	1	1	" "	1	3	" "	2		" "	6			150	16	4			"4405"	3	3.0
4406.0	15	20	1	1	1	1500		6.0	0	2	1	2	4	1	3	2	1	472.5	1	2	333.0	5	0.0	1		3			3	1	1	" "	1	3	" "	1	2	" "	6			100	15	30			"4406"	3	3.0
4407.1	14	10	1	1	1	500		2.0	2	3	4	2	4	1	1	2	1	94.5	1	2	70.0	6	0.0	1		3			0	2		" "	2		" "	2		" "	7				14	20			"4407.1"	3	3.0
4407.2	10	42	3	1	1	500		2.0	2	3	4	2	4	1	1	2	1	78.75	1	2	120.0	6	0.0	1		3			1	1	3	" "	2		" "	2		" "	6			120	10	50			"4407.2"	3	3.0
4408.0	13	53	1	1	1	1000		1.0	0	2	1	2	4	2	1	2	1	439.0	1	2	250.0	6	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			300	13	59			"4408"	3	3.0
4409.0	14	1	1	1	1	500		44.0	0	3	4	2	4	1	2	2	1	108.0	2			6	0.0	4	60	3			1	1	1	" "	2		" "	2		" "	3			120	14	10			"4409"	3	3.0
4410.0	16	22	2	1	1	1000		35.0	1	2	4	2	4	1	2	2	1	315.0	1	2	250.0	6	0.0	1		3			1	1	3	" "	2		" "	2		" "	6			200	16	28			"4410"	3	3.0
4411.0	16	15	1	1	1	500		30.0	4	2	4	2	4	1	1	2	1	162.0	1	2	300.0	6	0.0	1		3			0	2		" "	2		" "	2		" "	7				16	23			"4411"	3	3.0
4412.0	12	49	1	1	1	1000		16.0	0	2	4	2	4	1	2	2	1	315.0	1	2	260.0	6	0.0	1		3			2	1	1	" "	1	3	" "	2		" "	1			250	12	54			"4412"	3	3.0
4414.0	12	25	1	1	1	700		4.0	0	2	4	2	4	1	2	3	2	720.0	2			6	0.0	4	50	3			1	1	1	" "	2		" "	2		" "	3			40	12	35			"4414"	3	3.0
4415.0	14	30	3	1	1	2000		4.0	0	2	4	2	4	1	3	2	1	900.0	1	2	230.0	6	0.0	1		3			3	1	3	" "	1	10	" "	2		" "	6			200	14	40			"4415"	3	3.0
4416.0	14	1	1	1	1	1000		3.0	2	2	1	1	1	1	3	2	1	445.5	1	2	157.0	6	0.0	1		3			1	1	1	" "	2		" "	2		" "	1			150	14	10			"4416"	3	3.0
4417.0	13	56	1	1	1	1500		4.0	0	2	1	2	4	1	3	2	1	576.0	1	2	270.0	6	0.0	1		3			5	1	1	" "	1	3	" "	1	6	" "	7			400	14	3			"4417"	3	3.0
4418.0	13	20	1	1	1	300		25.0	0	4	4	2	4	1	1	2	1	90.0	2			6	0.0	4	50	3			1	1	1	" "	2		" "	2		" "	3			50	13	40			"4418"	3	3.0
4419.0	14	20	1	1	1	1500		5.0	0	3	4	2	4	1	2	2	1	519.75	1	2	260.0	6	0.0	1		3			3	1	3	" "	1	4	" "	2		" "	6			200	14	30			"4419"	3	3.0
4420.0	12	40	1	1	1	1000		3.0	0	2	4	2	4	1	2	2	1	304.0	1	2	400.0	9	0.0	1		3			2	1	1	" "	1	3	" "	2		" "	1			200	12	44			"4420"	3	3.0
4421.1	11	53	1	1	1	500		35.0	2	2	4	2	4	1	1	2	1	189.0	1	2	300.0	9	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			100	12	2			"4421.1"	3	3.0
4421.2	12	15	5	1	1	500		10.0	2	2	4	2	4	1	1	2	1	189.0	1	2	200.0	9	0.0	1		3			1	1	5	" "	2		" "	2		" "	6			250	12	23			"4421.2"	3	3.0
4422.0	13	40	1	1	1	1000		20.0	0	2	4	2	4	1	3	2	1	425.0	1	2	150.0	5	0.0	1		3			2	1	1	" "	1	3	" "	2		" "	6			100	13	50			"4422"	3	3.0
4423.0	15	13	3	1	1	1500		26.0	0	2	4	2	4	1	3	2	1	450.0	1	2	137.0	6	0.0	1		3			2	1	3	" "	1	4	" "	2		" "	1	4		120	15	20			"4423"	3	3.0
4424.0	14	40	3	1	1	600		14.0	0	3	4	2	4	1	2	2	1	297.0	1	2	157.0	6	0.0	1		3			2	1	3	" "	1	4	" "	2		" "	1	2		160	14	50			"4424"	3	3.0
4425.0	11	50	1	1	1	800		20.0	0	3	4	2	4	1	2	2	1	346.5	1	2	100.0	5	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			200	12	0			"4425"	3	3.0
4426.0	14	0	1	1	1	1000		20.0	0	2	4	2	4	2	4	2	1	693.0	1	2	117.0	5	0.0	1		3			2	1	3	" "	1	4	" "	2		" "	1	4		130	14	10			"4426"	3	3.0
4427.0	15	58	1	1	1	500		20.0	3	2	4	2	4	1	1	2	1	222.75	1	2	300.0	6	0.0	1		3			2	1	1	" "	1	2	" "	2		" "	6			200	16	6			"4427"	3	3.0
4428.0	12	50	1	1	1	1000		40.0	3	3	4	2	4	1	2	2	1	135.0	1	2	110.0	1		1		3			2	1	1	" "	2		" "	2		" "	1			150	13	0			"4428"	3	3.0
4429.0	12	30	3	1	1	500		15.0	2	3	4	2	4	1	1	2	1	495.0	1	2	330.0	6	0.0	1		3			1	1	3	" "	2		" "	2		" "	1			90	12	40			"4429"	3	3.0
4430.0	14	30	1	1	1	500		29.0	4	3	4	2	4	1	1	2	1	222.75	1	2	220.0	5	500.0	1		3			2	1	1	" "	2		" "	2		" "	2			2000	14	40			"4430"	3	3.0
4431.0	11	38	2	1	1	400		5.0	2	2	4	2	4	1	1	2	1	216.0	1	2	80.0	9	0.0	1		3			1	1	2	" "	2		" "	2		" "	6			120	11	46			"4431"	3	3.0
4432.0	14	30	1	1	1	500		15.0	0	3	4	2	4	1	2	2	1	262.5	2			5	0.0	4	70	3			1	1	1	" "	2		" "	2		" "	2			60	14	40			"4432"	3	3.0
4433.0	11	40	1	1	1	2000		30.0	0	2	4	2	4	1	2	2	1	445.5	1	2	200.0	5	0.0	1		3			2	1	1	" "	1	2	" "	2		" "	1			50	11	50			"4433"	3	3.0
4434.0	13	5	1	1	1	500		20.0	2	2	4	2	4	1	1	2	1	141.75	1	2	150.0	9	0.0	1		3			2	1	1	" "	1	2	" "	2		" "	6			120	13	13			"4434"	3	3.0
