a01	j2a_01	j2a_02	j2a_03y	j2a_03m	j2a_04	j2a_04oth	j2a_05	j2a_06	j2a_09	j2a_09oth	j2a_10	j2a_10oth	etime_h_j	etime_m_j	hhid2	hh_type	round
3173.2	2					" "				" "		" "	10	34	"3173.2"	3	3.0
3174.0	2					" "				" "		" "	10	43	"3174"	3	3.0
3175.0	1	2				" "				" "		" "	10	53	"3175"	3	3.0
3176.0	1	2				" "				" "		" "	10	58	"3176"	3	3.0
3177.0	1	2				" "				" "		" "	10	56	"3177"	3	3.0
3178.0	1	2				" "				" "		" "	13	14	"3178"	3	3.0
3179.3	1	2				" "				" "		" "	10	23	"3179.3"	3	3.0
3180.0	1	2				" "				" "		" "	10	45	"3180"	3	3.0
3181.0	2					" "				" "		" "	10	34	"3181"	3	3.0
3182.0	2					" "				" "		" "	10	54	"3182"	3	3.0
3183.0	1	2				" "				" "		" "	10	24	"3183"	3	3.0
3185.0	1	2				" "				" "		" "	16	24	"3185"	3	3.0
3186.0	1	2				" "				" "		" "	14	43	"3186"	3	3.0
3187.0	1	2				" "				" "		" "	10	24	"3187"	3	3.0
3188.0	1	2				" "				" "		" "	11	34	"3188"	3	3.0
3189.0	2					" "				" "		" "	10	50	"3189"	3	3.0
3190.0	2					" "				" "		" "	10	43	"3190"	3	3.0
3193.0	1	2				" "				" "		" "	10	54	"3193"	3	3.0
3194.0	1	2				" "				" "		" "	11	15	"3194"	3	3.0
3195.0	2					" "				" "		" "	10	55	"3195"	3	3.0
3196.0	2					" "				" "		" "	10	20	"3196"	3	3.0
3197.0	1	2				" "				" "		" "	10	50	"3197"	3	3.0
3198.0	2					" "				" "		" "	11	5	"3198"	3	3.0
3199.0	2					" "				" "		" "	10	23	"3199"	3	3.0
3200.0	1	2				" "				" "		" "	10	58	"3200"	3	3.0
3201.0	1	2				" "				" "		" "	12	30	"3201"	3	3.0
3202.0	1	2				" "				" "		" "	13	13	"3202"	3	3.0
3203.0	1	2				" "				" "		" "	13	8	"3203"	3	3.0
3204.0	1	2				" "				" "		" "	12	23	"3204"	3	3.0
3205.0	1	2				" "				" "		" "	9	57	"3205"	3	3.0
3206.0	1	2				" "				" "		" "	13	32	"3206"	3	3.0
3207.0	2					" "				" "		" "	17	3	"3207"	3	3.0
3208.0	1	2				" "				" "		" "	11	6	"3208"	3	3.0
3209.0	1	1	2012	2	2	" "	1	2	3	" "		" "	12	26	"3209"	3	3.0
3210.0	1	1	2012	2	2	" "	1	2	3	" "		" "	9	54	"3210"	3	3.0
3211.1	1	1	2012	2	2	" "	1	2	3	" "		" "	11	23	"3211.1"	3	3.0
3211.2	2					" "				" "		" "	15	23	"3211.2"	3	3.0
3212.0	1	2				" "				" "		" "	15	52	"3212"	3	3.0
3213.0	1	1	2010	7	2	" "	2	2	3	" "		" "	12	1	"3213"	3	3.0
3214.0	1	1	2012	2	2	" "	1	2	3	" "		" "	10	58	"3214"	3	3.0
3215.0	1	1	2010	5	2	" "	2	2	3	" "		" "	12	1	"3215"	3	3.0
3216.1	2					" "				" "		" "	9	42	"3216.1"	3	3.0
3216.2	2					" "				" "		" "	14	23	"3216.2"	3	3.0
3217.0	1	2				" "				" "		" "	10	38	"3217"	3	3.0
3218.0	1	2				" "				" "		" "	11	28	"3218"	3	3.0
3219.0	1	1	2012	2	2	" "	1	2	3	" "		" "	11	44	"3219"	3	3.0
3220.0	1	2				" "				" "		" "	11	32	"3220"	3	3.0
3221.0	1	2				" "				" "		" "	12	3	"3221"	3	3.0
3222.0	2					" "				" "		" "	17	6	"3222"	3	3.0
3223.0	1	2				" "				" "		" "	12	35	"3223"	3	3.0
3224.0	1	2				" "				" "		" "	12	25	"3224"	3	3.0
3226.0	1	2				" "				" "		" "	12	10	"3226"	3	3.0
3227.0	2					" "				" "		" "	11	38	"3227"	3	3.0
3228.0	1	2				" "				" "		" "	11	25	"3228"	3	3.0
3229.0	2					" "				" "		" "	13	26	"3229"	3	3.0
3230.0	1	2				" "				" "		" "	12	30	"3230"	3	3.0
3231.0	2					" "				" "		" "	10	34	"3231"	3	3.0
3232.0	2					" "				" "		" "	11	5	"3232"	3	3.0
3233.0	1	2				" "				" "		" "	12	40	"3233"	3	3.0
3234.0	2					" "				" "		" "	12	25	"3234"	3	3.0
3235.1	1	2				" "				" "		" "	11	37	"3235.1"	3	3.0
3235.2	1	2				" "				" "		" "	15	27	"3235.2"	3	3.0
3236.0	1	2				" "				" "		" "	12	30	"3236"	3	3.0
3237.0	1	2				" "				" "		" "	12	15	"3237"	3	3.0
3238.0	1	2				" "				" "		" "	11	12	"3238"	3	3.0
3239.0	1	2				" "				" "		" "	12	25	"3239"	3	3.0
3240.0	1	2				" "				" "		" "	11	20	"3240"	3	3.0
3241.0	2					" "				" "		" "	11	28	"3241"	3	3.0
3242.0	1	2				" "				" "		" "	14	44	"3242"	3	3.0
3243.0	2					" "				" "		" "	9	51	"3243"	3	3.0
3244.1	1	2				" "				" "		" "	10	55	"3244.1"	3	3.0
3244.2	1	2				" "				" "		" "	11	22	"3244.2"	3	3.0
3245.0	1	2				" "				" "		" "	11	10	"3245"	3	3.0
3246.0	1	2				" "				" "		" "	9	44	"3246"	3	3.0
3248.0	1	2				" "				" "		" "	12	15	"3248"	3	3.0
3249.0	1	2				" "				" "		" "	10	30	"3249"	3	3.0
3250.0	2					" "				" "		" "	9	26	"3250"	3	3.0
3251.0	2					" "				" "		" "	11	24	"3251"	3	3.0
3252.0	1	2				" "				" "		" "	11	15	"3252"	3	3.0
3254.0	2					" "				" "		" "	11	7	"3254"	3	3.0
3255.0	2					" "				" "		" "	12	18	"3255"	3	3.0
3257.0	1	2				" "				" "		" "	11	2	"3257"	3	3.0
3258.0	1	2				" "				" "		" "	12	34	"3258"	3	3.0
3259.0	1	2				" "				" "		" "	12	59	"3259"	3	3.0
3260.0	2					" "				" "		" "	13	5	"3260"	3	3.0
3261.0	1	2				" "				" "		" "	9	5	"3261"	3	3.0
3262.0	1	2				" "				" "		" "	14	53	"3262"	3	3.0
3263.0	2					" "				" "		" "	11	8	"3263"	3	3.0
3264.0	1	1	2014	10	2	" "	2	3		" "	5	" "	12	14	"3264"	3	3.0
3265.0	1	2				" "				" "		" "	13	3	"3265"	3	3.0
3266.0	1	2				" "				" "		" "	10	28	"3266"	3	3.0
3267.0	1	2				" "				" "		" "	12	5	"3267"	3	3.0
3268.0	1	2				" "				" "		" "	12	7	"3268"	3	3.0
3269.0	1	1	2012	5	2	" "	1	2	3	" "		" "	11	50	"3269"	3	3.0
3270.0	1	2				" "				" "		" "	10	46	"3270"	3	3.0
3271.0	1	1	2014	4	2	" "	1	2	3	" "		" "	11	30	"3271"	3	3.0
3272.0	2					" "				" "		" "	9	37	"3272"	3	3.0
3273.0	1	2				" "				" "		" "	11	3	"3273"	3	3.0
3275.0	1	2				" "				" "		" "	13	3	"3275"	3	3.0
3276.0	1	2				" "				" "		" "	9	59	"3276"	3	3.0
3277.0	1	2				" "				" "		" "	12	13	"3277"	3	3.0
3279.0	1	2				" "				" "		" "	11	13	"3279"	3	3.0
3280.0	2					" "				" "		" "	9	58	"3280"	3	3.0
3281.0	1	2				" "				" "		" "	14	21	"3281"	3	3.0
3283.0	2					" "				" "		" "	0		"3283"	3	3.0
3284.0	1	2				" "				" "		" "	13	45	"3284"	3	3.0
3285.0	1	1	2017	8	12	" "	1	2	3	" "		" "	12	58	"3285"	3	3.0
3286.1	1	1	2014	12	12	" "	1	2	3	" "		" "	13	5	"3286.1"	3	3.0
3286.2	1	2				" "				" "		" "	11	55	"3286.2"	3	3.0
3287.0	2					" "				" "		" "	10	55	"3287"	3	3.0
3288.0	2					" "				" "		" "	10	40	"3288"	3	3.0
3289.0	1	2				" "				" "		" "	12	44	"3289"	3	3.0
3290.0	1	1	2014	12	12	" "	1	2	3	" "		" "	14	7	"3290"	3	3.0
3291.0	1	2				" "				" "		" "	13	2	"3291"	3	3.0
3292.0	1	2				" "				" "		" "	13	40	"3292"	3	3.0
3293.0	1	2				" "				" "		" "	13	58	"3293"	3	3.0
3294.0	1	2				" "				" "		" "	12	28	"3294"	3	3.0
3296.0	1	2				" "				" "		" "	13	19	"3296"	3	3.0
3297.0	1	2				" "				" "		" "	13	10	"3297"	3	3.0
3298.0	1	2				" "				" "		" "	11	1	"3298"	3	3.0
3299.0	1	2				" "				" "		" "	12	55	"3299"	3	3.0
3300.0	1	2				" "				" "		" "	14	2	"3300"	3	3.0
3301.0	1	2				" "				" "		" "	10	50	"3301"	3	3.0
3302.0	2					" "				" "		" "	12	56	"3302"	3	3.0
3303.0	1	2				" "				" "		" "	12	45	"3303"	3	3.0
3304.0	1	2				" "				" "		" "	11	25	"3304"	3	3.0
3306.0	1	2				" "				" "		" "	11	32	"3306"	3	3.0
3307.0	1	2				" "				" "		" "	10	50	"3307"	3	3.0
3308.1	1	2				" "				" "		" "	12	29	"3308.1"	3	3.0
3308.2	1	2				" "				" "		" "	12	3	"3308.2"	3	3.0
3309.0	1	2				" "				" "		" "	13	33	"3309"	3	3.0
3310.0	1	2				" "				" "		" "	13	35	"3310"	3	3.0
3311.0	1	2				" "				" "		" "	12	36	"3311"	3	3.0
3313.0	1	2				" "				" "		" "	12	1	"3313"	3	3.0
3314.0	1	2				" "				" "		" "	13	16	"3314"	3	3.0
3316.0	2					" "				" "		" "	12	10	"3316"	3	3.0
3317.0	1	2				" "				" "		" "	12	30	"3317"	3	3.0
3318.0	2					" "				" "		" "	10	38	"3318"	3	3.0
3319.0	1	2				" "				" "		" "	13	10	"3319"	3	3.0
3321.0	1	2				" "				" "		" "	12	8	"3321"	3	3.0
3322.1	1	2				" "				" "		" "	16	28	"3322.1"	3	3.0
3322.2	1	2				" "				" "		" "	11	41	"3322.2"	3	3.0
3324.0	1	2				" "				" "		" "	11	55	"3324"	3	3.0
3325.0	1	2				" "				" "		" "	11	25	"3325"	3	3.0
3326.0	1	2				" "				" "		" "	13	46	"3326"	3	3.0
3327.0	1	2				" "				" "		" "	12	15	"3327"	3	3.0
3328.0	1	1	2015	6	12	" "	2	2	1	" "		" "	11	47	"3328"	3	3.0
3329.0	1	1	2009	8	8	" "	1	2	3	" "		" "	12	10	"3329"	3	3.0
3330.0	2					" "				" "		" "	14	46	"3330"	3	3.0
3331.0	1	1	2014	9	12	" "	2	3		" "	5	" "	13	45	"3331"	3	3.0
3332.0	2					" "				" "		" "	11	42	"3332"	3	3.0
3333.0	1	1	2009	8	12	" "	1	2	3	" "		" "	13	57	"3333"	3	3.0
3334.0	1	2				" "				" "		" "	13	43	"3334"	3	3.0
3335.0	1	2				" "				" "		" "	16	5	"3335"	3	3.0
3337.0	1	2				" "				" "		" "	12	2	"3337"	3	3.0
3338.0	1	2				" "				" "		" "	13	7	"3338"	3	3.0
3339.0	2					" "				" "		" "	10	30	"3339"	3	3.0
3340.0	1	2				" "				" "		" "	10	52	"3340"	3	3.0
3341.0	1	2				" "				" "		" "	11	54	"3341"	3	3.0
3342.1	1	2				" "				" "		" "	11	22	"3342.1"	3	3.0
3342.2	1	2				" "				" "		" "	10	4	"3342.2"	3	3.0
3343.0	1	2				" "				" "		" "	10	48	"3343"	3	3.0
3344.0	2					" "				" "		" "	16	45	"3344"	3	3.0
3345.0	1	2				" "				" "		" "	9	44	"3345"	3	3.0
3346.0	1	2				" "				" "		" "	10	36	"3346"	3	3.0
3347.0	1	2				" "				" "		" "	12	4	"3347"	3	3.0
3348.0	1	2				" "				" "		" "	16	54	"3348"	3	3.0
3349.1	1	2				" "				" "		" "	11	45	"3349.1"	3	3.0
3349.2	2					" "				" "		" "	14	53	"3349.2"	3	3.0
3350.0	1	2				" "				" "		" "	11	24	"3350"	3	3.0
3351.0	1	2				" "				" "		" "	12	39	"3351"	3	3.0
3352.0	2					" "				" "		" "	10	29	"3352"	3	3.0
3353.0	1	2				" "				" "		" "	9	52	"3353"	3	3.0
3354.0	1	1	2004	3	2	" "	1	2	3	" "		" "	11	8	"3354"	3	3.0
3355.0	1	2				" "				" "		" "	11	42	"3355"	3	3.0
3356.0	2					" "				" "		" "	17	0	"3356"	3	3.0
3357.0	1	2				" "				" "		" "	11	17	"3357"	3	3.0
3358.0	1	2				" "				" "		" "	10	42	"3358"	3	3.0
3359.0	1	2				" "				" "		" "	12	16	"3359"	3	3.0
3360.0	1	2				" "				" "		" "	10	7	"3360"	3	3.0
3361.0	1	2				" "				" "		" "	10	45	"3361"	3	3.0
3362.0	2					" "				" "		" "	11	30	"3362"	3	3.0
3363.0	2					" "				" "		" "	11	44	"3363"	3	3.0
3365.0	1	2				" "				" "		" "	16	24	"3365"	3	3.0
3366.0	1	2				" "				" "		" "	11	50	"3366"	3	3.0
3367.0	2					" "				" "		" "	11	0	"3367"	3	3.0
3368.0	1	2				" "				" "		" "	0		"3368"	3	3.0
3369.0	1	2				" "				" "		" "	13	32	"3369"	3	3.0
3370.0	1	2				" "				" "		" "	11	32	"3370"	3	3.0
3371.0	1	2				" "				" "		" "	10	36	"3371"	3	3.0
3372.0	2					" "				" "		" "	12	53	"3372"	3	3.0
3373.0	1	2				" "				" "		" "	13	5	"3373"	3	3.0
3374.0	2					" "				" "		" "	11	36	"3374"	3	3.0
3375.0	2					" "				" "		" "	11	14	"3375"	3	3.0
3376.0	1	2				" "				" "		" "	10	44	"3376"	3	3.0
3377.0	2					" "				" "		" "	12	24	"3377"	3	3.0
3378.0	2					" "				" "		" "	10	52	"3378"	3	3.0
3379.0	1	2				" "				" "		" "	13	46	"3379"	3	3.0
3380.0	2					" "				" "		" "	11	45	"3380"	3	3.0
3381.0	1	2				" "				" "		" "	14	20	"3381"	3	3.0
3383.0	1	2				" "				" "		" "	10	32	"3383"	3	3.0
3384.0	1	2				" "				" "		" "	12	11	"3384"	3	3.0
3385.0	1	1	2009	8	12	" "	1	2	3	" "		" "	12	28	"3385"	3	3.0
3386.0	2					" "				" "		" "	11	6	"3386"	3	3.0
3388.0	1	2				" "				" "		" "	12	58	"3388"	3	3.0
3391.0	1	2				" "				" "		" "	15	15	"3391"	3	3.0
3393.0	2					" "				" "		" "	11	32	"3393"	3	3.0
3394.0	1	2				" "				" "		" "	11	5	"3394"	3	3.0
3398.1	2					" "				" "		" "	12	18	"3398.1"	3	3.0
3398.2	2					" "				" "		" "	11	35	"3398.2"	3	3.0
3399.0	1	1	2015	3	12	" "	1	2	3	" "		" "	13	12	"3399"	3	3.0
3400.0	1	2				" "				" "		" "	13	8	"3400"	3	3.0
3401.0	1	1	2014	12	12	" "	1	2	3	" "		" "	14	52	"3401"	3	3.0
3402.1	1	2				" "				" "		" "	11	45	"3402.1"	3	3.0
3402.2	1	2				" "				" "		" "	10	35	"3402.2"	3	3.0
3403.0	1	2				" "				" "		" "	14	7	"3403"	3	3.0
3404.0	1	2				" "				" "		" "	11	31	"3404"	3	3.0
3405.0	2					" "				" "		" "	10	20	"3405"	3	3.0
3406.0	1	2				" "				" "		" "	10	24	"3406"	3	3.0
3407.0	1	2				" "				" "		" "	11	30	"3407"	3	3.0
3408.0	1	1	2009	9	1	" "	2	2	1	" "		" "	13	5	"3408"	3	3.0
3409.0	1	2				" "				" "		" "	11	8	"3409"	3	3.0
3411.0	1	2				" "				" "		" "	11	26	"3411"	3	3.0
3412.0	1	2				" "				" "		" "	11	35	"3412"	3	3.0
3413.0	1	2				" "				" "		" "	13	51	"3413"	3	3.0
3414.0	2					" "				" "		" "	12	29	"3414"	3	3.0
3415.0	1	2				" "				" "		" "	12	50	"3415"	3	3.0
3416.0	2					" "				" "		" "	0		"3416"	3	3.0
3417.0	1	2				" "				" "		" "	0		"3417"	3	3.0
3418.0	1	2				" "				" "		" "	0		"3418"	3	3.0
3419.0	2					" "				" "		" "	16	45	"3419"	3	3.0
3420.0	1	2				" "				" "		" "	0		"3420"	3	3.0
3421.0	1	2				" "				" "		" "	11	21	"3421"	3	3.0
3422.0	1	2				" "				" "		" "	11	1	"3422"	3	3.0
3423.0	1	2				" "				" "		" "	13	12	"3423"	3	3.0
3424.0	1	2				" "				" "		" "	13	8	"3424"	3	3.0
3426.0	1	2				" "				" "		" "	11	21	"3426"	3	3.0
3427.0	1	2				" "				" "		" "	11	40	"3427"	3	3.0
3429.0	1	2				" "				" "		" "	12	27	"3429"	3	3.0
3430.0	2					" "				" "		" "	0		"3430"	3	3.0
3431.0	1	2				" "				" "		" "	16	22	"3431"	3	3.0
3432.0	2					" "				" "		" "	12	20	"3432"	3	3.0
3433.0	2					" "				" "		" "	10	45	"3433"	3	3.0
3434.0	1	2				" "				" "		" "	13	5	"3434"	3	3.0
3435.0	1	2				" "				" "		" "	9	43	"3435"	3	3.0
3436.0	1	2				" "				" "		" "	10	38	"3436"	3	3.0
3437.0	1	2				" "				" "		" "	12	12	"3437"	3	3.0
3438.0	1	2				" "				" "		" "	11	36	"3438"	3	3.0
3439.0	1	2				" "				" "		" "	9	56	"3439"	3	3.0
3440.0	1	2				" "				" "		" "	10	9	"3440"	3	3.0
3441.0	1	2				" "				" "		" "	11	33	"3441"	3	3.0
3442.0	1	2				" "				" "		" "	11	22	"3442"	3	3.0
3443.0	1	2				" "				" "		" "	10	19	"3443"	3	3.0
3444.0	1	2				" "				" "		" "	9	52	"3444"	3	3.0
3445.0	1	2				" "				" "		" "	11	29	"3445"	3	3.0
3446.0	1	1	2004	5	2	" "	1	2	3	" "		" "	11	26	"3446"	3	3.0
3447.0	1	1	2004	7	8	" "	1	2	3	" "		" "	11	42	"3447"	3	3.0
3448.0	1	1	2015	5	2	" "	1	2	3	" "		" "	14	7	"3448"	3	3.0
3449.0	1	2				" "				" "		" "	12	9	"3449"	3	3.0
3450.0	1	2				" "				" "		" "	12	10	"3450"	3	3.0
3451.0	1	2				" "				" "		" "	10	19	"3451"	3	3.0
3452.0	1	2				" "				" "		" "	16	16	"3452"	3	3.0
3453.0	1	2				" "				" "		" "	11	2	"3453"	3	3.0
3454.0	1	2				" "				" "		" "	10	46	"3454"	3	3.0
3456.0	1	2				" "				" "		" "	11	5	"3456"	3	3.0
3457.0	1	2				" "				" "		" "	15	6	"3457"	3	3.0
3458.0	2					" "				" "		" "	15	23	"3458"	3	3.0
3459.0	1	2				" "				" "		" "	11	19	"3459"	3	3.0
3461.0	1	1	2016	4	2	" "	1	2	3	" "		" "	14	30	"3461"	3	3.0
3462.0	1	1	2011	4	2	" "	2	3		" "	5	" "	11	13	"3462"	3	3.0
3463.0	1	1	2013	6	2	" "	2	2	3	" "		" "	12	43	"3463"	3	3.0
3464.0	1	1	2012	2	2	" "	1	2	3	" "		" "	12	4	"3464"	3	3.0
3465.0	1	2				" "				" "		" "	11	36	"3465"	3	3.0
3466.0	2					" "				" "		" "	16	38	"3466"	3	3.0
3468.0	1	2				" "				" "		" "	11	52	"3468"	3	3.0
3469.0	1	2				" "				" "		" "	15	38	"3469"	3	3.0
3470.0	1	2				" "				" "		" "	11	43	"3470"	3	3.0
3471.0	1	1	2013	2	2	" "	1	1		" "		" "	13	52	"3471"	3	3.0
3472.0	1	1	2016	2	2	" "	2	3		" "	5	" "	11	33	"3472"	3	3.0
3473.0	1	2				" "				" "		" "	10	44	"3473"	3	3.0
3474.1	1	2				" "				" "		" "	12	6	"3474.1"	3	3.0
3474.2	2					" "				" "		" "	16	44	"3474.2"	3	3.0
3475.0	1	1	2013	6	2	" "	2	2	3	" "		" "	9	12	"3475"	3	3.0
3476.0	1	1	2013	3	2	" "	2	2	3	" "		" "	11	57	"3476"	3	3.0
3477.0	1	2				" "				" "		" "	11	15	"3477"	3	3.0
3478.0	1	1	2010	7	2	" "	1	2	3	" "		" "	11	10	"3478"	3	3.0
3479.0	1	2				" "				" "		" "	11	57	"3479"	3	3.0
3480.0	1	1	2014	6	2	" "	1	2	3	" "		" "	10	8	"3480"	3	3.0
3481.0	1	1	2012	6	2	" "	1	2	3	" "		" "	11	45	"3481"	3	3.0
3482.1	1	1	2011	3	2	" "	1	2	3	" "		" "	12	43	"3482.1"	3	3.0
3482.2	1	1	2010	2	2	" "	1	2	2	" "		" "	12	31	"3482.2"	3	3.0
3483.0	1	1	2013	6	2	" "	2	3		" "	5	" "	11	52	"3483"	3	3.0
3485.0	1	2				" "				" "		" "	12	3	"3485"	3	3.0
3486.0	1	2				" "				" "		" "	11	30	"3486"	3	3.0
3487.0	2					" "				" "		" "	13	34	"3487"	3	3.0
3488.0	1	2				" "				" "		" "	10	10	"3488"	3	3.0
3489.0	1	2				" "				" "		" "	12	24	"3489"	3	3.0
3490.0	1	1	2016	5	2	" "	2	2	3	" "		" "	11	45	"3490"	3	3.0
3491.0	1	1	2016	3	2	" "	2	2	3	" "		" "	11	26	"3491"	3	3.0
3492.0	1	2				" "				" "		" "	11	13	"3492"	3	3.0
3493.0	1	2				" "				" "		" "	10	12	"3493"	3	3.0
3494.0	1	1	2012	6	2	" "	1	2	3	" "		" "	10	50	"3494"	3	3.0
3495.0	1	2				" "				" "		" "	11	52	"3495"	3	3.0
3496.0	1	1	2012	6	2	" "	1	2	3	" "		" "	10	56	"3496"	3	3.0
3497.0	1	1	2013	6	2	" "	1	3		" "	5	" "	11	32	"3497"	3	3.0
3498.0	1	1	2011	2	2	" "	1	2	3	" "		" "	11	8	"3498"	3	3.0
3499.0	1	2				" "				" "		" "	9	58	"3499"	3	3.0
3501.0	1	2				" "				" "		" "	11	8	"3501"	3	3.0
3502.0	1	2				" "				" "		" "	10	46	"3502"	3	3.0
3503.0	1	2				" "				" "		" "	10	21	"3503"	3	3.0
3504.0	1	2				" "				" "		" "	16	48	"3504"	3	3.0
3505.0	1	2				" "				" "		" "	11	10	"3505"	3	3.0
3506.1	1	2				" "				" "		" "	12	15	"3506.1"	3	3.0
3506.2	1	2				" "				" "		" "	11	9	"3506.2"	3	3.0
3507.1	1	1	2014	6	2	" "	1	1		" "		" "	11	49	"3507.1"	3	3.0
3507.2	1	2				" "				" "		" "	10	36	"3507.2"	3	3.0
3508.0	1	2				" "				" "		" "	11	2	"3508"	3	3.0
3510.0	1	2				" "				" "		" "	8	59	"3510"	3	3.0
3511.0	1	1	2014	6	2	" "	1	2	1	" "		" "	15	4	"3511"	3	3.0
3512.0	1	2				" "				" "		" "	16	4	"3512"	3	3.0
3513.1	1	2				" "				" "		" "	11	28	"3513.1"	3	3.0
3513.2	1	2				" "				" "		" "	10	30	"3513.2"	3	3.0
3514.0	1	2				" "				" "		" "	14	26	"3514"	3	3.0
3515.0	1	2				" "				" "		" "	8	59	"3515"	3	3.0
3516.0	1	1	2014	6	2	" "	1	3		" "	5	" "	11	44	"3516"	3	3.0
3517.1	1	2				" "				" "		" "	8	20	"3517.1"	3	3.0
3517.2	1	2				" "				" "		" "	9	28	"3517.2"	3	3.0
3517.3	1	2				" "				" "		" "	10	25	"3517.3"	3	3.0
3517.4	1	2				" "				" "		" "	14	46	"3517.4"	3	3.0
3518.0	1	2				" "				" "		" "	10	48	"3518"	3	3.0
3519.0	1	2				" "				" "		" "	9	32	"3519"	3	3.0
3520.0	1	2				" "				" "		" "	11	9	"3520"	3	3.0
3521.0	1	1	2015	6	2	" "	1	2	3	" "		" "	13	15	"3521"	3	3.0
3522.0	1	1	2010	2	2	" "	1	2	3	" "		" "	11	38	"3522"	3	3.0
3523.0	1	1	2006	5	2	" "	1	2	3	" "		" "	12	13	"3523"	3	3.0
3524.0	1	1	2007	5	2	" "	1	2	3	" "		" "	13	56	"3524"	3	3.0
3525.0	1	2				" "				" "		" "	10	54	"3525"	3	3.0
3526.0	2					" "				" "		" "	10	2	"3526"	3	3.0
3527.0	1	2				" "				" "		" "	12	28	"3527"	3	3.0
3528.0	1	1	2007	3	2	" "	2	2	3	" "		" "	11	26	"3528"	3	3.0
3529.0	1	1	2016	5	2	" "	1	2	3	" "		" "	12	26	"3529"	3	3.0
3530.0	1	2				" "				" "		" "	11	4	"3530"	3	3.0
3531.0	1	2				" "				" "		" "	11	24	"3531"	3	3.0
3532.1	1	2				" "				" "		" "	10	5	"3532.1"	3	3.0
3532.2	1	2				" "				" "		" "	11	34	"3532.2"	3	3.0
3533.1	1	2				" "				" "		" "	10	15	"3533.1"	3	3.0
3533.2	1	2				" "				" "		" "	15	51	"3533.2"	3	3.0
3534.0	1	2				" "				" "		" "	10	43	"3534"	3	3.0
3535.0	1	2				" "				" "		" "	11	47	"3535"	3	3.0
3536.1	1	2				" "				" "		" "	10	6	"3536.1"	3	3.0
3536.2	1	2				" "				" "		" "	10	32	"3536.2"	3	3.0
3537.0	1	2				" "				" "		" "	11	37	"3537"	3	3.0
3538.0	1	1	2009	2	2	" "	1	2	3	" "		" "	11	1	"3538"	3	3.0
3539.0	1	1	2010	4	2	" "	1	2	3	" "		" "	11	7	"3539"	3	3.0
3540.0	1	1	2012	2	2	" "	1	3		" "	5	" "	12	31	"3540"	3	3.0
3541.0	1	2				" "				" "		" "	13	16	"3541"	3	3.0
3542.0	1	2				" "				" "		" "	16	3	"3542"	3	3.0
3543.0	2					" "				" "		" "	8	45	"3543"	3	3.0
3544.0	1	2				" "				" "		" "	10	7	"3544"	3	3.0
3545.0	2					" "				" "		" "	11	4	"3545"	3	3.0
3546.0	1	2				" "				" "		" "	11	35	"3546"	3	3.0
3547.0	2					" "				" "		" "	15	22	"3547"	3	3.0
3548.0	1	2				" "				" "		" "	10	59	"3548"	3	3.0
3549.0	2					" "				" "		" "	16	30	"3549"	3	3.0
3550.0	1	1	2016	3	2	" "	1	2	3	" "		" "	9	12	"3550"	3	3.0
3551.0	1	2				" "				" "		" "	15	11	"3551"	3	3.0
3552.0	1	1	2018	8	2	" "	2	3		" "	5	" "	11	56	"3552"	3	3.0
3553.0	1	2				" "				" "		" "	11	9	"3553"	3	3.0
3554.0	1	2				" "				" "		" "	10	37	"3554"	3	3.0
3555.0	1	2				" "				" "		" "	12	29	"3555"	3	3.0
3556.0	1	1	2010	7	2	" "	1	2	3	" "		" "	11	20	"3556"	3	3.0
3557.0	1	2				" "				" "		" "	11	53	"3557"	3	3.0
3558.0	1	2				" "				" "		" "	10	7	"3558"	3	3.0
3559.0	1	2				" "				" "		" "	11	10	"3559"	3	3.0
3560.1	1	1	2013	2	2	" "	1	2	3	" "		" "	12	17	"3560.1"	3	3.0
3560.2	1	2				" "				" "		" "	9	56	"3560.2"	3	3.0
3561.0	1	2				" "				" "		" "	12	32	"3561"	2	3.0
3564.0	1	2				" "				" "		" "	0		"3564"	2	3.0
3565.0	1	2				" "				" "		" "	11	59	"3565"	2	3.0
3566.0	1	2				" "				" "		" "	0		"3566"	2	3.0
3567.0	1	2				" "				" "		" "	0		"3567"	2	3.0
3568.0	1	2				" "				" "		" "	14	44	"3568"	2	3.0
3569.0	1	2				" "				" "		" "	12	47	"3569"	2	3.0
3570.0	1	2				" "				" "		" "	12	22	"3570"	2	3.0
3571.0	2					" "				" "		" "	11	5	"3571"	2	3.0
3572.0	1	1	2013	6	2	" "	2	3		" "	5	" "	12	25	"3572"	2	3.0
3573.0	1	2				" "				" "		" "	13	55	"3573"	2	3.0
3574.0	2					" "				" "		" "	13	23	"3574"	2	3.0
3576.0	1	2				" "				" "		" "	12	26	"3576"	2	3.0
3578.0	1	2				" "				" "		" "	12	33	"3578"	2	3.0
3579.0	1	1	2013	7	2	" "	2	3		" "	6	"SEBA PRODAN KORENA"	13	53	"3579"	2	3.0
3580.0	1	2				" "				" "		" "	12	18	"3580"	2	3.0
3581.0	1	2				" "				" "		" "	0		"3581"	2	3.0
3582.0	1	2				" "				" "		" "	13	39	"3582"	2	3.0
3583.0	1	1	2010	6	2	" "	2	2	3	" "		" "	13	0	"3583"	2	3.0
3584.0	1	1	2012	5	2	" "	1	2	3	" "		" "	10	57	"3584"	2	3.0
3585.0	1	2				" "				" "		" "	18	30	"3585"	2	3.0
