a01	stime_h_z12	stime_m_z12	res_id_z12	consent_z12	z_1	z_2	z1_01	z1_02	z1_02oth	z1_03	z1_03oth	z1_04	z1_05	z1_06	z1_06oth	z1_07	z1_08	z1_08oth	z1_09	z1_09oth	z1_10	z1_11	z1_11oth	z1_12	z1_13	z1_13oth	z1_14	z1_14oth	z1_15a	z1_15aoth	z1_15b	z1_15both	z1_15c	z1_15coth	z1_15d	z1_15doth	z1_15e	z1_15eoth	z1_16a	z1_16b	z1_16c	z1_16d	flag	hhid2	hh_type	round
2600.0	13.0	1.0	1.0	1.0	1.0	4.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	2.0	1.0	" "	1.0	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	9.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"2600"	3.0	3.0
2601.0	13.0	6.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"2601"	3.0	3.0
2602.0	12.0	37.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"2602"	3.0	3.0
2603.0	11.0	41.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	3.0	" "	2.0		" "		" "	3.0	" "	3.0	" "	3.0	" "	9.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"2603"	3.0	3.0
2604.0	13.0	25.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	1.0	2.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	9.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"2604"	3.0	3.0
2605.0	13.0	11.0	4.0	1.0	4.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	2.0		" "		" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"2605"	3.0	3.0
2606.0				1.0	0.0				" "		" "				" "			" "		" "			" "			" "		" "		" "		" "		" "		" "		" "					3.0	"2606"	3.0	3.0
2608.0	16.0	1.0	2.0	1.0	2.0	4.0	1.0		" "		" "		3.0	1.0	" "	2.0		" "	2.0	" "	1.0	1.0	" "	2.0		" "		" "	1.0	" "	1.0	" "	1.0	" "	9.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"2608"	3.0	3.0
2609.0	12.0	56.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	2.0	3.0	" "	2.0		" "		" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	1.0	1.0	1.0	1.0		"2609"	3.0	3.0
2610.0	13.0	42.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	2.0	3.0	" "	2.0		" "		" "	3.0	" "	3.0	" "	3.0	" "	4.0	"CHALA"	4.0	"CHALA"	1.0	1.0	1.0	1.0		"2610"	3.0	3.0
2611.0	13.0	51.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	2.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"2611"	3.0	3.0
2612.0	12.0	51.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"2612"	3.0	3.0
2613.0	12.0	32.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"2613"	3.0	3.0
2614.0	13.0	11.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	2.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"2614"	3.0	3.0
2615.0	12.0	17.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	3.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"2615"	3.0	3.0
2616.0	13.0	52.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	3.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"2616"	3.0	3.0
2617.0	13.0	11.0	2.0	1.0	2.0	4.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	1.0	1.0	" "	1.0	3.0	" "	3.0	" "	1.0	" "	1.0	" "	1.0	" "	9.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"2617"	3.0	3.0
2618.0	15.0	41.0	1.0	1.0	1.0	3.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"2618"	3.0	3.0
2619.1	10.0	46.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	2.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"2619.1"	3.0	3.0
2619.2	16.0	31.0	5.0	1.0	5.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	2.0	3.0	" "	2.0		" "		" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"2619.2"	3.0	3.0
2620.0	13.0	49.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	3.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"2620"	3.0	3.0
2621.0	13.0	21.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	1.0	3.0	" "		" "	3.0	1.0	" "	1.0	1.0	" "	1.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"2621"	3.0	3.0
2622.1	11.0	42.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	9.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"2622.1"	3.0	3.0
2622.2	15.0	22.0	4.0	1.0	4.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"2622.2"	3.0	3.0
2623.0	17.0	44.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	1.0	2.0	" "	1.0	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	9.0	" "	2.0	" "	1.0	1.0	1.0	1.0		"2623"	3.0	3.0
2624.0	14.0	26.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	2.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"2624"	3.0	3.0
2625.0	12.0	1.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	2.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"2625"	3.0	3.0
2626.1	18.0	11.0	8.0	1.0	8.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	2.0	3.0	" "	2.0		" "		" "	3.0	" "	3.0	" "	3.0	" "	9.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"2626.1"	3.0	3.0
2626.2	12.0	16.0	4.0	1.0	4.0	6.0	1.0		" "		" "		3.0	1.0	" "	2.0		" "	2.0	" "	2.0	1.0	" "	1.0	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"2626.2"	3.0	3.0
2627.0	13.0	10.0	2.0	1.0	2.0	2.0	1.0		" "		" "		3.0	3.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"2627"	3.0	3.0
2628.0	11.0	36.0	2.0	1.0	2.0	6.0	1.0		" "		" "		3.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	2.0		" "		" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"2628"	3.0	3.0
2629.1	11.0	56.0	1.0	1.0	1.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	2.0	3.0	" "	2.0		" "		" "	3.0	" "	3.0	" "	3.0	" "	9.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"2629.1"	3.0	3.0
2629.2	17.0	6.0	3.0	1.0	3.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	2.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	9.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"2629.2"	3.0	3.0
2630.0	12.0	36.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	2.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"2630"	3.0	3.0
2631.0	14.0	2.0	2.0	1.0	2.0	2.0	1.0		" "		" "		3.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	1.0	4.0	"CHELE"	4.0	"CHELE"	3.0	" "	2.0	" "	2.0	" "	9.0	" "	2.0	" "	1.0	1.0	1.0	1.0		"2631"	3.0	3.0
2632.0	18.0	1.0	2.0	1.0	2.0	2.0	2.0	7.0	" "		" "				" "			" "		" "			" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	9.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"2632"	3.0	3.0
2633.1	16.0	17.0	4.0	1.0	4.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	3.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	9.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"2633.1"	3.0	3.0
2633.2	12.0	15.0	2.0	1.0	2.0	2.0	1.0		" "		" "		3.0	3.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"2633.2"	3.0	3.0
2634.1	17.0	1.0	2.0	1.0	2.0	2.0	1.0		" "		" "		3.0	3.0	" "	2.0		" "	2.0	" "	2.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	9.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"2634.1"	3.0	3.0
2634.2	14.0	31.0	3.0	1.0	3.0	4.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	1.0	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"2634.2"	3.0	3.0
2635.0	12.0	7.0	2.0	1.0	2.0	4.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	1.0	4.0	"NIJE O CHELE"	4.0	"NIJE O CHELE"	4.0	"NIJE O CHELE"	4.0	"NIJE O CHELE"	4.0	"NIJE O CHELE"	9.0	" "	4.0	"NIJE O CHELE"	1.0	1.0	1.0	1.0		"2635"	3.0	3.0
2636.0	13.0	30.0	6.0	1.0	6.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	3.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"2636"	3.0	3.0
2637.0	12.0	41.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	1.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	9.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"2637"	3.0	3.0
2638.0	14.0	0.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	1.0	2.0	" "	2.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"2638"	3.0	3.0
2639.0	12.0	59.0	1.0	1.0	1.0	4.0	2.0	6.0	" "		" "				" "			" "		" "			" "	1.0	2.0	" "	2.0	" "	1.0	" "	1.0	" "	1.0	" "	9.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"2639"	3.0	3.0
2640.0	14.0	30.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	3.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	9.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"2640"	3.0	3.0
2641.0	11.0	7.0	1.0	1.0	1.0	4.0	1.0		" "		" "		3.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	2.0		" "		" "	1.0	" "	1.0	" "	1.0	" "	9.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"2641"	3.0	3.0
2642.0	11.0	2.0	1.0	1.0	1.0	4.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	1.0	" "	3.0	1.0	" "	2.0		" "		" "	1.0	" "	1.0	" "	1.0	" "	9.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"2642"	3.0	3.0
2643.0	12.0	22.0	2.0	1.0	2.0	2.0	1.0		" "		" "		3.0	1.0	" "	2.0		" "	2.0	" "	1.0	1.0	" "	1.0	3.0	" "	3.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"2643"	3.0	3.0
2644.0	12.0	30.0	2.0	1.0	2.0	3.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	4.0	" "	3.0	" "	9.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"2644"	3.0	3.0
2645.0	0.0			1.0	0.0				" "		" "				" "			" "		" "			" "			" "		" "		" "		" "		" "		" "		" "					3.0	"2645"	3.0	3.0
2646.0	11.0	58.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	1.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"2646"	3.0	3.0
2648.0	13.0	46.0	2.0	1.0	2.0	2.0	2.0	5.0	" "		" "				" "			" "		" "			" "	1.0	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	1.0	1.0	1.0	1.0		"2648"	3.0	3.0
2649.0	12.0	43.0	1.0	1.0	1.0	3.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	2.0		" "		" "	1.0	" "	4.0	"1"	1.0	" "	1.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"2649"	3.0	3.0
2650.0	15.0	57.0	1.0	1.0	1.0	3.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	2.0	1.0	" "	1.0	3.0	" "	3.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"2650"	3.0	3.0
2651.0	12.0	6.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	2.0	1.0	" "	1.0	3.0	" "	3.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	1.0	1.0	1.0	1.0		"2651"	3.0	3.0
2652.0	12.0	54.0	5.0	1.0	5.0	3.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	2.0	1.0	" "	1.0	4.0	"SHASHURI"	4.0	"SHASHURI"	4.0	"DEBOR"	4.0	"DEBOR"	4.0	"DEBOR"	9.0	" "	4.0	"DEBOR"	1.0	1.0	1.0	1.0		"2652"	3.0	3.0
2653.0	12.0	29.0	1.0	1.0	1.0	4.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	2.0		" "		" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"2653"	3.0	3.0
2654.0	12.0	39.0	1.0	1.0	1.0	4.0	1.0		" "		" "		1.0	2.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	2.0		" "		" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"2654"	3.0	3.0
2655.0	13.0	43.0	6.0	1.0	6.0	2.0	2.0	3.0	" "		" "				" "			" "		" "			" "	1.0	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	1.0	1.0	1.0	1.0		"2655"	3.0	3.0
2656.0	13.0	18.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	1.0	1.0	" "	1.0	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	1.0	1.0	1.0		"2656"	3.0	3.0
2657.1	17.0	30.0	2.0	1.0	2.0	2.0	2.0	6.0	" "		" "				" "			" "		" "			" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	9.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"2657.1"	3.0	3.0
2657.2	13.0	13.0	6.0	1.0	6.0	3.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	1.0	3.0	" "	3.0	" "	1.0	" "	4.0	"4"	1.0	" "	1.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"2657.2"	3.0	3.0
2658.0	12.0	0.0	1.0	1.0	1.0	4.0	2.0	5.0	" "		" "				" "			" "		" "			" "	2.0		" "		" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"2658"	3.0	3.0
2659.0	11.0	28.0	2.0	1.0	2.0	3.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	1.0	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"2659"	3.0	3.0
2660.0	11.0	25.0	2.0	1.0	2.0	2.0	1.0		" "		" "		3.0	1.0	" "	2.0		" "	2.0	" "	2.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"2660"	3.0	3.0
2661.0	13.0	30.0	2.0	1.0	2.0	2.0	2.0	5.0	" "		" "				" "			" "		" "			" "	2.0		" "		" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"2661"	3.0	3.0
2662.0	12.0	18.0	2.0	1.0	2.0	2.0	1.0		" "		" "		3.0	1.0	" "	1.0	3.0	" "		" "	2.0	3.0	" "	2.0		" "		" "	2.0	" "	2.0	" "	2.0	" "	9.0	" "	2.0	" "	1.0	1.0	1.0	1.0		"2662"	3.0	3.0
2663.0	15.0	56.0	1.0	1.0	1.0	3.0	2.0	3.0	" "		" "				" "			" "		" "			" "	2.0		" "		" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"2663"	3.0	3.0
2664.0	12.0	29.0	1.0	1.0	1.0	3.0	2.0	3.0	" "		" "				" "			" "		" "			" "	2.0		" "		" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"2664"	3.0	3.0
2665.0	12.0	33.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	2.0	1.0	" "	2.0		" "		" "	2.0	" "	2.0	" "	2.0	" "	9.0	" "	2.0	" "	1.0	1.0	1.0	1.0		"2665"	3.0	3.0
2666.0	11.0	45.0	1.0	1.0	1.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	2.0		" "		" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"2666"	3.0	3.0
2667.0	11.0	27.0	2.0	1.0	2.0	3.0	1.0		" "		" "		3.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	1.0	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"2667"	3.0	3.0
2668.0	12.0	50.0	2.0	1.0	2.0	2.0	2.0	6.0	" "		" "				" "			" "		" "			" "	2.0		" "		" "	3.0	" "	3.0	" "	3.0	" "	9.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"2668"	3.0	3.0
2669.0	12.0	44.0	1.0	1.0	1.0	3.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	1.0	1.0	" "	2.0		" "		" "	1.0	" "	1.0	" "	1.0	" "	9.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"2669"	3.0	3.0
2670.0	12.0	41.0	32.0	1.0	2.0	3.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	1.0	3.0	" "	3.0	" "	1.0	" "	4.0	"1"	1.0	" "	1.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"2670"	3.0	3.0
2671.0	12.0	47.0	7.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	2.0	3.0	" "	2.0		" "		" "	2.0	" "	2.0	" "	2.0	" "	9.0	" "	2.0	" "	1.0	1.0	1.0	1.0		"2671"	3.0	3.0
2672.0	16.0	46.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	1.0	1.0	" "	1.0	3.0	" "	3.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	1.0	1.0	1.0	1.0		"2672"	3.0	3.0
2674.0	13.0	38.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	2.0	1.0	" "	2.0		" "		" "	2.0	" "	2.0	" "	2.0	" "	9.0	" "	2.0	" "	1.0	1.0	1.0	1.0		"2674"	3.0	3.0
2675.0	12.0	36.0	2.0	1.0	2.0	2.0	1.0		" "		" "		3.0	2.0	" "	2.0		" "	2.0	" "	1.0	2.0	" "	1.0	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	2.0	2.0	2.0		"2675"	3.0	3.0
2677.0	11.0	42.0	1.0	1.0	1.0	4.0	2.0	6.0	" "		" "				" "			" "		" "			" "	2.0		" "		" "	4.0	"vatija"	4.0	"vatija"	4.0	"vatija"	9.0	" "	4.0	"vatija"	1.0	1.0	1.0	1.0		"2677"	3.0	3.0
2678.0	12.0	5.0	1.0	1.0	1.0	3.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	1.0	1.0	" "	1.0	2.0	" "	2.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"2678"	3.0	3.0
2679.0	12.0	52.0	2.0	1.0	2.0	3.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	2.0		" "		" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"2679"	3.0	3.0
2680.0	14.0	38.0	1.0	1.0	1.0	3.0	1.0		" "		" "		3.0	1.0	" "	2.0		" "	2.0	" "	1.0	1.0	" "	2.0		" "		" "	1.0	" "	1.0	" "	1.0	" "	9.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"2680"	3.0	3.0
2681.0	14.0	40.0	1.0	1.0	1.0	4.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	2.0	1.0	" "	2.0		" "		" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"2681"	3.0	3.0
2682.0	11.0	56.0	2.0	1.0	2.0	2.0	1.0		" "		" "		3.0	1.0	" "	2.0		" "	2.0	" "	3.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"2682"	3.0	3.0
2683.0	16.0	0.0	3.0	1.0	3.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	2.0	1.0	" "	2.0		" "		" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	1.0	1.0	1.0	1.0		"2683"	3.0	3.0
2684.0	12.0	50.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	2.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	9.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"2684"	3.0	3.0
2685.0	11.0	33.0	1.0	1.0	1.0	4.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	2.0	1.0	" "	1.0	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"2685"	3.0	3.0
2686.0	0.0			1.0	0.0				" "		" "				" "			" "		" "			" "			" "		" "		" "		" "		" "		" "		" "					3.0	"2686"	3.0	3.0
2687.0	11.0	40.0	1.0	1.0	1.0	3.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	2.0		" "		" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"2687"	3.0	3.0
