a01	stime_h_b	stime_m_b	res_id_b	consent_b	mid	mem_stat	b1_01	b1_02	b1_15a	b1_15b	b1_15c	b1_16	b1_16oth	b1_03	b1_04	b1_04a	b1_04b	b1_14	b1_05	b1_06	b1_06oth	b1_07	b1_08	b1_08oth	b1_08a	b1_09	b1_10	b1_11	b1_12	b1_13a	b1_13aoth	b1_13b	b1_13both	b1_10_r3	b1_11_r3	b1_12_r3	b1_13a_r3	b1_13b_r3	etime_h_b	etime_m_b	hhid2	flag_b1	hh_type	round
3125.1			1	1	2	0	2	26				2	" "	2	2	17	18	1	2		" "	4	5	" "	1	2	82			7	" "		" "	69	1	1	7				"3125.1"	1	3	3.0
3125.1			1	1	3	0	1	8				1	" "	3	1			1	2		" "	4	1	" "	5	1	81			19	" "		" "	81			19				"3125.1"	1	3	3.0
3125.1			1	1	4	10							" "								" "			" "							" "		" "								"3125.1"	3	3	3.0
3125.1			1	1	5	0	1	5				1	" "	3	1			1	2		" "	3	99	" "			84			18	" "		" "	84			18				"3125.1"	1	3	3.0
3125.2	8	25	4	1	1	10							" "								" "			" "							" "		" "						8	35	"3125.2"	3	3	3.0
3125.2			4	1	2	10							" "								" "			" "							" "		" "								"3125.2"	3	3	3.0
3125.2			4	1	3	10							" "								" "			" "							" "		" "								"3125.2"	3	3	3.0
3125.2			4	1	4	0	2	66				5	" "	1	3	20	25	1	2		" "	4	8	" "	1	2	82			15	" "		" "	82			15				"3125.2"	1	3	3.0
3125.2			4	1	5	11							" "								" "			" "							" "		" "								"3125.2"	3	3	3.0
3126.0	9	3	1	1	1	0	1	95				2	" "	1	2	32	33	1	2		" "	4	16	" "	1	2	83			9	" "	15	" "	83			9	15	9	18	"3126"	1	3	3.0
3126.0			1	1	2	0	2	76				2	" "	2	2	13	14	1	2		" "	4	6	" "	1	2	82			7	" "		" "	69	1	1	7				"3126"	1	3	3.0
3126.0			1	1	3	5	1	58				2	" "	3	2	20	24	1	2		" "	4	16	" "	1	2	19	1	2	3	" "		" "	19	1	2	3				"3126"	1	3	3.0
3126.0			1	1	4	0	2	39				2	" "	3	2	28	30	1	2		" "	4	16	" "	1	2	13	2	3	3	" "	16	" "	13	2	3	3	16			"3126"	1	3	3.0
3126.0			1	1	5	0	2	9				4	" "	5	1			1	2		" "	4	2	" "	1	1	81			18	" "		" "	81			18				"3126"	1	3	3.0
3126.0			1	1	6	1	1	0				3	" "	5	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"3126"	1	3	3.0
3127.0	8	56	2	1	1	7							" "								" "			" "							" "		" "						9	4	"3127"	3	3	3.0
3127.0			2	1	2	0	2	38				2	" "	1	5	16	18	1	2		" "	4	6	" "	1	2	82			15	" "		" "	82			15				"3127"	1	3	3.0
3127.0			2	1	3	0	1	15				1	" "	3	1			1	2		" "	4	9	" "	5	1	81			18	" "		" "	81			18				"3127"	1	3	3.0
3128.0	8	45	1	1	1	0	1	61				2	" "	1	2	20	25	1	2		" "	4	5	" "	1	2	64	1	1	4	" "		" "	64	1	1	4		8	55	"3128"	1	3	3.0
3128.0			1	1	2	0	2	56				2	" "	2	2	15	20	1	2		" "	2	99	" "			82			18	" "		" "	82			18				"3128"	1	3	3.0
3128.0			1	1	3	8							" "								" "			" "							" "		" "								"3128"	3	3	3.0
3128.0			1	1	4	0	1	24				2	" "	3	1			1	2		" "	1	99	" "			85			19	" "		" "	85			19				"3128"	1	3	3.0
3128.0			1	1	5	0	2	21				2	" "	3	1			1	2		" "	4	5	" "	5	2	13	1	3	3	" "		" "	13	1	3	3				"3128"	1	3	3.0
3128.0			1	1	6	0	2	18				1	" "	3	1			1	2		" "	4	10	" "	5	1	81			18	" "		" "	81			18				"3128"	1	3	3.0
3129.0	8	31	1	1	1	0	1	51				2	" "	1	2	27	28	1	2		" "	4	5	" "	1	2	64	1	1	4	" "		" "	64	1	1	4		8	40	"3129"	1	3	3.0
3129.0			1	1	2	0	2	46				2	" "	2	2	20	21	1	2		" "	4	5	" "	1	2	82			7	" "		" "	69	1	1	7				"3129"	1	3	3.0
3129.0			1	1	3	0	1	20				1	" "	3	1			1	2		" "	4	10	" "	1	1	81			18	" "		" "	81			18				"3129"	1	3	3.0
3129.0			1	1	4	8							" "								" "			" "							" "		" "								"3129"	3	3	3.0
3129.0			1	1	5	0	2	9				1	" "	3	1			1	2		" "	4	3	" "	5	1	81			19	" "		" "	81			19				"3129"	1	3	3.0
3130.1	8	37	1	1	1	0	1	58				2	" "	1	2	21	26	1	2		" "	4	9	" "	1	2	70	1	1	15	" "	7	" "	70	1	1	15	7	8	50	"3130.1"	1	3	3.0
3130.1			1	1	2	0	2	51				2	" "	2	2	14	19	1	2		" "	4	8	" "	7	2	82			7	" "		" "	69	1	1	7				"3130.1"	1	3	3.0
3130.1			1	1	3	10							" "								" "			" "							" "		" "								"3130.1"	3	3	3.0
3130.1			1	1	4	10							" "								" "			" "							" "		" "								"3130.1"	3	3	3.0
3130.1			1	1	5	10							" "								" "			" "							" "		" "								"3130.1"	3	3	3.0
3130.1			1	1	6	0	2	25				2	" "	3	2	16	17	1	2		" "	4	8	" "	8	2	82			18	" "		" "	82			18				"3130.1"	1	3	3.0
3130.1			1	1	7	0	2	8				1	" "	5	1			1	2		" "	4	0	" "	1	1	81			18	" "		" "	81			18				"3130.1"	1	3	3.0
3130.1			1	1	8	1	1	1				3	" "	5	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"3130.1"	1	3	3.0
3130.1			1	1	9	5	1	27				2	" "	4	2	18	19	1	2		" "	4	5	" "	1	2	51	1	1	12	" "		" "	51	1	1	12				"3130.1"	1	3	3.0
3130.2	15	47	3	1	1	10							" "								" "			" "							" "		" "						15	55	"3130.2"	3	3	3.0
3130.2			3	1	2	10							" "								" "			" "							" "		" "								"3130.2"	3	3	3.0
3130.2			3	1	3	0	2	33				2	" "	1	2	18	19	1	2		" "	4	10	" "	8	2	82			15	" "		" "	82			15				"3130.2"	1	3	3.0
3130.2			3	1	4	0	1	14				1	" "	3	1			1	2		" "	4	6	" "	1	1	81			18	" "		" "	81			18				"3130.2"	1	3	3.0
3130.2			3	1	5	0	2	13				1	" "	3	1			1	2		" "	4	4	" "	1	1	81			18	" "		" "	81			18				"3130.2"	1	3	3.0
3130.2			3	1	6	10							" "								" "			" "							" "		" "								"3130.2"	3	3	3.0
3130.2			3	1	7	10							" "								" "			" "							" "		" "								"3130.2"	3	3	3.0
3130.2			3	1	8	1	1	1				3	" "	3	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"3130.2"	1	3	3.0
3130.2			3	1	9	5	1	10				1	" "	8	1			1	2		" "	4	2	" "	1	1	81			18	" "		" "	81			18				"3130.2"	1	3	3.0
3132.0	8	57	1	1	1	0	1	45				2	" "	1	2	23	27	1	2		" "	4	10	" "	1	2	64	1	1	4	" "	8	" "	64	1	1	4	8	9	5	"3132"	1	3	3.0
3132.0			1	1	2	0	2	41				2	" "	2	2	15	19	1	2		" "	4	7	" "	1	2	82			7	" "		" "	69	1	1	7				"3132"	1	3	3.0
3132.0			1	1	3	0	1	18				1	" "	3	1			1	2		" "	4	10	" "	1	1	81			18	" "		" "	81			18				"3132"	1	3	3.0
3132.0			1	1	4	0	1	16				1	" "	3	1			1	2		" "	4	8	" "	5	1	81			18	" "		" "	81			18				"3132"	1	3	3.0
3133.0	8	3	1	1	1	0	1	80				5	" "	1	2	25	27	1	2		" "	4	5	" "	1	2	83			9	" "	2	" "	83			9	2	8	10	"3133"	1	3	3.0
3133.0			1	1	2	0	2	70				5	" "	2	2	15	17	1	2		" "	1	99	" "			82			7	" "		" "	69	1	1	7				"3133"	1	3	3.0
3133.0			1	1	3	0	1	14				4	" "	5	1			1	2		" "	4	9	" "	1	1	81			18	" "		" "	81			18				"3133"	1	3	3.0
3134.0	8	17	1	1	1	0	1	56				2	" "	1	2	37	42	1	2		" "	4	9	" "	1	2	64	1	1	4	" "	7	" "	64	1	1	4	7	8	28	"3134"	1	3	3.0
3134.0			1	1	2	0	2	42				2	" "	2	2	19	24	1	2		" "	4	10	" "	1	2	82			8	" "	7	" "	24	1	1	8	7			"3134"	1	3	3.0
3134.0			1	1	3	0	1	18				1	" "	3	1			1	2		" "	4	10	" "	5	1	81			18	" "		" "	81			18				"3134"	1	3	3.0
3134.0			1	1	4	0	1	14				1	" "	3	1			1	2		" "	4	7	" "	5	1	81			18	" "		" "	81			18				"3134"	1	3	3.0
3134.0			1	1	5	0	1	12				1	" "	3	1			1	2		" "	4	5	" "	5	1	81			18	" "		" "	81			18				"3134"	1	3	3.0
3134.0			1	1	6	0	1	10				1	" "	3	1			1	2		" "	4	3	" "	5	1	81			19	" "		" "	81			19				"3134"	1	3	3.0
3135.0	14	10	2	1	1	0	2	61				1	" "	6	3	14	15	1	2		" "	2	99	" "			82			7	" "		" "	69	1	1	7		14	30	"3135"	1	3	3.0
3135.0			2	1	2	0	1	26				1	" "	1	2	20	22	1	2		" "	4	5	" "	1	2	13	1	3	3	" "	4	" "	13	1	3	3	4			"3135"	1	3	3.0
3135.0			2	1	3	8							" "								" "			" "							" "		" "								"3135"	3	3	3.0
3135.0			2	1	4	0	2	16				1	" "	8	1			1	2		" "	4	9	" "	8	1	81			19	" "		" "	81			19				"3135"	1	3	3.0
3135.0			2	1	5	0	1	11				1	" "	8	1			1	2		" "	4	4	" "	5	1	81			19	" "		" "	81			19				"3135"	1	3	3.0
3135.0			2	1	6	7							" "								" "			" "							" "		" "								"3135"	3	3	3.0
3135.0			2	1	7	0	2	23				1	" "	2	2	17	19	1	2		" "	4	5	" "	5	2	82			18	" "		" "	82			18				"3135"	1	3	3.0
3135.0			2	1	8	0	1	4				3	" "	3	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"3135"	1	3	3.0
3135.0			2	1	9	1	2	0				3	" "	3	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"3135"	1	3	3.0
3136.0	8	36	1	1	1	0	1	78				2	" "	1	2	27	25	1	2		" "	4	7	" "	1	2	83			17	"GOVERNMENT JOB"	9	" "	83			17	9	8	50	"3136"	1	3	3.0
3136.0			1	1	2	0	2	65				2	" "	2	2	14	16	1	2		" "	4	2	" "	1	2	82			18	" "		" "	82			18				"3136"	1	3	3.0
3136.0			1	1	3	0	1	14				1	" "	5	1			1	2		" "	4	7	" "	1	1	81			18	" "		" "	81			18				"3136"	1	3	3.0
3136.0			1	1	4	5	1	35				2	" "	3	2	30	32	1	2		" "	4	14	" "	1	2	13	2	3	3	" "		" "	13	2	3	3				"3136"	1	3	3.0
3136.0			1	1	5	5	2	27				2	" "	4	2	22	24	1	2		" "	4	12	" "	1	2	82			18	" "		" "	82			18				"3136"	1	3	3.0
3136.0			1	1	6	5	2	2				1	" "	5	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"3136"	1	3	3.0
3136.0			1	1	7	5	1	31				2	" "	3	2	29	99	1	2		" "	4	16	" "	1	2	16	2	3	3	" "		" "	16	2	3	3				"3136"	1	3	3.0
3136.0			1	1	8	5	2	28				2	" "	4	2	26	99	1	2		" "	4	15	" "	1	2	16	2	3	3	" "		" "	16	2	3	3				"3136"	1	3	3.0
3137.0	13	36	1	1	1	0	1	80				2	" "	1	2	28	30	1	2		" "	2	3	" "	1	2	83			9	" "	16	" "	83			9	16	13	45	"3137"	1	3	3.0
3137.0			1	1	2	0	2	66				2	" "	2	2	14	16	1	2		" "	1	99	" "			82			18	" "		" "	82			18				"3137"	1	3	3.0
3137.0			1	1	3	0	2	26				2	" "	4	2	18	22	1	2		" "	4	12	" "	8	2	82			16	" "		" "	82			16				"3137"	1	3	3.0
3137.0			1	1	4	0	1	4				1	" "	5	1			1	2		" "	4	99	" "			84			18	" "		" "	84			18				"3137"	1	3	3.0
3138.0	8	38	1	1	1	0	1	35				2	" "	1	2	24	25	1	2		" "	4	5	" "	1	2	1	1	1	1	" "		" "	1	1	1	1		8	45	"3138"	1	3	3.0
3138.0			1	1	2	0	2	30				2	" "	2	2	19	20	1	2		" "	4	5	" "	1	2	82			18	" "		" "	82			18				"3138"	1	3	3.0
3138.0			1	1	3	0	2	10				1	" "	3	1			1	2		" "	4	4	" "	1	1	81			18	" "		" "	81			18				"3138"	1	3	3.0
3138.0			1	1	4	0	2	7				1	" "	3	1			1	2		" "	4	0	" "	1	1	81			18	" "		" "	81			18				"3138"	1	3	3.0
3139.0	8	36	1	1	1	0	1	71				2	" "	1	2	19	23	1	2		" "	1	99	" "			22	1	2	8	" "	16	" "	22	1	2	8	16	8	50	"3139"	1	3	3.0
3139.0			1	1	2	0	2	66				2	" "	2	2	14	18	1	2		" "	1	99	" "			82			18	" "		" "	82			18				"3139"	1	3	3.0
3139.0			1	1	3	0	1	35				2	" "	3	2	21	26	1	2		" "	4	9	" "	1	2	32	1	2	17	"IGGI BIKE MERAMOT ER KOR"		" "	32	1	2	17				"3139"	1	3	3.0
3139.0			1	1	4	5	2	32				2	" "	4	2	18	23	1	2		" "	4	10	" "	8	2	82			18	" "		" "	82			18				"3139"	1	3	3.0
3139.0			1	1	5	5	1	8				1	" "	5	1			1	2		" "	4	2	" "	1	1	81			18	" "		" "	81			18				"3139"	1	3	3.0
3139.0			1	1	6	0	1	20				1	" "	5	1			1	2		" "	4	10	" "	1	2	8	1	2	2	" "		" "	8	1	2	2				"3139"	1	3	3.0
3139.0			1	1	7	11							" "								" "			" "							" "		" "								"3139"	3	3	3.0
3140.0	8	46	1	1	1	0	1	58				2	" "	1	2	28	30	1	2		" "	2	4	" "	1	2	65	1	1	4	" "	2	" "	65	1	1	4	2	8	55	"3140"	1	3	3.0
3140.0			1	1	2	0	2	47				2	" "	2	2	17	19	1	2		" "	2	5	" "	1	2	70	1	1	7	" "		" "	70	1	1	7				"3140"	1	3	3.0
3140.0			1	1	3	8							" "								" "			" "							" "		" "								"3140"	3	3	3.0
3140.0			1	1	4	8							" "								" "			" "							" "		" "								"3140"	3	3	3.0
3140.0			1	1	5	0	1	18				1	" "	3	1			1	2		" "	4	10	" "	8	1	81			18	" "		" "	81			18				"3140"	1	3	3.0
3141.0	8	36	5	1	1	0	2	50				2	" "	6	3	14	17	1	2		" "	2	99	" "			69	1	1	7	" "		" "	69	1	1	7		8	50	"3141"	1	3	3.0
3141.0			5	1	2	8							" "								" "			" "							" "		" "								"3141"	3	3	3.0
3141.0			5	1	3	6	1	12				1	" "	8	1			2	2		" "	4	4	" "	1	1	81			18	" "		" "	81			18				"3141"	2	3	3.0
3141.0			5	1	4	0	1	22				2	" "	7	1			1	2		" "	4	12	" "	1	1	46	1	1	3	" "		" "	46	1	1	3				"3141"	1	3	3.0
3141.0			5	1	5	5	1	35				6	" "	1	2	33	34	1	2		" "	4	5	" "	1	2	51	1	1	12	" "		" "	51	1	1	12				"3141"	1	3	3.0
3141.0			5	1	6	5	2	22				1	" "	2	2	20	21	1	2		" "	4	9	" "	1	2	82			18	" "		" "	82			18				"3141"	1	3	3.0
3141.0			5	1	7	5	1	0				3	" "	3	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"3141"	1	3	3.0
3142.0	14	16	1	1	1	0	2	30				2	" "	1	2	18	19	1	2		" "	4	10	" "	8	2	82			16	" "		" "	82			16		14	23	"3142"	1	3	3.0
3142.0			1	1	2	0	1	11				1	" "	3	1			1	2		" "	4	4	" "	1	1	81			18	" "		" "	81			18				"3142"	1	3	3.0
3142.0			1	1	3	1	1	2				1	" "	3	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"3142"	1	3	3.0
3143.0	8	11	1	1	1	5	1	37				2	" "	1	2	23	24	1	2		" "	4	3	" "	1	2	24	1	1	8	" "		" "	24	1	1	8		8	20	"3143"	1	3	3.0
3143.0			1	1	2	0	2	35				2	" "	2	2	21	22	1	2		" "	4	8	" "	5	2	24	1	1	8	" "		" "	24	1	1	8				"3143"	1	3	3.0
3143.0			1	1	3	0	1	13				1	" "	3	1			1	2		" "	4	3	" "	5	2	24	1	1	8	" "		" "	24	1	1	8				"3143"	1	3	3.0
3143.0			1	1	4	0	2	9				1	" "	3	1			1	2		" "	4	3	" "	5	1	81			18	" "		" "	81			18				"3143"	1	3	3.0
3144.0	9	6	1	1	1	0	1	63				2	" "	1	2	20	25	1	2		" "	4	5	" "	1	2	64	1	1	4	" "	16	" "	64	1	1	4	16	9	18	"3144"	1	3	3.0
3144.0			1	1	2	0	2	55				2	" "	2	2	12	17	1	2		" "	4	3	" "	1	2	82			8	" "		" "	82			8				"3144"	1	3	3.0
3144.0			1	1	3	0	2	23				2	" "	3	2	21	99	1	2		" "	4	12	" "	1	1	17	1	1	3	" "	16	" "	17	1	1	3	16			"3144"	1	3	3.0
3144.0			1	1	4	0	1	22				2	" "	3	1			1	2		" "	4	12	" "	1	1	46	1	2	3	" "		" "	46	1	2	3				"3144"	1	3	3.0
3144.0			1	1	5	12							" "								" "			" "							" "		" "								"3144"	3	3	3.0
3144.0			1	1	6	5	2	22				2	" "	4	2	20	99	1	2		" "	4	12	" "	1	1	82			18	" "		" "	82			18				"3144"	1	3	3.0
3145.0	13	6	1	1	1	0	1	48				2	" "	1	2	25	26	1	2		" "	2	99	" "			65	1	1	4	" "	12	" "	65	1	1	4	12	13	16	"3145"	1	3	3.0
3145.0			1	1	2	0	2	43				2	" "	2	2	20	21	1	2		" "	4	5	" "	1	2	82			18	" "		" "	82			18				"3145"	1	3	3.0
3145.0			1	1	3	8							" "								" "			" "							" "		" "								"3145"	3	3	3.0
3145.0			1	1	4	0	1	20				2	" "	3	1			1	2		" "	4	9	" "	8	2	13	2	3	3	" "		" "	13	2	3	3				"3145"	1	3	3.0
3145.0			1	1	5	0	2	19				2	" "	3	1			2	2		" "	4	10	" "	8	1	13	2	3	3	" "		" "	13	2	3	3				"3145"	1	3	3.0
3146.0	7	41	1	1	1	0	1	64				2	" "	1	2	34	35	1	2		" "	4	2	" "	1	2	71	1	1	7	" "	16	" "	71	1	1	7	16	7	50	"3146"	1	3	3.0
3146.0			1	1	2	0	2	49				2	" "	2	2	19	20	1	2		" "	4	2	" "	1	2	82			7	" "		" "	69	1	1	7				"3146"	1	3	3.0
3146.0			1	1	3	11							" "								" "			" "							" "		" "								"3146"	3	3	3.0
3147.0	9	7	2	1	1	0	1	44				2	" "	1	2	23	24	1	2		" "	2	99	" "			1	1	1	1	" "	15	" "	1	1	1	1	15	9	20	"3147"	1	3	3.0
3147.0			2	1	2	0	2	41				2	" "	2	2	20	24	1	2		" "	4	5	" "	1	2	82			18	" "		" "	82			18				"3147"	1	3	3.0
3147.0			2	1	3	11							" "								" "			" "							" "		" "								"3147"	3	3	3.0
3147.0			2	1	4	0	2	16				1	" "	3	1			1	2		" "	4	9	" "	1	1	81			18	" "		" "	81			18				"3147"	1	3	3.0
3148.0	9	11	1	1	1	0	2	32				2	" "	1	2	19	20	1	2		" "	4	8	" "	8	2	24	1	1	8	" "		" "	24	1	1	8		9	15	"3148"	1	3	3.0
3148.0			1	1	2	0	1	12				1	" "	3	1			1	2		" "	4	5	" "	1	1	81			18	" "		" "	81			18				"3148"	1	3	3.0
3148.0			1	1	3	0	2	10				1	" "	3	1			1	2		" "	4	2	" "	5	1	81			19	" "		" "	81			19				"3148"	1	3	3.0
3148.0			1	1	4	5	1	42				1	" "	2	2	29	30	1	1	2	" "	4	9	" "	1	2	13	1	1	3	" "		" "	13	1	1	3				"3148"	1	3	3.0
3149.0	12	26	2	1	1	11							" "								" "			" "							" "		" "						14	35	"3149"	3	3	3.0
3149.0			2	1	2	0	2	38				2	" "	1	2	15	17	1	1	2	" "	4	5	" "	1	2	82			15	" "	3	" "	15	1	1	15	3			"3149"	1	3	3.0
3149.0			2	1	3	8							" "								" "			" "							" "		" "								"3149"	3	3	3.0
3149.0			2	1	4	0	2	15				1	" "	3	1			1	2		" "	4	9	" "	1	1	81			18	" "		" "	81			18				"3149"	1	3	3.0
3149.0			2	1	5	1	1	3				3	" "	3	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"3149"	1	3	3.0
3150.0	9	21	1	1	1	0	1	51				2	" "	1	2	25	27	1	2		" "	4	5	" "	1	2	50	1	1	12	" "		" "	50	1	1	12		9	30	"3150"	1	3	3.0
3150.0			1	1	2	0	2	44				2	" "	2	2	18	20	1	2		" "	4	4	" "	1	2	69	1	1	7	" "		" "	69	1	1	7				"3150"	1	3	3.0
3150.0			1	1	3	0	2	24				2	" "	3	4	19	99	1	2		" "	4	8	" "	5	2	85			18	" "		" "	85			18				"3150"	1	3	3.0
3150.0			1	1	4	0	2	23				2	" "	3	1			1	2		" "	4	8	" "	5	2	82			18	" "		" "	82			18				"3150"	1	3	3.0
3150.0			1	1	5	7							" "								" "			" "							" "		" "								"3150"	3	3	3.0
3150.0			1	1	6	11							" "								" "			" "							" "		" "								"3150"	3	3	3.0
3150.0			1	1	7	7							" "								" "			" "							" "		" "								"3150"	3	3	3.0
3151.0	9	6	1	1	1	0	1	61				2	" "	1	2	25	27	1	2		" "	2	99	" "			52	2	2	12	" "	4	" "	52	2	2	12	4	9	20	"3151"	1	3	3.0
3151.0			1	1	2	0	2	51				2	" "	2	2	15	17	1	2		" "	2	99	" "			82			18	" "		" "	82			18				"3151"	1	3	3.0
3151.0			1	1	3	0	2	32				2	" "	3	3	14	15	1	2		" "	4	10	" "	1	2	13	1	1	3	" "		" "	13	1	1	3				"3151"	1	3	3.0
3151.0			1	1	4	0	1	17				1	" "	5	1			1	2		" "	4	10	" "	1	1	81			18	" "		" "	81			18				"3151"	1	3	3.0
3151.0			1	1	5	0	1	28				2	" "	3	1			1	2		" "	4	9	" "	1	2	86			18	" "		" "	86			18				"3151"	1	3	3.0
3151.0			1	1	6	8							" "								" "			" "							" "		" "								"3151"	3	3	3.0
3151.0			1	1	7	0	2	20				1	" "	3	1			1	2		" "	4	12	" "	1	1	81			18	" "		" "	81			18				"3151"	1	3	3.0
3152.0	9	11	1	1	1	0	1	40				2	" "	1	2	20	21	1	2		" "	4	5	" "	1	2	51	1	1	12	" "	7	" "	51	1	1	12	7	9	19	"3152"	1	3	3.0
3152.0			1	1	2	0	2	34				2	" "	2	2	14	15	1	2		" "	4	5	" "	1	2	82			7	" "		" "	69	1	1	7				"3152"	1	3	3.0
3152.0			1	1	3	8							" "								" "			" "							" "		" "								"3152"	3	3	3.0
3152.0			1	1	4	0	1	14				1	" "	3	1			1	2		" "	4	8	" "	5	1	81			18	" "		" "	81			18				"3152"	1	3	3.0
3153.0	9	17	1	1	1	0	2	32				2	" "	2	2	17	18	1	2		" "	4	9	" "	1	2	82			18	" "		" "	82			18		9	20	"3153"	1	3	3.0
3153.0			1	1	2	0	1	14				1	" "	3	1			1	2		" "	4	7	" "	1	1	81			18	" "		" "	81			18				"3153"	1	3	3.0
3153.0			1	1	3	0	1	10				1	" "	3	1			1	2		" "	4	3	" "	1	1	81			18	" "		" "	81			18				"3153"	1	3	3.0
3153.0			1	1	4	5	1	40				2	" "	1	2	25	26	1	1	2	" "	4	8	" "	1	2	86			18	" "		" "	86			18				"3153"	1	3	3.0
3154.0	9	16	1	1	1	0	1	46				1	" "	1	2	30	31	1	2		" "	4	8	" "	1	2	52	1	1	12	" "	9	" "	52	1	1	12	9	9	30	"3154"	1	3	3.0
3154.0			1	1	2	0	2	34				1	" "	2	2	18	19	1	2		" "	4	9	" "	1	2	82			18	" "		" "	82			18				"3154"	1	3	3.0
3154.0			1	1	3	0	1	14				3	" "	3	1			1	2		" "	4	8	" "	1	1	81			18	" "		" "	81			18				"3154"	1	3	3.0
3154.0			1	1	4	0	1	9				3	" "	3	1			1	2		" "	4	3	" "	1	1	81			18	" "		" "	81			18				"3154"	1	3	3.0
3154.0			1	1	5	12							" "								" "			" "							" "		" "								"3154"	3	3	3.0
3155.0	16	6	5	1	1	0	2	33				2	" "	2	2	15	16	1	2		" "	4	4	" "	1	2	82			18	" "		" "	82			18		16	15	"3155"	1	3	3.0
3155.0			5	1	2	0	2	15				1	" "	3	1			1	2		" "	4	10	" "	5	1	81			18	" "		" "	81			18				"3155"	1	3	3.0
3155.0			5	1	3	0	1	13				1	" "	3	1			1	2		" "	4	7	" "	5	1	81			18	" "		" "	81			18				"3155"	1	3	3.0
3155.0			5	1	4	0	2	10				1	" "	3	1			1	2		" "	4	3	" "	5	1	81			19	" "		" "	81			19				"3155"	1	3	3.0
3155.0			5	1	5	0	1	45				2	" "	1	2	27	28	1	2		" "	2	99	" "			50	2	4	12	" "		" "	50	2	4	12				"3155"	1	3	3.0
3156.0	7	42	1	1	1	0	1	45				2	" "	1	2	23	25	1	2		" "	4	5	" "	1	2	72	1	1	12	" "		" "	72	1	1	12		7	50	"3156"	1	3	3.0
3156.0			1	1	2	0	2	40				2	" "	2	2	18	20	1	2		" "	4	8	" "	1	2	82			7	" "		" "	69	1	1	7				"3156"	1	3	3.0
3156.0			1	1	3	8							" "								" "			" "							" "		" "								"3156"	3	3	3.0
3156.0			1	1	4	0	2	16				3	" "	3	1			1	2		" "	4	8	" "	5	1	81			18	" "		" "	81			18				"3156"	1	3	3.0
3156.0			1	1	5	0	2	13				1	" "	3	1			1	2		" "	4	6	" "	5	1	81			18	" "		" "	81			18				"3156"	1	3	3.0
3157.0	7	36	1	1	1	0	1	66				2	" "	1	2	30	31	1	2		" "	1	99	" "			70	1	1	7	" "	4	" "	70	1	1	7	4	7	50	"3157"	1	3	3.0
3157.0			1	1	2	0	2	51				2	" "	2	2	17	18	1	1	3	" "	1	99	" "			82			18	" "		" "	82			18				"3157"	1	3	3.0
3157.0			1	1	3	5	1	35				2	" "	3	2	31	31	1	1	3	" "	4	5	" "	1	2	37	1	1	2	" "		" "	37	1	1	2				"3157"	1	3	3.0
3157.0			1	1	4	5	1	28				2	" "	3	1			1	2		" "	4	4	" "	1	2	37	1	1	2	" "		" "	37	1	1	2				"3157"	1	3	3.0
3157.0			1	1	5	8							" "								" "			" "							" "		" "								"3157"	3	3	3.0
3157.0			1	1	6	0	2	18				1	" "	3	1			1	2		" "	4	22	" "	1	1	81			18	" "		" "	81			18				"3157"	1	3	3.0
3157.0			1	1	7	0	2	23				2	" "	4	2	17	18	1	2		" "	4	10	" "	1	2	82			18	" "		" "	82			18				"3157"	1	3	3.0
3157.0			1	1	8	0	1	5				3	" "	5	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"3157"	1	3	3.0
3157.0			1	1	9	1	2	1				3	" "	5	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"3157"	1	3	3.0
3158.0	8	14	1	1	1	0	1	51				2	" "	1	2	24	25	1	2		" "	2	99	" "			70	1	1	16	" "	7	" "	70	1	1	16	7	8	20	"3158"	1	3	3.0
3158.0			1	1	2	0	2	44				2	" "	2	2	17	18	1	2		" "	2	99	" "			82			18	" "		" "	82			18				"3158"	1	3	3.0
3158.0			1	1	3	11							" "								" "			" "							" "		" "								"3158"	3	3	3.0
3158.0			1	1	4	8							" "								" "			" "							" "		" "								"3158"	3	3	3.0
3158.0			1	1	5	0	2	18				1	" "	3	1			1	2		" "	4	9	" "	5	1	81			18	" "		" "	81			18				"3158"	1	3	3.0
3159.0	13	50	1	1	1	0	2	34				2	" "	1	2	18	24	1	2		" "	4	9	" "	2	2	82			16	" "		" "	82			16		13	52	"3159"	1	3	3.0
3159.0			1	1	2	0	1	10				2	" "	3	1			1	2		" "	4	3	" "	1	1	81			18	" "		" "	81			18				"3159"	1	3	3.0
3160.0	10	16	2	1	1	0	1	54				2	" "	1	2	25	28	1	2		" "	2	2	" "	1	2	51	1	1	12	" "		" "	51	1	1	12		10	25	"3160"	1	3	3.0
3160.0			2	1	2	0	2	51				2	" "	2	2	16	19	1	2		" "	2	99	" "			82			18	" "		" "	82			18				"3160"	1	3	3.0
