a01	stime_h_b	stime_m_b	res_id_b	consent_b	mid	mem_stat	b1_01	b1_02	b1_15a	b1_15b	b1_15c	b1_16	b1_16oth	b1_03	b1_04	b1_04a	b1_04b	b1_14	b1_05	b1_06	b1_06oth	b1_07	b1_08	b1_08oth	b1_08a	b1_09	b1_10	b1_11	b1_12	b1_13a	b1_13aoth	b1_13b	b1_13both	b1_10_r3	b1_11_r3	b1_12_r3	b1_13a_r3	b1_13b_r3	etime_h_b	etime_m_b	hhid2	flag_b1	hh_type	round
727.3			8	1	9	12							" "								" "			" "							" "		" "								"727.3"	3	3	3.0
727.3			8	1	10	12							" "								" "			" "							" "		" "								"727.3"	3	3	3.0
727.3			8	1	11	1	2	3				2	" "	3	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"727.3"	1	3	3.0
728.0	8	26	3	1	1	0	1	81				2	" "	6	2	26	27	1	2		" "	4	5	" "	1	2	85			18	" "		" "	85			18		8	47	"728"	1	3	3.0
728.0			3	1	2	0	2	71				2	" "	6	2	16	17	1	2		" "	1	99	" "			85			18	" "		" "	85			18				"728"	1	3	3.0
728.0			3	1	3	0	1	50				2	" "	1	2	32	34	1	2		" "	4	14	" "	1	2	51	2	2	12	" "		" "	51	2	2	12				"728"	1	3	3.0
728.0			3	1	4	0	2	39				2	" "	2	2	21	23	1	2		" "	4	14	" "	2	2	82			18	" "		" "	82			18				"728"	1	3	3.0
728.0			3	1	5	0	1	16				1	" "	3	1			1	2		" "	4	10	" "	1	1	81			18	" "		" "	81			18				"728"	1	3	3.0
728.0			3	1	6	0	1	13				1	" "	3	1			1	2		" "	4	7	" "	8	1	81			19	" "		" "	81			19				"728"	1	3	3.0
728.0			3	1	7	12							" "								" "			" "							" "		" "								"728"	3	3	3.0
729.0	11	0	1	1	1	0	1	37				2	" "	1	2	28	29	1	2		" "	4	10	" "	1	2	13	2	4	3	" "		" "	13	2	4	3		11	15	"729"	1	3	3.0
729.0			1	1	2	0	2	27				2	" "	2	2	18	19	1	2		" "	4	10	" "	1	2	82			18	" "		" "	82			18				"729"	1	3	3.0
729.0			1	1	3	0	1	8				1	" "	3	1			1	2		" "	4	2	" "	1	1	81			18	" "		" "	81			18				"729"	1	3	3.0
729.0			1	1	4	0	2	3				1	" "	3	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"729"	1	3	3.0
730.0	8	6	1	1	1	0	1	46				2	" "	1	2	22	27	1	2		" "	4	6	" "	1	2	22	2	3	4	" "	8	" "	22	2	3	4	8	8	23	"730"	1	3	3.0
730.0			1	1	2	0	2	42				2	" "	2	2	18	23	1	2		" "	2	99	" "			82			18	" "		" "	82			18				"730"	1	3	3.0
730.0			1	1	3	0	1	19				2	" "	3	2	18	19	1	2		" "	4	12	" "	8	1	81			19	" "		" "	81			19				"730"	1	3	3.0
730.0			1	1	4	7							" "								" "			" "							" "		" "								"730"	3	3	3.0
731.0	14	41	4	1	1	0	2	40				2	" "	2	2	17	18	1	2		" "	4	3	" "	2	2	82			18	" "		" "	82			18		14	55	"731"	1	3	3.0
731.0			4	1	2	0	1	19				1	" "	3	1			1	2		" "	4	5	" "	2	2	13	1	1	3	" "		" "	13	1	1	3				"731"	1	3	3.0
731.0			4	1	3	0	1	12				1	" "	3	1			1	2		" "	4	4	" "	5	1	81			19	" "		" "	81			19				"731"	1	3	3.0
731.0			4	1	4	5	1	50				2	" "	1	2	30	31	1	2		" "	4	5	" "	2	2	13	2	4	3	" "		" "	13	2	4	3				"731"	1	3	3.0
731.0			4	1	5	5	1	18				1	" "	3	1			1	2		" "	4	9	" "	5	2	82			18	" "		" "	82			18				"731"	1	3	3.0
732.0	8	6	1	1	1	0	2	46				5	" "	1	2	19	21	1	2		" "	2	99	" "			82			15	" "		" "	82			15		8	22	"732"	1	3	3.0
732.0			1	1	2	8							" "								" "			" "							" "		" "								"732"	3	3	3.0
732.0			1	1	3	0	2	20				5	" "	3	1			1	2		" "	4	12	" "	5	2	82			18	" "		" "	82			18				"732"	1	3	3.0
732.0			1	1	4	0	1	18				5	" "	3	1			1	2		" "	4	12	" "	5	1	81			8	" "		" "	81			8				"732"	1	3	3.0
733.0	8	11	2	1	1	0	1	36				2	" "	1	2	17	21	2	2		" "	4	5	" "	1	2	37	1	2	8	" "		" "	37	1	2	8		8	26	"733"	1	3	3.0
733.0			2	1	2	0	2	31				2	" "	2	2	12	16	1	2		" "	4	7	" "	1	2	82			7	" "		" "	69	1	1	7				"733"	1	3	3.0
733.0			2	1	3	0	1	15				1	" "	3	1			1	2		" "	4	8	" "	1	1	81			18	" "		" "	81			18				"733"	1	3	3.0
733.0			2	1	4	0	2	12				1	" "	3	1			1	2		" "	4	6	" "	8	1	81			19	" "		" "	81			19				"733"	1	3	3.0
733.0			2	1	5	0	1	8				1	" "	3	1			1	2		" "	4	1	" "	5	1	81			19	" "		" "	81			19				"733"	1	3	3.0
733.0			2	1	6	7							" "								" "			" "							" "		" "								"733"	3	3	3.0
735.0	8	36	2	1	1	0	1	56				2	" "	1	2	30	35	1	2		" "	4	6	" "	1	2	12	2	2	3	" "		" "	12	2	2	3		8	53	"735"	1	3	3.0
735.0			2	1	2	0	2	41				2	" "	2	2	12	17	1	2		" "	2	3	" "	1	2	82			18	" "		" "	82			18				"735"	1	3	3.0
735.0			2	1	3	0	1	21				7	"CERTIFICAT"	3	1			1	2		" "	4	12	" "	5	1	81			18	" "		" "	81			18				"735"	1	3	3.0
735.0			2	1	4	0	2	16				1	" "	3	1			1	2		" "	4	10	" "	1	1	81			18	" "		" "	81			18				"735"	1	3	3.0
736.0	10	39	1	1	1	0	1	66				5	" "	1	2	31	34	1	2		" "	1	99	" "			83			19	" "		" "	83			19		11	7	"736"	1	3	3.0
736.0			1	1	2	0	2	56				5	" "	2	2	21	24	2	2		" "	2	99	" "			82			18	" "		" "	82			18				"736"	1	3	3.0
736.0			1	1	3	0	2	27				2	" "	4	2	17	18	1	2		" "	4	9	" "	5	2	82			7	" "		" "	70	1	1	7				"736"	1	3	3.0
736.0			1	1	4	0	2	7				1	" "	5	1			1	2		" "	4	1	" "	5	1	81			19	" "		" "	81			19				"736"	1	3	3.0
736.0			1	1	5	0	1	26				5	" "	3	1			1	2		" "	3	3	" "	1	2	37	1	1	2	" "		" "	37	1	1	2				"736"	1	3	3.0
736.0			1	1	6	11							" "								" "			" "							" "		" "								"736"	3	3	3.0
736.0			1	1	7	11							" "								" "			" "							" "		" "								"736"	3	3	3.0
736.0			1	1	8	0	1	22				5	" "	3	1			1	2		" "	4	3	" "	1	2	37	1	1	8	" "		" "	37	1	1	8				"736"	1	3	3.0
736.0			1	1	9	0	1	31				2	" "	3	2	21	22	1	2		" "	4	5	" "	1	2	37	1	1	8	" "		" "	37	1	1	8				"736"	1	3	3.0
736.0			1	1	10	1	2	3				2	" "	5	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"736"	1	3	3.0
737.1	8	25	4	1	1	7							" "								" "			" "							" "		" "						8	55	"737.1"	3	3	3.0
737.1			4	1	2	7							" "								" "			" "							" "		" "								"737.1"	3	3	3.0
737.1			4	1	3	11							" "								" "			" "							" "		" "								"737.1"	3	3	3.0
737.1			4	1	4	0	2	25				2	" "	1	2	18	19	1	2		" "	4	8	" "	8	2	82			16	" "		" "	82			16				"737.1"	1	3	3.0
737.1			4	1	5	10							" "								" "			" "							" "		" "								"737.1"	3	3	3.0
737.1			4	1	6	10							" "								" "			" "							" "		" "								"737.1"	3	3	3.0
737.1			4	1	7	10							" "								" "			" "							" "		" "								"737.1"	3	3	3.0
737.1			4	1	8	0	1	6				1	" "	3	1			1	2		" "	4	0	" "	5	1	81			19	" "		" "	81			19				"737.1"	1	3	3.0
737.1			4	1	9	0	1	4				1	" "	3	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"737.1"	1	3	3.0
737.2	8	46	9	1	1	7							" "								" "			" "							" "		" "						9	0	"737.2"	3	3	3.0
737.2			9	1	2	7							" "								" "			" "							" "		" "								"737.2"	3	3	3.0
737.2			9	1	3	10							" "								" "			" "							" "		" "								"737.2"	3	3	3.0
737.2			9	1	4	10							" "								" "			" "							" "		" "								"737.2"	3	3	3.0
737.2			9	1	5	0	2	30				1	" "	2	2	16	17	1	2		" "	4	9	" "	1	2	82			7	" "		" "	69	1	1	7				"737.2"	1	3	3.0
737.2			9	1	6	0	2	13				5	" "	3	1			1	2		" "	4	6	" "	8	1	81			19	" "		" "	81			19				"737.2"	1	3	3.0
737.2			9	1	7	0	2	8				1	" "	3	1			1	2		" "	4	1	" "	1	1	81			18	" "		" "	81			18				"737.2"	1	3	3.0
737.2			9	1	8	0	2	5				5	" "	3	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"737.2"	1	3	3.0
737.2			9	1	9	0	1	37				1	" "	1	2	25	26	1	2		" "	4	12	" "	1	2	13	1	1	3	" "		" "	13	1	1	3				"737.2"	1	3	3.0
737.2			9	1	10	1	1	2				1	" "	3	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"737.2"	1	3	3.0
738.0	8	6	3	1	1	0	1	51				2	" "	2	2	31	33	1	2		" "	4	5	" "	1	2	85			18	" "		" "	85			18		9	0	"738"	1	3	3.0
738.0			3	1	2	0	2	41				2	" "	1	2	21	23	1	2		" "	4	4	" "	1	2	82			18	" "		" "	82			18				"738"	1	3	3.0
738.0			3	1	3	0	1	18				1	" "	3	1			1	2		" "	4	6	" "	5	2	11	1	1	2	" "		" "	11	1	1	2				"738"	1	3	3.0
738.0			3	1	4	0	2	14				2	" "	3	1			1	2		" "	4	7	" "	8	1	81			19	" "		" "	81			19				"738"	1	3	3.0
739.0	9	45	2	1	1	7							" "								" "			" "							" "		" "						9	25	"739"	3	3	3.0
739.0			2	1	2	0	2	51				1	" "	6	3	17	19	1	2		" "	1	99	" "			82			18	" "		" "	82			18				"739"	1	3	3.0
739.0			2	1	3	0	1	32				1	" "	1	2	20	23	1	2		" "	4	4	" "	1	2	23	1	2	2	" "		" "	23	1	2	2				"739"	1	3	3.0
739.0			2	1	4	0	2	28				2	" "	2	2	16	19	1	2		" "	4	5	" "	5	2	82			18	" "		" "	82			18				"739"	1	3	3.0
739.0			2	1	5	0	2	9				1	" "	3	1			1	2		" "	4	3	" "	5	1	81			19	" "		" "	81			19				"739"	1	3	3.0
739.0			2	1	6	11							" "								" "			" "							" "		" "								"739"	3	3	3.0
739.0			2	1	7	8							" "								" "			" "							" "		" "								"739"	3	3	3.0
739.0			2	1	8	11							" "								" "			" "							" "		" "								"739"	3	3	3.0
739.0			2	1	9	0	1	20				2	" "	7	1			1	2		" "	4	6	" "	1	2	21	1	1	3	" "		" "	21	1	1	3				"739"	1	3	3.0
739.0			2	1	10	0	2	6				3	" "	3	1			1	2		" "	4	0	" "	1	1	81			18	" "		" "	81			18				"739"	1	3	3.0
739.0			2	1	11	0	2	26				2	" "	7	4	14	15	1	2		" "	4	7	" "	1	2	82			18	" "		" "	82			18				"739"	1	3	3.0
739.0			2	1	12	0	2	9				1	" "	8	1			1	2		" "	4	3	" "	5	1	81			19	" "		" "	81			19				"739"	1	3	3.0
739.0			2	1	13	1	2	2				3	" "	3	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"739"	1	3	3.0
740.0	8	41	1	1	1	0	2	48				2	" "	1	3	18	20	1	2		" "	1	99	" "			82			15	" "		" "	82			15		8	52	"740"	1	3	3.0
740.0			1	1	2	11							" "								" "			" "							" "		" "								"740"	3	3	3.0
740.0			1	1	3	8							" "								" "			" "							" "		" "								"740"	3	3	3.0
740.0			1	1	4	0	2	16				1	" "	3	1			1	2		" "	4	8	" "	8	1	81			19	" "		" "	81			19				"740"	1	3	3.0
740.0			1	1	5	7							" "								" "			" "							" "		" "								"740"	3	3	3.0
741.0	8	36	1	1	1	0	1	41				2	" "	1	2	27	29	1	2		" "	4	3	" "	1	2	22	1	1	8	" "		" "	22	1	1	8		9	3	"741"	1	3	3.0
741.0			1	1	2	0	2	36				2	" "	2	2	21	24	1	2		" "	2	3	" "	1	2	82			2	" "		" "	11	1	1	2				"741"	1	3	3.0
741.0			1	1	3	0	1	12				1	" "	3	1			1	2		" "	4	3	" "	1	1	81			18	" "		" "	81			18				"741"	1	3	3.0
742.0	8	36	2	1	1	0	1	37				2	" "	1	2	17	18	1	2		" "	4	3	" "	1	2	37	1	1	2	" "		" "	37	1	1	2		8	54	"742"	1	3	3.0
742.0			2	1	2	0	2	34				2	" "	2	2	14	15	1	2		" "	4	7	" "	1	2	82			7	" "		" "	82			7				"742"	1	3	3.0
742.0			2	1	3	0	1	19				2	" "	3	1			1	2		" "	4	7	" "	5	2	21	1	1	3	" "		" "	21	1	1	3				"742"	1	3	3.0
742.0			2	1	4	0	1	17				1	" "	3	1			1	2		" "	4	6	" "	5	2	21	1	1	3	" "		" "	21	1	1	3				"742"	1	3	3.0
742.0			2	1	5	0	1	14				1	" "	3	1			1	2		" "	4	5	" "	5	1	81			18	" "		" "	81			18				"742"	1	3	3.0
742.0			2	1	6	0	2	75				5	" "	6	3	17	19	1	2		" "	1	99	" "			85			19	" "		" "	85			19				"742"	1	3	3.0
743.0	9	11	1	1	1	0	2	54				2	" "	1	3	18	20	1	2		" "	1	99	" "			57	1	1	8	" "	7	" "	57	1	1	8	7	9	25	"743"	1	3	3.0
743.0			1	1	2	8							" "								" "			" "							" "		" "								"743"	3	3	3.0
743.0			1	1	3	8							" "								" "			" "							" "		" "								"743"	3	3	3.0
743.0			1	1	4	0	2	20				1	" "	3	1			1	2		" "	4	7	" "	8	2	57	1	1	8	" "		" "	57	1	1	8				"743"	1	3	3.0
743.0			1	1	5	0	1	17				1	" "	3	1			1	2		" "	4	4	" "	1	2	11	1	1	2	" "		" "	11	1	1	2				"743"	1	3	3.0
744.0	16	20	2	1	1	12							" "								" "			" "							" "		" "						16	50	"744"	3	3	3.0
744.0			2	1	2	0	2	42				2	" "	1	2	22	24	1	2		" "	4	9	" "	1	2	82			15	" "		" "	82			15				"744"	1	3	3.0
744.0			2	1	3	11							" "								" "			" "							" "		" "								"744"	3	3	3.0
744.0			2	1	4	12							" "								" "			" "							" "		" "								"744"	3	3	3.0
744.0			2	1	5	0	1	11				1	" "	3	1			1	2		" "	4	3	" "	5	1	81			19	" "		" "	81			19				"744"	1	3	3.0
744.0			2	1	6	0	2	8				1	" "	3	1			1	2		" "	4	1	" "	1	1	81			18	" "		" "	81			18				"744"	1	3	3.0
744.0			2	1	7	0	1	5				1	" "	3	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"744"	1	3	3.0
745.0	9	6	1	1	1	0	1	58				2	" "	1	2	30	32	1	2		" "	4	4	" "	1	2	51	1	1	12	" "	4	" "	51	1	1	12	4	9	26	"745"	1	3	3.0
745.0			1	1	2	0	2	46				2	" "	2	2	18	20	1	2		" "	4	4	" "	1	2	57	1	1	8	" "		" "	57	1	1	8				"745"	1	3	3.0
745.0			1	1	3	0	2	26				2	" "	3	4	20	22	1	2		" "	4	9	" "	8	2	82			18	" "		" "	82			18				"745"	1	3	3.0
745.0			1	1	4	11							" "								" "			" "							" "		" "								"745"	3	3	3.0
745.0			1	1	5	5	2	4				3	" "	5	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"745"	1	3	3.0
746.1	8	31	2	1	1	7							" "								" "			" "							" "		" "						8	52	"746.1"	3	3	3.0
746.1			2	1	2	0	2	67				5	" "	6	3	14	15	1	2		" "	1	99	" "			85			19	" "		" "	85			19				"746.1"	1	3	3.0
746.1			2	1	3	0	2	42				5	" "	1	5	24	25	2	2		" "	2	99	" "			15	1	2	3	" "		" "	15	1	2	3				"746.1"	1	3	3.0
746.1			2	1	4	0	2	18				1	" "	3	1			2	2		" "	4	7	" "	5	1	81			18	" "		" "	81			18				"746.1"	1	3	3.0
746.1			2	1	5	10							" "								" "			" "							" "		" "								"746.1"	3	3	3.0
746.1			2	1	6	10							" "								" "			" "							" "		" "								"746.1"	3	3	3.0
746.1			2	1	7	10							" "								" "			" "							" "		" "								"746.1"	3	3	3.0
746.2	10	46	6	1	1	10							" "								" "			" "							" "		" "						11	9	"746.2"	3	3	3.0
746.2			6	1	2	10							" "								" "			" "							" "		" "								"746.2"	3	3	3.0
746.2			6	1	3	10							" "								" "			" "							" "		" "								"746.2"	3	3	3.0
746.2			6	1	4	10							" "								" "			" "							" "		" "								"746.2"	3	3	3.0
746.2			6	1	5	0	1	33				2	" "	1	2	25	25	1	2		" "	4	8	" "	1	2	72	1	1	8	" "		" "	72	1	1	8				"746.2"	1	3	3.0
746.2			6	1	6	0	2	28				2	" "	2	2	20	20	1	2		" "	4	5	" "	1	2	57	1	1	8	" "		" "	57	1	1	8				"746.2"	1	3	3.0
746.2			6	1	7	0	2	8				1	" "	3	1			1	2		" "	4	1	" "	5	1	81			19	" "		" "	81			19				"746.2"	1	3	3.0
746.2			6	1	8	0	1	5				1	" "	3	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"746.2"	1	3	3.0
747.0	12	40	2	1	1	0	1	41				2	" "	1	2	24	25	1	2		" "	1	99	" "			22	1	2	8	" "		" "	22	1	2	8		13	5	"747"	1	3	3.0
747.0			2	1	2	0	2	33				2	" "	2	2	16	17	1	2		" "	4	4	" "	1	2	57	1	1	8	" "		" "	57	1	1	8				"747"	1	3	3.0
747.0			2	1	3	0	2	16				1	" "	3	1			1	2		" "	4	6	" "	1	2	82			18	" "		" "	82			18				"747"	1	3	3.0
747.0			2	1	4	0	1	14				1	" "	3	1			1	2		" "	4	3	" "	1	2	82			18	" "		" "	82			18				"747"	1	3	3.0
747.0			2	1	5	0	2	7				1	" "	3	1			1	2		" "	4	67	" "	1	1	81			18	" "		" "	81			18				"747"	1	3	3.0
748.0	8	30	2	1	1	12							" "								" "			" "							" "		" "						9	5	"748"	3	3	3.0
748.0			2	1	2	0	2	36				2	" "	6	2	15	16	1	2		" "	1	99	" "			82			7	" "	8	" "	57	1	1	7	8			"748"	1	3	3.0
748.0			2	1	3	8							" "								" "			" "							" "		" "								"748"	3	3	3.0
748.0			2	1	4	0	1	17				1	" "	7	1			1	2		" "	4	6	" "	5	2	35	1	1	8	" "		" "	35	1	1	8				"748"	1	3	3.0
748.0			2	1	5	0	1	12				2	" "	7	1			1	2		" "	4	3	" "	5	1	81			19	" "		" "	81			19				"748"	1	3	3.0
748.0			2	1	6	0	1	19				2	" "	1	1			1	2		" "	4	5	" "	5	2	37	1	1	8	" "		" "	37	1	1	8				"748"	1	3	3.0
749.0	8	31	2	1	1	0	1	46				2	" "	1	2	33	34	1	2		" "	4	7	" "	1	2	65	1	1	4	" "	7	" "	65	1	1	4	7	8	56	"749"	1	3	3.0
749.0			2	1	2	0	2	33				2	" "	2	2	20	21	1	2		" "	4	3	" "	1	2	82			7	" "		" "	69	1	1	7				"749"	1	3	3.0
749.0			2	1	3	0	2	12				1	" "	3	1			1	2		" "	4	5	" "	5	1	81			18	" "		" "	81			18				"749"	1	3	3.0
749.0			2	1	4	0	2	8				1	" "	3	1			1	2		" "	4	1	" "	5	1	81			19	" "		" "	81			19				"749"	1	3	3.0
749.0			2	1	5	0	1	6				1	" "	3	1			1	2		" "	4	66	" "	5	1	81			19	" "		" "	81			19				"749"	1	3	3.0
749.0			2	1	6	1	2	0				3	" "	3	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"749"	1	3	3.0
750.0	8	51	2	1	1	0	1	31				2	" "	1	2	18	19	1	2		" "	4	5	" "	1	2	13	1	3	3	" "		" "	13	1	3	3		9	4	"750"	1	3	3.0
750.0			2	1	2	0	2	30				2	" "	2	2	17	18	1	2		" "	4	7	" "	1	2	82			7	" "		" "	69	1	1	7				"750"	1	3	3.0
750.0			2	1	3	0	2	12				1	" "	3	1			2	2		" "	4	4	" "	1	1	81			18	" "		" "	81			18				"750"	1	3	3.0
750.0			2	1	4	0	2	10				1	" "	3	1			2	2		" "	4	2	" "	1	1	81			18	" "		" "	81			18				"750"	1	3	3.0
750.0			2	1	5	0	1	6				1	" "	3	1			1	2		" "	4	66	" "	1	1	81			18	" "		" "	81			18				"750"	1	3	3.0
750.0			2	1	6	5	2	65				2	" "	6	3	14	17	1	2		" "	1	99	" "			82			19	" "		" "	82			19				"750"	1	3	3.0
751.1	8	35	6	1	1	0	1	81				2	" "	1	2	20	22	1	2		" "	2	99	" "			64	1	1	4	" "	19	" "	64	1	1	4	19	9	5	"751.1"	1	3	3.0
751.1			6	1	2	0	2	66				5	" "	2	2	16	18	1	2		" "	1	99	" "			82			18	" "		" "	82			18				"751.1"	1	3	3.0
751.1			6	1	3	10							" "								" "			" "							" "		" "								"751.1"	3	3	3.0
751.1			6	1	4	10							" "								" "			" "							" "		" "								"751.1"	3	3	3.0
751.1			6	1	5	10							" "								" "			" "							" "		" "								"751.1"	3	3	3.0
751.1			6	1	6	0	2	26				2	" "	4	2	17	18	1	2		" "	4	7	" "	2	2	82			7	" "	15	" "	69	1	1	7	15			"751.1"	1	3	3.0
751.1			6	1	7	0	1	8				1	" "	5	1			1	2		" "	4	1	" "	5	1	81			19	" "		" "	81			19				"751.1"	1	3	3.0
751.1			6	1	8	8							" "								" "			" "							" "		" "								"751.1"	3	3	3.0
751.2	9	13	3	1	1	10							" "								" "			" "							" "		" "						9	28	"751.2"	3	3	3.0
751.2			3	1	2	10							" "								" "			" "							" "		" "								"751.2"	3	3	3.0
751.2			3	1	3	0	1	46				2	" "	1	2	37	38	1	2		" "	4	7	" "	1	2	51	2	4	12	" "	4	" "	51	2	4	12	4			"751.2"	1	3	3.0
751.2			3	1	4	0	2	27				2	" "	2	2	18	19	1	2		" "	4	10	" "	8	2	82			7	" "		" "	82			7				"751.2"	1	3	3.0
751.2			3	1	5	0	2	8				1	" "	3	1			1	2		" "	4	1	" "	5	1	81			19	" "		" "	81			19				"751.2"	1	3	3.0
751.2			3	1	6	10							" "								" "			" "							" "		" "								"751.2"	3	3	3.0
751.2			3	1	7	10							" "								" "			" "							" "		" "								"751.2"	3	3	3.0
751.2			3	1	8	8							" "								" "			" "							" "		" "								"751.2"	3	3	3.0
751.2			3	1	9	0	2	6				1	" "	3	1			1	2		" "	4	66	" "	5	1	81			19	" "		" "	81			19				"751.2"	1	3	3.0
752.0	8	45	1	1	1	0	2	43				2	" "	1	2	14	16	1	2		" "	4	6	" "	1	2	82			8	" "		" "	24	1	1	8		9	10	"752"	1	3	3.0
752.0			1	1	2	8							" "								" "			" "							" "		" "								"752"	3	3	3.0
752.0			1	1	3	6	1	23				1	" "	3	1			1	2		" "	4	12	" "	1	1	81			18	" "		" "	81			18				"752"	2	3	3.0
752.0			1	1	4	6	2	21				1	" "	3	1			1	2		" "	4	12	" "	1	1	81			18	" "		" "	81			18				"752"	2	3	3.0
752.0			1	1	5	0	1	16				1	" "	3	1			1	2		" "	4	8	" "	1	1	81			18	" "		" "	81			18				"752"	1	3	3.0
753.11	13	51	2	1	1	0	1	47				2	" "	1	2	30	39	1	2		" "	4	5	" "	1	2	51	1	1	12	" "		" "	51	1	1	12		13	52	"753.1.1"	1	3	3.0
753.11			2	1	2	0	2	35				2	" "	2	2	21	30	1	2		" "	4	8	" "	5	2	82			7	" "		" "	69	1	1	7				"753.1.1"	1	3	3.0
753.11			2	1	3	10							" "								" "			" "							" "		" "								"753.1.1"	3	3	3.0
753.11			2	1	4	10							" "								" "			" "							" "		" "								"753.1.1"	3	3	3.0
753.11			2	1	5	10							" "								" "			" "							" "		" "								"753.1.1"	3	3	3.0
753.11			2	1	6	10							" "								" "			" "							" "		" "								"753.1.1"	3	3	3.0
753.11			2	1	7	10							" "								" "			" "							" "		" "								"753.1.1"	3	3	3.0
753.11			2	1	8	10							" "								" "			" "							" "		" "								"753.1.1"	3	3	3.0
753.11			2	1	9	10							" "								" "			" "							" "		" "								"753.1.1"	3	3	3.0
753.11			2	1	10	10							" "								" "			" "							" "		" "								"753.1.1"	3	3	3.0
753.11			2	1	11	0	2	78				2	" "	6	3	16	18	1	2		" "	1	99	" "			85			19	" "		" "	85			19				"753.1.1"	1	3	3.0
753.11			2	1	12	10							" "								" "			" "							" "		" "								"753.1.1"	3	3	3.0
753.11			2	1	13	10							" "								" "			" "							" "		" "								"753.1.1"	3	3	3.0
753.11			2	1	14	10							" "								" "			" "							" "		" "								"753.1.1"	3	3	3.0
753.11			2	1	15	10							" "								" "			" "							" "		" "								"753.1.1"	3	3	3.0
753.11			2	1	16	0	2	8				3	" "	3	1			1	2		" "	4	2	" "	5	1	81			19	" "		" "	81			19				"753.1.1"	1	3	3.0
753.11			2	1	17	1	2	2				3	" "	3	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"753.1.1"	1	3	3.0
753.12	9	51	7	1	1	10							" "								" "			" "							" "		" "						10	5	"753.1.2"	3	3	3.0
753.12			7	1	2	10							" "								" "			" "							" "		" "								"753.1.2"	3	3	3.0
753.12			7	1	3	10							" "								" "			" "							" "		" "								"753.1.2"	3	3	3.0
753.12			7	1	4	10							" "								" "			" "							" "		" "								"753.1.2"	3	3	3.0
753.12			7	1	5	10							" "								" "			" "							" "		" "								"753.1.2"	3	3	3.0
753.12			7	1	6	10							" "								" "			" "							" "		" "								"753.1.2"	3	3	3.0
753.12			7	1	7	0	2	33				2	" "	2	2	16	17	1	2		" "	4	5	" "	1	2	82			18	" "		" "	82			18				"753.1.2"	1	3	3.0
753.12			7	1	8	0	2	17				1	" "	3	1			1	2		" "	4	9	" "	8	1	82			19	" "		" "	82			19				"753.1.2"	1	3	3.0
753.12			7	1	9	0	1	13				4	" "	3	1			1	2		" "	4	5	" "	5	1	81			18	" "		" "	81			18				"753.1.2"	1	3	3.0
753.12			7	1	10	0	2	12				1	" "	3	1			1	2		" "	4	3	" "	5	1	81			19	" "		" "	81			19				"753.1.2"	1	3	3.0
753.12			7	1	11	10							" "								" "			" "							" "		" "								"753.1.2"	3	3	3.0
753.12			7	1	12	0	1	35				2	" "	1	2	18	19	1	2		" "	4	2	" "	1	2	54	1	1	8	" "		" "	54	1	1	8				"753.1.2"	1	3	3.0
753.12			7	1	13	10							" "								" "			" "							" "		" "								"753.1.2"	3	3	3.0
753.12			7	1	14	10							" "								" "			" "							" "		" "								"753.1.2"	3	3	3.0
753.12			7	1	15	10							" "								" "			" "							" "		" "								"753.1.2"	3	3	3.0
753.12			7	1	16	10							" "								" "			" "							" "		" "								"753.1.2"	3	3	3.0
753.13	14	56	14	1	1	10							" "								" "			" "							" "		" "						15	8	"753.1.3"	3	3	3.0
753.13			14	1	2	10							" "								" "			" "							" "		" "								"753.1.3"	3	3	3.0
753.13			14	1	3	10							" "								" "			" "							" "		" "								"753.1.3"	3	3	3.0
753.13			14	1	4	10							" "								" "			" "							" "		" "								"753.1.3"	3	3	3.0
753.13			14	1	5	10							" "								" "			" "							" "		" "								"753.1.3"	3	3	3.0
753.13			14	1	6	10							" "								" "			" "							" "		" "								"753.1.3"	3	3	3.0
753.13			14	1	7	10							" "								" "			" "							" "		" "								"753.1.3"	3	3	3.0
753.13			14	1	8	10							" "								" "			" "							" "		" "								"753.1.3"	3	3	3.0
753.13			14	1	9	10							" "								" "			" "							" "		" "								"753.1.3"	3	3	3.0
753.13			14	1	10	10							" "								" "			" "							" "		" "								"753.1.3"	3	3	3.0
753.13			14	1	11	10							" "								" "			" "							" "		" "								"753.1.3"	3	3	3.0
753.13			14	1	12	10							" "								" "			" "							" "		" "								"753.1.3"	3	3	3.0
753.13			14	1	13	11							" "								" "			" "							" "		" "								"753.1.3"	3	3	3.0
753.13			14	1	14	0	2	23				1	" "	1	2	19	19	1	2		" "	4	8	" "	1	2	24	1	1	8	" "	16	" "	24	1	1	8	16			"753.1.3"	1	3	3.0
