a01	stime_h_g	stime_m_g	res_id_g	consent_g	plotid	g01	g02_1	g02	g20	g03	g04	g05	g06	g21	g22	g23	g07	g08a	g08b	g08c	g09a	g09b	g09c	g10	g11	g12	g13a	g13b	g13c	g14	g15a	g15b	g15c	g16a	g16b	g16c	g17a	g17b	g17c	g18a	g18b	g18c	g19a	g19b	g19c	etime_h_g	etime_m_g	hhid2	flag_g	flag_1	hh_type	round
2191.0			1	1	2	2	0.0	15.0	7	150	2.0	4	5	2	1	1		72			72			150000	6	2018	98			1	1	4		1			1			1	2		1	2				"2191"		1	2	3.0
2191.0			1	1	3	2	0.0	36.0	7	200	2.0	4	5	2	1	1		72			72			360000	6	2018	98			1	1	4		1			1			1	2		1	2				"2191"		1	2	3.0
2192.0	11	31	1	1	1	1	15.0	15.0	0	0	0.0	4	1					1			1			150000	1	2002	98			4																0		"2192"		0	2	3.0
2192.0			1	1	2	2	9.0	9.0	0	500	1.0	4	2					1			1			120000	2	1998	1	3		1	1	3		1	3		1	3		1	3		1	2				"2192"		1	2	3.0
2192.0			1	1	3	2	22.0	0.0	3																																							"2192"		0	2	3.0
2192.0			1	1	4	2	0.0	0.0	10																																							"2192"		0	2	3.0
2192.0			1	1	5	2	42.0	0.0	3																																							"2192"		0	2	3.0
2192.0			1	1	6	2	60.0	0.0	3																																							"2192"		0	2	3.0
2192.0			1	1	7	2	0.0	0.0	10																																							"2192"		0	2	3.0
2192.0			1	1	8	9	3.0	3.0	0	0	6.0	4	1					1			1			60000	1	2002	98			7																		"2192"		0	2	3.0
2192.0			1	1	9	2	9.0	0.0	3																																							"2192"		0	2	3.0
2192.0			1	1	10	2	15.0	0.0	3																																							"2192"		0	2	3.0
2192.0			1	1	11	2	12.0	0.0	3																																							"2192"		0	2	3.0
2192.0			1	1	12	2	30.0	0.0	3																																							"2192"		0	2	3.0
2192.0			1	1	13	4	6.0	0.0	10																																							" "		0	2	3.0
2192.0			1	1	14	4	6.0	0.0	10																																							" "		0	2	3.0
2192.0			1	1	15	2	6.0	0.0	10																																							" "		0	2	3.0
2192.0			1	1	16	2	0.0	78.0	7	300	2.0	4	3	3	2	1	250.0	72			72			500000	6	2018	1	3		1	1	3	72	1	3		1	3		1			1	2				"2192"		1	2	3.0
2192.0			1	1	17	2	0.0	27.0	7	300	2.0	4	4	3	2	1		72			72			200000	6	2018	1	3		1	1	3	72	1	3		1	3		1			1	2				"2192"		1	2	3.0
2193.0	11	46	1	1	1	1	4.0	4.0	0	0	0.0	4	1					1			1			22000	3	2008	98			4																12	5	"2193"		0	2	3.0
2193.0			1	1	2	2	9.0	9.0	0	100	1.0	4	2					1			1			50000	3	2008	1			1	1	3		1			1			1			1					"2193"		1	2	3.0
2193.0			1	1	3	2	7.0	7.0	0	200	1.0	4	2					1			1			45000	3	2008	1			1	1	3		1			1			1			1					"2193"		1	2	3.0
2193.0			1	1	4	2	0.0	0.0	10																																							"2193"		0	2	3.0
2193.0			1	1	5	2	0.0	0.0	10																																							"2193"		0	2	3.0
2193.0			1	1	6	9	2.0	2.0	0	0	3.0	4	1					1			1			9000	3	2008	98			7																		"2193"		0	2	3.0
2193.0			1	1	7	2	2.0	2.0	0	0	0.0	4	2					1			1			6000	3	2012	1	2		1	1	2	3	1	2		1	2		1			1	2				"2193"		1	2	3.0
2194.0	11	8	1	1	1	1	14.0	14.0	0	0	0.0	4	1					1	2		1	2		70000	1	2010	98			4																11	22	"2194"		0	2	3.0
2194.0			1	1	2	9	1.0	1.0	0	0	3.0	4	1					1	2		1	2		6000	1	2010	98			7																		"2194"		0	2	3.0
2195.0	14	40	4	1	1	1	20.0	20.0	0	0	0.0	4	1					71			71			200000	3	2014	98			4																16	20	"2195"		0	2	3.0
2195.0			4	1	2	2	66.0	66.0	0	50	3.0	4	2					71			71			660000	3	2014	1			1	4	72		4			4			4			2	4				"2195"		1	2	3.0
2195.0			4	1	3	2	36.0	36.0	0	50	3.0	4	2					71			71			360000	3	2014	1			1	4	72		4			4			4			2	4				"2195"		1	2	3.0
2195.0			4	1	4	2	0.0	0.0	10																																							"2195"		0	2	3.0
2195.0			4	1	5	1	15.0	15.0	0	100	4.0	4	1					71			71			150000	3	2014	1			7																		"2195"		0	2	3.0
2195.0			4	1	6	2	0.0	0.0	10																																							"2195"		0	2	3.0
2195.0			4	1	7	2	12.0	12.0	0	100	2.0	4	2					71			71			120000	3	2014	1			1	4	72		4			4			4			2	4				"2195"		1	2	3.0
2195.0			4	1	8	2	0.0	0.0	10																																							"2195"		0	2	3.0
2195.0			4	1	9	2	12.0	12.0	0	100	2.0	4	2					71			71			120000	3	2014	1			1	4	72		4			4			4			2	4				"2195"		1	2	3.0
2195.0			4	1	10	2	0.0	0.0	10																																							"2195"		0	2	3.0
2195.0			4	1	11	9	1.0	1.0	0	0	0.0	4	1					72			72			12000	3	2014	98			7																		"2195"		0	2	3.0
2195.0			4	1	12	2	9.0	9.0	0	150	2.0	4	5	3	1	2		72			72			90000	6	2014	98			1	4	72		4			4			4			2	4				"2195"		1	2	3.0
2195.0			4	1	13	2	6.0	6.0	0	100	3.0	4	2					71			71			60000	3	2014	1			1	4	72		4			4			4			2	4				"2195"		1	2	3.0
2195.0			4	1	14	2	6.0	9.0	10	100	3.0	4	2					71			71			90000	3	2014	1			1	4	72		4			4			4			2	4				"2195"		1	2	3.0
2195.0			4	1	15	2	9.0	15.0	10	100	4.0	4	2					71			71			150000	3	2014	1			1	4	72		4			4			4			2	4				"2195"		1	2	3.0
2195.0			4	1	16	2	15.0	15.0	0	50	2.0	4	2					71			71			150000	3	2014	1			1	4	72		4			4			4			2	4				"2195"		1	2	3.0
2195.0			4	1	17	10	7.0	7.0	0	20	2.0	4	1					71			71			70000	3	2014	1			5																		"2195"		0	2	3.0
2195.0			4	1	18	2	15.0	15.0	0	50	2.0	4	2					71			71			150000	3	2014	1			1	4	72		4			4			4			2	4				"2195"		1	2	3.0
2195.0			4	1	19	2	15.0	0.0	3																																							"2195"		0	2	3.0
2195.0			4	1	20	2	29.0	0.0	3																																							"2195"		0	2	3.0
2195.0			4	1	21	2	6.0	0.0	3																																							"2195"		0	2	3.0
2195.0			4	1	22	2	18.0	0.0	3																																							"2195"		0	2	3.0
2195.0			4	1	23	2	12.0	0.0	3																																							"2195"		0	2	3.0
2196.0	11	55	1	1	1	1	12.0	12.0	0	0	0.0	4	1					1			1	72		70000	3	2007	98			4																12	15	"2196"		0	2	3.0
2196.0			1	1	2	2	30.0	30.0	0	100	2.0	4	2					1			1	72		60000	3	2007	98			1	1	72		1			1			1			1					"2196"		1	2	3.0
2196.0			1	1	3	2	62.0	62.0	0	500	2.0	4	6				500.0	1			1			180000	3	2007	98			9																		"2196"		0	2	3.0
2196.0			1	1	4	2	62.0	62.0	0	200	2.0	4	3	3	2	1	500.0	72			72			180000	6	2007	1			1	1	72		1			1			1			1					"2196"		1	2	3.0
2196.0			1	1	5	2	62.0	0.0	3																																							"2196"		0	2	3.0
2196.0			1	1	6	9	5.0	5.0	0	0	0.0	4	1					1			1	72		30000	3	2007	98			7																		"2196"		0	2	3.0
2197.0	14	2	1	1	1	1	15.0	15.0	0	0	0.0	4	1					1			1			1100000	3	2006	98			4																0		"2197"		0	2	3.0
2197.0			1	1	2	2	17.0	17.0	0	50	3.0	4	2					1			1			120000	3	2006	1			1	1			1			1			1			1					"2197"		1	2	3.0
2197.0			1	1	3	2	13.0	13.0	0	50	3.0	4	2					1			1			95000	3	2006	1			1	1			1			1			1			1					"2197"		1	2	3.0
2197.0			1	1	4	2	11.0	11.0	0	150	2.0	4	2					1			1			80000	3	2006	1			1	1			1			1			1			1					"2197"		1	2	3.0
2197.0			1	1	5	2	0.0	0.0	10																																							"2197"		0	2	3.0
2197.0			1	1	6	2	9.0	9.0	0	150	2.0	4	2					1			1			65000	3	2006	1			1	1			1			1			1			1					"2197"		1	2	3.0
2197.0			1	1	7	2	6.0	6.0	0	200	2.0	4	2					1			1			45000	3	2006	1			1	1			1			1			1			1					"2197"		1	2	3.0
2197.0			1	1	8	2	0.0	0.0	10																																							"2197"		0	2	3.0
2197.0			1	1	9	2	0.0	0.0	10																																							"2197"		0	2	3.0
2197.0			1	1	10	2	0.0	0.0	10																																							"2197"		0	2	3.0
2197.0			1	1	11	2	0.0	0.0	10																																							"2197"		0	2	3.0
2197.0			1	1	12	2	0.0	0.0	10																																							"2197"		0	2	3.0
2197.0			1	1	13	2	0.0	0.0	10																																							"2197"		0	2	3.0
2197.0			1	1	14	2	0.0	0.0	10																																							"2197"		0	2	3.0
2197.0			1	1	15	4	5.0	5.0	0	100	0.0	4	1					1			1			50000	3	2006	98			7																		"2197"		0	2	3.0
2197.0			1	1	16	2	9.0	0.0	3																																							"2197"		0	2	3.0
2197.0			1	1	17	2	9.0	0.0	3																																							"2197"		0	2	3.0
2197.0			1	1	18	12	9.0	0.0	3																																							"2197"		0	2	3.0
2197.0			1	1	19	2	0.0	54.0	7	150	2.0	4	4	3	2	1		72			72			70000	6	2018	1			1	1			1			1			1			1					"2197"		1	2	3.0
2198.0	16	48	1	1	1	1	26.0	26.0	0	0	0.0	4	1					2	4		2			330148	1	1975	98			4																18	20	"2198"		0	2	3.0
2198.0			1	1	2	2	24.0	24.0	0	400	3.0	4	2					1			1			152000	3	1975	98			1	1	4	72	1	4		1	4		1	4		1	4				"2198"		1	2	3.0
2198.0			1	1	3	2	18.0	18.0	0	100	1.0	4	2					2			2			114300	1	1975	98			1	1	4	72	1	4		1	4		1	4		1	4				"2198"		1	2	3.0
2198.0			1	1	4	2	6.0	6.0	0	100	2.0	4	2					1			1			55960	3	1975	98			1	1	4	72	1	4		1	4		1	4		1	4				"2198"		1	2	3.0
2198.0			1	1	5	2	8.0	8.0	0	200	3.0	4	2					1			1			76200	3	1975	98			1	1	4	72	1	4		1	4		1	4		1	4				"2198"		1	2	3.0
2198.0			1	1	6	2	7.0	7.0	0	200	3.0	4	2					1			1			66675	3	1975	98			1	1	4	72	1	4		1	4		1	4		1	4				"2198"		1	2	3.0
2198.0			1	1	7	2	24.0	24.0	0	200	3.0	4	2					1			1			228600	3	1975	98			1	1	4	72	1	4		1	4		1	4		1	4				"2198"		1	2	3.0
2198.0			1	1	8	2	36.0	36.0	0	250	3.0	4	5	1	1	1		72			72			342900	6	2010	98			1	1	4	72	1	4		1	4		1	4		1	4				"2198"		1	2	3.0
2198.0			1	1	9	2	24.0	24.0	0	2000	3.0	4	5	1	1	1		72			72			228600	6	2010	98			1	1	4	72	1	4		1	4		1	4		1	4				"2198"		1	2	3.0
2198.0			1	1	10	2	12.0	12.0	0	200	1.0	4	5	1	1	1		72			72			114300	6	2010	98			1	1	72		1	4		1	4		1	4		1	4				"2198"		1	2	3.0
2198.0			1	1	11	2	9.0	9.0	0	200	0.0	4	2					1			1			83925	3	2010	98			1	1	4	72	1	4	72	1	4		1	4		1	4				"2198"		1	2	3.0
2198.0			1	1	12	8	15.0	15.0	0	0	1.0	4	1					2	4		2	4		139875	3	2010	98			7																		"2198"		0	2	3.0
2198.0			1	1	13	9	6.0	6.0	0	0	0.0	4	1					2	4		2	4		55950	3	2010	98			7																		"2198"		0	2	3.0
2198.0			1	1	14	2	0.0	63.0	7	0	3.0	4	3	1	1	1	500.0	72			72			500000	6	2016	98			1	1	4	72	1	4		1	4		1	4		1	4				"2198"		1	2	3.0
2198.0			1	1	15	2	0.0	63.0	7	0	2.0	4	3	1	1	1	500.0	72			72			500000	6	2016	98			1	1	4	72	1	4		1	4		1	4		1	4				"2198"		1	2	3.0
2200.0	11	27	2	1	1	1	5.0	5.0	0	0	0.0	4	1					72			72			70000	2	2008	98			4																11	38	"2200"		0	2	3.0
2200.0			2	1	2	8	18.0	18.0	0	0	5.0	4	1					72			72			130000	2	2008	98			7																		"2200"		0	2	3.0
2201.0	9	10	1	1	1	1	10.0	10.0	0	0	0.0	4	1					1			72			50000	3	2003	98			4																9	11	"2201"		0	2	3.0
2202.0	10	1	3	1	1	1	7.0	7.0	0	0	0.0	5	1					3			73			700000	3	2018	3			4																11	0	"2202"		0	2	3.0
2202.0			3	1	2	2	28.0	28.0	0	1000	0.0	2	2					3			73			7000000	3	1995	3			1	1			3			3			3			3					"2202"		1	2	3.0
2202.0			3	1	3	2	11.0	11.0	0	100	0.0	4	8					3			73			4000000	3	1995	2			9																		"2202"		0	2	3.0
2202.0			3	1	4	2	6.0	6.0	0	100	0.0	4	8					3			73			80000	3	1995	72			9																		"2202"		0	2	3.0
2202.0			3	1	5	2	25.0	25.0	0	1000	0.0	2	2					3			73			50000	3	1995	3			1	3			3			3			3			3					"2202"		1	2	3.0
2202.0			3	1	6	2	27.0	27.0	0	0	0.0	5	6				633.0	3			73			6500000	3	2011	3			9																		"2202"		0	2	3.0
2202.0			3	1	7	2	16.0	0.0	1																																							"2202"		0	2	3.0
2202.0			3	1	8	2	7.0	0.0	2																																							"2202"		0	2	3.0
2202.0			3	1	9	2	10.0	0.0	2																																							"2202"		0	2	3.0
2202.0			3	1	10	8	3.5	3.5	0	200	0.0	1	16					3			5			350000	3	2015	3			9																		"2202"		0	2	3.0
2202.0			3	1	11	8	28.0	28.0	0	200	10.0	1	16					3			73			400000	3	2008	12			9																		"2202"		0	2	3.0
2202.0			3	1	12	12	2.0	2.0	0	0	0.0	2	3	1	1	1	50.0	72			72			20000	6	2017	98			1	1			1			1			1			1					"2202"		0	2	3.0
2203.0	10	31	1	1	1	1	2.0	2.0	0	0	0.0	2	1					71			1			400000	3	2000	9			4																10	35	"2203"		0	2	3.0
2204.0	12	1	1	1	1	1	4.0	4.0	0	0	0.0	5	1					1			73			200000	3	2001	1			4																12	34	"2204"		0	2	3.0
2204.0			1	1	2	2	20.0	20.0	0	1000	1.0	2	8					1			72			400000	3	2008	1			9																		"2204"		0	2	3.0
2204.0			1	1	3	2	11.0	11.0	0	2000	1.0	2	8					1			72			250000	3	2003	1			9																		"2204"		0	2	3.0
2204.0			1	1	4	2	13.0	13.0	0	1500	1.0	2	8					1			72			350000	3	2005	1			9																		"2204"		0	2	3.0
2204.0			1	1	5	2	20.0	20.0	0	1000	0.0	2	2					1			73			450000	3	2003	1			1	1			1			1			1			1					"2204"		1	2	3.0
2204.0			1	1	6	4	6.0	6.0	0	50	0.0	5	1					1			73			200000	3	2001	1			5																		"2204"		0	2	3.0
2204.0			1	1	7	8	0.0	10.0	6	30	0.0	1	2					1			73			150000	3	2008	1			2	1			1			1			1			1					"2204"		0	2	3.0
2205.0	10	25	1	1	1	1	3.0	3.0	0	0	0.0	2	1					1			1			107000	3	2009	98			7																10	30	"2205"		0	2	3.0
2205.0			1	1	2	2	40.0	40.0	0	500	2.0	2	3	3	1	1	250.0	1	72		72			700000	6	2005	2			1	1			1			1			1			1					"2205"		1	2	3.0
2205.0			1	1	3	2	0.0	0.0	10																																							"2205"		0	2	3.0
2205.0			1	1	4	2	0.0	0.0	10																																							"2205"		0	2	3.0
2205.0			1	1	5	2	0.0	0.0	10																																							"2205"		0	2	3.0
2205.0			1	1	6	2	0.0	15.0	7	500	0.0	2	3	3	1	1	375.0	1	72		72			260000	6	2007	72			1	1			1			1			1			1					"2205"		1	2	3.0
2205.0			1	1	7	2	0.0	16.0	7	500	0.0	2	3	3	1	1	375.0	1	72		72			260000	6	2000	72			1	1			1			1			1			1					"2205"		1	2	3.0
2206.0	10	19	1	1	1	1	3.0	3.0	0	0	0.0	2	1					1			72			50000	3	2004	1			4																10	30	"2206"		0	2	3.0
2206.0			1	1	2	2	0.0	0.0	10																																							"2206"		0	2	3.0
2206.0			1	1	3	2	0.0	0.0	10																																							"2206"		0	2	3.0
2206.0			1	1	4	2	0.0	0.0	10																																							"2206"		0	2	3.0
2206.0			1	1	5	2	15.0	0.0	3																																							"2206"		0	2	3.0
2206.0			1	1	6	2	46.0	0.0	3																																							"2206"		0	2	3.0
2206.0			1	1	7	2	28.0	28.0	0	500	0.0	2	3	3	1	1	755.0	1			72			600000	6	2014	1			1	1			1			1			1			1					"2206"		1	2	3.0
2206.0			1	1	8	2	17.0	17.0	0	500	0.0	2	3	3	1	1	333.0	1			72			250000	6	2015	1			1	1			1			1			1			1					"2206"		1	2	3.0
2206.0			1	1	9	2	25.0	0.0	3																																							"2206"		0	2	3.0
2206.0			1	1	10	12	3.0	0.0	3																																							"2206"		0	2	3.0
2207.0	9	4	1	1	1	1	6.0	6.0	0	0	0.0	2	1					2			2			500000	2	1993	98			4																9	22	"2207"		0	2	3.0
2207.0			1	1	2	2	0.0	0.0	10																																							"2207"		0	2	3.0
2207.0			1	1	3	8	12.0	12.0	0	50	0.0	1	2					1			1			200000	3	1998	98			2	1			1			1			1			1					"2207"		0	2	3.0
2207.0			1	1	4	2	11.0	11.0	0	500	2.0	2	15	3	1	1		72			72			360000	6	2014	1			1	1			1			1			1			1					"2207"		1	2	3.0
2208.0	9	57	1	1	1	1	32.0	3.5	3	0	0.0	2	1					1			1			175000	3	2000	98			4																10	2	"2208"		0	2	3.0
2208.0			1	1	2	2	18.0	18.0	0	1500	0.0	2	8					1			1			540000	3	2000	98			9																		"2208"		0	2	3.0
2209.0	8	35	1	1	1	1	4.5	4.5	0	0	0.0	2	1					1			1			270000	3	2012	98			4																9	59	"2209"		0	2	3.0
2209.0			1	1	2	2	20.0	0.0	3																																							"2209"		0	2	3.0
2209.0			1	1	3	4	2.0	2.0	0	20	0.0	3	1					2			72			100000	1	2010	98			5																		"2209"		0	2	3.0
2209.0			1	1	4	2	0.0	20.0	7	802	0.0	2	3	1	1	1	240.0	72			72			200000	6	2017	1			1	1			1			1			1			1					"2209"		1	2	3.0
2209.0			1	1	5	2	0.0	10.0	7	300	0.0	2	3	1	1	1	350.0	72			72			500000	6	2016	1			1	1			1			1			1			1					"2209"		1	2	3.0
2210.0	15	30	1	1	1	1	6.0	6.0	0	0	0.0	2	1					1			1			300000	3	2003	98			4																15	42	"2210"		0	2	3.0
2210.0			1	1	2	2	9.0	9.0	0	500	0.0	2	2					1			1			400000	3	2003	1			1	1			1			1			1			1					"2210"		1	2	3.0
2210.0			1	1	3	2	6.0	6.0	0	500	0.0	2	2					1			1			300000	3	2003	1			1	1			1			1			1			1					"2210"		1	2	3.0
2210.0			1	1	4	2	8.0	0.0	3																																							"2210"		0	2	3.0
2211.0	9	15	1	1	1	1	9.0	9.0	0	0	0.0	4	1					1			1			550000	3	2015	9	8		7																10	0	"2211"		0	2	3.0
2211.0			1	1	2	2	40.0	40.0	0	100	0.0	2	2					1			1			800000	3	2019	1			1	1	72		1			1			1			1					"2211"		1	2	3.0
2211.0			1	1	3	2	36.0	36.0	0	100	0.0	2	2					1			1			600000	3	2014	1			1	1	72		1			1			1			1					"2211"		1	2	3.0
2211.0			1	1	4	2	20.0	20.0	0	130	0.0	2	2					1			1			400000	3	2014	1			1	1	72		1			1			1			1					"2211"		1	2	3.0
2211.0			1	1	5	2	8.0	8.0	0	500	0.0	2	2					1			1			130000	1	2008	1			1	1	72		1			1			1			1					"2211"		1	2	3.0
2211.0			1	1	6	2	8.0	8.0	0	500	0.0	2	2					1			1			1300000	1	2007	1			1	1	72		1			1			1			1					"2211"		1	2	3.0
2211.0			1	1	7	2	5.0	5.0	0	500	0.0	2	2					1			1			80000	3	2014	1			1	1	72		1			1			1			1					"2211"		1	2	3.0
2211.0			1	1	8	2	10.0	10.0	0	500	0.0	2	2					1			1			17000	1	2011	1			1	1	72		1			1			1			1					"2211"		1	2	3.0
2211.0			1	1	9	2	20.0	20.0	0	100	0.0	4	2					1			1			310000	3	2017	1			1	1	72		1			1			1			1					"2211"		1	2	3.0
2211.0			1	1	10	2	7.0	7.0	0	500	0.0	3	2					1			1			107000	3	2014	1			1	1	72		1			1			1			1					"2211"		1	2	3.0
2211.0			1	1	11	2	10.0	10.0	0	500	0.0	3	2					1			1			160000	1	2011	1			1	1	72		1			1			1			1					"2211"		1	2	3.0
2212.0	9	12	1	1	1	1	6.0	6.0	0	0	0.0	2	1					1			1			370000	3	2008	71			4																9	30	"2212"		0	2	3.0
2212.0			1	1	2	2	14.0	14.0	0	1000	0.0	2	2					1			1			245000	1	2000	98			1	1			1			1			1			1					"2212"		1	2	3.0
2212.0			1	1	3	2	6.0	0.0	1																																							"2212"		0	2	3.0
2212.0			1	1	4	2	0.0	0.0	10																																							"2212"		0	2	3.0
2213.0	9	0	1	1	1	1	14.0	14.0	0	0	0.0	4	1					1			1			850000	1	2001	1			4																9	40	"2213"		0	2	3.0
2213.0			1	1	2	2	39.0	39.0	0	1200	0.0	4	2					1			1			605000	1	2001	1			1	1	3	4	1			1			1			1					"2213"		1	2	3.0
2213.0			1	1	3	2	28.0	28.0	0	3000	0.0	4	2					1			1			33600	1	2001	1			1	1	3	4	1			1			1			1					"2213"		1	2	3.0
2213.0			1	1	4	2	22.0	22.0	0	1000	0.0	4	2					1			1			275000	1	2001	1			1	1	3	4	1			1			1			1					"2213"		1	2	3.0
2213.0			1	1	5	2	0.0	0.0	10																																							"2213"		0	2	3.0
2213.0			1	1	6	2	20.0	20.0	0	1200	0.0	4	2					1			1			350000	1	2001	1			1	1	3	4	1			1			1			1					"2213"		1	2	3.0
2213.0			1	1	7	2	14.0	14.0	0	3000	0.0	4	2					1			1			168000	1	2001	1			1	1	3	4	1			1			1			1					"2213"		1	2	3.0
2213.0			1	1	8	2	12.0	12.0	0	500	0.0	4	2					1			1			122000	1	2001	1			1	1	3	4	1			1			1			1					"2213"		1	2	3.0
2213.0			1	1	9	2	9.0	9.0	0	500	0.0	4	8					1			1			100000	1	2001	98			9																		"2213"		0	2	3.0
2213.0			1	1	10	2	3.0	3.0	0	500	0.0	2	2					1			1			38000	1	2001	1			1	1	3	4	1			1			1			1					"2213"		1	2	3.0
2214.0	9	41	1	1	1	1	6.0	6.0	0	0	0.0	2	1					1			1			100000	3	2003	98			4																10	15	"2214"		0	2	3.0
2214.0			1	1	2	2	16.0	16.0	0	300	0.0	2	2					1			1			200000	3	2003	1			1	1			1			1			1			1					"2214"		1	2	3.0
2214.0			1	1	3	2	16.0	16.0	0	1000	0.0	2	8					1			1			200000	3	2003	72			9																		"2214"		0	2	3.0
2214.0			1	1	4	7	1.0	1.0	0	100	0.0	3	6				1000.0	1			1			70000	3	2011	1			9																		"2214"		0	2	3.0
2214.0			1	1	5	2	0.0	20.0	6	100	0.0	2	2					1			1			300000	3	2016	1			1	1	72		1			1			1			1					"2214"		1	2	3.0
2214.0			1	1	6	2	0.0	20.0	6	100	0.0	2	2					1			1			300000	3	2016	1			1	1	72		1			1			1			1					"2214"		1	2	3.0
2214.0			1	1	7	2	0.0	20.0	5	100	0.0	2	2					1			1			300000	3	2015	1			1	1	72		1			1			1			1					"2214"		1	2	3.0
2215.0	9	0	1	1	1	1	7.0	7.0	0	0	0.0	2	1					1			1			350000	3	2000	1			4																9	20	"2215"		0	2	3.0
2215.0			1	1	2	2	12.0	12.0	0	1500	0.0	2	2					1			1			240000	3	2000	1			1	1	72		1	72		1	72		1			1	72				"2215"		1	2	3.0
2215.0			1	1	3	2	24.0	24.0	0	1500	0.0	2	2					1			1			480000	3	2000	1			1	1	72		1	72		1	72		1			1	72				"2215"		1	2	3.0
2215.0			1	1	4	2	12.0	0.0	2																																							"2215"		0	2	3.0
2215.0			1	1	5	2	8.0	0.0	2																																							"2215"		0	2	3.0
2215.0			1	1	6	2	8.0	0.0	2																																							"2215"		0	2	3.0
2215.0			1	1	7	12	0.0	1.0	7	1000	0.0	2	13	1	1	1		72			72			20000	6	2018	1			9																		"2215"		0	2	3.0
2216.0	8	40	1	1	1	1	3.0	3.0	0	0	0.0	2	1					1			1			270000	3	1985	1			4																8	50	"2216"		0	2	3.0
2216.0			1	1	2	2	20.0	0.0	3																																							"2216"		0	2	3.0
2216.0			1	1	3	2	1.0	0.0	3																																							"2216"		0	2	3.0
2216.0			1	1	4	2	0.0	17.0	7	500	0.0	2	3	3	2	1	100.0	72	1		72			300000	6	2017	1	72		1	1			1			1			1			1					"2216"		1	2	3.0
2217.0	9	30	1	1	1	1	14.0	14.0	0	0	0.0	2	1					1			1			1200000	3	2006	98			4																9	42	"2217"		0	2	3.0
2217.0			1	1	2	2	0.0	0.0	10																																							"2217"		0	2	3.0
2217.0			1	1	3	2	30.0	28.0	10	0	1.5	4	5	1	2	1		72			72			1120000	6	2014	1			1	1	72		1			1			1			1					"2217"		1	2	3.0
2217.0			1	1	4	2	16.0	16.0	0	500	0.0	5	4	1	2	1		72			72			400000	6	2014	1	72		1	1			1			1			1			1					"2217"		1	2	3.0
2218.0	13	40	1	1	1	1	7.0	7.0	0	0	0.0	2	1					1			1			350000	1	2005	98			4																13	51	"2218"		0	2	3.0
2218.0			1	1	2	2	20.0	0.0	3																																							"2218"		0	2	3.0
2218.0			1	1	3	2	20.0	0.0	3																																							"2218"		0	2	3.0
2218.0			1	1	4	2	46.0	46.0	0	1000	0.0	2	3	1	1	1	1600.0	72			72			1380000	6	2012	1			1	1	72		1			1			1			1					"2218"		1	2	3.0
2218.0			1	1	5	2	0.0	14.0	7	1000	0.0	2	3	1	1	1	450.0	72			72			420000	6	2017	1			1	1	72		1			1			1			1					"2218"		1	2	3.0
2218.0			1	1	6	12	0.0	2.0	7	1000	0.0	2	3	1	1	1	42.0	72			72			40000	6	2012	1			7																		"2218"		0	2	3.0
2219.0	10	0	1	1	1	1	9.5	9.5	0	0	0.0	2	1					1			1			500000	1	2009	1			4																10	15	"2219"		0	2	3.0
2219.0			1	1	2	8	8.0	0.0	3																																							"2219"		0	2	3.0
2219.0			1	1	3	2	22.0	0.0	3																																							"2219"		0	2	3.0
2220.1	11	5	3	1	1	1	10.0	10.0	0	0	0.0	4	1					1			1			500000	3	2009	3			4																11	50	"2220.1"		0	2	3.0
2220.1			3	1	2	2	74.0	74.0	0	500	0.0	2	2					1			1			1480000	3	2010	3			1	3	72		3			3			3			3					"2220.1"		1	2	3.0
2220.1			3	1	3	2	30.0	30.0	0	500	0.0	2	2					1			1			600000	3	2009	3			1	3	72		3			3			3			3					"2220.1"		1	2	3.0
2220.1			3	1	4	2	0.0	0.0	10																																							"2220.1"		0	2	3.0
2220.1			3	1	5	2	0.0	0.0	10																																							"2220.1"		0	2	3.0
2220.1			3	1	6	2	0.0	0.0	10																																							"2220.1"		0	2	3.0
2220.1			3	1	7	2	0.0	0.0	10																																							"2220.1"		0	2	3.0
