a01	hh_type	m2_01	m2_02	m2_03	m2_04	m2_05	m2_06	m2_07	m2_08	m2_09	m2_10	m2_11	m2_12	m2_13	m2_14	m2_15	m2_16	m2_17	m2_18	m2_19	m2_20	m2_21
4780	3	99																				
4781	3	1	27	5	2	5	2800	2		11.25	31500	1	1		2		2	0.3	4	12	3	2
4781	3	2	8	8	2	5	4	3	10	1250	5000	1	1		2		2	0.3	4	12	5	2
4782	3	99																				
4783	3	1	23	8	2	1	200	2		42.5	8500	1	1		2		6	1	8	12	0.3	2
4783	3	2	27	7	2	1	1600	2		10	16000	1	1		2		1	0	0	1	0.4	2
4783	3	3	10	11	10	1	2	2		200	400	1	1		2		1	0.3	4	7	1	2
4783	3	4	6	11	10	6	4	3	0.6	200	800	1	1		2		1	0	0	1	0.2	2
4784	3	99																				
4785	3	99																				
4786	3	1	27	5	2	1	1900	2		12.25	23275	1	1		2		1	0	0	1	0.3	2
4787	3	1	24	4	2	1	464	2		42.5	19720	1	1		2		1	0	0	1	0.3	2
4788	3	1	10	11	2	1	3	2		70	210	1	1		2		6	8	1.3	12	0.3	2
4789	3	1	27	10	2	5	200	2		16.5	3300	1	1		1	1	1	0	0	1	0	2
4789	3	2	24	3	2	5	920	2		35	32200	1	1		1	1	1	0	0	1	0	2
4790.1	3	1	24	2	2	1	100	2		35	3500	1	1		2		4	0.5	3	3	0.25	2
4790.2	3	1	27	5	2	1	6	3	2.5	75	450	1	1		2		2	0	0	1	0.5	2
4791	3	1	11	11	10	1	2	2		200	400	1	1		2		2	0.2	3	1	0.3	2
4792	3	1	27	5	2	1	11040	2		12	132400	1	1		2		1	0	0	1	1	2
4793	3	99																				
4794	3	1	10	10	10	5	9	2		90	810	1	1		2		3	30	7	12	5	2
4795	3	99																				
4796	3	99																				
4797	3	99																				
4798	3	1	10	11	10	1	2	2		200	400	1	1		2		2	0.45	3	12	1	2
4799	3	99																				
4800	3	1	8	5	2	1	2	3	8	2250	4500	1	1		2		1	0	0	1	0.5	2
4801	3	1	7	9	1	1	1	3	60	18000	18000	1	1		2		1	0	0	1	1	2
4802	3	99																				
4803	3	99																				
4804	3	1	27	8	10	1	5	3	1	15	75	1	1		2		2	0.5	0.5	1	0.5	2
4805	3	99																				
4806	3	99																				
4807	3	1	27	4	2	1	20	2		10	200	1	1		2		2	1	1	1	1	2
4807	3	2	10	11	2	1	40	2		100	4000	1	1		2		2	1	1	3	3	2
4808	3	99																				
4809	3	99																				
4810	3	1	10	11	2	1	40	2		120	4800	1	1		2		1	0	0	1	1	2
4811	3	1	16	9	10	1	3	2		20	60	1	1		2		2	1	15	1	1	2
4811	3	2	26	11	9	1	1	2		80	80	1	1		2		2	1	15	1	1	2
4811	3	3	27	12	9	1	1	2		150	150	1	1		2		2	1	5	1	1	2
4812	3	99																				
4813	3	99																				
4814	3	99																				
4815	3	99																				
4816	3	99																				
4817	3	1	14	7	2	1	5	3	5	50	250	1	1		2		2	0.2	2	3	1	2
4818	3	1	14	7	1	1	10	3	7	30	300	1	1		2		2	0.3	1	3	1	2
4819	3	99																				
4820	3	99																				
4821	3	99																				
4822	3	1	10	3	10	1	5	2		100	500	1	1		2		2	0.25	0.12	1	1	2
4823	3	99																				
4824	3	99																				
4825	3	99																				
4826	3	99																				
4827	3	1	6	10	1	1	1	3	1	300	300	1	1		2		2	0.1	0.1	1	1	2
4828	3	99																				
4829	3	99																				
4830	3	99																				
4831	3	99																				
4832	3	99																				
4833	3	1	16	8	10	6	12	3	0.2	5	60	1	1		2		1	0	0	1	0.1	2
4834	3	1	7	9	1	1	1	3	80	28000	28000	1	1		2		1	0	0	1	1	2
4835	3	99																				
4836	3	99																				
4837	3	99																				
4838	3	99																				
4840.1	3	1	7	10	1	1	2	3	50	14000	28000	1	1		2		1	0	0	1	1	2
4840.1	3	2	19	3	10	1	3	2		12	36	1	1		2		2	1	0.25	1	1	2
4840.1	3	3	27	5	10	1	3	2		10	30	1	1		2		2	1	0.25	1	1	2
4840.2	3	99																				
4841	3	99																				
4842	3	1	14	6	2	1	5	3	5	15	75	1	1		2		2	0	0.25	3	1	2
4844	3	99																				
4845	3	1	10	12	1	1	30	2		100	3000	1	1		2		1	0	0	1	2	2
4846	3	1	7	11	1	1	1	3	66	20000	20000	1	1		2		3	1	11	1	2	2
4846	3	2	10	10	1	1	10	2		100	1000	1	1		2		3	0.5	11	3	2	2
4847	3	99																				
4848	3	1	13	12	10	1	1	2		15	15	1	1		2		1	0	0	1	0.1	2
4849	3	1	10	11	1	1	5	2		100	500	1	1		2		2	0.2	1	1	3	2
4850	3	99																				
4851	3	99																				
4853	3	1	27	11	2	1	32	3	0.8	60	1920	1	1		2		2	0.5	1	1	1	2
4854	3	99																				
4855	3	99																				
4856	3	99																				
4857	3	99																				
4858	3	1	6	10	1	1	3	3	0.75	200	600	1	1		2		1	0	0	1	1	2
4858	3	2	27	2	1	1	10	2		20	200	1	1		2		1	0	0	1	1	2
4858	3	3	27	10	1	1	3	2		250	750	1	1		2		1	0	0	1	1	2
4858	3	4	14	6	1	1	3	3	8	20	60	1	1		2		1	0	0	1	1	2
4859	3	99																				
4860	3	99																				
4861	3	99																				
4862	3	1	16	8	1	1	5	2		20	100	1	1		2		2	0.1	0.1	1	1	2
4862	3	2	27	9	1	1	10	3	0.5	10	100	1	1		2		2	0.1	0.1	1	1	2
4863	3	1	16	8	1	6	2	2		40	80	1	1		2		1	0	0	1	0.25	2
4863	3	2	10	11	10	2	1	2		80	80	1	1		2		1	0	0	1	0.25	2
4864	3	1	10	11	1	1	1	2		300	300	1	1		2		2	1	1	1	2	2
4865	3	99																				
4866.1	3	1	27	3	1	1	20	2		10	200	1	1		2		1	0	0	1	0.5	2
4866.2	3	99																				
4867	3	1	7	5	10	1	3	3	30	9000	27000	1	1		2		4	1	5	5	3	2
4868	3	99																				
4869	3	1	27	8	1	1	15	3	0.8	15	225	1	1		2		1	0	0	1	0.5	2
4870	3	1	10	12	9	1	1	1	40	4000	4000	1	1		2		1	0	0	1	1	2
4871	3	99																				
4872	3	99																				
4873	3	1	6	10	1	1	6	3	0.5	150	900	1	1		2		1	0	0	1	1	2
4874	3	99																				
4875	3	99																				
4876	3	99																				
4877	3	99																				
4878	3	99																				
4879	3	99																				
4880	3	99																				
4881	3	1	27	9	10	1	3	2		15	45	1	1		2		1	0.5	0.5	1	0.5	2
4881	3	2	24	1	2	1	120	2		37.5	4500	1	1		2		1	0.5	0.5	3	0.5	2
4881	3	3	11	1	1	1	20	2		5	100	1	1		2		1	0	0	1	0.25	2
4882	3	1	7	7	2	1	1	3	70	21000	21000	1	1		2		2	0.5	2	1	1	2
4882	3	2	27	6	2	1	100	2		10	1000	1	1		2		2	0.5	2	1	1	2
4882	3	3	17	3	2	1	200	2		25	5000	1	1		2		2	0.5	2	1	1	2
4883.1	3	99																				
4883.2	3	99																				
4883.3	3	99																				
4884	3	99																				
4885	3	99																				
4886	3	99																				
4887	3	1	25	8	1	1	160	2		22.5	3600	1	1		2		2	0.2	0.5	3	3	2
4887	3	2	27	11	1	1	40	2		45	1800	1	1		2		2	0.2	0.5	3	3	2
4888	3	1	27	7	2	1	100	2		50	5000	1	1		2		2	0.5	3	3	1	1
4888	3	2	27	8	2	1	50	3	6	30	1500	1	1		2		2	0.5	3	3	1	1
4888	3	3	27	6	2	1	12	3	0.05	2	24	1	1		2		2	0.5	3	3	1	1
4889	3	99																				
4890	3	1	10	11	1	1	5	2		100	500	1	1		2		2	0.5	1	1	2	2
4890	3	2	14	6	1	1	4	3	4	25	100	1	1		2		2	0.2	0.5	1	2	2
4891	3	99																				
4892	3	99																				
4893	3	99																				
4894	3	1	7	10	2	1	1	3	70	20000	20000	1	1		2		2	1	2.5	1	1	2
4894	3	2	8	9	2	1	1	3	8	3000	3000	1	1		2		2	1	2.5	1	1	2
4894	3	3	27	3	9	1	1	1	40	600	600	1	1		2		2	5	0.25	1	0.5	2
4895	3	99																				
4896	3	99																				
4897	3	1	27	5	2	1	100	2		62.5	6250	1	1		2		1	0	0	1	0.5	2
4898	3	1	27	7	2	1	40	2		45	1800	1	1		1	2	2	0.2	1	3	1	1
4899	3	1	25	1	2	1	20	2		10	200	1	1		2		2	0.5	1	1	1	2
4899	3	2	27	1	2	1	10	2		12.5	125	1	1		2		2	0.5	1	1	1	2
4900	3	1	24	1	2	1	50	2		45	2250	1	1		2		2	1	1	1	1	2
4900	3	2	25	1	2	1	20	2		22.5	450	1	1		2		2	1	1	1	1	2
4901	3	99																				
4902	3	99																				
4903	3	99																				
4905	3	99																				
4906	3	99																				
4908	3	1	7	6	2	1	4	3	70	20000	80000	1	1		2		2	1	4	1	2	2
4909	3	99																				
4910	3	99																				
4911	3	99																				
4913	3	99																				
4914	3	99																				
4915	3	99																				
4916	3	99																				
4917	3	99																				
4918	3	99																				
4919	3	99																				
4920	3	99																				
4921	3	99																				
4922	3	1	8	10	2	1	4	3	12.5	3000	12000	1	1		2		2	0.5	3.5	12	2	2
4923	3	99																				
4924	3	99																				
4925	3	99																				
4926	3	99																				
4927	3	99																				
4928	3	99																				
4929	3	99																				
4930	3	99																				
4931	3	1	7	12	1	5	1	3	55	13000	13000	1	1		2		2	1	4	1	2	2
4932	3	99																				
4933	3	99																				
4934.1	3	99																				
4934.2	3	99																				
4934.3	3	99																				
4934.4	3	99																				
4935	3	1	10	9	2	5	455	2		80	36400	1	1		2		2	1	3.5	3	2	2
4935	3	2	7	10	2	5	1	4	115	30000	30000	1	1		2		2	1	3.5	1	5	2
4936	3	99																				
4937	3	99																				
4938	3	99																				
4939	3	99																				
4940	3	99																				
4941	3	99																				
4942	3	99																				
4943	3	99																				
4944	3	99																				
4945	3	99																				
4946	3	99																				
4947	3	99																				
4948	3	99																				
4949	3	99																				
4950	3	99																				
4951	3	99																				
4952	3	99																				
4953	3	99																				
4954	3	99																				
4955	3	99																				
4956.1	3	99																				
4956.2	3	99																				
4957	3	1	7	9	10	5	1	3	100	29000	29000	1	1		1	1	1	0	0	1	4	2
4958	3	99																				
4959	3	99																				
4960	3	99																				
4961	3	99																				
4962	3	99																				
4963	3	1	7	8	1	5	3	3	75	15666.6666666667	47000	1	1		2		2	0.5	4	1	3	2
4964	3	1	27	10	10	5	4	3	0.6	8	32	1	1		2		1	0	0	1	0.3	2
4965	3	1	7	9	2	1	1	3	150	44000	44000	1	1		2		1	1	3	1	3	2
4966	3	1	6	11	2	5	4	3	1.5	175	700	1	1		2		2	0.5	2	1	1	2
4967	3	99																				
4968	3	1	23	8	2	1	1.5	1	40	1000	1500	1	1		2		3	0.5	3	12	0.5	2
4970	3	99																				
4971	3	1	6	10	10	1	1	3	1	200	200	1	1		2		1	0	0	1	0.25	2
4971	3	2	27	12	10	6	4	3	0.6	6	24	1	1		2		1	0	0	1	0.25	2
4972	3	99																				
4973	3	99																				
4974	3	99																				
4975	3	99																				
4976	3	99																				
4977	3	99																				
4978	3	1	10	11	2	5	3	2		150	450	1	1		2		2	0.5	3	1	0.5	2
4979	3	1	10	11	10	5	2	2		150	300	1	1		2		1	0	0	1	0.5	2
4980	3	99																				
4981	3	1	7	10	1	5	1	3	65	19000	19000	1	1		2		1	0	0	1	1	2
4982	3	99																				
4983	3	1	6	12	1	5	4	3	0.3	100	400	1	1		2		1	0	0	1	0.1	2
4984	3	1	6	10	1	5	4	3	0.25	100	400	1	1		2		1	1	0	1	0.5	2
4985	3	99																				
4986	3	99																				
4987	3	99																				
4988	3	1	7	7	2	1	1	3	70	14000	14000	1	1		2		2	0.25	1	1	2	2
4989	3	99																				
4990	3	99																				
4991.1	3	99																				
4991.2	3	1	23	9	2	1	60	2		20	1200	1	1		2		2	0.25	1	2	1	2
4992	3	1	6	2	1	5	4	3	0.5	150	600	1	1		2		1	0	0	1	0.5	2
4993	3	1	7	10	1	5	1	3	110	34000	34000	1	1		2		1	0	0	1	1	2
4993	3	2	27	10	1	5	200	2		7.5	1500	1	1		2		1	0	0	3	1	2
4994	3	99																				
4995	3	99																				
4996	3	99																				
4997	3	99																				
4998	3	1	27	4	2	1	950	2		7.5	7125	1	1		2		2	0.25	2	3	1	2
4999	3	1	8	7	2	1	1	3	13	2500	2500	1	1		2		2	0.25	1	1	1	2
5000	3	99																				
5001	3	99																				
5002	3	99																				
5003	3	1	10	11	2	1	2	2		200	400	1	1		2		3	0.25	1	1	0.25	1
5004	3	1	10	11	9	5	10	2		180	1800	1	1		2		3	0.5	6	1	2	2
5005	3	1	7	2	2	1	12	3	60	12000	144000	1	1		2		6	1	8	1	3	2
5006	3	99																				
5007	3	99																				
5008	3	1	10	11	2	1	2	2		150	300	1	1		2		3	0.25	1	1	0.25	1
5009	3	1	10	11	2	1	12	2		140	1680	1	1		2		3	0.5	4	1	2	2
5010	3	1	11	10	2	5	8	2		130	1040	1	1		2		3	0.5	8	1	1	2
5011	3	1	10	11	9	5	2	2		150	300	1	1		2		2	0.15	1	1	0.5	2
5012	3	1	10	11	10	5	4	2		250	1000	1	1		2		3	0.15	1	1	3	2
5013	3	1	6	11	1	6	8	4	1	200	1600	1	1		2		1	0	0	1	0.5	2
5013	3	2	10	11	10	5	3	2		200	600	1	1		2		2	0.15	1	1	1	2
5014	3	99																				
5015	3	1	10	11	1	5	3	2		200	600	1	1		2		2	0.15	1	1	2	2
5016	3	99																				
5017	3	1	10	11	2	1	2	2		200	400	1	1		2		3	0.25	1	1	0.5	1
5018	3	1	10	11	2	1	3	2		200	600	1	1		2		2	0.25	15	1	0.25	1
5019	3	1	27	11	10	1	10	3	1	10	100	1	1		2		1	0	0	1	0.25	2
5020	3	1	10	11	2	1	3	2		200	600	1	1		2		2	0.25	1	1	0.25	1
5020	3	2	27	11	10	1	4	3	60	10	40	1	1		2		1	0	0	1	0.25	2
5021	3	1	10	11	2	1	4	2		200	800	1	1		2		2	0.25	1	1	0.25	1
5022	3	1	10	11	2	1	3	2		200	600	1	1		2		2	0.25	1	1	1	1
5023	3	99																				
5024	3	99																				
5025	3	99																				
5026	3	99																				
5027	3	99																				
5028	3	99																				
5029	3	1	10	11	2	1	3	2		250	750	1	1		2		2	0.25	1	1	0.5	1
5030	3	99																				
5031	3	1	7	8	2	5	1	3	70	18000	18000	1	1		2		1	0	0	1	1	2
5032	3	1	10	11	2	1	5	2		300	1500	1	1		2		2	0.25	1	1	0.5	1
5033	3	99																				
5034	3	99																				
5035	3	99																				
5036	3	1	7	7	10	1	4	3	60	12500	50000	1	1		2		2	0.5	3	1	4	2
5037	3	1	7	7	1	5	1	3	80	23000	23000	1	1		2		1	0	0	1	1	2
5038	3	1	7	3	1	5	1	4	30	8000	8000	1	1		2		1	0	0	1	1	2
5039	3	99																				
5040	3	1	6	9	10	6	2	3	0.5	150	300	1	1		2		1	0	0	1	0.15	2
5041	3	1	7	10	1	5	1	3	40	11000	11000	1	1		2		1	0.15	0.25	1	0.5	2
5042	3	99																				
5043	3	99																				
5044	3	99																				
5045	3	1	8	8	2	1	4	3	5	1500	6000	1	1		2		1	0	0	1	1	2
5046	3	99																				
5047	3	99																				
5048	3	99																				
5049	3	1	23	7	2	1	60	2		20	1200	1	1		2		2	0.5	2.5	3	0.5	2
5050	3	99																				
5052	3	1	7	4	2	1	1	3	130	36000	36000	1	1		2		2	0.5	2.5	1	2	2
5053	3	99																				
5054	3	99																				
5055	3	99																				
5056	3	1	6	6	1	1	2	3	1.5	300	600	1	1		2		1	0	0	1	0.25	2
5057	3	1	17	3	2	1	280	2		20	5600	1	1		2		3	2	8	12	1.5	2
5058	3	1	27	6	2	1	280	2		70	19600	1	1		2		2	0.25	3	3	1	2
5059	3	1	7	1	2	1	1	3	60	12000	12000	1	1		2		2	0.5	2	1	1	2
5060	3	99																				
5061	3	99																				
5062	3	99																				
5064	3	1	10	11	9	5	3	2		150	450	1	1		2		1	0.3	0.25	1	0.5	2
5065	3	99																				
5066	3	99																				
5067	3	1	16	11	2	5	2	2		180	360	1	1		2		2	0.3	0.25	1	1	2
5068	3	99																				
5069	3	99																				
5070	3	99																				
5071	3	99																				
5072	3	99																				
5073	3	99																				
5074	3	99																				
5075	3	99																				
5076	3	99																				
5077	3	99																				
5078	3	99																				
5079	3	99																				
5080	3	99																				
5081	3	99																				
5082	3	99																				
5083	3	99																				
5084	3	99																				
5085	3	99																				
5086.1	3	99																				
5086.2	3	99																				
5087	3	99																				
5088	3	99																				
5089	3	99																				
5090	3	99																				
5091	3	99																				
5092	3	99																				
5093	3	99																				
5094	3	99																				
5095	3	99																				
5096	3	99																				
5097	3	99																				
5098	3	99																				
5099	3	99																				
5100	3	99																				
5101	3	99																				
5102	3	99																				
5103	3	99																				
5104	3	99																				
5105	3	99																				
5106	3	99																				
5107	3	99																				
5108	3	99																				
5109	3	99																				
5110	3	99																				
5111	3	99																				
5112	3	99																				
5113	3	99																				
5114	3	99																				
5115	3	99																				
5116	3	99																				
5117	3	99																				
5118	3	99																				
5119	3	99																				
5120	3	99																				
5121	3	99																				
5122	3	99																				
5124	3	99																				
5126	3	99																				
5127	3	99																				
5128	3	99																				
5129	3	99																				
5130	3	99																				
5131	3	99																				
5132	3	99																				
5133	3	99																				
5134	3	99																				
5135	3	99																				
5136	3	99																				
5137	3	99																				
5138	3	99																				
5139	3	99																				
5140	3	99																				
5141	3	99																				
5142	3	99																				
5143	3	99																				
5144	3	99																				
5145	3	99																				
5146	3	99																				
5147	3	99																				
5148	3	99																				
5149	3	99																				
5150	3	99																				
5151	3	99																				
5152	3	99																				
5153	3	99																				
5154	3	99																				
5155	3	99																				
5156	3	99																				
5157	3	99																				
5158.1	3	99																				
5158.2	3	99																				
5159	3	99																				
5160	3	99																				
5161	3	99																				
5162	3	99																				
5163	3	99																				
5164	3	1	7	6	9	1	1	3	200	50000	50000	1	1		2		2	1	4	1	2	2
5165	3	99																				
5166	3	99																				
5167	3	99																				
5168	3	99																				
5169	3	99																				
5170	3	1	27	10	2	1	16	2		312.5	5000	1	1		2		1	0	0	3	0.25	2
5170	3	2	27	8	2	1	100	2		20	2000	1	1		2		1	0	0	3	0.25	2
5171	3	99																				
5172	3	99																				
5173	3	99																				
5174	3	1	7	4	2	1	1	3	100	30000	30000	1	1		2		2	1	4	1	3	2
5175	3	99																				
5176	3	99																				
5177	3	99																				
5178	3	99																				
5179	3	99																				
5180	3	1	5	3	2	1	20	2		60	1200	1	1		2		2	0.1	0.25	1	0.5	2
5181.1	3	99																				
5181.2	3	99																				
5182	3	99																				
5183	3	99																				
5184	3	99																				
5185	3	99																				
5186	3	1	7	6	2	1	1	3	80	20000	20000	1	1		2		2	60	2	1	2	2
5187	3	99																				
5188	3	99																				
5189	3	1	14	5	2	5	80	2	4	62.5	5000	1	1		2		1	0	0	3	0.25	2
5190	3	99																				
5191	3	99																				
5192	3	99																				
5193	3	99																				
5194	3	99																				
5195	3	99																				
5196	3	99																				
5197	3	1	7	2	1	1	1	3	40	13000	13000	1	1		2		1	0	0	1	0	2
5198	3	99																				
5199	3	99																				
5200	3	99																				
5201	3	99																				
5202	3	99																				
5203	3	99																				
5204	3	1	7	3	2	1	1	1	40	10000	10000	1	1		2		2	1	3	1	2	2
5205	3	99																				
5206	3	99																				
5207	3	99																				
5208	3	99																				
5209	3	99																				
5210	3	99																				
5211	3	99																				
5212	3	99																				
5213	3	1	7	11	2	5	3	3	60	12000	36000	1	1		2		2	0.5	1.5	1	0.5	2
5214	3	99																				
5215	3	99																				
5216	3	99																				
5217	3	99																				
5218	3	99																				
5219	3	99																				
5221	3	99																				
5222	3	99																				
5223	3	99																				
5224	3	99																				
5225	3	99																				
5226.1	3	99																				
5226.2	3	99																				
5227	3	99																				
5228	3	99																				
5229	3	99																				
5230	3	99																				
5231	3	99																				
5232	3	99																				
5233	3	99																				
5234	3	99																				
5235	3	1	6	7	2	1	7	3	1.2	300	2100	1	1		2		2	0.25	1	1	1	2
5236	3	99																				
5237	3	99																				
5238	3	99																				
5239	3	99																				
5240	3	99																				
5241	3	99																				
5242.1	3	99																				
5242.2	3	99																				
5242.3	3	99																				
5243	3	99																				
5244	3	99																				
5245	3	99																				
5246	3	99																				
5247.1	3	99																				
5247.2	3	99																				
5248	3	99																				
5249	3	99																				
5250	3	99																				
5251	3	99																				
5252	3	1	7	7	1	1	1	3	50	15000	15000	1	1		2		1	0.12	0.5	1	1	2
5253	3	99																				
5254	3	99																				
5255.1	3	99																				
5255.2	3	99																				
5256	3	99																				
5257	3	99																				
5258.1	3	99																				
5258.2	3	99																				
5259	3	1	7	12	2	1	1	3	55	15000	15000	1	1		2		2	1	3	1	2	2
5260	3	99																				
5261	3	99																				
5262	3	99																				
5263.1	3	99																				
5263.2	3	99																				
5264	3	99																				
5265	3	1	7	1	2	1	1	3	75	24000	24000	1	1		2		2	30	1	1	1.5	2
5266.1	3	99																				
5266.2	3	99																				
5267	3	99																				
5268	3	99																				
5270	3	99																				
5271	3	99																				
5273	3	99																				
5274	3	99																				
5275	3	99																				
5276	3	99																				
5277	3	99																				
5278	3	99																				
5279	3	99																				
5280	3	99																				
5281	3	99																				
5282	3	1	5	3	2	1	70	2		30	2100	1	1		2		1	0	0	3	0	2
5282	3	2	27	3	2	1	30	2		25	750	1	1		2		1	0	0	3	0	2
5283	3	99																				
5284	3	99																				
5285	3	99																				
5286	3	99																				
5287	3	99																				
5288	3	99																				
5289	3	99																				
5290	3	99																				
5291	3	99																				
5292	3	99																				
5293.1	3	1	3	4	2	1	160	2		20	3200	1	1		2		2	0.25	1	3	1	2
5293.2	3	99																				
5294	3	1	5	4	2	1	50	2		30	1500	1	1		2		2	0.25	0.5	3	1	2
5295	3	1	10	2	2	5	15	2		150	2250	1	1		1	1	2	0.8	0.5	3	0.2	2
5296	3	99																				
5298	3	99																				
5299	3	99																				
5300	3	99																				
5301	3	1	27	11	10	1	500	2		3.2	1600	1	1		2		1	0	0	3	2	2
5302	3	99																				
5303	3	1	6	11	2	1	7	3	0.5	100	700	1	1		2		3	0.5	1.5	1	2	2
5304	3	99																				
5305	3	1	6	10	2	1	10	3	1	200	2000	1	1		2		3	0.5	1.5	1	3	2
5306	3	1	7	4	2	1	4	3	120	13750	55000	1	1		2		1	0	0	1	5	2
5307	3	1	6	10	10	1	3	3	0.7	150	450	1	1		2		1	0.5	3	1	1	2
5308	3	1	14	7	2	5	20	3	2.75	27.5	550	1	1		1	2	2	0.5	2	3	1	2
5309	3	1	7	11	1	1	1	3	200	24000	24000	1	1		1	2	1	0	0	1	1	2
5309	3	2	14	7	10	1	1	3	5	8	40	1	1		2		1	0	0	1	1	2
5310	3	1	5	12	2	1	40	2		65	2600	1	1		2		1	0	0	12	0	2
5310	3	2	14	7	2	1	300	2		3	900	1	1		2		1	0	0	12	0	2
5311	3	99																				
5312	3	99																				
5313	3	99																				
5314	3	99																				
5315	3	99																				
5316	3	99																				
5317	3	99																				
5318	3	99																				
5319	3	99																				
5320	3	99																				
5321	3	1	27	5	1	1	2.5	2		130	325	1	1		2		2	0.2	0.2	1	1	2
5322	3	1	14	6	1	1	100	2		5	500	1	1		2		1	0	0	1	1	2
5323	3	1	24	5	2	1	40	2		32.5	1300	1	1		2		2	0.5	0.5	3	1	2
5324	3	99																				
5325	3	1	8	10	2	1	1	3	12	7500	7500	1	1		2		2	1	15	1	1	2
5326	3	1	24	2	1	1	80	2		40	3200	1	1		2		1	0	0	1	1	2
5327	3	1	23	12	2	1	40	2		30	1200	1	1		2		2	0.2	1	3	1	2
5328	3	1	24	5	1	1	20	1	45	45	900	1	1		2		2	2	0.5	3	1	2
5329	3	99																				
5330	3	1	24	1	1	1	207	2		40	8280	1	1		2		1	0	0	1	1	2
5331	3	1	24	12	2	1	130	2		35	4550	1	1		2		2	1	1	3	1	2
5331	3	2	23	7	2	1	40	2		30	1200	1	1		2		2	1	1	1	1	2
5333	3	1	24	3	1	1	40	2		45	1800	1	1		2		2	0.5	3	3	1	2
5334	3	1	24	8	1	1	10	2		48	480	1	1		2		2	0.2	1	3	1	2
5335	3	99																				
5336	3	99																				
5337	3	1	24	2	2	1	100	2		33	3300	1	1		2		2	0.5	1	3	1	2
5338	3	99																				
5339	3	99																				
5340	3	99																				
5341	3	99																				
5342	3	99																				
5343	3	1	24	11	2	1	120	2		32.5	3900	1	1		2		2	0.25	2	7	1	2
5343	3	2	8	10	10	1	1	3	15	5000	5000	1	1		2		2	0.25	2	1	1	2
5343	3	3	6	11	10	1	1	3	1	300	300	1	1		2		2	0.25	2	1	1	2
5344	3	99																				
5345	3	1	10	5	2	1	10	2		160	1600	1	1		2		2	0.25	2	3	1	2
5346	3	1	10	10	2	1	3	2		80	240	1	1		2		2	2	30	1	1	2
5347	3	99																				
5348	3	99																				
5349	3	99																				
5350	3	1	6	9	10	1	7	3	1	228	1600	1	1		2		2	0.25	2	1	2	2
5351	3	99																				
5352	3	99																				
5353	3	99																				
5354	3	99																				
5355	3	99																				
5356	3	1	27	2	2	1	80	2		35	2800	1	1		2		2	0.55	2	3	1	2
5357	3	1	7	10	2	1	1	3	200	50000	50000	1	1		2		3	0.25	1	1	2	2
5357	3	2	8	9	2	1	1	3	10	4000	4000	1	1		2		3	0.25	1	1	1	2
5358	3	1	7	10	1	1	1	3	120	8000	8000	1	1		2		1	0	0	1	1	2
5359	3	1	24	1	2	1	600	2		35	21000	1	1		2		2	0.25	2	3	1	2
5359	3	2	6	11	2	1	2	3	1.5	350	700	1	1		2		2	0.25	2	1	1	2
5359	3	3	19	11	10	1	1	3	2	20	20	1	1		2		1	1	0	3	1	2
5359	3	4	27	11	10	1	1	3	4	30	30	1	1		2		1	1	0	3	1	2
5359	3	5	27	11	2	1	6	2		50	300	1	1		2		2	1	0	3	1	2
5360	3	99																				
5361	3	99																				
5362	3	99																				
5364	3	99																				
5365	3	99																				
5366	3	99																				
5367	3	1	14	6	2	1	100	2		8.75	875	1	1		2		2	0.5	0.25	3	1	2
5367	3	2	10	12	2	1	20	2		150	3000	1	1		2		2	0.5	1	3	1	2
5368	3	1	14	7	1	1	10	3	4	20	200	1	1		2		1	0.25	0.1	1	2	2
5369	3	99																				
5370	3	1	10	12	2	1	16	2		120	1920	1	1		2		1	0	0	1	2	2
5370	3	2	27	11	2	1	1	2		200	200	1	1		2		1	0	0	1	2	2
5371	3	1	27	10	2	1	100	2		18	1800	1	1		2		2	1	1	2	1	2
5372	3	99																				
5373.1	3	99																				
5373.2	3	1	14	6	2	1	10	3	5	30	300	1	1		2		2	0.5	1	1	1	2
5373.2	3	2	16	5	2	1	20	2		10	200	1	1		2		2	0.5	1	1	1	2
5373.2	3	3	27	1	2	1	15	2		20	300	1	1		2		2	0.5	1	1	1	2
5373.2	3	4	27	9	2	1	10	2		10	100	1	1		2		2	0.5	1	1	1	2
5374	3	99																				
5375	3	99																				
5376	3	1	10	12	1	1	10	2		130	1300	1	1		2		2	1.5	20	3	2	2
5377	3	99																				
5378	3	1	8	7	1	1	2	3	8	3225	6500	1	1		2		1	0	0	1	0.5	2
5379	3	1	10	9	1	1	10	2		200	2000	1	1		1	2	1	0.25	0.1	1	1	2
5379	3	2	27	8	1	1	2990	3	4	10	29900	1	1		1	2	1	4	0.5	1	1	2
5380	3	99																				
5381	3	1	27	9	1	1	50	2		20	1000	1	1		2		1	0	0	1	1	2
5381	3	2	25	11	2	1	120	2		20	2400	1	1		2		2	1	1	1	1	2
5381	3	3	27	12	2	1	20	2		15	300	1	1		2		2	1	1	1	1	2
5381	3	4	19	11	2	1	50	2		5	250	1	1		2		2	1	1	1	0.5	2
5381	3	5	7	9	1	1	2	3	80	24000	48000	1	1		2		1	0	0	1	1	2
5382	3	1	3	3	2	1	140	2		17	2380	1	1		2		2	0.5	2	3	1	2
5382	3	2	23	9	2	1	120	2		37	4440	1	1		2		2	0.5	2	3	1	2
