a01	hh_type	m2_01	m2_02	m2_03	m2_04	m2_05	m2_06	m2_07	m2_08	m2_09	m2_10	m2_11	m2_12	m2_13	m2_14	m2_15	m2_16	m2_17	m2_18	m2_19	m2_20	m2_21
3267	3	1	27	6	1	1	380	2		30	11400	1	1		2		1	0	0	1	2	2
3267	3	2	19	7	1	1	180	2		15	2700	1	1		2		1	0	0	1	2	2
3267	3	3	23	8	1	1	150	2		3	450	1	1		2		1	0	0	1	1	2
3268	3	99																				
3269	3	1	23	8	1	1	1783	2		42.4997195737521	75777	1	1		2		1	0	0	1	1	2
3269	3	2	27	8	1	1	1796	2		60	107760	1	1		2		1	0	0	1	1	2
3270	3	99																				
3271	3	1	10	2	1	1	480	2		94.1666666666667	45200	1	1		2		1	0	0	1	4	2
3271	3	2	27	12	1	1	2	3	0.6	7	14	1	1		2		1	0	0	1	0	2
3271	3	3	27	12	1	1	1	2		50	50	1	1		2		1	0	0	1	0	2
3272	3	99																				
3273	3	1	27	12	1	1	1	2		50	50	1	1		2		1	0	0	1	0	2
3275	3	99																				
3276	3	1	27	12	1	1	850	2		3	2550	1	1		2		1	0	0	1	2	2
3277	3	1	27	1	9	5	8	2		50	400	1	1		2		2	1	3	3	1	2
3277	3	2	27	5	1	1	0.5	2		50	25	1	1		2		1	0	0	1	1	2
3279	3	1	27	11	1	5	60	3	45	8	480	1	1		2		1	0	0	1	1	2
3280	3	99																				
3281	3	1	7	12	1	5	1	3	83	25000	25000	1	1		2		4	1	4	1	1	2
3281	3	2	27	11	1	5	50	2		50	2500	1	1		2		1	0	0	1	1	2
3283	3	99																				
3284	3	1	27	9	9	1	30	3	0.3	15	450	1	1		2		2	0	2	1	1	2
3284	3	2	7	9	1	1	1	3	70	20000	20000	1	1		2		1	0	0	1	0	2
3285	3	1	13	12	1	1	20	2		6.25	125	1	1		2		3	1	1	1	1	2
3285	3	2	27	3	1	1	200	2		7	1400	1	1		2		3	1	1	1	1	2
3285	3	3	27	3	1	1	100	2		15	1500	1	1		2		3	1	1	1	1	2
3286	3	1	8	7	1	1	4	3	10	400	1600	1	1		2		1	0	0	1	1	2
3286	3	2	27	8	1	1	1	1	40	40	40	1	1		2		1	0	0	1	1	2
3286	3	3	27	12	1	1	2	1	30	20	40	1	1		2		1	0	0	1	1	2
3286	3	4	27	12	1	1	4620	2		3	13860	1	1		2		1	0	0	1	1	2
3287	3	99																				
3288	3	99																				
3289	3	1	7	3	1	1	1	3	170	50000	50000	1	1		2		1	0	0	1	0.5	2
3289	3	2	27	5	1	1	300	2		15	4500	1	1		2		1	0	0	1	1	2
3290	3	1	27	8	2	5	10	2		12	120	1	1		2		2	1	2	1	1	2
3290	3	2	16	9	2	5	5	2		20	100	1	1		2		2	1	2	1	1	2
3290	3	3	27	2	2	5	2	2		225	450	1	1		2		2	1	2	1	1	2
3290	3	4	27	3	2	1	2	2		20	40	1	1		2		2	1	2	1	1	2
3290	3	5	27	4	2	1	3	2		100	300	1	1		2		2	1	2	1	1	2
3290	3	6	27	5	2	5	2	2		15	30	1	1		2		2	1	2	1	1	2
3290	3	7	27	12	2	5	2400	2		1.5625	3750	1	1		2		1	0	0	1	2	2
3291	3	1	27	12	1	1	0.5	2		20	10	1	1		2		1	0	0	1	0	2
3292	3	1	27	1	1	1	1500	2		3	4500	1	1		2		1	0	0	1	2	2
3293	3	1	6	9	1	1	12	3	0.1	50	600	1	1		2		4	1	4	1	1	2
3293	3	2	27	10	1	5	150	2		35	5250	1	1		2		1	0	0	1	1	2
3293	3	3	27	7	1	5	1000	2		1.8	1800	1	1		2		1	0	0	1	1	2
3293	3	4	27	12	1	1	20	2		10	200	1	1		2		4	1	4	1	1	2
3294	3	1	14	9	1	1	30	2		33.3333333333333	1000	1	1		2		4	1	1	1	1	2
3294	3	2	27	6	1	1	3000	2		0.666666666666667	2000	1	1		2		1	0	0	1	1	2
3294	3	3	8	11	1	1	4	3	20	3000	12000	1	1		2		4	1	1	1	1	2
3296	3	1	27	7	1	1	6	2		200	1200	1	1		2		1	0	0	1	1	2
3296	3	2	27	12	1	1	350	2		3	1050	1	1		2		1	0	0	1	1	2
3297	3	1	7	8	1	1	1	3	110	30000	30000	1	1		2		1	0	0	1	0	2
3298	3	1	6	9	1	1	8	3	0.35	150	1200	1	1		2		1	0	0	1	1	2
3298	3	2	27	10	1	1	45	3	0.65	7	315	1	1		2		1	0	0	1	1	2
3299	3	99																				
3300	3	99																				
3301	3	1	10	8	1	1	94	2		40	3760	1	1		2		1	0	0	1	0	2
3301	3	2	27	5	1	1	285	2		1.5	427.5	1	1		2		1	0	0	1	0	2
3302	3	1	27	3	9	5	25	2		20	500	1	1		2		2	0	0.5	1	1	2
3303	3	1	27	2	1	1	1800	2		2	3600	1	1		2		1	0	0	1	2	2
3304	3	1	7	7	1	5	1	3	60	18000	18000	1	1		2		3	2	4	1	1	2
3304	3	2	27	12	1	5	1	2		50	50	1	1		2		1	0	0	1	1	2
3304	3	3	27	11	1	5	100	2		3	300	1	1		2		1	0	0	1	1	2
3305	3	99																				
3306	3	1	10	9	1	5	40	2		120	4800	1	1		2		3	30	1.5	1	1	2
3306	3	2	27	10	1	5	10	2		20	200	1	1		2		3	30	1.5	1	1	2
3306	3	3	27	11	1	5	50	2		24	1200	1	1		2		1	0	0	1	1	2
3307	3	1	27	12	1	1	300	2		3	900	1	1		2		1	0	0	1	1	2
3308	3	1	7	8	1	1	1	3	100	38000	38000	1	1		2		1	0	0	1	1	2
3309	3	1	27	12	1	1	70	2		30	2100	1	1		2		1	0	0	1	1	2
3309	3	2	6	8	1	1	4	3	0.5	175	700	1	1		2		1	0	0	1	1	2
3309	3	3	27	11	1	1	150	3	0.65	9	1350	1	1		2		1	0	0	1	1	2
3310	3	1	27	5	9	1	4	2		200	800	1	1		2		2	0	40	1	1	2
3310	3	2	7	7	9	1	1	3	90	24000	24000	1	1		2		1	0	0	1	0	2
3310	3	3	27	8	1	5	5820	1	40	1.5	8730	1	1		2		1	0	0	1	0	2
3311	3	99																				
3312	3	1	6	8	1	5	2	3	0.7	200	400	1	1		2		1	0	0	1	1	2
3312	3	2	27	11	1	5	5	2		80	400	1	1		2		1	0	0	1	1	2
3312	3	3	27	12	1	5	8	3	0.65	9	72	1	1		2		1	0	0	1	1	2
3312	3	4	10	12	1	5	2	2		300	600	1	1		2		3	2	4	9	1	2
3313	3	1	27	9	1	1	25	3	1	15	375	1	1		2		1	0	0	1	0	2
3314	3	1	17	4	2	1	40	2		17.5	700	1	1		2		8	0.5	3	3	2	2
3314	3	2	27	7	1	1	30	2		40	1200	1	1		2		8	0.5	3	3	1	2
3316	3	1	7	9	9	1	1	3	100	22000	22000	1	1		2		3	2	5	1	3	2
3316	3	2	6	4	9	1	6	3	0.55	233.333333333333	1400	1	1		2		2	1	2	1	1	2
3317	3	99																				
3318	3	1	10	11	1	5	40	2		105.75	4230	1	1		2		1	0	0	1	1	2
3318	3	2	17	12	1	5	20	2		15	300	1	1		2		1	0	0	1	1	2
3318	3	3	19	8	1	5	30	2		10	300	1	1		2		1	0	0	1	1	2
3318	3	4	27	12	1	5	20	2		20	400	1	1		2		3	30	3	1	1	2
3318	3	5	27	7	1	5	50	2		10	500	1	1		2		1	0	0	1	1	2
3318	3	6	27	8	1	5	15	2		30	450	1	1		2		3	30	3	1	1	2
3318	3	7	27	9	1	5	15	2		20	300	1	1		2		3	30	3	1	1	2
3318	3	8	27	7	1	5	100	2		1	100	1	1		2		1	0	0	1	1	2
3318	3	9	27	12	1	5	30	2		20	600	1	1		2		3	30	3	1	1	2
3319	3	1	27	10	1	5	80	2		30	2400	1	1		2		1	0	0	1	1	2
3319	3	2	27	12	1	5	200	3	65	9	1800	1	1		2		1	0	0	1	1	2
3319	3	3	27	12	1	5	50	2		10	500	1	1		2		3	3	30	1	1	2
3319	3	4	13	11	1	5	20	2		10	200	1	1		2		1	0	0	1	1	2
3319	3	5	14	8	1	5	175	2		4	700	1	1		2		3	3	30	1	1	2
3321	3	1	7	2	2	1	2	3	105	15000	30000	1	1		2		2	1.5	4	1	3	2
3322.1	3	99																				
3322.2	3	99																				
3323	3	1	27	11	9	1	62	2		15	930	1	1		2		1	0	0	1	0	2
3323	3	2	7	8	1	1	1	3	107	30000	30000	1	1		1	1	1	0	0	1	0	2
3324	3	1	27	10	9	5	10	2		15	150	1	1		2		2	1	2	1	1	2
3325	3	1	27	6	1	1	30	2		100	3000	1	1		2		1	0	0	1	3	2
3325	3	2	27	7	1	1	35	2		12	420	1	1		2		1	0	0	1	1	2
3325	3	3	7	9	1	1	1	3	56.25	320	320	1	1		2		1	0	0	1	1	2
3326	3	99																				
3327	3	1	7	7	1	1	1	3	105	30000	30000	1	1		1	1	1	0	0	1	0	2
3327	3	2	27	9	9	1	1	2		20	20	1	1		2		2	1	2	8	1	2
3327	3	3	27	10	9	1	4	3	0.25	210	840	1	1		2		2	1	2	1	1	2
3328	3	99																				
3329	3	1	27	12	1	1	2	3	110	7	14	1	1		2		1	0	0	1	0.5	2
3330	3	1	27	11	1	5	7	2		400	2800	1	1		2		1	0	0	1	1	2
3330	3	2	27	8	1	5	12	2		100	1200	1	1		2		1	0	0	1	1	2
3330	3	3	27	9	1	5	300	2		10.5666666666667	3170	1	1		2		3	1	1.5	1	1	2
3330	3	4	27	8	1	5	75	2		6.66666666666667	500	1	1		2		3	1	1.5	1	1	2
3330	3	5	27	11	1	5	1000	2		3	3000	1	1		2		1	0	0	1	1	2
3331	3	1	7	6	2	1	4	3	42	300	1200	1	1		2		8	1	4	1	3	2
3331	3	2	27	6	1	1	120	2		10	1200	1	1		2		1	0	0	1	3	2
3331	3	3	27	8	1	1	60	2		10	600	1	1		2		1	0	0	1	2	2
3332	3	1	27	1	1	1	150	3	0.5	2	300	1	1		2		1	0	0	1	1	2
3333	3	1	27	7	1	5	4000	2		0.75	3000	1	1		2		1	0	0	1	1	2
3333	3	2	27	12	1	5	15	2		12	180	1	1		2		3	1	1.5	1	1	2
3333	3	3	27	6	1	5	30	2		15	450	1	1		2		3	1	1.5	1	1	2
3333	3	4	27	8	1	5	160	2		40	6400	1	1		2		1	0	0	1	1	2
3333	3	5	27	11	1	5	240	3	45	7.75	1860	1	1		2		1	0	0	1	1	2
3333	3	6	6	10	1	5	12	3	0.4	300	3600	1	1		2		1	0	0	1	1	2
3334	3	99																				
3335	3	99																				
3336	3	99																				
3337	3	1	17	11	1	2	240	2		20	4800	1	1		2		3	1	2	1	1	2
3337	3	2	21	10	1	2	300	2		10	3000	1	1		2		3	1	2	1	1	2
3337	3	3	22	10	1	2	190	2		10	1900	1	1		2		3	1	2	1	1	2
3337	3	4	18	11	1	2	390	2		10	3900	1	1		2		3	1	2	1	1	2
3337	3	5	19	9	1	2	360	2		10	3600	1	1		2		3	1	2	1	1	2
3337	3	6	27	10	1	2	285	2		15	4275	1	1		2		3	1	2	1	1	2
3337	3	7	27	8	1	1	460	2		10	4600	1	1		2		3	1	2	1	1	2
3337	3	8	27	8	1	1	140	2		30	4200	1	1		2		3	1	2	1	1	2
3337	3	9	27	9	1	1	160	2		15	2400	1	1		2		3	1	2	1	1	2
3337	3	10	27	7	1	1	60	2		20	1200	1	1		2		3	1	2	1	1	2
3338	3	1	27	5	1	1	40	2		15	600	1	1		2		1	0	0	1	2	2
3339	3	99																				
3340	3	99																				
3341	3	1	23	8	1	5	120	2		20	2400	1	1		2		1	0	0	1	1	2
3341	3	2	27	5	1	5	1000	2		2	2000	1	1		2		1	0	0	1	1	2
3342	3	99																				
3343	3	99																				
3344	3	99																				
3346	3	99																				
3347	3	99																				
3348	3	1	27	12	1	1	160	2		3	480	1	1		2		1	0	0	1	1	2
3349	3	99																				
3350	3	99																				
3351	3	1	27	4	1	2	1	2		50	50	1	1		2		1	0	0	1	0	2
3353	3	99																				
3354	3	1	27	12	1	1	800	2		3	2400	1	1		2		1	0	0	1	2	2
3355	3	99																				
3356	3	99																				
3357	3	1	27	12	1	5	1	2		50	50	1	1		2		1	0	0	1	1	2
3358	3	1	27	3	1	1	1	1	40	60	60	1	1		2		1	0	0	1	0	2
3359	3	99																				
3360	3	99																				
3361	3	1	8	10	1	5	1	3	20	7000	7000	1	1		2		2	1	0.5	1	1	2
3362	3	1	27	1	1	1	0.5	2		60	30	1	1		2		1	0	0	1	0	2
3363	3	99																				
3365	3	99																				
3366	3	99																				
3367	3	99																				
3368	3	1	27	1	1	1	170	2		3	510	1	1		2		1	0	0	1	1	2
3369	3	1	27	12	1	1	1	2		60	60	1	1		2		1	0	0	1	0	2
3370	3	1	17	1	1	1	100	2		20	2000	1	1		2		1	0	0	1	2	2
3370	3	2	27	1	1	1	4	2		150	600	1	1		2		1	0	0	1	1	2
3371	3	1	27	3	9	5	20	2		20	400	1	1		2		2	1	3	1	1	2
3371	3	2	7	12	9	1	1	3	80	24500	24500	1	1		2		2	1	3	1	2	2
3372	3	99																				
3373	3	1	27	5	9	1	45	2		20	900	1	1		2		2	1	0.5	1	2	2
3373	3	2	27	7	9	1	100	2		10	1000	1	1		2		2	1	0.5	1	1	2
3373	3	3	27	3	9	1	5400	2		1	5400	1	1		2		2	1	0.5	1	1	2
3373	3	4	10	5	1	5	760	2		117.598684210526	89375	1	1		2		2	1	0.5	1	3	2
3374	3	99																				
3376	3	1	27	8	9	2	40	2		20	800	1	1		2		2	1	0.5	1	1	2
3376	3	2	10	6	1	5	812	2		114.5	92950	1	1		1	1	1	0	0	1	3	2
3378	3	99																				
3379	3	1	6	11	1	5	15	3	0.5	176.6	2649	1	1		2		2	0.5	0.5	1	1	2
3380	3	99																				
3381	3	99																				
3382	3	1	6	11	1	5	3	3	0.4	200	600	1	1		2		1	0	0	1	1	2
3383	3	99																				
3384	3	99																				
3385	3	1	27	7	1	1	2	3	750	52	104	1	1		2		1	0	0	1	0	2
3385	3	2	19	4	1	1	2	3	2	20	40	1	1		2		1	0	0	1	0	2
3386	3	99																				
3388	3	1	10	7	1	5	324	2		130.679012345679	42340	1	1		1	1	1	0	0	1	3	2
3388	3	2	27	8	9	1	30	3	1	17	510	1	1		2		2	1	2	1	2	2
3388	3	3	27	9	9	1	40	2		20	800	1	1		2		2	1	2	1	2	2
3389	3	1	17	5	1	1	300	2		10	3000	1	1		2		3	2	1	1	1	2
3389	3	2	27	6	1	1	630	2		8	5040	1	1		2		1	0	0	1	1	2
3389	3	3	27	12	1	1	530	2		10	5300	1	1		2		1	0	0	1	1	2
3389	3	4	27	11	1	5	10	2		60	600	1	1		2		3	1	1	1	1	2
3389	3	5	10	12	1	5	21	2		106.285714285714	2232	1	1		2		1	0	0	1	1	2
3389	3	6	8	11	1	1	1	3	20	7000	7000	1	1		2		3	1	1	1	1	2
3389	3	7	6	9	1	1	10	3	0.15	120	1200	1	1		2		3	1	1	1	1	2
3391	3	1	27	12	1	1	180	2		3	540	1	1		2		1	0	0	1	1	2
3392	3	99																				
3393	3	1	27	6	9	2	30	3	7	20	600	1	1		2		2	1	3	3	2	2
3393	3	2	10	9	1	1	435	2		185.747126436782	80800	1	1		1	1	1	0	0	1	1	2
3393	3	3	7	11	9	1	3	3	220	21500	64500	1	1		1	1	2	1	3	1	2	2
3394	3	99																				
3395	3	99																				
3396	3	99																				
3397	3	99																				
3398.1	3	1	13	8	1	5	50	2		12	600	1	1		2		3	1.5	15	3	1	2
3398.1	3	2	27	11	1	5	1	2		50	50	1	1		2		1	0	0	1	1	2
3398.2	3	99																				
3399	3	1	3	5	1	5	600	2		20	12000	1	1		2		1	0	0	1	1	2
3399	3	2	23	7	1	5	500	2		36	18000	1	1		2		1	0	0	1	1	2
3399	3	3	27	9	1	5	4	2		170	680	1	1		2		3	1	2	1	1	2
3399	3	4	27	8	1	5	100	2		12	1200	1	1		2		3	1	2	1	1	2
3399	3	5	27	7	1	5	60	2		20	1200	1	1		2		3	1	2	1	1	2
3399	3	6	27	6	1	5	150	2		5	750	1	1		2		1	0	0	1	1	2
3400	3	1	27	5	9	1	3	2		200	600	1	1		2		2	1	3	1	1	2
3400	3	2	27	7	9	1	10	2		20	200	1	1		2		2	1	3	1	2	2
3400	3	3	27	12	9	1	10	2		60	600	1	1		2		2	1	3	1	1	2
3401	3	1	6	7	1	1	4	3	1	300	1200	1	1		2		1	0	0	1	0	2
3401	3	2	14	7	9	4	100	3	4	15	1500	1	1		2		2	0	0	3	2	2
3401	3	3	27	6	9	2	1500	3	0.04	5.33333333333333	8000	1	1		2		2	0	0	3	2	2
3401	3	4	27	9	1	2	100	3	0.5	15	1500	1	1		2		1	0	0	1	0	2
3401	3	5	27	2	9	2	15	2		20	300	1	1		2		2	0	0	3	2	2
3401	3	6	19	5	1	1	10	3	1	15	150	1	1		2		1	0	0	1	0	2
3401	3	7	17	4	9	4	20	2		15	300	1	1		2		2	0	0	3	1	2
3401	3	8	27	8	9	2	25	3	0.06	30	750	1	1		2		2	0	0	1	0	2
3401	3	9	27	7	1	1	800	2		2.5	2000	1	1		1	1	1	0	0	1	3	2
3402	3	1	27	8	1	1	1	2		50	50	1	1		2		1	0	0	1	0	2
3402	3	2	27	5	1	1	42	2		100	4200	1	1		2		1	0	0	1	0	2
3402	3	3	7	7	1	1	1	3	80	20000	20000	1	1		2		1	0	0	1	1	2
3403	3	1	14	8	1	1	100	2		10	1000	1	1		1	2	3	1	1.5	1	1	2
3403	3	2	13	11	1	1	20	2		15	300	1	1		1	2	3	1	1.5	1	1	2
3403	3	3	27	6	1	1	400	2		1.75	700	1	1		1	2	1	0	0	1	1	2
3404	3	99																				
3405	3	99																				
3406	3	1	6	3	1	1	6	3	0.3	200	1200	1	1		2		1	0	0	1	0	2
3407	3	1	14	8	1	1	200	2		25	5000	1	1		2		1	0	0	1	1	2
3407	3	2	27	7	1	1	20	2		10	200	1	1		2		1	0	0	1	1	2
3407	3	3	27	7	1	1	1000	2		4	4000	1	1		2		1	0	0	1	1	2
3408	3	1	27	9	2	1	4310	2		15	64650	1	1		2		2	0	2.5	3	1.5	2
3409	3	1	10	12	1	5	20	2		100	2000	1	1		2		1	0	0	1	1	2
3409	3	2	14	8	1	5	150	2		3.33333333333333	500	1	1		2		3	1	1.5	1	1	2
3409	3	3	27	12	1	5	30	2		10	300	1	1		2		3	1	1.56	1	1	2
3409	3	4	27	12	1	5	20	2		10	200	1	1		2		3	1	1.5	1	1	2
3409	3	5	27	10	1	5	6	2		200	1200	1	1		2		3	1	1.5	1	1	2
3409	3	6	27	8	1	5	20	2		6	120	1	1		2		3	1	1.5	1	1	2
3409	3	7	27	12	1	5	25	2		20	500	1	1		2		3	1	1.5	1	2	2
3410	3	1	27	7	9	5	200	3	0.75	10	2000	1	1		2		2	0	2	3	2	2
3412	3	1	7	8	1	4	1	3	65	14000	14000	1	1		2		1	0	0	1	0	2
3412	3	2	14	6	9	1	533	3	5	6.00375234521576	3200	1	1		2		2	0	1	3	2	2
3412	3	3	27	8	9	1	65	3	0.75	12.3076923076923	800	1	1		2		2	0	1	3	2	2
3412	3	4	16	7	9	1	40	2		25	1000	1	1		2		2	0	1	3	2	2
3412	3	5	27	6	1	3	10	2		300	3000	1	1		2		1	0	0	1	0	2
3412	3	6	27	5	9	1	52	3	0.3	90	4680	1	1		2		2	1.5	15	3	2	2
3413	3	1	14	8	1	5	300	2		4	1200	1	1		2		3	1	2	1	1	2
3413	3	2	27	10	1	5	10	2		20	200	1	1		2		3	1	2	1	1	2
3414	3	1	27	10	1	5	2	2		100	200	1	1		2		1	0	0	1	1	2
3415	3	1	27	7	1	1	1600	2		3	4800	1	1		2		1	0	0	1	1	2
3415	3	2	27	8	1	1	20	2		10	200	1	1		2		1	0	0	1	1	2
3416	3	99																				
3417	3	1	27	2	1	5	20	2		12	240	1	1		2		1	0	0	1	1	2
3418	3	1	27	10	1	1	75	2		50	3750	1	1		2		1	0	0	1	0	2
3419	3	1	27	7	1	1	2800	2		3	8400	1	1		2		1	0	0	1	3	2
3420	3	1	14	6	1	1	4	3	3	40	160	1	1		2		1	0	0	1	0.5	2
3421	3	99																				
3423	3	1	7	12	1	1	1	3	100	28000	28000	1	1		2		3	5	40	1	1	2
3423	3	2	27	12	1	1	150	2		50	7500	1	1		2		1	0	0	1	1	2
3424	3	1	27	7	1	1	5	2		40	200	1	1		2		1	0	0	1	1	2
3426	3	99																				
3427	3	99																				
3428	3	1	14	8	9	5	10	3	5	100	1000	1	1		2		2	2	0	1	0	2
3429	3	1	27	3	9	4	80	2		12	960	1	1		2		2	1	4	3	2	2
3429	3	2	7	10	9	1	1	3	40	15000	15000	1	1		2		2	1	4	1	3	2
3430	3	99																				
3431	3	99																				
3432	3	1	7	3	1	1	1	3	45	12000	12000	1	1		2		1	0	0	1	1	2
3433	3	99																				
3434	3	1	10	12	1	1	60	2		75.25	4515	1	1		1	2	3	1	3	1	1	2
3435	3	99																				
3436	3	99																				
3437	3	1	7	12	1	5	3	3	35	10000	30000	1	1		2		1	0	0	1	0	2
3437	3	2	27	4	1	1	1	2		50	50	1	1		2		1	0	0	1	0	2
3438	3	99																				
3439	3	1	6	1	1	1	4	3	0.5	250	1000	1	1		2		1	0	0	1	0	2
3440	3	1	23	9	1	5	160	2		30	4800	1	1		2		1	0	0	1	1	2
3440	3	2	14	7	1	5	120	2		20	2400	1	1		2		1	0	0	1	1	2
3441	3	1	27	6	1	5	35	2		40	1400	1	1		2		2	1	1	1	1	2
3442	3	99																				
3443	3	1	14	6	1	5	60	2		20	1200	1	1		2		1	0	0	1	1	2
3443	3	2	27	12	1	5	30	2		10	300	1	1		2		1	0	0	1	1	2
3443	3	3	27	5	1	5	15	2		20	300	1	1		2		1	0	0	1	1	2
3443	3	4	22	7	1	5	10	2		10	100	1	1		2		1	0	0	1	1	2
3444	3	1	27	11	1	5	1	2		50	50	1	1		2		1	0	0	1	1	2
3445	3	99																				
3446	3	1	27	4	1	1	1	2		50	50	1	1		2		1	0	0	1	0	2
3447	3	1	10	11	1	5	4280	2		85	363800	1	1		2		1	0	0	1	1	2
3447	3	2	27	11	1	1	1	2		50	50	1	1		2		1	0	0	1	1	2
3447	3	3	14	7	1	5	70	2		10	700	1	1		2		2	1	1	1	1	2
3447	3	4	27	7	1	5	100	3	0.25	5	500	1	1		2		2	0	0	1	1	2
3448	3	1	7	3	2	1	1	3	55	16000	16000	1	1		2		2	1	3	1	4	2
3448	3	2	27	5	1	1	1	2		50	50	1	1		2		1	0	0	1	0	2
3449	3	99																				
3450	3	1	14	7	1	5	100	2		4	400	1	1		2		2	1	1	1	1	2
3451	3	99																				
3452	3	1	16	8	9	5	5	2		40	200	1	1		2		2	1	3	1	2	2
3452	3	2	27	5	1	5	450	2		2.66666666666667	1200	1	1		2		1	0	0	1	2	2
3453	3	1	27	1	1	1	10	3	5	200	2000	1	1		2		1	0	0	1	1	2
3453	3	2	27	3	2	1	230	2		17.3913043478261	4000	1	1		2		2	1	3	1	2	2
3454	3	1	10	2	1	1	1200	2		79	94800	1	1		1	1	1	0	0	1	3	2
3455	3	99																				
3456	3	99																				
3457	3	1	27	12	1	1	1	2		50	1	1	1		2		1	0	0	1	0	2
3458	3	99																				
3459	3	99																				
3460	3	1	27	5	1	1	10	2		100	1000	1	1		2		1	0	0	1	1	2
3461	3	1	8	8	2	1	1	3	15	6000	6000	1	1		2		2	1	3	1	1	2
3461	3	2	10	10	10	1	3	2		100	300	1	1		2		1	0	0	3	1	2
3462	3	1	27	6	10	6	2000	2		0.43	850	1	1		2		1	0	0	1	1	2
3463	3	1	7	6	2	1	1	3	85	17000	17000	1	1		2		1	0	0	1	0.5	2
3463	3	2	27	9	10	6	2	3	0.6	10	20	1	0.5	2	2		1	0	0	1	0.2	2
3464	3	1	27	5	2	5	40	2		40	1600	1	1		2		2	1	2	3	1	2
3465	3	1	27	8	10	6	0.5	2		50	25	1	0	7	2		1	0	0	1	0.1	2
3466	3	1	7	12	1	1	1	3	44	11000	11000	1	1		2		1	0	0	1	0.3	2
3467	3	99																				
3468	3	1	6	7	2	1	1	3	0.5	120	120	1	1		2		1	0	0	1	0.2	2
3469	3	99																				
3470	3	99																				
3471	3	1	27	7	2	2	4000	2		1.25	5000	1	1		2		1	0	0	1	1	2
3472	3	99																				
3473	3	99																				
3474.1	3	1	6	10	10	6	1	2		230	230	1	1		2		1	0	0	1	0.1	2
3474.1	3	2	27	11	10	6	3	3	0.6	8	24	1	1		2		1	0	0	1	0.1	2
3474.1	3	3	23	12	2	1	12	2		41.66	500	1	1		2		2	0.3	1	3	1	2
3474.2	3	99																				
3475	3	1	7	9	2	1	1	3	60	12000	12000	1	1		2		1	0	0	1	1	2
3475	3	2	27	8	2	2	18000	2		1.06	19000	1	1		2		1	0	0	1	6	2
3475	3	3	10	9	2	2	200	2		110	22000	1	1		2		3	1	9	7	1	2
3476	3	1	27	6	1	2	1000	2		2	2000	1	1		2		1	0	0	1	1	2
3476	3	2	7	12	2	5	1	3	80	19500	19500	1	1		2		1	0	0	1	1	2
3477	3	99																				
3478	3	1	27	8	2	2	26000	2		0.76	20000	1	1		2		1	0	0	1	3	2
3478	3	2	27	6	2	2	160	2		75	12000	1	1		2		1	0	0	1	0.5	2
3478	3	3	27	4	2	2	60	2		100	6000	1	1		2		1	0	0	1	0.5	2
3479	3	1	27	7	10	6	2000	2		0.75	1500	1	1		2		1	0	0	1	2	2
3480	3	1	6	10	10	6	1	2		220	220	1	0	7	2		1	0	0	1	0.1	2
3481	3	1	3	5	2	1	20	2		21	420	1	1		2		2	0.5	2.5	8	1	2
3481	3	2	23	7	2	1	75	2		40	3000	1	1		2		2	0.5	2.5	8	1	2
3481	3	3	7	8	2	1	2	3	70	14000	28000	1	1		2		1	0	0	1	1	2
3481	3	4	6	6	10	1	1	3	0.5	150	150	1	1		2		1	0	0	1	0.2	2
3481	3	5	27	9	10	1	1	3	0.05	6	6	1	1		2		1	0	0	1	0.1	2
3482	3	1	3	3	2	2	5	1	40	840	4200	1	1		2		1	0	0	1	1	2
3482	3	2	27	5	2	2	60	1	40	640	38400	1	1		2		2	0.5	3	3	1	2
3482	3	3	27	9	2	5	5	2		30	150	1	1		2		2	0.5	3	3	1	2
3482	3	4	6	11	10	6	2	3	0.3	75	150	1	1		2		1	0	0	1	0.5	2
3483	3	1	24	12	1	1	80	2		35	2800	1	1		2		1	0	0	1	1	2
3483	3	2	27	6	1	1	880	2		20	17600	1	1		2		1	0	0	1	1	2
3483	3	3	6	8	1	1	4	3	0.7	112.5	450	1	1		2		1	0	0	1	0.2	2
3484	3	1	3	4	2	5	80	2		16.25	1300	1	1		2		2	1	0	1	0.5	2
3485	3	1	7	10	2	5	1	3	120	26000	26000	1	1		2		1	0	0	1	0.5	2
3485	3	2	3	5	2	5	60	2		20	1200	1	1		2		3	0.5	2	3	1	2
3485	3	3	27	5	2	2	26	1	40	760	19760	1	1		2		1	0	0	1	1	2
3485	3	4	24	2	2	5	20	2		40	800	1	1		2		3	0.5	2	3	0.5	2
3485	3	5	5	3	2	5	2	1	40	3200	6400	1	1		2		3	0.5	2	3	0.5	2
3486	3	1	27	6	2	2	3	1	40	600	1800	1	1		2		3	0.5	3	3	0.5	2
3487	3	99																				
3488	3	1	6	11	10	7	1	3	0.7	200	200	1	1		2		2	0.5	3	3	1	2
3488	3	2	27	11	10	7	4	3	0.6	9	36	1	1		2		1	0	0	1	0.1	2
3488	3	3	10	10	2	2	5	1	40	6000	30000	1	1		2		6	1	15	7	1	2
3489	3	1	27	8	2	2	25	1	40	500	12500	1	1		2		1	0	0	1	1	2
3490	3	1	27	9	10	5	1	3	0.06	6	6	1	1		2		1	0	0	1	0.1	2
3490	3	2	27	6	2	2	580	2		15	8700	1	1		2		1	0	0	1	1	2
3491	3	1	27	7	2	2	1010	2		15	15150	1	1		2		1	0	0	1	1	2
