a01	hh_type	q_01	q_02	q_03	q_04	q_05	q_06	q_07	q_08	q_09	q_10	q_11	q_12	q_13	q_14	q_15	q_16	q_17	q_18	q_19	q_19a	q_19b	q_19c	q_20	q_20a	q_20a_2	q_20b	q_20b_2	q_20c	q_20c_2	q_20d_1	q_20d_2	q_20d_3	q_21
4980	3	1	500		6	0	2	2	2	4	1	2	216	2			9	0	3	0	3			1	1	1	2		2		6			50
4981	3	1	400		25	2	2	10	2	4	1	1	120	1	3	105	6	0	1		3			1	1	3	2		2		6			30
4982	3	1	150		28	0	4	6	2	4	1	1	70	2			9	0	4	150	3			0	2		2		2		7			0
4983	3	1	500		5	1	2	10	2	4	1	1	130	1	3	105	9	0	1		3			1	1	1	2		2		6			100
4984	3	1	300		25	0	3	10	2	4	1	1	180	1	3	100	9	0	1		3			1	1	1	2		2		6			10
4985	3	1	1000		15	1	3	4	2	4	2	1	284	1	2	125	6	0	1		3			1	2		1	3	2		6			170
4986	3	2	300		2	1	3	2	2	4	1	1	120	2			5	0	4	120	3			1	1	1	2		2		6			400
4987	3	1	500		2	0	3	4	2	4	1	2	189	2			9	0	4	250	3			1	1	1	1	3	2		1			250
4988	3	1	1500		20	0	2	1	2	4	2	4	432	1	3	169	8	0	1		3			1	1	1	1	4	2		6			350
4989	3	1	2000		1	0	2	1	2	4	1	2	324	1	3	105	5	0	1		3			2	1	1	1	3	2		1			250
4990	3	1	500		5	0	3	5	2	4	1	1	270	1	3	118	5	0	1		3			1	1	2	2		2		6			100
4991.1	3	1	4000		4	6	2	1	2	1	1	2	858	1	3	156	5	0	1		3			2	1	1	1	1	1	5	1			300
4991.2	3	1	1500		7	0	1	1	2	1	2	3	432	1	3	260	5	30	1		3			3	1	1	1	1	1	2	6			350
4992	3	1	500		40	0	3	10	2	4	1	2	360	1	3	160	5	0	1		3			1	1	2	2		2		6			200
4993	3	1	1000		5	0	2	1	2	4	1	3	600	1	3	121	6	0	1		3			1	1	1	1	4	1	3	6			500
4994	3	1	500		12	1	3	5	2	4	1	1	260	1	3	105	5	0	1		3			1	1	1	2		2		7			300
4995	3	1	2000		5	0	1	1	1	1	1	2	675	1	3	195	5	1200	1		3			1	1	1	2		2		6			600
4996	3	1	1000		18	3	2	1	2	1	2	2	360	2			6	0	3	0	3			1	1	1	2		2		6			250
4997	3	1	3000		6	0	1	1	1	1	3	3	1584	2			5	600	3	0	3			2	1	1	1	8	2		6			250
4998	3	1	1000		9	0	3	1	2	4	1	1	563	1	2	137	6	0	1		3			1	1	1	2		2		6			150
4999	3	1	500		1	3	1	2	4	1	2	1	1008	1	2	150	6	0	1		3			3	2		1	8	1	10	6			350
5000	3	1	3000		1	0	1	1	2	4	4	3	585	1	3	135	6	0	1		3			1	1	2	1	8	2		6			250
5001	3	1	200		10	0	3	4	2	4	1	1	360	2			9	0	3	0	3			1	1	1	2		2		6			120
5002	3	1	200		18	0	3	2	2	4	1	1	94.5	2			6	0	3	0	3			1	1	1	2		2		6			120
5003	3	1	300		22	0	3	2	2	4	1	1	315	2			5	0	3	0	3			1	1	1	2		2		6			300
5004	3	1	100		9	0	3	4	2	4	1	1	189	2			6	0	3	0	3			1	1	1	2		2		6			120
5005	3	1	500		11	0	3	2	2	4	1	4	1260	2			6	0	3	0	3			5	2		1	6	1	5	6			1000
5006	3	1	100		30	1	4	10	10	4	1	1	72	2			9	0	4	500	3			0	2		2		2		7			0
5007	3	1	200		11	0	3	2	2	4	1	1	220	2			6	0	3	0	3			0	2		2		2		7			0
5008	3	1	200		5	0	3	5	10	4	1	1	90	2			8	0	4	200	3			0	2		2		2		7			0
5009	3	1	100		2	0	3	2	2	4	1	2	315	2			9	0	3	0	3			1	1	1	2		2		6			150
5010	3	1	100		17	0	3	2	2	4	1	1	234	2			5	0	4	180	3			0	2		2		2		7			0
5011	3	1	250		19	0	2	5	2	4	1	1	140	2			9	0	3	0	3			0	2		2		2		7			0
5012	3	1	250		10	3	3	2	2	4	1	1	91	2			9	0	3	0	3			1	1	1	2		2		6			200
5013	3	1	200		1	1	2	2	2	4	1	1	150	2			6	0	3	0	3			1	1	1	2		2		6			300
5014	3	2	200		5	1	2	2	2	4	1	1	60	2			9	0	3	0	3			0	2		2		2		7			0
5015	3	1	100		10	3	3	2	2	4	1	1	90	2			6	0	3	0	3			0	2		2		2		7			0
5016	3	2	200		10	2	2	5	2	4	1	1	80	2			6	0	4	120	3			0	2		2		2		7			0
5017	3	1	300		25	0	3	4	2	4	1	2	283.5	2			9	0	3	0	3			0	2		2		2		7			0
5018	3	1	300		25	3	4	2	2	4	1	2	202.5	2			5	0	3	0	3			0	2		2		2		7			0
5019	3	1	300		1	4	3	2	2	4	1	2	216	2			5	0	3	0	3			0	2		2		2		7			0
5020	3	1	300		6	0	3	2	2	4	1	1	220.5	2			6	250	3	0	3			1	1	1	2		2		6			200
5021	3	1	300		13	0	3	2	2	4	1	2	234	2			6	0	3	0	3			2	2		1	3	1	4	6			250
5022	3	1	300		18	1	3	10	2	4	1	1	324	2			6	0	3	0	3			1	1	1	2		2		6			250
5023	3	1	200		10	0	3	2	2	4	1	2	140	2			4	0	3	0	3			1	1	1	2		2		6			100
5024	3	2	100		12	0	3	4	2	4	1	1	105	2			9	0	4	280	3			0	2		2		2		7			0
5025	3	2	200		13	0	3	2	2	4	1	1	202	2			6	0	3	0	3			1	1	1	2		2		6			120
5026	3	1	200		20	0	4	2	2	4	1	3	180	2			6	0	3	0	3			1	1	1	2		2		6			200
5027	3	1	1000		41	0	2	2	2	4	1	2	562	2			6	0	3	0	3			3	1	2	1	3	1	5	6			600
5028	3	1	500		25	0	2	2	2	4	1	2	360	2			6	0	3	0	3			2	1	1	1	3	2		6			300
5029	3	1	500		25	0	3	2	2	4	1	1	313	2			5	0	3	0	3			3	1	1	1	5	1	3	6			350
5030	3	1	500		12	0	2	2	2	4	1	3	234	2			6	0	3	0	3			2	1	3	1	4	2		6			200
5031	3	1	500		2	1	1	2	2	4	1	3	330	2			6	0	4	350	3			1	1	1	2		2		6			200
5032	3	1	300		15	1	4	5	2	4	1	2	180	2			5	0	3	0	3			1	1	1	2		2		6			300
5033	3	1	300		22	0	3	2	2	4	1	1	144	2			5	0	4	105	3			0	2		2		2		7			0
5034	3	1	500		15	0	3	2	2	4	1	2	378	2			5	0	3	0	3			2	1	1	1	3	2		6			500
5035	3	1	300		35	0	3	2	2	4	1	2	378	2			5	0	4	140	3			1	1	1	2		2		6			100
5036	3	1	500		25	0	3	2	2	4	1	3	488	2			5	0	3	0	3			3	1	1	1	3	1	5	6			300
5037	3	1	500		50	0	2	2	2	4	1	4	280	2			6	0	3	0	3			2	1	1	1	4	2		6			300
5038	3	1	250		25	1	3	2	2	4	1	3	150	2			6	0	3	0	3			2	1	1	1	4	2		6			300
5039	3	1	300		30	2	3	2	2	4	1	1	120	2			6	0	3	0	3			2	1	1	1	2	2		6			200
5040	3	1	300		15	0	2	10	2	4	1	3	280	2			6	0	4	200	3			1	1	1	2		2		6			100
5041	3	1	1000		15	0	3	2	2	4	2	2	320	2			6	0	3	210	3			3	1	6	1	3	1	4	1	4		400
5042	3	1	2000		25	0	2	5	2	4	1	4	473	2			6	0	3	0	3			1	1	1	2		2		6			250
5043	3	1	5000		15	0	2	1	2	4	6	6	1800	2			5	0	3	0	3			5	1	1	1	3	1	7	7			550
5044	3	1	1000		45	1	2	2	2	4	1	2	354	2			5	0	3	0	3			2	1	3	1	4	2		1			300
5045	3	1	1000		1	0	3	1	2	4	4	3	396	2			9	0	3	0	3			1	1	1	2		2		6			150
5046	3	1	400		25	0	3	5	1	4	1	1	252	2			9	0	3	0	3			1	1	1	2		2		6			150
5047	3	1	300		45	1	4	4	2	4	3	3	252	2			9	0	4	250	3			0	2		2		2		7			0
5048	3	1	1000		27	0	2	1	2	4	3	3	675	2			6	0	4	420	3			1	2		1	3	2		6			300
5049	3	1	1000		25	0	3	2	2	4	2	3	468	2			9	0	3	0	3			2	1	1	1	3	1	3	4			400
5050	3	1	300		25	2	4	5	2	4	1	1	126	2			9	0	4	120	3			0	2		2		2		7			0
5052	3	1	1000		50	1	2	2	2	4	1	4	486	2			5	0	3	0	3			5	1	1	1	7	1	13	1			900
5053	3	1	1000		30	0	1	1	2	4	2	3	648	2			5	0	3	0	3			1	1	1	1	5	2		6			300
5054	3	1	500		1	0	4	10	2	4	1	1	157.5	2			5	0	4	210	3			0	2		2		2		6			0
5055	3	1	4000		2	0	3	1	2	4	3	3	702	2			6	0	3	0	3			1	2		1	5	2		7			250
5056	3	1	200		1	1	2	2	2	4	1	4	612	2			6	0	3	0	3			2	1	1	1	2	2		6			50
5057	3	1	500		1	1	2	2	2	4	1	4	612	2			6	0	3	0	3			2	1	1	1	2	2		6			50
5058	3	1	1000		5	0	2	5	2	4	3	3	450	2			6	0	4	130	3			1	1	1	1	6	2		6			300
5059	3	1	500		7	0	3	6	2	4	2	2	450	2			8	0	3	0	3			1	1	1	2		2		6			250
5060	3	1	1000		35	0	3	4	2	4	2	2	550	2			9	0	4	150	3			1	1	1	2		2		6			300
5061	3	1	500		6	0	2	2	2	4	1	3	450	1	2	105	5	1300	1		3			2	1	1	2		2		6			250
5062	3	1	1000		10	0	3	2	2	4	1	1	220.5	1	3	70	5	400	1		3			1	1	1	2		2		6			100
5064	3	2	500		20	2	2	2	2	4	1	3	120	1	3	130	5	550	1		3			1	1	1	2		2		6			200
5065	3	1	500		4	0	3	2	2	1	1	1	216	1	2	110	6	0	1		3			1	1	1	2		2		6			500
5066	3	1	200		2	0	3	2	2	4	1	1	189	2			5	500	4	300	3			1	1	1	2		2		6			80
5067	3	2	2000		2	0	1	2	2	4	1	1	120	1	2	300	5	400	1		3			1	1	1	2		2		6			500
5068	3	2	200		20	1	3	2	2	4	1	1	189	2			6	0	4	250	3			0	2		2		2		7			0
5069	3	1	200		6	0	3	5	2	4	1	1	94.5	1	2	150	5	400	1		3			1	1	1	2		2		6			150
5070	3	1	500		12	0	3	2	2	4	1	1	220	1	2	140	5	600	1		3			0	2		2		2		7			0
5071	3	1	6000		5	0	1	1	2	1	1	4	2250	1	3	315	5	800	1		3			4	1	1	1	4	1	5	1			800
5072	3	1	2500		6	0	2	2	2	4	1	5	787	1	2	516	5	1200	1		3			3	1	1	1	2	1	8	6			400
5073	3	1	1000		12	6	3	2	2	4	1	1	157	1	3	125	5	200	1		3			2	1	1	1	2	2		6			300
5074	3	1	1500		12	0	3	1	2	4	1	2	162	1	2	160	6	500	1		3			1	1	2	1	3	2		6			150
5075	3	1	500		50	1	3	2	2	4	1	2	273	1	3	80	5	0	1		3			1	1	1	2		2		6			100
5076	3	1	500		15	3	3	2	2	4	1	1	200	1	3	200	5	600	1		3			0	2		2		2		7			0
5077	3	1	1000		25	0	3	5	2	4	1	1	283	1	3	180	6	0	1		3			2	1	1	1	6	2		6			300
5078	3	1	3000		20	0	1	2	2	4	1	4	360	1	3	380	5	1000	1		3			6	1	1	1	4	1	2	6			1500
5079	3	2	300		6	0	3	2	2	4	1	1	189	1	2	150	5	400	1		3			1	1	1	2		2		6			140
5080	3	1	1000		9	0	2	2	2	4	1	4	306	1	2	250	5	700	1		3			2	1	1	1	2	2		6			400
5081	3	2	500		25	0	4	5	2	4	1	2	262	2			5	0	4	120	3			2	1	3	1	5	2		6			400
5082	3	1	1500		7	0	3	4	2	4	1	3	675	2			5	700	4	300	3			2	1	1	1	3	2		6			1000
5083	3	1	500		20	0	2	2	2	1	1	2	288	1	2	155	5	0	1		3			1	1	1	2		2		6			60
5084	3	1	600		25	0	3	4	2	4	1	2	230	2			5	0	4	130	3			1	1	2	1	2	2		6			300
5085	3	1	1500		5	0	3	4	2	4	1	2	337	1	3	150	6	0	1		3			1	1	1	2		2		6			250
5086.1	3	1	600		40	2	3	4	2	4	2	3	432	1	2	350	5	400	1		3			3	1	1	1	12	1	2	6			1000
5086.2	3	1	700		40	2	3	4	2	4	2	2	288	1	2	350	5	700	1		3			4	1	7	1	8	1	10	6			700
5087	3	1	2000		5	0	2	1	2	4	1	3	675	1	3	500	5	300	1		3			2	1	1	1	2	2		1	4		1000
5088	3	1	800		70	0	2	2	2	4	2	4	270	1	2	200	5	0	1		3			3	1	1	1	3	1	8	6			1500
5089	3	1	500		4	0	4	4	2	4	1	2	337	2			9	0	4	200	3			1	1	1	2		2		6			150
5090	3	1	700		10	0	3	4	2	4	1	1	337	1	3	150	9	0	1		3			1	1	1	2		2		6			200
5091	3	1	800		8	0	1	2	2	4	3	3	432	2			6	0	3	0	3			2	1	1	1	3	2		6			500
5092	3	1	1000		40	1	1	4	2	1	1	2	450	1	2	192	5	0	1		3			1	1	3	2		2		6			50
5093	3	1	400		9999	0	3	4	2	4	1	2	288	1	2	100	6	0	1		3			1	1	1	2		2		6			200
5094	3	1	700		25	0	2	2	2	1	1	2	324	1	2	216	10	0	1		3			1	1	1	2		2		6			600
5095	3	1	1000		30	0	2	2	2	4	1	2	363	1	2	263	5	0	1		3			1	1	1	2		2		6			600
5096	3	1	1000		10	0	3	4	2	4	1	2	337	1	3	400	5	500	1		3			1	1	1	2		2		6			400
5097	3	1	500		40	0	2	1	2	4	1	2	324	1	2	350	5	200	1		3			1	1	3	2		2		6			50
5098	3	1	800		10	1	2	2	2	1	1	2	242	1	2	110	5	0	1		3			1	1	1	2		2		6			600
5099	3	1	2000		22	1	1	1	1	1	1	3	324	1	2	555	5	0	1		3			3	1	1	1	2	1	4	6			1000
5100	3	1	1000		7	0	3	4	2	4	1	2	337	1	3	300	5	300	1		3			2	1	1	1	3	2		1			400
5101	3	1	800		9999	0	2	1	2	4	1	2	450	1	3	110	5	0	1		3			2	1	2	1	4	2		6			200
5102	3	1	1500		20	0	2	1	2	1	1	3	675	1	3	200	5	300	1		3			2	1	1	2		2		6			400
5103	3	1	1500		5	0	2	1	2	1	1	1	675	1	3	200	5	700	1		3			5	1	2	1	5	1	4	6			1200
5104	3	1	700		70	0	1	2	2	4	1	1	162	1	5	116	5	500	1		3			2	1	4	1	1	2		6			200
5105	3	1	1000		9999	0	1	1	2	1	1	2	365	1	3	370	5	0	1		3			2	1	1	1	5	2		6			600
5106	3	1	500		40	0	3	4	2	4	1	1	338	1	3	150	5	300	1		3			1	1	1	2		2		6			800
5107	3	1	1000		9999	0	3	1	2	1	1	2	765	1	3	140	5	0	1		3			3	1	1	1	3	1	4	6			400
5108	3	1	300		9999	3	2	4	2	4	1	2	288	1	4	100	5	0	1		3			3	1	1	1	2	1	3	6			600
5109	3	1	800		9999	4	1	1	2	4	1	2	225	1	3	105	5	0	1		3			1	1	1	2		2		6			100
5110	3	1	500		50	0	3	4	2	4	1	2	338	1	3	150	5	200	1		3			1	1	1	2		2		6			250
5111	3	1	500		9999	0	2	2	2	4	1	2	288	1	4	105	5	0	1		3			1	1	1	2		2		6			200
5112	3	1	1000		9999	2	2	2	2	4	1	2	364	1	3	184	5	0	1		3			1	1	1	2		2		6			300
5113	3	1	500		9999	0	2	2	2	4	1	3	432	1	4	185	5	0	1		3			2	1	2	1	3	2		6			400
5114	3	1	2500		20	0	1	1	2	1	1	4	1350	1	3	400	5	600	1		3			4	1	1	2		2		6			1000
5115	3	1	400		9999	1	2	4	2	4	1	1	162	1	4	100	5	400	1		3			2	1	1	1	3	2		6			800
5116	3	1	1000		9999	0	2	1	2	4	1	3	675	1	3	400	5	0	1		3			3	1	1	1	2	1	6	6			200
5117	3	1	1000		9999	2	1	1	2	1	1	3	648	1	3	310	5	0	1		3			2	1	1	1	5	2		6			400
5118	3	1	300		40	0	4	4	2	4	1	1	225	1	3	150	5	0	1		3			0	2		2		2		6			0
5119	3	1	1000		9999	2	1	1	2	1	1	3	612	1	3	135	5	0	1		3			1	1	1	2		2		6			100
5120	3	1	1500		1	0	1	1	1	1	1	4	648	1	4	700	5	1000	1		3			4	1	1	1	2	1	3	6			1500
5121	3	1	500		4	0	3	4	2	4	1	2	337	2			5	0	4	250	3			2	1	1	1	2	2		6			200
5122	3	1	2000		9999	2	2	1	2	4	1	3	486	1	2	400	5	0	1		3			1	1	1	2		2		6			300
5124	3	1	2000		9999	0	1	1	2	1	1	2	648	1	2	400	6	0	1		3			2	1	1	1	3	2		6			400
5126	3	2	4000		39	0	2	4	2	4	2	4	363	1	2	390	5	0	1		3			4	1	1	1	2	1	12	6			2000
5127	3	1	5000		50	0	2	2	2	4	1	2	446	1	2	300	5	0	1		3			2	1	1	1	6	1	2	6			1200
5128	3	1	300		9999	0	4	4	2	4	1	1	216	1	2	117	5	200	1		3			2	1	2	1	3	2		6			200
5129	3	1	500		4	0	3	4	2	4	1	1	337	1	2	250	5	600	1		3			1	1	1	2		2		6			400
5130	3	2	1000		30	0	2	1	2	1	1	2	253	1	2	200	5	600	1		3			2	1	1	1	3	2		6			300
5131	3	2	2000		20	0	2	1	2	1	1	3	1350	2			5	200	4	100	3			2	2		2		2		6			0
5132	3	2	300		25	2	3	2	2	4	1	1	144	2			5	0	4	100	3			1	1	1	2		2		6			200
5133	3	2	3000		25	0	1	1	1	1	2	4	864	1	2	800	6	0	1		3			5	1	2	1	3	1	6	6			1500
5134	3	1	1500		7	0	2	1	2	1	1	2	337	1	2	250	5	700	1		3			1	1	1	2		2		2	4		300
5135	3	1	500		25	0	2	2	2	4	1	2	324	1	2	305	5	0	1		3			3	1	1	1	2	1	4	6			500
5136	3	1	2000		30	4	1	1	1	1	1	2	264	1	2	550	5	0	1		3			1	1	1	2		2		6			1500
5137	3	1	3000		9999	0	1	1	1	1	1	4	648	1	2	400	5	0	1		3			2	1	5	1	1	2		6			200
5138	3	1	1000		58	0	2	1	2	1	1	3	363	1	2	140	5	0	1		3			1	1	1	2		2		6			300
5139	3	1	1000		3	0	2	1	2	4	1	3	675	1	2	200	5	700	1		3			2	1	5	1	4	2		6			400
5140	3	2	10000		40	3	1	1	2	1	1	3	363	1	2	800	5	1000	1		3			3	1	1	1	2	1	3	6			1000
5141	3	1	500		5	0	2	4	2	4	1	2	252	1	3	350	5	0	1		3			0	2		2		2		6			0
5142	3	1	400		60	0	2	4	2	4	1	1	144	1	2	280	9	0	1		3			0	2		2		2		7			0
5143	3	1	1000		48	0	4	4	2	4	1	2	337	1	3	300	5	1000	1		3			1	1	1	2		2		6			300
5144	3	1	600		10	0	2	5	2	4	1	1	324	1	3	105	5	0	1		3			1	1	1	2		2		6			300
5145	3	1	500		9999	0	3	4	2	4	1	3	675	1	3	250	5	700	1		3			1	1	3	2		2		6			400
5146	3	1	700		9999	2	2	4	2	4	2	2	364	1	3	155	5	0	1		3			1	1	1	2		2		6			200
5147	3	1	600		9999	0	2	4	2	4	1	3	432	1	2	276	5	650	1		3			3	1	4	1	6	1	7	6			600
5148	3	1	500		50	0	2	2	2	4	1	2	486	1	2	150	5	200	1		3			1	1	1	2		2		6			200
5149	3	1	800		9999	0	2	4	2	4	2	3	297	2			5	0	4	280	3			1	1	1	2		2		6			200
5150	3	1	500		33	0	3	4	2	4	1	2	337	1	3	200	5	500	1		3			1	1	1	2		2		6			200
5151	3	1	1000		38	0	3	1	2	4	1	2	338	1	3	200	5	200	1		3			1	1	2	2		2		6			200
5152	3	1	500		1	3	2	2	2	4	4	1	360	1	1	300	5	133	1		3			1	1	2	2		2		6			200
5153	3	1	1000		60	0	3	4	2	4	1	2	337	1	3	150	5	700	1		3			1	1	1	2		2		6			250
5154	3	1	600		30	0	2	4	2	4	1	2	364	1	2	160	5	600	1		3			3	1	6	2		2		6			400
5155	3	1	600		9999	0	2	5	2	4	2	2	288	1	3	120	5	280	1		3			1	1	1	2		2		6			300
5156	3	1	1000		9999	0	3	4	2	4	1	2	337	1	3	200	5	1000	1		3			1	1	3	2		2		6			200
5157	3	1	300		40	0	3	2	2	4	1	2	288	1	2	70	5	0	1		3			1	1	1	2		2		6			300
5158.1	3	1	1000		9999	0	1	1	2	1	2	2	432	1	2	110	5	1000	1		3			3	1	1	1	3	1	6	6			1000
5158.2	3	1	500		9999	1	1	1	2	1	1	1	144	1	2	350	6	200	1		3			1	1	4	2		2		6			600
5159	3	1	800		60	0	2	4	2	4	2	4	225	1	3	500	5	0	1		3			4	1	3	1	5	1	6	1			1000
5160	3	1	400		55	0	4	4	2	4	1	2	338	1	3	150	5	300	1		3			1	1	1	2		2		1			200
5161	3	1	2500		3	0	1	1	1	1	1	4	1350	1	3	400	5	700	1		3			2	1	3	1	4	2		6			500
5162	3	1	500		9999	0	2	2	2	4	1	1	144	1	2	175	5	750	1		3			1	1	2	2		2		6			400
5163	3	1	1000		9999	2	2	1	2	1	1	2	456	1	3	500	5	320	1		3			3	1	1	1	2	2		6			300
5164	3	1	1500		10	0	2	1	2	1	1	3	1350	1	3	1000	5	0	1		3			4	1	1	1	3	1	4	6			700
5165	3	1	1000		9999	0	1	1	1	1	1	3	486	1	4	575	5	850	1		3			2	1	2	1	1	2		6			700
5166	3	1	1000		9999	0	2	1	2	4	1	3	486	1	3	185	5	0	1		3			3	1	1	1	3	1	6	6			700
5167	3	1	1000		9999	0	1	1	2	4	2	4	495	1	3	440	5	560	1		3			2	1	4	1	5	2		6			500
5168	3	1	1200		58	0	4	4	2	4	1	3	675	1	3	300	5	1500	1		3			1	1	1	2		2		6			400
5169	3	1	2500		40	0	1	1	2	1	1	4	648	1	2	550	5	300	1		3			2	1	1	1	2	2		6			600
5170	3	1	2000		9999	0	1	1	1	1	1	3	992	1	4	900	3	1500	1		3			2	1	1	1	2	2		6			300
5171	3	1	700		9999	0	1	1	2	1	1	1	243	1	2	300	5	700	1		3			1	1	1	2		2		6			600
5172	3	1	2000		23	0	1	1	2	1	1	4	1350	1	3	1000	5	600	1		3			4	1	1	1	2	2		6			1000
5173	3	1	500		9999	0	2	4	2	4	1	2	288	1	2	350	5	500	1		3			3	1	1	1	2	1	3	6			300
5174	3	1	1500		68	0	1	1	2	1	1	3	960	1	3	300	5	600	1		3			2	1	1	1	3	2		6			400
5175	3	1	800		9999	2	1	1	2	1	1	2	248	2			5	500	3	0	3			1	1	2	2		2		6			300
5176	3	1	2500		50	0	1	1	1	1	1	4	360	1	2	400	5	0	1		3			4	1	2	1	3	1	5	1			1500
5177	3	1	1500		60	0	2	1	2	4	3	3	1350	1	3	400	5	300	1		3			4	1	1	1	4	2		6			500
5178	3	1	500		9999	2	2	4	2	4	1	2	189	2			5	0	4	120	3			1	1	2	2		2		6			100
5179	3	1	1000		38	0	3	1	2	4	1	2	675	2			5	400	4	200	3			1	1	3	2		2		6			300
5180	3	1	800		9999	0	2	1	2	4	1	3	405	2			5	680	4	140	3			2	1	1	1	4	2		6			500
5181.1	3	1	500		30	0	3	4	2	4	1	2	338	1	3	100	5	0	1		3			1	1	1	2		2		6			700
5181.2	3	1	500		9999	0	3	4	2	4	1	1	162	1	3	120	5	0	1		3			1	1	1	2		2		6			300
5182	3	1	1200		9999	2	1	2	2	4	1	3	486	2			5	0	4	280	3			0	2		2		2		6			0
5183	3	1	1200		9999	0	1	1	2	1	1	3	486	1	4	175	5	0	1		3			3	1	1	1	2	1	4	6			900
5184	3	2	700		9999	2	2	4	2	4	1	2	372	2			5	0	4	140	3			1	1	2	2		2		6			300
5185	3	1	600		9999	0	2	2	2	4	1	2	324	2			5	0	4	240	3			1	1	1	2		2		6			300
5186	3	1	1000		1	0	3	4	2	4	2	2	338	2			5	0	4	200	3			1	1	4	2		2		6			200
5187	3	1	800		9999	0	2	4	2	4	1	2	396	2			5	0	4	280	3			1	1	1	2		2		6			200
5188	3	1	2500		15	0	1	1	2	1	1	4	1350	1	3	300	5	0	1		3			2	1	1	1	2	2		6			500
5189	3	1	700		9999	2	2	1	2	4	1	2	324	2			5	0	4	375	3			3	1	1	1	3	1	8	6			800
5190	3	1	800		9999	0	2	4	2	4	1	2	216	2			5	0	4	140	3			1	1	4	2		2		6			300
5191	3	1	1000		9999	2	2	2	2	4	1	2	450	1	3	166	5	0	1		3			1	1	1	2		2		6			100
5192	3	1	800		15	0	1	4	2	4	1	3	486	1	3	180	5	0	1		3			2	1	1	1	3	2		6			500
5193	3	1	600		9999	0	2	4	2	4	1	2	288	2			5	0	4	150	3			2	1	1	1	2	2		6			100
5194	3	1	1000		58	0	3	4	2	4	1	2	338	1	3	198	5	0	1		3			2	1	1	1	3	2		6			400
5195	3	1	500		9999	2	2	4	2	4	1	1	288	2			5	0	4	140	3			0	2		2		2		6			0
5196	3	1	2500		9999	0	1	1	2	1	1	5	1350	1	3	700	5	1000	1		3			2	1	8	1	9	2		6			700
5197	3	2	800		9999	2	2	2	2	4	1	3	360	1	3	125	5	0	1		3			2	1	1	1	4	2		6			400
5198	3	1	300		9999	0	4	2	2	4	1	1	144	2			5	0	4	70	3			1	1	1	2		2		6			60
5199	3	1	300		9999	0	3	4	2	4	1	2	338	2			5	0	4	300	3			0	2		2		2		7			0
5200	3	1	500		9999	0	2	2	2	4	1	1	162	1	3	110	5	150	1		3			1	1	1	2		2		6			500
5201	3	1	500		9999	1	2	4	2	4	1	2	288	1	3	100	5	0	1		3			0	2		2		2		7			0
5202	3	1	500		25	0	3	4	2	4	1	2	338	1	3	100	5	0	1		3			1	1	1	2		2		6			200
5203	3	1	1500		9999	0	1	1	2	4	2	4	425	1	2	800	5	0	1		3			4	1	3	1	5	1	4	6			1700
5204	3	1	600		33	0	2	4	2	4	1	2	338	1	2	150	5	0	1		3			2	1	1	1	2	2		6			500
5205	3	1	700		15	0	2	1	2	4	1	2	324	1	3	160	5	600	1		3			2	1	1	1	2	2		6			400
5206	3	1	600		18	0	2	4	2	4	1	2	324	2			5	700	4	250	3			1	1	1	2		2		6			400
5207	3	1	1500		9999	0	3	1	2	4	1	2	338	2			5	300	4	200	3			2	1	1	1	2	2		6			600
5208	3	1	2500		15	0	1	1	2	1	1	5	1013	1	3	600	5	700	1		3			4	1	1	1	3	1	4	6			2000
5209	3	1	1200		23	0	2	2	2	4	1	3	425	1	2	272	5	600	1		3			3	1	1	1	2	1	3	6			700
5210	3	1	600		9999	0	2	4	2	4	1	3	468	2			5	700	4	225	3			2	1	1	1	2	2		6			1200
5211	3	1	600		9999	0	2	1	2	4	1	1	162	1	3	200	5	600	1		3			1	1	2	2		2		6			150
5212	3	1	700		9999	0	2	4	2	4	1	2	288	1	2	110	5	0	1		3			1	1	2	2		2		6			120
5213	3	1	1500		24	0	2	1	2	4	1	4	648	2			5	0	4	225	3			4	1	1	1	2	1	6	1			2800
5214	3	1	1000		9999	0	2	4	2	4	1	3	425	1	3	220	5	600	1		3			3	1	1	1	2	1	3	1			1500
5215	3	1	1000		9999	0	2	4	2	4	1	3	675	1	3	500	5	700	1		3			3	1	1	1	2	2		6			600
5216	3	1	1000		9999	0	3	2	2	4	1	2	338	1	3	155	5	400	1		3			1	1	1	2		2		6			200
5217	3	1	700		9999	4	3	4	2	4	1	2	288	1	2	110	5	400	1		3			1	1	3	2		2		6			300
5218	3	1	1000		9999	0	3	4	2	4	1	2	338	1	3	150	5	300	1		3			2	1	1	1	2	2		6			500
5219	3	1	1200		9999	0	1	2	2	4	1	3	506	1	2	180	5	0	1		3			2	1	1	1	2	2		6			400
5221	3	1	500		9999	0	2	4	2	4	1	2	324	1	3	100	5	0	1		3			1	1	1	2		2		6			200
5222	3	1	2500		20	0	1	1	1	4	1	6	1575	1	3	450	5	400	1		3			4	1	1	1	2	1	3	6			1000
5223	3	1	1500		9999	0	1	1	2	1	1	3	486	1	3	560	5	0	1		3			5	1	6	1	1	1	2	6			1500
5224	3	1	1000		9999	0	2	1	2	4	1	3	486	1	3	275	5	0	1		3			2	1	2	1	4	2		6			300
5225	3	1	1000		9999	0	1	2	2	4	1	2	425	2			5	500	4	420	3			1	1	3	2		2		6			200
