a01	mid	mem_stat	b1_01	b1_02	b1_03	b1_04	b1_04a	b1_04b	b1_05	b1_06	b1_07	b1_08	b1_08a	b1_09	b1_10	b1_11	b1_12	b1_13a	b1_13b	date	order	flag_m_a	FTF_vill
4495.0	3	0	2	9	3	1			2		4	3	5	1	81			18			17839		
4495.0	4	0	1	6	3	1			2		4	0	1	1	81			18			17840		
4495.0	5	5	2	60	6	3	18	21	2		1	99			82			18			17841		
4495.0	6	5	1	23	7	1			2		4	10	1	1	81			8			17842		
4497.0	1	0	2	48	1	3	13	18	2		1	99			70	1	1	7			17844		
4497.0	2	0	1	24	3	1			2		4	5	1	2	23	1	1	8			17845		
4497.0	3	0	1	18	3	1			2		4	3	1	2	23	1	1	8			17846		
4497.0	4	0	1	13	3	1			2		4	7	5	1	81			18			17847		
4497.0	5	0	2	12	3	1			2		4	5	5	1	81			18			17848		
4498.0	1	0	1	46	1	2	20	23	2		4	8	1	2	51	1	1	12			17850		
4498.0	2	0	2	41	2	2	15	18	2		2	99			70	1	1	7			17851		
4498.0	3	6	2	6	3	1			2		4	66	1	1	81			18			17852		
4498.0	4	6	2	18	3	1			2		4	10	8	1	81			18			17854		
4498.0	5	6	2	14	3	1			2		4	7	8	1	81			18			17855		
4499.0	1	0	1	68	1	2	33	36	2		1	99			44	1	1	18	16		17857		
4499.0	2	0	2	58	2	2	23	26	2		1	99			69	1	1	18	15		17858		
4499.0	3	11																			17859		
4499.0	4	0	1	25	3	1			2		4	7	1	2	51	1	1	12			17861		
4499.0	5	0	2	20	3	1			2		4	10	5	1	81			18			17862		
4500.0	1	0	1	68	1	2	23	24	2		4	5	7	2	70	1	1	7			17865		
4500.0	2	0	2	60	2	2	15	16	2		4	5	7	2	70	1	1	7			17866		
4500.0	3	0	1	26	3	1			2		4	12	5	2	51	1	1	12			17867		
4500.0	4	0	1	24	3	2	23	99	2		4	14	5	1	14	1	1	3			17868		
4500.0	5	0	1	20	3	1			2		4	9	5	1	81			18			17869		
4500.0	6	0	1	17	3	1			2		4	6	5	2	86			18			17870		
4500.0	7	2	2	19	4	2	18	99	2		4	12	8	2	82			18			17871		
4501.0	1	0	1	73	1	2	22	30	2		2	99			64	1	1	4	2		25303		
4501.0	2	0	2	68	2	2	17	25	2		2	99			69	1	1	7			25304		
4501.0	3	0	2	10	5	1			2		4	2	5	1	81			18			25305		
4502.0	1	0	1	46	1	2	28	44	2		2	99			1	1	1	1	4		25307		
4502.0	2	0	2	30	2	2	12	28	2		4	7	8	2	57	1	1	8			25308		
4503.0	1	0	1	58	1	2	21	24	2		1	99			1	1	1	1	15		25310		
4503.0	2	0	2	51	2	2	14	17	2		1	99			82			7			25311		
4503.0	3	0	2	11	3	1			2		4	4	5	1	81			18			25312		
4504.0	1	0	1	39	1	2	30	32	2		4	9	1	2	51	1	2	4	12		25314		
4504.0	2	0	2	28	2	2	19	21	2		4	5	1	2	69	1	1	7			25315		
4504.0	3	0	1	7	3	1			2		4	1	5	1	81			18			25316		
4504.0	4	0	2	3	3	1			2		1	99			84			18			25317		
4505.0	1	0	1	30	1	2	22	99	2		2	99			64	1	1	4	8		25319		
4505.0	2	0	2	22	2	2	14	99	2		4	7	8	2	82			7			25320		
4505.0	3	0	2	52	6	2	15	17	2		2	99			82			18			25321		
4506.0	1	0	1	25	1	2	20	21	2		2	99			1	1	1	1			25323		
4506.0	2	0	2	21	2	2	16	18	2		4	5	1	2	82			18			25324		
4506.0	3	0	2	3	3	1			2		1	99			84			18			25325		
4506.0	4	1	1	2	3	1			2		1	99			84			18			25326		
4507.0	1	0	1	32	1	2	24	27	2		4	9	1	2	64	1	1	4	7		25328		
4507.0	2	0	2	25	2	2	17	20	2		4	8	1	2	82			7			25329		
4507.0	3	0	2	5	3	1			2		1	99			84			18			25330		
4507.0	4	5	1	72	6	2	20	23	2		4	6	1	2	64	1	1	18			25331		
4507.0	5	5	2	65	6	2	13	16	2		1	99			82			18			25332		
4508.0	1	0	1	61	1	2	25	29	2		4	2	1	2	64	1	1	4	7		25334		
4508.0	2	0	2	53	2	2	17	21	2		2	99			69	1	1	7			25335		
4508.0	3	0	1	23	3	1			2		4	6	1	2	64	1	1	4	8		25336		
4508.0	4	0	2	14	3	1			2		4	6	5	1	81			18			25337		
4509.1	1	0	1	63	1	2	20	23	2		4	5	1	2	64	1	1	4	8		25339		
4509.1	2	0	2	35	2	2	18	21	2		2	99			82			7			25340		
4509.1	3	10																			25341		
4509.1	4	10																			25342		
4509.1	5	10																			25343		
4509.1	6	0	2	14	3	1			2		4	6	5	1	81			18			25344		
4509.1	7	0	2	11	3	1			2		4	2	5	1	81			18			25345		
4509.1	8	0	2	9	3	1			2		4	2	5	1	81			18			25346		
4509.2	1	10																			10771		
4509.2	2	10																			10772		
4509.2	3	0	1	25	1	1			2		4	6	1	2	64	1	1	4	13		10773		
4509.2	4	0	1	21	7	2	18	21	2		2	99			64	1	1	18			10774		
4509.2	5	11																			10775		
4509.2	6	10																			10776		
4509.2	7	10																			10777		
4509.2	8	10																			10778		
4509.2	9	2	2	19	11	2	16	19	2		4	8	1	2	82			18			10779		
4509.2	10	1	2	0	8	1			2		1	99			84			18			10780		
4509.2	11	5	1	12	14	1			2		4	4	5	1	21	1	1	3			10781		
4510.0	1	0	1	33	1	2	25	27	2		2	99			64	1	1	7	4		25348		
4510.0	2	0	2	25	2	2	17	19	2		4	7	8	2	82			18			25349		
4510.0	3	6	2	6	3	1			2		2	66	1	1	81			18			25350		
4510.0	4	0	2	4	3	1			2		1	99			84			18			25351		
4510.0	5	1	1	1	3	1			2		1	99			84			18			25352		
4511.0	1	0	2	58	1	2	15	17	2		4	5	1	2	82			18			10783		
4511.0	2	0	1	25	3	2	22	99	2		4	9	1	2	61	1	1	4	12		10784		
4511.0	3	2	2	20	4	2	18	99	2		4	8	8	2	82			18			10785		
4512.0	1	0	1	28	1	2	22	24	2		4	4	1	2	50	1	1	2			10787		
4512.0	2	0	2	21	2	2	15	17	2		4	10	5	2	82			18			10788		
4512.0	3	0	2	73	6	2	20	23	2		1	99			85			18			10789		
4513.0	1	0	1	35	1	2	19	30	2		2	99			1	1	1	1	6		10791		
4513.0	2	0	2	29	2	2	13	24	2		4	5	1	2	69	1	1	7			10792		
4513.0	3	0	2	5	3	1			2		1	66	6	1	81			18			10793		
4514.0	1	12																			10796		
4514.0	2	0	2	45	6	2	16	17	2		2	99			82			18			10797		
4514.0	3	0	1	19	1	1			2		4	2	1	2	1	1	1	1	4		10798		
4514.0	4	0	2	8	7	1			2		4	1	6	1	81			18			10799		
4515.0	1	0	1	43	1	2	20	21	2		1	99			37	1	2	8			10801		
4515.0	2	7																			10802		
4515.0	3	0	1	21	3	2	19	20	2		1	99			7	1	2	2			10803		
4515.0	4	0	2	15	3	1			2		4	7	1	1	81			18			10804		
4515.0	5	2	2	20	2	2	20	99	2		2	2	5	2	82			7			10805		
4516.0	1	0	1	43	1	2	24	25	2		4	9	1	2	50	1	1	12	8		10807		
4516.0	2	0	2	38	2	2	19	20	2		4	6	1	2	82			7			10808		
4516.0	3	8																			10809		
4516.0	4	1	1	3	3	1			2		1	99			84			18			10810		
4518.0	1	0	1	50	1	2	24	25	2		2	99			64	1	1	4	16		10813		
4518.0	2	0	2	41	2	2	15	16	2		4	9	1	2	82			18			10814		
4518.0	3	0	2	19	3	1			2		4	10	9	1	81			18			10816		
4518.0	4	0	1	8	3	1			2		4	2	5	1	81			18			10817		
4518.0	5	5	1	40	7	3	28	99	2		4	4	1	2	64	1	1	18			10819		
4519.0	1	0	1	43	1	2	28	30	2		2	99			1	1	1	1			10821		
4519.0	2	0	2	31	2	2	16	18	2		2	2	1	2	82			7			10823		
4519.0	3	0	2	13	3	1			2		4	5	5	1	81			18			10824		
4520.0	1	0	1	38	1	2	26	28	2		4	4	1	2	37	1	3	8			10827		
4520.0	2	0	2	29	2	2	17	19	2		4	5	5	2	82			18			10828		
4520.0	3	0	2	10	3	1			2		4	2	5	1	81			18			10829		
4520.0	4	1	2	2	3	1			2		1	99			84			18			10830		
4521.0	1	0	1	33	1	2	27	28	2		1	99			1	1	1	1			24694		
4521.0	2	0	2	23	2	2	17	18	2		4	6	8	2	82			18			24695		
4521.0	3	0	2	5	3	1			2		2	66	1	1	81			18			24696		
4521.0	4	0	1	79	6	3	23	24	2		1	99			83			18			24697		
4521.0	5	1	1	2	3	1			2		1	99			84			18			24698		
4522.0	1	0	1	48	1	2	20	25	2		1	99			1	1	1	1			24700		
4522.0	2	0	2	43	2	2	15	20	2		2	99			69	1	1	7			24701		
4522.0	3	0	1	17	3	1			2		4	10	1	1	81			18			24702		
4522.0	4	0	2	4	5	1			2		1	99			84			18			24703		
4523.0	1	0	1	43	1	2	22	25	2		2	99			64	1	1	4			24705		
4523.0	2	0	2	38	2	2	17	20	2		1	99			82			18			24706		
4523.0	3	0	1	18	3	1			2		4	10	1	1	81			3			24707		
4523.0	4	0	2	6	3	1			2		3	66	1	1	81			18			24708		
4524.0	1	0	1	39	1	2	21	23	2		4	5	1	2	64	1	1	4	1		24710		
4524.0	2	0	2	33	2	2	15	17	2		4	5	2	2	51	1	1	12			24711		
4524.0	3	0	1	16	3	1			2		4	22	5	1	81			18			24712		
4524.0	4	0	1	13	3	1			2		4	6	8	1	81			18			24713		
4525.0	1	0	1	37	1	2	26	28	2		2	99			65	1	1	4			24715		
4525.0	2	0	2	29	2	2	18	20	2		4	8	8	2	82			7			24716		
4525.0	3	0	1	9	3	1			2		4	2	5	1	81			18			24717		
4525.0	4	0	2	4	3	1			2		1	99			84			18			24718		
4525.0	5	0	2	58	6	2	17	19	2		1	99			82			18			24719		
4525.0	6	5	1	9	14	1			2		4	3	1	1	81			18			24720		
4526.0	1	0	1	48	1	2	25	27	2		4	12	1	2	51	1	1	12			24722		
4526.0	2	0	2	39	2	2	16	18	2		4	9	1	2	82			7			24723		
4526.0	3	0	2	16	3	1			2		4	22	1	1	81			18			24724		
4527.0	1	0	2	48	2	2	13	18	2		4	8	1	2	82			7			24726		
4527.0	2	0	1	17	3	1			2		4	10	5	1	81			18			24727		
4527.0	3	0	2	27	4	2	24	25	2		4	14	9	1	81			18			24728		
4527.0	4	12																			24729		
4527.0	5	5	1	61	1	2	19	24	2		4	10	1	2	38	1	3	8	16		24730		
4528.0	1	0	1	44	1	2	20	21	2		1	99			65	1	1	4	15		24732		
4528.0	2	11																			24733		
4528.0	3	11																			24734		
4528.0	4	11																			24735		
4530.0	1	0	1	41	1	2	23	25	2		2	99			1	1	1	1	4		24737		
4530.0	2	0	2	33	2	2	15	17	2		2	1	1	2	82			7			24738		
4530.0	3	0	2	16	3	1			2		4	22	5	1	81			18			24739		
4530.0	4	0	2	10	3	1			2		4	4	5	1	81			18			24740		
4530.0	5	1	2	2	3	1			2		1	99			84			18			24741		
4531.0	1	0	1	61	1	2	22	24	2		1	99			72	2	4	8	15		24743		
4531.0	2	0	2	39	2	2	26	28	2		1	99			82			7			24744		
4531.0	3	8																			24745		
4531.0	4	0	1	13	3	1			2		4	4	5	1	81			18			24746		
4531.0	5	0	2	11	3	1			2		4	2	1	1	81			18			24747		
4531.0	6	0	2	8	3	1			2		4	0	1	1	81			18			24748		
4533.0	1	0	1	70	1	2	22	24	2		2	0	1	2	65	1	1	4	16		24750		
4533.0	2	0	2	65	2	2	17	19	2		2	99			82			18			24751		
4533.0	3	5	2	20	4	2	18	19	2		4	9	1	2	82			18			24752		
4533.0	4	1	1	1	5	1			2		1	99			84			18			24753		
4534.0	1	0	1	58	1	2	25	27	2		2	99			1	1	1	1	4		24755		
4534.0	2	0	2	51	2	2	18	20	2		2	99			82			2			24756		
4534.0	3	0	1	31	3	2	26	29	2		1	99			1	1	1	1			24757		
4534.0	4	0	2	26	4	2	21	24	2		4	5	1	2	82			18			24758		
4534.0	5	0	1	28	3	2	27	99	2		4	5	1	2	36	1	2	8	12		24759		
4534.0	6	8																			24760		
4534.0	7	0	2	14	3	1			2		4	8	4	1	81			18			24761		
4534.0	8	2	2	18	4	2	17	99	2		4	6	5	2	82			18			24762		
4535.0	1	0	1	40	1	2	19	21	2		1	99			1	1	1	1	7		24764		
4535.0	2	0	2	33	2	2	12	14	2		2	99			82			18			24765		
4535.0	3	0	1	13	3	1			2		4	5	5	2	70	1	1	18			24766		
4535.0	4	0	1	7	3	1			2		4	1	5	1	81			18			24767		
4536.0	1	0	1	58	1	2	22	24	2		2	99			1	1	1	1			24769		
4536.0	2	0	2	50	2	2	14	16	2		2	99			82			18			24770		
4536.0	3	12																			24771		
4537.0	1	0	1	63	1	2	21	25	2		4	9	1	2	68	1	1	15	5		24773		
4537.0	2	0	2	58	2	2	16	20	2		4	7	1	2	82			18			24774		
4537.0	3	0	1	28	3	1			2		4	16	1	2	19	1	2	8			24775		
4538.0	1	0	1	73	1	2	23	26	2		4	5	1	2	11	1	1	2	1		24777		
4538.0	2	0	2	65	2	2	15	18	2		1	99			82			18			24778		
4538.0	3	5	1	28	3	1			2		2	99			9	2	4	2			24779		
4538.0	4	5	2	21	4	1			2		4	4	5	2	82			18			24780		
4539.0	1	0	1	63	1	3	22	24	2		4	12	1	2	64	1	1	4			24782		
4539.0	2	7																			24783		
4539.0	3	0	1	29	3	2	27	99	2		4	15	1	2	13	2	3	3			24784		
4539.0	4	2	2	25	4	2	23	99	2		4	14	8	1	13	2	3	3			24785		
4540.0	1	0	1	48	1	2	25	27	2		4	4	1	2	1	1	1	1	2		24787		
4540.0	2	0	2	43	2	2	20	22	2		4	4	1	2	82			18			24788		
4540.0	3	0	1	21	3	1			2		4	5	1	2	2	1	1	2	1		24789		
4540.0	4	0	1	18	3	1			2		4	22	1	1	81			18			24790		
4540.0	5	0	1	13	3	1			2		4	2	5	1	81			18			24791		
4540.0	6	0	2	10	3	1			2		4	3	1	1	81			18			24792		
4541.0	1	0	1	41	1	2	23	26	2		1	99			1	1	1	1	8		17353		
4541.0	2	0	2	38	2	2	20	23	2		1	99			70	1	1	18			17354		
4541.0	3	0	2	13	3	1			2		4	5	5	1	81			18			17355		
4542.0	1	0	1	59	1	2	23	25	2		2	99			1	1	1	1	7		17357		
4542.0	2	0	2	55	2	2	19	21	2		1	99			82			18			17358		
4543.0	1	0	1	31	1	2	22	24	2		4	6	1	2	1	1	1	1	8		17360		
4543.0	2	0	2	26	2	2	17	19	2		4	6	5	2	70	1	1	18			17361		
4543.0	3	0	1	7	3	1			2		4	66	1	1	81			18			17362		
4544.0	1	0	1	68	1	2	20	22	2		2	99			64	1	1	4			17364		
4544.0	2	0	2	63	2	2	15	17	2		1	99			82			18			17365		
4544.0	3	5	1	17	5	1			2		4	8	1	1	81			18			17366		
4544.0	4	5	2	11	5	1			2		4	3	5	1	81			18			17367		
4545.0	1	0	1	38	1	2	23	25	2		4	9	1	2	51	1	1	4	12		17369		
4545.0	2	0	2	28	2	2	13	15	2		4	9	8	2	70	1	1	7			17370		
4545.0	3	6	1	13	3	1			2		4	5	5	1	81			18			17371		
4545.0	4	0	2	3	3	1			2		1	99			84			18			17372		
4546.1	1	0	1	25	1	2	22	24	2		4	4	1	2	1	1	1	1			17374		
4546.1	2	0	2	21	2	2	18	20	2		4	7	8	2	82			18			17375		
4546.1	3	10																			17376		
4546.1	4	10																			17377		
4546.1	5	1	1	1	3	1			2		1	99			84			18			17378		
4546.2	1	10																			17380		
4546.2	2	10																			17381		
4546.2	3	0	1	15	3	1			2		4	8	8	1	81			18			17382		
4546.2	4	0	2	53	1	2	16	18	2		2	1	1	2	82			15			17383		
4547.0	1	0	1	40	1	2	21	24	2		4	4	1	2	64	1	1	4	1		17385		
4547.0	2	0	2	33	2	2	14	17	2		4	5	1	2	69	1	1	7			17386		
4547.0	3	0	2	16	3	1			2		4	22	8	1	81			18			17387		
4547.0	4	0	1	7	3	1			2		2	66	1	1	81			18			17388		
4548.0	1	0	2	65	6	3	16	18	2		1	99			83			18			17393		
4548.0	2	12																			17394		
4548.0	3	5	1	44	1	2	23	24	2		4	6	1	2	1	1	1	1	4		17395		
4548.0	4	5	2	36	2	2	15	16	2		4	3	1	2	82			18			17396		
4548.0	5	5	1	20	3	1			1	2	4	10	1	1	81			18			17397		
4548.0	6	5	1	16	3	1			1	2	4	7	8	1	81			18			17390		
4548.0	7	5	1	6	3	1			1	2	2	66	1	1	81			18			17391		
4549.0	1	0	1	51	1	2	18	19	2		1	99			1	1	1	1			17398		
4549.0	2	0	2	47	2	2	14	15	2		2	99			82			7			17399		
4549.0	3	0	1	28	3	2	27	99	2		4	5	1	2	24	2	3	8			17400		
4549.0	4	2	2	17	3	2	16	99	2		4	10	8	2	82			18			17401		
4550.0	1	0	1	33	1	2	20	32	2		1	99			11	1	3	2	1		17403		
4550.0	2	0	2	31	2	2	18	30	2		2	0	1	2	82			18			17404		
4550.0	3	1	2	1	3	1			2		1	99			84			18			17405		
4551.0	1	0	1	38	1	2	24	27	2		2	99			11	1	3	2	12		17407		
4551.0	2	0	2	33	2	2	19	22	2		4	5	1	2	70	1	1	7			17408		
4551.0	3	0	2	11	3	1			2		4	3	5	1	81			18			17409		
4551.0	4	0	2	6	3	1			2		1	66	1	1	81			18			17410		
4551.0	5	0	2	4	3	1			2		1	99			84			18			17411		
4552.0	1	0	2	71	1	3	16	18	2		2	0	1	2	82			15			17413		
4553.0	1	0	1	66	1	2	27	29	2		1	99			1	1	1	1	7		17415		
4553.0	2	0	2	53	2	2	14	16	2		1	99			69	1	1	7			17416		
4554.0	1	0	1	62	1	2	22	24	2		2	0	1	2	50	1	1	11			17418		
4554.0	2	0	2	43	2	2	10	18	2		2	2	1	2	82			18			17419		
4555.0	1	0	1	30	1	2	25	27	2		4	9	1	2	51	1	1	12	7		17421		
4555.0	2	0	2	28	2	2	23	25	2		4	12	9	2	69	1	1	7			17422		
4555.0	3	0	2	3	3	1			2		1	99			84			18			17423		
4556.0	1	0	1	65	1	2	18	21	1	2	4	8	2	2	70	1	1	7			17425		
4556.0	2	0	2	60	2	2	13	16	2		2	2	2	2	82			18			17426		
4556.0	3	0	1	43	3	2	23	28	2		4	4	2	2	64	1	1	4	8		17427		
4556.0	4	0	2	35	4	2	15	20	2		4	5	2	2	82			18			17428		
4556.0	5	0	1	15	5	1			2		4	6	5	1	81			18			17429		
4556.0	6	0	2	10	5	1			2		4	3	1	1	81			18			17430		
4557.0	1	0	1	73	1	2	24	32	2		2	99			51	1	1	8			17432		
4557.0	2	0	2	64	2	2	15	23	2		2	1	1	2	82			18			17433		
4558.0	1	0	1	57	1	2	27	30	2		4	5	1	2	41	1	3	8	7		17435		
4558.0	2	0	2	48	2	2	18	21	2		2	0	1	2	82			7			17436		
4558.0	3	0	2	7	5	1			2		3	66	1	1	81			18			17437		
4559.0	1	0	1	60	1	2	22	25	2		2	99			1	1	1	1	4		17439		
4559.0	2	0	2	52	2	2	14	17	2		1	99			82			18			17440		
4560.0	1	11																			17442		
4560.0	2	0	2	38	1	2	12	19	2		4	5	1	2	24	1	1	16	7		17443		
4560.0	3	1	2	2	3	1			2		1	99			84			18			17444		
4561.0	1	0	1	55	1	2	23	24	2		1	99			1	1	1	1	15		21691		
4561.0	2	0	2	48	2	2	16	17	2		1	99			11	1	1	2			21692		
4561.0	3	11																			21693		
4562.0	1	0	2	64	1	3	14	18	2		1	99			82			4			21695		
4563.0	1	0	1	53	1	2	25	27	2		4	1	1	2	1	1	1	1	4		21697		
4563.0	2	0	2	48	2	2	20	22	2		2	99			82			7			21698		
4563.0	3	11																			21699		
4563.0	4	11																			21700		
4563.0	5	0	1	13	3	1			2		4	7	8	1	81			18			21701		
4563.0	6	5	1	3	5	1			2		1	99			84			18			21702		
4564.0	1	0	1	40	1	2	28	31	2		4	16	2	2	13	1	1	3	4		21704		
4564.0	2	0	2	33	2	2	21	24	2		4	14	8	2	82			7			21705		
4564.0	3	0	1	9	3	1			2		4	3	1	1	81			18			21706		
4564.0	4	1	2	2	3	1			2		1	99			84			18			21707		
4565.0	1	0	1	45	1	2	23	25	2		1	99			1	1	1	1			21709		
4565.0	2	0	2	32	2	2	16	22	2		2	99			82			18			21710		
4566.0	1	0	1	62	1	2	25	26	2		2	99			64	1	1	4			21714		
4566.0	2	0	2	53	2	2	16	17	2		4	3	1	2	82			18			21715		
4566.0	3	0	1	25	3	1			2		4	12	1	1	81			18			21716		
4567.0	1	7																			21718		
4567.0	2	0	2	53	1	3	16	20	2		1	99			11	1	1	8	7		21719		
4568.0	1	0	1	53	1	2	26	27	2		1	99			64	1	1	4	7		21721		
4568.0	2	0	2	46	2	2	19	20	2		1	99			82			7			21722		
4568.0	3	0	1	25	3	2	22	24	2		4	9	1	2	52	1	1	12			21723		
4568.0	4	0	2	22	4	2	19	21	2		4	10	8	2	82			18			21724		
4568.0	5	1	1	1	5	1			2		1	99			84			18			21725		
4569.0	1	0	1	63	1	2	24	25	2		1	99			64	1	1	4	7		21727		
4569.0	2	0	2	53	2	2	14	15	2		1	99			82			18			21728		
4570.0	1	0	1	63	1	2	24	25	2		1	99			64	1	1	4	7		21731		
4570.0	2	0	2	45	2	2	20	23	2		2	2	1	2	82			18			21732		
4570.0	3	11																			21733		
4570.0	4	0	1	17	3	1			2		4	9	1	1	81			18			21734		
4570.0	5	0	2	14	3	1			2		4	7	1	1	81			18			21735		
4571.0	1	0	1	36	1	2	20	23	2		4	5	1	2	51	1	1	12	7		21737		
4571.0	2	0	2	32	2	2	16	19	2		4	8	8	2	82			7			21738		
4571.0	3	0	2	13	3	1			2		4	6	8	1	81			18			21739		
4571.0	4	0	1	6	3	1			2		2	66	1	1	81			18			21740		
4572.0	1	0	1	25	1	1			2		4	5	1	2	7	1	2	8			21742		
4572.0	2	0	1	20	7	1			2		2	1	1	2	7	1	2	8			21743		
4572.0	3	0	2	48	6	3	12	14	2		1	99			70	1	1	18			21744		
4573.0	1	0	1	48	1	2	26	30	2		4	6	1	2	22	1	2	8	1		21746		
4573.0	2	0	2	40	2	2	18	22	2		4	5	1	2	82			18			21747		
4573.0	3	8																			21749		
4573.0	4	0	1	15	3	1			2		4	7	1	1	81			18			21750		
4573.0	5	0	1	13	3	1			2		4	7	5	1	81			18			21751		
4573.0	6	0	2	5	3	1			2		1	99			84			18			21752		
4574.0	1	0	1	34	1	2	25	29	2		4	2	1	2	1	1	1	1			21754		
4574.0	2	0	2	29	2	2	20	24	2		4	9	8	2	82			18			21756		
4574.0	3	0	1	5	3	1			2		1	66	1	1	81			18			21757		
4575.0	1	0	1	50	1	2	20	23	2		2	99			1	1	1	1	4		21759		
4575.0	2	0	2	47	2	2	17	20	2		1	99			82			18			21760		
4575.0	3	0	2	13	3	1			2		4	6	5	1	81			18			21761		
4575.0	4	0	2	9	3	1			2		4	2	5	1	81			18			21762		
4575.0	5	0	1	6	3	1			2		4	1	1	1	81			18			21763		
4576.0	1	0	2	27	1	2	16	17	2		4	12	8	2	82			16			21765		
4576.0	2	6	1	10	3	1			2		4	2	1	1	81			18			21766		
4576.0	3	1	2	0	3	1			2		1	99			84			18			21767		
4576.0	4	5	1	80	10	2	25	27	2		1	99			83			18			21768		
4576.0	5	5	2	70	10	2	15	17	2		1	99			82			18			21769		
4577.0	1	0	1	53	1	2	22	27	2		1	99			64	1	1	4	7		21771		
4577.0	2	0	2	48	2	2	17	22	2		2	99			82			18			21772		
4577.0	3	0	1	18	3	1			2		4	33	1	1	81			18			21774		
4577.0	4	2	2	26	2	2	22	23	2		4	9	8	2	69	1	1	18			21775		
4577.0	5	1	1	2	3	1			2		1	99			84			18			21776		
4578.0	1	0	1	43	1	2	17	19	2		2	99			1	1	1	4	1		21778		
4578.0	2	0	2	38	2	2	12	14	2		2	99			69	1	1	18			21779		
4578.0	3	0	1	10	3	1			2		4	2	1	1	81			18			21780		
4578.0	4	0	2	70	6	3	12	14	2		1	99			82			18			21781		
4579.0	1	0	1	68	1	2	28	30	2		4	5	1	2	51	1	2	12	4		21783		
4579.0	2	0	2	61	2	2	21	23	2		2	99			69	1	1	7			21784		
4579.0	3	0	1	28	3	1			2		4	6	1	2	7	1	1	2			21785		
4580.0	1	0	1	35	1	2	20	23	2		4	5	1	2	22	1	2	8			21787		
4580.0	2	0	2	33	2	2	18	21	2		2	99			69	1	1	18			21788		
4580.0	3	0	1	12	3	1			2		4	2	1	1	81			18			21789		
4580.0	4	0	1	7	3	1			2		4	1	1	1	81			18			21790		
4581.0	1	0	1	33	1	2	25	28	2		1	99			64	1	2	4	12		22042		
4581.0	2	0	2	28	2	2	23	26	2		4	8	5	2	82			18			22043		
4581.0	3	0	2	5	3	1			2		1	99			84			18			22044		
4582.0	1	0	1	31	1	2	20	21	2		4	5	1	2	64	1	1	4	7		22046		
4582.0	2	0	2	28	2	2	18	19	2		4	7	8	2	82			7			22047		
4582.0	3	0	1	7	3	1			2		2	0	1	1	81			18			22048		
4583.0	1	0	1	35	1	2	21	25	2		4	6	1	2	64	1	1	4	1		22050		
4583.0	2	0	2	28	2	2	14	18	2		4	6	1	2	82			18			22051		
4583.0	3	0	2	10	3	1			2		4	4	5	1	81			18			22052		
4583.0	4	1	2	1	3	1			2		1	99			84			18			22053		
4584.0	1	0	1	63	1	2	21	24	2		4	4	1	2	64	1	1	4	7		22055		
4584.0	2	0	2	55	2	2	13	16	2		2	0	1	2	69	1	1	7			22056		
4584.0	3	0	1	30	3	2	26	28	2		4	9	1	2	64	1	1	18			22057		
4584.0	4	0	2	20	4	2	16	18	2		4	10	8	2	82			18			22058		
4584.0	5	1	1	2	5	1			2		1	99			84			18			22059		
4585.0	1	0	1	41	1	2	29	32	2		4	4	1	2	64	1	1	4	7		22061		
4585.0	2	0	2	31	2	2	19	22	2		4	6	1	2	82			18			22062		
4585.0	3	0	2	9	3	1			2		4	1	5	1	81			18			22063		
4585.0	4	0	2	3	3	1			2		1	99			84			18			22064		
4586.0	1	0	2	64	1	3	16	18	2		1	99			82			15			22066		
4586.0	2	12																			22067		
4587.0	1	0	1	45	1	2	16	22	2		4	5	1	2	64	1	1	4	12		22069		
4587.0	2	0	2	29	2	2	21	24	2		4	5	1	2	69	1	1	7			22070		
4587.0	3	0	2	5	3	1			2		2	66	1	1	81			18			22071		
4588.0	1	0	1	42	1	2	27	28	2		1	99			64	1	1	4	12		22073		
4588.0	2	0	2	33	2	2	18	19	2		4	6	1	2	69	1	1	7			22074		
4588.0	3	0	1	14	3	1			2		4	7	5	1	81			18			22075		
4588.0	4	0	2	11	3	1			2		2	1	1	1	81			18			22076		
4589.0	1	0	1	44	1	2	26	28	2		4	3	1	2	64	1	1	4	12		22078		
4589.0	2	0	2	34	2	2	16	18	2		1	99			69	1	1	18			22079		
4589.0	3	0	2	16	3	1			2		4	9	1	1	81			18			22080		
4589.0	4	0	1	13	3	1			2		4	6	1	1	81			18			22081		
4589.0	5	0	2	11	3	1			2		4	3	5	1	81			18			22082		
4590.0	1	0	1	48	1	2	30	31	2		4	10	1	2	39	1	2	8			22084		
4590.0	2	0	2	38	2	2	20	21	2		4	10	1	2	69	1	1	18			22085		
4590.0	3	0	2	17	3	1			2		4	10	8	1	81			18			22086		
4590.0	4	0	2	3	3	1			2		1	99			84			18			22087		
4591.0	1	0	1	29	1	2	20	23	2		4	7	1	2	1	1	1	1	4		22089		
4591.0	2	0	2	24	2	2	15	18	2		4	4	1	2	82			18			22090		
4591.0	3	0	2	6	3	1			2		2	66	1	1	81			18			22091		
4592.0	1	0	1	72	1	2	27	29	2		4	14	1	2	64	1	1	4			22093		
4592.0	2	0	2	61	2	2	16	18	2		1	99			82			18			22094		
4592.0	3	8																			22095		
4593.0	1	0	1	38	1	2	34	36	2		4	16	1	2	16	1	2	3			22097		
4593.0	2	0	2	25	2	2	18	20	2		4	12	1	1	82			18			22098		
