a01	mid	mem_stat	b1_01	b1_02	b1_03	b1_04	b1_04a	b1_04b	b1_05	b1_06	b1_07	b1_08	b1_08a	b1_09	b1_10	b1_11	b1_12	b1_13a	b1_13b	date	order	flag_m_a	FTF_vill
1300.0	4	5	1	23	3	2	22	99	2		4	8	5	2	37	1	1	7			29626		
1300.0	5	2	2	18	4	2	17	99	2		4	5	5	2	82			7			29627		
1301.1	1	0	1	53	1	2	25	26	2		2	99			22	1	1	8			7062		
1301.1	2	0	2	48	2	2	20	21	2		2	99			1	1	1	1	7		7063		
1301.1	3	10																			7064		
1301.1	4	10																			7065		
1301.1	5	10																			7066		
1301.1	6	10																			7067		
1301.1	7	10																			7068		
1301.2	1	10																			7070		
1301.2	2	10																			7071		
1301.2	3	0	1	26	1	2	21	22	2		2	2	5	2	22	1	2	8	1		7072		
1301.2	4	0	2	21	2	2	16	17	2		4	6	8	2	82			18			7073		
1301.2	5	0	1	4	3	1			2		1	99			84			18			7074		
1301.2	6	10																			7075		
1301.2	7	10																			7076		
1301.3	1	10																			7078		
1301.3	2	10																			7079		
1301.3	3	10																			7080		
1301.3	4	10																			7081		
1301.3	5	10																			7082		
1301.3	6	0	1	23	1	2	20	23	2		4	6	1	2	22	1	2	8			7083		
1301.3	7	0	2	20	2	2	17	20	2		1	99			82			18			7084		
1301.3	8	1	1	0	3	1			2		1	99			84			18			7085		
1302.0	1	0	1	35	1	2	20	22	2		4	8	1	2	1	1	1	7	8		7087		
1302.0	2	0	2	28	2	2	13	15	2		4	8	5	2	82			7			7088		
1302.0	3	0	1	12	3	1			2		4	5	1	1	81			18			7089		
1302.0	4	0	2	4	3	1			2		1	99			84			18			7090		
1302.0	5	0	2	52	6	3	18	19	2		1	99			82			18			7091		
1303.1	1	0	1	38	1	2	25	27	2		4	10	1	2	28	1	3	7			7093		
1303.1	2	0	2	28	2	2	18	20	2		4	4	5	2	82			7			7094		
1303.1	3	0	2	8	3	1			2		4	2	5	1	81			18			7095		
1303.1	4	0	2	73	6	3	13	15	2		2	99			82			7			7096		
1303.1	5	10																			7097		
1303.1	6	10																			7098		
1303.1	7	1	2	3	3	1			2		1	99			84			18			7099		
1303.2	1	10																			7101		
1303.2	2	10																			7102		
1303.2	3	10																			7103		
1303.2	4	10																			7104		
1303.2	5	0	1	33	1	2	25	27	2		2	99			28	1	2	7	8		7105		
1303.2	6	0	2	23	2	2	18	20	2		4	5	1	2	82			7			7106		
1303.2	7	1	1	3	3	1			2		1	99			84			18			7107		
1304.0	1	0	1	38	1	2	23	25	2		4	10	1	2	64	1	2	4	17		7109		
1304.0	2	0	2	30	2	2	15	17	2		4	5	1	2	82			7			7110		
1304.0	3	0	2	13	3	1			2		4	7	5	1	81			7			7111		
1304.0	4	0	1	11	3	1			2		4	6	8	1	81			18			7112		
1304.0	5	12																			7113		
1305.0	1	0	1	62	1	2	23	24	2		4	8	1	2	64	1	1	7	4		7115		
1305.0	2	0	2	51	2	2	12	13	2		2	99			82			7			7116		
1305.0	3	0	1	38	3	2	18	21	2		4	7	1	2	28	2	3	8			7117		
1305.0	4	0	2	31	4	2	12	15	2		2	99			82			7			7118		
1305.0	5	0	2	17	5	1			2		4	9	5	1	81			18			7119		
1305.0	6	0	1	15	5	1			2		4	5	5	1	81			18			7120		
1305.0	7	0	2	28	4	2	19	21	2		4	7	1	2	82			7			7121		
1305.0	8	0	1	7	5	1			2		4	66	1	1	81			18			7122		
1306.0	1	0	1	36	1	2	25	26	2		4	12	1	2	64	1	1	4	7		7124		
1306.0	2	0	2	28	2	2	17	18	2		4	9	8	2	24	1	1	8	7		7125		
1306.0	3	0	1	9	3	1			2		4	3	1	1	81			18			7126		
1307.1	1	7																			7128		
1307.1	2	10																			7129		
1307.1	3	0	1	43	1	2	29	31	2		4	10	1	2	64	1	1	4	7		7130		
1307.1	4	0	2	33	2	2	19	24	2		4	5	1	2	82			7			7131		
1307.1	5	0	2	13	3	1			2		4	6	5	1	81			7			7132		
1307.1	6	0	1	6	3	1			2		4	66	1	1	81			18			7133		
1307.1	7	10																			7134		
1307.1	8	10																			7135		
1307.1	9	10																			7136		
1307.1	10	10																			7137		
1307.1	11	10																			7138		
1307.2	1	7																			7141		
1307.2	2	10																			7142		
1307.2	3	10																			7143		
1307.2	4	10																			7144		
1307.2	5	10																			7145		
1307.2	6	10																			7146		
1307.2	7	0	1	38	1	2	26	27	2		4	12	1	2	64	1	1	7	4		7147		
1307.2	8	0	2	31	2	2	19	20	2		4	8	1	2	82			7			7148		
1307.2	9	0	2	11	3	1			2		4	5	5	1	81			18			7149		
1307.2	10	10																			7150		
1307.2	11	10																			7151		
1307.3	1	7																			7152		
1307.3	2	0	2	58	6	3	13	16	2		2	99			82			7			7153		
1307.3	3	10																			7154		
1307.3	4	10																			7155		
1307.3	5	10																			7156		
1307.3	6	10																			7157		
1307.3	7	10																			7158		
1307.3	8	10																			7159		
1307.3	9	10																			7160		
1307.3	10	0	1	34	1	2	26	28	2		4	10	1	2	64	1	1	7	4		7161		
1307.3	11	0	2	20	2	2	13	15	2		4	5	1	2	82			7			7162		
1307.3	12	1	1	2	3	1			2		1	99			84			18			7163		
1308.0	1	0	1	53	1	2	22	25	2		4	5	1	2	50	1	2	12	7		7165		
1308.0	2	0	2	48	2	2	17	20	2		1	99			82			7			7166		
1308.0	3	0	1	28	3	1			2		1	99			85			18			7167		
1308.0	4	5	2	22	3	2	20	21	2		1	99			82			18			7168		
1308.0	5	1	1	1	5	1			2		1	99			84			18			7169		
1309.1	1	0	1	63	1	2	27	30	2		2	0	1	2	70	1	1	7	2		7171		
1309.1	2	0	2	48	2	2	12	15	2		2	99			1	1	1	1			7172		
1309.1	3	10																			7173		
1309.1	4	10																			7174		
1309.1	5	10																			7175		
1309.1	6	0	1	25	3	4	20	99	2		4	5	1	2	1	1	1	1			7176		
1309.2	1	10																			7178		
1309.2	2	10																			7179		
1309.2	3	0	1	33	1	2	20	22	2		2	99			22	1	1	7	8		7180		
1309.2	4	0	2	23	2	2	13	15	2		1	99			82			7			7181		
1309.2	5	0	2	4	3	1			2		1	99			84			18			7182		
1309.2	6	10																			7183		
1309.2	7	10																			7184		
1310.0	1	0	1	53	1	2	19	20	2		1	99			1	1	1	1	7		7186		
1310.0	2	0	2	48	2	2	14	15	2		1	99			1	1	1	1	7		7187		
1310.0	3	0	1	33	3	2	27	30	2		4	5	5	2	23	2	2	8			7188		
1310.0	4	0	2	25	4	2	19	22	2		2	3	1	2	82			18			7189		
1310.0	5	0	2	3	5	1			2		1	99			84			18			7190		
1311.0	1	0	1	58	1	2	23	25	2		2	99			1	1	1	7	4		7192		
1311.0	2	0	2	45	2	2	13	15	2		1	99			82			7			7193		
1311.0	3	4	1	31	3	2	22	99	2		2	99			23	1	3	7	4		7194		
1311.0	4	4	2	27	4	2	18	99	2		2	99			82			7			7195		
1312.0	1	0	1	52	1	2	20	22	2		2	99			1	1	1	7			7197		
1312.0	2	0	2	45	2	2	13	15	2		2	99			1	1	1	7			7198		
1312.0	3	0	2	73	6	3	13	16	2		1	99			82			7			7199		
1313.0	1	0	1	52	1	2	19	21	2		2	99			64	1	1	4	7		7201		
1313.0	2	0	2	44	2	2	12	14	2		2	2	1	2	82			7			7202		
1313.0	3	12																			7203		
1313.0	4	12																			7204		
1313.0	5	12																			7205		
1314.0	1	0	1	39	1	2	21	22	2		4	99			22	1	2	8	1		7207		
1314.0	2	0	2	33	2	2	15	16	2		2	99			1	1	1	1			7208		
1314.0	3	0	1	15	3	1			2		4	6	1	1	81			18			7209		
1314.0	4	0	2	10	3	1			2		4	4	5	1	81			18			7210		
1315.0	1	0	1	38	1	2	18	20	2		2	99			1	1	1	1			7212		
1315.0	2	0	2	33	2	2	13	15	2		2	99			1	1	1	1			7213		
1315.0	3	0	1	12	3	1			2		4	5	1	1	81			18			7214		
1315.0	4	0	1	8	3	1			2		4	2	5	1	81			18			7215		
1316.0	1	0	1	33	1	2	18	20	2		4	5	1	2	28	2	3	8			7217		
1316.0	2	0	2	29	2	2	18	20	2		2	1	1	2	82			7			7218		
1316.0	3	0	2	9	3	1			2		4	2	5	1	81			18			7219		
1316.0	4	0	1	7	3	1			2		1	66	1	1	81			18			7220		
1316.0	5	5	1	8	11	1			2		4	2	1	1	81			18			7221		
1317.0	1	0	1	34	1	2	20	22	2		1	99			1	1	1	1			7223		
1317.0	2	0	2	28	2	2	14	16	2		4	3	1	2	1	1	1	1			7224		
1317.0	3	0	1	10	3	1			2		4	3	5	1	81			18			7225		
1317.0	4	0	1	6	3	1			2		4	0	1	1	81			18			7226		
1318.0	1	11																			7228		
1318.0	2	0	2	23	4	2	16	18	2		4	8	1	2	82			7	8		7229		
1318.0	3	0	2	3	5	1			2		1	99			84			18			7230		
1318.0	4	0	2	51	1	3	14	16	2		2	99			82			7			7231		
1319.0	1	0	1	33	1	2	20	31	2		2	99			1	1	1	1	7		7233		
1319.0	2	0	2	29	2	2	16	27	2		4	7	8	2	82			7			7234		
1319.0	3	0	2	58	6	3	14	15	2		1	99			82			7			7235		
1319.0	4	1	2	2	3	1			2		1	99			84			18			7236		
1320.0	1	0	1	33	1	2	20	25	2		4	5	1	2	11	1	2	17	7		7238		
1320.0	2	0	2	28	2	2	15	20	2		4	5	1	2	82			7			7240		
1320.0	3	0	1	8	3	1			2		4	2	5	1	81			18			7241		
1320.0	4	0	2	6	3	1			2		4	1	1	1	81			18			7242		
1321.0	1	0	1	45	1	2	24	27	2		2	99			22	1	2	17	1		15553		
1321.0	2	0	2	39	2	2	18	21	2		2	99			82			7			15554		
1321.0	3	0	1	16	3	1			2		2	99			37	2	5	2			15555		
1321.0	4	0	1	13	3	1			2		4	3	1	1	81			18			15556		
1322.0	1	0	1	35	1	2	22	23	2		4	5	1	2	37	1	1	8			15559		
1322.0	2	0	2	27	2	2	14	15	2		4	5	8	2	82			18			15560		
1322.0	3	0	1	12	3	1			2		4	5	5	1	81			18			15561		
1322.0	4	0	2	10	3	1			2		4	2	1	1	81			18			15562		
1322.0	5	1	2	0	3	1			2		1	99			84			18			15563		
1323.0	1	0	1	31	1	2	18	24	2		4	8	1	2	64	1	1	4	15		15565		
1323.0	2	0	2	27	2	2	14	19	2		4	5	1	2	82			7			15566		
1323.0	3	11																			15567		
1325.0	1	0	2	48	1	2	15	24	2		2	99			11	1	1	2	7		29757		
1325.0	2	0	2	14	3	1			2		4	6	5	2	82			7			29758		
1325.0	3	0	2	7	3	1			2		4	0	1	1	81			18			29759		
1325.0	4	3	2	18	3	2	14	18	2		4	6	5	2	2	1	2	2			29760		
1325.0	5	1	1	0	5	1			2		1	99			84			18			29761		
1326.0	1	0	1	43	1	2	24	26	2		4	12	6	2	51	1	1	8			15569		
1326.0	2	0	2	36	2	2	17	19	2		4	10	1	2	70	1	1	7			15570		
1326.0	3	0	2	16	3	1			2		4	9	1	1	81			18			15571		
1327.0	1	0	1	48	1	2	23	27	2		1	99			30	1	1	2	9		15573		
1327.0	2	0	2	41	2	2	16	20	2		4	2	1	2	82			7			15574		
1327.0	3	0	2	21	3	1			2		4	12	1	1	81			18			15575		
1327.0	4	6	2	18	3	1			2		4	12	8	1	81			18			15576		
1327.0	5	0	2	15	3	1			2		4	9	5	1	81			18			15577		
1327.0	6	0	1	10	3	1			2		4	4	5	1	81			18			15578		
1328.0	1	0	1	48	1	2	20	26	2		1	99			1	1	1	1	7		15580		
1328.0	2	0	2	41	2	2	13	19	2		2	2	1	2	1	1	1	1	7		15581		
1328.0	3	0	1	21	3	1			2		4	4	1	2	1	1	1	1			15582		
1328.0	4	0	2	10	3	1			2		4	3	1	1	81			18			15583		
1328.0	5	5	2	75	10	3	14	16	2		1	99			85			18			15584		
1329.0	1	0	1	33	1	2	23	24	2		4	9	1	2	64	1	2	4	12		15586		
1329.0	2	0	2	28	2	2	18	19	2		4	6	5	2	82			7			15587		
1329.0	3	0	1	9	3	1			2		4	3	5	1	81			18			15588		
1329.0	4	1	1	1	3	1			2		1	99			84			18			15589		
1330.0	1	0	2	33	1	2	16	18	2		2	99			72	1	1	8	15		15591		
1330.0	2	0	2	15	3	1			1	2	4	7	5	1	81			18			15592		
1330.0	3	0	1	6	3	1			1	2	4	66	1	1	81			18			15594		
1331.0	1	0	1	43	1	2	23	24	2		2	2	1	2	22	1	2	17			15596		
1331.0	2	7																			15597		
1331.0	3	0	2	14	3	1			2		4	5	5	1	81			18			15598		
1331.0	4	0	1	7	3	1			2		4	66	1	1	81			18			15600		
1331.0	5	0	2	63	10	3	18	21	2		1	99			21	2	2	3			15601		
1331.0	6	2	2	25	2	2	24	25	2		1	99			82			7			15602		
1331.0	7	5	2	16	3	1			2		4	7	5	2	82			18			15604		
1332.0	1	0	2	43	1	3	14	15	2		2	99			15	1	1	3			15606		
1332.0	2	0	1	17	3	2	16	99	2		2	1	5	2	36	1	1	8			15607		
1332.0	3	0	1	5	3	1			2		1	99			84			18			15608		
1332.0	4	0	2	48	7	3	13	16	2		1	99			15	1	1	8			15609		
1332.0	5	5	1	6	3	1			2		3	66	1	1	81			18			15610		
1332.0	6	2	2	14	4	2	13	99	2		4	5	1	2	82			18			15611		
1333.0	1	0	1	31	1	2	24	26	2		2	99			1	1	1	1	7		15613		
1333.0	2	0	2	28	2	2	21	23	2		4	5	1	2	82			7			15614		
1333.0	3	0	2	5	3	1			2		2	0	1	1	81			18			15615		
1333.0	4	0	1	4	3	1			2		1	99			84			18			15616		
1333.0	5	1	1	0	3	1			2		1	99			84			18			15617		
1334.0	1	0	1	73	1	2	29	35	2		2	99			65	1	1	9	7		15619		
1334.0	2	0	2	58	2	2	14	20	2		1	99			82			18			15620		
1334.0	3	0	1	19	5	1			2		4	9	5	1	81			18			15621		
1334.0	4	12																			15622		
1334.0	5	0	2	12	5	1			2		4	4	5	1	81			18			15623		
1334.0	6	12																			15624		
1335.0	1	0	1	48	1	2	22	25	2		4	2	6	2	11	1	1	8	7		15626		
1335.0	2	0	2	39	2	2	13	16	2		4	2	6	2	82			7			15627		
1335.0	3	0	1	23	3	1			2		4	5	5	2	36	1	1	8			15628		
1335.0	4	0	2	18	3	1			2		4	9	8	1	81			18			15629		
1335.0	5	0	2	58	10	3	15	19	2		1	99			82			18			15630		
1336.0	1	0	1	48	1	2	29	34	2		4	10	1	2	65	1	2	9			15632		
1336.0	2	0	2	43	2	2	24	29	2		4	15	1	2	82			7			15633		
1336.0	3	0	1	13	3	1			2		4	7	5	1	81			18			15634		
1336.0	4	0	2	10	3	1			2		4	4	5	1	81			18			15635		
1336.0	5	0	1	6	3	1			2		4	1	3	1	81			18			15636		
1337.0	1	0	2	28	1	2	18	20	2		2	2	1	2	82			7	15		15638		
1337.0	2	6	1	7	3	1			2		4	1	5	1	81			18			15639		
1337.0	3	0	2	6	3	1			2		2	0	1	1	81			18			15640		
1338.0	1	9																			15642		
1338.0	2	0	2	42	1	2	21	26	2		2	99			11	1	2	2	7		15643		
1338.0	3	8																			15644		
1338.0	4	0	2	8	3	1			2		4	1	5	1	81			18			15645		
1338.0	5	0	1	6	3	1			2		4	66	1	1	81			18			15647		
1339.0	1	0	1	47	1	2	18	23	2		2	99			72	1	1	4	7		15649		
1339.0	2	0	2	43	2	2	14	19	2		2	99			82			7			15650		
1339.0	3	0	2	13	3	1			2		4	6	8	1	81			18			15651		
1340.0	1	0	1	32	1	2	21	25	2		4	9	5	2	51	1	1	4	12		15653		
1340.0	2	0	2	27	2	2	16	20	2		4	8	1	2	69	1	1	7			15654		
1340.0	3	0	1	6	3	1			2		4	66	1	1	81			18			15655		
1340.0	4	0	1	72	6	2	22	23	2		4	12	1	2	44	1	1	18			15656		
1340.0	5	5	2	50	6	2	18	20	2		2	99			70	1	1	7			15657		
1341.0	1	0	2	42	1	2	22	25	2		2	99			82			7			1241	1	1
1341.0	2	0	1	50	2	2	30	33	2		1	99			64	1	1	4			1242	1	1
1341.0	3	0	1	17	3	1			2		4	10	5	1	81			18			1243	1	1
1341.0	4	0	1	15	3	1			2		2	99			64	1	1	1	4		1244	1	1
1341.0	5	0	1	8	3	1			2		4	66	5	1	81			18			1245	1	1
1341.0	6	1	1	2	3	1			2		1	99			84			18			1246	1	1
1342.0	1	0	1	70	1	2	22	26	2		1	99			65	1	1	4	7		1247	1	1
1342.0	2	0	2	58	2	2	16	20	2		2	99			82			7			1248	1	1
1342.0	3	0	1	23	3	1			2		4	5	1	2	7	1	1	2			1249	1	1
1342.0	4	8																			1250	1	1
1343.0	1	0	1	48	1	2	27	30	2		2	99			64	1	1	4			1251	1	1
1343.0	2	0	2	43	2	2	22	25	2		2	99			70	1	1	7			1252	1	1
1343.0	3	0	1	18	3	1			2		4	5	1	2	64	1	1	4			1253	1	1
1343.0	4	0	1	15	3	1			2		4	8	1	1	81			18			1254	1	1
1343.0	5	0	2	14	3	1			2		4	8	8	1	81			18			1255	1	1
1343.0	6	0	1	10	3	1			2		4	2	5	1	81			18			1256	1	1
1344.0	1	0	2	38	1	2	21	24	2		4	6	1	2	82			16			1257	1	1
1344.0	2	6	1	7	3	1			2		4	66	1	1	81			18			1258	1	1
1344.0	3	5	1	14	3	1			2		4	8	1	1	81			18			1259	1	1
1344.0	4	1	1	0	3	1			2		1	99			84			18			1260	1	1
1345.0	1	0	2	58	1	3	15	18	2		2	99			82			18			1261	1	1
1345.0	2	0	2	11	3	1			2		4	4	1	1	81			18			1262	1	1
1345.0	3	0	2	93	10	3	16	32	2		1	99			85			18			1263	1	1
1346.0	1	0	1	33	1	2	22	24	2		4	2	2	2	51	1	2	4	12		1264	1	1
1346.0	2	0	2	28	2	2	17	19	2		4	5	2	2	69	1	1	7			1265	1	1
1346.0	3	0	1	9	3	1			2		4	2	1	1	81			18			1266	1	1
1346.0	4	1	1	2	3	1			2		1	99			84			18			1267	1	1
1347.0	1	0	1	44	1	2	24	26	2		1	99			65	1	1	9			1268	1	1
1347.0	2	0	2	39	2	2	19	21	2		1	99			82			7			1269	1	1
1347.0	3	0	1	18	3	1			2		4	6	1	2	1	1	1	1			1270	1	1
1347.0	4	8																			1271	1	1
1347.0	5	0	1	10	3	1			2		4	3	1	1	81			18			1272	1	1
1348.0	1	0	1	58	1	2	24	25	2		1	99			65	1	1	4	16		1273	1	1
1348.0	2	0	2	51	2	2	17	18	2		1	99			69	1	1	7			1274	1	1
1348.0	3	12																			1275	1	1
1348.0	4	12																			1276	1	1
1348.0	5	12																			1277	1	1
1348.0	6	11																			1278	1	1
1348.0	7	0	1	21	3	1			2		2	99			51	1	1	12			1279	1	1
1348.0	8	0	1	19	3	1			2		2	99			1	1	1	1	12		1280	1	1
1349.0	1	0	2	43	6	2	18	20	2		4	9	1	2	82			15			1281	1	1
1349.0	2	0	1	23	1	2	19	20	2		4	7	1	2	7	2	3	8			1282	1	1
1349.0	3	0	1	18	7	1			2		4	5	1	2	10	2	3	2			1283	1	1
1349.0	4	2	2	18	2	2	14	15	2		4	7	1	2	82			18			1284	1	1
1349.0	5	1	1	3	3	1			2		1	99			84			18			1285	1	1
1350.0	1	0	2	36	2	2	16	17	2		2	99			69	1	1	7			1286	1	1
1350.0	2	11																			1287	1	1
1350.0	3	0	1	13	3	1			2		4	4	1	1	81			18			1288	1	1
1350.0	4	0	1	6	3	1			2		1	99			84			18			1289	1	1
1350.0	5	5	1	40	1	2	20	21	2		1	99			65	1	1	9	1		1290	1	1
1351.0	1	0	2	26	1	2	19	20	2		4	10	5	2	14	1	2	3	15		1291	1	1
1351.0	2	0	1	3	3	1			2		1	99			84			18			1292	1	1
1351.0	3	0	2	11	8	1			2		4	2	1	1	81			18			1293	1	1
1351.0	4	5	2	40	10	2	15	16	2		1	99			82			18			1294	1	1
1352.0	1	0	1	33	1	2	21	22	2		2	99			36	1	1	8			1295	1	1
1352.0	2	0	2	24	2	2	20	22	2		2	99			82			8			1296	1	1
1352.0	3	0	2	6	3	1			2		2	0	1	1	81			18			1297	1	1
1352.0	4	0	2	88	6	3	17	19	2		1	99			70	1	1	7			1298	1	1
1352.0	5	1	1	2	3	1			2		1	99			84			18			1299	1	1
1352.0	6	1	2	0	3	1			2		1	99			84			18			1300	1	1
1352.0	7	3	2	19	12	4	14	16	2		1	99			82			18			1301	1	1
1353.0	1	11																			1302	1	1
1353.0	2	0	2	25	1	2	16	17	2		4	8	8	2	69	1	1	7			1303	1	1
1353.0	3	0	2	8	3	1			2		4	2	1	1	81			18			1304	1	1
1353.0	4	0	2	3	3	1			2		1	99			84			18			1305	1	1
1354.0	1	0	2	43	1	2	14	20	2		1	99			82			4			1306	1	1
1354.0	2	0	1	15	3	1			2		4	5	1	1	81			18			1307	1	1
1354.0	3	0	2	12	3	1			2		4	4	1	1	81			18			1308	1	1
1354.0	4	0	2	10	3	1			2		4	2	1	1	81			18			1309	1	1
1355.0	1	0	2	63	1	3	25	28	2		2	99			69	1	1	7			1310	1	1
1355.0	2	5	2	28	3	2	15	16	2		4	8	1	2	82			18			1311	1	1
1355.0	3	5	1	9	5	1			2		4	2	1	1	81			18			1312	1	1
1356.0	1	0	1	28	1	2	25	27	2		4	5	1	2	51	2	2	12	3		1313	1	1
1356.0	2	0	2	23	2	2	20	22	2		4	5	1	2	69	1	1	7			1314	1	1
1356.0	3	1	2	1	3	1			2		1	99			84			18			1315	1	1
1357.0	1	0	2	33	1	2	15	16	2		1	99			70	1	1	7	16		1316	1	1
1357.0	2	0	1	17	3	1			2		1	99			70	1	1	7			1317	1	1
1357.0	3	0	2	14	3	1			2		4	7	1	1	81			18			1318	1	1
1357.0	4	0	2	11	3	1			2		4	4	1	1	81			18			1319	1	1
1357.0	5	0	2	8	3	1			2		4	66	1	1	81			18			1320	1	1
1358.0	1	0	2	43	1	2	20	23	2		2	2	1	2	82			16	7		1321	1	1
1358.0	2	0	1	14	3	1			2		4	3	1	1	81			18			1322	1	1
1358.0	3	0	1	8	3	1			2		4	1	1	1	81			18			1323	1	1
1358.0	4	0	1	73	10	2	20	21	2		1	99			83			18			1324	1	1
1358.0	5	0	2	63	10	2	18	19	2		1	99			83			18			1325	1	1
1359.0	1	0	1	38	1	2	27	28	2		4	9	1	2	50	1	4	12			1326	1	1
1359.0	2	0	2	28	2	2	17	18	2		4	6	5	2	69	1	1	7			1327	1	1
1359.0	3	0	2	10	3	1			2		4	4	1	1	81			18			1328	1	1
1360.1	1	0	1	73	1	2	35	38	2		4	8	1	2	64	1	1	4			1329	1	1
1360.1	2	0	2	53	2	2	15	18	2		1	99			82			18			1330	1	1
1360.1	3	10																			1331	1	1
1360.1	4	10																			1332	1	1
1360.1	5	0	1	23	3	1			2		4	9	1	2	50	2	2	12			1333	1	1
1360.2	1	10																			1334	1	1
1360.2	2	10																			1335	1	1
1360.2	3	0	1	28	1	2	25	26	2		2	99			32	1	1	8			1336	1	1
1360.2	4	0	2	25	2	2	22	23	2		4	5	1	2	82			18			1337	1	1
1360.2	5	10																			1338	1	1
1360.2	6	1	1	2	3	1			2		1	99			84			18			1339	1	1
1361.0	1	0	2	41	1	2	15	16	2		4	8	1	2	82			15			1340	1	1
1361.0	2	8																			1341	1	1
1362.0	1	0	1	48	1	2	20	21	2		1	99			22	2	3	8			1342	1	1
1362.0	2	0	2	41	2	2	13	14	2		2	99			82			7			1343	1	1
1362.0	3	0	2	23	4	2	19	21	2		4	8	1	2	82			18			1344	1	1
1362.0	4	1	2	2	5	1			2		1	99			84			18			1345	1	1
1363.0	1	0	1	58	1	2	22	25	2		2	2	1	2	65	1	1	4	7		1346	1	1
1363.0	2	0	2	43	2	2	15	18	2		2	99			70	1	1	7			1347	1	1
1363.0	3	0	1	18	3	1			2		4	10	1	2	7	1	1	2			1348	1	1
1363.0	4	0	1	16	3	1			2		4	7	1	1	81			18			1349	1	1
1363.0	5	0	1	8	3	1			2		4	2	5	1	81			18			1350	1	1
1364.0	1	0	1	33	1	2	20	22	2		4	3	1	2	3	1	1	2			1351	1	1
1364.0	2	9																			1352	1	1
1364.0	3	0	1	10	3	1			2		1	1	1	1	81			18			1353	1	1
1364.0	4	0	2	5	3	1			2		1	99			84			18			1354	1	1
1365.0	1	0	1	45	1	2	25	30	2		1	99			50	1	1	12	4		1355	1	1
1365.0	2	0	2	38	2	2	18	23	2		2	99			82			7			1356	1	1
1365.0	3	0	1	15	3	1			2		4	6	5	1	81			18			1357	1	1
1365.0	4	0	1	9	3	1			2		4	2	5	1	81			18			1358	1	1
1365.0	5	0	2	6	3	1			2		4	1	5	1	81			18			1359	1	1
1366.0	1	0	2	73	1	2	28	29	2		2	99			85			18			1360	1	1
1366.0	2	0	2	48	4	2	18	21	2		4	5	1	2	82			7	16		1361	1	1
1366.0	3	8																			1362	1	1
1366.0	4	8																			1363	1	1
1366.0	5	0	2	16	5	1			2		4	9	1	1	81			18			1364	1	1
1366.0	6	0	1	12	5	1			2		4	5	5	1	81			18			1365	1	1
1367.1	1	0	2	53	1	3	14	20	2		2	99			85			9	15		1366	1	1
1367.1	2	10																			1367	1	1
1367.1	3	10																			1368	1	1
1367.1	4	10																			1369	1	1
1367.1	5	10																			1370	1	1
1367.1	6	11																			1371	1	1
1367.1	7	0	2	14	5	1			2		4	7	8	1	81			18			1372	1	1
1367.1	8	0	1	13	5	1			2		4	6	1	1	81			18			1373	1	1
1367.1	9	0	1	29	3	2	26	28	2		4	10	1	2	12	2	4	3			1374	1	1
1367.1	10	0	2	21	4	2	18	20	2		4	10	8	2	82			18			1375	1	1
1367.1	11	11																			1376	1	1
1367.1	12	0	2	21	4	2	18	99	2		4	9	8	2	82			18			1377	1	1
1367.1	13	1	2	0	5	1			2		1	99			84			18			1378	1	1
1367.2	1	10																			1379	1	1
1367.2	2	11																			1380	1	1
1367.2	3	0	2	30	1	2	16	17	2		4	9	1	2	82			16	9		1381	1	1
1367.2	4	0	1	13	3	1			2		4	6	1	1	81			18			1382	1	1
1367.2	5	0	1	7	3	1			2		2	1	1	1	81			18			1383	1	1
1367.2	6	10																			1384	1	1
1367.2	7	10																			1385	1	1
1367.2	8	10																			1386	1	1
1367.2	9	10																			1387	1	1
1367.2	10	10																			1388	1	1
1367.2	11	10																			1389	1	1
1367.2	12	10																			1390	1	1
1368.0	1	0	1	43	1	2	20	22	2		4	9	1	2	13	2	2	3			1391	1	1
1368.0	2	0	2	38	2	2	17	19	2		4	9	1	2	82			18			1392	1	1
1368.0	3	8																			1393	1	1
1368.0	4	0	1	18	3	1			2		4	10	1	1	81			18			1394	1	1
1368.0	5	0	2	7	3	1			2		4	2	5	1	81			18			1395	1	1
1369.0	1	0	1	73	1	2	30	42	2		2	99			1	1	1	1			1396	1	1
1369.0	2	0	2	53	2	2	12	22	2		2	99			82			18			1397	1	1
1369.0	3	0	1	31	3	2	23	30	2		4	9	1	2	24	2	4	8			1398	1	1
1369.0	4	0	2	25	4	2	17	24	2		4	7	1	2	82			18			1399	1	1
1369.0	5	0	1	8	5	1			2		4	1	1	1	81			18			1400	1	1
1369.0	6	1	2	1	5	1			2		1	99			84			18			1401	1	1
1370.0	1	0	1	68	1	2	20	21	2		2	99			70	1	1	7	9		1402	1	1
1370.0	2	0	2	53	2	2	17	18	2		2	99			82			7			1403	1	1
1370.0	3	11																			1404	1	1
1370.0	4	0	1	17	3	1			2		4	3	1	2	13	2	2	3			1405	1	1
1371.0	1	0	2	35	1	2	18	22	2		4	10	1	2	82			15			1406	1	1
1371.0	2	0	1	13	3	1			2		4	7	1	1	81			18			1407	1	1
1371.0	3	0	2	9	3	1			2		4	4	1	1	81			18			1408	1	1
1372.0	1	11																			1409	1	1
1372.0	2	0	2	28	1	2	16	20	2		4	7	5	2	13	2	3	3			1410	1	1
1372.0	3	0	1	8	3	1			2		4	0	1	1	81			18			1411	1	1
1372.0	4	0	2	5	3	1			2		1	0	1	1	81			18			1412	1	1
