a01	hh_type	plotid	g01	g02_1	g02	g20	g03	g04	g05	g06	g07	g08a	g08b	g08c	g09a	g09b	g09c	g10	g11	g12	g13a	g13b	g13c	g14	g15a	g15b	g15c	g16a	g16b	g16c	g17a	g17b	g17c	g18a	g18b	g18c	g19a	g19b	g19c	flag_g
1806	3	2	8	34	0	3																																		3
1806	3	3	2	10	6	2	400	1	5	7		1			1			200000	3	2001	72			9																4
1807	3	1	1	6	6	0	0	0	4	1		72			72			300000	4	2000	98			4																4
1808	3	1	1	1.5	4	5	0	0	4	1		1	72		72			240000	1	2013	1	72		4																4
1809	3	1	1	10	10	0	0	0	4	1		1			1			800000	3	1990	98			4																4
1809	3	2	2	37	37	0	300	1	4	7		1			1			450000	3	1990	98			9																4
1809	3	3	2	54	54	0	400	2	4	7		1			1			450000	3	1990	98			9																4
1809	3	4	2	45	45	0	500	1	4	7		1			1			400000	3	1990	98			9																4
1809	3	5	2	18	18	0	500	0	4	7		1			1			320000	3	1990	98			9																4
1809	3	6	2	45	45	0	500	0	4	7		1			1			600000	3	1990	98			9																4
1810	3	1	1	4	4	0	0	0	4	1		1	7	72	1	7	72	300000	3	2008	98			4																4
1810	3	2	2	36	36	0	400	0	4	8		1	7	72	1	7	72	700000	3	2008	98			9																4
1810	3	3	2	15	15	0	400	0	4	2		1	7	72	1	7	72	300000	3	2008	1			1	1	72		1	8		1			1	8		1	8		0
1810	3	4	2	15	15	0	400	0	4	2		1	7	72	1	7	72	300000	3	2008	1			1	1	72		1	8		1			1	8		1	8		0
1810	3	5	2	15	15	0	450	0	4	2		1	7	72	1	7	72	300000	3	2008	1			1	1	72		1	8		1			1	8		1	8		0
1810	3	6	2	15	15	0	450	0	4	2		1	7	72	1	7	72	300000	3	2008	1			1	1	72		1	8		1			1	8		1	8		0
1810	3	7	2	54	54	0	1000	2	4	8		1	7	72	1	7	72	1200000	3	2008	1			9																4
1810	3	8	2	36	36	0	500	2	4	2		1	7	72	1	7	72	1500000	3	2008	1			1	1	72		1	8		1			1	8		1	8		0
1810	3	9	2	34	34	0	500	2	4	2		1	7	72	1	7	72	1500000	3	2008	1			1	1	72		1	8		1			1	8		1	8		0
1810	3	10	2	4	4	0	500	0	4	6	3000	1	7	72	1	7	72	1000000	3	2008	98			6																4
1810	3	11	12	0	15	7	150	0	4	6	80	72			72			800000	6	2014	1			9																4
1811	3	1	1	8	8	0	0	0	5	1		3			3			700000	2	1991	98			4																4
1811	3	2	2	36	36	0	100	0	4	2		3			3			1500000	2	1991	1	3		1	3	72		3			3			98			3			0
1811	3	3	2	36	36	0	100	0	4	2		3			3			1500000	2	1991	1	3		1	3	72		3			3			98			3			0
1811	3	4	7	0	0.5	7	200	0	4	3	3000	72			72			100000	6	2002	98			6																1
1811	3	5	8	0	7	10	0	8	4	3	450	3			3			250000	2	1991	98			9																1
1812	3	1	1	9	9	0	0	0	4	1		1			1			360000	3	1989	1	72		4																4
1812	3	2	2	18	18	0	50	1	4	2		1			1			900000	3	1989	1			1	1			1			1			98			1			0
1812	3	3	2	9	9	0	50	1	4	2		1			1			450000	3	1989	1			1	1			1			1			98			1			0
1812	3	4	8	36	36	0	100	6	4	6	1000	72			1	72		750000	3	1989	1			2	1			1			1			1			1			4
1812	3	5	12	0	2	7	100	0	4	15		72			72			70000	6	2014	1	72		9																1
1813	3	1	1	6	6	0	0	0	4	1		1			1			300000	3	1991	98			4																4
1813	3	2	2	40	40	0	500	2	4	2		1			1			600000	3	1991	1	72		1	1	2	5	2			2			98			2			0
1813	3	3	2	26	0	2																																		3
1813	3	4	12	6	6	0	50	0	4	2		1			1			120000	3	1991	1	2		7																1
1813	3	5	2	15	15	0	50	0	4	8		1			1			600000	3	1991	72			9																4
1813	3	6	2	27	27	0	100	2	4	2		1			1			630000	3	1991	1	72		1	1	2	5	2			2			98			2			0
1813	3	7	2	20	0	2																																		3
1813	3	8	8	2	0	2																																		3
1814	3	1	1	12	12	0	0	0	4	1		1	2	3	1	2	3	750000	3	2001	98			4																4
1814	3	2	2	23	23	0	1000	0	4	2		1	2	3	1	2	3	1200000	3	2001	2			1	2	3	72	1	2	3	1	2	3	98			2	3		0
1814	3	3	2	18	18	0	500	0	4	2		1	2	3	1	2	3	900000	3	2001	2			1	2	3	72	1	2	3	1	2	3	98			2	3		0
1814	3	4	2	3	3	0	500	0	2	2		1	2	3	1	2	3	120000	3	2001	2			7																0
1814	3	5	2	18	0	1																																		3
1814	3	6	4	18	18	0	200	0	4	1		1	2	3	1	2	3	900000	3	2001	2			8																4
1814	3	7	4	9	9	0	0	10	4	1		1	2	3	1	2	3	450000	3	2001	2			8																4
1814	3	8	8	14	14	0	500	0	1	6	215	1	2	3	1	2	3	600000	3	2001	72			9																4
1815	3	1	1	10	10	0	0	0	4	1		1			1			500000	3	2009	1			4																4
1815	3	2	2	18	0	3																																		3
1815	3	3	2	36	0	3																																		3
1815	3	4	2	36	0	3																																		3
1815	3	5	2	36	0	3																																		3
1815	3	6	2	27	0	3																																		3
1815	3	7	2	36	0	3																																		3
1815	3	8	2	54	0	3																																		3
1815	3	9	8	7	7	0	0	5	1	1		1			1			140000	3	2009	1			2	1	7		1			1			1			1			4
1815	3	10	2	4	0	3																																		3
1815	3	11	2	0	72	7	1000	0	4	3	822	72			72			600000	6	2013	98			1	1			1			1			1			1			0
1815	3	12	2	0	54	7	1000	0	4	3	625	72			72			425000	6	2013	98			1	1			1			1			1			1			0
1815	3	13	2	0	54	7	1000	0	4	3	625	72			72			425000	6	2013	98			1	1			1			1			1			1			0
1815	3	14	2	0	18	7	1000	0	4	3	416	72			72			150000	6	2013	98			1	1			1			1			1			1			0
1815	3	15	12	0	27	7	10	5	4	3	250	72			72			180000	6	2013	98			7																1
1816	3	1	1	3	3	0	0	0	4	1		1			1			150000	3	1994	98			4																4
1817	3	1	1	9	2	2	0	0	4	1		1			1			160000	3	2010	98			4																4
1817	3	2	8	90	0	3																																		3
1818	3	1	1	3	3	0	0	0	5	1		1			1			200000	3	2002	98			4																4
1820	3	1	1	42	42	0	0	0	4	1		72			72			3000000	3	2001	1	2	72	4																4
1820	3	2	2	36	36	0	0	0	4	4		72			72			2000000	1	2003	2			1	2	72		1	2		1	2		98			98			0
1820	3	3	8	20	20	0	0	0	1	2		72			72			1000000	3	2001	98			1	2			1	2		98			98			1			1
1821	3	1	1	14	14	0	0	0	5	1		1			1			2800000	3	2012	98			4																4
1821	3	2	2	60	44	1	80	1	4	2		1			1			4000000	3	2012	1			1	1			1			1			98			1			0
1821	3	3	2	52	26	1	150	1	4	2		1			1			2000000	3	2012	1			1	1			1			1			98			1			0
1821	3	4	4	35	35	0	80	0	4	1		1			1			3200000	3	2012	98			7																4
1821	3	5	2	27	0	1																																		3
1821	3	6	8	7	7	0	0	0	4	2		1			1			520000	3	2012	98			1	1			1			1			98			1			1
1821	3	7	2	0	36	7	150	1	4	4		72			72			3000000	6	2013	1			1	1			1			1			98			1			0
1822	3	1	1	10	10	0	0	0	5	1		1			1			2000000	3	1998	98			4																4
1822	3	2	2	54	54	0	500	7	4	2		1			1			1620000	3	1998	1			1	1	72		1			1			1			1			0
1822	3	3	2	40	40	0	400	2	4	2		1			1			1400000	3	1998	1			1	1	72		1			1			1			1			0
1822	3	4	2	27	27	0	290	2	4	2		1			1			405000	3	1998	1			1	1	72		1			1			1			1			0
1822	3	5	2	58	58	0	100	0	4	2		1			1			1160000	3	1998	1			1	1	72		1			1			1			1			0
1822	3	6	2	36	36	0	500	0	4	4		72			72			1080000	6	2010	1			1	1	72		1			1			1			1			0
1822	3	7	2	54	0	3																																		3
1822	3	8	12	9	9	0	100	0	4	1		1			1			150000	3	1998	1			7																4
1822	3	9	8	6	6	0	100	5	4	2		1			1			180000	3	1998	1			1	1			1			1			98			1			1
1822	3	10	2	9	9	0	250	0	4	2		1			1			150000	3	1998	1			1	1			1			1			1			1			0
1823	3	1	1	8	8	0	0	0	5	1		1			1			200000	3	2007	98			4																4
1823	3	2	2	33	33	0	150	0	4	2		1			1			400000	3	2007	1			1	1			1	2		1			98			1			0
1823	3	3	2	11	11	0	100	0	4	2		1			1			150000	3	2007	1			1	1			1	2		1			98			1			0
1823	3	4	2	36	36	0	200	0	4	4		72			72			450000	6	2010	1			1	1			1	2		1			98			1			0
1823	3	5	2	27	27	0	150	0	4	4		72			72			380000	6	2010	1			1	1			1	2		1			98			1			0
1823	3	6	8	0	2	6	0	7	4	2		1			1			40000	3	2012	1			2	1			1	2		98			98			1			1
1824	3	1	1	5	5	0	0	0	5	1		72			72			75000	5	2003	1			4																4
1824	3	2	2	9	12	10	500	0	4	2		72			72			135000	5	2003	1			1	1			1			1			1			1			0
1824	3	3	2	36	54	10	200	2	4	4		72			72			1080000	6	2006	1			1	1			1			1			1			1			0
1824	3	4	2	36	18	10	200	2	4	4		72			72			270000	6	2006	1			1	1			1			1			1			1			0
1824	3	5	2	5	16	10	500	0	4	4		72			72			240000	6	2010	1			1	1			1			1			1			1			0
1824	3	6	8	5	5	0	10	5	4	1		72			72			75000	5	2003	72			9																4
1824	3	7	12	0	5	10	200	2	4	5		72			72			50000	6	2013	1			7																1
1825	3	1	1	2	2	0	0	0	5	1		72			72			20000	5	2005	98			4																4
1826	3	1	1	2	2	0	0	0	5	1		72			72			30000	5	2008	98			4																4
1827	3	1	1	5	5	0	0	0	5	1		1			1			50000	1	2005	98			4																4
1828	3	1	1	10	10	0	0	0	4	1		5			5			150000	3	1980	98			4																4
1828	3	2	2	45	45	0	200	0	5	4		72			72			450000	6	2003	1			1	1			1			1			98			1			0
1828	3	3	2	16	0	3																																		3
1828	3	4	2	6	0	3																																		3
1828	3	5	2	6	6	0	400	0	5	4		73			73			60000	6	2007	1			1	1			1			1			1			1			0
1828	3	6	9	16	16	0	10	5	1	12		5	72		5	72		160000	3	1980	98			7																1
1828	3	7	8	0	4	10	20	5	1	2		5			5			48000	3	1980	98			2	1			1			1			98			1			1
1828	3	8	2	0	15	7	300	0	5	4		72			72			225000	6	2013	1			1	1			1			1			98			1			0
1829	3	1	1	32	12	2	0	0	5	1		1	2		1	2		144000	2	1980	1	4	3	4																4
1829	3	2	2	36	0	1																																		3
1829	3	3	2	18	0	1																																		3
1829	3	4	2	24	24	0	250	0	5	2		3	73		3	73		240000	1	1990	1	4	72	1	1	4		1			1			98			1	3	4	0
1829	3	5	2	16	0	1																																		3
1829	3	6	2	11	11	0	20	0	5	2		3	73		3	73		121000	1	1990	1	4	72	1	1	4		1			1			98			1	3	4	0
1829	3	7	2	9	9	0	20	0	5	2		3	73		3	73		90000	1	1996	1	4	72	1	1	4		1			1			98			1	3	4	0
1829	3	8	2	8	8	0	20	0	5	2		3	73		3	73		80000	1	2000	1	4	72	1	1	4		1			1			98			1	3	4	0
1829	3	9	2	9	9	0	200	0	5	2		3	73		3	73		81000	1	2000	1	4	72	1	1	4		1			1			98			1	3	4	0
1829	3	10	2	35	0	1																																		3
1829	3	11	8	8	8	0	10	5	1	12		1	72		1	72		80000	1	1980	98			2	1			1			1			98			1			1
1830	3	1	1	13	6	2	0	0	5	1		1			1			120000	3	2004	98			4																4
1830	3	2	2	36	34	10	50	0	5	4		72			72			340000	6	2011	1			1	1			1			1			98			1			0
1830	3	3	8	12	12	0	10	5	1	12		1	72		1	72		120000	3	2004	1	72		2	1	72		1			1			98			1			1
1830	3	4	2	0	24	7	200	0	5	4		72			72			250000	6	2012	1			1	1			1			1			98			1			0
1830	3	5	12	0	2	7	100	0	5	15		72			72			20000	6	2014	1	72		9																1
1832	3	1	1	27	27	0	0	0	5	1		4	72		4	72		1500000	3	2004	98			4																4
1832	3	2	10	36	36	0	0	0	5	1		4	72		4	72		1500000	3	2004	98			8																4
1832	3	3	8	10	10	0	0	7	1	2		4	72		4	72		300000	3	2004	98			2	72			72			72			98			72			1
1833	3	1	1	10	6.5	10	0	0	5	1		1			1			350000	3	2009	98			4																4
1833	3	2	8	10	10	0	0	8	1	12		1	72		1	72		25000	3	2009	1	72		2	1	72		1	72		1	72		98			1			1
1834	3	1	1	10	10	0	0	0	5	1		1			1	72		400000	3	1996	98			4																4
1834	3	2	2	54	42	10	150	5	5	2		1			1	72		300000	3	1996	1	2		1	1	2		1	2		1	2		98			98			0
1834	3	3	2	5	5	0	20	1	5	2		1			1	72		75000	3	1996	1			1	1	2		1	2		1	2		2			2			0
1834	3	4	2	90	0	3																																		3
1834	3	5	8	6	6	0	0	8	1	2		1			1	72		80000	3	1996	98			1	1	2		1	2		1	2		98			98			1
1834	3	6	2	0	36	7	200	0	5	4		72			72			400000	6	2014	1			1	1			1	2		1	2		1			1			0
1835	3	1	1	25	25	0	0	0	5	1		1			1			350000	3	2004	1			4																4
1835	3	2	2	18	0	2																																		3
1835	3	3	2	36	72	10	1000	0	2	4		72			72			450000	6	2010	98			1	1			1			1			1			1			0
1835	3	4	2	27	27	0	800	0	2	4		72			72			220000	6	2010	98			7																0
1835	3	5	2	90	0	3																																		3
1835	3	6	2	36	0	3																																		3
1835	3	7	2	7	0	2																																		3
1835	3	8	2	3	0	2																																		3
1835	3	9	2	4	0	3																																		3
1835	3	10	8	11	11	0	0	0	2	2		1			1			120000	3	2004	98			2	1			1			1			98			1			1
1835	3	11	12	0	5	7	20	0	2	3	40	72			72			50000	6	2013	98			7																1
1836	3	1	1	2.5	2.5	0	0	0	5	1		1			1			40000	3	2002	98			4																4
1836	3	2	2	36	36	0	1000	2	2	8		1			1			280000	3	2002	98			9																4
1836	3	3	2	15	15	0	800	0	2	8		1			1			300000	3	2002	98			9																4
1836	3	4	2	78	78	0	1000	0	2	4		72			72			750000	6	2009	98			1	1			1			1			1			1			0
1836	3	5	2	18	18	0	500	0	2	4		72			72			120000	6	2011	98			1	1			1			1			1			1			0
1836	3	6	2	15	0	3																																		3
1836	3	7	2	2	2	0	500	0	2	1		1			1			20000	3	2002	98			7																4
1837	3	1	1	6	6	0	0	0	5	1		72			72			90000	4	2010	98			4																4
1837	3	2	2	42	0	3																																		3
1837	3	3	2	0	72	4	500	0	5	2		72			72			720000	6	2014	98			9																0
1837	3	4	2	0	36	4	500	0	5	2		72			72			360000	6	2014	98			9																0
1837	3	5	2	0	18	4	500	0	5	2		72			72			230000	6	2014	98			9																0
1838	3	1	1	17	12	10	0	0	4	1		1			1			240000	3	2001	1			4																4
1838	3	2	2	36	34	10	500	0	2	4		72			72			500000	6	2010	1			1	1			1			1			98			1			0
1838	3	3	12	3	3	0	500	0	2	15		72			72			45000	6	2010	1	72		1	1			1			1			1			1			1
1838	3	4	8	4	16	10	10	4	1	2		1			1			200000	3	2001	1			2	1			1			1			98			1			1
1838	3	5	2	0	20	5	20	0	2	2		1			1			300000	1	2013	1			1	1			1			1			98			1			0
1839	3	1	1	10	10	0	0	0	4	1		1			1			1500000	3	1988	1			4																4
1839	3	2	2	162	162	0	500	3	2	4		72			72			1530000	6	2010	1			1	1	3	5	1	3	5	1			1			1			0
1839	3	3	2	36	36	0	500	2	2	4		72			72			300000	6	2010	1			1	1	3	5	1	3	5	1			1			1			0
1839	3	4	2	32	0	3																																		3
1839	3	5	2	36	0	3																																		3
1839	3	6	2	72	0	3																																		3
1839	3	7	12	24	0	3																																		3
1839	3	8	2	16	0	3																																		3
1839	3	9	2	54	0	3																																		3
1839	3	10	2	36	0	3																																		3
1839	3	11	2	24	0	3																																		3
1839	3	12	2	72	0	3																																		3
1840	3	1	1	10	10	0	0	0	5	1		1			1			100000	3	1995	98			4																4
1840	3	2	2	9	9	0	50	0	2	2		6			6			90000	3	1995	1			1	1			1			1			1			1			0
1840	3	3	2	18	17	10	2000	0	2	4		72			72			200000	6	2010	1			1	1			1			1			1			1			0
1840	3	4	2	18	17	10	2000	0	2	4		72			72			200000	6	2010	1			1	1			1			1			1			1			0
1840	3	5	2	72	68	10	2000	0	2	4		72			72			800000	6	2010	1			1	1			1			1			1			1			0
1840	3	6	12	9	9	0	250	0	2	3	100	72			72			100000	6	2011	1	72		9																1
1840	3	7	2	0	50	7	1000	0	2	4		72			72			60000	6	2014	1	72		1	1			1			1			1			1			0
1841	3	1	1	1	1	0	0	0	4	1		3			72			50000	2	1995	98			4																4
1842	3	1	1	1.5	1.5	0	0	0	5	1		74			74			50000	7	1990	98			4																4
1842	3	2	2	33	0	3																																		3
1842	3	3	2	0	33	7	1000	3	4	5		72			72			300000	6	2013	98			1	1	3	5	1			1			1			1			0
1842	3	4	2	0	33	7	1000	3	4	5		72			72			300000	6	2013	98			1	1	3	5	1			1			1			1			0
1843.1	3	1	1	8	8	0	0	0	5	1		1			1			500000	1	2005	98			4																4
1843.1	3	2	2	80	80	0	2000	3	5	5		72			72			2600000	6	2014	98			1	1	72		1			1			1			1			0
1843.1	3	3	2	80	0	3																																		3
1843.1	3	4	2	33	0	3																																		3
1843.1	3	5	2	6	0	3																																		3
1843.1	3	6	9	4	4	0	0	6	5	1		1			1			100000	1	2005	98			7																4
1843.2	3	1	1	0	8	6	0	0	5	1		72			72			100000	2	2014	98			4																4
1843.2	3	2	2	80	0	3																																		3
1843.2	3	3	2	80	0	3																																		3
1843.2	3	4	2	33	0	3																																		3
1843.2	3	5	2	6	0	3																																		3
1843.2	3	6	9	4	0	2																																		3
1845	3	1	1	9	9	0	0	0	5	1		1			1			600000	3	1997	98			4																4
1845	3	2	2	63	63	0	800	3	5	2		1			1			800000	3	1997	98			1	72			1			1			1			1			0
1845	3	3	2	30	30	0	400	5	5	2		1	2		1	2		1000000	3	1997	98			1	72			1			1			1			1			0
1845	3	4	2	31	31	0	1000	3	5	8		1			1			300000	1	1997	98			9																4
1845	3	5	2	37	37	0	1000	6	5	8		1			1			150000	3	1997	98			9																4
1845	3	6	7	10	10	0	250	0	5	1		1			1			500000	3	1997	98			7																4
1845	3	7	9	10	10	0	250	6	1	1		1			1			300000	3	1997	98			7																4
1845	3	8	9	14	14	0	1000	8	1	1		1			1			50000	3	1997	98			7																4
1845	3	9	7	3	3	0	200	0	4	1		1			1			300000	3	1997	98			7																4
1846	3	1	1	10	10	0	0	0	4	1		1	72		72			500000	3	2006	98			4																4
1846	3	2	2	40	0	1																																		3
1846	3	3	2	50	0	1																																		3
1847	3	1	1	3	3	0	0	0	5	1		3			72			120000	3	2012	98			4																4
1847	3	2	2	50	50	0	1000	3	4	7		3			72			500000	3	2012	98			9																4
1847	3	3	2	50	50	0	1000	3	4	8		3			72			500000	3	2012	98			9																4
1848	3	1	1	3	3	0	0	0	5	1		3			3			210000	3	1995	98			4																4
1848	3	2	2	50	50	0	1000	4	5	4		72			72			2000000	6	2005	98			1	1	72		1			1			1			1			0
1848	3	3	2	33	0	3																																		3
1848	3	4	2	45	0	3																																		3
1848	3	5	2	33	0	3																																		3
1848	3	6	2	0	65	7	1000	4	5	4		72			72			650000	6	2009	98			1	1	72		1			1			1			1			0
1848	3	7	12	0	2	7	500	4	5	3	107	72			72			20000	6	2013	98			1	1			98			98			98			98			1
1849	3	1	1	4	6	6	0	0	2	1		72			72			300000	5	2000	98			4																4
1849	3	2	2	66	0	3																																		3
1850	3	1	1	8	8	0	0	0	5	1		1			1			90000	1	2008	98			4																4
1851	3	1	1	4	4	0	0	0	2	1		1			72			240000	3	2008	98			4																4
1852	3	1	1	5	5	0	0	0	2	1		1			1			500000	5	2001	98			4																4
1852	3	2	2	12	0	1																																		3
1852	3	3	2	7.5	7.5	0	500	3	3	2		1			1			150000	5	2004	98			1	1			1			1			1			1			0
1852	3	4	2	30	30	0	1000	4	3	4		72			72			450000	6	2010	98			1	1			1			1			1			1			0
1852	3	5	2	1	0	3																																		3
1852	3	6	2	0	33	7	500	4	3	5		72			72			660000	6	2010	98			1	1			1			1			1			1			0
1852	3	7	2	0	2	6	500	3	3	2		1			1			40000	5	2012	98			1	1			1			1			1			1			0
1853	3	1	1	2	2	0	0	0	2	1		6			6			100000	3	1955	98			4																4
1853	3	2	2	18	0	1																																		3
1853	3	3	2	33	0	3																																		3
1853	3	4	2	24	24	0	1000	2	4	4		72			72			360000	6	2010	98			1	1	72		1			1			1			1			0
1853	3	5	2	1	0	3																																		3
1853	3	6	1	0	9	5	0	0	2	1		1			1			414000	1	2013	98			7																4
1853	3	7	12	0	3	7	100	2	4	6	100	72			72			45000	6	2013	98			9																4
1854	3	1	1	1	5	6	0	0	4	1		1			72			100000	3	2008	98			4																4
1855	3	1	1	7	7	0	0	0	4	1		1			72			350000	3	1996	98			4																4
1855	3	2	2	35	35	0	1000	4	2	2		1			72			525000	3	2003	98			1	1	3	72	1			1			1			1	2	3	0
1855	3	3	2	99	99	0	2000	4	2	4		72			72			390000	6	2009	98			1	1	3	72	1			1			1			1	2	3	0
1855	3	4	2	33	33	0	3000	3	2	4		72			72			330000	6	2010	98			1	1	3	72	1			1			1			1	2	3	0
1855	3	5	2	2	0	3																																		3
1855	3	6	2	0	33	7	3000	5	2	4		72			72			330000	6	2012	98			1	1	3	72	1			1			1			1	2	3	0
1856	3	1	1	13	15	6	0	0	4	1		1			1			900000	3	1960	98			4																4
1856	3	2	2	66	66	0	550	2	4	4		72			72			660000	6	2006	98			1	6	72		6	1		6	1		6	1		6	1		0
1856	3	3	2	50	50	0	1000	2	4	4		72			72			750000	6	2007	98			1	6	72		6	1		6	1		6	1		6	1		0
1856	3	4	2	28	28	0	1000	3	4	4		72			72			420000	6	2008	98			1	6	72		6	1		6	1		6	1		6	1		0
1856	3	5	2	40	40	0	200	2	4	4		72			72			600000	6	2006	98			1	6	72		6	1		6	1		6	1		6	1		0
1856	3	6	2	50	0	3																																		3
1856	3	7	2	5	5	0	500	2	4	4		72			72			75000	6	2007	98			1	6	72		6	1		6	1		6	1		6	1		0
1856	3	8	2	0	45	7	1000	3	4	4		72			72			675000	6	2013	98			1	6	72		6	1		6	1		6	1		6	1		0
1856	3	9	12	0	10	7	1000	3	4	3	200	72			72			6750000	6	1992	98			9																1
1857	3	1	1	5	5	0	0	0	5	1		1			1			260000	3	1992	98			4																4
1857	3	2	2	18	18	0	1500	3	5	8		1			1			300000	3	1992	98			4																4
1857	3	3	2	60	0	3																																		3
1858	3	1	1	1	1	0	0	0	4	1		1			72			50000	3	2007	98			4																4
1858	3	2	2	50	0	3																																		3
1858	3	3	2	33	0	3																																		3
1858	3	4	2	33	0	3																																		3
1858	3	5	2	2	0	3																																		3
1858	3	6	2	80	0	3																																		3
1858	3	7	2	0	60	7	700	3	5	4		72			72			1200000	6	2014	98			1	1	72		1			1			1			1	2		0
1858	3	8	2	0	45	7	700	3	5	4		72			72			200000	6	2014	98			1	1	72		1			1			1			1	2		0
1858	3	9	2	0	73	7	700	3	5	4		72			72			1460000	6	2014	98			1	1	72		1			1			1			1	2		0
1858	3	10	2	0	25	7	400	3	5	4		72			72			2000000	6	2014	98			1	1	72		1			1			1			1	2		0
1858	3	11	2	0	10	7	200	4	5	6	500	72			72			500000	6	2014	98			9																4
1859	3	1	1	6	6	0	0	0	5	1		1			1			300000	1	1980	98			4																4
1859	3	2	2	33	33	0	600	3	4	2		1			1			200000	1	2000	98			1	1	72		1			1			1			1			0
1859	3	3	2	50	50	0	400	4	4	5		72			72			250000	6	2008	98			1	1	72		1			1			1			1			0
1859	3	4	2	33	33	0	700	4	4	5		72			72			400000	6	2008	98			1	1	72		1			1			1			1			0
1859	3	5	12	4	4	0	400	4	4	3	700	72			72			80000	6	2011	98			1	1			98			98			98			98			1
1859	3	6	2	0	33	7	1000	3	4	5		72			72			300000	6	2013	98			1	1	72		1			1			1			1			0
1859	3	7	2	0	25	7	100	4	4	5		72			72			250000	6	2013	98			1	1	72		1			1			1			1			0
1860	3	1	1	5	5	0	0	0	4	1		1	5		1	5		300000	3	2001	98			4																4
1861	3	1	1	16	16	0	0	0	5	1		1			1			1700000	3	1996	1			4																4
1861	3	2	2	56	0	3																																		3
1861	3	3	2	42	0	3																																		3
1861	3	4	2	56	0	3																																		3
1861	3	5	2	0	58	10	500	0	5	8		72			1			5800000	3	1996	72			9																4
1861	3	6	2	0	30	10	500	0	5	8		72			1			3000000	3	1996	72			9																4
