a01	hh_type	mid	b2_01	b2_02	b2_03	b2_04	b2_05	b2_06a	b2_06b	b2_07	b2_08	b2_08a	b2_08b	b2_08c	b2_08d	b2_09	b2_10	b2_11	b2_12a	b2_12b	b2_13	b2_14	flag_b2
3124	3	3	1		2010	66	1	0.25	4	1	1	1	0	1	1000	5	4	2	5		9999		
3125.1	3	2	1		2002	1	1	1.5	15	2	2								5		2009	10	
3125.1	3	3	1		2015	66	2	0	2	2	1	1	0	2		1	66	9					
3125.2	3	99																					
3126	3	5	1		2015	66	12	0.25	5	2	1	2	66	2		1	66	9					
3127	3	3	1		2007	66	2	2	30	1	1	2	70	2		1	7	2	5		9999		
3128	3	5	1		2003	1	1	0	2	2	2								5		2008	9	
3128	3	4	2	2																			
3128	3	6	1		2006	1	1	2	20	1	1	1	0	2		1	9	2	5		9999		
3129	3	5	1		2015	66	10	1	15	2	1	2	0	2		1	77	9					
3129	3	4	1		2008	1	7	1	15	1	1	2	0	2		1	7	2	1		9999		
3129	3	3	1		2006	1	2	0.5	5	1	1	2	150	1	500	1	8	2	1		9999		
3130.1	3	7	1		2015	66	12	0.2	6	2	1	2	50	2		1	66	9					
3130.1	3	6	1		2000	1	2	1.5	25	2	2								8		2008	21	
3130.2	3	5	1		2013	66	12	1	8	1	1	2	265	1	500	1	2	2	1		9999		
3130.2	3	4	1		2011	66	12	1	8	1	1	2	265	1	600	1	4	2	1		9999		
3131	3	99																					
3132	3	3	1		2007	1	2	0.75	15	1	1	2	170	1	400	1	8	2	5		9999		
3132	3	4	1		2009	1	2	0.75	15	1	1	2	170	1	400	1	6	2	5		9999		
3133	3	3	1		2010	1	2	2	30	1	1	2	60	1	100	1	6	2	1		9999		
3134	3	4	1		2011	1	1	0.5	10	1	1	1	0	1	500	5	5	2	5		9999		
3134	3	3	1		2008	1	2	2	25	1	1	2	180	2		8	8	2	5	8	9999		
3134	3	5	1		2013	1	1	0.5	10	1	1	1	0	2		1	3	2	1		9999		
3134	3	6	1		2014	66	1	0.5	10	1	1	1	0	2		1	1	2	1		9999		
3135	3	5	1		2015	1	1	0.25	5	1	1	1	0	1	200	1	1	9					
3135	3	4	1		2010	1	2	2	30	1	1	2	0	1	200	1	6	2	5		9999		
3135	3	7	1		2001	1	1	1	18	2	2								5		2007	9	
3135	3	2	1		1997	1	1	0.2	5	2	2								1		2003	9	
3135	3	3	1		2002	1	1	0.2	5	2	2								5		2007	9	
3136	3	3	1		2009	66	12	0.5	7	1	1	2	280	1	950	1	5	2	1		9999		
3137	3	3	1		2001	66	9	3	20	1	2								8	5	2014	10	
3138	3	3	1		2013	66	8	1	10	1	1	2	300	1	200	1	1	2	1		9999		
3139	3	6	1		2004	1	9	3	20	1	1	1	50	1	500	1	11	2	1		9999		
3140	3	5	1		2007	1	2	1	10	1	1	2	0	1	1000	8	8	2	8		9999		
3140	3	3	1		2001	1	9	3	20	1	1	1	0	2		1	13	2	8		9999		
3140	3	4	1		2002	1	9	3	20	2	2								1		2014	2	
3141	3	3	1		2013	66	2	5	50	1	1	2	1500	2		1	2	2	1		9999		
3141	3	4	1		2004	77	1	1	10	1	1	1	0	1	1600	1	12	2	1		9999		
3142	3	2	1		2013	66	7	4	30	1	1	2	900	1	800	1	2	2	1		9999		
3143	3	4	1		2014	66	1	1	10	1	1	1	0	1	250	1	1	2	1		9999		
3143	3	3	1		2013	66	1	1	10	1	1	1	0	1	250	1	1	1	5		9999		
3144	3	3	1		2000	1	1	4	30	1	1	1	0	1	600	1	14	1	2	8	9999		
3144	3	4	1		2002	66	1	4	30	1	1	1	0	1	600	1	13	1	1		9999		
3145	3	3	1		2002	66	1	4	30	1	1	1	0	2		1	13	2	5	8	9999		
3145	3	4	1		2006	66	1	2	15	1	1	2	0	1	1000	8	9	2	8	5	9999		
3145	3	5	1		2006	66	1	2	15	1	1	2	140	1	1000	1	9	2	1		9999		
3146	3	3	1		2002	1	9	3	20	1	1	1	120	1	500	1	13	2	1		9999		
3147	3	3	1		2005	66	2	2	20	1	1	2	100	2		1	10	2	5		9999		
3147	3	4	1		2008	66	2	2	20	1	1	2	120	1	500	1	7	2	5		9999		
3148	3	3	1		2013	66	12	1	10	1	1	2	250	1	1500	1	2	2	1		9999		
3148	3	2	1		2012	66	12	1	10	1	1	2	250	1	1500	1	3	2	1		9999		
3149	3	4	1		2009	66	2	6	60	1	1	2	150	1	500	1	6	2	5		9999		
3149	3	3	1		2006	66	2	4	30	1	1	2	180	1	1400	1	9	2	5		9999		
3150	3	3	1		2003	66	2	2	20	2	2								5		2012	9	
3150	3	5	2	2																			
3150	3	4	1		2003	66	2	2	20	2	2								5		2012	9	
3150	3	6	1		2004	66	2	2	20	2	2								1		2011	9	
3151	3	5	1		2002	66	2	1	10	2	2								1		2011	9	
3151	3	7	1		2003	66	2	3	20	1	1	2	1200	1	1600	1	12	2	1		9999		
3151	3	6	1		2004	66	1	3	20	1	1	1	50	2		1	11	2	1		9999		
3151	3	4	1		2006	66	1	1	10	1	1	1	130	1	1800	1	9	2	1		9999		
3152	3	4	1		2010	1	2	2	20	1	1	2	12	1	1000	1	6	1	5		9999		
3152	3	3	1		2006	1	2	3	30	1	1	2	150	1	1000	1	10	1	5		9999		
3153	3	2	1		2010	1	2	6	40	1	1	2	120	1	800	1	6	2	1		9999		
3153	3	3	1		2014	66	1	1	10	1	1	1	0	1	300	1	1	2	1		9999		
3154	3	5	2	9																			
3154	3	4	1		2014	66	12	1	10	1	1	2	150	1	1000	1	1	2	1		9999		
3154	3	3	1		2010	66	12	1	10	1	1	2	250	1	2000	1	5	2	1		9999		
3155	3	2	1		2007	66	2	2	20	1	1	2	250	1	900	1	8	2	5		9999		
3155	3	3	1		2010	66	1	1	10	1	1	1	0	1	700	5	5	2	5		9999		
3155	3	4	1		2014	66	12	1	10	1	1	1	0	1	100	1	1	2	1		9999		
3156	3	5	1		2011	66	1	1	15	1	1	1	0	1	750	1	4	2	1		9999		
3156	3	3	1		2004	66	1	6	30	1	1	2	0	1	600	1	11	2	1		9999		
3156	3	4	1		2008	66	2	6	30	1	1	2	150	1	750	1	7	2	5		9999		
3157	3	6	1		2007	66	1	3	20	1	1	1	70	1	500	1	8	2	5		9999		
3157	3	7	1		2003	1	2	1	10	2	2								5	8	2013	21	
3158	3	5	1		2007	66	2	2	20	1	1	2	200	1	1000	1	8	2	5		9999		
3158	3	4	1		2006	66	2	2	20	1	1	2	200	1	1200	1	9	2	1		9999		
3159	3	2	1		2014	66	12	3	30	1	1	2	250	1	2000	1	1	2	1		9999		
3160	3	5	1		2013	66	1	1	10	1	1	1	0	1	300	5	2	2	5		9999		
3160	3	4	1		2007	66	2	6	40	1	1	2	160	1	1000	1	8	2	5		9999		
3161	3	2	1		1998	1	7	2	20	2	2								1		2006	6	
3161	3	3	1		2006	66	2	1	10	1	2								1		2014	21	
3161	3	5	1		2006	66	2	1	10	1	2								1		2014	21	
3162	3	2	1		2010	66	2	4	30	1	1	2	500	2		1	5	2	1		9999		
3162	3	3	1		2012	66	1	0.25	3	1	1	1	0	1	500	1	3	2	1		9999		
3163	3	4	1		2010	66	1	1	15	1	1	1	0	1	500	5	5	1	5		9999		
3163	3	3	1		2008	66	2	3	30	1	1	2	400	1	1000	1	7	1	5		9999		
3164	3	4	1		2005	66	2	2	30	1	1	2	0	1	600	1	8	2	1		9999		
3164	3	6	1		2014	66	2	0.5	5	1	1	2	300	1	500	1	1	2	1		9999		
3164	3	5	1		2013	77	2	0.5	5	1	1	2	0	1	500	1	2	2	1		9999		
3165	3	2	1		2003	1	1	1	10	2	2								1		2012	22	
3165	3	4	1		2010	66	1	0.5	5	1	1	2	300	1	700	1	5	2	1		9999		
3165	3	3	1		2009	66	1	2	20	1	1	1	0	1	500	1	6	2	1		9999		
3166	3	99																					
3167	3	6	1		2003	1	2	3	45	2	2								8		2012	21	
3167	3	3	1		1997	66	2	1	10	2	2								1		2008	21	
3167	3	5	1		1998	66	2	2	20	2	2								5		2009	21	
3168	3	2	1		1998	1	1	0.5	5	2	2								1		2003	9	
3169	3	99																					
3170	3	3	1		2004	66	2	3	30	1	1	2	300	1	500	1	11	2	8		9999		
3170	3	4	1		2005	66	2	3	30	2	2								1		2013	9	
3172	3	2	1		2005	66	1	1.5	15	1	1	2	300	1	3000	1	10	2	1		9999		
3173	3	7	1		2001	66	1	3	30	2	2								1		2005	22	
3173	3	6	1		2013	66	2	0.5	5	1	1	2	150	1	1000	1	1	2	1		9999		
3173	3	5	1		2003	66	1	3	30	2	2								1		2008	21	
3173	3	4	2	2																			
3174	3	3	1		2013	66	12	2	15	1	1	2	300	1	1100	1	2	2	1		9999		
3176	3	5	1		2005	66	2	3	30	1	1	2	150	1	600	1	6	2	1		9999		
3176	3	4	1		2005	66	2	3	30	1	1	2	400	1	3000	1	10	2	1		9999		
3176	3	6	1		2011	66	12	1	15	1	1	2	250	1	600	1	2	2	1		9999		
3177	3	4	1		2002	1	9	2	20	1	1	2	8000	2		1	71	2	1		9999		
3177	3	3	1		2013	1	12	2	15	1	1	2	250	1	1500	1	66	2	1		9999		
3178	3	4	1		2002	1	1	1.5	15	2	2								1		2008	12	
3178	3	3	1		2011	1	2	1	10	2	2								1		2014	22	
3178	3	5	1		2007	1	1	1.5	15	2	2								1		2012	21	
3179.1	3	6	1		2004	1	1	1	10	1	2								1		2014	21	
3179.2	3	99																					
3179.3	3	5	1		2015	66	2	1	10	1	1	2	300	2		1	66	9					
3179.3	3	4	1		2001	1	2	1	10	2	2								8		2010	21	
3180	3	7	1		2001	66	1	2	20	2	2								1		2006	9	
3180	3	5	1		2005	66	2	4	45	1	1	2	300	1	600	1	10	2	1		9999		
3181	3	99																					
3182	3	4	1		2011	1	1	0.5	5	1	1	1	0	1	200	1	5	2	5		9999		
3182	3	2	1		2006	66	7	3	30	1	1	2	150	1	700	1	9	2	5		9999		
3183	3	1	1		1998	66	1	1	10	2	2								1		2001	22	
3184	3	99																					
3185	3	3	1		2012	1	1	0.25	5	1	1	1	0	1	200	1	3	1	5		9999		
3185	3	4	1		2015	66	12	0.5	7	2	1	2	0	1	100	1	66	9					
3186	3	3	1		2008	1	2	3	40	1	1	2	60	1	400	8	8	1	5		9999		
3187	3	5	1		2006	1	2	3	40	1	1	2	50	2		1	9	2	5		9999		
3187	3	4	1		2002	1	7	4	50	1	1	2	0	2		1	10	2	1		9999		
3188	3	2	1		1996	66	1	0.5	5	2	2								5		2006	22	
3188	3	3	1		2010	66	1	0.5	5	1	1	1	0	1	200	5	5	2	1		9999		
3189	3	3	1		1996	1	1	6	30	2	2								8		2009	21	
3190	3	2	1		2014	1	1	0.25	3	1	1	1	0	1	200	5	2	2	5		9999		
3191	3	99																					
3193	3	5	1		2005	1	1	2	20	1	1	1	0	1	500	1	10	2	8		9999		
3193	3	4	1		2005	66	1	1	10	2	2								1		2011	21	
3194	3	4	1		2013	1	1	0.25	4	1	1	1	0	2		5	3	2	5		9999		
3194	3	3	1		2005	1	2	2	20	1	1	2	125	1	900	1	10	2	1		9999		
3195	3	99																					
3196	3	99																					
3197	3	3	1		2011	1	7	1	10	1	1	2	0	1	250	1	5	2	1		9999		
3197	3	4	1		2013	1	1	1	10	1	1	1	0	2		1	3	2	1		9999		
3197	3	2	1		2002	1	2	10	60	1	1	2	250	1	800	1	13	2	1		9999		
3198	3	3	1		2002	66	2	1	10	2	2								5		2010	21	
3199	3	99																					
3200	3	99																					
3201	3	5	1		2008	1	2	2	15	1	1	2	0	2		1	6	2	5		9999		
3201	3	3	1		2000	1	2	2	15	2	2								1		2008	10	
3201	3	4	1		2004	1	9	3	20	1	1	2	200	2		1	12	2	5		9999		
3202	3	4	1		2007	66	1	1	15	1	1	2	0	1	300	8	8	2	5		9999		
3203	3	3	1		2003	66	9	5	20	1	1	2	250	2		1	12	2	1		9999		
3203	3	4	1		2013	66	1	0.5	15	1	1	1	0	2		1	2	2	1		9999		
3204	3	4	1		2002	1	2	2	30	2	2								8		2010	21	
3205	3	3	1		2011	1	1	2	15	1	1	1	0	1	400	1	5	2	1		9999		
3205	3	2	1		2004	1	9	30	90	1	1	2	200	1	1500	1	12	2	1		9999		
3206	3	4	1		2000	1	1	1	15	2	2								5		2005	21	
3207	3	4	1		2008	1	1	2	30	2	2								5		2011	3	
3207	3	2	1		2013	77	10	2	30	1	1	2	200	2		1	77	2	1		9999		
3208	3	4	1		2005	66	2	0.5	5	1	1	2	0	1	500	1	10	2	5		9999		
3208	3	5	1		2009	66	2	0.5	5	1	1	2	0	2		1	6	2	5		9999		
3209	3	99																					
3210	3	4	1		2013	1	1	0.5	5	1	1	2	0	1	150	5	3	2	5		9999		
3210	3	3	1		2006	1	2	0.5	5	1	1	2	181	1	500	1	10	2	5		9999		
3211	3	3	1		2010	1	2	0.5	10	1	1	2	0	1	500	1	6	2	1		9999		
3212	3	3	1		2010	1	2	0.5	10	1	1	2	40	2		1	6	2	5		9999		
3213	3	6	1		2007	1	2	1	10	1	2								8	5	2014	21	
3213	3	3	1		2002	1	9	100	240	1	1	1	0	2		1	14	2	9	8	9999		
3213	3	4	1		2004	1	2	1	10	1	2								1		2011	12	
3213	3	5	1		2008	1	2	1	10	1	1	2	0	1	500	1	8	2	1		9999		
3214	3	99																					
3215	3	5	1		2009	66	2	1	10	1	1	2	0	1	300	8	6	2	5		9999		
3216	3	2	1		1999	1	2	1	10	2	2								1		2004	3	
3216	3	3	1		2005	1	2	1	10	2	2								5	8	2013	6	
3217	3	2	1		2012	66	1	1	14	1	1	1	0	1	150	1	3	2	1		9999		
3218	3	2	1		2004	1	2	2	30	2	2								8		2011	21	
3218	3	1	1		1997	1	2	2	30	2	2								1		2004	12	
3219	3	5	1		2013	66	1	2	24	1	1	2	0	2		1	2	2	1		9999		
3219	3	6	1		2014	66	1	2	24	1	1	2	0	2		1	1	2	1		9999		
3219	3	3	1		2008	66	2	2	24	1	1	2	0	2		8	7	2	5		9999		
3220	3	99																					
3221	3	4	1		2014	66	1	0.5	5	1	1	1	0	2		6	1	2	6		9999		
3221	3	3	1		2014	66	1	0.5	5	1	1	1	0	2		5	1	2	5	6	9999		
3222	3	4	1		2007	66	7	2	30	1	1	2	0	1	500	1	8	2	5		9999		
3223	3	4	1		2010	66	1	1	10	1	1	1	0	2		5	5	2	5	6	9999		
3223	3	3	1		2002	66	1	1	10	2	2								1		2007	12	
3223	3	5	1		2000	66	2	2	20	2	2								1		2006	10	
3224	3	2	1		2014	1	1	0.25	7	1	1	1	0	1	200	5	2	2	5	6	9999		
3224	3	1	1		2000	1	1	1	10	2	2								5		2007	21	
3226	3	99																					
3227	3	3	1		2004	66	2	1	10	2	2								1		2010	10	
3227	3	5	1		2009	66	1	1	10	2	2								6		2014	12	
3227	3	4	1		2006	66	2	1	10	2	2								1		2013	12	
3228	3	3	1		2010	1	2	1	10	1	1	2	0	1	100	1	6	2	5	6	9999		
3229	3	5	1		2011	1	1	0.5	5	1	1	1	0	2		5	5	2	5	6	9999		
3229	3	3	1		2006	1	2	5	20	1	1	2	0	1	2000	8	10	2	8		9999		
3229	3	4	1		2009	1	2	1	10	1	1	2	0	1	200	8	7	2	8		9999		
3230	3	4	1		2012	66	1	0.5	5	1	1	1	0	2		5	3	2	5	6	9999		
3230	3	3	1		2009	66	2	1	10	1	1	2	0	1	200	1	6	2	5	6	9999		
3232	3	99																					
3233	3	5	1		2001	1	9	20	100	1	1	2	200	2		1	15	2	8		9999		
3234	3	3	1		2015	66	2	0.5	10	2	1	2	0	2		1	66	9					
3235.1	3	99																					
3235.2	3	4	1		2000	66	2	2	20	2	2								5		2010	21	
3236	3	3	2	2																			
3236	3	4	1		2009	66	2	1	10	1	1	2	0	2		1	6	2	5	6	9999		
3237	3	99																					
3238	3	3	1		2013	66	1	1	10	1	1	1	0	1	100	5	2	2	5	6	9999		
3238	3	2	1		2009	66	2	1	10	1	1	2	0	2		1	6	2	5	6	9999		
3239	3	4	1		2008	1	2	1	20	1	1	2	0	1	400	8	8	2	8		9999		
3239	3	6	1		2003	1	1	1	20	2	2								1		2007	22	
3239	3	3	1		2004	1	9	2	30	1	1	2	0	1	300	1	12	2	1		9999		
3239	3	5	1		2011	1	1	1	20	1	1	1	0	1	150	5	5	2	5	6	9999		
3241	3	2	1		2001	1	2	7	25	1	1	1	283	2		1	15	2	1		9999		
3241	3	3	1		2003	1	2	7	25	1	1	1	283	2		1	13	2	1		9999		
3241	3	6	1		2005	66	2	2	20	2	2								5		2013	21	
3242	3	99																					
3243	3	5	1		2014	66	1	0.5	5	1	1	1	0	2		1	1	2	1		9999		
3243	3	4	1		2012	1	12	0.5	5	1	1	2	500	2		1	4	2	5		9999		
3244	3	4	1		2013	1	2	0.5	12	1	1	2	400	1	200	1	3	2	1		9999		
3244	3	3	1		2010	1	7	0.5	12	1	1	2	0	1	200	1	6	2	5		9999		
3245	3	3	1		2010	66	2	0.5	5	1	1	2	200	2		1	2	2	5		9999		
3245	3	4	1		2012	77	10	6	60	1	1	2	250	2		1	77	2	1		9999		
3246	3	2	1		1996	1	2	1	20	2	2								1		2003	21	
3246	3	3	1		2014	66	2	0.25	7	2	1	2	200	2		1	1	9					
3248	3	4	1		2006	1	2	0.25	7	1	1	2	0	1	500	1	10	2	1		9999		
3248	3	3	1		2003	1	9	5	20	1	1	2	600	2		1	13	2	1		9999		
3249	3	4	1		2013	1	1	0.5	7	1	1	1	0	1	150	6	3	2	6		9999		
3249	3	3	1		2012	1	1	0.5	1	1	1	1	0	1	150	5	4	2	5	6	9999		
3250	3	99																					
3251	3	2	1		2007	1	12	3	25	1	1	2	2000	2		1	9	2	1		9999		
3251	3	3	1		2010	1	12	3	25	1	1	2	1000	2		1	6	2	1		9999		
3251	3	4	1		2014	1	12	0.5	7	1	1	2	400	2		1	2	2	1		9999		
3252	3	4	1		2002	66	9	7	25	1	1	2	283	2		1	13	2	5		9999		
3252	3	3	1		2002	66	9	7	25	1	1	1	283	2		1	13	2	5		9999		
3252	3	2	1		2000	66	9	23	130	1	1	1	283	2		1	15	2	1		9999		
3254	3	4	1		2014	66	1	0.5	15	2	1	1	0	2		6	1	9					
3254	3	3	1		2013	1	1	0.5	15	1	1	1	0	2		5	3	2	5	6	9999		
3255	3	5	1		2002	1	2	2	20	2	2								5		2012	10	
3257	3	6	1		2014	1	2	1.5	30	1	1	2	400	1	400	1	2	2	1		9999		
3257	3	4	1		2003	1	9	8	40	1	1	2	0	2		1	13	2	8		9999		
3257	3	5	1		2006	1	7	1.5	30	1	1	2	0	1	400	1	10	2	1		9999		
3258	3	4	1		2014	66	1	1	12	1	1	1	0	2		1	1	2	1		9999		
3258	3	3	1		2013	66	1	1	12	1	1	1	0	2		5	2	2	5	6	9999		
3259	3	5	1		2009	66	7	1	15	1	1	2	200	2		1	77	2	1		9999		
3259	3	3	1		2003	66	9	25	60	1	1	2	283	2		1	12	2	8		9999		
3259	3	4	1		2007	66	2	25	60	1	1	2	250	1	1000	8	8	2	8		9999		
3261	3	99																					
3262	3	2	1		1999	1	2	1	10	2	2								8		2007	21	
3263	3	1	1		2000	1	2	5	40	2	2								1		2009	21	
3264	3	3	1		2008	1	1	0.5	5	2	2								5		2011	3	
3264	3	4	1		2013	1	1	0.5	5	1	1	1	0	2		5	3	2	5		9999		
3264	3	5	2	3																			
3265	3	99																					
3266	3	4	1		2009	77	10	7	60	1	1	2	250	2		1	77	2	1		9999		
3266	3	3	1		2011	77	10	7	60	1	1	2	250	2		1	77	2	1		9999		
3267	3	3	1		2009	1	2	2	30	1	1	2	35	1	300	1	7	2	1		9999		
3267	3	4	1		2013	1	1	0.25	5	1	1	1	0	1	200	5	3	2	5		9999		
3268	3	5	1		2015	66	1	0.25	7	2	1	1	0	2		1	66	9					
3268	3	4	1		2009	1	2	0.5	10	1	1	2	0	1	200	1	7	2	5		9999		
3269	3	3	1		2005	1	9	0.5	5	1	1	1	40	2		1	11	2	5		9999		
3269	3	4	1		2009	1	2	0.5	5	1	1	2	0	2		1	7	2	5		9999		
3270	3	99																					
3271	3	5	1		2014	66	1	1	10	1	1	1	0	1	150	1	1	2	1		9999		
3271	3	4	1		2012	66	1	1	10	1	1	1	0	1	150	1	3	2	1		9999		
3272	3	99																					
3273	3	5	1		2004	66	2	1	10	2	2								5		2009	9	
3273	3	3	1		2006	66	2	1	10	2	2								5		2015	9	
3273	3	4	1		2011	66	1	1	10	1	1	1	0	2		5	4	2	5		9999		
3275	3	4	1		2010	1	2	1	10	1	1	2	0	1	200	1	6	2	5		9999		
3276	3	3	1		2001	66	2	2	20	2	2								1		2010	1	
3277	3	5	1		2008	1	2	1	20	1	1	2	30	1	300	1	8	2	5		9999		
3277	3	3	1		2004	1	1	1	20	2	2								1		2006	3	
3277	3	6	1		2014	1	1	1	20	1	1	1	0	2		5	2	2	5		9999		
3277	3	4	1		2008	1	2	3	30	1	1	2	30	1	350	1	8	2	1		9999		
3279	3	3	1		2013	1	1	0.5	5	1	1	1	0	2		1	3	2	5		9999		
3279	3	4	1		2014	1	1	0.5	5	2	1	1	0	2		1	1	9					
3280	3	2	1		2010	1	2	1	10	1	1	2	30	2		1	6	2	5		9999		
3280	3	4	1		2015	1	1	0.5	5	2	1	1	0	2		1	1	9					
3280	3	3	1		2014	1	1	0.5	5	1	1	1	0	2		5	2	2	5		9999		
3281	3	5	1		2007	1	2	0.5	10	1	1	2	0	1	350	1	9	2	5		9999		
3283	3	3	1		2007	1	1	0.5	10	2	2								1		2008	3	
3284	3	4	1		2008	2	1	1	15	2	1	2	0	2		1	77	2	1		9999		
3284	3	3	1		2005	1	2	3	30	2	2								1		2012	22	
3285	3	4	1		2007	1	1	1	10	1	1	2	0	1	350	1	9	2	5		9999		
3285	3	5	1		2011	1	1	0.5	5	1	1	1	0	1	100	5	5	2	5	6	9999		
3286	3	5	1		2003	1	2	1	20	2	2								5		2010	10	
3286	3	3	1		1998	1	1	1	10	2	2								1		2003	10	
3287	3	1	1		1999	1	1	2	20	2	2								1		2001	10	
3288	3	4	1		1999	1	2	1.5	25	2	2								8		2007	21	
3289	3	2	1		1998	1	2	1	10	2	2								5		2005	10	
3289	3	3	1		2015	66	2	25	4	2	1	2	0	2		1	66	9					
3290	3	5	1		2010	1	2	1	10	1	1	2	40	2		1	6	2	1		9999		
3290	3	3	1		2005	1	9	10	60	1	1	2	150	2		1	11	2	1		9999		
3290	3	7	1		2001	1	2	1	10	2	2								1		2015	10	
3290	3	8	1		2007	1	2	3	25	1	1	2	0	2		1	77	2	1		9999		
3290	3	4	1		2006	1	2	1	10	1	1	2	80	2		1	10	2	1		9999		
3291	3	3	1		2011	66	1	1	10	1	1	1	0	2		5	4	2	5	6	9999		
3291	3	4	1		2014	66	1	1	10	1	1	1	0	2		5	1	2	5	6	9999		
3292	3	3	1		2006	1	2	1	10	1	1	2	70	1	300	1	10	2	1		9999		
3292	3	5	1		2011	1	1	5	5	1	1	1	0	1	100	5	5	2	5	6	9999		
3292	3	4	1		2007	1	2	1	10	1	1	2	0	1	200	8	9	2	5	6	9999		
3293	3	4	1		2008	1	2	0.5	10	1	1	2	0	1	200	1	8	2	5	6	9999		
3293	3	5	1		2009	1	2	0.5	10	1	1	2	0	2		8	7	2	8	5	9999		
3293	3	6	1		2012	1	1	0.5	10	1	1	1	0	1	100	5	4	2	5	6	9999		
3294	3	7	1		2014	1	1	0.5	10	1	1	1	0	2		6	2	2	6		9999		
3294	3	4	1		2003	1	1	0.5	10	1	1	2	0	2		1	13	2	8	5	9999		
3294	3	5	1		2005	1	1	0.5	10	1	1	2	0	2		1	77	2	5		9999		
3294	3	3	1		2002	1	1	0.5	10	1	1	2	0	2		1	14	2	1		9999		
3294	3	6	1		2003	1	1	1	20	1	1	2	0	2		1	12	1	8	5	9999		
3296	3	4	1		2013	66	1	0.25	4	1	1	1	0	1	100	5	2	2	5	6	9999		
3297	3	99																					
3298	3	99																					
3299	3	4	1		2015	66	1	0.5	8	2	1	1	0	2		6	66	9					
3299	3	3	1		2012	1	1	0.5	8	1	1	1	0	1	100	5	4	2	5	6	9999		
3300	3	2	1		1998	1	1	0.25	7	2	2								1		2003	21	
3301	3	2	1		2010	1	2	4	80	1	1	2	0	2		1	6	2	1		9999		
3301	3	3	1		2014	1	1	1	12	1	1	1	0	2		5	2	2	5	6	9999		
3302	3	6	1		2015	1	1	0.5	10	1	1	1	0	1	100	1	1	9					
3302	3	4	2	9																			
3302	3	5	1		2011	1	1	0.5	10	1	1	1	0	1	200	5	5	2	5	6	9999		
3303	3	5	1		2010	66	2	1	10	1	1	2	40	2		1	5	2	1		9999		
3303	3	4	1		2007	66	2	4	40	1	1	2	0	2		8	8	2	8		9999		
3304	3	3	1		2014	1	1	0.25	10	1	1	1	0	2		2	2	2	2		9999		
3305	3	99																					
3306	3	99																					
3307	3	4	1		2011	66	1	1	10	1	1	1	0	2		5	4	2	5		9999		
3308	3	5	1		2013	66	1	1	10	1	1	1	0	2		5	2	2	5		9999		
3309	3	3	1		2011	1	1	1	30	1	1	1	0	1	150	5	5	2	5	6	9999		
3310	3	4	1		2000	1	2	2	30	2	2								8		2010	21	
3311	3	4	1		2006	66	2	4	30	1	1	2	30	2		1	9	2	5		9999		
3311	3	3	1		2003	66	2	12	70	1	1	2	50	2		1	12	2	5		9999		
3312	3	4	1		2013	1	1	1	30	1	1	1	0	2		6	3	2	6		9999		
3312	3	3	1		2012	1	1	1	30	1	1	1	0	2		5	3	1	5		9999		
3313	3	2	1		2014	1	1	1	15	1	1	1	0	1	20	5	2	2	5	6	9999		
3314	3	3	1		2007	66	1	1	10	2	2								6		2011	9	
3314	3	6	1		2011	66	1	1	10	1	1	1	0	2		6	3	2	6		9999		
3314	3	4	1		2007	66	2	3	30	1	1	2	0	1	300	8	8	2	5		9999		
3314	3	7	1		2011	66	1	1	10	1	1	1	0	2		5	3	2	5		9999		
3314	3	5	1		2011	66	1	1	10	1	1	1	0	2		5	3	2	5		9999		
3316	3	6	1		2015	1	1	1	15	1	1	1	0	2		1	1	9					
3316	3	5	1		2014	1	1	1	15	1	1	1	0	1	150	5	2	2	5	6	9999		
3317	3	4	1		2015	66	1	1	10	1	1	1	0	1	20	6	66	9					
3317	3	3	1		2012	1	1	1	10	1	1	1	0	1	150	5	3	2	5	6	9999		
3318	3	99																					
3319	3	5	1		2010	1	1	0.5	30	2	2								1		2012	6	
3319	3	6	1		2007	1	1	0.5	30	2	2								5		2011	6	
3319	3	4	1		2001	1	1	0.25	20	2	2								5		2008	21	
3321	3	3	1		2009	1	1	2	25	1	1	2	0	1	200	8	7	2	5		9999		
3321	3	2	1		2006	1	1	1	15	2	2								1		2011	12	
3321	3	4	1		2014	1	1	1	15	1	1	1	0	1	50	5	2	2	5	6	9999		
3322.1	3	99																					
3322.2	3	4	1		1998	1	2	1	10	2	2								8		2008	21	
3323	3	4	1		2010	1	2	2	25	1	1	2	250	1	250	1	6	2	1		9999		
3323	3	5	1		2012	1	7	0.5	10	1	1	2	100	2		1	4	2	1		9999		
3324	3	4	1		2015	66	7	0.25	7	1	1	2	50	2		1	7	9					
3324	3	3	1		2015	66	7	0.25	7	1	1	2	50	2		1	7	9					
3325	3	3	1		2015	66	1	0.25	3	2	1	1	0	2		1	66	9					
3326	3	99																					
3327	3	4	1		2013	1	1	0.5	15	1	1	1	0	2		5	3	2	5	6	9999		
3327	3	3	1		2009	1	2	1	25	1	1	2	50	1	250	1	7	2	5		9999		
3328	3	3	1		2012	1	1	0.5	5	1	1	2	100	2		5	4	2	5		9999		
3328	3	4	1		2014	1	1	1	10	1	1	2	0	2		5	2	2	5	6	9999		
3328	3	5	1		2015	66	1	1	10	2	1	1	0	2		6	66	9					
3329	3	4	1		2014	66	1	1	10	1	1	1	0	2		6	1	2	6		9999		
