a01	hh_type	v1_01	pid	mid	v1_02	v1_03	v1_04	v1_05	v1_06	v1_07	v1_08	v1_09	v1_10	v1_11	v1_15	v1_16	v1_12	v1_13	v1_14	Flag_v1
4906	3	2																		
4908	3	2																		
4909	3	2																		
4910	3	2																		
4911	3	2																		
4913	3	2																		
4914	3	1	81	2	7	0	3	22	1	9	1	2		16	2	2	1	3	1	
4915	3	2																		
4916	3	2																		
4917	3	2																		
4918	3	2																		
4919	3	2																		
4920	3	2																		
4921	3	2																		
4922	3	1	81	4	3	1	6	23	1	5	17	2		24	1		1	4	1	
4923	3	2																		
4924	3	2																		
4925	3	2																		
4926	3	2																		
4927	3	2																		
4928	3	2																		
4929	3	2																		
4930	3	2																		
4931	3	2																		
4932	3	2																		
4933	3	1	81	2	3	1	6	19	1	3	37	1	6		1		8	1	1	
4934.1	3	2																		
4934.2	3	2																		
4934.3	3	2																		
4934.4	3	2																		
4935	3	2																		
4936	3	2																		
4937	3	2																		
4938	3	2																		
4939	3	2																		
4940	3	2																		
4941	3	2																		
4942	3	2																		
4943	3	2																		
4944	3	2																		
4945	3	2																		
4946	3	2																		
4947	3	2																		
4948	3	2																		
4949	3	2																		
4950	3	2																		
4951	3	2																		
4952	3	2																		
4953	3	2																		
4954	3	2																		
4955	3	2																		
4956.1	3	2																		
4956.2	3	2																		
4957	3	2																		
4958	3	2																		
4959	3	2																		
4960	3	2																		
4961	3	2																		
4962	3	2																		
4963	3	2																		
4964	3	2																		
4965	3	2																		
4966	3	2																		
4967	3	2																		
4968	3	2																		
4970	3	2																		
4971	3	2																		
4972	3	2																		
4973	3	2																		
4974	3	2																		
4975	3	2																		
4976	3	2																		
4977	3	2																		
4978	3	2																		
4979	3	1	81	5	3	0	1	22	1	5	11	1	25		1		8	1	2	
4980	3	2																		
4981	3	2																		
4982	3	2																		
4983	3	2																		
4984	3	1	81	2	3	2	2	15	2	4	13	1	1		1		1	3	2	
4985	3	2																		
4986	3	2																		
4987	3	2																		
4988	3	2																		
4989	3	2																		
4990	3	1	81	1	2	0	8	31	1	4	1	2		24	1		1	4	1	
4991.1	3	2																		
4991.2	3	2																		
4992	3	2																		
4993	3	2																		
4994	3	2																		
4995	3	2																		
4996	3	2																		
4997	3	2																		
4998	3	2																		
4999	3	2																		
5000	3	2																		
5001	3	2																		
5002	3	2																		
5003	3	2																		
5004	3	2																		
5005	3	2																		
5006	3	2																		
5007	3	2																		
5008	3	2																		
5009	3	2																		
5010	3	2																		
5011	3	1	81	3	3	2	2	21	1	8	13	1	55		1		9	1	1	
5012	3	2																		
5013	3	2																		
5014	3	2																		
5015	3	2																		
5016	3	2																		
5017	3	2																		
5018	3	2																		
5019	3	2																		
5020	3	2																		
5021	3	2																		
5022	3	2																		
5023	3	2																		
5024	3	2																		
5025	3	2																		
5026	3	2																		
5027	3	2																		
5028	3	2																		
5029	3	2																		
5030	3	2																		
5031	3	2																		
5032	3	2																		
5033	3	2																		
5034	3	2																		
5035	3	2																		
5036	3	2																		
5037	3	2																		
5038	3	2																		
5039	3	2																		
5040	3	2																		
5041	3	2																		
5042	3	2																		
5043	3	2																		
5044	3	2																		
5045	3	2																		
5046	3	2																		
5047	3	2																		
5048	3	2																		
5049	3	2																		
5050	3	2																		
5052	3	2																		
5053	3	2																		
5054	3	2																		
5055	3	2																		
5056	3	2																		
5057	3	2																		
5058	3	2																		
5059	3	2																		
5060	3	2																		
5061	3	2																		
5062	3	2																		
5064	3	2																		
5065	3	2																		
5066	3	2																		
5067	3	2																		
5068	3	2																		
5069	3	2																		
5070	3	2																		
5071	3	2																		
5072	3	2																		
5073	3	2																		
5074	3	2																		
5075	3	2																		
5076	3	2																		
5077	3	2																		
5078	3	2																		
5079	3	2																		
5080	3	2																		
5081	3	2																		
5082	3	2																		
5083	3	2																		
5084	3	2																		
5085	3	2																		
5086.1	3	2																		
5086.2	3	2																		
5087	3	2																		
5088	3	2																		
5089	3	2																		
5090	3	2																		
5091	3	2																		
5092	3	1	81	1	7	1	2	29	1	14	1	1	1		4		1	1	1	
5093	3	2																		
5094	3	2																		
5095	3	2																		
5096	3	2																		
5097	3	2																		
5098	3	1	81	2	2	0	6	30	2	5	1	2		24	2	6	1	1	1	
5099	3	2																		
5100	3	2																		
5101	3	1	81	1	3	0	8	30	1	5	23	1	55		1		1	1	1	
5102	3	2																		
5103	3	2																		
5104	3	2																		
5105	3	2																		
5106	3	2																		
5107	3	2																		
5108	3	2																		
5109	3	2																		
5110	3	2																		
5111	3	2																		
5112	3	2																		
5113	3	2																		
5114	3	2																		
5115	3	2																		
5116	3	2																		
5117	3	2																		
5118	3	2																		
5119	3	2																		
5120	3	2																		
5121	3	2																		
5122	3	2																		
5124	3	2																		
5126	3	2																		
5127	3	2																		
5128	3	2																		
5129	3	2																		
5130	3	2																		
5131	3	1	81	1	1	2	3	23	1	7	65	2		38	2	6	1	1	2	
5131	3	1	82	3	14	1	7	18	1	3	81	1	55		1		1	1	1	
5131	3	1	83	4	6	1	10	73	2	99	85	1	55		1		9	1	2	
5132	3	2																		
5133	3	2																		
5134	3	2																		
5135	3	2																		
5136	3	2																		
5137	3	2																		
5138	3	1	81	2	2	3	0	50	2	99	1	2		39	1		1	3	1	
5139	3	2																		
5140	3	2																		
5141	3	2																		
5142	3	2																		
5143	3	2																		
5144	3	2																		
5145	3	2																		
5146	3	2																		
5147	3	2																		
5148	3	2																		
5149	3	2																		
5150	3	2																		
5151	3	2																		
5152	3	2																		
5153	3	2																		
5154	3	2																		
5155	3	2																		
5156	3	2																		
5157	3	2																		
5158.1	3	2																		
5158.2	3	2																		
5159	3	2																		
5160	3	1	81	3	3	2	3	29	1	99	22	1	1		1		1	1	2	
5160	3	1	82	4	4	2	3	23	2	99	69	1	1		1		1	1	2	
5161	3	2																		
5162	3	1	81	1	2	1	6	38	1	5	11	2		24	1		1	3	1	
5163	3	2																		
5164	3	2																		
5165	3	2																		
5166	3	2																		
5167	3	2																		
5168	3	2																		
5169	3	2																		
5170	3	2																		
5171	3	2																		
5172	3	2																		
5173	3	2																		
5174	3	1	81	4	3	2	2	18	1	33	5	1	55		1		2	1	2	
5175	3	1	81	1	2	1	3	48	1	4	1	2		19	1		1	1	1	
5176	3	1	81	6	3	3	1	19	1	5	37	2		27	1		1	1	1	
5177	3	1	81	2	3	1	3	21	1	10	1	2		31	1		1	1	2	
5178	3	2																		
5179	3	2																		
5180	3	2																		
5181.1	3	2																		
5181.2	3	2																		
5182	3	2																		
5183	3	2																		
5184	3	2																		
5185	3	2																		
5186	3	2																		
5187	3	2																		
5188	3	1	81	3	3	0	7	19	1	12	5	1	55		1		2	1	2	
5189	3	2																		
5190	3	2																		
5191	3	2																		
5192	3	2																		
5193	3	2																		
5194	3	2																		
5195	3	2																		
5196	3	1	81	11	3	1	6	26	1	9	50	2		29	1		1	1	1	
5197	3	2																		
5198	3	2																		
5199	3	2																		
5200	3	2																		
5201	3	2																		
5202	3	2																		
5203	3	2																		
5204	3	2																		
5205	3	2																		
5206	3	2																		
5207	3	2																		
5208	3	2																		
5209	3	2																		
5210	3	1	81	3	3	2	0	26	1	3	11	2		24	1		1	5	1	
5211	3	2																		
5212	3	2																		
5213	3	2																		
5214	3	2																		
5215	3	2																		
5216	3	2																		
5217	3	2																		
5218	3	2																		
5219	3	2																		
5221	3	2																		
5222	3	2																		
5223	3	2																		
5224	3	1	81	5	3	2	2	21	1	67	7	2		38	1		1	3	1	
5224	3	1	82	6	3	2	7	15	1	76	81	1	55		1		2	2	2	
5224	3	1	83	7	3	1	6	13	1	76	81	1	55		1		2	2	2	
5225	3	2																		
5226.1	3	2																		
5226.2	3	2																		
5227	3	2																		
5228	3	2																		
5229	3	2																		
5230	3	2																		
5231	3	1	81	2	7	2	4	19	1	8	5	1	57		1		2	3	2	
5232	3	2																		
5233	3	2																		
5234	3	2																		
5235	3	2																		
5236	3	2																		
5237	3	2																		
5238	3	2																		
5239	3	2																		
5240	3	2																		
5241	3	2																		
5242.1	3	2																		
5242.2	3	1	81	5	7	2	5	24	1	5	37	2		24	2	6	1	2	1	
5242.3	3	2																		
5243	3	2																		
5244	3	2																		
5245	3	2																		
5246	3	2																		
5247.1	3	2																		
5247.2	3	2																		
5248	3	2																		
5249	3	2																		
5250	3	2																		
5251	3	2																		
5252	3	2																		
5253	3	2																		
5254	3	2																		
5255.1	3	2																		
5255.2	3	2																		
5256	3	2																		
5257	3	2																		
5258.1	3	2																		
5258.2	3	2																		
5259	3	2																		
5260	3	2																		
5261	3	2																		
5262	3	2																		
5263.1	3	2																		
5263.2	3	2																		
5264	3	2																		
5265	3	2																		
5266.1	3	2																		
5266.2	3	2																		
5267	3	2																		
5268	3	2																		
5270	3	2																		
5271	3	2																		
5273	3	2																		
5274	3	2																		
5275	3	2																		
5276	3	2																		
5277	3	2																		
5278	3	2																		
5279	3	2																		
5280	3	2																		
5281	3	2																		
5282	3	2																		
5283	3	2																		
5284	3	1	81	3	3	2	5	22	1	12	13	2		30	1		1	2	1	
5285	3	2																		
5286	3	2																		
5287	3	2																		
5288	3	2																		
5289	3	2																		
5290	3	2																		
5291	3	1	81	3	3	1	9	20	1	12	13	1	1		1		1	1	1	
5292	3	2																		
5293.1	3	2																		
5293.2	3	2																		
5294	3	2																		
5295	3	2																		
5296	3	1	81	1	1	0	6	33	1	5	9	1	1		1		1	1	1	
5296	3	1	82	3	3	0	6	10	2	3	84	1	17		1		2	3	2	
5298	3	2																		
5299	3	2																		
5300	3	2																		
5301	3	2																		
5302	3	1	81	1	2	2	1	31	1	5	8	2		29	1		1	1	1	
5303	3	2																		
5304	3	1	81	1	1	2	0	28	1	2	11	2		24	2	1	8	3	1	
5305	3	2																		
5306	3	2																		
5307	3	2																		
5308	3	1	81	1	2	0	6	35	1	5	8	2		12	1		1	1	1	
5309	3	2																		
5310	3	2																		
5311	3	2																		
5312	3	2																		
5313	3	2																		
5314	3	2																		
5315	3	2																		
5316	3	2																		
5317	3	2																		
5318	3	1	81	1	2	2	10	36	1	99	1	1	3		1		1	1	1	
5319	3	2																		
5320	3	2																		
5321	3	2																		
5322	3	1	81	1	1	3	2	40	1	99	1	1	1		1		1	1	1	
5323	3	2																		
5324	3	2																		
5325	3	2																		
5326	3	2																		
5327	3	2																		
5328	3	2																		
5329	3	1	81	1	1	1	1	43	1	99	11	1	1		1		7	5	2	
5329	3	1	82	2	2	1	1	38	2	99	8	1	1		1		1	5	1	
5329	3	1	83	3	3	1	6	16	1	7	8	1	1		1		1	5	2	
5330	3	2																		
5331	3	2																		
5333	3	2																		
5334	3	1	81	3	3	1	2	28	1	12	14	1	17		1		1	1	1	
5334	3	1	82	4	3	3	5	26	2	5	13	1	1		1		1	1	1	
5335	3	2																		
5336	3	2																		
5337	3	2																		
5338	3	1	81	1	1	1	3	33	1	5	13	2		41	1		1	5	1	
5339	3	2																		
5340	3	1	81	2	2	2	1	43	2	99	72	1	1		1		9	1	2	
5340	3	1	82	3	3	2	1	15	1	9	13	1	1		1		1	3	1	
5340	3	1	83	4	5	2	1	7	1	1	72	1	1		1		2	3	2	
5341	3	2																		
5342	3	2																		
5343	3	2																		
5344	3	2																		
5345	3	2																		
5346	3	1	81	4	3	1	1	20	1	8	81	2		29	4		1	3	1	
5347	3	2																		
5348	3	2																		
5349	3	2																		
5350	3	2																		
5351	3	2																		
5352	3	1	81	3	3	2	0	20	1	5	13	2		29	1		1	3	1	
5353	3	2																		
5354	3	1	81	3	3	1	5	19	1	8	13	2		29	2	1	1	3	1	
5355	3	2																		
5356	3	2																		
5357	3	2																		
5358	3	2																		
5359	3	2																		
5360	3	2																		
5361	3	2																		
5362	3	2																		
5364	3	2																		
5365	3	2																		
5366	3	2																		
5367	3	2																		
5368	3	2																		
5369	3	2																		
5370	3	2																		
5371	3	2																		
5372	3	2																		
5373.1	3	2																		
5373.2	3	1	81	3	3	3	7	31	1	8	1	1	1		1		1	1	1	
5374	3	2																		
5375	3	2																		
5376	3	2																		
5377	3	2																		
5378	3	2																		
5379	3	2																		
5380	3	2																		
5381	3	1	81	3	3	2	7	23	1	12	1	1	18		1		1	1	1	
5382	3	2																		
5383	3	2																		
5384	3	2																		
5385	3	1	81	3	3	2	8	38	1	8	1	2		29	1		1	5	1	
5386	3	2																		
5387	3	2																		
5388	3	2																		
5389	3	2																		
5390	3	2																		
5391	3	2																		
5393	3	1	81	3	3	3	3	31	1	9	13	1	1		1		1	1	1	
5394	3	2																		
5395	3	1	81	3	3	3	2	21	1	9	1	1	52		1		3	1	1	
5396	3	2																		
5398	3	2																		
5399	3	2																		
5400	3	2																		
5401	3	1	81	5	3	2	7	22	1	9	13	2		30	1		1	1	1	
5402	3	2																		
5403	3	1	81	3	3	2	2	18	1	8	13	1	2		1		1	1	1	
5404	3	2																		
5405	3	2																		
5406	3	2																		
5407	3	2																		
5408	3	1	81	1	2	3	6	48	1	7	13	2		19	2	1	1	1	1	
5409	3	2																		
5410	3	2																		
5411	3	2																		
5412	3	2																		
5413	3	2																		
5414	3	1	81	4	3	2	9	23	1	6	13	2		38	2	1	4	1	1	
5415	3	2																		
5416	3	2																		
5417	3	1	81	1	1	1	2	38	1	8	13	2		29	1		1	5	1	
5418	3	1	81	1	2	0	11	28	1	9	13	2		38	2	1	1	4	1	
5419	3	2																		
5420	3	2																		
5421	3	2																		
5422	3	1	81	3	3	1	2	21	1	12	1	1	1		1		1	1	1	
5423	3	1	81	1	1	0	9	33	1	0	1	2		27	1		1	5	1	
5424	3	2																		
5425	3	2																		
5426	3	1	81	3	3	2	3	23	1	12	13	1	1		1		1	1	2	
5427	3	1	81	1	1	2	6	43	1	9	1	2		22	1		1	1	1	
5428	3	2																		
5429	3	2																		
5430	3	2																		
5431.1	3	2																		
5431.2	3	2																		
5431.3	3	1	81	6	2	1	2	30	1	8	1	1	2		1		1	1	1	
5432	3	2																		
5433	3	2																		
5434	3	2																		
5435	3	2																		
5436.1	3	1	81	7	3	0	10	33	1	12	1	2		30	1		1	4	1	
5436.2	3	1	81	5	3	2	7	22	1	12	1	2		22	1		1	1	1	
5437	3	2																		
5438	3	2																		
5439	3	2																		
5440	3	1	81	3	3	1	3	23	1	12	13	1	1		1		1	1	1	
5441	3	1	81	1	2	1	5	33	1	99	13	2		21	2	1	1	5	1	
5442	3	2																		
5443	3	2																		
5444	3	2																		
5445	3	2																		
5446	3	2																		
5447	3	2																		
5448	3	2																		
5449.1	3	2																		
5449.2	3	2																		
5450	3	2																		
5451	3	2																		
5452.1	3	2																		
5452.2	3	2																		
5453	3	2																		
5454	3	2																		
5455	3	2																		
5456	3	2																		
5457	3	2																		
5458	3	2																		
5459	3	1	81	3	3	2	1	20	1	8	13	1	17		1		1	1	1	
5460	3	2																		
5461	3	2																		
5462	3	2																		
5463	3	2																		
5464	3	2																		
5465	3	2																		
5466	3	2																		
5467	3	2																		
5468	3	2																		
5469	3	2																		
5470.1	3	2																		
5470.2	3	1	81	3	3	2	1	22	1	5	13	1	1		1		9	1	1	
5471	3	2																		
5472	3	2																		
5473	3	1	81	4	3	1	1	22	2	4	72	1	1		1		1	1	1	
5474	3	2																		
5475	3	2																		
5476	3	2																		
5477	3	1	81	4	3	1	1	10	2	99	82	1	1		1		9	6	2	
5478	3	2																		
5479	3	2																		
5480	3	2																		
5481	3	2																		
5482	3	1	81	3	3	1	8	19	1	12	1	1	1		1		1	1	1	
5483	3	2																		
5484	3	2																		
5485	3	1	81	3	3	1	2	10	1	2	81	1	53		1		2	1	1	
5486	3	2																		
5487	3	2																		
5488	3	2																		
5489	3	2																		
5490	3	2																		
5491.1	3	2																		
5491.2	3	2																		
5491.3	3	2																		
5492	3	2																		
5493	3	2																		
5494	3	2																		
5495	3	2																		
5496	3	2																		
5497	3	2																		
5498	3	2																		
5499	3	1	81	3	3	2	4	18	1	2	11	1	1		1		1	1	2	
5500	3	2																		
5501	1	2																		
5502	1	2																		
5503	1	2																		
5504	1	2																		
5505	1	1	81	2	3	3	0	32	2	12	82	1	29		1		3	2	2	
5506	1	2																		
5507	1	2																		
5508	1	2																		
5509	1	2																		
5510	1	2																		
5511	1	2																		
5512	1	1	81	3	3	3	0	20	2	12	81	1	29		1		2	2	2	
5514	1	2																		
5515	1	2																		
5517	1	2																		
5518	1	2																		
5519	1	2																		
5520.1	1	2																		
5520.2	1	2																		
5521	1	2																		
5522	1	2																		
5523	1	2																		
5524	1	1	81	3	3	2	4	18	1	74	81	1	63		1		2	2	2	
5525	1	1	81	4	4	2	10	21	2	9	69	1	29		1		9	2	2	
5526	1	2																		
5527	1	2																		
5528	1	2																		
5529	1	2																		
5530	1	2																		
5531	1	1	81	3	3	3	1	29	1	12	12	1	31		1		1	2	1	
5532	1	2																		
5533	1	2																		
5534	1	2																		
5535	1	2																		
5536	1	2																		
5537	1	2																		
5538	1	1	81	3	3	0	1	18	1	12	13	1	1		1		1	2	2	
5539	1	2																		
5540	1	2																		
5541	1	1	81	3	3	2	7	30	2	16	82	1	1		1		3	2	2	
5542	1	2																		
5543	1	1	81	2	5	0	8	16	1	5	13	1	1		1		1	1	2	
5544	1	2																		
5545	1	2																		
5546	1	2																		
5547	1	2																		
5548	1	1	81	1	2	0	1	48	1	9	13	1	1		1		1	3	2	
5550.1	1	2																		
5550.2	1	2																		
5551	1	2																		
5552	1	2																		
5553	1	2																		
5554	1	2																		
5555	1	2																		
5556	1	2																		
5557	1	1	81	3	3	2	6	31	1	9	7	1	26		1		1	2	1	
5557	1	1	82	5	3	0	1	23	1	12	7	1	1		1		1	2	2	
5558	1	2																		
5559	1	2																		
5560	1	1	81	2	3	0	6	19	1	12	81	1	34		1		2	2	2	
5561	1	2																		
5562	1	2																		
5563	1	2																		
5564	1	2																		
5565	1	2																		
5566	1	2																		
5567	1	2																		
5568	1	2																		
5569	1	2																		
5570	1	2																		
5571	1	2																		
5573	1	2																		
5574	1	2																		
5575	1	1	81	1	2	1	11	43	1	99	11	1	1		1		9	1	1	
5576	1	2																		
5577	1	2																		
5578	1	2																		
5579	1	2																		
5580	1	2																		
5581	1	1	81	1	11	1	0	40	1	10	12	1	1		1		1	1	1	
5582	1	2																		
5583	1	2																		
5584	1	2																		
5585	1	2																		
5586	1	2																		
5587	1	2																		
5588	1	2																		
5589	1	2																		
5590	1	2																		
5591	1	2																		
5592	1	1	81	5	3	1	4	18	1	10	1	1	1		1		8	3	1	
5593	1	2																		
5594	1	2																		
5595	1	2																		
5596	1	2																		
5598	1	2																		
5599	1	2																		
5600	1	1	81	3	3	1	9	16	1	8	13	1	1		1		1	2	1	
5601	1	2																		
5602	1	2																		
5603	1	2																		
5604	1	2																		
5605	1	2																		
5606.1	1	2																		
5606.2	1	2																		
5607	1	2																		
5608	1	2																		
5609	1	2																		
5610	1	2																		
5611	1	2																		
5612	1	2																		
5613	1	2																		
5614	1	2																		
5615	1	2																		
5616	1	2																		
5617	1	2																		
5619	1	2																		
5620	1	2																		
5621	1	2																		
5622	1	2																		
5623	1	2																		
5624	1	2																		
5625	1	2																		
5626	1	2																		
5627	1	2																		
5629	1	2																		
5630	1	2																		
5631	1	2																		
5632	1	2																		
5633	1	2																		
5634	1	2																		
5635	1	2																		
5636	1	2																		
5637	1	2																		
5638	1	2																		
5639	1	2																		
5640	1	2																		
5641	1	2																		
5642	1	2																		
5643	1	2																		
5644	1	2																		
5645	1	2																		
5646.1	1	2																		
5646.2	1	2																		
5647	1	2																		
5649	1	2																		
5650	1	2																		
5651	1	2																		
5652	1	2																		
5653	1	2																		
5654	1	2																		
5655	1	2																		
5656	1	2																		
5657	1	2																		
5658	1	2																		
5659	1	2																		
5660	1	2																		
5661	1	2																		
5663	1	2																		
5664	1	2																		
5665	1	2																		
5666	1	2																		
5667	1	2																		
5668	1	2																		
5669	1	2																		
5670	1	2																		
5671	1	2																		
5672	1	2																		
5673	1	2																		
5674	1	2																		
5675	1	2																		
5677	1	2																		
5678	1	2																		
5679	1	2																		
5680	1	2																		
5681	1	2																		
5682	1	2																		
5683	1	2																		
5684	1	2																		
5685	1	2																		
5686	1	1	81	1	2	2	4	32	1	10	23	1	1		1		1	1	1	
5687	1	2																		
5688	1	2																		
5689	1	2																		
5690	1	2																		
5691	1	2																		
5692	1	1	81	3	3	0	7	20	1	12	13	1	18		1		1	1	1	
5693	1	2																		
5694	1	1	81	3	3	2	6	22	1	12	81	1	59		1		2	2	2	
5694	1	1	82	5	3	3	2	15	1	9	81	1	60		1		2	2	2	
5695	1	2																		
5696.1	1	2																		
5696.2	1	2																		
5697	1	1	81	3	3	2	8	22	2	10	81	1	60		1		3	2	2	
5697	1	1	82	5	3	2	1	16	1	4	64	1	18		1		1	2	1	
5698	1	1	81	1	7	0	8	30	2	3	15	1	1		1		1	1	1	
5699	1	2																		
5700	1	1	81	1	2	1	2	33	1	99	22	1	59		1		8	1	1	
5701	1	2																		
5702	1	1	81	4	3	0	2	15	1	3	13	1	1		1		1	1	2	
5703	1	2																		
5704	1	1	81	1	7	2	4	60	1	12	8	1	1		1		8	1	2	
5704	1	1	82	2	11	2	4	48	2	5	9	1	1		1		9	2	2	
5704	1	1	83	3	12	2	4	15	1	8	8	1	1		1		8	2	2	
5705	1	1	81	3	3	1	6	25	1	9	13	2		24	1		1	4	1	
5707	1	2																		
5708	1	2																		
5709	1	2																		
5710	1	1	81	4	3	0	9	16	2	2	82	1	6		1		3	2	2	
5711	1	2																		
5712	1	2																		
5713	1	2																		
5715	1	2																		
5716	1	2																		
5718	1	1	81	3	3	1	3	17	2	6	13	1	1		1		1	1	1	
5718	1	1	82	4	3	1	3	15	2	4	13	1	1		1		1	1	1	
5721.1	1	2																		
5721.2	1	2																		
5722	1	2																		
5723	1	2																		
5724	1	2																		
5725	1	2																		
5726	1	2																		
5727	1	2																		
5728	1	2																		
5729	1	2																		
5730	1	2																		
5731	1	2																		
5732	1	2																		
5733	1	2																		
5734	1	2																		
5735	1	2																		
5736	1	2																		
5737	1	2																		
5738	1	2																		
5739	1	2																		
5740.1	1	1	81	3	3	2	6	21	1	99	50	1	1		1		1	1	1	
5740.2	1	2																		
5741	1	2																		
5742	1	2																		
5743	1	2																		
5744	1	2																		
5745.1	1	2																		
5745.2	1	2																		
5746	1	2																		
5747	1	2																		
5748	1	1	81	1	7	2	10	28	1	16	46	1	32		1		2	1	2	
5749	1	2																		
5750	1	2																		
5751	1	2																		
5752	1	2																		
5753	1	2																		
5754	1	2																		
5755	1	2																		
5756	1	2																		
5757	1	2																		
5758	1	2																		
5759	1	2																		
5760	1	2																		
5761	1	2																		
5762	1	2																		
5763	1	2																		
5764	1	2																		
5765	1	2																		
5766	1	2																		
5767	1	2																		
5769	1	2																		
5770	1	2																		
5771	1	2																		
5772	1	2																		
5773	1	2																		
5774	1	2																		
5775	1	2																		
5776	1	2																		
5777	1	2																		
5778	1	1	81	2	3	2	6	30	1	12	13	1	1		1		1	1	1	
5779	1	2																		
5780	1	2																		
5781	1	2																		
5782	1	2																		
5783	1	2																		
5784	1	2																		
5785	1	2																		
5786	1	2																		
5787	1	2																		
5788	1	2																		
5789	1	2																		
5790	1	2																		
5791	1	2																		
5792	1	2																		
5793	1	2																		
5794	1	2																		
5795	1	2																		
5796	1	2																		
5797	1	2																		
5798	1	2																		
5799	1	2																		
5800	1	2																		
5801	1	2																		
5802	1	2																		
5803	1	2																		
5804	1	2																		
5806	1	2																		
5807	1	2																		
5808	1	2																		
5809	1	2																		
5810	1	2																		
5811	1	2																		
5812	1	2																		
5813	1	2																		
5814	1	2																		
5815	1	2																		
5816	1	2																		
5817	1	2																		
5818	1	2																		
5819	1	2																		
5820	1	2																		
5821	1	2																		
5822	1	1	81	4	3	0	1	15	1	8	13	1	1		1		1	1	2	
5823	1	1	81	2	3	2	1	25	1	99	22	1	1		1		8	1	1	
5823	1	1	82	3	3	2	1	15	2	4	82	1	7		1		3	3	2	
5824	1	1	81	6	3	0	11	19	1	12	13	1	32		1		1	3	1	
5825	1	2																		
5826	1	2																		
5827	1	2																		
5828	1	2																		
5829	1	2																		
5830	1	2																		
5831	1	2																		
5832	1	2																		
5833.1	1	2																		
5833.2	1	2																		
5834	1	2																		
5835	1	2																		
5836	1	2																		
5837	1	2																		
5838	1	2																		
5839	1	2																		
5840	1	2																		
5841	1	2																		
5842	1	2																		
5843	1	2																		
5844	1	2																		
5845	1	2																		
5846	1	2																		
5847	1	2																		
5849	1	2																		
5850	1	2																		
5851	1	2																		
5852	1	2																		
5853	1	2																		
5854	1	2																		
5855	1	2																		
5856	1	2																		
5857	1	2																		
5858	1	2																		
5859	1	2																		
5860	1	2																		
5861	1	2																		
5862	1	2																		
5863	1	2																		
5864	1	2																		
5865	1	2																		
5866	1	2																		
5867	1	2																		
5869	1	2																		
5870	1	2																		
5871	1	1	81	3	4	0	4	30	2	3	13	1	34		1		1	1	1	
5872	1	2																		
5874	1	2																		
5875	1	2																		
5876	1	2																		
5877.1	1	2																		
5877.2	1	2																		
5878	1	2																		
5879	1	2																		
5880	1	2																		
5881	1	2																		
5882	1	2																		
5883	1	2																		
5884	1	2																		
5885	1	2																		
5886	1	2																		
5887	1	2																		
5888	1	2																		
5889	1	2																		
5890	1	2																		
5891	1	2																		
5892	1	2																		
5893	1	2																		
5894	1	2																		
5895	1	2																		
5896	1	2																		
5897	1	2																		
5899	1	2																		
5900	1	2																		
5901	1	2																		
5902	1	2																		
5903	1	2																		
5904	1	2																		
5905	1	2																		
5906	1	2																		
5907	1	2																		
5908	1	2																		
5909	1	2																		
5910	1	2																		
5911	1	2																		
5912	1	2																		
5913	1	2																		
5914	1	2																		
5915	1	2																		
5916	1	2																		
5917	1	2																		
5918.1	1	2																		
5918.2	1	2																		
5919	1	2																		
5920	1	2																		
5921	1	2																		
5922	1	1	81	3	3	2	1	35	1	6	1	2		41	2	1	1	3	1	
5923	1	2																		
5924	1	2																		
5925	1	2																		
5926	1	2																		
5927	1	2																		
5928	1	2																		
5929	1	2																		
5930	1	2																		
5931	1	1	81	1	2	2	6	43	1	4	7	2		20	1		1	1	1	
5932	1	2																		
5933	1	2																		
5934	1	2																		
5935	1	2																		
5936	1	2																		
5937	1	2																		
5938	1	2																		
5939	1	2																		
5941	1	2																		
5942	1	1	81	3	3	0	6	30	1	16	1	1	15		4		1	1	1	
5943	1	2																		
5944	1	2																		
5945	1	2																		
5946	1	2																		
5947	1	2																		
5948	1	2																		
5949	1	2																		
5950	1	2																		
5951	1	1	81	4	7	0	9	38	1	16	12	1	30		1		1	1	2	
5951	1	1	82	5	11	0	9	30	2	16	12	1	30		1		1	1	2	
5951	1	1	83	6	8	0	9	4	2	99	84	1	30		1		1	1	2	
5952	1	2																		
5953	1	2																		
5954	1	2																		
5955	1	2																		
5956	1	2																		
5957	1	2																		
5958	1	1	81	3	3	0	7	20	1	8	1	1	1		1		1	1	1	
5959	1	2																		
5960	1	2																		
5961	1	2																		
5962	1	1	81	1	2	1	2	67	1	8	13	1	29		1		1	1	1	
5963	1	2																		
5964	1	2																		
5965	1	2																		
5966	1	2																		
5967	1	2																		
5968	1	2																		
5969	1	2																		
5970	1	2																		
5971	1	2																		
5972	1	2																		
5973	1	2																		
5974	1	2																		
5975	1	2																		
5976	1	2																		
5977	1	2																		
5978	1	2																		
5979	1	2																		
5980	1	2																		
5981	1	2																		
5982	1	2																		
5983	1	2																		
5984	1	2																		
5985	1	2																		
5986	1	2																		
5987	1	2																		
5988	1	2																		
5989	1	2																		
5990	1	2																		
5991	1	2																		
5992	1	2																		
5993	1	2																		
5994	1	2																		
5995	1	2																		
5996	1	2																		
5997	1	2																		
5998	1	2																		
5999	1	2																		
6000	1	2																		
6002	1	2																		
6003	1	2																		
6004	1	2																		
6005	1	2																		
6006	1	2																		
6007	1	2																		
6008	1	2																		
6009	1	2																		
