a01	q_01	q_02	q_03	q_04	q_05	q_06	q_07	q_08	q_09	q_10	q_11	q_12	q_13	q_14	q_15	q_16	q_17	q_18	q_19	q_20	q_21	sample_type	flag
2932	1	3000		7	0	1	1	2	1	2	5	190.0	1	2	700	5	1000	1		2	2000	3	
2933	1	2500		12	0	1	1	2	1	1	2	180.0	1	4	375	5	600	1		1	450	3	
2934	1	150		4	0	4	2	2	4	1	1	55.0	1	3	62	5	500	1		0		3	
2935	1	150		9	0	3	2	2	4	1	1	288.0	1	2	120	5	0	1		1	40	3	
2936	2	600		30	0	2	2	2	4	1	1	288.0	1	2	80	5	0	1		1	600	3	
2937	1	1000		30	0	2	1	1	1	2	2	540.0	1	2	600	5	0	1		1	1500	3	
2938	1	2000		10	0	1	2	2	4	2	2	488.0	1	2	340	5	0	1		3	200	3	
2939	1	300		10	0	3	2	2	4	2	2	360.0	1	2	119	6	0	1		1	120	3	
2940	1	1000		12	0	2	2	2	4	1	1	288.0	1	2	100	5	0	1		1	70	3	
2941	2	100		15	0	5	5	2	4	1	1	110.0	2			6	0	4	36.0	0		2	
2942	2	300		12	0	4	5	2	4	1	1	175.0	1	3	50	5	0	1		0		2	
2943	1	500		10	3	3	1	2	4	2	2	216.0	1	3	80	9	0	1		0		2	
2944	2	300		10	2	3	1	2	4	1	1	121.0	1	3	50	6	0	1		0		2	
2945	1	400		12	1	3	4	2	4	1	1	162.0	1	3	80	5	0	1		1	60	2	
2946	1	500		5	0	3	1	2	4	3	3	252.0	1	3	122	9	0	1		1	200	2	
2947	1	400		20	0	3	4	2	4	2	2	290.0	1	3	60	5	0	1		1	190	2	
2948	1	300		5	0	3	5	2	4	1	1	180.0	1	3	90	6	0	1		0		2	
2949	1	100		15	0	4	5	2	4	2	2	162.0	1	3	167	9	0	1		1	30	2	
2950	1	200		2	0	2	4	2	4	1	1	144.0	1	2	37	6	0	1		1	40	2	
2951	1	800		30	0	3	4	5	4	2	2	450.0	1	3	100	6	0	1		1	250	2	
2952	1	600		3	0	2	1	1	4	2	5	749.0	1	2	106	6	0	1		2	150	2	
2953	1	500		8	0	2	1	2	1	1	3	244.0	1	3	239	6	0	4	20.0	1	110	2	
2954	1	300		5	0	2	5	2	4	1	1	220.0	2			10	0	4	60.0	0		2	
2955	1	200		5	1	2	1	2	4	1	3	216.0	2			6	0	4	70.0	0		2	
2956	1	1500		0	5	1	1	1	1	1	6	1722.0	1	3	170	6	0	1		1	120	2	
2957	1	100		5	0	2	1	2	1	3	3	720.0	1	3	60	5	0	1		1	200	2	
2958	2	200		3	2	4	1	2	4	3	3	120.0	1	3	40	9	0	1		0		2	
2959	1	200		4	1	3	4	2	4	1	2	156.0	2			5	0	4	24.0	1	150	2	
2960	1	100		14	0	4	4	2	4	2	2	243.0	2			9	0	4	120.0	1	50	2	
2961	1	300		80	0	1	5	2	4	2	4	1000.0	2			5	0	3	45000.0	3	1500	3	1
2962	1	200		65	2	3	1	2	4	1	2	216.0	2			5	0	4	130.0	1	300	3	
2963	1	100		100	0	4	4	2	4	1	2	450.0	2			5	500	4	195.0	0		3	
2964	1	300		82	2	3	1	2	4	1	2	320.0	2			5	360	4	260.0	1	280	3	
2965	1	200		50	0	3	4	2	4	1	1	382.0	2			6	0	4	260.0	0		3	
2966	1	300		60	2	2	1	2	4	1	2	450.0	2			6	0	4	250.0	0		3	
2967	1	2000		62	0	1	1	2	1	1	2	1350.0	2			5	0	3	0.0	0		3	
2968	1	200		110	5	3	10	2	4	1	3	585.0	2			9	0	4	280.0	1	220	3	
2969	1	1000		10	3	2	1	2	1	1	2	1080.0	2			5	0	3	0.0	2	300	3	
2970	1	1500		20	1	1	1	2	1	2	2	1230.0	2			5	500	3	0.0	2	1000	3	
2971	1	150		8	0	3	10	2	4	1	1	412.0	2			5	0	4	140.0	1	100	3	
2972	1	800		110	3	2	1	2	1	2	3	708.0	2			5	600	4	325.0	3	350	3	
2973	1	100		50	1	3	10	2	4	1	1	346.0	2			5	0	4	280.0	0		3	
2974	1	200		22	0	3	1	2	1	1	2	810.0	2			5	0	3	0.0	2	180	3	
2975	1	200		49	0	1	1	2	4	1	2	640.0	2			5	160	4	105.0	0		3	
2976	1	100		9	3	3	5	2	4	1	2	252.0	2			5	400	4	210.0	1	150	3	
2977	1	100		22	0	3	2	2	4	1	1	192.0	2			8	0	4	140.0	1	120	3	
2978	1	200		52	0	2	1	2	4	1	2	420.0	2			5	0	4	140.0	1	80	3	
2979	1	100		36	0	3	2	2	4	1	2	360.0	2			5	400	4	140.0	1	160	3	
2980	1	50		46	0	3	2	2	4	1	2	480.0	2			5	0	4	140.0	1	80	3	
2981	2	240		80	0	3	5	2	4	2	2	220.0	1	3	110	5	300	1		1	30	3	
2982	2	240		20	0	4	5	10	4	1	2	220.5	2			5	0	4	120.0	0		3	
2983	2	1000		68	0	2	1	2	1	2	4	995.0	1	3	200	5	500	1		3	600	3	
2984	2	200		60	1	3	4	2	4	1	2	220.0	2			5	0	4	150.0	0		3	
2985	2	300		72	0	3	4	2	4	2	4	440.0	1	3	108	5	0	1		1	80	3	
2986	2	240		32	0	3	4	2	4	1	2	843.0	1	2	200	5	420	1		1	100	3	
2987	2	200		71	2	3	5	10	4	1	2	220.5	1	2	150	5	0	1		1	80	3	
2988	2	150		110	0	3	5	10	4	1	1	205.0	2			5	0	4	120.0	0		3	
2989	2	100		43	2	2	4	2	4	1	1	324.0	1	4	100	5	0	1		1	10	3	
2990	2	200		100	1	3	4	2	4	1	2	252.0	2			5	240	4	120.0	1	50	3	
2991	2	300		110	0	3	1	2	1	1	2	378.0	1	4	300	5	600	1		2	80	3	
2992	2	500		80	0	2	1	2	1	2	2	782.0	1	4	180	5	0	1		2	250	3	
2993	2	250		110	0	3	4	2	4	1	2	580.0	2			5	0	4	150.0	0		3	
2994	2	100		12	0	3	4	10	4	1	1	135.0	2			5	0	4	70.0	0		3	
2995	2	100		46	0	3	1	2	4	1	2	384.0	1	3	150	5	0	1		1	120	3	
2996	2	200		40	0	3	5	2	4	1	1	168.0	1	2	80	5	300	1		1	200	3	
2997	2	100		35	0	3	4	2	4	1	1	216.0	2			5	0	4	140.0	0		3	
2998	2	100		41	0	3	1	2	4	1	2	400.0	2			5	0	4	105.0	0		3	
2999	2	300		40	0	4	6	10	4	1	2	252.0	2			5	0	4	90.0	0		3	
3000	2	400		60	0	3	1	2	1	1	2	252.0	1	2	130	5	0	1		1	60	3	
3001	1	100		105	0	4	4	2	4	1	3	315.0	2			5	0	4	240.0	1	50	3	
3002	1	1000		10	0	1	1	1	1	1	3	1200.0	2			5	1150	4	560.0	2	1250	3	
3003	1	100		75	0	2	4	2	4	1	2	324.0	2			5	0	4	200.0	0		3	
3004	1	100		62	0	3	4	2	4	1	2	340.0	2			5	0	4	200.0	0		3	
3005	1	100		50	0	3	4	2	4	1	2	324.0	2			5	0	4	110.0	0		3	
3006	1	500		4	0	2	1	2	1	1	2	600.0	2			4	500	4	200.0	1	500	3	
3007	1	100		51	0	3	6	2	4	1	1	244.0	2			5	0	4	105.0	1	90	3	
3008	1	100		41	0	3	5	2	4	1	1	286.0	2			9	0	4	140.0	0		3	
3009	1	500		36	0	2	1	2	1	1	2	600.0	1	2	105	5	0	1		2	400	3	
3010	2	100		52	0	4	10	2	4	1	1	150.0	2			5	0	4	140.0	0		3	
3011	1	100		52	0	3	5	2	4	1	2	192.0	2			5	0	4	140.0	1	200	3	
3012	1	500		46	0	1	1	2	1	1	2	600.0	1	2	150	5	0	1		1	200	3	
3013	1	150		52	0	3	5	2	4	1	2	360.0	2			5	0	4	230.0	1	105	3	
3014	2	120		11	0	3	4	2	4	1	1	220.0	2			5	600	4	210.0	0		3	
3015	1	1500		110	0	1	1	2	1	1	2	1350.0	1	2	300	5	0	1		3	700	3	
3016	1	100		3	1	4	10	2	4	1	1	168.0	2			9	0	4	140.0	1	200	3	
3017	1	500		17	0	2	1	1	1	1	2	420.0	1	2	125	5	0	1		1	120	3	
3018	1	1000		110	1	2	1	2	1	1	3	860.0	1	2	418	5	80	1		2	220	3	
3019	1	1000		34	1	2	1	2	1	1	3	1188.0	1	2	345	5	1000	1		2	250	3	
3020	1	1000		5	1	1	1	1	1	1	3	1000.0	1	2	150	5	520	1		1	200	3	
3021	2	100		5	0	3	4	2	4	1	1	162.0	2			9	0	4	40.0	0		3	
3022	1	200		21	1	3	4	2	4	1	1	427.0	2			9	0	4	105.0	0		3	
3023	1	300		2	0	2	4	2	4	1	2	440.0	2			5	0	4	70.0	0		3	
3024	1	800		120	0	2	1	2	4	2	2	974.0	2			9	0	4	248.0	2	500	3	
3025	1	150		10	0	2	4	2	4	1	1	306.0	2			5	0	4	62.0	1	20	3	
3026	1	400		5	3	2	4	2	4	1	1	598.0	1	2	200	5	750	1		2	300	3	
3027	1	500		8	0	2	4	2	4	1	1	1012.0	1	2	150	9	0	1		1	70	3	
3028	1	200		18	0	3	4	2	4	1	2	150.0	2			8	0	4	210.0	1	125	3	
3029	1	100		37	0	3	4	2	4	1	2	300.0	2			8	0	4	70.0	1	50	3	
3030	1	150		51	0	3	4	2	4	1	2	312.0	2			5	0	4	140.0	0		3	
3031	1	100		37	0	3	4	2	4	1	2	324.0	2			9	0	4	140.0	1	120	3	
3032	1	100		16	0	3	4	10	4	1	1	264.0	2			5	0	4	120.0	0		3	
3033	1	100		8	0	3	4	10	4	2	2	450.0	2			9	0	4	70.0	1	50	3	
3034	1	100		80	2	2	4	2	4	1	2	252.0	2			5	0	4	180.0	1	290	3	
3035	1	100		30	1	4	4	2	4	1	2	320.0	2			5	0	4	300.0	3	400	3	
3036	1	200		50	0	2	4	2	4	2	3	372.0	2			5	400	3	0.0	2	600	3	
3037	1	100		30	2	3	4	2	4	1	1	220.0	2			5	0	4	180.0	1	300	3	
3038	1	100		50	2	4	4	2	4	1	2	198.0	2			5	0	4	240.0	1	250	3	
3039	1	100		10	0	3	4	2	4	1	2	210.0	2			5	300	4	195.0	1	600	3	
3040	1	100		50	0	3	4	2	4	1	2	540.0	2			5	0	4	180.0	1	400	3	
3041	1	9999		3	0	5	5	2	4	1	1	120.0	2			5	0	4	150.0	0		3	
3042	2	300		20	0	4	1	2	4	1	1	120.0	2			5	0	4	80.0	0		3	
3043	1	9999		30	0	5	4	2	4	1	1	80.0	2			9	0	4	20.0	0		3	
3044	1	9999		12	2	4	4	2	4	1	1	120.0	2			9	0	4	60.0	1	100	3	
3045	1	200		15	1	3	2	2	4	1	3	300.0	1	2	417	9	0	1		3	350	3	
3046	2	300		30	0	2	1	2	4	1	2	220.0	2			9	0	4	120.0	1	100	3	
3047	1	400		10	0	3	1	2	4	1	2	480.0	2			9	0	4	120.0	1	50	3	
3048	1	500		15	0	3	4	2	4	1	1	120.0	2			5	0	4	30.0	0		3	
3049	1	200		5	0	4	4	2	4	1	1	150.0	1	2	160	9	0	1		1	150	3	
3050	1	1000		2	0	1	1	2	1	1	2	500.0	1	2	100	5	0	1		1	110	3	
3051	2	300		20	0	4	5	2	4	1	1	100.0	1	2	50	5	0	1		0		3	
3052	1	600		25	0	2	4	2	4	1	1	162.0	1	2	200	5	0	1		1	250	3	
3053	1	300		21	0	3	4	2	4	1	1	200.0	2			5	0	4	60.0	0		3	
3054	1	200		5	0	3	1	2	1	1	2	300.0	2			9	0	4	240.0	1	180	3	
3055	1	300		2	2	2	1	2	4	1	1	486.0	1	2	168	5	0	1		1	100	3	
3056	1	150		1	0	3	5	2	4	1	1	363.0	2			5	350	4	400.0	1	300	3	
3057	1	2000		11	0	1	1	2	1	1	4	1584.0	1	2	450	5	0	1		3	1500	3	
3058	1	500		27	0	2	4	2	4	1	2	760.0	1	2	120	2	450	1		1	20	3	
3059	1	100		7	1	3	5	2	4	1	1	216.0	2			5	150	4	120.0	1	160	3	
3060	1	200		0	0	3	2	2	4	1	1	220.0	2			9	0	4	120.0	0		3	
3061	1	9999		80	3	4	5	2	4	1	1	80.0	2			10	0	4	40.0	1	30	3	
3062	1	100		50	2	3	2	2	4	1	3	320.0	2			10	0	4	130.0	2	300	3	
3063	1	200		50	0	3	1	2	4	1	2	320.0	2			10	0	4	130.0	1	40	3	
3064	1	100		60	2	3	5	2	4	1	2	162.0	2			10	0	4	80.0	0		3	
3065	1	100		4	2	3	5	2	4	1	1	180.0	2			10	0	4	120.0	1	115	3	
3066	1	200		150	0	3	1	2	4	1	2	450.0	2			9	0	4	60.0	0		3	
3067	1	9999		50	2	3	4	2	4	1	2	190.0	2			10	0	4	120.0	0		3	
3068	1	1000		23	0	2	1	2	4	1	3	1052.0	2			5	0	3	0.0	3	500	3	
3069	1	100		51	0	4	5	2	4	1	2	288.0	2			10	0	4	120.0	1	130	3	
3070	1	3000		30	0	2	1	2	1	1	6	2020.0	2			5	500	3	0.0	4	1000	3	
3071	1	300		21	1	2	1	2	4	1	3	810.0	2			5	0	3	0.0	2	150	3	
3072	1	300		20	2	3	5	2	4	1	4	988.0	2			9	0	4	280.0	2	220	3	
3073	2	80		1	1	4	5	2	4	1	1	234.0	2			10	0	4	100.0	0		3	
3074	1	200		12	2	2	1	2	4	1	2	875.0	2			9	0	4	250.0	1	15	3	
3075	1	200		41	0	3	5	2	4	1	2	200.0	2			9	0	4	150.0	1	45	3	
3076	1	100		21	0	3	5	2	4	1	1	120.0	2			9	0	4	60.0	1	200	3	
3077	1	200		21	0	3	5	2	4	1	1	200.0	2			5	0	3	0.0	1	200	3	
3078	1	1000		46	0	1	1	2	1	2	3	400.0	2			5	0	3	0.0	3	220	3	
3079	1	300		61	0	3	1	2	4	1	2	400.0	2			5	0	3	0.0	2	120	3	
3080	1	500		31	0	1	1	2	1	1	2	300.0	2			8	0	4	140.0	1	70	3	
3081	1	200		24	0	3	4	2	4	2	3	360.0	1	1	180	9	0	1		3	900	3	
3082	1	100		100	1	3	4	2	4	1	2	220.0	2			9	0	4	600.0	2	1200	3	
3083	1	100		50	0	3	4	2	4	1	2	220.0	2			9	0	4	130.0	1	100	3	
3084	1	150		25	0	3	4	2	4	2	3	412.0	1	2	96	9	0	1		2	800	3	
3085	1	100		25	0	3	4	2	4	1	2	320.0	2			9	0	4	65.0	1	250	3	
3086	1	200		20	0	2	1	2	1	1	2	330.0	2			9	0	4	260.0	1	150	3	
3087	1	2400		10	0	3	1	2	1	2	4	640.0	2			9	0	4	60.0	2	200	3	
3088	1	100		12	0	3	2	2	4	1	1	180.0	1	2	65	9	0	1		1	160	3	
3089	1	100		21	0	3	4	2	4	1	2	216.0	1	2	96	8	0	1		0		3	
3090	1	200		51	0	2	4	2	4	1	2	450.0	1	2	156	9	0	1		2	80	3	
3091	1	100		40	0	4	4	2	4	1	1	120.0	1	2	192	8	0	1		0		3	
3092	1	150		2	0	3	5	2	4	1	2	352.0	1	2	125	8	0	1		1	80	3	
3093	1	150		12	0	3	4	2	4	1	1	240.0	1	2	106	8	0	1		0	90	3	
3094	1	100		39	1	3	1	2	4	1	2	504.0	1	2	168	9	0	1		2	40	3	
3095	1	300		10	0	3	4	2	4	1	1	288.0	1	2	125	5	0	1		1	300	3	
3096	1	500		12	2	3	4	2	4	2	3	670.0	1	2	160	5	0	1		0		3	
3097	1	120		12	4	3	4	2	4	1	1	192.0	1	2	110	9	0	1		0		3	
3098	1	200		15	2	3	4	2	4	1	1	470.0	1	2	100	5	0	1		0		3	
3099	1	400		12	3	3	4	2	4	1	2	982.0	2			9	0	4	248.0	1	100	3	
3100	1	2000		50	2	1	1	2	1	1	3	1060.0	1	2	250	5	0	1		1	400	3	
3101	1	200		42	2	3	4	10	4	1	1	315.0	2			9	0	4	90.0	1	200	3	
3102	1	400		2	0	3	5	2	4	1	2	252.0	2			5	0	4	60.0	1	150	3	
3103	1	400		26	0	2	4	2	4	1	3	608.0	2			9	0	4	180.0	2	300	3	
3104	1	200		26	0	3	10	2	4	1	1	268.0	2			9	0	4	90.0	1	100	3	
3105	1	300		81	6	3	4	2	4	1	2	488.0	1	4	110	9	0	1		2	600	3	
3106	2	150		4	0	3	4	2	4	1	1	342.0	2			9	0	4	92.0	0		3	
3107	1	400		4	2	2	1	2	1	1	3	472.0	2			5	0	4	210.0	3	1000	3	
3108	1	300		2	0	2	4	2	4	1	2	540.0	2			9	0	3	0.0	1	500	3	
3109	1	100		50	0	3	4	2	4	1	2	600.0	2			9	0	4	128.0	0		3	
3110	1	396		100	0	3	4	2	4	1	1	225.0	2			9	0	4	195.0	1	60	3	
3111	1	100		40	2	3	4	2	4	1	1	120.0	2			9	0	4	50.0	0		3	
3112	2	100		50	1	3	4	2	4	1	1	120.0	2			9	0	4	50.0	0		3	
3113	1	300		50	1	3	4	2	4	1	2	240.0	1	2	225	5	500	1		1	500	3	
3114	1	100		32	2	4	4	2	4	2	2	620.0	2			9	0	4	15.0	1	120	3	
3115	1	100		40	0	3	4	2	4	1	1	396.0	2			9	0	4	105.0	1	50	3	
3116	1	100		40	0	3	4	2	4	1	1	420.0	1	2	100	9	0	1		1	80	3	
3117	1	200		31	0	2	1	2	1	2	2	360.0	1	2	196	5	0	1		2	100	3	
3118	1	200		35	0	2	4	2	4	2	4	560.0	1	2	220	9	0	1		1	150	3	
3119	1	1200		40	0	3	4	2	4	1	1	280.0	1	2	160	9	0	1		1	80	3	
3120	1	1200		40	0	3	5	2	4	1	1	324.0	1	2	100	5	300	1		1	200	3	
3121	1	1000		4	3	2	2	2	4	2	4	1215.0	1	2	118	5	0	1		2	1000	3	
3122	1	500		15	0	4	2	2	4	1	1	325.0	1	2	60	5	0	1		1	500	3	
3123	1	1000		8	7	2	2	2	4	1	2	800.0	1	2	132	5	0	1		1	300	3	
3124	1	1500		20	4	4	2	2	4	1	2	425.0	1	2	120	5	0	1		2	200	3	
3125	1	1000		20	3	3	2	2	4	1	2	320.0	2			5	0	4	80.0	1	150	3	
3126	1	1000		40	5	2	2	2	1	1	3	450.0	1	3	275	3	1700	1		2	300	3	
3127	1	1500		8	0	3	2	2	4	1	3	1200.0	1	2	132	5	200	1		1	300	3	
3128	1	500		3	0	3	2	2	4	2	2	315.0	1	2	95	5	0	1		1	50	3	
3129	1	500		10	3	3	2	2	4	1	1	400.0	1	2	35	5	0	1		1	200	3	
3130	1	1000		20	2	2	2	2	4	2	5	750.0	1	3	300	5	0	1		2	350	3	
3131	1	1000		20	3	2	2	2	4	1	3	515.0	1	3	220	5	300	1		1	100	3	
3132	1	500		15	3	3	2	2	4	1	2	315.0	1	3	92	5	0	1		0		3	
3133	1	500		25	2	3	2	2	4	1	2	315.0	1	2	150	5	0	1		0		3	
3134	1	1000		12	0	2	2	2	4	1	1	360.0	1	2	147	9	0	1		1	300	3	
3135	1	500		8	0	2	2	2	4	1	2	220.0	1	2	228	9	0	1		1	300	3	
3136	1	4000		5	0	1	1	1	1	1	4	1102.0	1	2	640	3	500	1		1	60	3	
3137	1	1000		10	0	1	2	2	1	1	3	360.0	1	2	162	5	0	1		1	200	3	
3138	1	500		1	0	2	2	2	4	1	1	180.0	1	2	90	5	1000	1		2	200	3	
3139	1	1500		20	0	2	2	2	4	2	2	640.0	1	2	200	5	600	1		1	200	3	
3140	1	1500		2	0	1	2	2	4	1	2	504.0	1	2	160	5	0	1		1	200	3	
3141	1	1000		14	1	3	2	2	4	1	2	415.0	1	3	100	5	0	1		2	300	3	
3142	1	1500		3	3	2	2	2	1	1	2	415.0	1	2	120	5	500	1		1	200	3	
3143	1	600		1	3	3	2	2	1	1	2	350.0	1	2	106	5	1000	1		1	500	3	
3144	1	1000		25	0	2	2	2	4	1	2	360.0	1	2	300	5	0	1		2	200	3	
3145	1	500		13	3	3	2	2	4	1	1	315.0	1	2	127	5	500	1		1	80	3	
3146	1	1000		20	3	2	2	2	4	1	2	420.0	1	3	145	5	0	1		2	500	3	
3147	1	500		15	2	3	2	2	4	1	1	216.0	1	2	98	5	400	1		0		3	
3148	1	500		8	3	3	2	2	4	1	1	216.0	1	3	220	5	500	1		1	150	3	
3149	1	500		8	0	3	2	2	4	1	1	180.0	1	2	55	5	0	1		2	200	3	
3150	1	200		10	4	2	1	2	1	1	3	880.0	1	2	800	1		1		1	1000	3	
3151	1	200		15	0	1	2	2	1	2	5	2400.0	1	2	507	5	2000	1		2	1000	3	
3152	1	500		1	0	3	2	2	4	1	2	316.0	1	2	237	5	0	1		2	1500	3	
3153	1	2000		8	4	2	2	2	1	1	2	516.0	1	2	147	5	500	1		1	200	3	
3154	1	3000		12	4	2	2	2	1	1	2	716.0	1	2	551	5	1000	1		2	100	3	
3155	2	300		10	2	4	2	2	4	1	1	124.0	2			5	0	4	50.0	0		3	
3156	1	1000		12	0	1	2	2	1	1	2	140.0	1	2	300	5	500	1		2	100	3	
3157	1	1000		4	0	2	2	2	4	1	2	240.0	1	2	170	5	600	1		2	300	3	
3158	1	1000		15	0	2	2	2	4	1	2	360.0	1	2	110	5	0	1		1	200	3	
3159	1	500		25	2	2	2	2	4	1	1	324.0	1	2	155	5	550	1		1	50	3	
3160	1	1000		25	0	2	2	2	4	1	2	220.0	1	2	152	5	700	1		2	300	3	
3161	1	600		8	0	2	2	2	4	1	2	424.0	1	2	350	5	1100	1		2	600	3	
3162	2	1000		3	4	3	2	2	4	1	1	486.0	1	2	250	5	600	1		1	600	3	
3163	1	500		5	3	4	2	2	4	1	1	212.0	1	2	50	5	500	1		1	250	3	
3164	1	300		2	4	3	2	2	4	1	1	125.0	2			5	300	4	120.0	0		3	
3165	1	1500		17	4	2	2	2	4	1	1	267.0	1	2	52	5	1000	1		1	300	3	
3166	2	200		1	1	2	1	1	1	1	3	1200.0	1	2	150	5	750	1		1	150	3	
3167	1	2000		25	3	3	1	1	1	1	2	415.0	1	3	900	5	800	1		2	500	3	
3168	2	600		3	4	4	2	2	4	1	1	130.0	2			5	0	4	120.0	0		3	
3169	1	500		3	0	2	2	2	4	1	1	240.0	1	2	50	5	0	1		1	100	3	
3170	1	1000		6	2	2	2	2	4	1	3	190.0	1	2	50	5	400	1		0		3	
3171	2	1000		15	3	3	1	1	1	1	2	415.0	1	2	150	5	0	1		2	300	3	
3172	1	1000		5	0	2	1	1	1	1	2	324.0	1	2	140	5	500	1		1	100	3	
3173	1	1000		15	0	3	2	2	4	1	1	270.0	1	2	60	5	0	1		0		3	
3174	1	500		2	0	2	2	2	4	1	1	240.0	2			9	0	4	120.0	1	100	3	
3175	1	1000		8	3	1	2	2	1	1	2	220.0	1	2	250	5	970	1		2	150	3	
3176	1	2000		6	0	2	1	1	1	1	4	520.0	1	2	350	1		1		1	300	3	
3177	1	2000		20	3	2	2	2	1	2	2	625.0	1	2	480	5	500	1		4	600	3	
3178	1	300		30	3	4	2	2	4	2	2	420.0	1	3	120	1		1		1	120	3	
3179	1	3000		20	3	2	2	2	1	3	5	1200.0	1	2	650	5	0	1		4	1000	3	
3180	1	1000		10	0	3	2	2	4	2	4	815.0	1	2	150	5	800	1		4	600	3	
3181	1	3000		30	0	1	2	2	1	3	3	1800.0	1	2	380	5	400	1		1	300	3	
3182	2	416		14	0	3	2	2	4	1	2	325.0	2			5	300	4	200.0	0	150	3	
3183	2	100		11	2	5	2	2	4	2	2	412.0	1	2	50	1		1		0		3	
3184	1	250		15	2	2	2	2	1	1	4	800.0	1	2	360	5	500	1		1	250	3	
3185	1	100		8	4	4	2	2	4	1	1	124.0	1	2	28	5	0	1		1	150	3	
3186	2	333		1	0	3	2	2	4	1	1	124.0	1	2	50	9	0	1		1	50	3	
3187	1	500		10	4	4	5	2	4	1	1	315.0	1	2	130	5	1000	1		2	100	3	
3188	1	1000		20	0	1	2	2	1	2	3	460.0	1	2	352	5	0	1		2	300	3	
3189	1	1000		4	0	2	2	2	4	2	2	420.0	1	2	200	5	850	1		2	300	3	
3190	1	500		1	0	3	2	2	4	1	1	120.0	1	2	130	9	0	1		0		3	
3191	1	1000		30	0	2	2	2	4	2	3	396.0	1	2	127	5	380	1		1	50	3	
3192	1	500		40	0	3	6	2	4	1	1	210.0	1	2	90	5	0	1		1	50	3	
3193	2	1000		12	0	2	2	2	1	1	2	540.0	1	2	162	5	0	1		2	200	3	
3194	3		350	12	0	1	2	2	4	1	1	245.0	2			5	350	4	120.0	1	150	3	
3195	1	500		20	3	3	2	2	4	1	2	315.0	1	3	100	5	0	1		0		3	
3196	1	1000		20	0	3	2	2	4	2	2	620.0	1	2	120	5	500	1		1	150	3	
3197	2	1000		10	0	2	2	2	4	1	2	415.0	1	2	98	5	1000	1		1	50	3	
3198	1	1000		20	2	2	2	2	4	1	2	415.0	1	2	261	5	500	1		1	200	3	
3199	1	500		20	0	3	2	2	4	1	1	216.0	1	3	98	5	0	1		1	100	3	
3200	1	1000		30	0	3	2	2	4	1	2	315.0	1	2	250	5	0	1		0		3	
3201	1	800		10	1	3	4	2	4	1	2	760.0	2			6	12	4	130.0	2	60	3	
3202	1	250		10	0	3	4	2	4	1	1	324.0	2			9	10	4	90.0	1	70	3	
3203	1	400		28	0	3	4	2	4	1	1	324.0	2			9	10	4	130.0	0	40	3	
3204	1	1000		10	0	3	4	2	4	2	2	594.0	2			9	8	4	130.0	2	200	3	
3205	1	400		12	0	3	4	2	4	1	1	365.0	2			9	15	4	130.0	1	100	3	
3206	1	250		13	0	3	4	2	4	1	2	450.0	2			9	10	4	90.0	1	60	3	
3207	2	200		30	0	3	4	2	4	1	1	284.0	2			9	6	4	35.0	1	30	3	
3208	1	600		2	0	2	2	2	4	1	2	360.0	2			9	10	4	65.0	0		3	
3209	1	200		15	1	3	4	2	4	1	1	198.0	2			9	86	4	130.0	1	80	3	
3210	1	3500		12	0	2	1	2	1	3	6	585.0	2			5	8	4	97.0	1	100	3	
3211	1	500		10	1	2	2	2	1	1	1	288.0	1	2	50	5	10	1		2	210	3	
3212	1	300		18	0	3	4	2	4	1	2	445.0	2			9	8	4	65.0	1	20	3	
3213	1	750		20	0	3	4	2	4	1	2	526.0	2			9	10	4	130.0	2	100	3	
3214	1	800		25	0	3	4	2	4	1	2	432.0	2			9	10	4	130.0	1	100	3	
3215	1	1500		18	0	2	1	2	4	1	2	450.0	2			6	14	3	0.0	2	280	3	
3216	2	100		5	0	3	4	2	4	1	1	189.0	2			9	4	4	20.0	0		3	
3217	1	500		14	0	2	4	2	4	1	2	567.0	2			9	6	3	0.0	1	50	3	
3218	1	250		12	0	3	4	2	4	1	1	414.0	2			9	12	4	65.0	1	100	3	
3219	1	200		10	0	3	4	2	4	1	1	189.0	2			9	10	4	90.0	1	60	3	
3220	1	200		14	0	3	4	2	4	1	1	236.0	2			9	10	4	65.0	0		3	
3221	1	200		10	0	2	4	2	4	1	1	162.0	2			9	10	4	100.0	1	60	3	
3222	1	150		15	0	4	4	11	4	1	1	158.0	2			9	6	4	90.0	0		3	
3223	1	300		12	0	3	4	2	4	1	2	162.0	2			9	10	4	80.0	0	30	3	
3224	2	300		14	0	3	4	2	4	1	1	221.0	2			9	8	4	61.0	0	20	3	
3225	2	400		10	0	3	4	2	4	1	1	221.0	2			9	12	4	90.0	1	70	3	
3226	1	300		8	1	3	4	2	4	1	1	180.0	2			9	12	4	65.0	1	180	3	
3227	1	500		13	0	2	2	2	4	1	3	324.0	2			9	10	4	90.0	1	60	3	
3228	1	300		10	0	3	4	2	4	1	1	288.0	2			9	10	4	120.0	1	60	3	
3229	2	600		20	1	2	1	2	4	1	4	450.0	1	3	168	9	10	1		1	100	3	
3230	1	400		20	0	2	2	2	4	1	1	252.0	2			4	410	4	180.0	1	250	3	
3231	2	250		10	3	3	4	2	4	1	3	288.0	2			9	12	4	60.0	0	40	3	
3232	1	300		15	0	4	4	2	4	1	1	256.0	2			9	10	4	60.0	1	20	3	
3233	1	1000		30	0	2	2	2	4	2	4	783.0	2			9	170	4	130.0	1	200	3	
