a01	q_01	q_02	q_03	q_04	q_05	q_06	q_07	q_08	q_09	q_10	q_11	q_12	q_13	q_14	q_15	q_16	q_17	q_18	q_19	q_20	q_21	sample_type	flag
1977	1	300		15	0	4	5	2	4	1	1	100.0	2			6	0	4	55.0	0		3	
1978	1	200		4	0	2	5	2	4	1	1	252.0	2			5	140	4	50.0	0		3	
1979	1	100		7	0	3	10	2	4	1	1	242.0	2			9	0	4	60.0	1	50	3	
1980	2	500		18	0	4	5	2	4	1	2	120.0	2			9	0	4	60.0	1	150	3	
1981	1	200		10	0	3	2	2	4	1	1	332.0	1	2	117	9	0	1		1	100	3	
1982	1	150		3	0	4	6	2	4	1	1	240.0	2			9	0	4	60.0	1	150	3	
1983	1	200		7	0	2	2	2	4	1	1	451.0	2			9	0	4	120.0	1	20	3	
1984	1	100		10	0	2	2	2	4	1	1	332.0	1	2	105	9	0	1		1	150	3	
1985	1	100		17	0	3	5	2	4	1	1	288.0	2			9	0	4	40.0	0		3	
1986	2	100		12	0	2	1	2	4	1	1	342.0	1	2	100	9	0	1		0		3	
1987	1	100		10	0	3	2	2	4	1	1	336.0	2			9	0	4	45.0	0		3	
1988	1	100		12	0	3	2	2	4	1	1	238.0	1	2	108	9	0	1		0		3	
1989	1	1000		70	0	3	2	2	4	1	3	495.0	1	2	200	9	0	1		1	150	3	
1990	1	500		70	0	5	6	2	4	1	1	168.0	1	2	100	9	0	1		1	50	3	
1991	1	1000		50	0	4	2	2	4	1	1	288.0	1	2	90	9	0	1		0		3	
1992	1	300		50	0	5	6	2	4	1	1	210.0	2			9	0	4	130.0	0		3	
1993	1	300		40	0	5	6	2	4	1	1	120.0	2			9	0	4	130.0	1	100	3	
1994	1	400		60	0	5	2	2	4	1	1	324.0	2			9	0	4	130.0	0		3	
1995	1	400		15	0	4	6	2	4	1	1	90.0	2			6	0	4	90.0	0		3	
1996	1	200		15	0	4	6	2	4	1	1	80.0	2			6	0	4	30.0	0		3	
1997	1	300		15	0	4	6	2	4	1	1	90.0	2			6	0	4	90.0	0		3	
1998	1	300		15	0	4	6	2	4	1	2	110.0	2			9	0	4	90.0	0		3	
1999	1	400		6	0	3	2	2	4	1	1	90.0	2			9	0	4	90.0	0		3	
2000	1	400		10	0	4	2	2	4	1	1	90.0	1	4	120	5	200	1		1	150	3	
2001	1	1000		2	0	1	1	2	1	1	3	732.0	1	2	600	1		1		1	60	3	
2002	1	100		15	0	3	2	2	4	1	1	332.0	1	2	70	9	0	1		0		3	
2003	1	200		10	0	2	2	2	4	1	1	282.0	1	2	50	9	0	1		0		3	
2004	1	200		15	0	4	5	2	4	1	1	90.0	1	4	50	6	0	1		0		3	
2005	1	300		10	0	4	2	2	4	1	2	110.0	2			6	0	4	90.0	0		3	
2006	1	300		10	0	4	5	2	4	1	1	80.0	1	4	50	5	0	1		1	100	3	
2007	1	400		40	0	3	2	2	4	1	1	100.0	1	4	100	5	500	1		0		3	
2008	1	700		10	0	3	2	2	1	1	2	120.0	1	4	120	5	200	1		1	350	3	
2009	1	150		15	0	5	5	2	4	1	1	60.0	2			6	0	4	30.0	0		3	
2010	1	1000		50	0	4	2	2	4	1	1	360.0	1	2	100	6	0	1		2	250	3	
2011	1	400		40	0	4	2	2	4	1	1	160.0	1	3	100	9	0	1		1	100	3	
2012	1	200		12	0	2	2	2	4	1	1	334.0	1	2	105	9	0	1		1	60	3	
2013	1	200		12	0	2	2	2	4	1	2	432.0	1	2	105	9	0	1		1	70	3	
2014	1	200		10	0	2	2	2	4	1	2	432.0	1	2	60	9	0	1		0		3	
2015	1	500		20	0	5	2	2	4	1	1	180.0	1	2	50	9	400	1		0		3	
2016	1	600		8	0	4	5	2	4	1	1	180.0	1	3	50	9	0	1		1	50	3	
2017	1	200		16	0	3	5	2	4	1	1	300.0	2			9	0	4	64.0	0		3	
2018	1	500		25	0	4	2	2	4	1	1	300.0	2			9	0	4	130.0	1	200	3	
2019	1	500		40	0	4	2	2	4	1	2	360.0	2			9	0	4	130.0	0		3	
2020	1	300		40	0	5	6	2	4	1	1	180.0	2			9	0	4	65.0	0		3	
2021	1	400		40	0	4	10	2	4	1	1	120.0	1	2	30	9	0	1		0		3	
2022	1	400		40	0	4	4	2	4	1	1	120.0	2			9	0	4	120.0	0		3	
2023	1	500		50	0	3	2	2	4	1	1	252.0	1	2	70	9	0	1		2	300	3	
2024	1	500		18	0	4	2	2	4	1	2	120.0	2			6	0	4	90.0	0		3	
2025	1	400		15	0	4	2	2	4	1	1	90.0	2			5	400	4	120.0	1	200	3	
2026	1	500		15	0	4	2	2	4	1	1	90.0	2			6	0	4	120.0	0		3	
2027	1	100		15	0	4	5	2	4	1	1	400.0	2			9	0	4	80.0	1	20	3	
2028	1	200		7	0	3	5	2	4	1	1	320.0	1	2	75	9	0	1		0		3	
2029	1	200		6	0	2	2	2	4	1	1	248.0	2			6	0	4	50.0	0		3	
2030	1	200		30	1	3	2	2	4	1	1	150.0	1	2	55	6	0	1		1	20	3	
2031	1	1000		60	0	3	2	2	4	1	2	300.0	1	2	110	6	0	1		2	150	3	
2032	1	400		30	0	4	6	2	4	1	1	120.0	2			9	0	4	120.0	0		3	
2033	1	1000		30	0	4	2	2	4	1	3	720.0	1	2	140	6	0	1		1	250	3	
2034	1	400		15	0	4	2	2	4	1	2	120.0	2			6	0	4	60.0	0		3	
2035	1	150		12	0	5	5	2	4	1	1	60.0	2			6	0	4	30.0	0		3	
2036	1	800		20	0	4	2	2	4	1	2	140.0	1	3	107	6	0	1		0		3	
2037	1	200		10	0	3	2	2	4	1	1	232.0	2			9	0	4	45.0	0		3	
2038	1	300		10	0	2	2	2	1	1	1	360.0	2			6	0	4	50.0	0		3	
2039	1	400		12	0	2	2	2	4	2	2	432.0	1	2	180	9	0	1		1	100	3	
2040	1	100		10	0	4	5	2	4	1	1	232.0	2			9	0	4	40.0	0		3	
2041	1	100		12	0	2	2	2	4	1	1	238.0	2			9	0	4	40.0	0		3	
2042	1	200		12	0	2	2	2	4	1	2	632.0	2			9	0	2	120.0	1	140	3	
2043	1	500		40	0	4	2	2	4	1	1	264.0	2			9	0	4	120.0	1	100	3	
2044	1	700		70	0	4	2	2	4	1	1	360.0	2			9	0	4	60.0	0		3	
2045	1	700		20	0	4	2	2	4	1	3	140.0	2			6	400	4	110.0	1	200	3	
2046	1	500		20	0	4	2	2	4	1	1	130.0	2			6	400	4	110.0	0		3	
2047	1	300		10	0	2	2	2	4	2	2	432.0	1	2	105	5	150	1		1	100	3	
2048	1	200		7	0	3	6	2	4	1	1	224.0	2			9	0	4	45.0	0		3	
2049	1	500		20	0	3	2	2	4	1	2	120.0	2			5	1000	3	110.0	1	400	3	
2050	1	500		20	0	3	2	2	4	1	2	120.0	2			5	800	4	110.0	1	200	3	
2051	1	1000		100	0	4	2	2	4	1	1	450.0	2			9	0	2	100.0	1	200	3	
2052	1	1000		20	0	4	2	2	4	1	1	375.0	2			9	0	2	120.0	1	200	3	
2053	1	500		15	0	4	6	2	4	1	1	90.0	2			6	0	4	110.0	1	200	3	
2054	1	500		30	0	2	2	2	4	1	2	585.0	2			5	0	3	0.0	0		3	
2055	1	150		22	0	4	2	2	4	1	1	240.0	2			9	0	4	64.0	0		3	
2056	1	20		18	0	2	2	2	4	1	1	248.0	2			9	0	4	40.0	1	100	3	
2057	1	500		15	0	3	2	2	4	1	2	120.0	2			5	300	4	110.0	2	300	3	
2058	1	1000		100	0	4	2	2	4	1	2	308.0	2			9	0	4	120.0	1	200	3	
2059	1	700		40	0	4	2	2	4	1	1	200.0	2			9	0	2	120.0	0		3	
2060	1	300		20	0	2	2	2	4	1	1	332.0	2			9	0	4	60.0	1	90	3	
2061	1	1000		200	0	3	2	2	4	1	1	375.0	1	2	120	9	0	1		1	100	3	
2062	1	800		40	0	4	2	2	4	1	1	160.0	1	2	250	8	0	1		0		3	
2063	1	800		10	0	4	2	2	4	1	1	450.0	1	2	120	9	0	1		0		3	
2064	1	300		20	0	5	4	2	4	1	1	70.0	2			6	0	4	60.0	0		3	
2065	1	500		15	0	3	2	2	4	1	2	130.0	1	5	112	5	300	1		1	100	3	
2066	1	400		15	0	4	2	2	4	1	2	120.0	1	5	112	6	0	1		0		3	
2067	1	600		15	0	3	2	2	4	1	2	120.0	1	4	118	5	400	1		1	200	3	
2068	1	800		50	0	4	2	2	4	1	2	375.0	1	2	140	9	0	1		1	200	3	
2069	1	700		50	0	4	2	2	4	1	1	240.0	1	2	140	9	0	1		1	150	3	
2070	1	500		3	0	4	2	2	4	1	1	288.0	2			9	0	4	120.0	0		3	
2071	1	500		20	0	3	2	2	4	1	2	120.0	1	5	138	6	300	1		0		3	
2072	1	500		15	0	4	2	2	4	1	2	130.0	1	4	70	6	0	1		0		3	
2073	1	400		10	0	3	2	2	4	1	2	420.0	1	3	300	6	0	1		0		3	
2074	1	200		7	0	3	6	2	4	1	1	232.0	2			9	0	4	40.0	0		3	
2075	1	400		10	0	2	2	2	4	1	2	432.0	1	2	130	5	0	1		1	100	3	
2076	1	400		15	0	2	2	2	4	2	2	532.0	2			5	0	4	60.0	1	100	3	
2077	1	300		7	0	2	2	2	4	1	1	332.0	1	2	193	9	0	1		1	300	3	
2078	1	400		8	0	2	2	2	4	1	2	693.0	1	2	300	1		1		2	400	3	
2079	1	300		20	0	3	2	2	4	1	1	236.0	1	2	130	9	0	1		0		3	
2080	1	2400		9	0	2	2	2	4	1	1	330.0	2			6	0	4	120.0	1	20	3	
2081	1	400		40	2	3	4	2	4	2	2	275.0	1	2	190	6	0	1		2	100	2	
2082	1	900		1	0	2	1	2	4	1	2	405.0	1	3	60	6	0	1		1	300	2	
2083	2	100		25	2	3	4	11	4	1	1	216.0	1	3	50	6	0	1		0		2	
2084	1	100		20	2	3	4	2	4	1	1	216.0	2			5	200	4	70.0	0		2	
2085	1	200		25	1	3	4	11	4	1	1	270.0	2			6	0	4	130.0	1	100	2	
2086	1	1000		3	2	1	1	1	4	1	3	1400.0	1	2	110	5	0	1		3	800	2	
2087	1	300		8	4	2	1	2	1	2	2	210.0	1	2	160	6	0	1		1	200	2	
2088	1	200		10	1	2	4	2	4	1	1	180.0	1	2	80	6	0	1		1	220	2	
2089	1	400		7	1	2	1	2	4	1	2	380.0	1	2	165	5	0	1		1	300	2	
2090	1	200		7	5	2	4	11	4	1	2	220.0	1	2	106	9	0	1		1	100	2	
2091	1	1000		5	0	2	1	2	4	1	3	486.0	1	3	250	1		1		2	400	2	
2092	1	50		20	1	3	4	2	4	1	1	135.0	2			5	300	4	20.0	1	50	2	
2093	2	200		2	2	2	1	2	1	1	3	105.0	2			5	0	4	30.0	0		2	
2094	1	1000		5	0	1	1	2	1	1	3	405.0	1	2	130	6	0	1		1	300	2	
2095	1	800		3	2	2	1	2	4	3	3	385.0	1	2	100	9	0	1		1	500	2	
2096	1	300		20	1	3	4	11	4	1	1	435.0	2			6	0	4	100.0	0		2	
2097	1	300		25	1	3	4	2	4	2	2	330.0	1	2	150	6	0	1		2	250	2	
2098	1	1000		35	3	1	1	1	1	1	1	480.0	1	2	100	5	300	1		1	200	2	
2099	1	800		10	4	1	1	2	4	1	2	432.0	1	2	120	5	200	1		1	200	2	
2100	1	400		40	0	2	3	2	4	2	2	612.0	1	2	120	6	0	1		2	300	2	
2101	1	800		30	1	2	4	11	4	1	2	360.0	1	2	195	6	0	1		2	350	2	
2102	1	1000		2	0	1	1	2	1	1	2	480.0	2			6	0	4	120.0	0		2	
2103	2	150		2	1	3	1	2	4	1	3	162.0	2			5	0	4	40.0	1	20	2	
2104	1	300		10	3	3	4	11	4	1	1	216.0	1	2	50	6	0	1		1	120	2	
2105	1	400		15	2	3	4	11	4	1	2	216.0	1	2	75	6	0	1		1	280	2	
2106	1	200		10	2	3	4	11	4	1	1	216.0	2			6	0	4	130.0	1	150	2	
2107	2	200		22	2	3	4	11	4	1	2	216.0	2			5	0	4	200.0	1	300	2	
2108	2	150		8	1	3	4	2	4	1	1	192.0	1	2	232	5	0	1		0		2	
2109	1	400		15	2	3	1	2	1	1	2	486.0	1	2	250	6	0	1		2	100	2	
2110	1	100		20	0	4	4	11	4	2	2	120.0	2			5	0	4	60.0	1	30	2	
2111	1	400		35	2	2	4	11	4	2	2	218.0	1	2	112	6	0	1		1	150	2	
2112	1	200		8	6	2	1	11	4	1	1	56.0	1	2	300	6	200	1		1	300	2	
2113	1	300		16	1	3	4	11	4	1	1	210.0	2			6	0	4	300.0	1	200	2	
2114	1	1500		20	3	2	1	2	4	2	2	750.0	1	2	250	5	500	1		2	300	2	
2115	1	1000		15	2	1	1	1	1	2	2	520.0	1	2	377	5	100	1		2	500	2	
2116	1	300		1	1	4	3	2	4	1	1	120.0	1	2	200	6	300	1		1	150	2	
2117	1	1000		20	3	1	1	2	1	1	2	252.0	1	2	140	6	0	1		1	250	2	
2118	1	1000		4	3	2	1	1	1	1	2	297.0	1	2	311	6	0	1		2	200	2	
2119	1	1200		5	6	2	1	2	1	1	4	680.0	1	2	152	5	480	1		1	60	2	
2120	1	1200		6	5	1	1	11	1	1	2	350.0	1	2	90	6	0	1		1	250	2	
2121	1	2000		13	2	1	1	2	1	1	4	700.0	1	2	200	5	0	1		2	400	2	
2122	1	800		4	0	1	1	2	4	1	2	430.0	1	2	150	6	0	1		1	100	2	
2123	1	1500		10	1	1	1	2	4	1	3	3200.0	1	2	447	6	0	1		1	300	2	
2124	1	200		10	3	3	3	2	4	1	1	400.0	1	2	100	6	0	1		1	150	2	
2125	1	2000		10	3	1	1	1	1	1	3	3600.0	1	2	240	5	0	1		1	300	2	
2126	1	1200		15	0	1	1	1	1	1	3	810.0	1	3	200	6	0	1		2	600	2	
2127	1	400		2	2	2	1	2	4	1	3	360.0	1	3	100	6	0	1		1	300	2	
2128	1	2000		10	0	2	1	2	1	2	4	864.0	1	3	250	5	0	1		2	800	2	
2129	1	1800		4	1	1	1	1	1	1	2	3000.0	1	2	220	5	210	1		3	700	2	
2130	1	300		35	1	3	4	2	4	3	3	212.0	2			6	0	1		2	80	2	
2131	1	500		8	0	2	1	2	4	2	2	480.0	2			9	0	4	120.0	1	40	2	
2132	1	200		10	5	2	4	2	4	1	1	120.0	1	2	30	9	0	1		1	100	2	
2133	1	300		10	0	3	5	2	4	1	1	315.0	2			5	0	4	180.0	1	30	2	
2134	1	300		1	2	2	1	2	4	1	1	297.0	2			5	500	4	62.0	1	100	2	
2135	1	300		1	2	1	1	2	4	1	3	526.0	2			6	0	4	65.0	1	300	2	
2136	1	400		10	2	2	1	2	4	3	3	280.0	2			9	0	4	50.0	0		2	
2137	1	1000		0	0	1	1	2	1	3	3	750.0	2			9	0	4	120.0	1	100	2	
2138	1	1200		15	4	1	1	2	1	3	3	452.0	1	2	248	5	0	1		2	500	2	
2139	1	200		4	3	3	11	2	4	1	1	220.0	2			9	0	4	60.0	0		2	
2140	1	300		7	1	4	5	9	4	2	2	324.0	1	3	30	6	0	1		2	190	2	
2141	1	200		5	0	3	3	2	4	1	1	180.0	1	3	141	5	0	1		1	30	2	
2142	1	300		20	0	3	4	11	4	1	3	450.0	2			6	0	4	30.0	1	100	2	
2143	1	300		20	0	3	1	2	4	1	1	252.0	2			5	0	4	130.0	2	100	2	
2144	1	200		15	2	3	4	11	4	2	2	261.0	2			6	0	4	90.0	1	120	2	
2145	1	600		1	3	3	1	2	4	2	2	240.0	2			6	0	4	50.0	0		2	
2146	1	500		18	0	3	4	11	4	2	3	648.0	1	3	112	6	0	1		3	800	2	
2147	2	100		3	2	3	4	2	4	1	1	108.0	1	4	50	6	0	1		1	100	2	
2148	2	100		10	3	3	5	2	4	1	1	80.0	2			9	0	4	30.0	0		2	
2149	1	400		5	2	2	4	11	4	1	1	150.0	2			5	120	4	60.0	1	60	2	
2150	1	400		5	2	2	4	2	4	1	1	240.0	1	2	100	6	0	1		0		2	
2151	1	100		30	1	2	4	11	4	1	1	160.0	2			9	0	4	60.0	0		2	
2152	1	500		30	1	2	1	1	1	1	2	640.0	1	2	70	5	0	1		1	20	2	
2153	1	500		10	2	2	1	11	1	1	1	260.0	1	2	150	5	0	1		1	300	2	
2154	1	250		22	3	2	4	2	4	1	1	300.0	2			6	0	4	120.0	0		2	
2155	1	2000		4	1	2	1	2	4	2	2	290.0	1	2	248	5	450	1		1	50	2	
2156	1	500		10	4	3	4	11	4	2	2	220.0	2			6	0	4	80.0	0		2	
2157	1	200		10	2	3	5	11	4	2	2	150.0	2			9	0	4	40.0	1	80	2	
2158	1	200		1	4	3	4	11	4	1	1	190.0	2			5	800	4	240.0	0		2	
2159	1	1000		5	2	3	4	2	4	1	2	210.0	1	2	129	6	0	1		1	400	2	
2160	1	1000		7	0	3	1	2	4	2	2	527.0	1	2	60	6	0	1		1	30	2	
2161	1	1000		15	0	2	3	2	4	3	4	121.5	1	3	122	9	0	1		1	150	2	
2162	1	1000		12	0	2	3	2	4	4	5	432.0	1	3	135	9	0	1		1	200	2	
2163	1	1000		18	0	2	2	2	1	3	4	576.0	1	2	167	6	0	1		2	450	2	
2164	1	200		15	1	3	3	2	4	2	2	486.0	1	3	150	9	0	1		0		2	
2165	1	100		15	0	3	3	2	4	1	1	303.75	2			9	0	4	60.0	1	50	2	
2166	1	500		30	0	3	2	2	4	1	2	445.5	1	3	182	9	0	1		1	500	2	
2167	1	200		5	0	3	3	2	4	1	1	148.5	1	2	200	9	0	1		1	100	2	
2168	1	200		20	0	4	3	2	4	1	1	90.0	2			9	0	4	60.0	0		2	
2169	1	300		20	0	3	3	2	4	2	3	297.0	1	3	150	9	0	1		2	300	2	
2170	1	1000		41	0	3	3	2	4	3	4	598.5	1	3	200	9	0	1		1	900	2	
2171	1	500		30	0	3	3	2	4	3	3	270.0	1	2	122	9	0	1		1	30	2	
2172	1	200		10	0	3	3	2	4	1	3	189.0	2			9	0	4	120.0	1	40	2	
2173	1	200		20	0	3	2	2	4	2	3	432.0	2			9	0	4	60.0	1	50	2	
2174	1	1000		7	0	2	3	2	4	1	1	472.5	1	3	107	9	0	1		2	100	2	
2175	1	1500		3	0	2	2	2	4	2	3	945.0	1	2	175	5	0	1		2	1000	2	
2176	1	1000		4	0	3	2	2	4	3	3	351.0	1	3	120	9	0	1		2	200	2	
2177	1	1000		35	0	3	3	2	4	2	4	252.0	1	3	168	9	0	1		2	200	2	
2178	1	700		4	0	3	2	2	4	3	4	263.0	1	3	112	6	0	1		0		2	
2179	1	300		4	0	4	3	2	4	1	1	121.5	2			9	0	4	60.0	1	150	2	
2180	1	1000		3	0	3	3	2	4	2	3	396.0	1	3	98	9	0	1		0		2	
2181	1	200		26	0	3	2	2	4	1	1	337.5	2			9	0	4	120.0	0		2	
2182	1	200		15	0	3	5	2	4	1	1	432.0	2			6	0	4	120.0	1	70	2	
2183	1	500		17	0	3	2	2	4	3	3	495.0	2			6	0	4	120.0	1	100	2	
2184	1	1000		20	2	3	2	2	4	2	2	180.0	2			6	0	4	240.0	0		2	
2185	1	500		2	0	3	2	2	4	2	3	432.0	2			9	0	4	120.0	1	100	2	
2186	1	300		10	0	4	2	2	4	2	3	121.5	2			9	0	4	120.0	1	100	2	
2187	1	300		5	0	2	1	2	4	1	1	486.0	2			9	0	4	120.0	1	200	2	
2188	1	300		20	0	3	2	2	4	2	3	216.0	2			9	0	4	240.0	0		2	
2189	1	300		4	0	4	5	2	4	1	1	157.5	2			6	0	4	60.0	0		2	
2190	1	200		9999	0	3	2	2	4	1	1	432.0	2			9	0	4	80.0	0		2	
2191	1	100		9999	0	3	5	2	4	1	1	378.0	2			9	0	4	120.0	0		2	
2192	1	500		1	0	3	2	2	4	5	5	630.0	2			6	0	4	120.0	1	60	2	
2193	1	300		27	0	4	9	2	4	3	3	371.0	2			9	0	4	180.0	1	200	2	
2194	1	200		1	0	4	2	2	4	1	1	148.5	2			9	0	4	120.0	1	100	2	
2195	1	500		6	0	4	2	2	4	2	2	189.0	2			9	0	4	300.0	2	500	2	
2196	1	200		9999	0	3	2	2	4	1	1	459.0	2			9	0	4	120.0	1	100	2	
2197	1	200		4	0	3	2	2	4	3	3	432.0	2			9	0	4	120.0	1	50	2	
2198	1	1500		15	0	1	1	1	1	3	4	607.5	2			9	0	4	360.0	2	200	2	
2199	1	1000		16	1	2	3	2	4	1	1	315.0	2			9	0	4	60.0	0		2	
2200	2	200		4	0	3	2	2	4	1	1	486.0	2			9	0	4	180.0	2	300	2	
2201	1	200		15	1	4	4	2	4	1	1	144.0	2			9	0	4	55.0	0		2	
2202	1	500		10	4	3	1	2	4	2	2	324.0	1	2	138	5	0	1		0		2	
2203	1	300		12	1	3	2	2	4	2	2	369.0	1	2	120	5	600	1		1	600	2	
2204	1	500		10	3	2	1	2	1	1	1	162.0	1	2	50	9	0	1		0		2	
2205	1	400		12	0	3	4	2	4	2	2	256.0	1	5	100	5	0	1		2	700	2	
2206	1	200		10	1	2	4	2	4	1	1	135.0	1	5	70	9	0	1		1	200	2	
2207	1	200		15	0	3	4	2	4	1	1	135.0	2			9	0	4	150.0	0		2	
2208	1	300		7	7	3	1	2	4	2	2	288.0	1	4	100	5	550	1		1	350	2	
2209	1	400		12	7	3	4	2	4	1	1	180.0	1	2	100	5	550	1		1	300	2	
2210	1	500		10	0	3	1	2	4	2	2	288.0	1	3	120	6	450	1		0		2	
2211	1	400		25	3	3	4	2	4	2	2	396.0	1	2	50	5	0	1		1	200	2	
2212	1	600		9	0	3	1	2	4	2	2	288.0	1	3	100	5	600	1		1	300	2	
2213	1	400		20	0	3	4	2	4	1	1	252.0	1	4	260	6	0	1		1	400	2	
2214	1	2000		35	0	2	1	2	1	3	3	336.0	1	5	400	5	500	1		3	700	2	
2215	1	1000		10	0	3	1	2	4	2	2	320.0	1	5	150	5	200	1		2	500	2	
2216	1	200		6	0	3	4	2	4	1	1	270.0	2			9	0	4	60.0	0		2	
2217	1	200		20	0	3	4	2	4	2	3	440.0	1	5	50	9	0	1		1	50	2	
2218	1	300		7	0	4	5	2	4	2	2	240.0	1	3	30	5	200	1		1	100	2	
2219	1	500		20	1	3	4	2	4	1	2	264.0	1	4	100	5	0	1		1	200	2	
2220	1	5000		5	0	2	1	1	1	1	4	4000.0	1	2	350	5	0	1		2	500	2	
2221	1	1000		30	2	2	1	1	1	2	3	972.0	1	5	262	5	0	1		1	600	2	
2222	1	1000		2	0	2	1	1	1	2	3	1470.0	1	5	110	5	0	1		0		2	
2223	1	200		12	4	4	5	2	4	1	1	105.0	1	2	60	5	0	1		0		2	
2224	1	1500		5	0	2	1	2	1	3	3	432.0	2			6	0	1		4	800	2	
2225	1	200		22	1	4	4	2	4	2	2	272.0	1	5	60	9	0	1		1	200	2	
2226	1	200		8	1	4	4	2	4	2	2	135.0	2			5	0	4	40.0	0		2	
2227	1	4000		20	1	2	1	2	1	6	8	6480.0	1	5	380	5	0	1		5	1000	2	
2228	1	1000		4	0	2	1	1	1	2	2	105.0	1	2	297	6	0	1		2	300	2	
2229	1	300		12	1	3	4	2	4	1	1	90.0	1	3	128	6	0	1		1	200	2	
2230	1	300		15	2	4	5	2	4	1	1	112.0	2			9	50	4	30.0	1	400	2	
2231	1	1000		1	1	3	1	2	4	3	4	1989.0	1	3	60	5	300	1		1	90	2	
2232	1	300		4	2	3	4	2	4	1	1	108.0	1	2	80	6	200	1		0		2	
2233	1	300		60	1	4	1	2	1	2	2	540.0	1	2	136	6	0	1		2	300	2	
2234	1	300		10	0	3	2	2	4	2	2	162.0	1	2	128	6	0	1		2	150	2	
2235	1	1000		1	0	2	1	2	4	3	4	562.0	1	2	200	6	0	1		2	300	2	
2236	1	2000		10	0	2	1	1	1	3	4	391.0	1	5	360	6	0	1		1	300	2	
2237	1	500		35	0	4	4	2	4	2	2	168.0	1	2	60	6	0	1		1	200	2	
2238	1	300		3	3	3	4	2	4	2	2	384.0	2			9	0	4	100.0	1	500	2	
2239	2	100		12	2	3	4	2	4	1	1	35.0	1	2	40	6	200	1		1	200	2	
2240	1	200		1	0	4	5	2	4	1	1	90.0	1	3	90	9	0	1		0		2	
2241	1	2000		11	0	3	4	2	4	2	3	792.0	2			5	0	4	100.0	1	100	2	
2242	1	300		4	2	2	4	2	4		1	216.0	1	4	80	9	0	1		1	300	2	
2243	1	500		10	0	2	2	2	4	2	2	360.0	1	5	108	5	0	1		1	300	2	
2244	1	3000		6	0	1	1	1	1	2	6	1000.0	1	5	270	5	250	1		2	300	2	
2245	1	400		10	0	3	4	2	4	1	1	252.0	1	4	30	5	0	1		0		2	
2246	1	500		9	0	3	3	2	4	2	2	252.0	1	4	153	5	0	1		1	100	2	
2247	1	500		30	0	3	4	2	4	2	2	360.0	1	2	112	1		1		1	200	2	
2248	1	9999		27	1	4	4	2	4	1	1	192.0	1	2	50	6	0	1		0		2	
2249	1	1000		50	3	3	4	2	4	2	4	1350.0	2			5	0	4	250.0	1	100	2	
2250	1	500		15	0	3	4	2	4	2	2	252.0	1	2	140	5	0	1		1	300	2	
2251	1	400		14	0	3	4	2	4	1	1	144.0	1	2	214	5	0	1		1	300	2	
2252	1	400		40	3	3	4	2	4	1	1	189.0	2			9	0	4	60.0	0		2	
2253	1	500		50	1	3	4	2	4	1	2	288.0	1	2	170	9	0	1		1	60	2	
2254	1	200		2	0	4	6	2	4	1	1	210.0	2			9	0	4	80.0	1	20	2	
2255	1	300		2	2	2	6	2	4	1	1	157.0	1	4	50	9	300	1		0		2	
2256	1	200		18	1	4	4	2	4	1	1	150.0	2			5	0	4	110.0	0		2	
2257	1	1000		9	0	3	4	2	4	1	3	531.0	1	2	335	5	0	1		1	100	2	
2258	1	300		13	0	3	4	2	4	2	2	440.0	1	3	98	9	300	1		1	230	2	
2259	1	500		20	0	4	2	2	4	1	1	252.0	2			9	0	4	90.0	2	200	2	
2260	1	1000		9	0	3	4	2	4	2	2	445.0	1	3	130	9	0	1		0		2	
2261	1	2000		19	0	1	1	2	1	1	3	336.0	2			5	0	3	0.0	1	300	3	
2262	1	100		8	0	3	2	2	4	1	2	162.0	2			5	0	4	90.0	0		3	
2263	1	800		40	0	4	5	2	4	2	2	477.0	2			5	400	3	0.0	1	40	3	
2264	1	300		9999	1	3	4	2	4	1	1	121.5	2			5	0	4	60.0	0		3	
2265	1	700		20	0	2	2	2	4	1	1	126.0	2			5	300	3	0.0	1	200	3	
2266	1	600		28	2	3	4	2	4	1	3	540.0	2			5	400	5	130.0	1	150	3	
2267	1	1000		42	0	3	4	2	4	1	2	240.0	2			5	0	4	180.0	1	400	3	
2268	1	400		25	1	1	4	2	4	1	1	288.0	2			5	0	4	97.0	0		3	
2269	1	300		9999	1	3	4	2	4	1	1	180.0	2			5	0	4	60.0	0		3	
2270	1	300		30	0	3	4	2	4	1	2	240.0	2			5	0	4	455.0	0		3	
2271	1	500		26	0	3	4	2	4	1	2	230.0	2			5	0	4	200.0	2	180	3	
2272	1	200		30	0	3	3	2	4	1	1	150.0	2			5	0	3	835.0	0		3	
2273	1	1000		15	1	3	4	2	4	1	2	288.0	2			5	500	3	0.0	0		3	
2274	1	200		9999	1	4	5	10	4	1	1	192.0	2			5	0	4	90.0	0		3	
2275	1	100		21	0	4	5	2	4	1	1	150.0	2			5	0	4	136.0	0		3	
2276	1	200		13	0	3	4	2	4	1	2	200.0	2			5	0	4	136.0	0		3	
2277	1	100		27	0	4	5	2	4	1	1	100.0	2			5	0	4	68.0	0		3	
2278	1	100		23	0	4	5	2	4	1	1	120.0	2			5	0	4	128.0	0		3	
2279	1	150		14	0	4	5	2	4	1	1	120.0	2			5	0	4	140.0	0		3	
2280	1	200		5	0	3	5	2	4	1	2	240.0	2			5	0	4	140.0	1	50	3	
2281	1	200		30	0	2	4	9	4	1	1	100.0	2			6	0	4	100.0	1	200	2	
