a01	mid	b2_01	b2_02	b2_03	b2_04	b2_05	b2_06	b2_07	b2_08	b2_09	b2_10	b2_11	b2_12a	b2_12b	b2_13	b2_14	sample_type
5113	4	1		2004	1	2	1.0	1	1	7	8	2	7		9999		3
5113	5	1		2009	1	1	1.0	1	1	1	3	2	1		9999		3
5113	6	1		2011	1	1	1.0	2	1	5	1	2	5		9999		3
5114	5	1		2003	1	2	1.0	1	1	1	9	2	1		9999		3
5114	6	1		2003	1	2	1.0	1	1	1	9	2	1		9999		3
5114	7	1		2006	1	2	1.0	1	1	7	6	2	7		9999		3
5117	3	1		2003	1	2	1.0	1	1	1	9	2	1		9999		3
5118	3	1		2011	1	1	0.25	2	1	1	1	2	1		9999		3
5118	4	1		2011	1	1	0.25	2	1	5	1	2	5		9999		3
5119	3	1		2010	1	1	0.5	1	1	5	2	2	5		9999		3
5119	4	1		2011	1	1	0.5	2	1	1	1	9					3
5119	5	2	1														3
5121	3	1		2005	1	2	0.5	1	1	7	7	2	7		9999		3
5121	4	1		2007	1	7	1.0	1	1	5	5	2	5		9999		3
5121	5	1		2008	1	7	1.0	1	1	5	4	2	5		9999		3
5121	6	1		2011	1	1	0.5	2	1	1	1	9					3
5124	3	1		2001	1	2	0.5	2	2				1		2009	11	3
5124	4	1		2010	1	1	0.5	1	1	1	2	2	1		9999		3
5126	3	1		2009	1	1	0.5	1	1	1	3	2	1		9999		3
5126	4	1		2010	1	1	0.5	1	1	5	2	2	5		9999		3
5126	5	1		2011	1	1	0.5	2	1	1	1	9					3
5126	9	1		2007	1	1	0.5	1	1	1	5	2	1		9999		3
5126	10	1		2009	1	1	0.5	1	1	5	3	2	5		9999		3
5126	11	1		2002	1	2	0.5	1	1	7	10	2	7		9999		3
5127	5	1		2006	1	1	0.25	1	1	1	6	2	1		9999		3
5128	3	1		2006	1	7	0.25	1	1	1	6	2	1		9999		3
5130	3	1		2004	1	1	0.25	2	2				1		2005	6	3
5130	4	1		2010	1	1	0.25	1	1	1	2	2	1		9999		3
5130	5	1		2010	1	1	0.25	1	1	5	2	2	5		9999		3
5131	3	1		2008	1	7	0.25	1	1	1	4	1	1		9999		3
5133	8	1		2004	1	1	1.0	1	1	1	8	2	1		9999		3
5133	9	1		2008	1	1	1.0	1	1	1	4	2	1		9999		3
5135	4	1		2004	1	7	0.25	1	1	1	8	1	1		9999		3
5135	5	1		2006	1	2	0.5	1	1	1	6	1	5		9999		3
5136	2	1		2004	1	2	0.25	1	1	1	8	2	1		9999		3
5136	3	1		2005	1	2	0.25	1	1	1	7	2	1		9999		3
5136	4	1		2008	1	1	0.25	1	1	1	4	2	1		9999		3
5136	5	1		2011	66	3	3.0	2	1	1	66	9					3
5137	2	1		2001	1	2	0.5	1	1	1	10	2	1		9999		3
5137	3	1		2008	1	1	0.5	1	1	1	4	2	1		9999		3
5137	4	1		2010	1	1	0.5	1	1	5	2	2	5		9999		3
5139	4	1		2003	1	7	0.5	2	2				1		2007	9	3
5139	5	1		2010	66	1	0.5	1	1	5	1	2	5		9999		3
5139	6	1		2009	1	1	0.5	1	1	1	3	2	1		9999		3
5140	3	1		2007	1	1	0.5	1	1	1	5	2	1		9999		3
5140	4	1		2009	1	1	0.5	1	1	5	3	2	5		9999		3
5141	3	1		2009	77	8	0.5	1	2				1		2011	9	3
5141	4	2	1														3
5142	3	1		2007	1	1	0.25	1	2				1		2011	9	3
5145	5	1		2009	1	1	1.5	1	1	1	3	2	1		9999		3
5145	6	1		2008	77	8	0.25	1	1	1	77	2	1		9999		3
5146	4	1		2002	1	1	1.0	2	2				1		2006	9	3
5146	5	1		2007	77	8	0.25	1	1	1	77	1	1		9999		3
5146	6	1		2008	77	8	0.25	1	1	1	77	1	1		9999		3
5146	7	1		2011	66	6	0.25	2	1	1	66	9					3
5147	6	1		2002	1	1	1.0	2	2				1		2007	9	3
5148	3	1		2010	1	1	0.5	1	1	1	2	2	1		9999		3
5149	3	1		2005	1	1	0.5	2	2						2007	9	3
5149	4	1		2009	1	1	0.5	1	1	5	3	2	5		9999		3
5149	5	1		2010	1	7	0.5	1	1	1	2	2	1		9999		3
5149	6	1		2010	66	7	0.5	1	1	1	1	2	1		9999		3
5151	3	1		2007	1	7	0.5	1	1	1	5	2	1		9999		3
5151	4	1		2008	1	1	0.25	1	1	5	4	2	5		9999		3
5151	5	1		2009	1	7	0.5	1	1	1	3	2	1		9999		3
5151	6	1		2010	1	1	0.25	1	1	1	2	2	1		9999		3
5153	3	1		2008	1	1	0.254	1	1	5	3	1	5		9999		3
5153	4	2	1														3
5155	3	1		2008	1	1	0.25	1	1	5	2	2	5		9999		3
5155	4	2	1														3
5157	3	2	5														3
5158	5	1		2003	1	7	0.5	2	2						2009	6	3
5158	6	1		2007	66	7	0.5	1	1	1	4	2	1		9999		3
5158	7	1		2011	1	1	0.5	2	1	1	1	9					3
5158	8	1		2010	66	1	0.5	1	1	5	1	2	5		9999		3
5159	6	1		2002	1	2	1.0	1	2				1		2010	9	3
5159	7	1		2003	1	2	1.0	1	1	7	9	2	7		9999		3
5159	8	1		2010	1	1	0.5	1	1	5	3	2	5		9999		3
5160	5	1		2009	1	1	0.5	1	1	1	3	2	1		9999		3
5162	3	1		2010	1	7	0.25	1	1	1	2	2	1		9999		3
5163	2	1		2004	1	7	0.25	1	1	1	7	2	1		9999		3
5164	4	1		2004	1	7	0.25	1	1	1	7	1	1		9999		3
5166	3	1		2002	1	2	1.5	1	1	1	9	2	1		9999		3
5166	4	1		2004	1	2	1.5	1	1	7	8	2	7		9999		3
5166	5	1		2008	1	1	0.25	1	1	1	4	2	1		9999		3
5168	4	1		2002	1	1	0.25	2	2				1		2007	5	3
5168	6	1		2011	66	1	0.25	2	1	5	1	9					3
5169	2	1		2003	1	7	0.25	1	1	1	9	2	1		9999		3
5169	3	1		2008	1	7	0.25	1	1	1	4	2	1		9999		3
5169	4	1		2010	1	1	0.25	1	1	5	2	2	5		9999		3
5173	3	1		2009	1	1	0.5	1	1	1	3	2	1		9999		3
5173	4	1		2010	1	1	0.5	1	1	5	2	2	5		9999		3
5174	4	1		2002	1	2	0.5	1	1	1	10	2	1		9999		3
5175	3	1		2011	1	1	0.5	2	1	1	1	9					3
5176	5	1		2001	1	2	1.5	1	1	1	10	2	1		9999		3
5176	6	1		2001	1	2	1.5	2	2				1		2006	3	3
5176	7	1		2008	77	10	2.0	1	1	1	77	1	1		9999		3
5176	8	1		2007	1	1	0.5	1	1	5	5	2	5		9999		3
5177	3	1		2003	1	2	1.0	1	1	1	9	2	1		9999		3
5177	4	1		2006	1	1	1.0	1	1	1	6	2	1		9999		3
5179	4	1		2009	1	1	1.5	1	1	5	3	2	5		9999		3
5179	5	1		2010	66	1	1.5	1	1	1	1	2	1		9999		3
5181	3	2	1														3
5182	3	1		2007	1	1	0.25	1	1	1	5	2	1		9999		3
5182	4	1		2009	1	1	0.25	1	1	1	3	2	1		9999		3
5182	5	1		2010	1	1	0.25	1	1	5	2	2	5		9999		3
5182	6	2	1														3
5182	7	2	1														3
5183	2	1		2001	1	2	10.0	1	1	1	10	2	1		9999		3
5183	3	1		2004	1	2	2.0	1	1	1	8	2	1		9999		3
5183	4	1		2009	1	7	2.0	1	1	1	3	2	1		9999		3
5184	2	2	3														3
5185	3	1		2010	1	7	1.0	1	1	1	2	2	1		9999		3
5185	4	1		2011	1	7	1.0	2	1	1	1	9					3
5187	3	1		2008	1	5	1.0	1	1	1	4	2	1		9999		3
5187	4	1		2009	1	1	1.0	1	1	1	3	2	1		9999		3
5187	5	1		2010	1	1	1.0	1	1	5	2	2	5		9999		3
5188	3	1		2001	1	2	1.5	1	1	1	10	2	1		9999		3
5188	4	1		2009	1	1	0.25	1	1	5	3	2	5		9999		3
5189	3	1		2002	1	1	0.25	2	2				1		2006	12	3
5189	4	1		2009	1	1	0.25	1	1	1	3	2	1		9999		3
5189	5	1		2010	1	1	0.25	1	1	5	2	2	5		9999		3
5189	6	1		2011	1	1	0.25	2	1	1	1	9					3
5190	4	1		2002	1	1	0.25	2	2				1		2006	9	3
5191	3	2	2														3
5191	4	1		2009	1	1	0.25	1	1	1	3	2	1		9999		3
5191	5	2	1														3
5192	4	1		2005	1	1	0.5	1	1	1	7	2	1		9999		3
5193	3	1		2008	1	1	0.5	1	1	1	4	2	1		9999		3
5193	4	1		2009	1	1	0.5	1	1	1	3	2	1		9999		3
5193	5	1		2011	1	1	0.5	1	1	5	1	9					3
5194	3	1		2001	1	2	1.5	1	1	1	10	1	1		9999		3
5194	4	1		2001	1	2	0.25	2	2				1		2006	9	3
5194	5	1		2007	1	1	0.25	1	1	5	5	2	5		9999		3
5196	3	1		2002	1	2	1.5	2	2				1		2008	9	3
5196	4	1		2006	1	2	1.5	1	1	7	6	2	7		9999		3
5196	10	1		1999	1	9	9.0	1	1	1	12	2	1		9999		3
5197	4	1		2004	1	2	1.5	1	1	1	8	2	1		9999		3
5197	5	1		2009	1	1	0.25	1	1	1	3	2	1		9999		3
5197	6	1		2010	1	1	0.25	1	1	5	2	2	5		9999		3
5198	3	1		2010	1	1	1.0	1	1	1	2	2	1		9999		3
5198	4	1		2010	1	1	1.0	1	1	1	2	2	1		9999		3
5198	5	2	1														3
5199	3	1		2008	1	1	1.0	1	1	1	4	2	1		9999		3
5199	4	1		2011	1	1	1.0	1	1	5	1	2	5		9999		3
5199	5	1		2011	1	1	1.0	1	1	1	1	2	1		9999		3
5199	6	2	1														3
5201	2	1		2009	1	2	0.25	1	1	5	3	2	5		9999		3
5202	4	1		2006	1	2	0.25	2	2				1		2009	9	3
5202	5	2	1														3
5202	6	1		2008	1	2	0.25	2	2				1		9999		3
5202	7	1		2010	1	2	0.25	2	2				1		9999		3
5202	8	1		2010	1	2	0.25	2	2				5		9999		3
5203	7	1		2003	1	2	0.25	2	2				1		2009	5	3
5205	3	1		2007	1	2	0.25	1	1	1	3	2	1		9999		3
5205	4	1		2007	1	2	0.25	1	1	5	3	2	5		9999		3
5206	3	1		2010	1	2	0.5	1	1	5	2	2	5		9999		3
5206	4	1		2011	1	2	0.5	2	1	1	1	9					3
5207	2	1		2002	1	1	4.0	1	1	1	10	2	1		9999		3
5208	5	1		2010	1	2	1.0	1	1	5	2	2	5		9999		3
5209	3	1		2005	1	7	0.5	2	2				1		2007	9	3
5210	4	1		2005	1	1	1.5	2	2				1		2010	10	3
5210	5	1		2008	1	1	1.5	1	1	1	4	2	1		9999		3
5210	6	2	1														3
5213	7	1		2000	1	2	1.5	2	2				1		2009	10	3
5213	8	1		2007	1	2	1.5	1	1	1	5	2	1		9999		3
5214	4	2	2														3
5216	3	1		2003	1	2	1.5	2	2				1		2009	9	3
5216	4	1		2009	77	8	0.25	1	1	1	77	2	1		9999		3
5217	3	1		2003	77	8	0.25	2	2				1		2006	9	3
5217	4	1		2009	1	2	0.25	1	1	1	3	2	1		9999		3
5217	5	1		2011	1	2	0.25	2	1	5	1	9					3
5218	3	1		2005	1	2	0.5	1	1	1	7	2	1		9999		3
5218	4	1		2008	1	2	0.5	1	1	1	4	2	1		9999		3
5219	3	1		2000	1	2	0.5	1	1	7	10	2	7		9999		3
5219	4	1		2002	1	2	0.5	1	1	7	10	2	7		9999		3
5219	5	1		2010	1	2	0.5	1	1	5	2	2	5		9999		3
5222	7	2	10														3
5223	4	1		2005	1	7	2.0	1	1	1	7	2	1		9999		3
5224	6	1		2006	1	7	1.0	1	1	1	6	2	1		9999		3
5224	7	1		2009	1	1	0.5	1	1	5	3	2	5		9999		3
5224	8	1		2001	1	7	1.0	1	1	7	10	2	7		9999		3
5224	9	1		2005	1	7	1.0	1	1	7	7	2	1		9999		3
5224	10	1		2011	1	1	0.5	2	1	1	1	9					3
5225	3	1		2004	1	1	1.0	2	2				1		2007	9	3
5225	4	1		2007	1	1	1.0	2	2				1		2010	9	3
5225	5	1		2010	66	1	1.0	1	1	1	1	2	1		9999		3
5226	5	1		2001	1	1	1.0	2	2				1		2007	9	3
5226	6	1		2002	1	1	1.0	2	2				1		2007	9	3
5226	7	1		2007	1	7	2.0	1	1	1	5	2	1		9999		3
5226	8	1		2011	1	1	1.0	2	1	1	1	9					3
5228	3	1		2006	1	7	0.5	1	1	1	6	2	1		9999		3
5231	2	1		2006	1	10	1.0	1	1	1	6	2	1		9999		3
5231	3	1		2004	1	1	1.0	2	2				1		2009	10	3
5232	4	1		2003	1	1	5.0	2	2				1		2009	9	3
5232	5	1		2009	1	1	0.5	1	1	1	3	2	1		9999		3
5233	6	1		2003	1	2	0.5	2	2							9	3
5233	7	1		2007	1	1	0.5	1	1	5	5	2	5				3
5238	3	1		2001	1	1	0.5	2	2				1		2005	9	3
5238	4	1		2008	1	1	0.5	1	1	1	4	2	1		9999		3
5238	5	1		2010	1	1	0.5	1	1	5	2	2	5		9999		3
5238	6	2	1														3
5239	3	1		2006	1	2	0.5	1	1	1	6	2	1		9999		3
5239	4	1		2009	1	1	0.5	1	1	5	3	2	5		9999		3
5239	5	1		2009	1	1	0.5	1	1	1	3	2	1		9999		3
5239	6	1		2011	1	1	0.5	1	1	1	1	2	1		9999		3
5239	7	2	1														3
5242	5	1		2001	1	1	0.5	2	2				1		2008	12	3
5242	6	1		2003	1	2	2.0	1	1	7	9	2	1		9999		3
5242	7	1		2005	1	1	0.5	1	2				1		2011	12	3
5242	8	1		2008	66	1	0.5	1	1	5	2	2	5		9999		3
5243	3	1		2010	1	2	1.0	1	1	1	2	2	1		9999		3
5245	4	1		2004	1	2	2.0	1	1	1	8	2	1		9999		3
5245	5	1		2010	1	1	1.0	1	1	5	2	2	5		9999		3
5246	2	1		2010	1	1	0.5	1	1	1	2	2	1		9999		3
5246	3	1		2010	1	1	0.5	1	1	1	1	2	1		9999		3
5246	4	1		2010	1	1	0.5	1	1	1	1	2	1		9999		3
5246	5	1		2011	1	1	0.5	2	1	1	1	9					3
5248	3	1		2008	66	11	0.5	1	1	1	4	2	1		9999		3
5249	4	1		2011	66	3	0.25	2	1	1	66	9					3
5249	5	2	1														3
5250	3	1		2010	77	10	0.25	1	1	1	77	2	1		9999		3
5251	3	1		2004	1	2	1.0	1	1	1	8	2	1		9999		3
5251	4	1		2008	1	1	0.5	1	1	1	4	2	1		9999		3
5252	3	1		2001	1	1	0.25	2	2				1		2006	3	3
5252	4	1		2002	1	2	0.5	2	2				1		2010	9	3
5252	5	1		2004	1	2	0.5	1	1	1	8	2	1		9999		3
5252	6	1		2010	1	1	0.25	1	1	5	2	2	5		9999		3
5252	7	2	1														3
5253	3	1		2011	77	10	1.0	2	1	1	77	9					3
5254	5	1		2001	1	9	3.0	1	1	1	11	2	1		9999		3
5254	6	1		2003	1	2	0.5	1	1	7	9	2	5		9999		3
5255	4	1		2000	1	2	2.0	2	2						2005	6	3
5255	5	1		2002	1	2	2.0	1	1	7	10	2	5		9999		3
5255	6	1		2008	1	7	3.0	1	1	1	4	2	1		9999		3
5256	3	1		2002	1	1	1.0	2	2				1		2007	9	3
5256	4	1		2005	1	1	1.0	2	2				1		2007	9	3
5256	5	1		2008	1	1	1.0	1	1	1	77	1	1		9999		3
5256	6	1		2010	77	10	1.0	1	1	1	77	1	1		9999		3
5256	7	1		2011	77	10	1.0	2	1	1	77	9					3
5257	3	1		2008	1	1	0.5	1	1	1	4	2	1		9999		3
5257	4	1		2010	1	1	0.5	1	1	1	2	2	1		9999		3
5258	5	1		2001	1	2	1.0	2	2				1		2004	2	3
5258	6	1		2007	1	1	1.0	1	1	5	5	2	5		9999		3
5258	7	1		2010	66	1	1.0	1	1	1	1	2	1		9999		3
5259	3	1		2010	66	1	1.0	1	1	1	66	1	1		9999		3
5261	4	1		2005	1	2	2.0	1	1	1	7	2	1		9999		3
5261	5	1		2007	1	1	4.0	1	1	1	5	2	5		9999		3
5264	2	1		2007	1	2	0.5	1	1	1	5	2	1		9999		3
5264	3	1		2009	1	1	0.5	1	1	1	2	2	1		9999		3
5265	3	1		2007	1	3	0.5	1	1	1	5	2	1		9999		3
5265	4	1		2006	1	5	0.4	1	1	1	6	2	1		9999		3
5265	5	2	3														3
5266	4	1		2001	1	3	0.5	2	2				1		2004	9	3
5266	5	1		2007	1	1	0.5	1	1	1	4	2	1		9999		3
5267	3	1		2007	66	1	0.25	1	1	1	4	2	1		9999		3
5267	4	1		2010	66	5	0.25	1	1	1	1	2	1		9999		3
5267	5	1		2001	1	1	1.0	2	2						2006	9	3
5269	3	2	3														3
5270	4	1		2006	1	1	0.25	2	2				1		2009	5	3
5271	5	1		2008	1	5	0.25	1	1	1	4	2	1		9999		3
5271	6	1		2011	1	5	0.25	2	1	1	1	1	1		9999		3
5272	3	1		2005	1	5	0.25	1	1	1	6	2	1		2011	10	3
5273	3	1		2007	1	2	5.0	1	1	1	4	2	1		9999		3
5273	4	1		2010	1	5	0.2	1	1	1	1	1	1		9999		3
5274	3	1		2002	1	5	0.5	2	2				1		2007	12	3
5274	4	2	2														3
5274	5	1		2006	1	5	0.5	1	1	1	6	2	1		9999		3
5274	6	2	1														3
5275	3	1		2011	66	5	1.0	1	1	1	66	1	1		9999		3
5279	3	1		2003	1	3	0.5	1	1	1	9	2	1		9999		3
5279	4	1		2007	1	3	0.5	1	1	1	5	2	1		9999		3
5279	5	1		2010	1	3	0.5	1	1	1	2	2	1		9999		3
5280	3	1		2010	1	3	0.25	1	1	1	2	2	1		9999		3
5280	4	1		2011	1	1	0.25	2	1	1	1	9					3
5280	5	1		2011	1	5	0.25	2	1	1	1	9					3
5282	3	2	3														3
5283	3	2	1														3
5284	4	1		2003	1	2	0.5	1	1	7	8	2	7		9999		3
5284	5	1		2006	1	2	0.5	1	1	1	6	2	5		9999		3
5285	3	1		2009	1	1	0.5	1	1	1	2	2	1		9999		3
5286	3	1		2002	1	2	0.5	1	1	7	10	2	7		9999		3
5286	4	1		2008	1	2	0.0	1	1	5	4	2	5		9999		3
5287	2	1		2001	1	2	0.5	2	2				1		2005	9	3
5288	3	2	1														3
5289	3	1		2008	1	1	0.5	1	1	5	4	2	5		9999		3
5289	4	2	1														3
5291	4	1		2002	1	2	0.0	1	1	7	10	2	7		9999		3
5291	5	1		2007	1	1	0.0	1	1	5	5	2	5		9999		3
5292	3	1		2001	1	1	0.0	1	1	7	22	2	7		9999		3
5292	4	2	1														3
5294	3	1		2005	1	2	0.5	1	1	7	7	2	7		9999		3
5294	4	1		2009	1	2	0.5	1	1	1	3	2	1		9999		3
5295	4	1		2002	1	2	0.5	1	1	1	10	2	1		9999		3
5296	3	2	1														3
5297	3	2	1														3
5298	3	1		2005	1	2	0.5	1	1	7	7	2	7		9999		3
5300	4	1		2002	1	2	0.5	1	1	1	10	2	7		9999		3
5302	3	1		2011	1	1	1.0	2	1	1	1	9					3
5305	3	1		2005	1	1	1.0	2	2				1		2008	9	3
5305	4	1		2011	1	1	1.0	2	1	1	1	9					3
5307	3	2	1														3
5308	3	1		2009	1	1	1.0	1	1	5	3	2	5		9999		3
5308	4	2	3														3
5309	3	1		2007	1	2	3.0	1	1	5	5	2	5		9999		3
5309	4	1		2010	1	1	0.5	1	1	1	1	2	1		9999		3
5310	3	1		2002	1	1	0.5	2	2				5		2007	9	3
5310	4	1		2004	1	2	2.0	1	1	7	7	2	7		9999		3
5311	3	1		2008	1	1	1.0	1	1	1	3	2	5		9999		3
5312	3	1		2005	1	3	1.0	2	2				5		2010	5	3
5314	3	1		2010	1	1	1.0	1	1	1	2	2	1		9999		3
5317	3	1		2007	1	1	1.0	1	1	1	4	2	1		9999		3
5318	3	2	1														3
5318	4	2	1														3
5319	3	1		2003	1	2	3.0	1	1	1	9	2	1		9999		3
5319	4	1		2009	1	1	1.0	1	1	5	3	2	5		9999		3
5320	3	1		2009	1	1	1.0	1	1	5	3	2	5		9999		3
5322	3	1		2003	1	7	2.0	1	1	7	9	2	7		9999		3
5322	4	1		2008	1	1	0.5	1	1	1	3	2	5		9999		3
5325	3	1		2004	1	2	0.5	1	1	1	8	2	5		9999		3
5326	3	1		2003	1	2	1.0	1	1	1	9	2	1		9999		3
5327	3	1		2000	1	2	7.0	1	1	8	3	2	8		9999		3
5327	4	1		2003	1	2	7.0	1	1	1	9	2	1		9999		3
5328	3	1		2006	1	2	1.0	1	1	1	6	2	1		9999		3
5328	4	1		2009	66	4	0.0	1	1	1	1	1	1		9999		3
5329	3	1		2006	1	2	1.0	1	1	1	6	2	1		9999		3
5329	4	1		2009	66	4	0.0	1	1	1	1	1	1		9999		3
5329	5	2	1														3
5330	3	1		2010	1	1	1.0	1	1	5	2	2	5		9999		3
5332	3	1		2001	1	2	3.0	1	1	1	10	2	1		9999		3
5332	4	1		2005	1	2	1.0	1	1	1	7	2	1		9999		3
5332	5	2	1														3
5334	6	1		2008	1	1	1.0	1	1	1	3	1	5		9999		3
5335	3	2	1														3
5336	3	1		2003	1	2	1.0	1	1	1	9	2	1		9999		3
5336	4	1		2011	1	1	1.0	2	1	5	1	9					3
5337	3	1		2008	1	2	0.5	1	1	1	4	2	5		9999		3
5337	4	1		2009	66	2	0.5	2	2				1		9999		3
5338	3	1		2007	1	1	1.0	1	1	1	5	2	1		9999		3
5338	4	1		2011	1	1	1.0	2	1	5	1	9					3
5340	3	1		2006	1	1	1.0	1	1	1	6	2	5		9999		3
5341	3	1		2007	1	7	0.5	1	1	5	5	2	5		9999		3
5341	4	1		2010	66	1	0.5	1	1	1	1	2	1		9999		3
5341	5	1		2011	77	10	0.5	2	1	1	77	9					3
5342	3	2	2														3
5342	4	1		2009	1	1	0.5	1	1	5	3	2	5		9999		3
5343	3	1		2009	1	3	1.0	1	1	1	3	2	1		9999		3
5343	4	1		2011	1	3	1.0	2	1	1	1	9					3
5344	2	1		2005	1	2	1.0	1	1	1	7	2	1		9999		3
5344	3	1		2008	1	3	1.0	1	1	1	3	2	1		9999		3
5345	5	2	1														3
5346	5	1		2008	1	7	1.0	1	1	1	4	2	1		9999		3
5348	3	1		2008	1	7	0.5	1	1	1	4	2	1		9999		3
5349	3	1		2010	1	1	0.5	1	1	5	1	2	5		9999		3
5349	4	2	1														3
5351	3	1		2003	1	1	0.5	2	2				1		2007	10	3
5352	3	1		2003	1	1	0.5	2	2				1		2008	10	3
5352	4	1		2008	1	1	0.5	1	1	5	4	2	5		9999		3
5352	5	1		2010	1	1	0.5	1	1	1	2	2	1		9999		3
5353	3	1		2004	1	2	0.25	1	1	5	8	2	5		9999		3
5354	3	1		2005	1	7	0.0	1	1	5	7	2	5		9999		3
5354	4	1		2007	1	1	0.0	1	1	1	5	2	1		9999		3
5355	3	1		2008	1	7	0.5	1	1	1	4	2	1		9999		3
5356	3	1		2006	1	2	0.5	1	1	5	6	2	5		9999		3
5356	4	1		2010	1	1	0.5	1	1	5	1	2	5		9999		3
5358	2	1		2008	1	3	1.0	1	1	1	4	2	1		9999		3
5361	3	1		2001	1	2	4.0	1	1	1	10	1	1		9999		3
5361	4	1		2006	1	1	1.0	1	1	5	6	2	5		9999		3
5362	3	1		2004	1	2	2.0	1	1	1	8	2	1		9999		3
5364	3	1		2004	1	1	1.0	1	1	7	7	2	7		9999		3
5364	4	2	1														3
5365	3	1		2007	1	1	1.0	1	1	1	5	2	1		9999		3
5365	4	1		2009	1	1	1.0	1	1	5	3	2	5		9999		3
5366	3	1		2007	1	1	1.0	1	1	1	4	2	1		9999		3
5366	4	1		2011	1	2	0.5	1	1	1	1	9					3
5367	3	1		2009	1	1	1.0	1	1	5	4	2	5		9999		3
5368	3	1		2010	1	2	0.1	1	1	1	2	2	1		9999		3
5369	3	1		2005	1	2	0.25	2	2				1		2008	11	3
5369	4	1		2008	1	2	0.25	1	1	1	4	2	1		9999		3
5370	3	1		2009	1	3	2.0	1	1	1	3	2	1		9999		3
5371	3	1		2011	1	2	1.0	2	1	1	1	9					3
5372	3	1		2002	1	2	1.0	1	1	7	10	2	7		9999		3
5372	4	1		2008	1	1	1.0	1	1	5	4	2	5		9999		3
5374	4	1		2007	1	1	1.0	1	1	1	5	2	1		9999		3
5374	5	1		2004	1	2	1.5	1	1	1	8	2	5		9999		3
5376	2	1		2001	1	2	0.5	1	1	1	11	2	7		9999		3
5376	3	1		2008	1	1	1.5	1	1	5	4	2	5		9999		3
5378	3	1		2005	1	2	1.0	1	1	1	7	2	5		9999		3
5378	4	1		2009	1	2	1.0	1	1	1	2	1	1		9999		3
5379	3	1		2007	1	2	1.0	1	1	1	5	2	1		9999		3
5379	4	1		2011	1	3	1.5	2	1	1	1	2	1		9999		3
5380	3	1		2011	1	3	0.25	2	1	1	1	2	1		9999		3
5381	4	1		2005	1	2	3.0	1	1	1	7	2	1		9999		3
5381	5	1		2008	1	2	1.0	1	1	5	4	2	1		9999		3
5382	3	1		2008	1	2	1.0	1	1	5	4	2	5		9999		3
5383	3	1		2006	1	2	1.0	1	1	1	6	2	1		9999		3
5386	3	1		2009	66	2	0.5	1	1	1	2	2	1		9999		3
5387	3	1		2002	66	1	2.0	1	1	7	9	2	1		9999		3
5387	4	1		2007	66	5	0.0	1	1	1	4	2	1		9999		3
5388	2	1		2007	66	5	0.25	1	1	1	4	2	1		9999		3
5389	3	2	1														3
5390	3	1		2006	1	2	0.5	1	1	1	6	2	1		9999		3
5390	4	1		2011	1	3	1.0	2	1	1	1	9					3
5392	3	1		2002	1	2	2.0	1	1	1	10	2	1		9999		3
5392	4	1		2007	1	1	2.0	1	1	5	5	2	5		9999		3
5393	5	1		2005	1	7	2.0	1	1	1	7	2	1		9999		3
5393	6	1		2009	1	5	0.5	1	1	1	3	2	1		9999		3
5394	3	1		2010	1	2	0.0	1	1	1	1	2	1		9999		3
5395	3	1		2011	1	2	8.0	1	1	1	10	2	1		9999		3
5395	4	1		2011	1	3	1.0	1	1	1	1	2	1		9999		3
5399	3	1		2006	1	7	2.0	1	1	1	6	2	1		9999		3
5401	4	1		2010	1	1	1.0	1	1	5	2	2	5		9999		3
5403	3	1		2001	1	2	3.0	1	2				2	1	2009	9	3
5404	3	1		2010	1	1	1.0	1	1	5	1	1	5		9999		3
5405	2	2	1														3
5406	3	1		2003	1	2	1.5	1	1	1	8	2	1		9999		3
5407	2	1		2010	1	1	1.0	1	1	1	2	2	1		9999		3
5408	3	1		2005	1	2	1.0	1	1	1	7	2	1		9999		3
5410	5	1		2006	1	2	1.0	1	1	1	6	2	1		9999		3
5411	3	1		2009	1	1	1.0	1	1	5	3	2	5		9999		3
5412	3	1		2007	1	2	1.0	1	1	1	5	2	1		9999		3
5413	3	1		2005	1	1	1.0	2	2				1		2010	9	3
5413	4	1		2011	1	1	1.0	1	1	5	1	2	1		9999		3
5416	3	1		2002	1	2	0.5	2	2				5		2010	12	3
5416	4	2	3														3
5419	3	1		2001	1	2	1.5	1	1	1	9	2	1		9999		3
5419	4	1		2008	1	1	0.0	1	1	5	4	2	5		9999		3
5419	5	1		2009	1	1	0.0	1	1	1	2	2	1		9999		3
5419	6	1		2010	1	1	0.0	1	1	1	66	2	1		9999		3
5421	3	1		2009	1	2	1.0	1	1	5	3	2	5		9999		3
5422	4	1		2005	1	2	3.0	2	2				1		2008	6	3
5423	3	2	1														3
5424	3	1		2009	1	1	1.0	1	1	1	2	1	5		9999		3
5427	3	1		2006	1	2	1.0	1	1	1	6	2	1		9999		3
5428	3	1		2011	1	2	1.0	2	1	5	1	9					3
5429	3	1		2006	1	2	1.0	1	1	1	6	2	1		9999		3
5429	4	1		2011	1	2	1.0	2	1	5	1	9					3
5430	3	1		2003	1	2	2.0	1	1	7	9	2	7		9999		3
5430	4	1		2008	1	2	1.0	1	1	1	3	2	1		9999		3
5430	5	1		2010	1	2	1.0	1	1	5	2	2	5		9999		3
5431	4	1		2009	1	2	0.5	1	1	5	3	2	5		9999		3
5431	8	1		2010	1	2	0.5	1	1	5	2	1	5		9999		3
