a01	mid	b2_01	b2_02	b2_03	b2_04	b2_05	b2_06	b2_07	b2_08	b2_09	b2_10	b2_11	b2_12a	b2_12b	b2_13	b2_14	sample_type
3264	3	1		2008	1	1	0.0	1	1	5	1	2	5		9999		3
3264	4	1		2010	1	1	0.0	1	1	1	1	1	1		9999		3
3265	4	1		2002	1	2	1.0	1	2				1		2010	6	3
3266	3	1		2011	66	1	0.25	2	1	1	66	9					3
3267	3	1		2008	1	1	0.0	1	1	5	3	2	5		9999		3
3268	3	1		2007	1	1	0.25	1	1	5	5	2	5		9999		3
3268	4	1		2008	1	1	0.25	1	1	5	4	2	5		9999		3
3269	3	1		2004	1	2	1.0	1	1	1	8	2	1		9999		3
3269	4	1		2008	1	1	0.25	1	1	5	3	2	5		9999		3
3273	3	1		2004	1	2	2.0	1	1	1	8	2	1		9999		3
3273	4	1		2010	1	1	0.25	1	1	5	1	2	5		9999		3
3275	3	1		2004	1	2	1.5	1	1	1	8	2	7		9999		3
3275	4	1		2009	1	1	0.5	1	1	1	3	2	5		9999		3
3277	3	2	10														3
3277	4	1		2008	1	1	0.5	1	1	5	4	2	5		9999		3
3277	5	1		2009	1	1	0.5	1	1	5	3	2	5		9999		3
3279	3	2	1														3
3280	2	1		2010	1	1	0.25	1	1	5	2	2	5		9999		3
3280	3	2	1														3
3281	5	1		2007	1	1	0.25	1	1	5	5	2	5		9999		3
3283	3	1		2009	77	10	1.0	1	1	1	77	2	1		2011	6	3
3284	3	1		2006	1	7	2.0	1	1	1	6	2	1		9999		3
3285	3	1		2002	1	8	1.0	1	1	1	77	2	1		9999		3
3285	4	1		2006	66	1	1.5	1	1	1	5	2	1		9999		3
3285	5	1		2010	66	1	0.5	1	1	5	1	2	5		9999		3
3288	3	1		2007	1	1	0.5	1	1	5	5	2	5		9999		3
3290	3	1		2000	1	7	3.0	1	1	1	10	2	1		9999		3
3290	4	1		2005	1	2	2.0	1	1	1	7	2	1		9999		3
3290	5	1		2007	1	1	0.0	1	1	1	4	1	1		9999		3
3290	6	1		2009	1	10	0.5	1	1	1	77	2	1		9999		3
3292	3	1		2005	1	2	1.0	1	1	1	7	2	1		9999		3
3292	4	1		2007	1	1	0.5	1	1	5	5	2	5		9999		3
3292	5	1		2011	1	1	0.5	1	1	5	1	2	5		9999		3
3293	3	1		2002	1	2	0.25	1	1	1	10	2	1		9999		3
3293	4	1		2008	1	1	0.25	1	1	1	4	1	5		9999		3
3293	5	1		2008	1	1	0.25	1	1	5	4	2	1		9999		3
3293	6	1		2011	1	1	0.25	2	1	5	1	9					3
3294	4	1		2000	1	2	1.0	1	1	1	10	1	7		9999		3
3294	5	1		2008	77	10	0.75	1	1	1	77	2	1		9999		3
3295	3	1		2006	1	2	1.0	1	1	1	6	2	1		9999		3
3295	4	1		2007	1	1	0.5	1	1	5	5	2	5		9999		3
3295	5	1		2010	1	1	0.5	1	1	5	2	2	5		9999		3
3299	3	1		2011	1	1	1.0	2	1	5	1	9					3
3301	2	1		2009	1	2	1.0	1	1	5	3	2	5		9999		3
3303	4	1		2007	66	1	0.5	1	1	5	4	2	5		9999		3
3303	5	1		2008	66	1	0.5	1	1	5	3	2	5		9999		3
3307	3	1		2008	1	2	1.5	1	1	1	4	2	5		9999		3
3307	4	1		2011	1	1	0.5	2	1	5	1	9					3
3311	3	1		2003	1	2	5.0	1	1	1	9	2	1		9999		3
3311	4	1		2006	1	2	3.0	1	1	1	6	2	1		9999		3
3312	3	1		2009	66	1	1.0	1	1	5	2	1	1		9999		3
3312	4	1		2011	66	1	1.0	2	1	1	66	9					3
3314	3	1		2007	1	1	0.75	1	1	1	3	1	5		9999		3
3314	4	1		2008	1	1	0.75	1	1	5	4	2	1		9999		3
3315	3	1		2010	1	1	1.0	1	1	1	2	2	1		9999		3
3315	4	1		2011	77	10	0.25	2	1	1	77	9					3
3317	3	1		2011	1	5	0.5	2	1	1	1	9					3
3319	5	1		2009	1	1	0.5	1	1	5	2	1	1		9999		3
3319	6	1		2008	1	1	0.5	1	1	5	4	2	5		9999		3
3320	3	1		2010	66	1	1.0	1	1	5	1	2	1		9999		3
3321	2	1		2008	1	2	1.0	1	1	5	4	2	5		9999		3
3321	3	1		2009	1	5	0.5	1	1	1	3	2	1		9999		3
3321	4	1		2011	66	4	0.75	2	1	1	66	2	1		9999		3
3323	3	1		2008	1	2	0.5	1	1	1	3	2	1		9999		3
3323	4	1		2009	1	2	0.5	1	1	5	2	2	5		9999		3
3323	5	1		2010	66	10	1.0	1	1	1	77	2	1		9999		3
3327	3	1		2008	1	2	1.0	1	1	5	4	2	5		9999		3
3329	3	1		2011	77	10	3.5	2	1	1	77	9					3
3331	3	1		2007	1	2	1.0	1	1	5	4	1	5		9999		3
3333	3	1		1999	1	9	6.0	1	1	1	12	2	1		9999		3
3333	4	1		2005	1	2	1.0	1	1	1	7	2	1		9999		3
3334	3	1		2002	1	2	2.0	1	1	7	10	2	7		9999		3
3335	3	1		2005	1	2	1.0	2	2				1		2009	9	3
3335	4	1		2010	66	2	1.0	1	1	5	1	2	1		9999		3
3337	3	1		2007	1	10	1.0	1	1	1	77	2	1		9999		3
3338	3	1		2000	1	2	0.75	1	1	1	10	2	1		9999		3
3339	2	1		2006	1	2	2.0	1	1	7	6	2	1		9999		3
3341	4	1		2004	1	2	0.5	1	1	7	8	2	7		9999		3
3341	5	1		2007	1	1	0.5	1	1	5	5	2	5		9999		3
3342	3	1		2005	1	2	0.5	1	1	1	7	2	1		9999		3
3342	5	1		2009	1	3	0.5	1	1	1	3	2	1		9999		3
3342	6	1		2011	66	3	0.5	2	1	1	66	9					3
3342	8	1		2010	66	3	0.5	1	1	1	1	2	1		9999		3
3342	9	1		2011	66	3	0.5	2	1	1	66	9					3
3346	5	1		2005	1	2	0.5	1	1	1	6	2	1		9999		3
3348	3	1		2011	1	1	0.5	2	1	5	1	9					3
3350	4	1		2007	1	1	0.75	1	1	1	5	2	1		9999		3
3351	5	1		2002	1	2	9.0	1	1	1	10	2	1		9999		3
3351	6	1		2008	1	2	0.25	1	1	1	4	2	1		9999		3
3352	5	1		2004	1	1	0.25	2	2				1		2007	6	3
3352	6	1		2011	77	10	0.0	2	1	1	1	9					3
3355	3	1		2007	1	7	1.0	1	1	1	7	2	1		9999		3
3355	4	1		2006	1	7	1.0	1	1	1	4	2	1		9999		3
3355	5	1		2008	1	1	0.25	1	1	5	3	1	5		9999		3
3355	6	1		2011	1	1	0.25	2	1	5	1	9					3
3357	3	1		2007	1	1	0.5	1	1	5	5	2	5		9999		3
3357	4	2	1														3
3358	3	1		2004	1	2	0.25	1	1	7	8	2	7		9999		3
3359	3	1		2009	1	1	0.25	1	1	5	3	2	5		9999		3
3360	3	1		2010	1	1	0.5	1	1	5	1	1	5		9999		3
3361	3	1		2006	1	7	0.25	1	1	1	6	2	1		9999		3
3361	4	1		2010	66	1	0.0	1	1	1	1	2	1		9999		3
3362	3	1		2009	1	7	0.25	1	1	1	3	2	1		9999		3
3364	2	1		2007	1	7	1.0	1	1	1	5	2	1		9999		3
3364	3	1		2009	1	1	0.5	1	1	5	3	2	5		9999		3
3365	3	1		2010	66	1	0.25	1	1	1	1	2	1		9999		3
3367	3	1		2010	77	10	0.25	1	1	1	77	2	1		9999		3
3368	3	1		2006	1	2	1.0	1	1	7	6	2	7		9999		3
3368	4	1		2009	1	1	0.5	1	1	5	3	2	5		9999		3
3369	3	2	3														3
3369	4	1		2010	1	1	0.5	1	1	5	2	2	1		9999		3
3371	2	1		2007	66	1	0.25	1	1	5	4	2	5		9999		3
3371	3	1		2010	66	1	0.25	1	1	1	1	2	1		9999		3
3371	4	2	1														3
3372	4	1		2003	1	2	0.5	1	1	1	9	2	1		9999		3
3373	3	1		2004	1	2	0.5	1	1	1	8	1	1		9999		3
3373	4	1		2007	1	1	0.25	1	1	5	5	2	5		9999		3
3373	5	1		2009	1	1	0.25	1	1	1	3	1	1		9999		3
3373	6	1		2011	66	1	0.25	2	1	1	66	9					3
3374	3	1		2010	1	1	0.25	1	1	5	2	2	5		9999		3
3376	3	1		2003	1	2	0.5	1	1	7	9	2	7		9999		3
3376	4	1		2010	1	1	0.25	1	1	1	2	2	1		9999		3
3376	5	1		2010	1	1	0.25	1	1	5	2	2	5		9999		3
3377	3	1		2002	1	2	1.0	2	2				1		2007	9	3
3377	4	1		2006	1	2	1.0	1	1	1	6	2	1		9999		3
3377	5	2	1														3
3378	3	2	9														3
3379	3	1		2006	1	7	1.0	1	1	1	6	2	1		9999		3
3379	4	1		2009	77	10	0.5	1	1	1	2	2	1		9999		3
3380	2	1		2007	1	2	0.5	1	1	5	5	2	5		9999		3
3381	3	1		2003	1	2	0.5	1	1	7	9	2	7		9999		3
3381	4	1		2006	1	2	0.5	1	1	1	6	2	5		9999		3
3381	5	1		2008	1	5	0.0	1	1	1	4	2	1		9999		3
3381	6	1		2010	66	5	0.5	1	1	1	1	2	1		9999		3
3382	4	1		2003	1	2	0.5	1	1	1	4	2	7		9999		3
3385	3	1		2007	1	2	1.0	1	1	5	5	2	5		9999		3
3385	4	2	1														3
3387	3	1		2011	1	10	0.25	2	1	1	1	9					3
3387	4	2	1														3
3391	3	1		2006	1	10	0.0	1	1	1	77	1	1		9999		3
3391	4	1		2010	1	10	0.0	1	1	1	2	2	1		9999		3
3394	4	1		2006	77	10	0.25	1	1	1	77	2	1		9999		3
3395	2	1		2009	1	10	0.25	1	1	1	3	2	1		9999		3
3395	3	1		2011	1	10	0.25	2	1	1	1	9					3
3395	4	2	1														3
3398	5	1		2010	77	2	0.25	1	1	1	1	2	1		9999		3
3399	4	1		2006	1	10	0.75	1	1	1	77	2	1		9999		3
3400	3	1		2007	1	1	0.5	1	1	5	4	2	1		9999		3
3400	4	1		2010	1	2	0.25	1	1	5	2	2	5		9999		3
3401	3	1		2006	1	2	1.0	1	1	1	6	2	1		9999		3
3402	3	1		1998	1	7	1.0	1	1	1	8	2	1		9999		3
3402	4	1		2000	1	7	1.0	1	1	1	6	2	1		9999		3
3402	5	1		2007	1	7	1.0	1	1	1	3	2	1		9999		3
3402	6	1		2008	1	1	1.0	1	1	1	2	2	1		9999		3
3403	3	1		2002	1	2	2.0	1	1	1	10	2	1		9999		3
3408	3	1		2005	1	2	2.0	1	1	1	6	1	1		9999		3
3408	4	1		2006	1	2	2.0	1	1	7	6	2	7		9999		3
3416	3	1		2009	66	1	0.25	1	1	5	2	2	5		9999		3
3416	4	1		2011	66	1	0.25	2	1	1	66	2	1		9999		3
3417	3	1		2005	1	8	1.0	1	1	1	6	2	1		9999		3
3417	4	1		2005	1	1	1.0	2	2				1		2010	9	3
3417	5	1		2007	1	8	1.0	1	1	1	77	1	1		9999		3
3418	3	1		2003	1	2	2.0	1	1	1	9	2	1		9999		3
3424	3	1		2011	1	1	0.25	2	1	5	1	9					3
3428	2	1		2010	66	1	0.25	1	1	5	1	2	5		9999		3
3429	3	1		2007	1	2	3.0	1	1	1	5	2	1		9999		3
3429	4	1		2010	1	1	0.0	1	1	5	2	2	5		9999		3
3431	3	2	3														3
3432	2	2	1														3
3433	3	1		2004	1	2	3.0	1	1	1	8	2	1		9999		3
3433	4	1		2010	1	1	0.25	1	1	1	2	2	1		9999		3
3437	3	1		2007	66	1	0.5	1	1	5	4	2	5		9999		3
3437	4	1		2011	66	1	0.5	2	1	1	66	2	1		9999		3
3440	4	1		2009	1	1	0.5	1	1	5	3	2	5		9999		3
3440	5	2	1														3
3441	3	1		2008	66	1	0.25	1	1	5	3	2	5		9999		3
3441	4	1		2009	66	1	0.25	1	1	5	2	2	5		9999		3
3441	5	1		2011	66	1	0.25	2	1	1	66	9					3
3443	3	1		2003	1	2	1.0	1	1	7	9	2	7		9999		3
3443	4	1		2005	1	2	1.0	1	1	7	7	2	7		9999		3
3444	3	1		2007	1	4	0.5	1	1	4	5	2	4		9999		3
3445	3	1		2009	1	1	0.5	1	1	5	3	2	5		9999		3
3446	3	1		2006	1	2	2.0	1	1	1	6	2	1		9999		3
3447	3	1		2006	1	7	3.0	1	1	1	6	2	1		9999		3
3447	4	1		2010	1	1	0.25	1	1	5	2	2	1		9999		3
3448	5	2	3														3
3448	6	1		2004	1	2	3.0	1	1	7	8	1	7		9999		3
3450	4	1		2007	1	4	0.25	1	1	4	5	2	4		9999		3
3451	3	1		2007	66	1	0.5	1	1	1	3	1	1		9999		3
3451	4	1		2008	66	1	0.5	1	1	5	2	1	5		9999		3
3453	3	1		2006	1	2	2.5	1	1	1	6	2	1		9999		3
3453	4	1		2008	1	1	0.0	1	1	5	4	2	5		9999		3
3455	3	1		2008	1	1	0.25	2	1	5	4	2	5		9999		3
3455	4	2	1														3
3456	4	1		2007	1	4	0.25	1	1	5	5	2	5		9999		3
3457	3	1		2007	1	4	0.25	1	1	5	5	2	5		9999		3
3457	4	1		2010	1	1	0.5	1	1	5	2	2	1		9999		3
3459	4	1		2006	66	1	0.0	1	1	5	5	2	5		9999		3
3461	3	1		2004	1	7	2.5	1	1	1	7	1	5		9999		3
3461	4	1		2005	1	7	2.5	1	1	7	7	2	7		9999		3
3461	5	1		2010	1	1	0.5	1	1	5	2	2	5		9999		3
3462	4	1		2007	1	2	0.5	1	1	5	5	2	5		9999		3
3463	3	1		2001	1	7	3.0	1	1	1	10	1	1		9999		3
3463	4	1		2009	1	2	0.5	1	1	1	3	2	1		9999		3
3464	3	1		2000	1	2	6.0	2	2				1		2007	9	3
3464	4	1		2006	1	2	0.5	1	1	1	4	2	1		9999		3
3465	3	1		2004	1	2	2.0	1	1	7	8	2	7		9999		3
3467	3	1		2007	1	2	0.0	1	1	5	5	2	5		9999		3
3469	3	1		2003	1	2	0.5	1	1	5	4	2	5		9999		3
3470	2	1		2008	1	2	0.5	1	1	5	3	2	5		9999		3
3472	3	1		2011	66	2	0.5	2	1	1	66	2	1		9999		3
3474	5	2	1														3
3476	3	1		2007	1	2	0.5	1	1	5	5	2	5		9999		3
3479	3	1		2007	1	2	0.25	1	1	1	5	2	1		9999		3
3479	4	1		2010	1	2	0.25	1	1	5	2	2	5		9999		3
3480	3	1		2010	66	3	4.0	1	1	1	66	1	1		9999		3
3480	4	1		2010	66	3	4.0	1	1	1	66	1	1		9999		3
3481	3	1		2007	1	2	1.0	1	1	5	4	2	5		9999		3
3481	4	2	1														3
3482	6	1		2011	1	2	0.5	2	1	1	1	1	1		9999		3
3482	7	2	1														3
3486	3	1		2007	1	2	0.5	1	1	5	5	2	5		9999		3
3486	4	2	1														3
3488	3	1		2010	1	2	0.5	1	1	1	2	2	1		9999		3
3489	4	1		2010	1	2	0.5	1	1	5	2	2	5		9999		3
3490	4	1		2006	1	2	0.25	1	1	5	6	2	5		9999		3
3494	3	1		2004	1	2	0.25	1	1	1	8	2	1		9999		3
3494	4	1		2009	1	2	0.25	1	1	5	3	2	5		9999		3
3498	3	1		2008	1	2	0.25	1	1	5	4	2	5		9999		3
3499	3	1		2005	1	2	0.25	1	1	5	6	2	5		9999		3
3500	3	1		2006	1	2	0.25	1	1	7	6	2	5		9999		3
3500	4	1		2009	1	2	0.25	1	1	1	3	2	1		9999		3
3502	3	1		2008	1	2	1.0	1	1	5	4	2	5		9999		3
3502	4	2	1														3
3504	3	2	1														3
3505	3	1		2008	1	2	0.5	1	1	5	4	2	5		9999		3
3506	4	1		2005	1	2	0.5	1	1	1	7	2	1		9999		3
3506	5	2	3														3
3507	3	1		2005	1	7	0.5	1	1	1	7	2	1		9999		3
3508	3	1		2009	1	2	0.5	1	1	5	3	2	5		9999		3
3510	3	1		2002	66	2	5.0	1	1	1	10	2	1		9999		3
3510	4	1		2004	66	2	1.0	1	1	1	7	2	1		9999		3
3511	3	1		2004	1	7	1.0	1	1	1	7	2	1		9999		3
3512	4	1		2002	1	2	1.0	1	1	1	9	2	1		9999		3
3514	3	1		2009	1	2	1.0	1	1	5	3	2	5		9999		3
3514	4	1		2010	66	2	1.0	1	1	1	1	2	1		9999		3
3515	3	1		2006	1	2	1.0	1	1	1	6	2	1		9999		3
3515	4	1		2010	66	3	1.0	1	1	1	1	2	1		9999		3
3516	3	1		2002	1	2	1.0	1	1	1	10	1	1		9999		3
3516	4	1		2008	1	2	1.0	1	1	1	4	1	1		9999		3
3517	4	1		2006	66	2	1.0	1	1	1	5	2	1		9999		3
3517	7	1		2004	66	2	1.0	1	1	1	7	2	1		9999		3
3517	8	1		2010	66	3	1.0	1	1	1	1	2	1		9999		3
3517	11	1		2009	66	3	1.0	1	1	1	2	2	1		9999		3
3518	5	1		2003	1	2	0.5	1	1	1	8	1	1		9999		3
3518	6	1		2004	66	2	0.5	1	1	7	6	2	7		9999		3
3521	3	1		2007	1	2	2.0	1	1	1	5	2	1		9999		3
3522	3	1		2000	1	1	4.0	1	1	1	11	2	1		9999		3
3524	2	1		2002	1	2	1.0	1	1	1	10	2	7		9999		3
3525	3	1		2006	1	7	4.0	1	1	7	6	2	5		9999		3
3526	3	1		2004	1	2	10.0	1	1	1	8	2	5		9999		3
3528	3	1		2008	1	2	1.5	1	1	5	4	2	5		9999		3
3528	4	1		2011	1	2	1.5	1	1	1	1	2	1		9999		3
3529	3	1		2010	1	2	1.0	1	1	1	2	2	1		9999		3
3530	4	1		2007	66	1	1.0	1	1	5	4	2	5		9999		3
3532	4	1		2004	1	2	4.0	1	1	1	8	2	1		9999		3
3533	3	1		2006	1	1	1.0	2	2				1		2008	9	3
3533	4	1		2009	1	1	1.0	1	1	5	3	2	5		9999		3
3535	3	1		2004	1	2	1.0	1	1	7	8	2	7	5	9999		3
3535	4	1		2007	66	2	1.0	1	1	5	4	2	5		9999		3
3536	5	1		2008	1	1	1.0	1	1	5	4	1	5		9999		3
3537	2	1		2002	1	2	1.5	2	2				1		2008	21	3
3538	3	1		2010	66	2	1.0	1	1	1	1	2	1		9999		3
3539	3	1		2009	1	7	2.0	1	1	1	3	2	1		9999		3
3540	3	1		2008	1	1	1.0	1	1	5	4	2	5		9999		3
3540	4	2	1														3
3541	3	1		2000	1	2	1.0	2	2				1		2008	6	3
3541	4	1		2010	1	1	0.5	1	1	5	1	2	5		9999		3
3542	3	1		2011	66	3	4.0	2	1	1	66	9			9999		3
3544	3	1		2002	1	2	2.0	1	1	1	10	2	1		9999		3
3544	4	1		2003	1	2	2.0	1	1	1	9	2	1		9999		3
3544	5	1		2007	1	1	1.0	1	1	5	5	2	5		9999		3
3547	4	1		2009	1	2	0.5	1	1	1	3	2	1		9999		3
3547	5	1		2010	66	2	0.5	1	1	5	1	2	1		9999		3
3548	3	1		2011	1	10	0.25	2	1	1	1	9	1		9999		3
3549	3	1		2007	1	1	1.0	1	1	5	5	2	5		9999		3
3549	4	1		2011	1	1	1.0	2	1	1	1	9					3
3551	6	1		2004	1	2	2.0	1	1	1	7	2	1		9999		3
3551	7	1		2008	1	1	1.0	1	1	1	3	2	1		9999		3
3552	3	1		2010	1	10	1.0	1	1	1	2	2	1		9999		3
3553	3	1		2008	1	2	0.5	1	1	1	4	2	1		9999		3
3553	4	1		2010	1	2	0.5	1	1	5	2	2	5		9999		3
3554	3	1		2010	1	1	0.5	1	1	1	1	1	1		9999		3
3554	4	1		2011	77	10	0.5	2	1	1	77	9					3
3555	3	1		2001	1	2	1.0	2	2				1		2009	9	3
3555	4	1		2009	1	10	1.0	1	1	1	77	2	1		9999		3
3556	3	1		2005	1	2	1.0	1	1	1	7	2	7		9999		3
3557	3	1		2003	1	2	1.5	1	1	1	9	2	1		9999		3
3557	4	1		2010	66	1	0.25	1	1	1	1	2	1		9999		3
3558	3	1		2010	1	1	1.0	1	1	5	2	2	5		9999		3
3559	3	1		2007	1	1	0.25	1	1	5	5	2	5		9999		3
3559	4	1		2009	1	1	0.25	1	1	1	2	1	1		9999		3
3562	3	1		2003	1	2	0.5	1	1	1	9	2	1		9999		2
3563	2	1		2004	1	3	1.0	1	1	1	6	2	1		9999		2
3563	3	1		2010	1	1	1.0	1	1	1	2	2	1		9999		2
3564	2	1		2001	1	9	0.5	1	1	1	11	2	1		9999		2
3565	3	1		2002	1	11	1.4	1	1	1	10	2	1		9999		2
3565	4	1		2006	1	2	4.0	1	1	1	6	2	1		9999		2
3566	3	1		2003	1	2	0.5	1	1	1	10	2	1		9999		2
3566	4	1		2002	1	2	0.5	1	1	1	9	2	1		9999		2
3568	6	1		2004	1	1	1.0	2	2				1		2009	10	2
3568	7	1		2011	1	1	0.15	2	1	1	1	2	1		9999		2
3569	3	1		2004	1	2	1.0	2	2				1		2009	6	2
3569	4	1		2007	1	2	1.0	1	1	1	4	2	1		9999		2
3569	5	1		2009	1	2	1.0	1	1	5	2	1	5		9999		2
3569	6	1		2009	66	2	1.0	1	1	1	1	2	1		9999		2
3570	3	1		2008	1	2	0.5	1	1	5	4	2	5		9999		2
3570	4	1		2009	66	2	0.5	1	1	1	2	2	1		9999		2
3570	5	2	22														2
3570	6	2	1														2
3572	3	1		2008	66	2	0.5	1	1	1	3	2	1		9999		2
3572	4	1		2009	66	2	0.5	1	1	1	2	2	1		9999		2
3572	5	2	1														2
3573	3	1		2001	1	9	2.0	1	1	1	11	2	7		9999		2
3573	4	1		2006	1	2	2.0	1	1	7	6	2	5		9999		2
3574	4	1		2010	66	3	1.0	1	1	1	1	2	1		9999		2
3574	7	1		2010	66	3	1.0	1	1	1	1	2	1		9999		2
3574	9	1		2000	1	1	1.0	2	2				1		2007	18	2
3575	2	1		2007	1	1	1.0	1	1	1	5	2	1		9999		2
3575	3	1		2010	1	1	1.0	1	1	5	2	2	5		9999		2
3576	3	1		2011	1	10	1.5	2	1	1	1	9					2
3578	2	1		2010	1	2	0.1	1	1	5	2	2	5		9999		2
3579	3	1		2005	1	2	4.5	1	1	1	7	2	5		9999		2
3579	4	1		2009	1	2	0.1	1	1	1	3	2	1		9999		2
3579	5	1		2011	1	2	0.1	2	1	5	1	9					2
3580	2	1		2003	66	2	0.5	1	1	5	8	2	7		9999		2
3580	3	1		2006	1	2	0.5	1	1	1	6	2	1		9999		2
3581	3	1		2002	1	9	3.0	1	1	1	11	2	1		9999		2
3582	3	1		2007	66	1	0.5	1	1	5	4	2	5		9999		2
3584	3	1		2007	1	2	2.5	1	1	1	5	2	1		9999		2
3585	4	1		2002	1	2	0.1	1	1	1	10	2	1		9999		2
3587	3	1		2002	1	2	0.15	1	1	7	10	2	7		9999		2
3587	4	1		2009	1	1	0.15	1	1	1	2	1	1		9999		2
3588	3	1		2009	66	1	0.2	1	1	1	2	2	1		9999		2
3589	3	1		2003	1	3	2.0	1	1	1	9	2	1		9999		2
3590	3	1		2010	66	1	0.3	1	1	1	1	2	1		9999		2
3591	2	1		2008	66	1	1.0	1	1	5	3	2	5		9999		2
3592	3	1		2005	1	2	3.0	1	1	1	7	2	1		9999		2
3592	4	1		2010	66	1	0.2	1	1	5	1	2	1		9999		2
3593	2	1		2002	1	2	0.3	1	1	1	9	2	1		9999		2
3593	3	1		2008	66	1	0.3	1	1	5	3	2	5		9999		2
3594	3	1		2004	1	2	0.5	1	1	1	8	2	1		9999		2
3594	4	1		2008	1	7	0.5	1	1	1	4	2	1		9999		2
3596	3	1		2008	66	1	0.5	1	1	1	4	2	1		9999		2
3596	4	1		2009	66	1	0.5	1	1	1	2	2	1		9999		2
3596	5	1		2011	66	1	0.5	2	1	1	66	9					2
3599	2	1		2003	1	2	0.5	1	1	7	9	2	2		9999		2
3600	3	1		2010	66	1	0.5	1	1	1	1	2	1		9999		2
3603	2	2	12														3
3603	3	1		2007	66	1	0.5	2	2				1		2009	12	3
3604	3	1		2003	1	2	3.0	1	1	1	9	2	1		9999		3
3604	4	1		2009	1	1	1.0	1	1	1	2	2	1		9999		3
3604	5	1		2010	1	1	1.0	1	1	1	1	2	1		9999		3
3606	5	1		2006	1	2	1.0	1	1	1	6	2	1		9999		3
3606	6	1		2006	1	2	1.0	1	1	1	6	2	1		9999		3
3607	3	1		2004	66	2	1.0	1	1	1	7	2	1		9999		3
3607	4	1		2007	66	1	1.0	1	1	5	4	2	5		9999		3
3609	5	2	9														3
3610	3	1		2009	1	1	0.5	1	1	5	3	2	5		9999		3
3611	3	1		2007	1	1	0.3	1	1	7	6	2	7		9999		3
3612	3	1		2007	1	1	0.5	1	1	5	5	2	5		9999		3
3613	3	2	5														3
3614	3	1		2007	1	1	0.0	1	1	5	4	1	5		2010	9	3
3614	4	1		2007	1	5	2.0	1	1	1	4	1	5		2010	9	3
3615	5	1		2009	1	1	1.0	1	1	1	3	2	1		9999		3
3616	2	1		2001	1	2	1.0	2	2				1		2007	9	3
3616	3	1		2002	1	2	1.0	2	2				1		2007	9	3
3616	4	1		2007	1	1	1.0	1	1	5	5	2	5		9999		3
3618	4	1		2004	1	1	1.0	2	2				1		2010	9	3
3619	3	1		2005	66	2	1.0	1	1	1	6	2	1		9999		3
3619	4	1		2008	66	1	1.0	1	1	1	2	2	1		9999		3
3620	4	2	9														3
3620	5	1		2010	66	1	1.0	1	1	1	1	2	1		9999		3
3622	3	1		2008	1	1	0.5	1	1	5	4	2	5		9999		3
3622	4	2	1														3
3624	3	1		2004	1	2	1.5	1	1	1	6	2	1		9999		3
3624	4	1		2008	1	1	0.5	1	1	1	4	2	1		9999		3
3625	8	1		2010	66	1	0.5	1	1	1	1	2	1		9999		3
3626	3	1		2009	1	1	0.5	1	1	1	3	2	1		9999		3
3626	4	2	1														3
3628	3	1		2009	66	1	0.5	1	1	5	2	2	5		9999		3
3628	4	1		2010	66	1	0.5	1	1	1	1	2	1		9999		3
3629	4	1		2000	1	2	1.0	2	2				1		2010	9	3
3629	5	1		2002	1	2	1.0	1	1	1	10	2	1		9999		3
3631	6	1		2010	1	7	0.5	1	1	1	2	2	1		9999		3
3631	7	2	1														3
3633	3	1		2004	1	2	0.25	1	1	1	8	2	1		9999		3
3633	4	1		2008	1	1	0.25	1	1	5	4	2	5		9999		3
3634	4	1		2003	1	2	0.25	1	1	1	9	2	1		9999		3
3634	5	1		2007	1	1	0.25	1	1	1	4	2	1		9999		3
3635	3	1		2008	1	1	0.5	1	1	1	4	2	1		9999		3
3635	4	1		2010	1	1	0.5	1	1	5	2	2	1		9999		3
3636	2	1		2008	66	1	0.25	1	1	1	3	2	5		9999		3
3636	3	1		2010	66	1	0.25	1	1	1	1	2	1		9999		3
3637	4	1		2006	66	1	0.25	1	1	1	5	2	1		9999		3
3637	5	1		2010	66	1	0.25	1	1	5	1	2	5		9999		3
3639	3	1		2010	1	1	0.5	1	1	1	2	2	1		9999		3
3640	3	1		2003	1	2	0.5	1	1	1	7	2	1		9999		3
3640	4	1		2007	1	1	0.5	1	1	1	4	2			9999		3
3640	5	1		2011	1	1	0.5	1	1	5	1	2	1		9999		3
3641	6	1		2008	1	1	0.5	1	1	5	4	2	5		9999		3
3643	3	1		2001	1	2	2.0	2	2				1		2010	9	3
3643	4	1		2009	1	1	0.5	1	1	1	3	2	1		9999		3
3643	5	1		2010	1	1	0.5	1	1	1	2	2	1		9999		3
3644	4	1		2002	1	9	2.0	1	1	1	10	2	1		9999		3
3645	3	1		2010	66	1	0.5	2	1	5	1	2	5		9999		3
3647	3	1		2009	1	1	1.0	1	1	5	3	2	5		9999		3
3648	5	1		2003	1	2	2.0	1	1	1	9	2	1		9999		3
3648	6	1		2008	1	1	0.5	1	1	1	4	2	1		9999		3
3648	7	1		2010	66	1	0.5	1	1	1	1	2	1		9999		3
3650	3	1		2008	1	1	0.5	1	1	1	4	2	1		9999		3
3650	4	1		2010	66	1	0.5	1	1	5	1	2	5		9999		3
3652	2	2	1														3
3653	6	1		2003	1	2	0.5	2	2				1		2010	9	3
3654	2	1		2011	66	5	0.5	2	1	1	66	2	1		9999		3
3655	6	1		2005	1	2	3.0	1	1	1	7	2	1		9999		3
3656	3	1		2004	1	2	2.0	2	2				1		2009	6	3
