a01	v1_01	pid	v1_02	v1_03	v1_04	v1_05	v1_06	v1_07	v1_08	v1_09	v1_10	v1_11	v1_12	v1_13	v1_14	sample_type
820	1	81	3	0	2	32	1	5	72	2		24	1	9	2	3
820	1	82	3	1	6	28	1	5	72	2		24	1	5	1	3
821	1	81	7	2	7	29	1	12	13	2		38	1	3	1	3
822	1	81	3	0	1	24	1	10	13	2		24	1	1	1	3
823	2															3
824	2															3
825	1	81	2	30	7	55	1	5	51	2		38	1	5	1	3
825	1	82	11	16	3	38	1	6	51	2		38	1	1	1	3
826	2															3
827	1	81	7	25	4	50	1	12	13	2		27	1	8	1	3
828	2															3
829	2															3
830	1	81	3	10	2	42	1	4	13	2		38	1	4	1	3
831	1	81	1	20	3	50	1	99	13	2		38	8	3	1	3
832	1	81	2	10	7	50	1	8	13	1	18		1	1	1	3
833	2															3
834	1	81	2	2	4	40	1	2	7	2		38	1	2	1	3
835	2															3
836	2															3
837	1	81	3	6	4	27	1	9	8	2		38	1	3	1	3
837	1	82	3	11	7	24	1	8	8	2		38	1	3	1	3
838	2															3
839	2															3
840	1	81	2	4	2	35	1	5	13	2		41	1	3	1	3
841	2															3
842	2															3
843	2															3
844	2															3
845	2															3
846	2															3
847	2															3
848	2															3
849	2															3
850	2															3
851	2															3
852	2															3
853	2															3
854	1	81	2	13	6	46	1	12	13	2		2	1	7	1	3
855	2															3
856	2															3
857	1	81	3	1	3	19	1	5	11	1	18		1	1	1	3
858	2															3
859	2															3
860	2															3
861	2															2
862	2															2
863	1	81	2	4	5	45	1	5	21	2		41	1	8	1	2
863	1	82	3	2	2	18	1	8	7	1	1		1	1	1	2
864	2															2
865	2															2
866	2															2
867	1	81	7	2	5	15	1	8	81	1	1		2	1	2	2
868	2															2
869	2															2
870	2															2
871	2															2
872	2															2
873	2															2
874	2															2
875	2															2
876	1	81	3	3	4	22	1	99	21	1	1		1	1	1	2
877	2															2
878	2															2
879	2															2
880	2															2
881	2															2
882	2															2
883	2															2
884	2															2
885	2															2
886	2															2
887	2															2
888	2															2
889	2															2
890	1	81	8	1	10	18	1	12	81	1	1		2	2	2	2
891	2															2
892	2															2
893	2															2
894	2															2
895	1	81	7	1	0	14	2	5	82	1	36		3	1	2	2
896	2															2
897	2															2
898	2															2
899	1	81	3	3	3	16	2	3	82	1	31		3	4	2	2
900	2															2
901	1	81	1	3	6	32	1	6	8	2		20	1	2	1	3
902	1	81	2	1	5	32	1	9	8	2		30	1	3	1	3
903	2															3
904	1	81	2	3	6	45	1	5	8	2		20	1	2	1	3
905	2															3
906	2															3
907	2															3
908	2															3
909	1	81	3	10	9	16	2	3	15	1	1		1	3	1	3
910	2															3
911	2															3
912	1	81	2	11	2	45	1	4	8	2		21	1	5	1	3
912	1	82	3	5	1	15	2	6	5	1	25		2	3	2	3
913	1	81	3	7	3	27	1	5	23	1	1		1	4	1	3
913	1	82	3	1	11	22	1	8	8	2		2	1	5	2	3
914	2															3
915	1	81	3	10	9	18	1	4	21	1	1		1	3	1	3
916	2															3
917	2															3
918	1	81	3	7	5	20	1	6	1	1	18		1	3	1	3
919	1	81	3	3	2	20	1	7	13	2		38	8	5	1	3
920	2															3
921	1	81	2	13	4	49	1	4	13	2		29	1	8	1	3
921	1	82	3	7	6	27	1	9	13	2		29	1	3	1	3
922	2															3
923	1	81	1	7	3	31	1	7	13	2		22	1	3	1	3
924	2															3
925	1	81	3	1	7	17	1	8	1	1	25		1	3	1	3
926	2															3
927	2															3
928	2															3
929	1	81	2	1	2	40	1	10	12	2		16	1	3	1	3
930	2															3
931	2															3
932	2															3
933	1	81	3	9	6	35	1	8	51	2		29	1	2	1	3
933	1	82	3	5	4	32	1	12	9	2		29	1	4	1	3
934	2															3
935	2															3
936	2															3
937	1	81	3	11	10	18	1	6	13	2		24	1	5	1	3
938	2															3
939	2															3
940	1	81	3	9	2	28	1	9	13	1	1		1	1	1	3
941	2															3
942	2															3
943	2															3
944	1	81	3	9	2	17	1	7	81	1	25		2	3	2	3
945	2															3
946	1	81	3	10	6	21	1	12	8	2		30	1	5	1	3
947	2															3
948	2															3
949	1	81	3	10	6	26	1	5	7	2		41	1	3	1	3
950	2															3
951	2															3
952	2															3
953	2															3
954	1	81	3	1	10	26	1	5	7	2		41	1	2	2	3
955	2															3
956	1	81	2	5	4	38	1	5	13	2		16	1	1	1	3
957	2															3
958	2															3
959	2															3
960	2															3
961	2															3
962	1	81	2	2	5	38	1	8	13	2		29	1	2	1	3
963	1	81	2	1	5	48	1	9	13	1	25		1	1	1	3
964	2															3
965	1	81	3	0	6	24	1	9	13	2		24	1	1	2	3
966	1	81	3	4	6	27	1	9	13	2		20	1	1	1	3
967	2															3
968	1	81	2	2	3	40	1	5	13	2		2	1	4	1	3
969	1	81	3	4	3	25	1	5	8	2		41	1	1	1	3
970	1	81	2	11	4	38	1	6	13	2		29	1	9	1	3
971	1	81	2	3	6	46	1	10	13	1	1		1	1	1	3
972	2															3
973	1	81	3	9	5	22	1	12	13	1	25		1	3	1	3
974	2															3
975	1	81	3	9	1	20	1	5	24	1	1		1	3	1	3
976	1	81	3	10	5	21	1	9	8	2		41	1	4	1	3
977	1	81	3	1	10	16	1	5	8	1	1		1	3	1	3
978	1	81	3	11	5	24	1	6	8	2		24	1	4	2	3
979	1	81	2	8	3	42	1	3	8	2		29	1	4	1	3
980	1	81	2	3	10	55	1	99	8	2		29	1	5	1	3
981	2															3
982	1	81	3	9	5	18	2	5	8	1	18		1	5	1	3
982	1	82	3	10	9	15	1	99	8	1	1		1	5	1	3
983	1	81	2	0	9	28	1	9	37	1	25		1	1	1	3
984	1	81	2	7	3	37	1	8	8	2		29	1	2	1	3
985	2															3
986	1	81	3	3	3	22	1	8	12	1	55		1	1	1	3
987	1	81	3	4	2	26	1	10	1	1	20		1	1	1	3
988	2															3
989	1	81	2	10	2	46	1	9	8	1	1		1	4	1	3
990	1	81	2	7	1	35	1	10	8	1	1		1	1	1	3
990	1	82	3	8	6	9	2	1	81	1	25		2	3	2	3
991	1	81	3	10	4	32	1	12	1	1	15		1	1	1	3
991	1	82	3	3	8	28	1	10	8	2		16	1	2	1	3
991	1	83	3	1	2	25	1	8	13	1	1		1	1	1	3
992	2															3
993	1	81	3	2	1	30	1	5	8	2		41	1	4	1	3
993	1	82	3	1	5	22	1	5	13	1	1		1	1	1	3
994	2															3
995	2															3
996	2															3
997	1	81	2	0	6	32	1	5	36	1	55		8	1	1	3
998	2															3
999	2															3
1000	1	81	3	5	2	20	1	10	13	1	1		1	3	1	3
1001	2															3
1002	1	81	2	3	6	34	1	8	8	2		29	1	5	1	3
1003	2															3
1004	1	81	2	4	5	35	1	5	8	2		29	1	2	1	3
1005	2															3
1006	2															3
1007	1	81	2	8	4	50	1	5	13	2		24	1	2	1	3
1007	1	82	11	9	3	35	1	8	8	2		29	1	2	1	3
1008	1	81	3	3	5	20	1	3	8	1	6		1	1	1	3
1009	1	81	2	0	11	37	1	99	3	1	25		1	3	1	3
1010	1	81	2	1	3	31	1	99	50	1	25		8	5	1	3
1011	1	81	2	8	5	42	1	5	8	2		24	1	4	1	3
1012	1	81	2	3	5	38	1	5	51	1	6		8	1	1	3
1013	1	81	3	9	1	17	1	5	5	1	25		2	3	2	3
1014	1	81	3	3	2	20	1	99	13	1	1		1	1	1	3
1015	1	81	2	5	2	35	1	5	24	2		29	1	4	1	3
1016	1	81	2	11	5	33	1	8	13	1	1		1	1	1	3
1017	1	81	2	4	1	37	1	6	23	2		29	1	4	1	3
1018	1	81	3	4	9	23	1	8	13	2		29	1	8	1	3
1019	1	81	2	10	10	42	1	99	35	2		41	1	5	1	3
1020	1	81	2	9	6	33	1	99	50	1	25		8	1	1	3
1021	2															3
1022	1	81	2	8	5	60	1	9	13	1	1		1	1	1	3
1022	1	82	3	9	3	30	1	7	13	1	1		1	1	1	3
1023	2															3
1024	2															3
1025	2															3
1026	1	81	2	9	6	35	1	9	13	2		29	1	3	1	3
1027	1	81	3	0	8	24	1	12	8	2		41	1	2	1	3
1028	1	81	2	8	6	35	1	5	8	2		20	1	3	1	3
1029	1	81	3	8	11	24	1	7	8	2		41	1	8	1	3
1029	1	82	3	7	5	20	1	5	13	2		29	1	3	1	3
1030	1	81	2	4	6	46	1	5	8	2		20	1	1	1	3
1031	2															3
1032	2															3
1033	1	81	2	3	4	40	1	5	37	2		41	1	1	1	3
1034	1	81	2	6	11	34	1	7	13	2		29	1	8	1	3
1035	2															3
1036	1	81	2	10	2	47	1	5	13	1	25		1	3	1	3
1036	1	82	3	9	10	17	1	4	9	1	1		1	3	1	3
1037	1	81	3	9	3	19	1	5	13	2		21	1	5	1	3
1038	2															3
1039	2															3
1040	2															3
1041	1	81	2	4	5	33	1	8	7	2		16	1	4	1	3
1042	2															3
1043	1	81	1	9	8	30	1	5	13	2		24	1	4	1	3
1044	2															3
1045	2															3
1046	2															3
1047	2															3
1048	1	81	3	10	8	18	1	5	13	2		2	1	8	1	3
1049	2															3
1050	1	81	2	7	5	36	1	9	13	1	25		1	1	1	3
1051	1	81	2	3	6	36	1	5	8	2		41	1	3	1	3
1052	2															3
1053	2															3
1054	2															3
1055	1	81	2	5	6	40	1	99	7	2		29	1	2	1	3
1056	2															3
1057	2															3
1058	2															3
1059	2															3
1060	2															3
1061	2															3
1062	2															3
1063	2															3
1064	1	81	2	4	2	38	1	8	7	2		41	1	1	1	3
1065	1	81	3	5	8	22	1	6	13	1	1		1	1	1	3
1066	1	81	1	15	5	48	1	10	9	2		41	1	4	1	3
1067	2															3
1068	1	81	3	1	2	24	1	10	13	1	1		1	1	1	3
1068	1	82	3	2	6	16	1	3	28	1	1		1	1	1	3
1069	2															3
1070	1	81	2	4	0	30	1	2	13	1	18		1	1	1	3
1071	2															3
1072	1	81	2	1	6	32	1	10	3	2		41	1	4	1	3
1073	2															3
1074	1	81	3	8	4	22	1	10	11	1	18		1	4	1	3
1075	2															3
1076	2															3
1077	1	81	3	9	7	27	1	14	11	2		41	1	4	1	3
1077	1	82	3	8	5	23	1	15	81	1	1		2	3	2	3
1077	1	83	3	9	10	20	1	12	81	1	1		2	3	2	3
1078	1	81	2	8	5	32	1	5	8	2		29	1	4	1	3
1079	2															3
1080	1	81	2	8	3	28	1	7	8	1	1		1	1	1	3
1081	2															3
1082	1	81	3	10	6	35	1	8	13	1	1		1	1	1	3
1082	1	82	3	5	3	26	1	5	8	2		29	1	2	1	3
1083	2															3
1084	1	81	2	0	8	26	1	5	8	2		24	1	4	2	3
1085	1	81	2	3	2	28	1	5	7	2		41	1	4	1	3
1086	1	81	3	1	2	18	1	10	81	1	1		2	2	2	3
1087	1	81	3	1	10	24	1	8	7	2		41	1	2	1	3
1088	2															3
1089	2															3
1090	1	81	2	9	3	48	1	5	8	2		20	1	4	1	3
1091	1	81	3	5	3	17	1	4	8	1	1		1	3	1	3
1092	2															3
1093	1	81	3	7	5	30	1	5	50	1	1		1	4	1	3
1093	1	82	3	11	1	22	1	5	8	2		41	1	5	1	3
1094	2															3
1095	2															3
1096	2															3
1097	1	81	3	9	5	17	1	5	8	1	1		1	3	1	3
1098	2															3
1099	2															3
1100	2															3
1101	2															3
1102	2															3
1103	2															3
1104	2															3
1105	2															3
1106	2															3
1107	2															3
1108	2															3
1109	2															3
1110	2															3
1111	2															3
1112	2															3
1113	2															3
1114	1	81	3	3	2	28	1	14	21	1	19		1	1	1	3
1115	2															3
1116	1	81	3	1	2	32	1	12	21	1	18		1	1	1	3
1117	2															3
1118	1	81	3	3	2	24	1	8	21	1	1		1	1	1	3
1119	2															3
1120	2															3
1121	2															3
1122	2															3
1123	2															3
1124	2															3
1125	2															3
1126	1	81	2	1	2	48	1	5	21	2		29	1	4	1	3
1127	2															3
1128	2															3
1129	2															3
1130	1	81	3	0	8	32	1	8	21	1	29		1	1	1	3
1131	2															3
1132	2															3
1133	2															3
1134	1	81	2	1	0	65	1	5	21	2		29	1	3	1	3
1135	1	81	2	0	1	60	1	99	21	2		29	1	4	1	3
1136	1	81	2	3	0	25	1	99	21	2		29	1	1	1	3
1137	2															3
1138	1	81	2	1	6	35	1	12	21	2		29	1	4	1	3
1139	1	81	2	4	9	45	1	2	21	2		29	1	1	1	3
1140	2															3
1141	2															3
1142	2															3
1143	2															3
1144	2															3
1145	2															3
1146	2															3
1147	2															3
1148	2															3
1149	2															3
1150	2															3
1151	2															3
1152	2															3
1153	2															3
1154	2															3
1155	2															3
1156	2															3
1157	1	81	3	4	6	27	1	10	21	2		29	1	1	1	3
1158	2															3
1159	2															3
1160	1	81	2	1	6	30	1	6	21	2		29	1	1	1	3
1161	1	81	2	0	6	35	1	2	21	2		20	1	1	1	3
1162	2															3
1163	2															3
1164	2															3
1165	2															3
1166	1	81	7	1	6	24	1	8	21	2		29	1	1	1	3
1167	1	81	2	2	1	52	1	10	21	2		29	1	1	1	3
1168	2															3
1169	1	81	2	0	8	30	1	99	1	2		20	1	1	1	3
1170	2															3
1171	1	81	2	4	4	30	1	99	21	2		20	1	4	1	3
1172	2															3
1173	1	81	3	2	6	25	1	4	21	2		20	1	4	1	3
1173	1	82	3	1	10	23	1	4	21	2		20	1	5	1	3
1174	1	81	2	0	3	35	1	99	21	2		20	1	4	1	3
1175	1	81	2	9	2	38	1	5	21	2		29	1	3	1	3
1176	1	81	2	4	2	50	1	5	21	2		29	1	3	1	3
1177	2															3
1178	2															3
1179	2															3
1180	2															3
1181	1	81	7	2	9	19	2	12	81	1	3		2	2	2	3
1182	1	81	3	3	2	25	1	9	13	1	1		1	1	1	3
1183	2															3
1184	2															3
1185	2															3
1186	1	81	3	3	9	20	1	5	8	2		20	1	2	1	3
1187	2															3
1188	2															3
1189	2															3
1190	1	81	2	4	4	35	1	0	8	2		20	1	2	1	3
1191	1	81	2	4	4	40	1	99	7	2		20	1	4	1	3
1191	1	82	3	3	0	8	2	0	81	1	1		2	2	2	3
1192	1	81	3	2	1	16	2	7	82	1	1		3	2	2	3
1193	2															3
1194	2															3
1195	1	81	3	3	6	19	1	7	13	1	1		1	4	1	3
1196	2															3
1197	1	81	3	2	2	22	1	10	13	1	18		1	1	1	3
1198	2															3
1199	2															3
1200	2															3
1201	2															3
1202	2															3
1203	2															3
1204	2															3
1205	2															3
1206	2															3
1207	2															3
1208	2															3
1209	2															3
1210	2															3
1211	1	81	3	0	9	19	2	6	82	1	1		3	2	2	3
1212	2															3
1213	1	81	3	0	5	18	2	5	8	1	1		3	2	2	3
1214	2															3
1215	1	81	3	4	5	22	1	12	81	1	3		2	3	2	3
1216	2															3
1217	1	81	3	9	6	25	2	4	13	2		41	1	5	2	3
1218	2															3
1219	2															3
1220	1	81	3	1	11	18	2	3	82	1	44		3	5	2	3
1221	2															3
1222	2															3
1223	1	81	3	4	1	24	1	9	35	1	1		1	2	1	3
1224	1	81	3	0	1	30	1	0	8	2		29	1	3	2	3
1225	2															3
1226	2															3
1227	1	81	3	0	8	30	1	0	8	2		41	1	4	1	3
1227	1	82	3	3	2	26	1	2	8	2		41	1	4	1	3
1228	1	81	3	3	2	21	1	9	13	1	55		1	2	1	3
1229	2															3
1230	1	81	2	3	4	28	1	5	7	2		41	1	4	1	3
1231	2															3
1232	2															3
1233	2															3
1234	2															3
1235	2															3
1236	2															3
1237	1	81	3	4	3	28	1	10	35	2		29	1	3	1	3
1238	2															3
1239	1	81	3	3	4	18	1	2	13	1	1		1	2	1	3
1240	2															3
1241	2															3
1242	2															3
1243	2															3
1244	2															3
1245	2															3
1246	1	81	3	3	10	20	1	8	21	1	52		1	2	1	3
1247	2															3
1248	2															3
1249	2															3
1250	2															3
1251	1	81	3	4	6	11	2	5	81	1	52		2	2	2	3
1252	2															3
1253	2															3
1254	2															3
1255	2															3
1256	2															3
1257	2															3
1258	2															3
1259	1	81	3	4	1	16	1	9	81	1	52		2	2	2	3
1260	2															3
1261	1	81	3	4	8	17	2	10	82	1	52		3	8	2	3
1262	2															3
1263	2															3
1264	2															3
1265	2															3
1266	2															3
1267	2															3
1268	2															3
1269	1	81	3	2	0	19	2	2	82	1	52		3	5	2	3
1269	1	82	3	1	0	17	2	5	82	1	52		3	5	2	3
1270	2															3
1271	2															3
1272	2															3
1273	2															3
1274	2															3
1275	2															3
1276	2															3
1277	1	81	3	3	2	36	2	7	13	1	1		1	1	1	3
1277	1	82	3	4	1	30	2	6	13	1	1		1	1	1	3
1277	1	83	3	3	6	28	2	8	13	1	1		1	1	1	3
1278	2															3
1279	2															3
1280	2															3
1281	2															3
1282	2															3
1283	2															3
1284	2															3
1285	1	81	3	2	6	22	2	9	82	1	52		3	7	2	3
1285	1	82	3	0	4	24	2	9	82	1	52		3	7	2	3
1286	2															3
1287	1	81	3	1	5	19	2	4	82	1	52		3	7	2	3
1288	2															3
1289	2															3
1290	2															3
1291	2															3
1292	2															3
1293	2															3
1294	2															3
1295	2															3
1296	2															3
1297	1	81	3	5	0	23	1	12	81	1	52		2	2	2	3
1298	2															3
1299	2															3
1300	2															3
1301	2															3
1302	2															3
1303	2															3
1304	2															3
1305	2															3
1306	2															3
1307	2															3
1308	1	81	3	2	5	21	2	6	82	1	52		3	3	2	3
1309	2															3
1310	2															3
1311	2															3
1312	1	81	3	0	7	21	2	8	82	1	52		3	5	2	3
1313	1	81	3	3	0	20	2	12	82	1	52		3	2	2	3
1314	2															3
1315	2															3
1316	2															3
1317	2															3
1318	2															3
1319	2															3
1320	2															3
1321	1	81	3	0	7	18	2	5	82	1	52		3	7	2	3
1322	2															3
1323	2															3
1324	2															3
1325	1	81	3	0	6	15	2	6	82	1	45		3	2	2	3
1326	2															3
1327	2															3
1328	1	81	3	3	0	22	1	8	1	2		38	1	7	1	3
1329	2															3
1330	2															3
1331	2															3
1332	2															3
1333	2															3
1334	2															3
1335	2															3
1336	2															3
1337	1	81	2	4	3	30	1	99	22	1	1		8	1	1	3
1338	2															3
1339	2															3
1340	2															3
1341	2															2
1342	2															2
1343	2															2
1344	1	81	2	4	6	40	1	99	8	2		29	1	1	1	2
1345	2															2
1346	2															2
1347	2															2
1348	2															2
1349	2															2
1350	2															2
1351	2															2
1352	2															2
1353	2															2
1354	1	81	2	2	6	50	1	99	50	1	1		1	1	1	2
1355	2															2
1356	2															2
1357	2															2
1358	2															2
1359	2															2
1360	2															2
1361	1	81	3	1	6	18	1	10	12	1	1		1	1	1	2
1362	1	81	3	2	0	20	1	5	23	1	1		1	1	1	2
1362	1	82	3	0	1	18	1	5	10	1	1		1	1	2	2
1363	2															2
1364	2															2
1365	2															2
1366	1	81	3	4	0	42	1	99	13	2		20	1	1	1	2
1366	1	82	3	3	0	39	1	99	23	1	1		1	1	2	2
1367	2															2
1368	2															2
1369	2															2
1370	2															2
1371	1	81	2	0	2	45	1	14	14	1	7		1	1	1	2
1372	2															2
1373	2															2
1374	2															2
1375	2															2
1376	2															2
1377	2															2
1378	2															2
1379	2															2
1380	2															2
1381	2															2
1382	2															2
1383	2															2
1384	2															2
1385	2															2
1386	2															2
1387	2															2
1388	2															2
1389	2															2
1390	1	81	3	0	10	15	1	5	13	1	7		1	1	1	2
1391	2															2
1392	2															2
1393	2															2
1394	2															2
1395	2															2
1396	2															2
1397	2															2
1398	2															2
1399	2															2
1400	2															2
1401	2															2
1402	1	81	3	4	2	18	1	3	36	1	11		1	1	1	2
1403	2															2
1404	1	81	3	0	6	10	1	3	81	1	1		2	3	2	2
1405	1	81	3	2	8	25	1	7	8	2		20	1	7	1	2
1406	2															2
1407	2															2
1408	2															2
1409	2															2
1410	2															2
1411	2															2
1412	2															2
1413	1	81	2	0	6	55	1	99	11	1	1		1	1	1	2
1414	2															2
1415	2															2
1416	2															2
1417	2															2
1418	2															2
1419	1	81	3	3	0	10	1	67	81	1	7		2	2	2	2
1420	2															2
1421	2															2
1422	2															2
1423	2															2
1424	1	81	3	4	5	25	1	4	8	1	1		1	2	1	2
1425	2															2
1426	2															2
1427	1	81	3	4	0	33	1	8	1	2		29	1	1	1	2
1428	1	81	3	2	2	15	1	99	22	1	1		1	4	1	2
1429	2															2
1430	1	81	3	0	6	18	1	9	10	1	1		1	4	2	2
1431	2															2
1432	2															2
1433	2															2
1434	2															2
1435	2															2
1436	2															2
1437	2															2
1438	2															2
1439	2															2
1440	2															2
1441	1	81	2	16	9	43	1	2	21	2		29	1	7	1	3
1442	2															3
1443	1	81	2	4	0	30	1	8	13	2		38	1	3	1	3
1444	1	81	2	3	2	62	1	6	13	2		38	1	1	1	3
1445	2															3
1446	2															3
1447	2															3
1448	2															3
1449	1	81	2	15	7	65	1	6	13	2		38	1	1	1	3
1449	1	82	3	20	2	40	1	5	13	2		38	1	1	1	3
1449	1	83	3	3	8	26	1	9	13	2		38	1	1	1	3
1449	1	84	3	8	11	29	1	9	13	2		29	1	1	1	3
1450	1	81	3	7	2	30	1	4	13	2		29	1	5	1	3
1451	1	81	2	4	7	33	1	9	13	2		38	1	4	1	3
1452	1	81	2	10	4	40	1	4	13	2		16	1	4	1	3
1453	1	81	7	6	4	42	1	12	13	2		37	1	3	1	3
1453	1	82	7	11	3	35	1	9	13	2		13	1	3	2	3
1454	1	81	3	3	0	41	1	9	13	2		38	1	4	1	3
1454	1	82	3	11	0	29	1	7	13	2		27	1	4	1	3
1455	1	81	3	6	4	24	1	5	23	2		16	1	3	1	3
1456	1	81	2	3	8	55	1	9	22	2		29	1	7	1	3
1457	1	81	2	2	4	56	1	6	21	2		38	1	4	1	3
1458	2															3
1459	1	81	2	12	8	38	1	3	21	1	18		1	1	1	3
1460	1	81	3	6	7	25	1	74	5	1	1		2	1	2	3
1460	1	82	3	4	2	21	1	74	5	1	1		2	1	2	3
1460	1	83	11	3	6	55	1	14	52	2		37	1	1	1	3
1461	1	81	2	9	2	36	1	8	21	2		29	1	3	1	3
1462	2															3
1463	1	81	3	2	9	24	1	9	21	2		38	1	7	1	3
1464	2															3
1465	1	81	3	12	7	40	1	10	13	2		16	1	1	1	3
1465	1	82	3	5	9	22	1	10	13	2		16	1	1	1	3
1465	1	83	4	10	2	38	1	9	13	2		29	1	3	1	3
1466	1	81	3	3	7	24	1	7	13	2		29	1	7	1	3
1467	2															3
1468	2															3
1469	2															3
