a01	plotid	g01	g02	g03	g04	g05	g06	g07	g08a	g08b	g08c	g09a	g09b	g09c	g10	g11	g12	g13a	g13b	g13c	g14	g15a	g15b	g15c	g16a	g16b	g16c	g17a	g17b	g17c	g18a	g18b	g18c	g19a	g19b	g19c	flag	sample_type
788	3	2	8.0	600.0	1.0	4	2		1	72		1	72		80000	3	2009	98			1	1			1			1			1			1				3
788	4	2	13.0	700.0	0.0	4	7		1	72		1	72		1000000	3	2009	98			1	72			72			72			72			72				3
788	5	4	5.0	700.0	0.0	4	2		1	72		1	72		300000	3	2009	98			5																	3
788	6	2	5.0	300.0	1.0	4	7		1	72		1	72		200000	3	2009	98			1	72			72			72			72			72				3
788	7	4	3.0	200.0	2.0	4	2		1	72		1	72		300000	3	2009	98			5																	3
788	8	8	12.0	100.0	0.0	4	2		1	72		1	72		1200000	3	2009	98			2	1			1			1			1			1				3
789	1	1	5.0	0.0	0.0	4			1			1			400000	3	1994	98			4																	3
789	2	2	36.0	1000.0	0.0	4	2		1			1			300000	3	1994	98			1	1			1			1			1			1				3
789	3	2	16.0	500.0	1.0	4	2		1			1			150000	3	1994	98			1	1			1			1			1			1				3
789	4	2	10.0	500.0	1.0	4	2		1			1			100000	3	1994	98			1	1			1			1			1			1				3
789	5	2	20.0	1000.0	0.0	4	3	180.0	72			72			200000	6	1994	98			1	1			1			1			1			1				3
789	6	2	48.0	400.0	1.0	4	4		72			72			500000	6	1994	98			1	1			1			1			1			1				3
789	7	8	3.0	0.0	0.0	4	2		1			1			500000	3	1994	98			2	1			1			1			1			1				3
790	1	1	1.0	0.0	0.0	4			1			1			30000	3	1970	98			4																	3
790	2	8	1.0	0.0	0.0	4	2		1			1			20000	3	1970	98			2	1			1			1			1			1				3
791	1	1	7.0	0.0	0.0	4			2			2			400000	2	2000	98			4																	3
791	2	2	120.0	300.0	2.0	4	4		71			71			1000000	6	2001	98			1	1			1			1			1			1				3
791	3	2	60.0	400.0	2.0	4	4		71			71			500000	6	2001	98			1	1			1			1			1			1				3
791	4	2	60.0	0.0	2.0	4	4		71			71			500000	6	2001	98			1	1			1			1			1			1				3
791	5	2	50.0	400.0	2.0	4	4		71			71			500000	6	2001	98			1	1			1			1			1			1				3
791	6	2	20.0	1000.0	0.0	4	4		71			71			20000	6	2001	98			1	1			1			1			1			1				3
792	1	1	3.0	0.0	0.0	2			1			1			300000	1	2009	98			4																	3
792	2	2	18.0	100.0	3.0	2	2		1			1			180000	3	2000	98			1	1			1			1			1			1				3
792	3	2	9.0	50.0	3.0	2	2		1			1			900000	3	2000	98			1	1			1			1			1			1				3
792	4	2	24.0	50.0	3.0	2	2		1			1			400000	3	2011	98			1	1			1			1			1			1				3
793	1	1	5.0	0.0	0.0	2			1			1			750000	1	1991	98			4																	3
793	2	8	1.0	0.0	0.0	2	6	250.0	1			1			100000	3	1990	98			2	72			72			72			72			72				3
793	3	2	40.0	200.0	3.0	2	7		1			1			2000000	3	1990	98			2	72			72			72			72			72				3
793	4	2	45.0	500.0	3.0	2	7		1			1			2250000	3	1990	98			2	72			72			72			72			72				3
793	5	2	15.0	1000.0	3.0	2	7		1			1			750000	3	1990	98			2	72			72			72			72			72				3
794	1	1	3.0	0.0	0.0	2			1			1			300000	2	2006	98			4																	3
795	1	1	24.0	0.0	0.0	4			1	2		1	2		700000	1	1995	98			4																	3
795	2	2	19.0	2000.0	3.0	4	7		1			1			200000	1	1995	98			1	72			72			72			72			72				3
795	3	2	16.0	2000.0	3.0	4	7		1			1			200000	1	1995	98			1	72			72			72			72			72				3
795	4	2	6.0	2000.0	3.0	4	7		1			1			50000	1	1995	98			1	72			72			72			72			72				3
795	5	2	10.0	2000.0	3.0	4	7		1			1			100000	1	1996	98			1	72			72			72			72			72				3
795	6	2	8.0	2000.0	3.0	4	7		1			1			50000	1	1994	98			1	72			72			72			72			72				3
796	1	1	30.0	0.0	0.0	4			1			1			2000000	1	1970	98			4																	3
796	2	2	50.0	300.0	2.0	4	2		1			1			800000	1	1980	98			1	1	4		1	4		1	4		1	4		1	4			3
796	3	2	20.0	500.0	2.0	4	2		1			1			400000	1	1982	98			1	1	4		1	4		1	4		1	4		1	4			3
796	4	2	15.0	500.0	2.0	4	2		1			1			300000	1	1985	98			1	1	4		1	4		1	4		1	4		1	4			3
796	5	2	7.0	100.0	2.0	4	2		1			1			100000	1	1990	98			1	1	4		1	4		1	4		1	4		1	4			3
796	6	2	11.0	800.0	2.0	4	2		1			1			150000	1	1970	98			1	1	4		1	4		1	4		1	4		1	4			3
796	7	8	21.0	0.0	0.0	4	2		1			1			1800000	1	1970	98			2	1	4		1	4		1	4		1	4		1	4			3
796	8	2	30.0	600.0	1.0	4	3	166.0	71			71			700000	6	2010	98			1	1	4		1	4		1	4		1	4		1	4			3
797	1	1	1.0	0.0	0.0	4			1			1			100000	3	2000	98			4																	3
797	2	8	5.0	0.0	0.0	4	6	83.0	1			1			500000	3	2000	98			2	72			72			72			72			72				3
798	1	1	7.0	0.0	0.0	4			1			1			280000	3	1999	98			4																	3
798	2	2	18.0	0.0	2.0	4	6	133.0	1			1			200000	3	1999	98			1	72			72			72			72			1				3
798	3	2	9.0	200.0	3.0	4	6	67.0	1			1			120000	3	1999	98			1	72			72			72			72			1				3
798	4	2	8.0	300.0	4.0	4	6	60.0	1			1			100000	3	1999	98			1	72			72			72			72			1				3
798	5	2	21.0	350.0	2.0	4	6	157.0	1			1			240000	3	1999	98			1	72			72			72			72			1				3
798	6	4	7.0	400.0	5.0	4	5		1			1			250000	3	1999	98			1	72			72			72			72			1				3
798	7	8	40.0	100.0	1.0	4	3	104.0	72			72			1500000	6	2007	1			1	1			1			1			1			1				3
799	1	1	12.0	0.0	0.0	4			1			1			1050000	3	2000	98			4																	3
799	2	8	40.0	0.0	0.0	4	2		1			1			1600000	3	2000	98			2	1			1			1			1			1				3
800	1	1	5.0	0.0	2.0	4			1			1			150000	3	1997	98			4																	3
801	1	1	4.0	0.0	0.0	5			1	72		1	72		300000	3	1995	98			4																	3
801	2	2	30.0	1000.0	5.0	4	8		72			72			900000	6	2010	72			1	72			72			72			1			1				3
802	1	1	6.0	0.0	0.0	4			1			1			750000	3	1966	98			4																	3
802	2	2	120.0	500.0	0.0	4	7		1			1			1800000	3	1966	98			1	72			72			72			1			1				3
802	3	2	120.0	400.0	0.0	4	7		1			1			300000	3	1966	98			1	72			72			72			1			1				3
802	4	2	40.0	500.0	0.0	4	7		1			1			2000000	1	1996	98			1	72			72			72			1			1				3
803	1	1	8.0	0.0	0.0	4			1	72		1	72		650000	3	2002	98			4																	3
804	1	1	1.0	0.0	0.0	4			1			1			100000	3	2000	98			4																	3
804	2	2	40.0	950.0	0.0	4	3	667.0	72			72			2000000	6	2010	1			1	1			1			1			1			1				3
804	3	2	20.0	1500.0	3.0	4	3	333.0	7			72			600000	6	2010	1			1	1			1			1			1			1				3
804	4	8	1.5	0.0	0.0	4	2		1			1			100000	3	2000	98			2	1			1			1			1			1				3
805	1	1	6.0	0.0	0.0	4			2			2			400000	2	1962	98			4																	3
806	1	1	3.0	0.0	0.0	4			1			1			150000	3	1990	98			4																	3
807	1	1	10.0	0.0	0.0	4			1			1			1000000	1	2001	98			4																	3
807	2	8	4.0	0.0	5.0	4	2		1			1			300000	1	2001	98			2	1			1			1			1			1				3
808	1	1	2.0	0.0	0.0	5			3			3			400000	3	1998	98			4																	3
808	2	2	90.0	1000.0	2.0	5	7		3			3			13500000	3	1998	98			1	72			72			72			72			72				3
808	3	9	1.0	0.0	0.0	5	1		3			3			100000	3	1998	98			7																	3
809	1	1	2.0	0.0	0.0	5			1			1			200000	3	1980	98			4																	3
809	2	2	36.0	0.0	0.0	5	6	83.0	1			1			3600000	1	1997	98			1	72			72			2			72			72				3
810	1	1	14.0	0.0	0.0	5			1			1			2100000	3	1990	98			4																	3
810	2	4	14.0	0.0	0.0	5	1		1			1			2100000	3	1990	98			4																	3
810	3	2	40.0	1000.0	4.0	5	4		72			72			4000000	6	2006	98			1	1			1			1			1			1				3
810	4	2	40.0	2000.0	6.0	5	4		72			72			4000000	6	2006	98			1	1			1			1			1			1				3
810	5	2	5.0	200.0	4.0	5	4		72			72			500000	6	2006	98			1	1			1			1			1			1				3
811	1	1	2.0	0.0	0.0	5			8			8			400000	3	1976	98			4																	3
811	2	2	20.0	500.0	4.0	5	2		8			8			200000	3	1976	98			1	1	3	4	1	3	4	1	3	4	1	3	4	1				3
811	3	2	22.0	200.0	0.0	5	2		8			8			2200000	3	1976	98			1	1	3	4	1	3	4	1	3	4	1	3	4	1				3
811	4	2	60.0	100.0	6.0	5	4		72			72			6000000	6	2009	98			1	1	3	4	1	3	4	1	3	4	1	3	4	1				3
811	5	2	40.0	100.0	6.0	5	4		72			72			4000000	6	2006	98			1	1	3	4	1	3	4	1	3	4	1	3	4	1				3
811	6	2	32.0	500.0	6.0	5	4		72			72			3200000	6	1995	98			1	1	3	4	1	3	4	1	3	4	1	3	4	1				3
811	7	2	20.0	500.0	6.0	5	4		72			72			2000000	6	2009	98			1	1	3	4	1	3	4	1	3	4	1	3	4	1				3
812	1	1	8.0	0.0	0.0	5			1			1			800000	3	1996	98			4																	3
812	2	2	10.0	0.0	0.0	5	2		1			1			1000000	3	1996	98			1	1			1			1			1			1				3
812	3	2	30.0	0.0	5.0	5	2		1			1			1500000	3	1996	98			1	1			1			1			1			1				3
812	4	2	80.0	0.0	5.0	5	4		72			72			4000000	6	2006	98			1	1			1			1			1			1				3
812	5	2	30.0	0.0	0.0	5	4		72			72			900000	6	2000	98			1	1			1			1			1			1				3
812	6	8	2.0	0.0	0.0	5	2		1			1			200000	3	1996	98			2	1			1			1			1			1				3
813	1	1	6.0	0.0	0.0	5			1			1			300000	3	1942	98			4																	3
813	2	2	12.0	1000.0	5.0	5	7		1			1			600000	3	1976	98			1	72			72			72			72			72				3
813	3	2	10.0	0.0	0.0	5	7		1			1			500000	1	1986	98			1	72			72			72			72			72				3
813	4	2	4.0	200.0	0.0	5	7		1			1			200000	1	1985	98			1	72			72			72			72			72				3
813	5	8	6.0	200.0	0.0	5	6	139.0	1			1			600000	3	1942	98			2	72			72			72			72			72				3
814	1	1	1.0	0.0	0.0	4			1			1			70000	3	2007	98			4																	3
814	2	2	120.0	1000.0	0.0	4	12		74			74			600000	7	2005	98			1	1			1			1			1			1				3
815	1	1	1.0	0.0	0.0	4			1			1			100000	3	2010	98			4																	3
816	1	1	4.0	0.0	0.0	2			2			2			300000	2	1994	98			4																	3
817	1	1	12.0	0.0	0.0	4			71			71			1800000	3	2005	98			4																	3
817	2	4	6.0	150.0	0.0	4	1		71			71			900000	3	2005	71			5																	3
817	3	5	60.0	300.0	0.0	4	1		71			71			200000	3	2005	71			7																	3
817	4	2	80.0	400.0	0.0	4	7		71			71			600000	3	2005	72			1	72			72			72			71			71				3
817	5	8	5.0	0.0	0.0	4	4		71			71			500000	6	2005	72			2	72			72			72			71			71				3
818	1	1	4.0	0.0	0.0	3			1			1			270000	3	1983	98			4																	3
818	2	2	50.0	400.0	0.0	2	4		72			72			3000000	6	2009	1			1	1			1			1			1			1				3
818	3	2	40.0	1000.0	5.0	2	4		72			72			1020000	6	2008	1			1	1			1			1			1			1				3
819	1	1	4.0	0.0	0.0	4			1			1			300000	3	1996	98			4																	3
820	1	1	10.0	0.0	0.0	4			1			1			1050000	3	1997	98			4																	3
820	2	9	4.0	50.0	0.0	4	1		1			1			250000	3	1997	98			7																	3
821	1	1	20.0	0.0	0.0	4			1	2	6	1	2	6	5000000	3	2009	98			4																	3
821	2	2	18.0	1.0	0.0	4	7		1	2	6	1	2	6	2700000	3	2009	98			1	72			72			72			72			72				3
821	3	8	4.5	0.0	0.0	4	2		1	72		1	72		450000	3	2009	98			2	1			1			1			1			1				3
822	1	1	4.0	0.0	0.0	4			1			1			400000	3	1981	98			4																	3
822	2	8	1.0	0.0	0.0	4	2		1			1			100000	3	1981	98			2	1			1			1			1			1				3
823	1	1	12.0	0.0	0.0	3			1	4		1	4		2400000	3	1991	98			4																	3
823	2	2	40.0	0.5	4.0	4	7		1			1			8000000	3	1991	98			1	72			72			72			72			72				3
823	3	2	14.0	0.5	4.0	4	7		1			1			2800000	3	1991	98			1	72			72			72			72			72				3
823	4	9	24.0	0.0	0.0	4	1		1	72		1	72		4800000	3	1991	98			7																	3
823	5	9	16.0	0.0	0.0	4	1		1	72		1	72		3200000	3	1991	98			7																	3
824	1	1	11.0	0.0	0.0	4			1	5		1	5		1200000	3	2005	98			4																	3
824	2	8	3.0	0.0	0.0	4	6	750.0	1	72		1	72		600000	3	2005	98			2	72			72			72			72			72				3
825	1	1	16.0	0.0	0.0	4			1			1			1500000	3	1996	98			4																	3
825	2	5	20.0	600.0	0.0	4	1		1			1			600000	1	2001	98			7																	3
825	3	8	4.0	50.0	0.0	4	2		1			1			500000	3	1996	1			2	1			1			1			1			1				3
826	1	1	2.0	0.0	0.0	4			1			1			20000	3	1990	98			4																	3
827	1	1	5.0	0.0	0.0	4			1			1			600000	3	2004	98			4																	3
827	2	2	40.0	500.0	2.0	4	2		1			1			600000	3	2004	1			1	1			1			1			1			1				3
827	3	2	20.0	500.0	2.0	4	7		1			1			300000	3	2004	72			1	72			72			72			72			72				3
827	4	2	4.0	500.0	2.0	4	7		1			1			70000	3	2004	72			1	72			72			72			72			72				3
827	5	2	12.0	500.0	1.0	4	7		1			1			150000	3	2004	72			1	72			72			72			72			72				3
827	6	8	1.0	50.0	4.0	4	2		1			1			30000	3	2004	98			2	1			1			1			1			1				3
827	7	9	5.0	100.0	4.0	4	1		1			1			100000	3	2004	98			7																	3
827	8	2	100.0	50.0	3.0	4	4		7			72			10000000	6	2009	1			1	1			1			1			1			1				3
828	1	1	4.0	0.0	0.0	4			1			1			300000	3	1980	98			4																	3
829	1	1	2.0	0.0	0.0	4			1			1			100000	3	1990	98			4																	3
829	2	2	10.0	1000.0	1.0	4	4		72			72			500000	6	2010	98			1	1			1			1			1			1				3
830	1	1	4.0	0.0	0.0	4			1	72		1	72		300000	3	1991	98			4																	3
831	1	1	1.0	5.0	0.0	1			1			1			200000	3	1981	98			4																	3
831	2	2	44.0	1000.0	1.0	4	7		1			1			500000	1	1990	98			1	72			72			72			72			72				3
831	3	9	6.0	0.0	0.0	4	1		1			1			400000	3	1981	98			7																	3
832	1	1	8.0	0.0	0.0	4			1			1			400000	3	2003	98			4																	3
833	1	1	3.0	0.0	0.0	4			1			1			300000	3	1991	98			4																	3
833	2	2	6.0	300.0	0.0	4	3	100.0	72			72			300000	6	2011	98			1	1			1			1			1			1				3
834	1	1	6.0	0.0	0.0	4			72			72			750000	4	1994	98			4																	3
835	1	1	11.0	0.0	0.0	4			3			3			240000	3	1978	98			4																	3
835	2	2	30.0	500.0	4.0	4	7		3			3			300000	3	1978	72			1	72			72			72			72			72				3
835	3	2	20.0	600.0	3.0	4	7		3			3			2000000	3	1978	72			1	72			72			72			72			72				3
835	4	8	2.0	100.0	0.0	4	4		3			3			400000	6	1978	72			2	72			72			72			72			72				3
836	1	1	4.0	0.0	0.0	4			1			1			350000	3	2002	98			4																	3
836	2	9	12.0	0.0	0.0	4	1		71			71			535000	3	2002	98			7																	3
837	1	1	5.0	0.0	0.0	4			1			1			125000	3	1978	98			4																	3
837	2	2	30.0	500.0	3.0	4	4		72			72			350000	6	2009	1			1	1			1			1			1			1				3
837	3	2	16.0	700.0	4.0	4	4		72			72			175000	6	2009	1			1	1			1			1			1			1				3
837	4	8	12.0	100.0	0.0	4	2		1			1			250000	3	1978	98			7																	3
838	1	1	3.0	0.0	0.0	4			1			1			600000	3	1976	98			4																	3
839	1	1	4.0	0.0	0.0	4			1			1			800000	3	1980	98			4																	3
839	2	9	1.0	0.0	0.0	4	2		1			1			200000	3	1980	98			7																	3
840	1	1	3.0	0.0	0.0	4			1			1			300000	3	1996	98			4																	3
841	1	1	4.0	0.0	0.0	5			1			1			140000	4	2000	98			4																	3
841	2	2	76.0	100.0	0.0	5	4		72			72			600000	6	1997	1			1	1			1			1			1			1				3
841	3	2	20.0	100.0	0.0	5	4		72			72			400000	6	1997	1			1	1			1			1			1			1				3
841	4	2	20.0	200.0	0.0	5	4		72			72			400000	6	2000	1			1	1			1			1			1			1				3
841	5	2	8.0	200.0	0.0	5	4		72			72			160000	6	2000	1			1	1			1			1			1			1				3
841	6	2	7.0	500.0	0.0	5	4		72			72			140000	6	2000	1			1	1			1			1			1			1				3
842	1	1	7.0	0.0	0.0	4			3			3			245000	3	1969	98			4																	3
842	2	2	16.0	100.0	1.0	3	2		3			3			560000	3	1969	1			1	1			1			1			1			1				3
842	3	2	20.0	100.0	1.0	3	5		72			72			700000	6	2009	1			1	1			1			1			1			1				3
843	1	1	7.0	0.0	0.0	3			1			1			245000	3	2006	98			4																	3
843	2	2	20.0	1000.0	3.0	5	2		1			1			500000	1	2006	98			1	1			1			1			1			1				3
843	3	2	64.0	1000.0	1.0	5	5		72			72			1088000	6	2009	98			1	1			1			1			1			1				3
843	4	2	40.0	1000.0	1.0	5	5		72			72			680000	6	2007	98			1	1			1			1			1			1				3
843	5	2	50.0	1000.0	1.0	5	5		72			72			850000	6	2010	98			1	1			1			1			1			1				3
843	6	2	10.0	1000.0	1.0	5	5		72			72			170000	6	2009	98			1	1			1			1			1			1				3
843	7	2	60.0	500.0	1.0	3	3	75.0	72			72			900000	6	2006	98			1	1			1			1			1			1				3
844	1	1	2.0	0.0	0.0	3			1			1			60000	3	1996	98			4																	3
845	1	1	4.0	0.0	0.0	3			1			1			80000	3	2004	1			4																	3
845	2	2	40.0	1000.0	4.0	3	4		72			72			600000	6	2010	1			1	1			1			1			1			1				3
845	3	2	40.0	400.0	6.0	3	4		72			72			800000	6	2005	1			1	1			1			1			1			1				3
845	4	2	20.0	500.0	6.0	3	4		72			72			400000	6	2005	1			1	1			1			1			1			1				3
846	1	1	5.0	0.0	0.0	5			1			1			175000	3	1996	98			4																	3
846	2	2	20.0	0.0	1.0	5	2		1			1			1020000	3	1996	98			1	1			1			1			1			1				3
846	3	2	40.0	0.0	1.0	5	5		72			72			680000	5	2009	9			1	1			1			1			1			1				3
846	4	8	1.0	0.0	0.0	5	2		1			1			80000	3	1996	98			2	1			1			1			1			1				3
847	1	1	2.0	0.0	0.0	3			1			1			60000	3	2009	98			4																	3
847	2	2	60.0	200.0	3.0	5	4		72			72			900000	6	2009	1			1	1			1			1			1			1				3
847	3	2	40.0	200.0	3.0	5	4		72			72			600000	6	2009	1			1	1			1			1			1			1				3
848	1	1	2.0	0.0	0.0	3			1			1			60000	3	2005	98			4																	3
849	1	1	3.0	0.0	2.0	3			1			1			80000	3	2010	98			4																	3
850	1	1	4.0	0.0	0.0	4			1			1			100000	1	2000	98			4																	3
850	2	2	90.0	1000.0	1.0	5	3	153.0	72			72			2000000	6	2006	1			1	1			1			1			1			1				3
850	3	2	44.0	800.0	2.0	4	4		72			72			1000000	6	2010	1			1	1			1			1			1			1				3
850	4	2	16.0	800.0	2.0	4	4		72			72			400000	6	2011	1			1	1			1			1			1			1				3
851	1	1	4.0	0.0	0.0	4			1			1			150000	3	1990	98			4																	3
851	2	2	40.0	500.0	2.0	5	3	500.0	72			72			600000	6	1997	1			1	1			1			1			1			1				3
851	3	2	40.0	1000.0	1.0	4	3	250.0	72			72			400000	6	1977	1			1	1			1			1			1			1				3
852	1	1	4.0	0.0	0.0	4			1			1			60000	1	2001	98			4																	3
852	2	2	80.0	500.0	0.0	4	3	50.0	72			72			1600000	6	2005	1			1	1			1			1			1			1				3
852	3	2	40.0	300.0	0.0	4	3	50.0	72			72			800000	6	2005	1			1	1			1			1			1			1				3
852	4	2	14.0	500.0	0.0	4	3	120.0	72			72			300000	6	2009	1			1	1			1			1			1			1				3
853	1	1	4.0	0.0	0.0	4			1			1			60000	1	2001	98			4																	3
853	2	2	40.0	500.0	0.0	4	4		72			72			600000	6	2008	1			1	1			1			1			1			1				3
854	1	1	2.0	0.0	0.0	4			1			1			40000	3	1995	98			4																	3
854	2	2	40.0	100.0	0.0	4	8		1			1			800000	3	1995	72			1	72			72			72			72			72				3
854	3	2	40.0	100.0	0.0	4	8		1			1			800000	3	1995	72			1	72			72			72			72			72				3
855	1	1	3.0	0.0	0.0	5			1			1			45000	3	1980	98			4																	3
855	2	2	28.0	500.0	0.0	4	2		1			1			600000	3	1980	1			1	1			1			1			1			1				3
855	3	2	28.0	100.0	0.0	4	2		1			1			600000	3	1980	1			1	1			1			1			1			1				3
855	4	2	25.0	1000.0	2.0	3	2		1			1			400000	3	1980	1			1	1			1			1			1			1				3
855	5	2	40.0	500.0	0.0	4	4		72			72			800000	6	1990	1			1	1			1			1			1			1				3
855	6	2	40.0	500.0	0.0	4	4		72			72			800000	6	2003	1			1	1			1			1			1			1				3
855	7	2	38.0	500.0	0.0	4	4		72			72			800000	6	2005	1			1	1			1			1			1			1				3
856	1	1	9.0	0.0	0.0	4			1			1			630000	3	1990	98			4																	3
856	2	2	40.0	600.0	6.0	4	2		1			1			600000	3	1990	1			1	1			1			1			1			1				3
856	3	2	20.0	600.0	6.0	4	2		1			1			300000	3	1990	1			1	1			1			1			1			1				3
856	4	2	40.0	700.0	3.0	3	7		1			1			600000	5	2006	72			1	72			72			72			72			1				3
857	1	1	2.0	0.0	1.0	4			1			1			400000	3	1991	98			4																	3
858	1	1	5.0	0.0	0.0	3			1			1			120000	3	1990	98			4																	3
858	2	2	24.0	0.0	5.0	3	8		1			1			360000	3	1990	98			1	72			72			72			72			72				3
858	3	5	4.0	0.0	1.0	3	1		1			1			20000	3	1980	98			7																	3
859	1	1	3.0	0.0	0.0	4			1			1			45000	3	1990	98			4																	3
860	1	1	5.0	0.0	0.0	5			1			1			120000	3	2000	98			4																	3
860	2	2	20.0	500.0	3.0	4	4		72			72			300000	6	2001	1			1	1			1			1			1			1				3
860	3	2	20.0	400.0	5.0	4	4		72			72			30000	6	2002	1			1	1			1			1			1			1				3
860	4	8	80.0	100.0	2.0	4	4		72			72			1000000	6	2001	1			1	1			1			1			1			1				3
861	1	1	8.0	0.0	0.0	2			1			1			70000	3	2008	98			4																	2
862	1	1	2.0	0.0	0.0	2			1			72			30000	3	2008	98			4																	2
862	2	2	17.0	0.0	0.0	5	5		72			72			150000	6	2010	98			1	1			1			1			1			1				2
863	1	1	10.0	0.0	0.0	2			1			71			100000	3	2000	71			4																	2
863	2	5	17.0	500.0	0.0	4	7		71			71			200000	3	2000	71			8																	2
864	1	1	12.0	0.0	0.0	2			1			1			100000	1	2007	1			4																	2
864	2	2	66.0	2000.0	2.0	3	2		1			1			800000	1	2006	1			1	1			1			1			1			1				2
864	3	2	18.0	1000.0	0.0	2	5		72			72			150000	6	2009	1			1	1			1			1			1			1				2
865	1	1	3.0	0.0	0.0	3			1			1			150000	1	1997	1			4																	2
865	2	2	33.0	1000.0	1.0	2	5		72			72			400000	6	2010	1			1	1			1			1			1			1				2
866	1	1	13.0	0.0	0.0	2			1			1			400000	1	1973	98			4																	2
866	2	2	21.0	1000.0	0.0	3	6	50.0	1			1			250000	1	1975	98			1	72			72			72			72			72				2
866	3	2	10.0	1000.0	0.0	4	6	50.0	1			1			150000	1	1981	98			1	72			72			72			72			72				2
866	4	2	20.0	1000.0	0.0	2	6	50.0	1			1			250000	1	1981	98			1	72			72			72			72			72				2
866	5	2	9.0	500.0	0.0	3	6	50.0	1			1			100000	1	1980	98			1	72			72			72			72			72				2
866	6	2	6.0	1000.0	0.0	2	6	50.0	1			1			50000	1	1990	98			1	72			72			72			72			72				2
866	7	2	10.0	300.0	0.0	4	6	50.0	1			1			100000	1	1981	98			1	72			72			72			72			72				2
866	8	8	4.0	100.0	2.0	1	6	50.0	1			1			50000	1	1995	98			2	72			72			72			72			72				2
867	1	1	9.0	0.0	0.0	2			1			1			100000	1	2009	1			4																	2
867	2	2	17.0	1000.0	0.0	2	3	113.0	1			5			200000	6	2002	1			1	1			1			1			1			1				2
867	3	2	33.0	1000.0	0.0	3	5		72			72			400000	3	2010	1			1	1			1			1			1			1				2
868	1	1	4.0	0.0	0.0	2			1			1			150000	1	2007	98			4																	2
868	2	8	3.0	10.0	0.0	1	2		1			72			50000	3	1998	1	72		2	1	72		1	72		1	72		98			1	72			2
869	1	1	5.0	0.0	0.0	3			1			72			60000	3	2009	98			4																	2
869	2	2	17.0	500.0	0.0	2	5		72			72			200000	6	2009	72			1	1			1			1			1			1				2
869	3	2	20.0	500.0	0.0	2	5		72			72			220000	6	2011	72			1	1			1			1			1			1				2
870	1	1	11.0	0.0	0.0	1			1			1			300000	3	1971	1			4																	2
870	2	2	66.0	2000.0	0.0	2	2		1			1			1000000	3	2009	98			1	1	3	72	1			1			1			1				2
870	3	2	50.0	1500.0	0.0	2	2		1			1			400000	3	1971	98			1	1	3	72	1			1			1			1				2
870	4	2	16.0	1500.0	0.0	2	2		1			1			70000	3	1971	98			1	1	3	72	1			1			1			1				2
870	5	2	33.0	1000.0	0.0	2	2		1			1			450000	3	1971	98			1	1	3	72	1			1			1			1				2
870	6	2	16.0	1000.0	0.0	2	2		1			1			200000	3	1971	98			1	1	3	72	1			1			1			1				2
870	7	2	33.0	1500.0	0.0	2	8		1			1			200000	3	1971	98			1	72			72			72			72			72				2
870	8	2	16.0	1500.0	0.0	2	8		1			1			200000	3	2007	98			1	72			72			72			72			72				2
870	9	2	40.0	2000.0	0.0	2	4		72			72			200000	6	2007	98			1	1	3	72	1			1			1			1				2
870	10	2	40.0	2000.0	0.0	2	4		72			72			200000	6	2007	98			1	1			1			1			1			1				2
871	1	1	18.0	0.0	0.0	2			1			1			250000	3	1988	98			4																	2
871	2	2	33.0	2000.0	0.0	2	3	250.0	72			72			300000	6	2011	1			1	1			1			1			1			1				2
872	1	1	5.0	0.0	0.0	2			1			1			60000	1	2009	98			4																	2
872	2	2	7.0	0.0	0.0	2	8		1			1			70000	1	2006	71			1	72			72			72			72			72				2
873	1	1	8.0	0.0	0.0	2			1			1			90000	3	2002	98			4																	2
874	1	1	3.0	0.0	0.0	3			1			72			50000	7	2006	1			4																	2
875	1	1	4.0	0.0	0.0	3			1			72			70000	3	2000	98			4																	2
876	1	1	9.0	0.0	0.0	2			1			1			80000	3	1998	98			4																	2
876	2	2	25.0	500.0	0.0	2	2		1			1			250000	3	1998	1			1	1	3	72	1			1			1			1				2
876	3	2	15.0	1000.0	2.0	2	3	417.0	72			72			200000	6	2010	1			1	1	3	72	1			1			98			1				2
876	4	2	15.0	1000.0	0.0	2	3	417.0	72			72			200000	6	2010	1			1	1	3	72	1			1			98			1				2
876	5	2	15.0	1500.0	0.0	2	5		72			72			200000	6	2010	1			1	1	3	72	1			1			98			1				2
876	6	2	8.0	500.0	0.0	2	2		1			1			720000	3	1998	1			1	1	3	72	1			1			1			1				2
877	1	1	7.5	0.0	0.0	2			1			1			114000	3	1996	98			4																	2
877	2	2	15.0	1500.0	0.0	2	2		1			1			140000	3	1996	1			1	1	72		1			1			1			1				2
877	3	2	15.0	1500.0	0.0	2	2		1			1			140000	3	1996	1			1	1	72		1			1			1			1				2
877	4	2	50.0	1500.0	0.0	2	2		1			1			454000	3	1996	1			1	1	72		1			1			1			1				2
877	5	2	15.0	1600.0	0.0	2	2		1			1			145000	3	1996	1			1	1	72		1			1			1			1				2
877	6	4	23.0	500.0	0.0	2	7		1			1			280000	3	1996	1			7																	2
877	7	9	10.0	0.0	0.0	2	1		1			1			120000	3	1996	98			7																	2
878	1	1	2.0	0.0	0.0	2			1			72			30000	3	2004	1			4																	2
878	2	2	33.0	1000.0	4.0	2	3	250.0	72			72			300000	6	2009	98			1	1			1			1			1			1				2
879	1	1	18.0	0.0	0.0	2			6			6			230000	3	1980	98			4																	2
