a01	plotid	g01	g02	g03	g04	g05	g06	g07	g08a	g08b	g08c	g09a	g09b	g09c	g10	g11	g12	g13a	g13b	g13c	g14	g15a	g15b	g15c	g16a	g16b	g16c	g17a	g17b	g17c	g18a	g18b	g18c	g19a	g19b	g19c	flag	sample_type
45	16	2	20.0	500.0	0.0	5	4		72			72			200000	6	2010	1			1	1			1			1			1			1				2
45	17	2	10.0	600.0	0.0	5	4		72			72			100000	6	2010	1			1	1			1			1			1			1				2
45	18	9	2.0	0.0	8.0	1	1		1			1			90000	3	1974	1			2	1			1			1			1			1				2
46	1	1	12.0	0.0	0.0	5			1			1			200000	3	1985	1			4																	2
46	2	2	12.0	100.0	0.0	5	2		1			1			180000	3	1985	1			1	1			1			1			1			1				2
46	3	2	10.0	250.0	2.0	5	6	119.0	1			1			160000	3	1985	1			1	1			1			1			1			1				2
46	4	2	6.0	100.0	0.0	5	1		1			1			120000	3	1985	1			7																	2
46	5	8	3.0	0.0	9.0	1	2		1			1			80000	3	1985	1			1	1			1			1			1			1				2
47	1	1	10.0	0.0	0.0	5			1			72			120000	3	1995	72			4																	2
47	2	4	8.0	0.0	2.0	5	1		1			72			90000	3	1995	72			5																	2
48	1	1	3.0	0.0	0.0	5			1			1			90000	3	2000	1			4																	2
48	2	2	10.0	250.0	2.0	5	7		1			1			200000	3	1975	72			1	72			72			72			72			72				2
48	3	2	8.0	250.0	3.0	5	7		1			1			160000	3	1975	72			1	72			72			72			72			72				2
48	4	2	10.0	250.0	3.0	5	7		1			1			200000	3	1975	72			1	72			72			72			72			72				2
48	5	2	17.0	200.0	4.0	5	7		1			1			280000	3	1973	72			1	72			72			72			72			72				2
48	6	2	17.0	4.0	5.0	5	7		1			1			280000	3	1974	72			1	72			72			72			72			72				2
48	7	2	22.0	200.0	2.0	5	7		1			1			320000	3	1973	72			1	72			72			72			72			72				2
48	8	2	4.0	200.0	3.0	5	7		1			1			60000	3	1974	72			1	72			72			72			72			72				2
48	9	2	13.0	210.0	3.0	5	7		1			1			160000	3	1975	72			1	72			72			72			72			72				2
48	10	2	8.0	250.0	3.0	5	7		1			1			160000	3	1975	72			1	72			72			72			72			72				2
48	11	2	26.0	1000.0	4.0	5	7		1			1			400000	3	1975	72			1	72			72			72			72			72				2
48	12	2	8.0	500.0	4.0	5	7		1			1			100000	3	1974	72			1	72			72			72			72			72				2
48	13	2	22.0	100.0	2.0	5	2		1			1			400000	3	1974	1			1	1			1			1			1			1				2
48	14	8	3.0	300.0	9.0	1	2		1			1			60000	3	1945	1			2	1			1			1			1			1				2
48	15	8	3.0	100.0	10.0	1	2		1			1			60000	3	1975	1			2	1			1			1			1			1				2
48	16	2	66.0	1000.0	0.0	5	2		1			1			230000	1	2004	1			1	1			1			1			1			1				2
48	17	2	66.0	500.0	0.0	5	7		1			1			240000	1	2006	72			1	72			72			72			72			72				2
48	18	2	10.0	450.0	0.0	5	6	166.0	1			1			70000	1	2003	72			1	72			72			72			72			72				2
49	1	1	12.0	0.0	0.0	5			1			1			200000	3	1982	1			4																	2
49	2	2	66.0	150.0	0.0	5	2		1			1			500000	3	1982	1			1	1			1			1			1			1				2
49	3	2	50.0	350.0	0.0	5	2		1			1			460000	3	1982	1			1	1			1			1			1			1				2
49	4	2	85.0	1000.0	0.0	5	2		1			1			760000	3	1982	1			1	1			1			1			1			1				2
49	5	2	87.0	250.0	0.0	5	2		1			1			800000	3	1982	1			1	1			1			1			1			1				2
49	6	2	35.0	200.0	0.0	5	2		1			1			200000	3	1982	1			1	1			1			1			1			1				2
49	7	2	85.0	500.0	0.0	5	2		1			1			760000	3	1982	1			1	1			1			1			1			1				2
49	8	2	30.0	1000.0	0.0	5	6	210.0	1			1			240000	3	2000	72			1	72			72			72			72			72				2
49	9	2	18.0	1000.0	0.0	5	6	56.0	1			1			100000	3	2000	72			1	72			72			72			72			72				2
49	10	2	25.0	1000.0	0.0	5	6	175.0	1			1			200000	3	2000	72			1	72			72			72			72			72				2
49	11	2	10.0	1000.0	0.0	5	6	70.0	1			1			80000	3	2000	72			1	72			72			72			72			72				2
49	12	4	134.0	0.0	0.0	5	7		1			1			900000	3	1982	1			1	1			1			1			1			1				2
49	13	8	7.0	10.0	9.0	1	2		1			1			70000	3	1982	1			2	1			1			1			1			1				2
50	1	1	6.0	0.0	0.0	2			1			1			15000	3	2005	1			4																	2
51	1	1	170.0	0.0	0.0	4			1			72			1500000	3	1985	1	72		4																	2
51	2	2	40.0	150.0	3.0	4	7		72			72			150000	3	1985	1	72		1	72			72			72			72			72				2
51	3	8	27.0	100.0	8.0	1	2		1			72			200000	3	1985	1	72		2	1			1			1			1			1				2
52	1	1	17.0	0.0	0.0	4			1			72			45000	3	2001	1			4																	2
53	1	1	7.0	0.0	0.0	4			1			1			30000	1	2001	98			4																	2
53	2	2	165.0	1500.0	2.0	4	4		72			72			500000	6	2011	1			1	1			1			1			1			1				2
53	3	2	83.0	1000.0	1.0	4	4		72			72			300000	6	2011	1			1	1			1			1			1			1				2
53	4	2	62.0	1500.0	2.0	4	4		72			72			220000	6	2011	1			1	1			1			1			1			1				2
53	5	2	33.0	1500.0	2.0	4	4		72			72			100000	6	2010	1			1	1			1			1			1			1				2
54	1	1	70.0	0.0	0.0	5			1			1			700000	3	1979	1			4																	2
54	2	2	12.0	250.0	4.0	5	7		1			1			180000	1	2002	72			1	72			72			72			72			72				2
54	3	2	66.0	250.0	3.0	5	7		1			1			300000	1	1998	72			1	72			72			72			72			72				2
54	4	2	12.0	1000.0	3.0	5	7		1			1			100000	1	1984	72			1	72			72			72			72			72				2
54	5	2	66.0	1000.0	3.0	5	6	63.0	1			72			300000	1	1996	72			1	72			72			72			72			72				2
54	6	2	12.0	1000.0	3.0	5	6	180.0	1			1			100000	1	1996	72			1	72			72			72			72			72				2
54	7	2	33.0	500.0	5.0	5	6	335.0	1			1			200000	3	1979	72			1	72			72			72			72			72				2
54	8	2	66.0	1000.0	4.0	5	7		1			1			400000	3	1979	72			1	72			72			72			72			72				2
54	9	2	17.0	1000.0	4.0	5	7		1			1			180000	3	1979	72			1	72			72			72			72			72				2
54	10	2	33.0	1000.0	4.0	5	6	300.0	1			1			200000	3	1979	72			1	72			72			72			72			72				2
54	11	2	28.0	4000.0	3.0	5	6	350.0	2			2			190000	2	2001	72			1	72			72			72			72			72				2
54	12	2	19.0	4000.0	3.0	5	6	168.0	2			2			100000	2	2001	72			1	72			72			72			72			72				2
54	13	2	19.0	4000.0	3.0	5	6	168.0	2			2			100000	2	2001	72			1	72			72			72			72			72				2
54	14	8	16.0	20.0	8.0	1	2		1			1			100000	3	1979	1			2	1			1			1			1			1				2
54	15	8	14.0	40.0	7.0	1	2		1			1			80000	3	1979	1			2	1			1			1			1			1				2
55	1	1	2.0	0.0	0.0	4			1			73			15000	2	2010	1			4																	2
56	1	1	25.0	0.0	0.0	4			1			1			50000	3	1991	1			4																	2
56	2	2	10.0	500.0	1.0	4	2		1			2			45000	2	2008	2			1	1			1			1			1			1				2
56	3	2	7.0	250.0	1.0	4	2		1			1			20000	3	1991	1			1	1			1			1			1			1				2
56	4	2	3.0	100.0	2.0	4	2		1			1			7000	3	1991	1			1	1			1			1			1			1				2
56	5	2	5.0	250.0	1.0	4	2		1			1			8000	3	1991	1			1	1			1			1			1			1				2
56	6	8	3.0	100.0	7.0	1	2		1			1			25000	3	1991	1			2	1			1			1			1			1				2
56	7	9	2.0	60.0	4.0	1	1		1			1			7000	3	1991	1			7																	2
57	1	1	28.0	0.0	0.0	2			1			1			140000	3	1999	1			4																	2
57	2	8	5.0	100.0	3.0	4	2		1			1			25000	3	1999	1			7																	2
58	1	1	33.0	0.0	0.0	2			1			1			39600	3	1980	1			4																	2
58	2	2	33.0	0.0	0.0	4	2		1			1			150000	3	1980	1			1	1			1			1			1			1				2
58	3	8	6.0	20.0	3.0	4	2		1			1			30000	3	1980	1			2	1			1			1			1			1				2
58	4	8	8.0	50.0	3.0	4	2		1			1			40000	3	1980	1			2	1			1	1		1			1			1				2
59	1	1	33.0	0.0	0.0	2			1			1			200000	3	1980	1			4																	2
59	2	2	20.0	400.0	0.0	4	2		1			1			80000	3	1980	1			1	1			1			1			1			1				2
59	3	2	25.0	300.0	0.0	4	2		1			1			100000	3	1980	1			1	1			1			1			1			1				2
59	4	2	12.0	700.0	4.0	2	2		1			1			36000	3	1980	1			1	1			1			1			1			1				2
59	5	2	33.0	1000.0	1.0	4	3	207.0	72			72			150000	6	2009	1			1	1			1			1			1			1				2
59	6	2	24.0	500.0	1.0	4	3	150.0	72			72			120000	6	2008	1			1	1			1			1			1			1				2
59	7	8	50.0	100.0	3.0	4	12		1	72		1	72		250000	6	1980	1	72		2	1	72		1	72		1	72		1	72		1	72			2
60	1	1	25.0	0.0	0.0	4			1			1			150000	1	1998	1			4																	2
60	2	8	9.0	0.0	3.0	4	2		1			1			45000	1	1998	1			2	1			1			1			1			1				2
61	1	1	2.0	0.0	0.0	4			74			71			30000	7	2008	1			4																	3
61	2	4	12.0	0.0	0.0	4	2		1			1			180000	1	2001	1			5																	3
61	3	8	4.0	250.0	6.0	2	1		74			74			30000	7	2009	1			2	1			1			1			1			1				3
62	1	1	10.0	0.0	0.0	5			1			1			120000	3	1972	1			4																	3
63	1	1	4.0	0.0	0.0	5			1			1			200000	3	2007	1			4																	3
63	2	8	4.0	100.0	0.0	5	12		72			72			90000	5	2008	72			2	72	1		72	1		72	1		72	1		72	1			3
64	1	1	3.0	0.0	0.0	5			1			1			200000	3	2006	1			4																	3
65	1	1	4.0	0.0	0.0	5			1			1			100000	3	1998	1			4																	3
66	1	1	6.0	0.0	0.0	5			1			1			1500000	3	1980	1			4																	3
66	2	4	15.0	0.0	0.0	5	1		1			1			200000	3	1980	1			5																	3
66	3	2	20.0	100.0	0.0	5	2		1			1			260000	3	1980	1			1	1			1			1			1			1				3
66	4	2	88.0	600.0	0.0	5	6	583.0	72			72			350000	6	2006	72			1	72			72			72			72			72				3
66	5	2	66.0	600.0	0.0	5	6	500.0	72			72			300000	6	2006	72			1	72			72			72			72			72				3
66	6	8	10.0	10.0	0.0	5	2		1			1			120000	3	1980	1			2	1			1			1			1			1				3
66	7	8	15.0	100.0	0.0	5	2		1			1			1500000	3	1980	1			2	1			1			1			1			1				3
66	8	2	33.0	600.0	0.0	5	3	100.0	72			72			200000	6	2010	1			1	1			1			1			1			1				3
66	9	2	48.0	300.0	0.0	5	3	250.0	72			72			190000	6	2010	1			1	1			1			1			1			1				3
67	1	1	7.0	0.0	0.0	5			1			1			12000	3	1998	1			4																	3
68	1	1	7.0	0.0	0.0	4			1			72			140000	3	1986	98			4																	3
69	1	1	9.0	0.0	0.0	4			1			72			180000	3	1991	1			4																	3
69	2	2	30.0	250.0	0.0	4	2		1			72			960000	3	2004	1			1	1			1			1			1			1				3
69	3	2	24.0	250.0	0.0	4	2		1			72			480000	3	2004	1			1	1			1			1			1			1				3
69	4	2	36.0	250.0	0.0	4	3	500.0	72			72			720000	6	2010	1			1	1			1			1			1			1				3
69	5	2	36.0	250.0	0.0	4	3	500.0	72			72			720000	6	2010	1			1	1			1			1			1			1				3
69	6	2	21.0	100.0	0.0	4	3	334.0	72			72			420000	6	2010	1			1	1			1			1			1			1				3
69	7	2	18.0	250.0	0.0	4	3	250.0	72			72			360000	6	2010	1			1	1			1			1			1			1				3
69	8	2	36.0	250.0	0.0	4	3	500.0	72			72			720000	6	2010	1			1	1			1			1			1			1				3
69	9	2	18.0	250.0	0.0	4	3	250.0	72			72			360000	6	2010	1			1	1			1			1			1			1				3
70	1	1	3.0	0.0	0.0	4			1			74			60000	7	2010	1			4																	3
71	1	1	21.0	0.0	0.0	4			1			72			588000	3	1960	1			4																	3
72	1	1	24.0	0.0	0.0	4			1			1			320000	1	1991	1			4																	3
72	2	2	90.0	2000.0	5.0	4	6	600.0	1			1			600000	1	1996	72			1	72			72			72			72			72				3
73	1	1	8.0	0.0	0.0	5			1			1			200000	3	1999	1			4																	3
74	1	1	9.0	0.0	0.0	4			1			1			180000	3	1998	1			4																	3
74	2	2	8.0	500.0	1.0	4	2		1			1			40000	3	1998	1			4																	3
74	3	9	6.0	10.0	3.0	4	12		1	72		1	72		48000	3	1998	1			7																	3
74	4	2	66.0	1000.0	1.0	4	3	583.0	72			72			420000	6	2007	1			1	1			1			1			1			1				3
74	5	2	60.0	600.0	1.0	4	3	583.0	72			72			400000	6	2006	1			1	1			1			1			1			1				3
75	1	1	6.0	0.0	0.0	4			1			1			150000	1	2008	1			4																	3
75	2	9	5.0	0.0	3.0	4	12		1			1			100000	1	2008	1			7																	3
76	1	1	1.5	0.0	0.0	5			1			1			40000	1	2005	1			4																	3
77	1	1	9.0	0.0	0.0	4			1			1			600000	1	1980	1			4																	3
77	2	9	6.0	0.0	2.0	4	1		1	72		1	72		240000	1	1980	1			7																	3
78	1	1	5.0	0.0	0.0	4			71			71			100000	3	1990	1			4																	3
79	1	1	15.0	0.0	0.0	4			72			72			300000	4	2007	1			4																	3
79	2	5	5.0	0.0	0.0	4	1		1			1			54000	1	2009	1			7																	3
80	1	1	14.0	0.0	0.0	4			1			1			280000	1	1995	1			4																	3
80	2	2	35.0	1000.0	0.0	4	2		1			1			200000	1	2000	1			1	1			1			1			1			1				3
80	3	2	50.0	500.0	0.0	4	2		1			1			300000	1	2000	1			1	1			1			1			1			1				3
80	4	8	20.0	100.0	3.0	4	2		1			1			200000	1	1995	1			2	1			1			1			1			1				3
80	5	2	66.0	1000.0	1.0	4	4		72			72			500000	6	2006	1			1	1			1			1			1			1				3
80	6	2	33.0	950.0	1.0	4	4		72			72			230000	6	2003	1			1	1			1			1			1			1				3
81	1	1	10.0	0.0	0.0	4			4			4			60000	1	1998	98			4																	3
82	1	1	8.0	0.0	0.0	4			2			2			30000	1	2011	98			4																	3
83	1	1	7.0	0.0	0.0	4			1			1			50000	1	2002	98			4																	3
84	1	1	5.0	0.0	0.0	5			1			1			30000	1	2007	98			4																	3
85	1	1	2.0	0.0	0.0	4			1			1			6000	3	2003	98			4																	3
86	1	1	30.0	0.0	0.0	5			71			71			60000	3	2000	98			4																	3
87	1	1	6.0	0.0	0.0	4			1			1			20000	3	2006	98			4																	3
88	1	1	12.0	0.0	0.0	4			4			4			60000	1	2008	98			4																	3
89	1	1	4.0	0.0	0.0	4			1	2		1	2		26000	1	2005	98			4																	3
90	1	1	30.0	0.0	0.0	4			1			1			60000	6	1984	98			4																	3
90	2	2	100.0	1000.0	0.0	4	7		1			1			150000	6	1990	72			1	72			72			72			1			1				3
91	1	1	5.0	0.0	0.0	3			1			5			100000	2	2003	98			4																	3
92	1	1	8.5	0.0	0.0	3			1			1			42500	1	2009	98			4																	3
93	1	1	10.0	0.0	0.0	5			1			1			30000	1	2001	98			4																	3
94	1	1	8.0	0.0	0.0	3			1			1			30000	3	2008	98			4																	3
94	2	2	320.0	500.0	1.0	3	4		72			72			1600000	6	2006	1			1	1			1			1			1			1				3
94	3	2	60.0	100.0	5.0	3	4		72			72			300000	6	2009	1			1	1			1			1			1			1				3
95	1	1	5.0	0.0	0.0	5			1			1			25000	1	2009	98			4																	3
95	2	2	25.0	0.0	0.0	5	2		1			1			125000	1	2009	1			1	1			1			1			1			1				3
96	1	1	5.0	0.0	0.0	3			1			72			25000	1	2003	98			4																	3
96	2	2	40.0	500.0	1.0	3	4		72			72			480000	6	2009	1			1	1			1			1			1			1				3
97	1	1	12.0	0.0	0.0	3			1			1			200000	1	2000	98			4																	3
97	2	4	3.0	0.0	0.0	3	1		1			1			50000	1	2000	98			5																	3
97	3	2	80.0	1000.0	1.0	3	9		72			72			400000	6	2011	1			1	1			1			1			1			1				3
98	1	1	5.0	0.0	0.0	3			2			2			50000	1	1997	98			4																	3
99	1	1	5.0	0.0	0.0	5			1			1			30000	3	2006	98			4																	3
99	2	2	40.0	100.0	1.0	5	2		1			1			80000	1	2003	1			1	1			1			1			1			1				3
100	1	1	40.0	0.0	0.0	5			1			1			500000	1	2005	98			4																	3
100	2	8	3.0	0.0	0.0	5	2		1			1			8000	1	2005	1			2	1			1			1			98			1				3
101	1	1	6.0	0.0	0.0	3			1			1			95000	1	2008	1			4																	2
102	1	1	3.0	0.0	0.0	4			1			71			70000	7	2000	1			4																	2
102	2	2	30.0	700.0	2.0	4	3	250.0	72			72			170000	6	2011	1			1	1			1			1			1			1				2
103	1	1	12.0	0.0	0.0	4			1			1			40000	1	2004	1			4																	2
103	2	8	3.0	0.0	8.0	4	2		1			1			10000	1	2004	1			2	1			1			1			1			1				2
104	1	1	3.0	0.0	0.0	4			1			72			20000	3	1990	72			4																	2
105	1	1	18.0	0.0	0.0	4			1			1			180000	3	1985	1			4																	2
105	2	8	24.0	0.0	7.0	4	2		1			1			210000	3	1985	1			2	1			1			1			1			1				2
105	3	8	12.0	0.0	7.0	4	2		1			1			120000	3	1985	1			2	1			1			1			1			1				2
105	4	2	36.0	300.0	2.0	4	2		1			1			360000	3	1985	1			1	1			1			1			1			1				2
105	5	2	21.0	1100.0	2.0	4	2		1			1			210000	3	1985	1			1	1			1			1			1			1				2
105	6	2	18.0	1200.0	2.0	4	2		1			1			180000	3	1985	1			1	1			1			1			1			1				2
105	7	2	22.0	700.0	2.0	4	7		1			1			210000	3	1985	1			1	1			1			1			1			1				2
105	8	2	15.0	400.0	2.0	4	2		1			1			150000	3	1985	1			1	1			1			1			1			1				2
105	9	2	15.0	500.0	2.0	4	2		1			1			150000	3	1985	1			1	1			1			1			1			1				2
105	10	2	15.0	200.0	2.0	4	2		1			1			150000	1	2008	1			1	1			1			1			1			1				2
105	11	2	9.0	250.0	2.0	4	2		1			1			90000	1	2008	1			1	1			1			1			1			1				2
105	12	4	14.0	0.0	0.0	4	1		1			1			140000	3	1985	1			5																	2
106	1	1	2.0	0.0	0.0	4			1			72			7000	3	1985	1	72		4																	2
106	2	8	6.0	0.0	7.0	4	11		72			72			30000	6	1985	1	72		2	1	72		1	72		1	72		1	72		1	72			2
106	3	2	10.0	0.0	1.0	4	2		1			72			30000	3	1985	1	72		1	1	72		1	72		1	72		1	72		1	72			2
106	4	2	10.0	0.0	1.0	4	5		72			72			30000	6	2008	1	72		1	1	72		1	72		1	72		1	72		1	72			2
106	5	2	10.0	0.0	1.0	4	5		72			72			30000	6	2008	1	72		1	1	72		1	72		1	72		1	72		1	72			2
107	1	1	20.0	0.0	0.0	4			1			1			80000	3	1992	1			4																	2
107	2	8	13.0	0.0	4.0	4	2		1			1			40000	3	1992	1			2	1			1			1			1			1				2
107	3	2	75.0	250.0	1.5	4	7		1			1			270000	3	1992	72			1	72			72			72			72			1				2
107	4	2	9.0	250.0	1.5	4	7		1			1			30000	3	1992	72			1	72			72			72			72			1				2
107	5	2	6.0	300.0	1.5	4	7		1			1			40000	3	1992	72			1	72			72			72			72			1				2
107	6	2	10.0	300.0	1.5	4	7		1			1			20000	3	1992	72			1	72			72			72			72			1				2
107	7	2	30.0	300.0	1.5	4	12		72			72			100000	6	2011	1			1	1			1			1			1			1				2
108	1	1	7.5	0.0	0.0	4			1			1			50000	3	2008	1			4																	2
108	2	2	6.0	200.0	1.0	4	2		1			1			30000	3	2008	1			1	1			1			1			1			1				2
108	3	2	3.0	200.0	1.0	4	2		1			1			15000	3	2008	1			1	1			1			1			1			1				2
108	4	2	1.5	200.0	1.0	4	2		1			1			7500	3	2008	1			1	1			1			1			1			1				2
108	5	2	1.5	200.0	1.0	4	2		1			1			7500	3	2008	1			1	1			1			1			1			1				2
108	6	2	18.0	200.0	1.0	4	5		72			72			90000	6	2009	1			1	1	1		1			1			1			1				2
108	7	9	6.0	0.0	4.0	4	1		12			12			30000	3	2008	1	72		7																	2
109	1	1	3.0	0.0	0.0	4			1			72			30000	3	1980	1			4																	2
109	2	2	24.0	200.0	1.0	4	3	242.0	72			72			80000	6	2010	1			1	72			1			1			1			1				2
109	3	2	15.0	200.0	1.0	4	3	152.0	72			72			50000	6	2010	1			1	72			1			1			1			1				2
109	4	2	9.0	150.0	1.0	4	3	91.0	72			72			30000	6	2010	1			1	72			1			1			1			1				2
109	5	2	6.0	100.0	1.0	4	3	61.0	72			72			20000	6	2010	1			1	72			1			1			1			1				2
109	6	2	12.0	100.0	1.0	4	3	121.0	72			72			40000	6	2010	1			1	72			1			1			1			1				2
110	1	1	1.5	0.0	0.0	4			1			1			15000	3	1990	1			4																	2
111	1	1	3.0	0.0	0.0	4			1			1			25000	3	1970	1			4																	2
111	2	2	9.0	0.0	1.5	4	2		1			1			45000	3	1970	1			1	1			1			1			1			1				2
111	3	2	30.0	200.0	1.5	4	5		72			72			250000	6	2009	1			1	1			1			1			1			1				2
112	1	1	9.0	0.0	0.0	4			1			1			45000	3	2000	1			4																	2
113	1	1	15.0	0.0	0.0	2			1			72			150000	3	1989	1			4																	2
113	2	8	10.0	0.0	10.0	2	2		1			72			100000	3	1989	3			2	3			3			3			3			3				2
114	1	1	2.0	0.0	0.0	4			1			72			50000	1	1997	72			4																	2
114	2	2	15.0	0.0	0.0	4	8		72			72			50000	1	1996	72			1	72			72			72			72			72				2
114	3	2	27.0	0.0	0.0	4	7		72			72			90000	6	1998	72			1	72			72			72			72			72				2
114	4	9	3.0	0.0	0.0	4	1		1			72			12000	1	1997	72			7																	2
115	1	1	1.0	0.0	0.0	4			1			72			10000	3	2008	72			4																	2
116	1	1	8.0	0.0	0.0	2			1			72			90000	4	2008	72			4																	2
117	1	1	13.0	0.0	0.0	4			1			1			173333	1	1982	1			4																	2
117	2	8	20.0	0.0	10.0	2	2		1			1			300000	3	2000	1			2	1			1			1			1			1				2
117	3	8	6.0	0.0	10.0	2	2		1			1			60000	3	2008	1			2	1			1			1			1			1				2
117	4	2	24.0	100.0	2.0	2	2		1			1			240000	3	2000	1			1	1			1			1			1			1				2
117	5	2	20.0	100.0	2.0	2	2		1			1			200000	3	2000	1			1	1			1			1			1			1				2
117	6	2	20.0	150.0	2.0	2	2		1			1			200000	3	2000	1			1	1			1			1			1			1				2
117	7	2	15.0	100.0	2.0	2	2		1			1			150000	3	2000	1			1	1			1			1			1			1				2
117	8	2	6.0	100.0	2.0	2	2		1			1			60000	3	2000	1			1	1			1			1			1			1				2
117	9	2	5.0	100.0	2.0	2	2		1			1			50000	3	2000	1			1	1			1			1			1			1				2
118	1	1	7.5	0.0	0.0	4			1			1			50000	3	1985	1			4																	2
118	2	8	18.0	0.0	7.0	4	12		1	72		1	72		30000	6	1985	1	72		2	1	72		1	72		1	72		1	72		1	72			2
118	3	2	45.0	250.0	3.0	4	8		1			1			225000	3	1985	72			1	72			1	72		72			72			72				2
118	4	2	18.0	250.0	3.0	4	8		1			1			90000	3	1985	72			1	72			1	72		72			72			72				2
118	5	2	27.0	500.0	3.0	4	8		1			1			135000	3	1985	72			1	72			1	72		72			72			72				2
118	6	2	66.0	250.0	3.0	4	4		72			72			300000	6	2011	1			1	1			1			1			1			1				2
118	7	4	7.5	0.0	1.5	4	1		1			1			37500	3	1985	1			1	1			1			1			1			1				2
119	1	1	30.0	0.0	0.0	4			1			1			200000	3	1985	1			4																	2
119	2	9	1.0	0.0	0.0	4	1		1			1			6666	3	1985	1			7																	2
120	1	1	18.0	0.0	0.0	4			1			1			90000	1	2007	1			4																	2
121	1	1	30.0	0.0	0.0	4			1			71			300000	3	2008	71			4																	2
121	2	8	20.0	0.0	7.0	4	2		71	72		71	72		200000	3	2008	71	72		2	1	72		71	72		71	72		71	72		71	72			2
121	3	2	54.0	3000.0	1.0	3	2		71			71			405000	3	2008	71			1	71			71			71			71			71				2
121	4	2	40.0	200.0	1.0	3	2		71			71			300000	3	2008	71			1	71			71			71			71			71				2
121	5	2	28.0	200.0	1.0	3	2		71			71			210000	3	2008	71			1	71			71			71			71			71				2
122	1	1	10.0	0.0	1.0	4			1			1			150000	3	1995	1			4																	2
122	2	2	12.0	0.0	1.0	4	2		1			1			180000	3	1995	1			1	1			1			1			1			1				2
122	3	8	8.0	40.0	9.0	4	2		1			1			95000	3	1995	1			2	1			1			1			1			1				2
122	4	4	5.0	0.0	1.0	4	1		1			1			70000	3	1995	1			5																	2
122	5	2	30.0	200.0	3.0	4	2		1			1			300000	3	1995	1			1	1			1			1			1			1				2
123	1	1	38.0	0.0	0.0	4			1			1			180000	3	1980	1			4																	2
123	2	8	4.0	0.0	6.0	4	2		1			1			20000	3	1980	1			2	1			1			1			1			1				2
123	3	2	60.0	0.0	1.0	4	2		1			1			300000	3	1980	1			1	1			1			1			1			1				2
124	1	1	3.0	0.0	0.0	4			1			1			30000	3	2008	1			4																	2
125	1	1	10.0	0.0	1.0	4			1			1			150000	3	2006	1			4																	2
126	1	1	8.0	0.0	1.0	4			1			1			120000	3	2007	1			4																	2
126	2	8	4.0	0.0	9.0	4	2		1			1			55000	3	2007	1			2	1			1			1			1			1				2
126	3	2	80.0	100.0	3.0	4	4		72			72			96000	6	2011	1			1	1			1	72		1			1	72		1	72			2
127	1	1	16.0	0.0	0.0	4			1			1			160000	3	2009	1			4																	2
127	2	9	10.0	0.0	7.0	4	12		1	72		1	72		100000	6	2009	1			7																	2
127	3	2	20.0	100.0	1.0	4	2		1			1			100000	3	2009	1			1	1			1			1			1			1				2
127	4	2	20.0	500.0	1.0	4	2		1			1			80000	3	2009	1			1	1			1			1			1			1				2
128	1	1	6.0	0.0	2.0	4			1			1			60000	3	2010	1			4																	2
129	1	1	16.0	0.0	0.0	4			1			1			180000	3	1995	1			4																	2
129	2	7	4.0	0.0	0.0	4	7		1			1			80000	1	2000	1			6																	2
129	3	8	8.0	0.0	0.0	4	2		1			1			100000	1	2000	1			2	1			1			1			1			1				2
129	4	2	5.0	100.0	2.0	4	2		1			1			75000	3	1995	1			1	1			1			1			1			1				2
129	5	2	80.0	200.0	2.0	4	4		72			72			800000	6	2010	1			1	1			1	72		1	72		1	72		1	72			2
129	6	2	60.0	200.0	2.0	4	4		72			72			600000	6	2010	1			1	1			1	72		1	72		1	72		1	72			2
129	7	2	60.0	200.0	2.0	4	4		72			72			600000	6	2010	1			1	1			1	72		1	72		1	72		1	72			2
129	8	2	20.0	200.0	2.0	4	5		72			72			200000	6	2008	1			1	1			1	72		1	72		1	72		1	72			2
130	1	1	2.0	0.0	0.0	4			1			72			15000	3	1985	1			4																	2
130	2	2	7.0	0.0	0.0	4	4		72			72			35000	6	2007	1			1	72	1		72	1		72	1		72	1		72	1			2
131	1	1	12.0	0.0	0.0	4			1			1			70000	3	2000	1			4																	2
131	2	9	6.0	0.0	6.0	4	1		1			1			36000	3	2000	1			7																	2
131	3	2	20.0	0.0	1.0	4	4		72			72			100000	6	2011	1	72		1	1	72		1	72		1	72		1	72		1	72			2
132	1	1	6.0	0.0	0.0	4			1			1			75000	3	2000	1			4																	2
132	2	8	20.0	0.0	7.0	4	12		1	72		1	72		200000	6	2000	1			2	1			1			1			1			1				2
132	3	2	20.0	30.0	1.0	4	2		1			1			200000	3	2000	1			1	1			1			1			1			1				2
132	4	2	20.0	300.0	1.0	4	4		72			72			200000	6	2010	1			1	1			1			1			1			1				2
132	5	2	8.0	200.0	1.0	4	3	200.0	72			72			80000	6	2010	1			1	1			1			1			1			1				2
132	6	2	10.0	400.0	1.0	4	3	300.0	72			72			100000	6	2010	1			1	1			1			1			1			1				2
133	1	1	5.0	0.0	0.0	4			1	3		1	3		37000	1	2004	1	3		4																	2
133	2	8	4.0	0.0	6.0	4	2		1	3		1	3		30000	1	2004	1	3		2	1	3		1	3		1	3		1	3		1	3			2
133	3	2	40.0	0.0	0.0	1	3	42.0	72			72			200000	6	2011	72			1	72			72			72			72			72				2
134	1	1	6.0	0.0	0.0	4			1			1			30000	3	1985	1			4																	2
